Time,s9,s10,s1,s75,s135,s7,s21,s46,s48,s69,s71,s68,s70,s128,s140,s148,s150,s152,s157,s158,s159,s160,s161,kass_r7,kdiss_r7,kcatp_r14,kM_r14_s69,kcatn_r14,kM_r14_s46,kass_r25,kdiss_r25,kass_r26,kdiss_r26,kass_r51,kdiss_r51,kass_r52,kdiss_r52,kcatp_r53,kM_r53_s70,kcatn_r53,kass_r54,kdiss_r54,kass_r55,kass_r15_s21,kdiss_r15_s21,kass_re24_s157,kass_r23_s21,kdiss_r23_s21,default,c1,c4,c5,r52,r55,r7,r14,r51,r53,re24,r15,r23,r54,r26,r25
0.1,1.999998135446475,1.8645535254731276e-06,3.2807750527926585,0.017529478277582142,1.9240729804378653,3.2807750527926585,1.7192249472073413,2.3484805866420474e-05,1.8645535254731276e-06,0.000831680967655691,1.9999989778424347,0.025012137722272544,2.270528241804888e-05,1.9240729804378653,0.5583975647378291,2.6086956521739135,2.6086956521739135,0.0,0.5,9.987042913924063e-07,0.3662922101038138,0.02415510739522496,0.0008333028870637646,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3057643101191353,1.5579786945721538e-06,10.2337675993735,0.0012610827956962846,4.29666702610339,-1.7683313589817226e-11,3.40264650283554,0.00012354941172328888,0.628699999941183,5.7416413236594995e-05,0.0010944426175197972,0.03067648047116513
0.11,1.9999965138057088,3.4861942916200284e-06,3.1826474953229944,0.020678463571901257,1.8821886798508296,3.1826474953229944,1.8173525046770047,3.706718356070254e-05,3.4861942916200284e-06,0.001162833829675965,1.9999982569253811,0.03172049183747085,3.502510311766723e-05,1.8821886798508296,0.5971329006835006,2.5751072961373414,2.5751072961373414,0.0,0.5,1.698968389720693e-06,0.3931722120251877,0.030517104629942563,0.0011666190297914066,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3237467062450252,2.6503906879642812e-06,9.406977429571274,0.0018006232870339267,4.082758964352679,-5.100107742561877e-11,3.3155887933098844,0.0002061338860194839,0.7127732751410204,8.845791827877502e-05,0.0015302379967207938,0.038755732573652904
0.12,1.9999938916413935,6.108358606939088e-06,3.092351697913181,0.023999041203449787,1.8423688341440292,3.092351697913181,1.9076483020868187,5.568866297570885e-05,6.108358606939088e-06,0.0015735141029312723,1.999997171078216,0.039262348003859054,5.1851931211996425e-05,1.8423688341440292,0.633632202937197,2.542372881355969,2.542372881355969,0.0,0.5,2.750637110642657e-06,0.4183647706401719,0.03762703687934514,0.0015806302715174942,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34010092295255706,4.290993892602545e-06,8.66540070171137,0.002470655545530066,3.8835463795099217,-1.322876507093548e-10,3.2318299339271257,0.00032507615692280715,0.7952746262795508,0.00013078780379728065,0.0020706085830789495,0.04778452122163099
0.13,1.9999898618565177,1.0138143482594795e-05,3.00909261068944,0.027475543343673928,1.8044731207921325,3.00909261068944,1.990907389310559,8.029318770380768e-05,1.0138143482594795e-05,0.0020716906534075097,1.9999955955361657,0.047618434538344044,7.415902077460509e-05,1.8044731207921325,0.6680514682292433,2.5104602510460903,2.5104602510460903,0.0,0.5,4.272098787248312e-06,0.44192131441556537,0.04545631255375013,0.002083558499984461,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3549467235536105,6.664474108107367e-06,7.997943233061092,0.003280077719833401,3.697727914317944,-3.1399862034978853e-10,3.1512053360411993,0.0004891576184664051,0.8755149749636366,0.00018681348495671473,0.0027258958023068246,0.057726365906533385
0.14,1.9999839276187892,1.607238121124374e-05,2.9321770733101724,0.031093451014363598,1.7683735113035874,2.9321770733101724,2.0678229266898267,0.0001118144030584709,1.607238121124374e-05,0.002664849184980393,1.9999933805629437,0.0567631984439377,0.00010299456169266353,1.7683735113035874,0.7005332524298742,2.479338842975299,2.479338842975299,0.0,0.5,6.4046892336975275e-06,0.4638979585807625,0.05397046247468759,0.0026831219705007433,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36839388826393726,9.991315204568143e-06,7.395261176101778,0.00423590555141484,3.524142900722879,-6.913025220362152e-10,3.0735605491430475,0.0007075037406165485,0.9529239842723916,0.00025911787591679006,0.003505725538133464,0.06853726775861395
0.15,1.999975500098666,2.449990133420086e-05,2.860997982824506,0.034839299750480314,1.7339529560184437,2.860997982824506,2.139002017175493,0.0001511554269736579,2.449990133420086e-05,0.0033599425861777455,1.9999903498169453,0.0666659044273846,0.00013947250156231959,1.7339529560184437,0.7312080804567782,2.4489795918368698,2.4489795918368698,0.0,0.5,9.313957355316306e-06,0.48435450373574507,0.06313030651289898,0.003386475229868112,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3805432176907648,1.4529773474293438e-05,6.849439423959355,0.005343448882830679,3.361753493022553,-1.426876726346509e-09,2.9987505206167406,0.0009893513330419656,1.0270329732500254,0.0003504349714802445,0.004418933829771574,0.08016718306687215
0.16,1.9999638984293564,3.610157064388689e-05,2.7950213282112553,0.03870059469708458,1.7011042342197502,2.7950213282112553,2.204978671788744,0.00019917271052360367,3.610157064388689e-05,0.0041633530444998845,1.9999862989662085,0.07729157968357642,0.0001847629721880243,1.7011042342197502,0.7601956814526386,2.419354838709707,2.419354838709707,0.0,0.5,1.3190664320905007e-05,0.5033535816067163,0.07289295235790903,0.004200163319687588,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3914874157274519,2.0577436340611812e-05,6.353736904679094,0.006606503897072072,3.2096293938186324,-2.78499737195797e-09,2.9266389177940355,0.001343838215341667,1.0974610367592994,0.00046362459688553117,0.005473511802149797,0.09256128415774104
0.17,1.9999483516316334,5.164836836702331e-05,2.733775503885903,0.042665734017414664,1.6697289458201423,2.733775503885903,2.2662244961140963,0.0002566637637192764,5.164836836702331e-05,0.005080863973480439,1.9999809945580482,0.08860183315774998,0.0002400825037941916,1.6697289458201423,0.7876060740898285,2.390438247011456,2.390438247011456,0.0,0.5,1.8251514568968952e-05,0.5209599198307938,0.08321265705218325,0.005130088159820568,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4013118686448146,2.8472362727591566e-05,5.902383326740667,0.008027538116869886,3.0669347515055403,-5.176546037845001e-09,2.8570975063876007,0.0017798212442794333,1.1639037255445905,0.0006016467938903281,0.006676566925246898,0.10566104680179096
0.18,1.9999280022069879,7.199779301259311e-05,2.676842448788081,0.04672393964355947,1.6397366247187402,2.676842448788081,2.323157551211918,0.00032435830876880394,7.199779301259311e-05,0.006117640322958804,1.999974173145003,0.10055557211053912,0.00030668417945667304,1.6397366247187402,0.8135405228715344,2.3622047244085467,2.3622047244085467,0.0,0.5,2.4739621165789373e-05,0.5372397034809139,0.0940415756857989,0.006181485390286202,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41009533451817637,3.8593809018631426e-05,5.490415837606388,0.009607855970845344,2.9329168835652224,-9.216379377868577e-09,2.790005580009029,0.002305724765447111,1.2261237565582124,0.0007675362299009467,0.008034298219612079,0.11940519536484066
0.19,1.9999019110947234,9.808890527715966e-05,2.62385025437673,0.05086519452501245,1.6110439569136357,2.62385025437673,2.376149745623269,0.00040291233454776027,9.808890527715966e-05,0.00727821619163314,1.9999655406652166,0.11310963421648851,0.00038584785801717124,1.6110439569136357,0.8380923831846145,2.334630350193184,2.334630350193184,0.0,0.5,3.292471152380662e-05,0.5522600155903268,0.10533041678503045,0.007358910238657187,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4179105550539979,5.136254997713833e-05,5.11354686326459,0.01134774038721094,2.8068965399978487,-1.5794242619567196e-08,2.7252494360215747,0.0029294188992659105,1.2839433209540614,0.0009643769523845966,0.009551983424023585,0.13373053070704288
0.2,1.999869063704771,0.00013093629522934423,2.5744669673336853,0.055080185654663064,1.5835740893260344,2.5744669673336853,2.425533032666314,0.0004929045219477417,0.00013093629522934423,0.00856648892410572,1.9999547720726503,0.12621934916500716,0.0004788705719869097,1.5835740893260344,0.8613478498645682,2.307692307691645,2.307692307691645,0.0,0.5,4.310308208731688e-05,0.5660883431433474,0.1170290194237243,0.00866623124194579,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42482479987545363,6.724080805621433e-05,4.768056524806697,0.01324657079180698,2.6882594716155768,-2.6160067293709173e-08,2.6627218934895946,0.0036581254531526442,1.3372376349390727,0.001195277753350491,0.011233976502875886,0.14857266007114792
0.21,1.9998283767796285,0.0001716232203717567,2.5283953797507817,0.05936025228352117,1.5572560181029547,2.5283953797507817,2.4716046202492175,0.000594834585722724,0.0001716232203717567,0.009985719061984194,1.9999415112112795,0.139839040048613,0.00058705718715257,1.5572560181029547,0.8833866210907493,2.281368821338265,2.281368821338265,0.0,0.5,5.559731149811738e-05,0.5787921386131215,0.12908686318053428,0.010106630892205285,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4309003513409692,8.673180593706312e-05,4.450704627950339,0.015302919980975917,2.5764491105772356,-4.2024090837188554e-08,2.6023218494871725,0.0044983486445053875,1.3859294422611503,0.0014633483575292696,0.013083714202469962,0.16386664319624905
0.22,1.9997787058037049,0.00022129419629530136,2.485368580698102,0.06369733853870521,1.5320240424408906,2.485368580698102,2.5146314193018973,0.0007091230040565696,0.00022129419629530136,0.011538535316319898,1.9999253709152196,0.1539224758285814,0.000711711396947475,1.5320240424408906,0.9042824923510117,2.2556390978568612,2.2556390978568612,0.0,0.5,7.075575417570672e-05,0.5904384263145565,0.14145352331190958,0.011682612034943739,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43619494005096926,0.00011037897651410248,4.158657937114336,0.017514635843772903,2.470960183457356,-6.567180983661073e-08,2.5439538698902573,0.005455826588865127,1.429984258580825,0.0017716766043269511,0.015103730054337213,0.17954757043709216
0.23,1.999718852841057,0.0002811471589433642,2.445146210824897,0.06808395035933251,1.5078172812651789,2.445146210824897,2.554853789175102,0.0008361119757256271,0.0002811471589433642,0.013226944474203249,1.9999059333402445,0.1684232767268576,0.0008541271208686023,1.5078172812651789,0.9241038832231668,2.2304832715502423,2.2304832715502423,0.0,0.5,8.895181208028924e-05,0.6010934517228993,0.1540790731179853,0.013396009828247998,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4407621328338148,0.00013876482684525122,3.8894302398573615,0.019878909383430027,2.371333146746099,-1.0009329320528857e-07,2.487527812332736,0.006535501574555945,1.469406143472702,0.0021233068013934756,0.01729567552783999,0.19555107541677422
0.24,1.9996475745862696,0.000352425413730514,2.407511254934805,0.07251311604641021,1.484579241280092,2.407511254934805,2.5924887450651943,0.0009760672207411936,0.000352425413730514,0.01505234544473166,1.9998827505031989,0.18329527995121453,0.0010155803526902037,1.484579241280092,0.9429143091587658,2.2058823531720395,2.2058823531720395,0.0,0.5,0.00011058301153605406,0.6108223668767455,0.16691444187201107,0.015248008229711832,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4446516816977545,0.00017250949799624434,3.640832428217519,0.02239233440343091,2.2771493118638895,-1.4912593522966969e-07,2.432958478017907,0.007741505430096147,1.5042338791105752,0.0025212193470511212,0.019660346930375713,0.21181379282778512
0.25,1.999563590480684,0.00043640951931591803,2.3722672806387854,0.07697835005417278,1.4622574298956632,2.3722672806387854,2.6277327193612137,0.0011291803849465684,0.00043640951931591803,0.017015547035395963,1.9998553450165404,0.1984928693130844,0.0011973215007066063,1.4622574298956632,0.9607728051328894,2.1818181820994424,2.1818181820994424,0.0,0.5,0.00013606990073751818,0.6196889485874721,0.1799117323734259,0.01723916045549178,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4479098384892651,0.00021226904515052837,3.4109307062686702,0.02505096279742704,2.1880265629195073,-2.1760927678859524e-07,2.3801652898698578,0.009077157167318486,1.534537447900719,0.002968311718177267,0.02219771729037304,0.22827376647997663
0.26,1.9994655907990508,0.0005344092009493805,2.3392360824239593,0.08147361992206145,1.4408030106111644,2.3392360824239593,2.66076391757604,0.0012955719977670308,0.0005344092009493805,0.019116789190053513,1.9998232110155594,0.21397126877110123,0.0014005682823652785,1.4408030106111644,0.9777343036768953,2.1582733817788213,2.1582733817788213,0.0,0.5,0.00016585477432289132,0.6277553494500763,0.19302449838233118,0.019369413121963688,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45057963693629455,0.0002587334479437105,3.1980116422047202,0.027850355708690787,2.1036155982336484,-3.115500961136827e-07,2.329071995247495,0.010544971440063793,1.560414718241402,0.0034673809786291833,0.024906972799968886,0.2448708078247676
0.27,1.9993522446394927,0.0006477553605074259,2.3082555727487133,0.08599331524742215,1.4201704855247077,2.3082555727487133,2.691744427251286,0.0014752947162717275,0.0006477553605074259,0.02135576643532643,1.999785815214432,0.2296868111808933,0.0016264990405063752,1.4201704855247077,0.993849983728281,2.1352313173646986,2.1352313173646986,0.0,0.5,0.00020040028516027424,0.6350818714544068,0.2062079946687876,0.021638132686031177,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4527011537737736,0.0003126244448500278,3.000552234335861,0.03078563376074925,2.0235965832702356,-4.382955333493677e-07,2.279606389327493,0.012146675151225693,1.5819883059615154,0.004021107425906808,0.027786552057712577,0.26154682102671045
0.28,1.9992222076634572,0.0007777923365430072,2.279178007468495,0.09053221966128523,1.400317416037808,2.279178007468495,2.720821992531504,0.0016683369265131404,0.0007777923365430072,0.023731654396281176,1.9997425981510495,0.2455971697742012,0.0018762467426986955,1.400317416037808,1.0091675782549097,2.11267605659505,2.11267605659505,0.0,0.5,0.0002401878949507523,0.6417267736307479,0.21941938611486375,0.02404413506768807,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4543117401185994,0.00037469311612317363,2.8171949247723584,0.03385152629603583,1.9476762187630696,-6.067118093750612e-07,2.2317000600550054,0.013883231531905122,1.599402540508293,0.004632040080686384,0.030834189126978932,0.27824607718018773
0.29,1.9990741296222765,0.0009258703777236863,2.2518686478850913,0.09508548644952491,1.3812041918670273,2.2518686478850913,2.7481313521149078,0.0018746268526162158,0.0009258703777236863,0.026243140112394515,1.9996929756596273,0.2616615439418599,0.002150893770611843,1.3812041918670273,1.0237316298955592,2.0905923346248576,2.0905923346248576,0.0,0.5,0.0002857161282643208,0.6477461214332818,0.23261790659912537,0.02658571923174991,1.13,1.122,1.146,1.03,1.75,0.215,1.27,0.73,1.33,0.61,1.23,0.46,0.6,1.67,1.29,0.79,1.62,1.28,0.71,1.56,1.53,0.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4554462155666289,0.00044571716009234047,2.64672764320752,0.03704241618648364,1.8755852243942317,-8.273657739352162e-07,2.1852881547961065,0.015754871238534335,1.6128204721920996,0.005302584319469999,0.034046961378154154,0.2949154256698943
