Time,Ca_Cyt,IP3_Cyt,Ca_ER,S2,S2a,S4,Oc,O_o,Orai1,L,P_IP3R,Ki,k_i,Ka,V_SERCA,p,K_SERCA,k_soc,V_PMleak,Ca_ec,V_PMCA,q,K_PMCA,V_PLC,K_PLC,kdeg,K_deg,A,Kd,K1,St,k_a,Vs4,K2,kd_oligo,Vcp,n_hill,Kc,kdc,kop,l_hill,Ko,kod,kdo,r_hill,h,Orai1_t,Cytoplasm,ER,PM,ER_Channel,SERCA,PM_Channel,PMCA,PLC,deg,act_apoSTIM1_syn,act_apoSTIM1_deg,apoSTIM1_oligo_syn,apoSTIM1_oligo_deg,close_CRAC_prod,closed_CRAC_channel_deg,open_CRAC_channel_prod,open_to_closed,open_CRAC_channel_deg
0.1,9.391644583448397e-05,8.577896904522002e-09,8.04611351735677e-08,0.42621830249204584,0.17378169750795397,0.022069080763660927,1.7382217509258726e-05,1.744903310778856e-07,0.0009297731686386536,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.019801298399599515,0.001,1.0,0.185,1.0,-8.726746577035868e-08,3.9201312624482914e-07,0.0013519915575692053,4.3557029204916285e-08,3.0626018734614015e-07,3.782977351194978e-15,0.3154015438441139,0.1928976842338289,0.041745921666162325,0.0032662239530218172,0.00017999820845738946,8.691108754629363e-06,4.040742611731519e-06,1.744903310778856e-07,1.0469419864673136e-07
0.11,0.00010810284318484165,1.2118433759961718e-08,1.1002512889116913e-07,0.41991679856116165,0.1800832014388382,0.024137429070263887,1.9050284818079625e-05,2.1415448318494578e-07,0.0009229422427949418,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.02175972622669049,0.001,1.0,0.185,1.0,-1.0043332079203395e-07,5.193874948874442e-07,0.0014888328596900117,5.770974829746853e-08,4.0577136183249445e-07,7.0809287244318986e-15,0.3107384309352596,0.19989235359711038,0.04162335040382157,0.0035723395023990554,0.00017999816838369512,9.525142409039813e-06,4.5130069750182335e-06,2.1415448318494578e-07,1.2849268991096747e-07
0.12,0.00012372610506900263,1.6780739210376477e-08,1.4809754619258234e-07,0.4142149619445814,0.18578503805541818,0.026182899195461417,2.0705734171312756e-05,2.5787724389026994e-07,0.0009161455543391879,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.023714238433678852,0.001,1.0,0.185,1.0,-1.1492754699621335e-07,6.803617182429898e-07,0.0016396763561742408,7.559579218920602e-08,5.315323889580479e-07,1.2844083209601004e-14,0.30651907183899024,0.20622139224151417,0.04150824727490609,0.0038750690809282898,0.00017999812731583475,1.0352867085656378e-05,4.985698292464774e-06,2.5787724389026994e-07,1.5472634633416195e-07
0.13,0.00014092471870101538,2.285658816585975e-08,1.9677240098562245e-07,0.40905572674242563,0.19094427325757374,0.028206072862729303,2.2348669948338186e-05,3.055928972030971e-07,0.0009093829486178349,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.02566484236955854,0.001,1.0,0.185,1.0,-1.308769900590277e-07,8.826559471826941e-07,0.0018042953258374616,9.807295996668277e-08,6.895746163668406e-07,2.2696291370243702e-14,0.30270123778939495,0.21194814331590686,0.041400502602481376,0.004174498783683937,0.00017999808522630708,1.1174334974169093e-05,5.457747860073228e-06,3.055928972030971e-07,1.8335573832185827e-07
0.14,0.00015983466015141823,3.070360722953888e-08,2.586061144196705e-07,0.4043874591759184,0.19561254082408056,0.03020751951235116,2.3979204790876618e-05,3.572273415417808e-07,0.0009026542714703264,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.02761154530726738,0.001,1.0,0.185,1.0,-1.484057302544087e-07,1.1354262035045109e-06,0.001982434117077999,1.2615859438385577e-07,8.870511549485164e-07,3.921933455101994e-14,0.2992467197901796,0.2171299203147294,0.0412999433451236,0.004470712887827972,0.00017999804208675995,1.1989602395438309e-05,5.928317093175962e-06,3.572273415417808e-07,2.1433640492506848e-07
0.15,0.00018058911916657295,4.075704547694536e-08,3.366988002932229e-07,0.4001634354641702,0.19983656453582793,0.032187793250927806,2.559745739077471e-05,4.1270031003182286e-07,0.0008959593691967738,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.02955435443904004,0.001,1.0,0.185,1.0,-1.6763475094064017e-07,1.449439230738813e-06,0.0021738158078981025,1.6104901090942766e-07,1.1323734757797692e-06,6.645909781317229e-14,0.29612094224348595,0.22181858663476897,0.04120634512462341,0.004763793401137315,0.00017999799786796091,1.2798728695387354e-05,6.396748571210639e-06,4.1270031003182286e-07,2.476201860190937e-07
0.16,0.00020331830748863893,5.3543202451098517e-08,4.347869964254977e-07,0.396341380531739,0.20365861946825797,0.034147430590278395,2.7203550863318258e-05,4.7192700274160566e-07,0.0008892980885357606,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.03149327687200034,0.001,1.0,0.185,1.0,-1.886816740577585e-07,1.837255920486469e-06,0.0023781478371111666,2.041398801048995e-07,1.4353547045034688e-06,1.106688822593982e-13,0.29329262159348685,0.22606106760976638,0.04111944360940564,0.005053819727361203,0.0001799979525397663,1.3601775431659129e-05,6.862528565296244e-06,4.7192700274160566e-07,2.831562016449634e-07
0.17,0.00022814930124226938,6.969413137089326e-08,5.573452098281732e-07,0.3928830421999114,0.2071169578000838,0.03608694868620532,2.879761137426588e-05,5.348194641418534e-07,0.0008826702766463691,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.03342831962392649,0.001,1.0,0.185,1.0,-2.1166051911017033e-07,2.313421477283611e-06,0.0025951267565717633,2.570473593949629e-07,1.8073581772133823e-06,1.81385363372312e-13,0.2907334512279344,0.22989982315809301,0.041038944636599656,0.005340868405558388,0.00017999790607108935,1.439880568713294e-05,7.3252581911313e-06,5.348194641418534e-07,3.2089167848511203e-07
0.18,0.00025520592839383544,8.996390330779106e-08,7.096982501356472e-07,0.38975380824421024,0.21024619175578188,0.03800684413712525,3.0379767071405087e-05,6.012876546507548e-07,0.0008760757810957766,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.035359489619227656,0.001,1.0,0.185,1.0,-2.366814940336408e-07,2.8946612159059445e-06,0.002824441928002139,3.2162985155351125e-07,2.2614503927268507e-06,2.9296583940758096e-13,0.2884178181007156,0.2333732728489179,0.0409645332233217,0.005625012932294536,0.0001799978584298671,1.5189883535702544e-05,7.784630865011073e-06,6.012876546507548e-07,3.607725927904529e-07
0.19,0.00028460868736183303,1.152464230220102e-07,8.981442889025089e-07,0.3869223602776371,0.2130776397223504,0.03990759224502258,3.19501472319418e-05,6.712403053642803e-07,0.0008695144498507757,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.03728679368512634,0.001,1.0,0.185,1.0,-2.6385080505782544e-07,3.6000805914542143e-06,0.003065778471808532,4.000102346674302e-07,2.81255726651764e-06,4.667563616499205e-13,0.2863225466054515,0.23651618009180891,0.0408958813977064,0.005906323652263341,0.00017999780958302602,1.59750736159709e-05,8.240414520548294e-06,6.712403053642803e-07,4.0274418321856817e-07
0.2,0.0003164746889242108,1.4659479696788782e-07,1.1300886501285687e-06,0.38436036004014107,0.21563963995983923,0.04178964666511486,3.350888157581329e-05,7.445856061146911e-07,0.0008629861312722881,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.039210238548040746,0.001,1.0,0.185,1.0,-2.932704782548964e-07,4.451368128774734e-06,0.003318819640880594,4.945984157657477e-07,3.4776226430048006e-06,7.341117481983925e-13,0.2844266664297044,0.23936000035542154,0.04083265485246833,0.006184867706436999,0.0001799977594964461,1.6754440787906645e-05,8.692437467181255e-06,7.445856061146911e-07,4.4675136366881464e-07
0.21,0.00035091761955975903,1.8524251712953337e-07,1.4141901568436442e-06,0.3820421691444717,0.2179578308554977,0.04365343943248865,3.50560997329676e-05,8.212317388618903e-07,0.000856490674112682,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.04112983083019442,0.001,1.0,0.185,1.0,-3.2503818934471133e-07,5.473000077994555e-06,0.0035832486607899317,6.081140781846371e-07,4.27576814771358e-06,1.1405535467230114e-12,0.28271120516690906,0.24193319224960244,0.04077451858679654,0.006460709036008321,0.0001799977081349238,1.75280498664838e-05,9.140576981668373e-06,8.212317388618903e-07,4.927390433171341e-07
0.22,0.0003880477126136204,2.3262556904631286e-07,1.760513868507191e-06,0.37994458405068376,0.22005541594926917,0.045499381139949724,3.659193077091662e-05,9.010873505442645e-07,0.0008500279275141565,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.043045577046340815,0.001,1.0,0.185,1.0,-3.5924709483295524e-07,6.692445311527689e-06,0.0038587503611246196,7.43609458228083e-07,5.2284532171163205e-06,1.7514234846362785e-12,0.281158992197506,0.2442615117036888,0.0407211412371428,0.006733908408712559,0.00017999765546213332,1.829596538545831e-05,9.584750297748098e-06,9.010873505442645e-07,5.406524103265586e-07
0.23,0.0004279717318082277,2.9040632058646566e-07,2.1806961338257686e-06,0.37804659858152295,0.22195340141840508,0.04732786131929051,3.811650281051499e-05,9.840619372710558e-07,0.0008435977410088558,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.0449574836007083,0.001,1.0,0.185,1.0,-3.959856631771938e-07,8.140369432820893e-06,0.004145012500952686,9.044920373350618e-07,6.35963449889329e-06,2.659489515566106e-12,0.27975448295032695,0.24636827557442967,0.040672198553975504,0.007004523475254995,0.00017999760144058664,1.9058251405257495e-05,1.0024907277117852e-05,9.840619372710558e-07,5.904371623626335e-07
0.24,0.00047079299297498185,3.605011363234273e-07,2.688135406063028e-06,0.37632923177937166,0.2236707682205195,0.0491392494977386,3.962994292133451e-05,1.0700659476488382e-06,0.0008371999645240666,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.046865556784411205,0.001,1.0,0.185,1.0,-4.353375175390945e-07,9.850838170446585e-06,0.00444172612529903,1.0945471586780027e-06,7.695924676800327e-06,3.99509395467718e-12,0.27848363151673505,0.24827455272477666,0.040627377194932694,0.007272608925665313,0.00017999754603159162,1.9814971460667254e-05,1.0461023561975496e-05,1.0700659476488382e-06,6.420395685893029e-07
0.25,0.0005166113362620317,4.4510580983057826e-07,3.298167978464303e-06,0.37477529646397767,0.22522470353585927,0.05093389554582064,4.1132376720148856e-05,1.1590111845479197e-06,0.0008308344483812129,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.04876980277256649,0.001,1.0,0.185,1.0,-4.773812465037178e-07,1.1861515869636481e-05,0.004748586951240526,1.317960103741552e-06,9.266747444463074e-06,5.939495266072706e-12,0.27733371938334345,0.24999942092480382,0.040586375775774584,0.007538216540781456,0.00017999748919520864,2.0566188360074428e-05,1.089309637409103e-05,1.1590111845479197e-06,6.954067107287518e-07
0.26,0.0005655231420508972,5.467251147910787e-07,4.0282722014091105e-06,0.3733692410717718,0.2266307589279859,0.05271213074190797,4.262392827390181e-05,1.2508109009371298e-06,0.0008245010433006443,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.05067022762192876,0.001,1.0,0.185,1.0,-5.221902289600239e-07,1.4213861260837189e-05,0.005065295698537751,1.5793378720835967e-06,1.1104490326331313e-05,8.742303968268005e-12,0.2762932383931111,0.25156014241006436,0.040548906723495884,0.00780139534980238,0.00017999743089020542,2.1311964136950906e-05,1.1321140132370257e-05,1.2508109009371298e-06,7.504865405622779e-07
0.27,0.0006176213417716635,6.682030260786491e-07,4.8982773442241e-06,0.3720969900889287,0.22790300991071416,0.05447426858287905,4.4104719940089576e-05,1.3453799584325844e-06,0.0008181996004059113,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.0525668372686092,0.001,1.0,0.185,1.0,-5.698324499175187e-07,1.695331799399539e-05,0.005391558636630382,1.8837303864263817e-06,1.3244653378597395e-05,1.274402061707644e-11,0.27535177266580724,0.2529723410008927,0.04051469716551175,0.008062191750266099,0.00017999737107401008,2.2052359970044788e-05,1.174518312889744e-05,1.3453799584325844e-06,8.072279750595506e-07
0.28,0.0006729954339289811,8.127547388268265e-07,5.930584892232893e-06,0.3709458091797521,0.22905419081972597,0.05622060585188773,4.5574872302387814e-05,1.4426348903784339e-06,0.000811929971228935,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.054459637526014446,0.001,1.0,0.185,1.0,-6.203703096041759e-07,2.0129499421285702e-05,0.005727087802268484,2.236651066957396e-06,1.5725993359918945e-05,1.8404926198030473e-11,0.27449989879301656,0.2542501518098958,0.040483489661892906,0.008320649666079384,0.00017999730970266227,2.2787436151193907e-05,1.216526457531089e-05,1.4426348903784339e-06,8.655809342270603e-07
0.29,0.0007317314871624104,9.839998363465327e-07,7.150397806166268e-06,0.3699041762016289,0.23009582379761465,0.057951423454333253,4.703450406704661e-05,1.5424940044911498e-06,0.000805692007713849,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.056348634082956386,0.001,1.0,0.185,1.0,-6.73860413101307e-07,2.379636568861183e-05,0.0060716013536384296,2.6440965608579165e-06,1.859066184974737e-05,2.6341788887589236e-11,0.2737290903892054,0.25540636441535225,0.040455042396308066,0.008576810671241322,0.0001799972467307623,2.3517252033523306e-05,1.2581432277882266e-05,1.5424940044911498e-06,9.254964026946899e-07
0.3,0.0007939121588766678,1.185997002076521e-06,8.585960466217196e-06,0.3689616692731336,0.23103833072577837,0.05966698747993198,4.8483732038665305e-05,1.6448774056196611e-06,0.0007994855622228601,0.00093,66.6,1.0,6.0,0.4,1.0,2.0,0.15,2.3,5e-07,1500.0,1.0,2.0,0.45,0.5,0.12,0.5,0.1,0.5,0.4,5.0,0.6,4.0,0.25,0.14,0.8,0.00018,3.0,2e-05,0.5,0.5,1.0,0.2,1.0,0.6,4.0,0.05823383250193203,0.001,1.0,0.185,1.0,-7.303533645217192e-07,2.8012393773244936e-05,0.006424823648888955,3.112565699619235e-06,2.1884337804460578e-05,3.737413324189079e-11,0.2730316352621189,0.256452547105614,0.0404291292256402,0.008830714147029933,0.0001799971821114182,2.4241866019332652e-05,1.299374060157019e-05,1.6448774056196611e-06,9.869264433717966e-07
