Time,auxin,TIR1,auxinTIR1,auxinTIR1VENUS,VENUS,kd,ka,mu,ld,lm,la,delta,lambda,TIR1T,alpha_tr,cell,auxin_TIR1association,auxin_TIR1dissociation,auxin_TIR1_VENUSassociation,auxin_TIR1_VENUSdissociation,auxin_TIR1_VENUSdissociationleadingtoubiquitination,auxinproduction,auxindecay,VENUSproduction,VENUSphotobleachingdecay
0.85,22.58079418364592,15.31075735606664,0.29183357848892216,2.857409065444438,40.20984109736431,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2841892878568347,0.0974724152153,13.494769090601967,12.829766703845527,0.5000465864527767,30.5,17.838827405080277,0.486,0.12706309786767123
0.86,22.7050401708664,15.308882899432769,0.2920517972610069,2.8590653033062265,40.206772363429586,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.28571799458862823,0.0975453002851763,13.503829150424359,12.837203211844958,0.5003364280785896,30.5,17.936981734984457,0.486,0.12705340066843748
0.87,22.82829415769568,15.306993954251201,0.2922712320027571,2.8607348137460415,40.20368754378571,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2872335648606424,0.09761859148892088,13.512938482897571,12.844699313719728,0.5006285924055572,30.5,18.034352384579588,0.486,0.12704365263836284
0.88,22.95056449230722,15.305090662325581,0.2924918765833589,2.862417461091058,40.20058675032295,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2887361065917887,0.09769228677884188,13.522096817107183,12.85225440029885,0.5009230556909351,30.5,18.130945948922705,0.486,0.12703385413102053
0.89,23.07185778466831,15.303173136003018,0.29271371810898583,2.8641131458879934,40.19747006371774,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2902257053518709,0.09776638184840128,13.53130355906429,12.859868025037091,0.5012198005303988,30.5,18.226767649887964,0.486,0.12702400540134806
0.9,23.192184049631642,15.301241545485956,0.2929367437875907,2.8658217107264523,40.19433761295203,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2917024907110615,0.0978408724250553,13.540558135892837,12.86753948116177,0.5015187993771292,30.5,18.321825399208997,0.486,0.12701410685692843
0.91,23.31154679681641,15.299295950464527,0.2931609491238086,2.867543100411661,40.19118944333445,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2931665083832452,0.09791575700735207,13.549860330166132,12.875268520848358,0.5018200425720407,30.5,18.416121969484962,0.486,0.12700415864093687
0.92,23.429955312934215,15.29733650880889,0.2933863227971414,2.869277168393966,40.1880256751305,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.29461787868443035,0.09799103181424523,13.559209634299187,12.88305448608891,0.502123504468944,30.5,18.50966469721803,0.486,0.12699416113341236
0.93,23.547418275485107,15.295363368017506,0.29361285434830464,2.871023777634188,40.18484642079367,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.296056714137642,0.09806669335233376,13.568605578031104,12.890896761577505,0.5024291610859828,30.5,18.602460437633237,0.486,0.126984114689708
0.94,23.663944361969126,15.29337667558884,0.29384053331801385,2.8727827910931443,40.18165179277749,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.2974831273308875,0.09814273812821664,13.578047691246734,12.898794732008218,0.5027369884413002,30.5,18.69451604595561,0.486,0.12697401966517685
0.95,23.779541663615,15.291376569093005,0.2940693500211287,2.874554080885864,40.17844189611165,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.29889722335183166,0.098219162907057,13.587535537238924,12.90674782317753,0.5030469641550261,30.5,18.78583791425585,0.486,0.1269638763917128
0.96,23.894216088632646,15.28936314913126,0.29429929765508456,2.876337553213654,40.17521680818282,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3002990791870796,0.09829596541679825,13.597068803257292,12.914755613929307,0.5033590718123894,30.5,18.87643071001979,0.486,0.1269536851138577
0.97,24.007974901249863,15.28733653926867,0.2945303676267578,2.8781330931045703,40.17197662354855,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.30168878937609567,0.09837314278733712,13.606647099711369,12.922817588039521,0.5036732912932997,30.5,18.966300171987392,0.486,0.12694344613041342
0.98,24.120825554034635,15.285296866259795,0.29476255109433014,2.8799405826458724,40.168721439151355,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3030664509457069,0.09845069206550627,13.61627002644203,12.930933216079968,0.5039896019630277,30.5,19.05545218768736,0.486,0.1269331597477183
0.99,24.23277549864027,15.283244256844577,0.29499583910640376,2.8817599040490154,40.165451351812955,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.30443216096687226,0.09852861026153886,13.625937178307828,12.93910196918008,0.5043079832085776,30.5,19.143892643925813,0.486,0.12692282627172893
1.0,24.343831917374406,15.281178833458736,0.2952301904437088,2.883590976097552,40.16216642279752,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.30578601309531045,0.09860688360819875,13.635646647879604,12.947323482678009,0.5046284208170716,30.5,19.23162721472578,0.486,0.12691244589604017
1.01,24.454001770445483,15.27910071474754,0.29546557477050334,2.8854337104819527,40.15886672117406,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3071280981738445,0.09868550197334812,13.645397033589289,12.955597360063969,0.5049508993343417,30.5,19.318661398651933,0.486,0.12690201883891003
1.02,24.563292186241533,15.277010021650673,0.29570204281058116,2.887287935538741,40.15555239852945,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.30845850925482327,0.09876448229873411,13.655190705597363,12.963922830568947,0.5052753887192796,30.5,19.405000827130813,0.486,0.12689154557935306
1.03,24.671710321479164,15.274906875955462,0.2959395914024929,2.889153532642042,40.152223553565975,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3097773398127999,0.09884382352843263,13.665027527195445,12.972299361562769,0.5056018682123573,30.5,19.49065115396854,0.486,0.1268810264292685
1.04,24.77926317757548,15.272791396983672,0.29617819159168496,2.891030411424639,40.14888025728079,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3110846813702608,0.09892351599162279,13.674906161387403,12.98072654729663,0.5059303219993118,30.5,19.57561791028463,0.486,0.1268704616130073
1.05,24.885957956925147,15.270663707394608,0.29641782917433285,2.8929184634310565,40.14552259818492,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.31238062808717637,0.09900355494422718,13.68482595856656,12.989203900805444,0.5062607311004349,30.5,19.65990678597087,0.486,0.12685985141026435
1.06,24.991800566517583,15.268523907741349,0.2966585008771543,2.8948175913814915,40.142150657201356,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3136652574557443,0.09908393929296953,13.694786771342761,12.997730985302898,0.5065930784917609,30.5,19.74352244754889,0.486,0.1268491960767563
1.07,25.09679937422384,15.266372140522256,0.29690019537293943,2.896727664104801,40.13876454239292,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.31493867875956616,0.09916466525456177,13.704788089864602,13.006307211830558,0.5069273412183402,30.5,19.82647150563683,0.486,0.12683849595396163
1.08,25.200957903899607,15.264208465763422,0.2971429076203399,2.8986486266162323,40.13536429907777,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.31620093883524675,0.09924573114519353,13.714829673163987,13.014932333506884,0.5072635096578406,30.5,19.90875674408069,0.486,0.12682775118508577
1.09,25.30428437037615,15.262033023378532,0.29738662568301183,2.9005803509384527,40.131950032614995,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.31745214507617375,0.09932713297812595,13.7249109826204,13.023605775713653,0.5076015614142292,30.5,19.990384652597157,0.486,0.1268169621030634
1.1,25.4067865193239,15.259845945286743,0.2976313382700653,2.9025227164431873,40.12852184228999,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.31869239886122935,0.09940886698220182,13.735031507528364,13.032326996829912,0.5079414753775577,30.5,20.07136135026588,0.486,0.12680612902163638
1.11,25.50847183801897,15.257647359012745,0.2978770345390932,2.9044756064481576,40.1250798241809,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3199217982728205,0.09949092953605713,13.745190756972116,13.041095472952229,0.5082832311284275,30.5,20.151692752034986,0.486,0.12679525224441165
1.12,25.60934582081341,15.255437358187839,0.2981237071067122,2.9064389347054456,40.121624049629304,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.32114041572384977,0.09957331817364189,13.755388391339903,13.04991081682745,0.508626813573453,30.5,20.231383198442593,0.486,0.1267843319968286
1.13,25.709414715857267,15.253216049263063,0.2983713472812077,2.908412603455726,40.11815459933307,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3223483333864029,0.09965602999192337,13.765624013974602,13.058772589516211,0.508972205604752,30.5,20.310437625527243,0.486,0.12677336853389248
1.14,25.80868506785294,15.250983543732884,0.298619945856153,2.9103965104109597,40.11467155767091,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3235456372917825,0.09973906191595511,13.775897205877403,13.06768033174521,0.5093193893219179,30.5,20.388861203603824,0.486,0.12676236212224007
1.15,25.907163319387813,15.248739951361166,0.29886949422608855,2.9123905544127417,40.11117500823435,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.32473241218719534,0.09982241107151359,13.78620757565389,13.07663358931321,0.5096683470222297,30.5,20.466659022316374,0.486,0.12675131302602055
1.16,26.00485563341494,15.246485377172661,0.2991199854312573,2.9143946373960796,40.107665032459096,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3259087392455852,0.09990607513403994,13.796554807219549,13.085631921908398,0.5100190615443139,30.5,20.543835950397803,0.486,0.12674022150257075
1.17,26.101768347105896,15.244219929144691,0.2993714114865922,2.916408659368714,40.10414171312399,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.327074701917199,0.0999900514365218,13.806938537783683,13.094674880565526,0.510371515389525,30.5,20.62039699421366,0.486,0.1267290878134718
1.18,26.197907812262933,15.241943715502538,0.2996237643209218,2.918432520176536,40.10060513312064,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3282303838701943,0.10007433728318789,13.817358400762357,13.103762015592649,0.5107256910308938,30.5,20.69634717168772,0.486,0.12671791222066123
1.19,26.29330266933029,15.239657224291706,0.2998770111331789,2.9204657645751113,40.09705567041427,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3293761562195715,0.10015892171848176,13.82781299113719,13.11289128294225,0.5110815088006444,30.5,20.77170910877093,0.486,0.1267066959185091
1.2,26.387897455823726,15.237359510417695,0.30013121610523275,2.9225092734770697,40.09349259384701,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.33051130557242336,0.10024382617914775,13.838304993612063,13.122066637912043,0.5114391228584871,30.5,20.846438990100744,0.486,0.12669543659655655
1.21,26.48174840452929,15.235051532111367,0.3003863148337519,2.9245621530548784,40.089916645515785,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3316365589180045,0.10032902915447314,13.84883167160959,13.131284067216404,0.5117983767846037,30.5,20.92058123957814,0.486,0.12668413659982988
1.22,26.574855583422288,15.232733290529922,0.300642307503283,2.9266244019667917,40.086327826583,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.332751918990703,0.10041453070609653,13.859393011684523,13.140543564830896,0.5121592703441885,30.5,20.99413591090361,0.486,0.12667279593200229
1.23,26.667221175427237,15.230404822835094,0.3008992000322568,2.9286959771326444,40.08272617436975,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3338574158295102,0.10050033281077378,13.869989277126837,13.149844937325573,0.5125217959982128,30.5,21.06710472858752,0.486,0.12666141471100842
1.24,26.758849858441355,15.228066208822117,0.30115697692125487,2.930776814256624,40.07911174075872,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.33495311167397834,0.10058643029169913,13.88061974896648,13.159187896012243,0.5128859424949092,30.5,21.139491388168672,0.486,0.12664999310079755
1.25,26.849747429541853,15.225717547385049,0.3014156167049802,2.932866835909966,40.07548458776014,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3360390832174439,0.10067281597946338,13.891283437036247,13.168572093235747,0.513251696284244,30.5,21.211300469338067,0.486,0.12663853129732203
1.26,26.939920354129324,15.223358948731152,0.3016751096906251,2.9349659415782177,40.07184479868941,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.33711541578813636,0.1007594866366688,13.901979901422882,13.177997077686198,0.5136190397761881,30.5,21.282537079762168,0.486,0.12662702956385855
1.27,27.02937576850726,15.220990534478158,0.30193544982731474,2.9370740156945216,40.06819247016011,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.33818220338019855,0.10084644024232313,13.912708874832001,13.187462330468403,0.5139879527465413,30.5,21.35320685712074,0.486,0.12661548820570595
1.28,27.11811578864284,15.218612340686208,0.30219663529991037,2.939191024013876,40.06452763081227,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.33923947529289633,0.10093367619017007,13.923470261648522,13.196967697822304,0.5143584292024282,30.5,21.423311473027844,0.486,0.1266039073133668
1.29,27.206149624106615,15.216224524303577,0.3024586581216684,2.9413168175747484,40.06085040523792,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3402873522824514,0.10102119181263725,13.934263715298329,13.20651251091062,0.5147304430755809,30.5,21.49285820304423,0.486,0.12659228728055183
1.3,27.293474069870353,15.213827030700928,0.3027215225859136,2.943451446713151,40.057160751516534,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3413257951111932,0.10110898854369516,13.94508939714295,13.216096995742049,0.5151040031748014,30.5,21.56184451519758,0.486,0.12658062797479225
1.31,27.380113874763275,15.211420281694737,0.30298519936986956,2.9455945189353865,40.053458996993186,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3423551248369615,0.10119705658953644,13.955946048605407,13.225719390019886,0.5154790408136926,30.5,21.63028996106299,0.486,0.12656893043049847
1.32,27.46605666666189,15.209004066415133,0.30324970318196426,2.9477462304028963,40.049744978079765,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3433751841110156,0.10128540086277607,13.966834268683458,13.235380574509005,0.5158555903205069,30.5,21.698184766662894,0.486,0.12655719413073205
1.33,27.551310023379937,15.206578513991953,0.3035150269121538,2.949906459095885,40.04601879703763,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3443860727258333,0.10137401898865939,13.977753743843618,13.245080001340524,0.5162336303417798,30.5,21.765534918470152,0.486,0.12654541939863892
1.34,27.63588111227976,15.204143746564709,0.3037811635460953,2.952075089889189,40.04228055027441,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.34538788519312885,0.10146290862439583,13.988704163091773,13.25481715360246,0.516613140730608,30.5,21.83234607870101,0.486,0.12653360653886714
1.35,27.71977630822238,15.20169987277594,0.30404810625422585,2.9542520209698275,40.03853032289528,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.34638070582198316,0.10155206748891143,13.99968522016051,13.264591574154526,0.5169941036697198,30.5,21.89862328349568,0.486,0.12652175582034908
1.36,27.803001986068836,15.199247001268192,0.3043158482069826,2.956437150524819,40.03476820000541,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.34736461893079457,0.10164149330113219,14.010696608937765,13.274402805856438,0.5173765013418433,30.5,21.96437156899438,0.486,0.1265098675120171
1.37,27.885564520680163,15.196785240684008,0.30458438257480264,2.958630376741182,40.03099426670996,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.34833970884620347,0.10173118377998408,14.021738023468515,13.284250391567909,0.5177603159297068,30.5,22.02959597133733,0.486,0.12649794188280347
1.38,27.967470286917393,15.194314699665934,0.3048537025281231,2.960831597805936,40.02720860811414,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3493060599020289,0.10182113664439313,14.032809157956526,13.294133874148654,0.5181455296160388,30.5,22.094301526664744,0.486,0.12648597920164067
1.39,28.048725607208983,15.19183548597063,0.30512380005696127,2.963040713972402,40.023411307407,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.35026375576302915,0.10191134921902507,14.043909651762593,13.304052805736086,0.5185321249451703,30.5,22.158493229695097,0.486,0.12647397973140612
1.4,28.129334504999505,15.189347668511946,0.30539461539408264,2.9652577160939644,40.019602363764385,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3512128504968123,0.10200180154162361,14.055036732921835,13.3140071452619,0.5189201003164438,30.5,22.22217425894961,0.486,0.12646194346949546
1.41,28.209300262342925,15.18685130362594,0.3056660799914206,2.9674826163826338,40.01578175711015,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.35215338863702844,0.10209247071713448,14.066187219611267,13.323996947558026,0.5193094578669609,30.5,22.28534720725091,0.486,0.12644987035246807
1.42,28.288628194275045,15.184346481502363,0.30593824703902595,2.9697152714586035,40.01194961696768,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.353085440894357,0.10218337451103467,14.077363585393254,13.33402156884913,0.5197001725052556,30.5,22.34801627347729,0.486,0.12643776078961785
1.43,28.367323574019547,15.181833291624658,0.3062111684207898,2.971955539954545,40.00810607097836,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.35400907744773863,0.10227453025254381,14.088568242241752,13.344080374395908,0.5200922194920453,30.5,22.410185623475442,0.486,0.1264256151842916
1.44,28.445391455407577,15.179311819792481,0.3064848863021945,2.974203293905317,40.00425123405622,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.3549243656583831,0.10236595202493297,14.099803149735266,13.354172789634875,0.5204855764334305,30.5,22.47185924977199,0.486,0.12641343389961765
1.45,28.52283728354927,15.176782158777621,0.30675939432879634,2.9764584468935755,40.00038517875251,0.334,0.000822,0.79,4.49,0.175,1.15,0.486,0.00316,18.5,30.5,1.0,0.35583137793820935,0.10245763770581798,14.111068019905582,13.364298426552155,0.5208802282063757,30.5,22.53304145400392,0.486,0.12640121716485794
