C_1_task1,E_5_task1,H_3_task1,I_4_task1,T_2_task1,_1_task1
3370597.9766523917,2745.1080075990353,537.6255554085152,6404.977416052334,17647562.41988837,27.69
3370598.425326453,2745.1077389640327,528.3765972837235,6404.403766816756,17649269.066065278,27.72
3370598.869164108,2745.107465410704,519.2851416130943,6403.832375878465,17650969.342256643,27.75
3370599.3082255437,2745.1071870528444,510.34854013660487,6403.263229704792,17652663.272088278,27.78
3370599.7425678354,2745.1069040023503,501.56418782917837,6402.696313388355,17654350.879059166,27.81
3370600.1722447597,2745.106616369255,492.9295220541103,6402.131610521369,17656032.186538357,27.84
3370600.5973066255,2745.1063242617543,484.44202171650574,6401.569103069941,17657707.21776185,27.87
3370601.017815603,2745.106027786229,476.09921061523283,6401.008781421813,17659375.99610866,27.9
3370601.4338362166,2745.105727047281,467.8986540708914,6400.4506381412275,17661038.54492973,27.93
3370601.845445053,2745.1054221477552,459.83796075462476,6399.894674325929,17662694.887722768,27.96
3370602.2527028616,2745.105113188802,451.9147743374542,6399.3408812983225,17664345.047630098,27.99
3370602.655671437,2745.1048002698876,444.12677726197694,6398.789251670291,17665989.047742676,28.02
3370603.0544135906,2745.1044834888303,436.4716899356224,6398.239779313987,17667626.91109958,28.05
3370603.4489931664,2745.1041629418264,428.94726993649704,6397.692459363146,17669258.6606884,28.08
3370603.839474826,2745.1038387234776,421.5513113627175,6397.147288065286,17670884.319441494,28.11
3370604.225909485,2745.1035109264676,414.2816509955071,6396.60425333002,17672503.90997595,28.14
3370604.6083482243,2745.1031796419234,407.13616104375456,6396.063343741767,17674117.454842187,28.17
3370604.9868475962,2745.102844959574,400.11274599122214,6395.524551989525,17675724.976618726,28.2
3370605.361463442,2745.102506967621,393.20934490302926,6394.987870851721,17677326.497801907,28.23
3370605.7322509107,2745.1021657527676,386.423930836218,6394.453293203463,17678922.040806405,28.26
3370606.0992645216,2745.10182140024,379.7545102689126,6393.920812046092,17680511.62796637,28.29
3370606.462558248,2745.101473993811,373.19912254808213,6393.390420559004,17682095.281537127,28.32
3370606.8221856453,2745.101123615824,366.75583935591123,6392.862112173774,17683673.023697544,28.35
3370607.178200007,2745.1007703472164,360.42276419476696,6392.335880670553,17685244.87655298,28.38
3370607.5306500215,2745.100414267468,354.1980329225108,6391.811717318177,17686810.86205684,28.41
3370607.879573948,2745.1000554545267,348.0798146521348,6391.2896070385095,17688371.00190522,28.44
3370608.2250166284,2745.0996939850997,342.06630747961015,6390.769539577374,17689925.317844845,28.47
3370608.5670223017,2745.0993299345555,336.1557397445854,6390.25150477849,17691473.831543196,28.5
3370608.90563427,2745.0989633769327,330.34636975965867,6389.735492354545,17693016.564582486,28.53
3370609.24089505,2745.098594384959,324.6364854539542,6389.221491981642,17694553.538462557,28.56
3370609.5728465533,2745.0982230300688,319.0244040374296,6388.709493409873,17696084.77460419,28.59
3370609.9015302886,2745.0978493824164,313.5084716859192,6388.199486590055,17697610.2943529,28.62
3370610.2269875896,2745.0974735108953,308.08706324690155,6387.691461816597,17699130.118983097,28.65
3370610.5492597404,2745.0970954831773,302.75858114987085,6387.185409805247,17700644.269700624,28.68
3370610.868386417,2745.096715366078,297.52144336514505,6386.681320694443,17702152.767616563,28.71
3370611.1844083215,2745.0963332251254,292.3740981398263,6386.179185727016,17703655.633792467,28.74
3370611.497367348,2745.0959491246035,287.31502281339715,6385.678997360744,17705152.889243733,28.77
3370611.807306424,2745.095563127664,282.3427203129528,6385.180749161931,17706644.55493724,28.8
3370612.114269848,2745.0951752963433,277.4557187769598,6384.684436024584,17708130.65179767,28.83
3370612.4183036583,2745.0947856915864,272.6525711902194,6384.190054404783,17709611.200714227,28.86
3370612.7194560207,2745.0943943732605,267.9318550300385,6383.697602570254,17711086.22254776,28.89
3370613.0177776385,2745.0940014001767,263.2921719235992,6383.207080865123,17712555.738138363,28.92
3370613.3133221865,2745.0936068301057,258.7321473165343,6382.718491989872,17714019.768313307,28.95
3370613.6061247215,2745.0932107197073,254.25042773986553,6382.231826813509,17715478.333497614,28.98
3370613.896199455,2745.092813124532,249.84568020505375,6381.747062907566,17716931.453674044,29.01
3370614.1835832684,2745.0924140992224,245.51659661245006,6381.26419312087,17718379.149168335,29.04
3370614.468312367,2745.0920136974282,241.26189085299148,6380.7832102436705,17719821.440228228,29.07
3370614.750421962,2745.0916119718213,237.08029843722684,6380.304106789927,17721258.347017735,29.1
3370615.0299461656,2745.0912089741087,232.9705761574612,6379.8268749263425,17722689.889615495,29.13
3370615.306917886,2745.0908047550465,228.93150175779348,6379.35150639674,17724116.08801295,29.16
3370615.5813687085,2745.090399364454,224.9618736120501,6378.877992441738,17725536.96211242,29.19
3370615.853328777,2745.089992851224,221.0605104096071,6378.406323713763,17726952.531725056,29.22
3370616.1228275797,2745.089585263357,217.2262506224387,6377.93649077683,17728362.816584844,29.25
3370616.3898992906,2745.08917664806,213.45795085387886,6377.468487530349,17729767.836442936,29.28
3370616.6545739085,2745.088767051615,209.75448770095682,6377.002305511513,17731167.61091139,29.31
3370616.916879366,2745.0883565194267,206.11475691343355,6376.537935243617,17732562.15950049,29.34
3370617.1768424003,2745.0879450960506,202.53767286490407,6376.075366788683,17733951.501634177,29.37
3370617.434488489,2745.087532825208,199.02216826054533,6375.614589700519,17735335.65664905,29.4
3370617.6898417845,2745.0871197497972,195.56719385159099,6375.1555929761125,17736714.643793285,29.43
3370617.9429250495,2745.0867059119055,192.1717181565373,6374.69836500539,17738088.48222555,29.46
3370618.1937595806,2745.086291352821,188.83472718907217,6374.242893519309,17739457.191013794,29.49
3370618.442365182,2745.085876113045,185.55522418922038,6373.789165564775,17740820.78913488,29.52
3370618.688775952,2745.0854602324466,182.3322280602181,6373.337178021451,17742179.295764063,29.55
3370618.933030145,2745.085043750182,179.1647739436829,6372.886930842259,17743532.730089366,29.58
3370619.1751575246,2745.0846267045954,176.05191400811395,6372.438418617895,17744881.111079823,29.61
3370619.415189068,2745.084209133311,172.99271640543168,6371.991637040781,17746224.457663525,29.64
3370619.6531572132,2745.0837910732535,169.9862650117736,6371.546583066091,17747562.78873232,29.67
3370619.889096123,2745.0833725606567,167.03165917373542,6371.103255081548,17748896.123146728,29.7
3370620.1230419585,2745.0829536310785,164.12801346005168,6370.661653085968,17750224.479741115,29.73
3370620.355033166,2745.082534319413,161.27445741872276,6370.221778876582,17751547.877329126,29.76
3370620.585110777,2745.082114659904,158.4701353395808,6369.783636245108,17752866.33470931,29.79
3370620.813318565,2745.0816946862915,155.71420268006023,6369.347231024102,17754179.870667256,29.82
3370621.03963267,2745.081274430747,153.00583980443872,6368.912524619945,17755488.50269545,29.85
3370621.2640930153,2745.0808539258037,150.3442278111513,6368.479520811141,17756792.249384876,29.88
3370621.4867225005,2745.0804332030057,147.72856753288383,6368.048212440829,17758091.12895583,29.91
3370621.7075427095,2745.080012293275,145.15807322889705,6367.618591739603,17759385.15954311,29.94
3370621.9265735666,2745.0795912269195,142.63197240170607,6367.190650093525,17760674.359189935,29.97
3370622.1438329886,2745.079170033637,140.14950561376008,6366.764377812127,17761958.745841764,30.0
