Time,C,T,H,I,E,k1,k2,q,M1,M2,M3,gamma1,gamma2,gamma3,p1,p2,p3,a1,a2,a3,n1,n2,delta,s,p,w,u,v,tau,d1,d2,d3,mu,compartment,Formation_of_Stem_cell,Removal_of_stem_cell_from_the_system,Induction_of_tumor_cell,Removal_of_tumor_cell_y_immune_cell_and_other_immune_response,Increase_in_the_healthy_cell_in_the_system,Decrase_of_healthy_cell_due_to_cancer,Increase_in_immune_cell_against_tumor,Decrease_in_the_density_of_immune_cell_that_provide_immune_response,Increase_in_Excess_strogen,Decrease_in_strogen_content
0.3,881508.1487179069,7610933.547889922,22071720.10315391,3385.9927949749354,701.0171371481006,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,588262.3792542426,895.434072081158,116957.05883572718,153421.0339474641,1809700.8794726199,10145528.094274899,13651.517700159726,3990.16655708666,2700.0,692.4994180264847
0.33,899439.0722998182,7609813.296070967,21825253.746326555,3671.3925563749053,760.3580289855948,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,608987.2574517776,990.6581744862908,121772.58269960804,159913.96863250286,1940109.9918654321,10037083.26789146,13706.42911140458,4339.722179851077,2700.0,751.1523856757127
0.36,917985.9621664593,7608649.762780985,21585801.942800265,3948.079373467681,817.9650644152899,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,629515.1902429874,1087.284432708684,126856.16641392883,166205.15719293596,2063549.685573794,9931647.489470217,13759.663257051665,4679.191215549411,2700.0,808.0982528321655
0.39,937142.5491687779,7607457.079600453,21353073.514838517,4216.304061587048,873.8887066614668,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,649824.5503095184,1185.3833809039074,132216.34200131384,172300.62734521014,2180446.501544214,9829111.489573736,13811.268448508334,5008.7410110488745,2700.0,863.3867190332826
0.42,956901.8819926307,7606249.453904534,21126792.722153857,4476.312972435316,928.1779511118046,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,669891.8912346269,1285.017692313414,137861.62402412426,178206.35384532105,2291196.5252118097,9729372.195192918,13861.29215377279,5328.567387795509,2700.0,917.0660177283984
0.45,977256.2806422189,7605041.16894038,20906698.307865895,4728.347725012408,980.8803672411241,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,689692.1256011629,1386.2422533986166,143800.46088929535,183928.24901875865,2396167.8596946914,9632332.348195866,13909.780944622331,5638.885936144078,2700.0,969.1829593764445
0.48,998197.2888189835,7603846.584085236,20692542.527867276,4972.644913594111,1032.0421408053683,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,709198.7078483675,1489.104201302745,150041.18215801776,189472.1529611566,2495702.914014409,9537900.11246838,13956.78043944416,5939.925694731562,2700.0,1019.7829747632954
0.51,1019715.6322877585,7602680.13203272,20484090.197472032,5209.435239398166,1081.70811513899,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,728383.8232465973,1593.6427647015093,156591.94390471868,194843.81070137786,2590120.504121668,9445988.681471284,14002.335135219404,6231.923771249746,2700.0,1068.9101573975502
0.54,1041801.1860122423,7601556.31595966,20281117.93952401,5438.943746128077,1129.92182985482,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,747218.5826038981,1699.8894136110296,163460.6731496373,200048.87471618413,2679717.7011140934,9356515.974423325,14046.488451952717,6515.122408029943,2700.0,1116.6073033147559
0.57,1064442.9424750789,7600489.704728697,20083413.34414768,5661.389295725407,1176.7255600931733,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,765673.2210725953,1807.86776413166,170655.00930960485,205092.8902171536,2764771.577450481,9269404.28702015,14089.282630945465,6789.765936692275,2700.0,1162.9159513679003
0.6,1087628.9913872178,7599494.926369888,19890774.333721973,5876.98476349531,1222.1603527956474,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,783717.3016643927,1917.5937032155352,178182.24605528635,209981.2969413061,2845540.7329439027,9184580.031053014,14130.758771511983,7056.0991632963,2700.0,1207.8764205520936
0.63,1111346.500080392,7598586.660489934,19703008.450527586,6085.936831345137,1266.2660635614523,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,801319.9211038308,2029.0753791677305,186049.27056486165,214719.42187462992,2922266.7393255886,9101973.43539709,14170.95679039812,7314.365689196117,2700.0,1251.5278478381397
0.66,1135581.7056924112,7597779.628099685,19519932.309291262,6288.446139467118,1309.08139078568,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,818449.9184320774,2142.313317963278,194262.50409529678,219312.48019353297,2995175.4104431216,9021518.317088583,14209.915450181825,7564.8069680808585,2700.0,1293.9082232858598
0.69,1160319.907920657,7597088.580672485,19341370.98979393,6484.707232399263,1350.643910282799,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,835076.0838551205,2257.3004696369794,202827.84063082928,223765.571599519,3064478.0034401687,8943151.822632456,14247.67234813186,7807.661347092673,2700.0,1335.0544255604027
0.72,1185545.4742557807,7596528.286104267,19167157.565737356,6674.9086992174525,1390.9901073578571,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,851167.367993705,2374.022339828337,211750.58806619057,228083.68108334913,3130372.2798216715,8866814.226273328,14284.263942421323,8043.163514092463,2700.0,1375.0022548846691
0.75,1211241.8734611378,7596113.506611804,18997132.763537772,6859.23330098764,1430.1554047909353,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,866693.091090804,2492.4571781985883,221035.418595133,232271.67923401907,3193043.4438829925,8792448.776849367,14319.725575854623,8271.544058167285,2700.0,1413.7864619526176
0.78,1237391.658253174,7595858.990885794,18831144.324470785,7037.85797760227,1468.1741987775322,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,881623.1432711178,2612.5760260366806,230686.30029114027,236334.3202961005,3252665.1231961986,8720001.4256162,14354.091476493055,8493.028999553131,2700.0,1451.4407844634616
0.81,1263976.4291332108,7595779.471497934,18669046.237411063,7210.953770844504,1505.079898010072,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,895928.182685941,2734.342679375009,240706.419573174,240276.23858248326,3309400.3185791634,8649420.499860613,14387.394742221953,8707.839304562021,2700.0,1487.9979866067642
0.84,1290976.872992221,7595889.641353391,18510698.44172364,7378.685996928289,1540.904950650504,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,909579.8359100531,2857.7138925317913,251098.1304738742,244101.95000613466,3363402.118794508,8580656.56498594,14419.667373194443,8916.190749501124,2700.0,1523.4898867156874
0.87,1318373.0260875146,7596204.066864175,18355967.8524268,7541.215020156222,1575.6808353259728,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,922550.8916821837,2982.6403399499927,261862.9954253176,247815.86528426543,3414813.9343176265,8513662.81652973,14450.940419475693,9118.29450920769,2700.0,1557.9473499593378
0.9,1346144.0627259288,7596737.234796879,18204726.570448846,7698.695722911645,1609.4381282552447,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,934815.4668583493,3109.066061439304,273001.6444038815,251422.2777208119,3463770.6531796185,8448394.344306847,14481.243878798476,9314.35632097042,2700.0,1591.4003547255445
0.93,1374268.3100803825,7597503.535387239,18056851.43497409,7851.277597211713,1642.20653407756,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,946349.1834341055,3236.928598647632,284513.7182279321,254925.36326024026,3510399.259629539,8384807.932059532,14510.606713497287,9504.576381818524,2700.0,1623.8780237259382
0.96,1402723.3783292167,7598517.213939178,17912224.18177566,7999.105042428367,1674.014898575005,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,957129.3329120679,3366.159494617617,296397.8621757003,258329.18422239064,3554819.2233736776,8322862.097436123,14539.056906876995,9689.14949497914,2700.0,1655.408637463838
0.99,1431486.4300564195,7599792.285426126,17770732.24909873,8142.317792999318,1704.8911999641855,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,967135.0097818947,3496.685228965637,308651.787786275,261637.69470043358,3597142.6836326974,8262517.387366088,14566.621544287507,9868.26536142381,2700.0,1686.0196268402449
1.02,1460533.9003303265,7601342.5968854735,17632266.88190186,8281.050625247575,1734.8626254820308,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,976347.2564184677,3628.426550557719,321272.1051682051,264854.73456283315,3637475.4262821344,8203735.607458384,14593.326756631759,10042.10814686036,2700.0,1715.7376483143867
1.05,1489841.620009916,7603181.7813259745,17496723.219229348,8415.433593368898,1763.9555853617314,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,984749.1902069834,3761.2989653491763,334254.3249353384,267984.0319504427,3675917.1979716,8146479.831930248,14619.19776488618,10210.856610930277,2700.0,1744.588598317557
1.08,1519385.0010735188,7605323.199255677,17364000.623222385,8545.592236373352,1792.1957156798771,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,992326.1003522854,3895.2134007707937,347592.8968152882,271029.2046525651,3712561.9422441837,8090714.511029004,14644.258918921589,10374.684200557364,2700.0,1772.597616760374
1.11,1549139.163661798,7607779.89445206,17234002.742657155,8671.647745441327,1819.6078907544506,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,999065.523802372,4030.076740782808,361281.2325086873,273993.7610531378,3747498.104910407,8036405.474568673,14668.533728811135,10533.759117711434,2700.0,1799.7890997164197
1.14,1579078.7769895028,7610564.617549988,17106636.30413516,8793.716990760233,1846.2162831591781,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1004957.3495963654,4165.7915612884435,375311.59982480627,276881.10033538385,3780809.2549198708,7983519.428641014,14692.044869670899,10688.24429090817,2700.0,1826.1867582593484
1.17,1609178.2046665582,7613689.777783171,16981811.25839681,8911.912696338197,1872.0443729106485,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1009993.8752160007,4302.256701851582,389675.1595710605,279694.5135676503,3812574.299635012,7932023.990805395,14714.814214403372,10838.29746653049,2700.0,1851.8136278940117
1.2,1639411.7086670564,7617167.393278187,16859441.248873502,9026.343581311216,1897.1149399563471,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1014169.8218575323,4439.3680060960005,404362.0417327186,282437.18395705085,3842867.6159333666,7881887.870923164,14736.862859978532,10984.071261328858,2700.0,1876.692061580915
1.23,1669753.4426348733,7621009.073220694,16739443.054370929,9137.114488148429,1921.4501017828431,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1017482.371663298,4577.018511700445,419361.32868001645,285112.18798391323,3871759.432484891,7833080.620116621,14758.211151471945,11125.713238909815,2700.0,1900.8437666769032
1.26,1700177.4611877233,7625225.997603948,16621736.109673921,9244.326511838459,1945.0713475958544,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1019931.1947310034,4715.098673786362,434661.0489421594,287722.4965212696,3899316.1603818825,7785572.411656181,14778.878706291063,11263.36599050976,2700.0,1924.2898384907955
1.29,1730657.8347568894,7629828.8839876875,16506242.568606332,9348.07712884777,1967.9995480878854,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1021518.4355389797,4853.496876885624,450248.2295357431,290270.9755021591,3925600.573481622,7739334.054492253,14798.884438261939,11397.167205092777,2700.0,1947.0507699703155
1.32,1761168.794331884,7634827.970816895,16392887.715324445,9448.460280185845,1990.2549459861652,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1022248.6635415589,4992.10001998428,466108.9726987991,292760.386193115,3950671.9066045284,7694337.181537829,14818.246573047978,11527.24970039361,2700.0,1969.1464424435671
1.35,1791684.7306893123,7640232.977632211,16281599.233447414,9545.566547658973,2011.8572051921294,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1022128.859930479,5130.793748765783,482228.46563523664,295193.3867591429,3974586.2026525177,7650553.896882432,14836.982681315603,11653.741557660831,2700.0,1990.5961737890357
1.38,1822180.2740134764,7646053.078046783,16172307.10618772,9639.483278641008,2032.8254275513818,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1021168.3636841942,5269.462884606719,498591.03669289994,297572.53316076857,3997396.494499609,7607956.72165366,14855.10970212524,11776.76620425598,2700.0,2011.4187348307926
1.41,1852630.365726201,7652296.899049576,16064943.756604424,9730.294671171941,2053.1781553689716,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1019378.7992538672,5407.991812583094,515180.21335235157,299900.28020763875,4019152.9283429193,7566518.674298309,14872.64395895346,11896.442474639605,2700.0,2031.6323516189248
1.44,1883010.313103807,7658972.541758491,15959444.317077134,9818.081830895411,2072.9333655966316,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1016773.9927157497,5546.264802741949,531978.77606592,302178.9828842826,4039902.8604771956,7526213.429649391,14889.60117052877,12012.884661011409,2700.0,2051.254699429558
1.47,1913295.8965786945,7666087.461247325,15855745.68052245,9902.923036156,2092.1085370047695,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1013369.8847795564,5684.16660276357,548968.852593266,304410.8969639917,4059691.185974338,7487014.788509477,14905.996500452327,12126.202693292626,2700.0,2070.3029689096743
1.5,1943463.4290036762,7673648.474867689,15753786.662404353,9984.893813298702,2110.7206508077566,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1009184.420027555,5821.582790589326,566131.9881965384,306598.18029508315,4078560.425955666,7448896.776247668,14921.844571494152,12236.502204512883,2700.0,2088.7938664114195
1.53,1973489.826694798,7681661.739064592,15653507.890383525,10064.067058505869,2128.786207606133,0.75,0.514,0.7,2270000.0,22700000.0,25000000.0,3e-07,3e-06,1e-07,600.0,0.0,100.0,1135000.0,11350000.0,1250000.0,0.01,0.29,6e-08,13000.0,0.2,300000.0,0.2,400.0,2700.0,0.01,0.01,0.01,0.97,1.0,1004237.4266031618,5958.400186540671,583449.2290591031,308742.8939787605,4096550.8635880877,7411833.586834683,14937.159488589528,12343.884627586409,2700.0,2106.7436304517787
