ATIII,II,IIa,IIa_ATIII,IX,IXa,IXa_ATIII,IXa_VIIIa,IXa_VIIIa_X,TF,TFPI,TF_VII,TF_VIIa,TF_VIIa_ATIII,TF_VIIa_IX,TF_VIIa_X,TF_VIIa_Xa,TF_VIIa_Xa_TFPI,V,VII,VIII,VIIIa,VIIIa1_L,VIIIa2,VIIa,Va,X,Xa,Xa_ATIII,Xa_TFPI,Xa_Va,Xa_Va_II,mIIa,mIIa_ATIII,Time
3.399996758585991e-06,1.3999996494560695e-06,9.96994740901527e-10,3.133459895487007e-12,9e-08,2.0995427435584504e-10,4.5476811022334803e-14,1.552611678277944e-16,9.357212202202084e-17,0.0,2.499972529196736e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9948145784395735e-08,9.998383028399917e-09,6.981851145207638e-10,1.8139254271871965e-12,7.11227890320692e-16,7.11227890320692e-16,1.0161697160008528e-10,5.172793729367638e-11,1.5999997497746267e-07,9.380891100119221e-11,6.226893190387636e-14,2.7470803263793562e-14,7.139859854768798e-14,5.4879631307999045e-14,1.6729449761149469e-13,1.6900963183986865e-16,0.13
3.399996509598751e-06,1.399999588855661e-06,9.967639415463248e-10,3.374106368985722e-12,9e-08,2.099507370306905e-10,4.8974615743952796e-14,1.7624058619898227e-16,1.1211314856718497e-16,0.0,2.499970419226867e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.994416886026302e-08,9.998258839730445e-09,6.980459269086268e-10,1.9529605384643538e-12,8.242086152088433e-16,8.242086152088433e-16,1.017411602695571e-10,5.56849001014615e-11,1.5999997303432004e-07,9.378398140674794e-11,6.705181285557815e-14,2.958077313252847e-14,8.24594817407031e-14,6.378009318587e-14,2.0909034708192896e-13,2.2598833067138705e-16,0.14
3.399996260660537e-06,1.3999995224337951e-06,9.965331954751447e-10,3.6146971204520575e-12,9e-08,2.0994719684705277e-10,5.2472361359835217e-14,1.9836854531654284e-16,1.3242321985361863e-16,0.0,2.4999683097888863e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9940193626450355e-08,9.998134683319462e-09,6.979067992821321e-10,2.0919244028159804e-12,9.455329479567324e-16,9.455329479567324e-16,1.01865316680539e-10,5.963871210118204e-11,1.5999997108808187e-07,9.37575943766788e-11,7.183350908284749e-14,3.169021111375539e-14,9.431317825684762e-14,7.33482205349592e-14,2.5603358720608827e-13,2.918061965482969e-16,0.15
3.3999960117713494e-06,1.399999450190472e-06,9.963025026879866e-10,3.855232149886014e-12,9e-08,2.0994365380493176e-10,5.597004786998208e-14,2.216450451804763e-16,1.5450233588132183e-16,0.0,2.4999662008827924e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.993622008295774e-08,9.99801055916697e-09,6.977677316412797e-10,2.230817020242077e-12,1.0752008885643598e-15,1.0752008885643598e-15,1.0198944083303102e-10,6.358937329283802e-11,1.5999996913874818e-07,9.372974991098477e-11,7.661402058568444e-14,3.379911720747434e-14,1.069596880961216e-13,8.35840133552667e-14,3.081242179839729e-13,3.6646322947059865e-16,0.16
3.399995762929958e-06,1.399999371874766e-06,9.960718630885713e-10,4.095711462771633e-12,9e-08,2.0994010790524968e-10,5.946767524366441e-14,2.460555388860881e-16,1.7836415276145103e-16,0.0,2.499964092528074e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9932248227651065e-08,9.99788646839802e-09,6.976287239691398e-10,2.369638410779938e-12,1.2132102207575003e-15,1.2132102207575003e-15,1.0211353160198196e-10,6.753688813329499e-11,1.599999671862152e-07,9.370045047863952e-11,8.139330318745548e-14,3.590747192579824e-14,1.2039774918668303e-13,9.448641836806238e-14,3.6561338115213513e-13,4.508875820206269e-16,0.17
3.399995514109507e-06,1.399999282004603e-06,9.95841274573446e-10,4.336135178920858e-12,9e-08,2.0993655916815213e-10,6.296524280953486e-14,2.712822146826826e-16,2.0430702074001898e-16,0.0,2.4999619851504904e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9928278013905572e-08,9.99776243559203e-09,6.97489775895841e-10,2.5083890121919324e-12,1.3595125247515863e-15,1.3595125247515863e-15,1.0223756440797149e-10,7.148135399338813e-11,1.599999652282183e-07,9.366975002024746e-11,8.617039174447383e-14,3.801484950945824e-14,1.345997885657594e-13,1.060324241929731e-13,4.339878655940192e-13,5.653569561080989e-16,0.18
3.39999526532839e-06,1.399999184334789e-06,9.95610738583317e-10,4.576503216271578e-12,9e-08,2.0993300757984092e-10,6.646275102741555e-14,2.975427495623455e-16,2.321265924824861e-16,0.0,2.4999598784584286e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9924309473655692e-08,9.99763844391396e-09,6.973508876747172e-10,2.6470685246439746e-12,1.5141409644338535e-15,1.5141409644338535e-15,1.0236155608604197e-10,7.542270418146597e-11,1.599999632663086e-07,9.363761159057765e-11,9.094594730710727e-14,4.0121541571325156e-14,1.4958469162568143e-13,1.1823779188368048e-13,5.094896362535196e-13,6.959826608697821e-16,0.19
3.3999950165866086e-06,1.399999078865324e-06,9.953802551181838e-10,4.816815574823791e-12,9e-08,2.09929453140316e-10,6.996019989730649e-14,3.248371435250766e-16,2.6182286798885233e-16,0.0,2.4999577724518886e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9920342606901425e-08,9.997514493363808e-09,6.972120593057684e-10,2.7856769481360646e-12,1.6770955398043015e-15,1.6770955398043015e-15,1.0248550663619341e-10,7.936093869752849e-11,1.599999613004861e-07,9.360403518963011e-11,9.571996987535577e-14,4.2227548111398986e-14,1.6535245836644919e-13,1.3110252144018452e-13,5.921186931306362e-13,8.427646963056765e-16,0.2
3.3999947678841616e-06,1.3999989655962075e-06,9.951498241780463e-10,5.057072254577498e-12,9e-08,2.0992589584957736e-10,7.345758941920765e-14,3.53165396570876e-16,2.933958472591176e-16,0.0,2.49995566713087e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9916377413642768e-08,9.997390583941576e-09,6.970732907889947e-10,2.924214282668201e-12,1.84837625086293e-15,1.84837625086293e-15,1.026094160584258e-10,8.329605754157569e-11,1.5999995933075082e-07,9.356902081740482e-11,1.0049245944921933e-13,4.4332869129679714e-14,1.8190308878806256e-13,1.4462661286248522e-13,6.818750362253687e-13,1.0057030624157814e-15,0.21
3.3999945192189116e-06,1.3999988440068004e-06,9.94919445560794e-10,5.297273269917643e-12,9e-08,2.099223357097118e-10,7.695491953189062e-14,3.825154713507145e-16,3.2685554155126378e-16,0.0,2.499953562535779e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.991241388603665e-08,9.997266717979393e-09,6.969345820857185e-10,3.0626805740621977e-12,2.0279779888948854e-15,2.0279779888948854e-15,1.0273328202060699e-10,8.722807382215701e-11,1.599999573568977e-07,9.353257407465784e-11,1.0526332442893489e-13,4.643746422091275e-14,1.9923370658154738e-13,1.588076688075576e-13,7.792793779471476e-13,1.1873100007534692e-15,0.22
3.3999942705696913e-06,1.3999987089415463e-06,9.946891172650504e-10,5.537418763289008e-12,9e-08,2.0991877274138306e-10,8.045218962904963e-14,4.1276816978203604e-16,3.623010858785303e-16,0.0,2.4999514590667216e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990845194641816e-08,9.997142918570861e-09,6.967959328129426e-10,3.201076276061829e-12,2.2158501656009088e-15,2.2158501656009088e-15,1.0285708142914052e-10,9.115711734475953e-11,1.5999995537689615e-07,9.349475042205424e-11,1.1003165776128867e-13,4.85409332779928e-14,2.1731582951931742e-13,1.7362194993785123e-13,8.894879965276474e-13,1.412462614686677e-15,0.23
3.399994021951536e-06,1.3999985640624257e-06,9.94458840712389e-10,5.777508633513369e-12,9e-08,2.0991520692991373e-10,8.394940014134236e-14,4.440081580059897e-16,3.996620648546645e-16,0.0,2.4999493564395035e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990449164995251e-08,9.997019169312643e-09,6.966573432427092e-10,3.3394010663738697e-12,2.4120287137409375e-15,2.4120287137409375e-15,1.0298083068735818e-10,9.508309590882548e-11,1.5999995339218848e-07,9.345551046600317e-11,1.1479810372422356e-13,5.0643560496134454e-14,2.361696884662434e-13,1.8908631825366621e-13,1.0088383986514895e-12,1.6634907513071788e-15,0.24
3.3999937733644455e-06,1.3999984093694387e-06,9.942286159028092e-10,6.017542880590729e-12,9e-08,2.0991163827530378e-10,8.74465510687688e-14,4.762354360225756e-16,4.389384784796664e-16,0.0,2.499947254654124e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.990053299663971e-08,9.99689547020474e-09,6.965188133750182e-10,3.47765494499832e-12,2.616513633314972e-15,2.616513633314972e-15,1.0310452979525997e-10,9.900600951435491e-11,1.599999514027747e-07,9.341485420650461e-11,1.1956266231773958e-13,5.274534587533772e-14,2.5579528342232546e-13,2.0520077375500255e-13,1.1373305843186744e-12,1.940394410614976e-15,0.25
3.3999935248084195e-06,1.3999982448625852e-06,9.939984428363115e-10,6.257521504521085e-12,9e-08,2.0990806677755325e-10,9.094364241132894e-14,5.094500038317936e-16,4.801303267535359e-16,0.0,2.499945153710584e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.989657598647975e-08,9.996771821247155e-09,6.963803432098698e-10,3.615837911935179e-12,2.8293049243230125e-15,2.8293049243230125e-15,1.0322817875284591e-10,1.029258581613478e-10,1.599999494086548e-07,9.337278164355854e-11,1.2432533354183674e-13,5.484628941560259e-14,2.7619261438756355e-13,2.2196531644186023e-13,1.2749645535292019e-12,2.2431735926100684e-15,0.26
3.399993276279196e-06,1.399998069770609e-06,9.93768321213798e-10,6.4974445282031204e-12,9e-08,2.0990449243988511e-10,9.444067407856107e-14,5.436472549660303e-16,5.232390836406382e-16,0.0,2.499943053668684e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9892620604700417e-08,9.996648225890553e-09,6.962419326875829e-10,3.7539500379545125e-12,3.0503946553420014e-15,3.0503946553420014e-15,1.0335177410944782e-10,1.0684266522173398e-10,1.5999994740952926e-07,9.332930188541371e-11,1.2908598181937593e-13,5.694633131591348e-14,2.9735698736459303e-13,2.393760256628558e-13,1.4225108435787684e-12,2.576744383877276e-15,0.27
3.399993027750105e-06,1.3999978792684563e-06,9.93538249164086e-10,6.737312094893165e-12,9e-08,2.0990091528246283e-10,9.793764550452767e-14,5.787983709222468e-16,5.682739704033557e-16,0.0,2.4999409549025442e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9888666758885282e-08,9.996524705722646e-09,6.961035814347877e-10,3.8919917658006264e-12,3.2797332066288617e-15,3.2797332066288617e-15,1.0347529427735495e-10,1.1075657691254736e-10,1.5999994540352368e-07,9.328447191414724e-11,1.3384375896677638e-13,5.904509745538353e-14,3.1925903625586093e-13,2.5740837344703916e-13,1.5847900096650028e-12,2.971862293424175e-15,0.28
3.3999927792383074e-06,1.3999976764607774e-06,9.933082278911762e-10,6.9771241124138375e-12,9e-08,2.0989733529231235e-10,1.0143455705337761e-13,6.149218947840776e-16,6.152290536786903e-16,0.0,2.49993885717144e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9884714508499114e-08,9.996401246852959e-09,6.959652896917267e-10,4.029962810592493e-12,3.517352505693657e-15,3.517352505693657e-15,1.0359875314704335e-10,1.1466749915136163e-10,1.5999994339184415e-07,9.323825506500177e-11,1.3859921074240224e-13,6.114282855973276e-14,3.4191765649123127e-13,2.760781421622908e-13,1.7587002960139801e-12,3.408737883367934e-15,0.29
3.399992530742742e-06,1.3999974611556873e-06,9.930782573206542e-10,7.216880586462233e-12,9e-08,2.0989375247023556e-10,1.0493140870260444e-13,6.520166804822681e-16,6.641047001826134e-16,0.0,2.499936760490249e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9880763849866645e-08,9.996277850140001e-09,6.958270574435515e-10,4.167863189937401e-12,3.763250579232575e-15,3.763250579232575e-15,1.0372214986000168e-10,1.1857543775301207e-10,1.5999994137441607e-07,9.319065360407021e-11,1.4335230341524667e-13,6.323950975072671e-14,3.6533168022442476e-13,2.9538435636747276e-13,1.9444334089783096e-12,3.888594254827147e-15,0.3
3.399992282262348e-06,1.3999972331613004e-06,9.928483373781063e-10,7.456581522735442e-12,9e-08,2.0989016681703433e-10,1.0842820042970167e-13,6.900815819475629e-16,7.14901276631095e-16,0.0,2.4999346648738497e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987681477931261e-08,9.996154516442283e-09,6.956888846754138e-10,4.305692921442637e-12,4.017425453941799e-15,4.017425453941799e-15,1.038454835577186e-10,1.2248039853233388e-10,1.5999993935116495e-07,9.314166979744556e-11,1.4810300325430275e-13,6.533512615013085e-14,3.8949993960916195e-13,3.153260406214471e-13,2.1421810549105984e-12,4.4126545089203985e-15,0.31
3.3999920337960656e-06,1.3999969922857318e-06,9.92618467989118e-10,7.696226926930556e-12,9e-08,2.098865783335105e-10,1.1192493221216278e-13,7.291154531107066e-16,7.676191497401056e-16,0.0,2.49993257033712e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.987286729316175e-08,9.996031246618318e-09,6.955507713724652e-10,4.4434520227154875e-12,4.2798751565175125e-15,4.2798751565175125e-15,1.0396875338168277e-10,1.2638238730416232e-10,1.5999993732201624e-07,9.309130591122075e-11,1.5285127652856356e-13,6.74296628797107e-14,4.144212667991634e-13,3.3590221948307567e-13,2.352134940163454e-12,4.982141746766278e-15,0.32
3.3999917853428334e-06,1.399996738337096e-06,9.92388649079275e-10,7.93581680474467e-12,9e-08,2.0988298702046598e-10,1.1542160402748125e-13,7.691171479024441e-16,8.22258686225616e-16,0.0,2.4999304768949387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9868921387738793e-08,9.995908041526619e-09,6.954127175198572e-10,4.581140511363237e-12,4.550597713655903e-15,4.550597713655903e-15,1.0409195847338287e-10,1.3028140988333265e-10,1.5999993528689536e-07,9.303956421148875e-11,1.5759708950702223e-13,6.952310506123176e-14,4.4009449394814976e-13,3.5711191751122067e-13,2.5744867710894847e-12,5.598279069483376e-15,0.33
3.3999915369015915e-06,1.3999964711235077e-06,9.921588805741636e-10,8.175351161874877e-12,9e-08,2.098793928787026e-10,1.1891821585315066e-13,8.1008552025352e-16,8.788202528035966e-16,0.0,2.4999283845621834e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9864977059368475e-08,9.995784902025694e-09,6.952747231027416e-10,4.718758404993174e-12,4.8295911520531535e-15,4.8295911520531535e-15,1.0421509797430754e-10,1.3417747208468007e-10,1.5999993324572786e-07,9.298644696434251e-11,1.6234040845867185e-13,7.16154378164595e-14,4.665184532098416e-13,3.7895415926474405e-13,2.809428254041298e-12,6.2622895781902785e-15,0.34
3.399991288471279e-06,1.399996190453082e-06,9.919291623993692e-10,8.414830004018265e-12,9e-08,2.098757959090223e-10,1.2241476766666444e-13,8.520194240946793e-16,9.373042161900179e-16,0.0,2.4999262933537325e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9861034304375538e-08,9.995661828974056e-09,6.951367881062701e-10,4.856305721212584e-12,5.116853498405449e-15,5.116853498405449e-15,1.0433817102594545e-10,1.3807057972303987e-10,1.599999311984391e-07,9.293195643587498e-11,1.6708119965250555e-13,7.370664626715943e-14,4.936919767379595e-13,4.0142796930250775e-13,3.057151095371502e-12,6.975396374005576e-15,0.35000000000000003
3.399991040003126e-06,1.399995892211384e-06,9.916994929831469e-10,8.65425345837551e-12,9e-08,2.098721961294757e-10,1.2591125897276541e-13,8.949317330127067e-16,9.976801481493643e-16,0.0,2.4999242035880517e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9857093035899202e-08,9.995538840736294e-09,6.949989121987574e-10,4.993782853360503e-12,5.412340236637316e-15,5.412340236637316e-15,1.0446115926370896e-10,1.4196087515416236e-10,1.599999291433996e-07,9.287615050764203e-11,1.7181874103991274e-13,7.579641194771e-14,5.215849953231394e-13,4.245082336164018e-13,3.3217569002199335e-12,7.776983320360358e-15,0.36
3.3999907915268966e-06,1.399995578740839e-06,9.91469873218489e-10,8.893621452141748e-12,9e-08,2.0986859352972047e-10,1.2940769005438543e-13,9.38812243012735e-16,1.0599683116332204e-15,0.0,2.4999221150838755e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.985315330400933e-08,9.995415926860457e-09,6.948610955700596e-10,5.131189576288602e-12,5.716076879801234e-15,5.716076879801234e-15,1.045840731395452e-10,1.458482759754937e-10,1.599999270815395e-07,9.28189955132769e-11,1.7655344360333989e-13,7.788491612391626e-14,5.502150139307724e-13,4.482095723935547e-13,3.6009112379023343e-12,8.643618323883892e-15,0.37
3.3999905430399615e-06,1.3999952497206162e-06,9.912403029817604e-10,9.132933995008245e-12,9e-08,2.0986498811112548e-10,1.3290406087347738e-13,9.83660268891938e-16,1.1241680610389032e-15,0.0,2.499920027866062e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9849215102296106e-08,9.995293088780534e-09,6.947233381949129e-10,5.268525919955551e-12,6.028060056090086e-15,6.028060056090086e-15,1.0470691121946769e-10,1.4973279249036184e-10,1.599999250127331e-07,9.276049554711281e-11,1.812852509848001e-13,7.997213393775283e-14,5.795799146436242e-13,4.725302166886846e-13,3.894934344393373e-12,9.577778939741922e-15,0.38
3.399990294539443e-06,1.3999949048094125e-06,9.910107821415098e-10,9.372191097300417e-12,9e-08,2.0986137987514966e-10,1.3640037138952664e-13,1.029475198618636e-15,1.190278590039251e-15,0.0,2.499917941961053e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9845278423915564e-08,9.995170328021879e-09,6.945856400464e-10,5.405791916281032e-12,6.348286171658257e-15,6.348286171658257e-15,1.0482967197812262e-10,1.536144357147267e-10,1.5999992293684667e-07,9.270065499375026e-11,1.8601410323385122e-13,8.205803894671637e-14,6.096774287029653e-13,4.974682715729176e-13,4.204166862143947e-12,1.0582141891091839e-14,0.39
3.399990046022463e-06,1.3999945436659245e-06,9.907813105662872e-10,9.611392769343677e-12,9e-08,2.098577688232519e-10,1.398966215620187e-13,1.0762564201611496e-15,1.258299092307101e-15,0.0,2.4999158573952913e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9841343262023725e-08,9.995047646109846e-09,6.944480010976035e-10,5.542987597184729e-12,6.676751632660128e-15,6.676751632660128e-15,1.0495235389015613e-10,1.5749321666454828e-10,1.599999208537464e-07,9.263947823778975e-11,1.9073994040005104e-13,8.414260470830345e-14,6.405052873500663e-13,5.2302184211738e-13,4.528949433604955e-12,1.1659383901091028e-14,0.4
