Time,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,IIa_plus_1_2mIIa,k43,k44,compartment_1,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R6b,R8b,R12b,R18b,R28,R29
4.92,0.0,0.0,9.960004989872399e-09,0.0,1.3999501012760759e-10,2.3481551245854395e-11,8.938858511695359e-10,0.0,1.5999597224242065e-07,0.0,9e-08,0.0,2.0796243043210666e-10,1.395285011040195e-06,6.378267233702701e-10,6.091198306841042e-11,1.1329888936436661e-13,2.1094692179148416e-13,9.37047740551542e-13,9.37047740551542e-13,1.7867119998732034e-08,2.0607492178676063e-09,3.9261054300277965e-11,3.28697405616528e-11,4.517002839631439e-09,2.4993257231033573e-09,6.742768966427997e-13,0.0,3.3997255254722636e-06,1.5301875909086223e-12,1.5896604000618828e-10,1.7133237570323076e-12,1.1226448834586677e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.314289258727263e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,3.0403927785225047e-12,2.0477147337457302e-13,0.0,0.0,0.0,2.457259236698464e-13,1.1402885670370199e-11,1.2610754596663778e-13,1.812525648862037e-12,3.654718790931762e-13,2.1094692179148415e-16,1.1329888936436661e-16,3.194233153602964e-10,1.1503624485629432e-11,2.0924527804310655e-09,2.6601344064191954e-12,5.257650085962881e-14,0.0,0.0,1.1974624372232433e-13,1.090316459529325e-10,3.464374397088486e-13,2.157666247006496e-11,0.0,0.0,0.0,1.7297647586901699e-12,2.087228525664953e-09,1.8965696210722553e-13,2.4211749531092483e-10
4.93,0.0,0.0,9.959972601457387e-09,0.0,1.4002739854261912e-10,2.3384231197451496e-11,8.936992403634148e-10,0.0,1.5999595218812936e-07,0.0,9e-08,0.0,2.079577071618408e-10,1.3952640676105934e-06,6.377127166083559e-10,6.102106965410645e-11,1.1373159500261754e-13,2.117731520294354e-13,9.407089809441964e-13,9.407089809441964e-13,1.786150050500718e-08,2.066253883165124e-09,3.9323735838280805e-11,3.2921887479808626e-11,4.5367722865190105e-09,2.4993251984331475e-09,6.748015668527645e-13,0.0,3.3997242123684623e-06,1.531382573363747e-12,1.6005874255068626e-10,1.7167880914220107e-12,1.1248023240147039e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.337825984186228e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,3.0277819264259056e-12,2.0472805880314652e-13,0.0,0.0,0.0,2.4470383153877034e-13,1.1398467408059545e-11,1.2632935936329652e-13,1.8194477104798195e-12,3.661263984561042e-13,2.117731520294354e-16,1.1373159500261755e-16,3.1925618866151333e-10,1.1462356238969918e-11,2.095745151516126e-09,2.6760425243026013e-12,5.235738988593235e-14,0.0,0.0,1.192499054843967e-13,1.0950879957821448e-10,3.464294375715029e-13,2.1572149716875505e-11,0.0,0.0,0.0,1.7365398466413701e-12,2.090539854967848e-09,1.8965263082164765e-13,2.4310068146028563e-10
4.94,0.0,0.0,9.959940339292105e-09,0.0,1.4005966070790131e-10,2.3287398120218367e-11,8.935128236996739e-10,0.0,1.5999593206460957e-07,0.0,9e-08,0.0,2.0795298176670882e-10,1.3952430913221433e-06,6.375987540083411e-10,6.113010331678261e-11,1.141650444969382e-13,2.1260084331888747e-13,9.443767775455524e-13,9.443767775455524e-13,1.785587284788697e-08,2.071767123922214e-09,3.9386194611394064e-11,3.297384509707545e-11,4.5565698578038685e-09,2.499324675948968e-09,6.75324051032276e-13,0.0,3.3997228945400064e-06,1.5325726039429667e-12,1.6115621980902977e-10,1.7202523457702746e-12,1.1269593135319543e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.361396653064316e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,3.0152342471513345e-12,2.0468469157814706e-13,0.0,0.0,0.0,2.436868600657721e-13,1.1394053261627732e-11,1.2655104738183452e-13,1.8263816695052063e-12,3.667806002800507e-13,2.1260084331888748e-16,1.1416504449693822e-16,3.190890273587565e-10,1.1421187408583739e-11,2.099025547502928e-09,2.69198920769813e-12,5.213937522608682e-14,0.0,0.0,1.1875605081536144e-13,1.0998663154964165e-10,3.4642143141906884e-13,2.1567641623407775e-11,0.0,0.0,0.0,1.743326915214877e-12,2.093839163664291e-09,1.8964829751726223e-13,2.440845960103809e-10
4.95,0.0,0.0,9.959908202747813e-09,0.0,1.4009179725219406e-10,2.3191051085011993e-11,8.933266015627943e-10,0.0,1.5999591187174235e-07,0.0,9e-08,0.0,2.0794825424802605e-10,1.3952220822937502e-06,6.374848355290434e-10,6.123908410204805e-11,1.145992374184798e-13,2.1342999481347356e-13,9.480511272039505e-13,9.480511272039505e-13,1.7850237020552653e-08,2.0772889459443223e-09,3.944843116891183e-11,3.302561387745148e-11,4.5763954269408865e-09,2.4993241556399156e-09,6.758443600843374e-13,0.0,3.3997215719800745e-06,1.533757707345742e-12,1.622584785252652e-10,1.7237165200369562e-12,1.1291158524772001e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.3850011138918574e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,3.002749619115409e-12,2.0464137177267637e-13,0.0,0.0,0.0,2.4267499939058374e-13,1.1389643233419546e-11,1.2677261012059699e-13,1.8333275190627835e-12,3.674344848386676e-13,2.1342999481347357e-16,1.145992374184798e-16,3.189218314932136e-10,1.1380119391707834e-11,2.102293998493581e-09,2.707974300021006e-12,5.1922454784674415e-14,0.0,0.0,1.1826467497591078e-13,1.1046513880966146e-10,3.4641342125307957e-13,2.1563138198912435e-11,0.0,0.0,0.0,1.750125957470483e-12,2.0971264812181693e-09,1.8964396219513412e-13,2.450692292120042e-10
4.96,0.0,0.0,9.959876191197193e-09,0.0,1.4012380880281224e-10,2.3095189148007444e-11,8.931405743351739e-10,0.0,1.5999589160940892e-07,0.0,9e-08,0.0,2.0794352460710686e-10,1.3952010406439724e-06,6.373709611292559e-10,6.134801205553253e-11,1.1503417333873744e-13,2.1426060566748762e-13,9.517320267704779e-13,9.517320267704779e-13,1.7844593016287125e-08,2.0828193549205524e-09,3.951044606809668e-11,3.307719429165918e-11,4.596248867760708e-09,2.4993236374951127e-09,6.763625048873439e-13,0.0,3.3997202446818768e-06,1.5349379082158599e-12,1.6336552541107497e-10,1.7271806141819299e-12,1.1312719413181732e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.4086392156480235e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.990327918843657e-12,2.04598099459401e-13,0.0,0.0,0.0,2.4166823949877023e-13,1.1385237325750909e-11,1.2699404767797347e-13,1.8402852522825917e-12,3.6808805240573045e-13,2.1426060566748762e-16,1.1503417333873746e-16,3.187546011068823e-10,1.1339153571589064e-11,2.1055505350107087e-09,2.723997645078148e-12,5.1706626433272616e-14,0.0,0.0,1.1777577315185714e-13,1.1094431830978784e-10,3.4640540707506976e-13,2.1558639452590034e-11,0.0,0.0,0.0,1.7569369664733983e-12,2.100401837520358e-09,1.896396248563276e-13,2.46054571340281e-10
4.97,0.0,0.0,9.959844303793594e-09,0.0,1.4015569620641272e-10,2.299981214571609e-11,8.929547427450606e-10,0.0,1.5999587127749036e-07,0.0,9e-08,0.0,2.0793879284527326e-10,1.3951799665406935e-06,6.372571307683462e-10,6.145688722233274e-11,1.154698518263194e-13,2.1509267503050337e-13,9.554194730754204e-13,9.554194730754204e-13,1.7838940823428044e-08,2.0883583622797943e-09,3.9572239435681986e-11,3.312858644806644e-11,4.616130003071387e-09,2.4993231214998657e-09,6.768785001344148e-13,0.0,3.399718912637306e-06,1.5361132398419408e-12,1.6447736889256845e-10,1.7306446281649851e-12,1.1334275805038154e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.432310746430725e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.9779691238418304e-12,2.0455487478572194e-13,0.0,0.0,0.0,2.406665785492681e-13,1.138083554535408e-11,1.272153601512681e-13,1.8472548622484375e-12,3.687413032518163e-13,2.1509267503050337e-16,1.154698518263194e-16,3.1858733627657094e-10,1.1298292123011835e-11,2.108795165030667e-09,2.7400590262166447e-12,5.14918897972991e-14,0.0,0.0,1.1728934450834433e-13,1.1142416576990353e-10,3.463973888864528e-13,2.1554145401980895e-11,0.0,0.0,0.0,1.7637599352501274e-12,2.103665239452219e-09,1.8963528550191372e-13,2.4704060987412357e-10
4.98,0.0,0.0,9.959812540080308e-09,0.0,1.4018745991969846e-10,2.290491850158909e-11,8.927691069064116e-10,0.0,1.5999585087586808e-07,0.0,9e-08,0.0,2.0793405896383093e-10,1.3951588600640277e-06,6.371433444046051e-10,6.156570964853914e-11,1.1590627245586257e-13,2.1592620206222422e-13,9.59113462993248e-13,9.59113462993248e-13,1.7833280439294234e-08,2.093905969031688e-09,3.9633812177662776e-11,3.317979111095223e-11,4.636038746512058e-09,2.4993226076462628e-09,6.773923537372027e-13,0.0,3.399717575840663e-06,1.5372837201448632e-12,1.65594014290154e-10,1.7341085619461018e-12,1.1355827705187352e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.456015602720881e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.9656730287813786e-12,2.0451169776634383e-13,0.0,0.0,0.0,2.396699998990237e-13,1.1376437891109268e-11,1.2743654763981502e-13,1.8542363421405304e-12,3.693942376534649e-13,2.1592620206222424e-16,1.1590627245586257e-16,3.1842003702000584e-10,1.1257535792732143e-11,2.1120279373498975e-09,2.7561583339143915e-12,5.1278241326239705e-14,0.0,0.0,1.1680538100457562e-13,1.1190467910244707e-10,3.4638936668886013e-13,2.1549656049812827e-11,0.0,0.0,0.0,1.7705948569102384e-12,2.1069167355454665e-09,1.89630944132949e-13,2.4802733728195095e-10
4.99,0.0,0.0,9.959780899443025e-09,0.0,1.402191005569813e-10,2.281050719757379e-11,8.92583667181816e-10,0.0,1.5999583040442344e-07,0.0,9e-08,0.0,2.079293229640908e-10,1.395137721329525e-06,6.370296019967309e-10,6.16744793798632e-11,1.1634343480001998e-13,2.1676118591913747e-13,9.62813993384211e-13,9.62813993384211e-13,1.7827611857669e-08,2.099462180290122e-09,3.9695164891867167e-11,3.323080878523055e-11,4.655974975071298e-09,2.4993220959236517e-09,6.77904076348488e-13,0.0,3.399716234285306e-06,1.5384493732574063e-12,1.667154681507242e-10,1.7375724154852034e-12,1.1377375118342562e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.4797536372673734e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.95343950060904e-12,2.04468568469702e-13,0.0,0.0,0.0,2.386784927549537e-13,1.1372044365072295e-11,1.2765761024217727e-13,1.86122968510729e-12,3.700468558849419e-13,2.1676118591913747e-16,1.1634343480001997e-16,3.182527033802444e-10,1.121688589144328e-11,2.1152488846251854e-09,2.7722954155179345e-12,5.106567872482405e-14,0.0,0.0,1.1632387744781016e-13,1.1238585533514972e-10,3.4638134048383626e-13,2.154517140480912e-11,0.0,0.0,0.0,1.777441724536927e-12,2.1101563578621397e-09,1.8962660075049478e-13,2.490147440237736e-10
5.0,0.0,0.0,9.959749381256669e-09,0.0,1.402506187433382e-10,2.2716577245649848e-11,8.923984239511204e-10,0.0,1.5999580986303792e-07,0.0,9e-08,0.0,2.0792458484736328e-10,1.39511655045513e-06,6.36915903503432e-10,6.178319646200519e-11,1.1678133843160954e-13,2.1759762575809348e-13,9.665210611100034e-13,9.665210611100034e-13,1.7821935072155956e-08,2.1050270013794903e-09,3.9756298159437753e-11,3.328163996178623e-11,4.675938563274484e-09,2.4993215863211914e-09,6.784136788084385e-13,0.0,3.3997148879645526e-06,1.5396102237370857e-12,1.678417370861501e-10,1.7410361887422236e-12,1.1398918049215384e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.503524699880501e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.9412684101661947e-12,2.0442548696797674e-13,0.0,0.0,0.0,2.3769204663823883e-13,1.1367654969517332e-11,1.2787854805689708e-13,1.8682348842997303e-12,3.70699158220446e-13,2.175976257580935e-16,1.1678133843160953e-16,3.180853354030234e-10,1.117634376051879e-11,2.118458038642062e-09,2.788470115451301e-12,5.0854199765275877e-14,0.0,0.0,1.1584482879844886e-13,1.1286769143628008e-10,3.463733102729206e-13,2.154069147610936e-11,0.0,0.0,0.0,1.7843005312163664e-12,2.113384137573426e-09,1.8962225535561204e-13,2.5000282042820417e-10
5.01,0.0,0.0,9.95971798489755e-09,0.0,1.4028201510245636e-10,2.2623127644275244e-11,8.922133775923069e-10,0.0,1.5999578925159295e-07,0.0,9e-08,0.0,2.0791984461495774e-10,1.395095347558448e-06,6.368022488833942e-10,6.18918609406843e-11,1.1721998292379156e-13,2.1843552073660146e-13,9.702346630350573e-13,9.702346630350573e-13,1.7816250076456177e-08,2.1106004375131973e-09,3.98172125688564e-11,3.333228513769562e-11,4.695929386013441e-09,2.499321078828067e-09,6.789211719332226e-13,0.0,3.39971353687175e-06,1.5407662960871166e-12,1.689728276773437e-10,1.7444998816771116e-12,1.142045650252657e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.527328640808436e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.9291596265531744e-12,2.0438245333296263e-13,0.0,0.0,0.0,2.367106509281198e-13,1.13632697066926e-11,1.2809936118255755e-13,1.8752519328742913e-12,3.713511449342892e-13,2.1843552073660146e-16,1.1721998292379155e-16,3.1791793313488326e-10,1.1135910727798415e-11,2.121655431573083e-09,2.804682278568548e-12,5.06438021894236e-14,0.0,0.0,1.1536822994793008e-13,1.1335018438294858e-10,3.463652760576539e-13,2.1536216272808286e-11,0.0,0.0,0.0,1.7911712700401318e-12,2.116600106243672e-09,1.8961790794936076e-13,2.5099155684778436e-10
5.0200000000000005,0.0,0.0,9.959686709743397e-09,0.0,1.4031329025660976e-10,2.2530157378508157e-11,8.920285284814893e-10,0.0,1.5999576856997017e-07,0.0,9e-08,0.0,2.0791510226818257e-10,1.3950741127567387e-06,6.366886380952806e-10,6.200047286163839e-11,1.176593678500691e-13,2.1927487001283006e-13,9.73954796026545e-13,9.73954796026545e-13,1.7810556864368066e-08,2.116182493793918e-09,3.987790871587914e-11,3.338274481617122e-11,4.7159473185517044e-09,2.4993205734334855e-09,6.794265665145984e-13,0.0,3.3997121810002764e-06,1.541917614755485e-12,1.7010874647429705e-10,1.747963494249832e-12,1.1441990483005993e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.551165310743534e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.9171130171450125e-12,2.043394676360681e-13,0.0,0.0,0.0,2.3573429486318967e-13,1.1358888578820333e-11,1.283200497177819e-13,1.8822808239928515e-12,3.7200281630089556e-13,2.1927487001283006e-16,1.1765936785006912e-16,3.1775049662316266e-10,1.1095588107552505e-11,2.1248410959742954e-09,2.820931750171498e-12,5.043448370897446e-14,0.0,0.0,1.1489407571935116e-13,1.1383333116123433e-10,3.4635723783957867e-13,2.1531745803955725e-11,0.0,0.0,0.0,1.7980539341052064e-12,2.1198042958268723e-09,1.8961355853280038e-13,2.519809436592877e-10
5.03,0.0,0.0,9.959655555173371e-09,0.0,1.4034444482663543e-10,2.24376654201289e-11,8.918438769929076e-10,0.0,1.599957478180512e-07,0.0,9e-08,0.0,2.0791035780834507e-10,1.3950528461669117e-06,6.365750710977327e-10,6.210903227062375e-11,1.1809949278428795e-13,2.2011567274560747e-13,9.776814569543796e-13,9.776814569543796e-13,1.7804855429787217e-08,2.1217731752138547e-09,3.9938387203471024e-11,3.343301950650621e-11,4.735992236529771e-09,2.4993200701266803e-09,6.799298733195038e-13,0.0,3.3997108203435414e-06,1.5430642041340153e-12,1.7124949999612104e-10,1.7514270264203645e-12,1.1463519995392592e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.5750345608286326e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.9051284476072073e-12,2.0429652994831467e-13,0.0,0.0,0.0,2.3476296754268784e-13,1.1354511588096755e-11,1.285406137612329e-13,1.8893215508227236e-12,3.726541725947998e-13,2.2011567274560748e-16,1.1809949278428795e-16,3.1758302591599307e-10,1.1055377200446995e-11,2.128015064781702e-09,2.8372183760273807e-12,5.022624200578897e-14,0.0,0.0,1.1442236086809052e-13,1.1431712876631223e-10,3.4634919562023873e-13,2.152728007855645e-11,0.0,0.0,0.0,1.804948516513981e-12,2.1229967386631444e-09,1.896092071069892e-13,2.529709712640216e-10
5.04,0.0,0.0,9.959624520568096e-09,0.0,1.403754794319101e-10,2.2345650727761747e-11,8.916594234989248e-10,0.0,1.5999572699571776e-07,0.0,9e-08,0.0,2.079056112367516e-10,1.3950315479055205e-06,6.364615478493696e-10,6.221753921341485e-11,1.1854035730063709e-13,2.209579280944223e-13,9.81414642691219e-13,9.81414642691219e-13,1.779914576670626e-08,2.127372486655002e-09,3.999864864174113e-11,3.348310972401913e-11,4.756064015970372e-09,2.4993195688969104e-09,6.804311030896463e-13,0.0,3.3997094548949865e-06,1.5442060885574405e-12,1.723950947310849e-10,1.7548904781487045e-12,1.1485045044434351e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.598936242663371e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.893205781911461e-12,2.0425364034033657e-13,0.0,0.0,0.0,2.3379665792779195e-13,1.1350138736692044e-11,1.2876105341161255e-13,1.8963741065366626e-12,3.7330521409064566e-13,2.209579280944223e-16,1.1854035730063708e-16,3.1741552106229267e-10,1.1015279293508839e-11,2.131177371307747e-09,2.8535420023864075e-12,5.001907473215511e-14,0.0,0.0,1.1395308008242898e-13,1.148015742025801e-10,3.463411494011798e-13,2.15228191055701e-11,0.0,0.0,0.0,1.8118550103742628e-12,2.126177467475215e-09,1.896048536729849e-13,2.539616300881291e-10
5.05,0.0,0.0,9.95959360530968e-09,0.0,1.4040639469032661e-10,2.2254112246996877e-11,8.914751683700218e-10,0.0,1.599957061028516e-07,0.0,9e-08,0.0,2.0790086255470747e-10,1.3950102180887587e-06,6.363480683087889e-10,6.232599373580406e-11,1.1898196097364865e-13,2.2180163521942368e-13,9.851543501124652e-13,9.851543501124652e-13,1.779342786921475e-08,2.132980432889403e-09,4.0058693647877366e-11,3.353301598999841e-11,4.776162533283721e-09,2.499319069733459e-09,6.809302665410927e-13,0.0,3.399708084648083e-06,1.5453432923024713e-12,1.7354553713665472e-10,1.7583538493948633e-12,1.150656563488824e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.622870208310487e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.8813448823514408e-12,2.042107988823801e-13,0.0,0.0,0.0,2.328353548429112e-13,1.1345770026750314e-11,1.2898136876766138e-13,1.9034384843128656e-12,3.739559410631843e-13,2.2180163521942368e-16,1.1898196097364864e-16,3.172479821117612e-10,1.097529566009203e-11,2.1343280492377814e-09,2.8699024759992373e-12,4.98129795110626e-14,0.0,0.0,1.134862279841718e-13,1.1528666448378535e-10,3.4633309918394894e-13,2.1518362893911077e-11,0.0,0.0,0.0,1.818773408799274e-12,2.1293465153648993e-09,1.8960049823184424e-13,2.5495291058288964e-10
5.0600000000000005,0.0,0.0,9.959562808781736e-09,0.0,1.4043719121827037e-10,2.2163048910512244e-11,8.912911119747931e-10,0.0,1.599956851393346e-07,0.0,9e-08,0.0,2.0789611176351695e-10,1.3949888568324526e-06,6.362346324345667e-10,6.243439588360147e-11,1.1942430337819827e-13,2.226467932814218e-13,9.88900576096268e-13,9.88900576096268e-13,1.7787701731499e-08,2.138597018579409e-09,4.0118522846081443e-11,3.358273883164699e-11,4.796287665272781e-09,2.4993185726256363e-09,6.814273743638583e-13,0.0,3.3997067095963336e-06,1.546475839586866e-12,1.7470083363953281e-10,1.7618171401188674e-12,1.1528081771520189e-10,0.0,0.0031,3200000.0,0.0031,23000000.0,440000.0,13000000.0,23000.0,1.05,25000000.0,6.0,19.0,22000000.0,2.4,10000000.0,1.8,7500.0,20000000.0,0.005,10000000.0,0.001,100000000.0,8.2,22000.0,0.006,0.001,20000000.0,0.2,400000000.0,103.0,100000000.0,63.5,15000000.0,0.00036,900000.0,0.00011,320000000.0,50000000.0,1500.0,7100.0,490.0,7100.0,230.0,6.64683631030213e-09,5700.0,3000000.0,1.0,0.0,0.0,0.0,2.8695456095585283e-12,2.0416800564430294e-13,0.0,0.0,0.0,2.3187904697697906e-13,1.1341405460389574e-11,1.2920155992815776e-13,1.9105146773349774e-12,3.7460635378727316e-13,2.226467932814218e-16,1.1942430337819828e-16,3.1708040911487396e-10,1.093542755984415e-11,2.1374671326265382e-09,2.8862996441343707e-12,4.960795393647728e-14,0.0,0.0,1.1302179912927028e-13,1.1577239663315226e-10,3.4632504497009475e-13,2.15139114524484e-11,0.0,0.0,0.0,1.825703704907659e-12,2.132503915809584e-09,1.8959614078462318e-13,2.5594480322501987e-10
