Time,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa,k1,Km1,J11,J61,k16,k61,phi_pRB,kp,k2,a,Km2,J12,J62,phi_E2F1,k3,k23,J13,J63,k34,Km4,phi_CycDi,k43,phi_CycDa,Fm,k25,J15,J65,phi_AP1,k67,k76,phi_pRBpp,phi_pRBp,k28,J18,J68,k89,Km9,k98,phi_CycEi,phi_CycEa,cell,pRB_synthesis,pRB_phosphorylation,pRBp_dephosphorylation,pRB_degradation,E2F1_synthesis,E2F1_degradation,CycD_synthesis,CycD_inibition,CycD_activation,CycD_degradation,CycD_degradation2,AP1_synthesis,Ap1_degradation,pRBp_phosphorylation,pRBpp_dephosphorylation,pRBpp_degradation,pRBp_degradation,CycE_synthesis,CycE_activation,CycE_inibition,CycE_degradation,CycE_degradation2
0.1,0.11613943748232913,0.0971891356863276,0.10409555341076712,0.1003237331191867,0.09970065069432604,0.10048272909303105,0.09929520782706197,0.09934913897404687,0.10006429679531573,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1371692586853896,0.0046316709953044865,0.029156740705898278,0.0005806971874116457,0.05119995782648051,0.010409555341076713,0.005528311013061945,0.0009970065069432605,0.001000983256313604,0.002307445861741294,0.0029910195208297814,0.005787033352307379,0.0010048272909303105,0.006807613763017827,0.009929520782706197,0.003971808313082479,0.005831348141179656,0.00516117695356852,0.006623478595795379,0.0010006429679531572,0.005960948338442813,0.005003214839765787
0.11,0.11775025683052864,0.09691763018269546,0.10450329419354477,0.10035588795897078,0.09967078669611025,0.10053051655647798,0.09922423070520313,0.09928499578189666,0.10007047022095944,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13726214069080228,0.004694504292787128,0.029075289054808637,0.0005887512841526432,0.05120781865561309,0.010450329419354478,0.005525931421084583,0.0009967078669611026,0.0010010789515184414,0.002308185423056328,0.0029901236008833074,0.005779433118424156,0.0010053051655647797,0.006789014977558369,0.009922423070520313,0.003968969228208125,0.005815057810961728,0.005169962586216501,0.006619221685237028,0.0010007047022095943,0.0059570997469137995,0.005003523511047972
0.12,0.11936047410997654,0.09664783693910542,0.10491070641764841,0.10038800894105918,0.09964093559029838,0.10057822534221113,0.09915316830089013,0.09922102135055239,0.10007659752076897,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1373537232073711,0.00475727572512786,0.028994351081731623,0.0005968023705498827,0.05121570028638617,0.01049107064176484,0.005523675507055265,0.000996409355902984,0.001001174228376739,0.002308924205644361,0.0029892280677089513,0.005772037813294743,0.0010057822534221112,0.006770530675025432,0.009915316830089014,0.003966126732035605,0.005798870216346325,0.005178697293906418,0.006614975853339119,0.0010007659752076898,0.0059532612810331426,0.005003829876038449
0.13,0.1209700980310732,0.0963797651115525,0.10531778950004078,0.10042009450367931,0.09961109738641616,0.10062585288266408,0.09908201914126914,0.09915721651203084,0.10008267853867338,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13744401583898816,0.0048199856863270175,0.02891392953346575,0.000604850490155366,0.05122360260580104,0.01053177895000408,0.005521538016499522,0.0009961109738641615,0.0010012690717131362,0.002309662173584624,0.002988332921592485,0.0057648391483231115,0.0010062585288266408,0.006752161534504649,0.009908201914126915,0.0039632807656507655,0.00578278590669315,0.005187381325169667,0.006610741155515613,0.0010008267853867337,0.00594943299072185,0.00500413392693367
0.14,0.1225790990177409,0.09611338173875945,0.10572454561540642,0.10045214967130131,0.09958127204774472,0.10067340744677636,0.09901078845275194,0.09909357829277246,0.10008871384182666,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13753304062564806,0.004882633042661238,0.028834014521627836,0.0006128954950887045,0.05123152557252805,0.010572454561540642,0.005519514678241485,0.0009958127204774472,0.0010013635316725635,0.00231039944243993,0.0029874381614323417,0.005757829534327116,0.0010067340744677636,0.00673390533285466,0.009901078845275194,0.003960431538110078,0.005766802904325567,0.0051960153672520925,0.006606517395736058,0.0010008871384182666,0.005945614697566348,0.005004435692091334
0.15,0.12418748131174195,0.09584869154798953,0.10613097445185492,0.10048417372332226,0.09955145957955025,0.1007208878486275,0.09893947548577336,0.09903010711924126,0.10009470334888831,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13762080824754025,0.004945218010436813,0.028754607464396856,0.0006209374065587098,0.05123946908156339,0.010613097445185493,0.005517600837781577,0.0009955145957955024,0.0010014576014141844,0.002311135995636412,0.0029865437873865075,0.0057510015462515565,0.001007208878486275,0.006715762442812577,0.009893947548577336,0.003957579019430934,0.005750921492879372,0.005204599710235221,0.006602304602603703,0.0010009470334888832,0.005941806427154476,0.005004735167444416
0.16,0.12579525016387275,0.09558570039103131,0.10653707562330311,0.10051616576772159,0.09952165998835162,0.10076829262018921,0.09886807931246114,0.09896680351934889,0.10010064695916852,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13770732892606743,0.005007740845983431,0.02867571011730939,0.0006289762508193637,0.051247433025985924,0.010653707562330313,0.00551579205738672,0.0009952165998835163,0.0010015512724050695,0.0023118718126575962,0.0029856497996505484,0.005744348135515815,0.001007682926201892,0.006697733314431236,0.009886807931246114,0.0039547231724984455,0.005735142023461879,0.00521313462943294,0.006598102811423721,0.0010010064695916852,0.005938008211160933,0.005005032347958426
0.17,0.1274023577627177,0.09532435155073438,0.10694285294251185,0.1005481332806557,0.09949187321126492,0.10081563407349355,0.09879660883684198,0.09890366243386878,0.10010654565234148,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13779263056266233,0.005070199690137809,0.02859730546522031,0.0006370117888135885,0.05125541740797317,0.010694285294251185,0.0055140850358303605,0.0009949187321126492,0.0010016446189580488,0.002312607065455081,0.0029847561963379475,0.005737862954202156,0.0010081563407349356,0.006679814085205406,0.009879660883684199,0.003951864353473679,0.005719461093044062,0.005221621029142318,0.006593911688391125,0.0010010654565234148,0.005934219746032127,0.005005327282617074
0.18,0.129008820052385,0.0950646639410834,0.10734830513800508,0.10058007376898265,0.0994620992692606,0.10086290810273503,0.098725061089609,0.09884068554994727,0.10011239910170627,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1378767193858295,0.005132595226664198,0.028519399182325017,0.0006450441002619251,0.051263422098957984,0.01073483051380051,0.0055124755730239115,0.000994620992692606,0.00100173761666204,0.0023133416966866008,0.002983862978077818,0.0057315395614485985,0.0010086290810273502,0.0066620061038575274,0.0098725061089609,0.00394900244358436,0.005703879836465003,0.005230059047492184,0.006589731345377848,0.0010011239910170627,0.005930441132996836,0.005005619955085314
0.19,0.1306146371273986,0.09480663767420909,0.1077534322022449,0.10061198721792192,0.099432338162463,0.10091011468357258,0.09865343605315881,0.09877787287758653,0.10011820730532611,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13795960684529787,0.005194927507127557,0.028441991302262725,0.000653073185636993,0.051271447003067926,0.010775343220224491,0.00551095993664222,0.00099432338162463,0.0010018302656487276,0.002314075706012204,0.00298297014487389,0.005725371936849757,0.0010091011468357257,0.006644309423211184,0.009865343605315881,0.003946137442126353,0.005688398260452545,0.00523844900916649,0.006585561783458418,0.0010011820730532611,0.0059266723726551914,0.005005910365266306
0.2,0.13221980700673266,0.09455027040008405,0.10815823429320984,0.10064387393724179,0.09940258988826658,0.1009572543261449,0.09858173409642226,0.09871522420716179,0.10012397030379296,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13804130495317335,0.005257196500398402,0.028365081120025216,0.0006610990350336633,0.05127949202893193,0.010815823429320984,0.005509534610883604,0.000994025898882666,0.0010019225692601296,0.002314809100556561,0.0029820776966479976,0.005719354367481827,0.001009572543261449,0.006626723926027526,0.009858173409642228,0.003943269363856891,0.005673016224005043,0.005246791260482886,0.00658140298919576,0.0010012397030379296,0.0059229134524297075,0.005006198515189648
0.21,0.13382432770936148,0.09429555976868086,0.10856271156887844,0.1006757342367105,0.0993728544440658,0.10100432754059067,0.09850995558833021,0.09865273932904824,0.10012968813769878,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13812182558616892,0.005319402175414936,0.028288667930604257,0.0006691216385468074,0.05128755708540113,0.010856271156887844,0.005508196249851166,0.000993728544440658,0.0010020145308353957,0.0023155418874443415,0.0029811856333219738,0.00571348141651089,0.0010100432754059068,0.006609249494685424,0.009850995558833023,0.003940398223533209,0.005657733586120851,0.005255086144613235,0.006577254949150333,0.0010012968813769877,0.005919164359742894,0.005006484406884939
0.22,0.13542819725425922,0.09404250342997213,0.10896686418722924,0.10070756842609632,0.0993431318272551,0.10105133483704856,0.0984381008978135,0.09859041803362108,0.10013536084763555,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13820118048743718,0.005381544501182953,0.028212751028991637,0.0006771409862712961,0.05129564208154871,0.010896686418722925,0.0055069416674845715,0.000993431318272551,0.001002106153710811,0.002316274073800215,0.002980293954817653,0.005707747906714092,0.0010105133483704857,0.006591886011182684,0.00984381008978135,0.00393752403591254,0.005642550205798328,0.00526333400161965,0.00657311764988015,0.0010013536084763556,0.005915425082017265,0.005006768042381778
0.23,0.137031393709277,0.0937910724321877,0.10937069411925553,0.10073937948328808,0.09931342200684362,0.10109828112991094,0.09836617452651006,0.09852825779474132,0.10014098893488933,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1382793882020957,0.0054436226526541455,0.02813732172965631,0.000685156968546385,0.05130374697411023,0.010937069411925553,0.005505768126311862,0.0009931342200684362,0.0010021974675481745,0.002317005728115626,0.0029794026602053087,0.005702149021360642,0.0010109828112991094,0.006574631522636179,0.009836617452651006,0.003934646981060402,0.005627464345931262,0.005271535418341638,0.006568990924933276,0.0010014098893488933,0.0059116954676844795,0.005007049446744467
0.24,0.13863390069731824,0.09354124523036238,0.1097742028311473,0.10077116964328163,0.09928372495974394,0.1011451701072803,0.09829417982537544,0.09846625673126415,0.10014657277247367,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13835646515838854,0.005505636026771599,0.028062373569108713,0.0006931695034865912,0.05131187170752662,0.010977420283114731,0.005504672942588683,0.0009928372495974394,0.0010022884946531668,0.0023177369017954776,0.002978511748792318,0.005696680133598332,0.0010114517010728031,0.006557484585883204,0.009829417982537544,0.003931767193015018,0.005612474713821742,0.0052796909081024865,0.006564874650452234,0.0010014657277247368,0.005907975403875849,0.005007328638623684
0.25,0.1402357298572476,0.09329303763448993,0.11017738924320532,0.10080293739441844,0.09925404070272811,0.10119199927267498,0.098222114342095,0.0984044162149629,0.10015211208648185,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13843241791897484,0.005567585135691216,0.027987911290346976,0.0007011786492862381,0.051320016159856596,0.011017738924320532,0.005503653147812975,0.0009925404070272811,0.00100237922035706,0.002318467560071624,0.002977621221081843,0.005691336670543199,0.0010119199927267498,0.006540446333440463,0.0098222114342095,0.003928884573683801,0.005597582258069395,0.0052878006303526395,0.006560768917434744,0.0010015211208648186,0.005904264972897774,0.0050076056043240925
0.26,0.14183687659854977,0.09304644381519146,0.11058025375053979,0.10083468339544123,0.09922436922947796,0.10123876971228418,0.09814997898613337,0.09834273573322638,0.10015760697776191,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13850725856503204,0.005629469845588162,0.027913933144557437,0.0007091843829927488,0.051328180247916314,0.01105802537505398,0.005502706142751953,0.0009922436922947795,0.0010024696514070416,0.0023191977180951483,0.0029767310768843386,0.005686114359337261,0.0010123876971228419,0.0065235164052242466,0.009814997898613337,0.003925999159445335,0.005582786628911487,0.005295864944886539,0.006556673692411574,0.0010015760697776191,0.005900564143993583,0.005007880348888096
0.27,0.14343733633070932,0.09280145794308804,0.1109827967482609,0.10086640830509275,0.09919471053367529,0.10128548251229705,0.09807777466695518,0.09828121477344333,0.1001630575471619,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.1385809990453778,0.005691290022818455,0.027840437382926412,0.0007171866816535466,0.051336363888839665,0.011098279674826092,0.005501829446786456,0.000991947105336753,0.0010025597945442855,0.002319927391017133,0.0029758413160102587,0.005681009119403746,0.0010128548251229705,0.006506694440689836,0.00980777746669552,0.0039231109866782075,0.005568087476585283,0.005303884208433905,0.006552588941910368,0.001001630575471619,0.005896872886406599,0.005008152877358095
0.28,0.14503710446321091,0.09255807418880072,0.11138501863147889,0.10089811278211575,0.09916506460900194,0.10133213875890276,0.09800550229402508,0.09821985282300251,0.10016846389552987,1.0,0.5,0.5,5.0,0.4,0.3,0.005,0.05,1.6,0.04,4.0,5.0,8.0,0.1,0.05,0.3,0.002,2.0,0.04,0.3,0.023,0.01,0.03,0.005,0.9,0.001,6.0,0.01,0.7,0.1,0.04,0.06,0.06,0.6,7.0,0.07,0.005,0.01,0.06,0.05,1.0,0.13865365117819867,0.00575304553391875,0.027767422256640212,0.0007251855223160546,0.05134456700007796,0.011138501863147889,0.00550102069135801,0.0009916506460900195,0.0010026496565039554,0.002320656593988662,0.002974951938270058,0.005676017051752392,0.0010133213875890277,0.006489980078834461,0.009800550229402509,0.003920220091761003,0.005553484451328043,0.005311858774693052,0.006548514632455667,0.0010016846389552987,0.00589319116938015,0.005008423194776494
