Time,X_1_EGFR,X_4_EGFR_EGFR,X_2_ErbB3,X_6_ErbB3_ErbB3,X_5_EGFR_ErbB3,X_3_MET,X_7_MET_MET,X_10_p_MET_MET,X_8_p_EGFR_ErbB3,X_9_p_ErbB3_ErbB3,l_1,k_1,l_2,k_2,l_3,l_4,k_3,k_4,k_p1,k_p2,k_p3,l_p1,l_p2,l_p3,compartment,EGFR_EGFR_formation,ErbB3_ErbB3_formation,EGFR_ErbB3_formation,MET_MET_formation,MET_MET_transformation,phosphorylation_1,phosphorylation_2,gefitinib_1,gefitnib_2
10.0,3.3654589811136017e-12,1.0504604339878979e-13,2.8999668155456735e-14,7.390730922772444e-16,2.3321213430154474e-14,1.2747817013810246e-12,2.1036363852054297e-12,9.58972764104061e-13,1.1277186586659942e-15,3.6626785584151947e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-4.481048580018258e-18,7.327758108569183e-19,1.0211304418856332e-16,8.952516823240199e-15,6.781239993933063e-14,2.2364408505375986e-16,7.087509661760449e-18,3.1576122442647835e-17,1.0255499963562545e-18
11.0,3.3653642819661647e-12,1.0504099972932257e-13,2.88933813995238e-14,7.336316809696811e-16,2.322944289834541e-14,1.257358010023468e-12,2.04674690666336e-12,1.024574088324909e-12,1.3242756768461243e-15,4.281833167264935e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.557035523128945e-18,7.638988161748047e-19,1.0737800097849769e-16,8.487008317868112e-15,6.341553632675375e-14,2.380028527986778e-16,7.516600106957814e-18,3.707971895169148e-17,1.1989132868341818e-18
12.0,3.365266174181417e-12,1.0503525748624599e-13,2.878225122313071e-14,7.279820755247836e-16,2.3134469009550147e-14,1.2408548555568185e-12,1.9936150833044488e-12,1.0859574889171453e-12,1.5288418365423651e-15,4.923688986360328e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.03041741428725e-18,7.764446310726651e-19,1.1191574036829197e-16,8.021921022164065e-15,5.930586905902012e-14,2.5123049873042595e-16,7.905575867135855e-18,4.2807571423186226e-17,1.3786329161808918e-18
13.0,3.3651646264879594e-12,1.050291139874322e-13,2.866685980659287e-14,7.221501544611991e-16,2.303675478456814e-14,1.2252536384571248e-12,1.9440315406882475e-12,1.1433416400831938e-12,1.7403907526092489e-15,5.584717365367472e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.27226570870592e-18,7.772417942119544e-19,1.1573383310444545e-16,7.58888142990202e-15,5.546785340864171e-14,2.63388809975825e-16,8.25664341987999e-18,4.873094107305897e-17,1.5637208623028922e-18
14.0,3.365060023208147e-12,1.0502274429140209e-13,2.854796189959267e-14,7.161699376713768e-16,2.293685473191641e-14,1.2105028586767766e-12,1.897742520866287e-12,1.1970060497953278e-12,1.957633477133662e-15,6.260500800725239e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.469883712016057e-18,7.732895044779197e-19,1.1889054785685715e-16,7.169801257755732e-15,5.1882244044713736e-14,2.745555387738054e-16,8.57259748074181e-18,5.4813737359742536e-17,1.7529402242030668e-18
15.0,3.3649529064425836e-12,1.0501618903047514e-13,2.8426190782308106e-14,7.100732613336276e-16,2.283522607569628e-14,1.1965652351631274e-12,1.8545268296683387e-12,1.2471905527501003e-12,2.179489420770789e-15,6.947359927878408e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.6316781606717624e-18,7.667840322515702e-19,1.2144431438828873e-16,6.772040932948929e-15,4.8532371858072436e-14,2.847987823152115e-16,8.855966632957533e-18,6.102570378158208e-17,1.9452607798059544e-18
16.0,3.364843817460752e-12,1.0500948830796715e-13,2.8302175516538715e-14,7.038929102605332e-16,2.2732327414768942e-14,1.183397861930773e-12,1.814161282768669e-12,1.294139786265947e-12,2.4048785085452202e-15,7.641636981302817e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.765468984989966e-18,7.581389391393381e-19,1.2344865903450477e-16,6.398366740353514e-15,4.540134370914358e-14,2.941880934187661e-16,9.109358204386819e-18,6.733659823926617e-17,2.139658354764789e-18
17.0,3.364733215774485e-12,1.0500266873603672e-13,2.8176430609664602e-14,6.976576965326931e-16,2.2628536322293502e-14,1.1709618663486708e-12,1.7764586029314115e-12,1.3380604638942557e-12,2.6329104311489936e-15,8.34036219137594e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.868679320286178e-18,7.453675508734506e-19,1.249449515393184e-16,6.038597244179573e-15,4.2474944142874354e-14,3.0278349808656056e-16,9.335081810619332e-18,7.372149207217182e-17,2.335301413585263e-18
18.0,3.3646215306849586e-12,1.0499575984382918e-13,2.804945185344537e-14,6.91391699640556e-16,2.25242017914611e-14,1.1592240455493629e-12,1.741235903294737e-12,1.3791520739305841e-12,2.8627478359224784e-15,9.040755994497205e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.944691737044117e-18,7.301262030118857e-19,1.259877197421197e-16,5.7046008190440066e-15,3.97393575782068e-14,3.1064299614324553e-16,9.535342964576643e-18,8.01569394058294e-17,2.5314116784592175e-18
19.0,3.364509136227608e-12,1.0498878710113506e-13,2.792166880581624e-14,6.851166648478068e-16,2.241963378204126e-14,1.1481455980861549e-12,1.7083303701146358e-12,1.4175968308422891e-12,3.0936557880810878e-15,9.740414718290084e-17,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.99613617844797e-18,7.126114209756309e-19,1.2661656897237328e-16,5.379438611362593e-15,3.7182155391574513e-14,3.178200179806642e-16,9.712192128454898e-18,8.662236206627047e-17,2.7273161211212235e-18
20.0,3.364396379854263e-12,1.0498177403680663e-13,2.7793480290186863e-14,6.788524202044096e-16,2.2315116986585962e-14,1.1376948538809783e-12,1.6775851364328126e-12,1.4535674366267008e-12,3.324955085538008e-15,1.0437139864017473e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-7.025296710822857e-18,6.930554881930394e-19,1.268712866593557e-16,5.069318278626108e-15,3.479144291392894e-14,3.24365273962167e-16,9.867577722843555e-18,9.309874239506422e-17,2.9223991619248924e-18
21.0,3.364283577158338e-12,1.0497474205947886e-13,2.7665248611323206e-14,6.726166707806965e-16,2.2210908707104347e-14,1.127841406467413e-12,1.6488535632737205e-12,1.4872257334925756e-12,3.556030015600179e-15,1.1128966220543714e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-7.034297074801658e-18,6.716772468523294e-19,1.2678926755417539e-16,4.780546311389421e-15,3.25560898095253e-14,3.3032634993459895e-16,1.0003328215611555e-17,9.956884043680501e-17,3.1161105417522397e-18
22.0,3.3641710104185163e-12,1.0496771038310456e-13,2.753729790253772e-14,6.664249419238456e-16,2.2107238108234406e-14,1.1185531944955253e-12,1.6220011389251952e-12,1.5187222638270446e-12,3.786330707040464e-15,1.1814169916985844e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-7.025120635730903e-18,6.486997066996992e-19,1.2640492591983838e-16,4.508484665792741e-15,3.046582786447654e-14,3.3574754706701267e-16,1.0121143964693895e-17,1.0601725979713299e-16,3.3079675767560364e-18
23.0,3.3640589318159718e-12,1.049606962421277e-13,2.740991779833506e-14,6.60290817543374e-16,2.200430916412171e-14,1.1097993973771836e-12,1.5969029676813088e-12,1.548197333630102e-12,4.015366535651166e-15,1.2491243340265754e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.999627833930327e-18,6.243310790668653e-19,1.2574974543764363e-16,4.248145463078978e-15,2.851110820401603e-14,3.406701277626565e-16,1.0222604831410919e-17,1.1243026299823265e-16,3.497548135274411e-18
24.0,3.3639475665169403e-12,1.0495371507128536e-13,2.728336691353754e-14,6.54226146261821e-16,2.190230308773275e-14,1.1015522856629084e-12,1.5734419425576817e-12,1.5757819146108666e-12,4.2427002527565664e-15,1.3158872672475239e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.959540228523245e-18,5.987666690124186e-19,1.248526887112655e-16,4.000726906249432e-15,2.6682993805991408e-14,3.451325309397501e-16,1.030917729344941e-17,1.1879560707718387e-16,3.684484348293067e-18
25.0,3.363837115115223e-12,1.0494678065733207e-13,2.7157875617428656e-14,6.482412099958967e-16,2.1801380309143346e-14,1.0937853880594078e-12,1.5515089530597592e-12,1.6015983529105396e-12,4.467943260969707e-15,1.3815919623325109e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.906439284635488e-18,5.721908535710938e-19,1.2374048355807727e-16,3.767464612190995e-15,2.4973149006194048e-14,3.491705479430025e-16,1.0382220542181635e-17,1.251024113071518e-16,3.8684574945310305e-18
26.0,3.3637277556251393e-12,1.0493990527300659e-13,2.7033648316708496e-14,6.42344868184749e-16,2.1701682194163725e-14,1.0864726698517879e-12,1.5310026948238791e-12,1.6257609702502297e-12,4.690751634684231e-15,1.4461405903702678e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.8417779543783635e-18,5.447766063732711e-19,1.224377687293613e-16,3.547026211454494e-15,2.3373814100068123e-14,3.528174790004575e-16,1.0442992161352935e-17,1.3134104577115849e-16,4.04919365303675e-18
27.0,3.3636196452595886e-12,1.0493309979811224e-13,2.6910865496987414e-14,6.365446874389508e-16,2.16033326040504e-14,1.0795892755685835e-12,1.5118287609454493e-12,1.6483766012702616e-12,4.910822540137179e-15,1.5094499197355432e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.76689293241497e-18,5.166852730333991e-19,1.2096720153487383e-16,3.3381441540595566e-15,2.1877749406977884e-14,3.5610427973975624e-16,1.0492653684372586e-17,1.3750303112384101e-16,4.226459775259521e-18
28.0,3.363512922098013e-12,1.0492637383086139e-13,2.6789685635099408e-14,6.308470614252845e-16,2.1506439338584362e-14,1.073111818454207e-12,1.4938990041369134e-12,1.6695450866359857e-12,5.127890901680485e-15,1.5714500089258856e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.6830133844978576e-18,4.880672667717814e-19,1.1934957643972946e-16,3.140663241010146e-15,2.04781927603535e-14,3.59059701287684e-16,1.0532276118213337e-17,1.4358094524705357e-16,4.40006002499248e-18
29.0,3.3634077066611716e-12,1.049197357917268e-13,2.667024700277349e-14,6.252573227402629e-16,2.1411095481410438e-14,1.0670179938286556e-12,1.4771312671747657e-12,1.6893597359109091e-12,5.341726273965264e-15,1.6320829818514027e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.5912676219895916e-18,4.590628700169655e-19,1.176039524340503e-16,2.9543517256017408e-15,1.9168834417359e-14,3.6171042608038794e-16,1.0562845456208526e-17,1.4956833567102738e-16,4.569832349183928e-18
30.0,3.363304103386012e-12,1.0491319302080969e-13,2.6552669356475218e-14,6.197798470460249e-16,2.13173806556839e-14,1.0612864111247042e-12,1.4614490305181556e-12,1.707907763919495e-12,5.552129916685312e-15,1.691301885317579e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.492689492368147e-18,4.298026468762618e-19,1.1574777691253012e-16,2.7784698511854414e-15,1.7943788983571142e-14,3.6408119928269787e-16,1.0585268126907428e-17,1.5545963766718875e-16,4.7356452788892214e-18
31.0,3.363202201998038e-12,1.049067518688914e-13,2.6437055511322422e-14,6.144181493588847e-16,2.122536219327538e-14,1.0558967360221325e-12,1.4467809342042093e-12,1.725270697784727e-12,5.758932070904805e-15,1.74906962889811e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.388224894157759e-18,4.0040759571051378e-19,1.1379700113036209e-16,2.612358080641646e-15,1.6797562501217056e-14,3.661949544192578e-16,1.0600376292760037e-17,1.6125009798533453e-16,4.8973949609147085e-18
32.0,3.3631020787848506e-12,1.0490041778217532e-13,2.6323492803045856e-14,6.091749725682424e-16,2.1135096220240525e-14,1.0508297176018272e-12,1.4330603864521746e-12,1.7415247547469144e-12,5.961989430559227e-15,1.8053580050895295e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.278738137091567e-18,3.7098931070484196e-19,1.1176618779185343e-16,2.4556375615020474e-15,1.5725024257434248e-14,3.680729326150682e-16,1.0608932946998667e-17,1.6693570405565837e-16,5.0550024142506825e-18
33.0,3.3630037977768195e-12,1.0489419538090347e-13,2.6212054444342798e-14,6.040523685422266e-16,2.1046628662367255e-14,1.0460670606406082e-12,1.4202252754119573e-12,1.756741194267741e-12,6.161182799007469e-15,1.8601467859900986e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.165017915240179e-18,3.416502579267705e-19,1.0966861215856672e-16,2.3079085525089543e-15,1.4721383954041326e-14,3.697347957163672e-16,1.0611636793131287e-17,1.7251311837220914e-16,5.208411000772276e-18
34.0,3.3629074118407346e-12,1.0488808853219163e-13,2.6102800782061345e-14,5.99051772315757e-16,2.095999617548098e-14,1.0415913583594802e-12,1.4082176740036829e-12,1.7709866468165795e-12,6.356414919402249e-15,1.9134228921195478e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-6.047782864126533e-18,3.1248413356561495e-19,1.075163572701134e-16,2.1686511482084875e-15,1.3782169219301495e-14,3.7119873344103393e-16,1.0609126895230114e-17,1.7797961774326296e-16,5.357584097934734e-18
35.0,3.3628129636918687e-12,1.0488210041746537e-13,2.599578046128506e-14,5.941740698635917e-16,2.0875227005393558e-14,1.0373861061567253e-12,1.396983526791247e-12,1.7843234201303928e-12,6.547608467807994e-15,1.9651796289309943e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.927686755040488e-18,2.8357624908455024e-19,1.053204033657656e-16,2.0373864298693792e-15,1.290320294195512e-14,3.7248156446262174e-16,1.0601987084917987e-17,1.8333303709862383e-16,5.502502961006784e-18
36.0,3.362720486829599e-12,1.0487623359485366e-13,2.589103150212948e-14,5.894196599207498e-16,2.079234178218692e-14,1.0334356827122871e-12,1.3864723743837456e-12,1.7968097842601134e-12,6.73470419850759e-15,2.0154159866725162e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.8053233683311904e-18,2.550039176382085e-19,1.0309071157979625e-16,1.9137290101686496e-15,1.2080582887985367e-14,3.7359883151913825e-16,1.0590750119808719e-17,1.8857171755821252e-16,5.643164762683045e-18
37.0,3.362630006401561e-12,1.048704900568636e-13,2.578858229485324e-14,5.847885102778029e-16,2.0711354253210833e-14,1.029725287046275e-12,1.376637119076059e-12,1.8085002374008061e-12,6.917659231502113e-15,2.0641359993910105e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.6812310610000706e-18,2.268368394698856e-19,1.0083630212425584e-16,1.7972977412348133e-15,1.1310663711200078e-14,3.7456489083823987e-16,1.0575901596666705e-17,1.9369445848205919e-16,5.77958079829483e-18
38.0,3.362541540001078e-12,1.0486487128364032e-13,2.568845251863984e-14,5.80280208956537e-16,2.063227195889613e-14,1.0262408941403513e-12,1.3674337989146733e-12,1.819445754015154e-12,7.096445472746315e-15,2.111348159023179e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.555897036571419e-18,1.991374892328777e-19,9.856532724909568e-17,1.68768573311055e-15,1.0590039838735987e-14,3.7539299611299485e-16,1.0557883623249976e-17,1.987004732368968e-16,5.911774845264901e-18
39.0,3.3624550984023748e-12,1.048593782921026e-13,2.55906539891327e-14,5.758940106544428e-16,2.0555096855269e-14,1.0229692364146871e-12,1.3588213655949185e-12,1.8296940161977404e-12,7.27104815815206e-15,2.1570648806867442e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.42976132779235e-18,1.719615051394117e-19,9.628513926147229e-17,1.5845106511839399e-15,9.9155289982346e-15,3.7609537718450685e-16,1.0537098252585518e-17,2.0358934842825767e-16,6.0397816659228835e-18
40.0,3.362370686237824e-12,1.0485401168123305e-13,2.5495191439540315e-14,5.716288788286514e-16,2.0479825886858986e-14,1.0198977757320668e-12,1.3507614827843688e-12,1.8392896293496e-12,7.441464512851682e-15,2.2013020154585615e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.303220507686936e-18,1.4535807692579092e-19,9.40023538606631e-17,1.4874320418137524e-15,9.284157103507792e-15,3.766833136458521e-16,1.0513910686662777e-17,2.0836100635984712e-16,6.163645643283972e-18
41.0,3.3622883026212627e-12,1.0484877167378695e-13,2.540206323987514e-14,5.674835237698301e-16,2.040645151348943e-14,1.0170146612326783e-12,1.343218345963744e-12,1.8482743234199193e-12,7.607702517674842e-15,2.2440784071046324e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.176631142444567e-18,1.1937032906859838e-19,9.172290904123118e-17,1.3961215471412864e-15,8.693144512610734e-15,3.7716720364496064e-16,1.0488652259476345e-17,2.1301567049489559e-16,6.283419539892971e-18
42.0,3.362207941721173e-12,1.0484365815467034e-13,2.5311262058639835e-14,5.634564369948705e-16,2.0334962194229454e-14,1.014308693681807e-12,1.3361585123861855e-12,1.8566871407729136e-12,7.769779775257865e-15,2.28541548941552e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-5.050313002550837e-18,9.403569662317699e-20,8.945211982126336e-17,1.3102515158566012e-15,8.139893115736766e-15,3.775566281412918e-16,1.0461623209540994e-17,2.1755383370722023e-16,6.399163370363457e-18
43.0,3.3621295932873123e-12,1.0483867070622243e-13,2.5222775471026105e-14,5.595459222654338e-16,2.0265342831587604e-14,1.0117692997138806e-12,1.32955073864009e-12,1.8645646115029724e-12,7.927722468656296e-15,2.325336920995638e-16,1.24,23000000000.0,1.08,1900000000000.0,1.0,1.0,240000000000.0,2600000000000.0,0.045,10000000000.0,10000000000.0,0.028,0.028,0.028,1.0,-4.924552045287615e-18,6.938629203773817e-20,8.719472904716457e-17,1.2295119564810534e-15,7.621974116720826e-15,3.778604108375369e-16,1.0433095251669211e-17,2.219762291223763e-16,6.510943378787786e-18
