Time,A,C1,C2,M,T,lambda,rho,alpha_1,alpha_2,beta,delta,epsilon,gamma_1,gamma_2,gamma_3,compartment,New_Vicodin_Prescriptions,Vicodin_Use_Transition_Acute_Chronic,Vicodin_Use_Transition_Cessation,Vicodin_Use_Transition_Chronic_Abuse,Vicodin_Use_Transition_Chronic_Exit,Vicodin_Use_Transition_Chronic,Vicodin_Use_Transition_Chronic2_Exit,Vicodin_Use_Transition_Abuse_Treatment_Exit,Vicodin_Use_Transition_Abuse_Relapse_Linear,Vicodin_Use_Transition_Abuse_Relapse_Nonlinear,Vicodin_Use_Transition_Treatment_Succesful
117.5,1759765.8799525613,1853708.7108657537,481890.8882535919,1618161.847437661,99309.54784195335,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1087048.7318480683,355995.6064362854,728172.8313469475,24094.544412679596,259519.21952120555,92685.43554328769,67464.72435550287,52792.97639857684,23834.291482068802,139.8092430766288,29097.69751769233
117.75,1758588.861446779,1854653.742513448,482171.6667533167,1618879.7747540467,99240.0809056936,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1087512.5474212964,356153.5504458903,728495.898639321,24108.583337665837,259651.52395188276,92732.68712567241,67504.03334546434,52757.66584340337,23817.619417366463,139.61800071186397,29077.34370536822
118.0,1757419.9391831828,1855593.3820782306,482450.92394475307,1619593.412939192,99171.0891384172,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1087973.5644795098,356310.55084662227,728817.0358226364,24122.546197237654,259783.07349095232,92779.66910391154,67543.12935226543,52722.598175495485,23801.061393220127,139.42819955389373,29057.129117556236
118.25,1756259.0624973096,1856527.6499537018,482728.6646077312,1620302.7800261758,99102.56959834912,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1088431.7954067239,356466.61160575866,729136.2510117791,24136.433230386563,259913.87099351827,92826.38249768509,67582.01304508238,52687.771874919286,23784.616703603788,139.2398287790968,29037.05289231629
118.5,1755106.1796272944,1857456.566452499,483004.8949144794,1621007.9005737172,99034.51926337372,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1088887.253124246,356621.7381262178,729453.5552581728,24150.244745723972,260043.9193033499,92872.82832262496,67620.68528802712,52653.18538881883,23768.284623209693,139.05287740445243,29017.114144168496
118.75,1753961.2394359284,1858380.1519509803,483279.6206881923,1621708.7974105936,98966.93515172027,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1089339.950410655,356775.9354303306,729768.9588347671,24163.98103440962,260173.22127313726,92919.00759754902,67659.14689634692,52618.83718307785,23752.064436412864,138.86733459350916,28997.31199945404
119.0,1752824.1936708703,1859298.4270798212,483552.84511782386,1622405.4808015574,98899.81448035888,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1089789.8990053276,356929.20577634266,730082.4663607009,24177.642255891195,260301.779791175,92964.92135399107,67697.39831649535,52584.7258101261,23735.95547528613,138.68319005658697,28977.64564274515
119.25,1751694.9926627493,1860211.4123547124,483824.5731035722,1623097.969054969,98833.15436356177,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1090237.111307519,357081.5531920932,730394.0860747361,24191.22865517861,260429.59772965976,93010.57061773562,67735.44023450011,52550.849779882476,23719.957047254826,138.50043328617255,28958.1142285236
119.5,1750573.587005471,1861119.1283174758,484094.8095576407,1623786.2804672841,98766.95193066273,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1090681.599711745,357232.9817028025,730703.8262102779,24204.740477882035,260556.67796444663,93055.95641587379,67773.2733380697,52517.20761016413,23704.068463359054,138.31905385508577,28938.71691568418
119.75,1749459.9275556481,1862021.5955337682,484363.5594034375,1624470.4333212744,98701.20432603074,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1091123.376606943,357383.49533068034,731011.6949945735,24218.177970171877,260683.02337472758,93101.07977668842,67810.89831648125,52483.79782666944,23688.289038247378,138.13904141589836,28919.452867527005
120.0,1748353.9654320339,1862918.83459078,484630.8275747751,1625150.445884248,98635.90870904362,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1091562.4543756351,357533.09809453454,731317.7006479116,24231.541378738755,260808.63684270924,93145.94172953902,67848.31586046852,52450.618962961016,23672.61809017047,137.9603857003588,28900.32125174978
120.25,1747255.6520149554,1863810.8660949375,484896.61901507026,1625826.3364062721,98571.06225406176,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1091998.8453931003,357681.79400937987,731621.8513828225,24244.830950753516,260933.52125329128,93190.54330474688,67885.52666210984,52417.66956044866,23657.054940974824,137.78307651882196,28881.321240440095
120.5,1746164.938945746,1864697.7106696027,485160.9386765435,1626498.1231183927,98506.6621504017,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1092432.5620265554,357829.5870860464,731924.1554032767,24258.046933827176,261057.67949374442,93234.88553348015,67922.5314147161,52384.94816837238,23641.598916096405,137.60710375968435,28862.452010067696
120.75,1745081.778126178,1865579.3889527742,485423.7915194188,1627165.8242308558,98442.70560230983,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1092863.61663434,357976.4813307883,732224.6209038851,24271.189575970944,261181.1144533884,93278.96944763872,67959.33081271865,52352.45334378534,23626.24934455436,137.4324573888246,28843.71274147678
121.0,1744006.121717896,1866455.9215947888,485685.1825111236,1627829.457931329,98379.18982893603,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1093292.0215651116,358122.4807448924,732523.2560690981,24284.259125556182,261303.82902327046,93322.79607973945,67995.92555155732,52320.18365153688,23611.005558944646,137.25912744904912,28825.102619878253
121.25,1742937.9221418493,1867327.3292560212,485945.1166254878,1628489.0423831216,98316.11206430737,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1093717.7891570441,358267.58932428673,732820.0690724048,24297.255831274393,261425.826095843,93366.36646280106,68032.3163275683,52288.137664255475,23595.866895433766,137.08710405954326,28806.620834842055
121.5,1741877.1320777247,1868193.6326045855,486203.5988419443,1629144.595723407,98253.46955730174,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1094140.9317370383,358411.81105914956,733115.0680755333,24310.179942097217,261547.108564642,93409.68163022929,68068.50383787221,52256.31396233174,23580.832693752418,136.91637741532705,28788.266580289408
121.75,1740823.7044633795,1869054.8523140363,486460.6341447279,1629796.1360614428,98191.25957162147,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1094561.4616199345,358555.1499335174,733408.2612276493,24323.031707236398,261667.6793239651,93452.74261570182,68104.4887802619,52224.71113390138,23565.902297189154,136.7469377867163,28770.03905448509
122.0,1739777.592494274,1869911.0090610683,486716.22752207564,1630443.6814767912,98129.4793857671,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1094979.3911077364,358697.60992489406,733699.656664556,24335.811376103782,261787.5412685496,93495.55045305342,68140.2718530906,52193.32777482822,23551.075052584103,136.57877551878912,28751.93746002976
122.25,1738738.7496229059,1870762.123523218,486970.38396542595,1631087.2500175422,98068.12629301091,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1095394.732488839,358839.1950038593,733989.262507894,24348.5191982713,261906.69729325056,93538.10617616092,68175.85375515964,52162.16248868717,23536.350310322618,136.41188103085682,28733.961003852193
122.5,1737707.12955824,1871608.2163765652,487223.10846861877,1631726.8596985324,98007.1976013707,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1095807.4980372658,358979.90913367714,734277.0868643395,24361.15542343094,262025.15029271916,93580.41081882827,68211.23518560664,52131.2138867472,23521.72742432897,136.2462448159401,28716.108897201615
122.75,1736682.6862651447,1872449.3082934318,487474.40602709487,1632362.528499567,97946.69063358335,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1096217.700011913,359119.7562699047,734563.1378248051,24373.720301354744,262142.90316108047,93622.46541467159,68246.41684379328,52100.48058795434,23507.205752060003,136.0818574402501,28698.380355639918
123.0,1735665.3739638217,1873285.4199400845,487724.28163709585,1632994.2743636412,97886.60272707853,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1096625.3506557976,359258.74036000104,734847.4234636385,24386.214081854792,262259.95879161183,93664.27099700423,68281.39942919342,52069.96121891465,23492.784654498846,135.91870954267424,28680.774599034008
123.25,1734655.1467948735,1874116.572770296,487972.74089242215,1633622.1167819896,97826.93120882592,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1097030.4623294538,359396.8656920377,735129.9525518953,24398.637044621108,262376.3201878414,93705.8286385148,68316.18372493911,52039.6544038462,23478.463490118218,135.75679177323033,28663.29084418599
123.5,1733651.9541681677,1874942.8000923407,488219.7982948212,1634246.0988628354,97767.67304583533,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1097433.0493776705,359534.1417498238,735410.744488276,24410.98991474106,262491.9920129277,93747.14000461705,68350.77176127497,52009.55862504503,23464.241531000476,135.59609394430953,28645.92820242975
123.75,1732655.755438667,1875764.112133896,488465.45102449984,1634866.217678804,97708.82594800879,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1097833.1222398765,359670.56788933685,735689.7979554618,24423.272551224993,262606.97569874546,93788.2056066948,68385.16314342998,51979.67266316001,23450.118227522107,135.43660770877793,28628.68600276657
124.0,1731666.5057063543,1876580.5298374495,488709.7043157462,1635482.491652744,97650.38730107236,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1098230.6931439496,359806.1481636037,735967.1212437347,24435.48521578731,262721.27417724294,93829.02649187249,68419.35860420448,51949.995171190625,23436.092952257364,135.27832396681612,28611.5634792142
124.25,1730684.1603159897,1877392.0741463145,488952.5634134461,1636094.9391984416,97592.35450473295,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1098625.7743015015,359940.88662365713,736242.7226392988,24447.62817067231,262834.89038048405,93869.60370731573,68453.35887788246,51920.52480947969,23422.165081135907,135.12123368742732,28594.559869886754
124.5,1729708.674856355,1878198.7660027817,489194.03357262124,1636703.5787197403,97534.72497263779,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1099018.3779072573,360074.7873183429,736516.6104238832,24459.701678631063,262947.8272403895,93909.9383001391,68487.16470016698,51891.260245690646,23408.33399343307,134.96532790792028,28577.67441698287
124.75,1728740.0051594963,1879000.626346271,489434.120057967,1637308.4286096594,97477.49613233384,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1099408.5161384398,360207.85429412505,736788.7928743467,24471.706002898354,263060.08768847794,93950.03131731355,68520.77680811539,51862.200154784885,23394.59907176012,134.81059773339646,28560.906366773812
125.0,1727778.1072999677,1879797.6761114816,489672.82814339077,1637909.5072495148,97420.66542522723,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1099796.201154164,360340.09159489325,737059.2782622817,24483.64140716954,263171.67465560744,93989.88380557409,68554.19594007471,51833.34321899903,23380.959702054533,134.657034336242,28544.254969591577
125.25,1726822.9375940755,1880589.9362265451,489910.16311154974,1638506.8330080379,97364.23030654268,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1100181.4450948376,360471.5032617683,737328.0748536171,24495.50815557749,263282.59107171634,94029.49681132726,68587.42283561698,51804.688127822265,23367.415273570245,134.50462895562413,28527.719479817006
125.5,1725874.4525991208,1881377.4276111762,490146.1302533891,1639100.4242404948,97308.18824528297,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1100564.2600815678,360602.0933329089,737595.1909082227,24507.306512669456,263392.83986556466,94068.87138055882,68620.45823547448,51776.233577973624,23353.96517886791,134.35337289699197,28511.29915586791
125.75,1724932.6091126434,1882160.171174823,490380.7348676801,1639690.299287807,97252.53672418832,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1100944.6582155772,360731.86584331753,737860.6346795132,24519.036743384007,263502.4239644753,94108.00855874116,68653.30288147522,51747.9782733793,23340.608813805196,134.20325753158187,28494.993260187177
126.0,1723997.3641716654,1882938.187814821,490613.98226055794,1640276.4764756695,97197.27323969587,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1101322.6515776252,360860.8248246473,738124.4144140513,24530.6991130279,263611.34629407496,94146.90939074106,68685.95751647811,51719.92092514996,23327.34557752701,134.05427429592706,28478.80105923089
126.25,1723068.6750519346,1883711.498414542,490845.8777450599,1640858.9741136718,97142.39530189909,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1101698.2522274374,360988.9743050078,738386.5383511523,24542.293887252996,263719.6097780359,94185.57492072711,68718.4228843084,51692.06025155803,23314.17487245578,133.90641469137162,28462.72182345643
126.5,1722146.4992671679,1884480.1238415476,491076.4266406634,1641437.8104944162,97087.9004345072,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1102071.4722031432,361116.31830877153,738647.0147224873,24553.82133203317,263827.2173378167,94224.00619207739,68750.69972969289,51664.394978015036,23301.09610428173,133.75967028358875,28446.754827310608
126.75,1721230.7945682947,1885244.0849457388,491305.63427282404,1642013.0038926383,97033.78617480463,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1102442.323520718,361242.86085638043,738905.8517516872,24565.281713641205,263934.17189240345,94262.20424728695,68782.78879819537,51636.92383704884,23288.10868195311,133.6140327021032,28430.899349217754
127.0,1720321.518942701,1886003.4025575086,491533.5059725136,1642584.5725643255,96980.05007361044,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1102810.8181734346,361368.6059641516,739163.0576539465,24576.67529862568,264040.47635805124,94300.17012787543,68814.6908361519,51609.64556828103,23275.212017666505,133.46949363981818,28415.15467156786
127.25,1719418.630613472,1886758.0974858934,491760.047075758,1643152.5347458385,96926.68969523776,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1103176.9681313215,361493.55764408445,739418.6406356273,24588.002353787902,264146.1336480251,94337.90487429468,68846.40659060613,51582.55891840416,23262.40552685706,133.32604485254612,28399.52008070466
127.5,1718522.0880386368,1887508.190516724,491985.2629231756,1643716.908653028,96873.70261745321,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1103540.7853406277,361617.7199036662,739672.6088938627,24599.26314615878,264251.1466723414,94375.4095258362,68877.9368092446,51555.662641159106,23249.688628188767,133.18367815854373,28383.99486691379
127.75,1717631.8499104104,1888253.7024107776,492209.1588595149,1644277.712480357,96821.08643143631,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1103902.2817232946,361741.0967456785,739924.9706161607,24610.457942975747,264355.5183375089,94412.68512053888,68909.28224033209,51528.95549731231,23237.060743544713,133.04238543805096,28368.57832441084
128.0,1716747.8751544382,1888994.653901928,492431.740233193,1644834.9644000183,96768.838741739,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1104261.4691764358,361863.69216800405,740175.7339800083,24621.58701165965,264459.25154627,94449.7326950964,68940.44363264702,51502.43625463315,23224.52129801736,132.90215863283433,28353.269751329528
128.25,1715870.1208846485,1889731.0768743088,492653.01523415477,1645388.6789601133,96716.95703400255,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1104618.3604033322,361985.5093712249,740424.905532051,24632.65076170774,264562.3507624033,94486.55384371545,68971.42213278168,51476.10362653945,23212.069688160613,132.76298940602348,28338.068410962747
128.5,1714998.5471326353,1890462.9884954144,492872.9883263425,1645938.8754153263,96665.43898088837,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1104972.9669904835,362106.5525913718,740672.4939368969,24643.649416317126,264664.81838935806,94523.14942477073,69002.21836568795,51449.95641397905,23199.705355413207,132.62486992812956,28322.97362140029
128.75,1714133.1142288006,1891190.405530381,493091.6638820615,1646485.573114586,96614.28227268443,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1105325.3004698062,362226.8260852089,740918.5079015638,24654.583194103077,264766.65677425335,94559.52027651906,69032.83294348861,51423.99342686401,23187.427745444264,132.48779244084557,28307.984705896535
129.0,1713273.7819534915,1891913.3489777122,493309.04735898663,1647028.790006345,96563.48456240435,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1105675.372663673,362346.3338013959,741162.9555028552,24665.452367949332,264867.8688568797,94595.66744888562,69063.26663025813,51398.21345860474,23175.236294977043,132.3517491158705,28293.100976784473
129.25,1712420.510312722,1892631.839821527,493525.1442216762,1647568.5440053742,96513.0435159738,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1106023.1953688194,362465.07968118234,741405.8448024184,24676.257211083812,264968.4575750138,94631.59199107636,69093.52019103468,51372.61530938166,23163.13044383371,132.21673218356625,28278.32175018032
129.5,1711573.2595373224,1893345.8990302375,493739.9599412438,1648104.8529917144,96462.9568121838,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1106368.7803559075,362583.06765817717,741647.1838462715,24686.997997062193,265068.4258642333,94667.29495151188,69123.59439177414,51347.19778611967,23151.10963492411,132.0827339325099,28263.64634596985
129.75,1710731.9900820856,1894055.5475552257,493953.49999502965,1648637.7348096254,96413.22214264389,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1106712.139369099,362700.3016581176,741886.9806643315,24697.674999751485,265167.7766577316,94702.77737776129,69153.48999930416,51321.95970246257,23139.173314234533,131.94974670904912,28249.07408779466
130.0,1709896.6626249147,1894760.8063295195,494165.76986627164,1649167.2072665365,96363.8372117354,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1107053.2841256314,362816.78559863806,742125.2432699414,24708.288493313583,265266.51288613275,94738.04031647598,69183.20778127803,51296.89987874744,23127.320930816495,131.81776291686154,28234.60430303847
130.25,1709067.2380659706,1895461.6962664702,494376.7750437775,1649693.2881319977,96314.79973656456,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1107392.2263154048,362932.5233890395,742361.979659399,24718.838752188876,265364.63747730583,94773.08481332351,69212.74850612886,51272.017141979115,23115.551936775493,131.68677501651797,28220.236322813413
130.5,1708243.6775268193,1896158.2382584296,494586.52102159546,1650215.9951366286,96266.10744691586,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1107728.9776005733,363047.5189300583,742597.1978114829,24729.326051079774,265462.1533561802,94807.91191292148,69242.11294302337,51247.310325804574,23103.865787259805,131.55677552504918,28205.969481946348
130.75,1707425.9423495794,1896850.4531754255,494795.0132986862,1650735.3459710698,96217.75808520516,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1108063.5496151436,363161.77611363534,742830.9056869814,24739.750664934312,265559.0634445596,94842.52265877128,69271.30186181607,51222.77827048738,23092.261940449236,131.42775701551622,28191.803118965112
131.0,1706613.99409607,1897538.36186384,495002.25737859396,1651251.3582849335,96169.74940643294,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1108395.9539645815,363275.2988226854,743063.11122822,24750.1128689297,265655.3706609376,94876.918093192,69300.31603300317,51198.4198228821,23080.739857543904,131.29971211658454,28177.736576084848
131.25,1705807.794546957,1898221.9851450853,495208.2587691182,1651764.049685752,96122.07917813754,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1108726.2022254248,363388.09093086544,743293.8223585885,24760.412938455913,265751.07792031195,94911.09925725427,69329.15622767656,51174.233836408705,23069.29900275301,131.17263351210144,28163.7691991943
131.5,1705007.3057009012,1898901.343814281,495413.022981985,1652273.4377379308,96074.74518034837,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1109054.3059449012,363500.15630234475,743523.0469820689,24770.651149099253,265846.18813399936,94945.06719071406,69357.82321747791,51150.219171027034,23057.93884328361,131.04651394067713,28149.90033784207
131.75,1704212.489773706,1899576.4586389307,495616.55553251825,1652779.5399616961,96027.7452055391,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1109380.2766405558,363611.49879157316,743750.7929827633,24780.827776625913,265940.70420945034,94978.82293194655,69386.31777455256,51126.37469321118,23046.658849329386,130.9213461952695,28136.129345222955
132.0,1703423.3091974645,1900247.3503575984,495818.8619393113,1653282.373832047,95981.0770585809,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1109704.1257998834,363722.1222430503,743977.0682244211,24790.943096965566,266034.6290500638,95012.36751787993,69414.64067150358,51102.69927592394,23035.458494059414,130.79712312277175,28122.4555781642
132.25,1702639.7266197067,1900914.0396785862,496019.94772389845,1653781.956777705,95934.73855669565,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1110025.8648799679,363832.03049109515,744201.8805499673,24800.997386194926,266127.9655550021,95045.70198392932,69442.79268134579,51079.1917985912,23024.337253606955,130.67383762360424,28108.878397111825
132.5,1701861.7049025472,1901576.5472786105,496219.818410426,1654278.3061800655,95888.72752940917,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1110345.5053071291,363941.2273596144,744425.2377810295,24810.990920521304,266220.7166190055,95078.82736393053,69470.77457745966,51055.85114707641,23013.2946070582,130.55148265130887,28095.397166116883
132.75,1701089.2071218325,1902234.8938014791,496418.47952532425,1654771.4393721458,95843.04181850444,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1110663.0584765745,364049.71666187205,744647.1477174656,24820.923976266215,266312.8851322071,95111.74469007396,69498.5871335454,51032.67621365497,23002.330036441064,130.43005121214748,28082.011252821798
133.0,1700322.1966608115,1902889.1008412363,496615.9358908752,1655261.3718227753,95797.6792931181,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1110978.5357131704,364157.50180101057,744867.617320249,24830.79679454376,266404.4741177731,95144.45504206182,69526.23102472253,51009.665899824344,22991.443030348342,130.30953639254602,28068.7200328836
133.25,1699560.637147248,1903539.1902947554,496812.1920882849,1655748.1183265347,95752.63783975547,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1111291.9482965348,364264.5860318376,745086.6532469407,24840.609604414247,266495.4866412658,95176.95951473777,69553.70689235989,50986.81911441744,22980.63308154131,130.1899313403716,28055.522887048348
133.5,1698804.4921373397,1904185.1810772186,497007.2548122013,1656231.6990549203,95707.91531174096,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1111603.3075905126,364370.97379208246,745304.2645747141,24850.362740610068,266585.92535081063,95209.25905386094,69581.01567370819,50964.13476412019,22969.89967481783,130.07122917174848,28042.4191863401
133.75,1698053.7255602223,1904827.0937592958,497201.1295434562,1656712.1310047216,95663.50960052169,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1111912.6248596408,364476.66882103874,745520.4589521247,24860.05647717281,266675.79312630143,95241.35468796479,69608.15813608388,50941.611766806665,22959.242304125204,129.95342310186555,28029.408312952855
134.0,1697308.3015548885,1905464.9488761718,497393.8217606247,1657189.4311116554,95619.41860963016,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1112219.9113355423,364581.6748445642,745735.244000245,24869.691088031235,266765.0928426641,95273.24744380859,69635.13504648747,50919.249046646655,22948.660466311238,129.8365063967818,28016.489652621633
134.25,1696568.1844693453,1906098.766926322,497585.33693962597,1657663.6162491357,95575.64025463896,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1112525.1782166106,364685.99557480984,745948.6273121111,24879.2668469813,266853.8273696851,95304.9383463161,69661.94717154764,50897.04553408035,22938.15366111335,129.72047237304648,28003.662594609214
134.5,1695833.3388597697,1906728.5683702866,497775.68055332423,1658134.7032270422,95532.17246311554,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1112828.4366677061,364789.6347099493,746160.616452169,24888.784027666214,266941.99957184016,95336.42841851433,69688.5952774654,50875.00016579309,22927.721391147727,129.60531439732208,27990.92653169285
134.75,1695103.7294896673,1907354.373629447,497964.85807112954,1658602.70879049,95489.01317457695,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1113129.6978198558,364892.5959339078,746371.2189557205,24898.24290355648,267029.6123081226,95367.71868147235,69715.08012995814,50853.11188469002,22917.363161898465,129.4910258860107,27978.280860151044
135.0,1694379.3213290272,1907976.2030848,498152.87495859875,1659067.6496185968,95446.1603404445,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1113428.9727699598,364994.8829160913,746580.4423283685,24907.64374792994,267116.66843187204,95398.81015424,69741.40249420384,50831.379639870815,22907.07848170668,129.3776003048831,27965.724979750237
135.25,1693660.0795534803,1908594.0770757336,498339.73667703616,1659529.5423232543,95403.6119239986,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1113726.2725805035,365096.49931111594,746788.2940454645,24916.98683385181,267203.17079060274,95429.70385378669,69767.56313478507,50809.80238660441,22896.866861759663,129.26503116871106,27953.25829373159
135.5,1692945.9695434559,1909208.0158988019,498525.4486830947,1659988.403447895,95361.36590033336,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1114021.6082792778,365197.4487585369,746994.7815515528,24926.272434154736,267289.1222258323,95460.4007949401,69793.56281563327,50788.37908630368,22886.727816080005,129.15331204090248,27940.880208797673
135.75,1692236.956883338,1909818.0398065,498710.01642837643,1660444.2494662628,95319.42025631147,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,1114314.9908591043,365297.7348825778,747199.9122598183,24935.500821418824,267374.52557291003,95490.90199032502,69819.4022999727,50767.10870650014,22876.660861514752,129.04243653313964,27928.590135099257
