Time,A,C1,C2,M,T,lambda,rho,alpha_1,alpha_2,beta,delta,epsilon,gamma_1,gamma_2,gamma_3,compartment,New_Vicodin_Prescriptions,Vicodin_Use_Transition_Acute_Chronic,Vicodin_Use_Transition_Cessation,Vicodin_Use_Transition_Chronic_Abuse,Vicodin_Use_Transition_Chronic_Exit,Vicodin_Use_Transition_Chronic,Vicodin_Use_Transition_Chronic2_Exit,Vicodin_Use_Transition_Abuse_Treatment_Exit,Vicodin_Use_Transition_Abuse_Relapse_Linear,Vicodin_Use_Transition_Abuse_Relapse_Nonlinear,Vicodin_Use_Transition_Treatment_Succesful
2.5,2531167.830664699,11327187.047399294,3350797.401426078,8127055.344174429,280976.0162096526,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,849577.2911012522,1787952.1757183743,3657174.904878493,167539.8700713039,1585806.1866359012,566359.3523699647,469111.63619965094,75935.03491994097,67434.24389031662,568.9579627345565,82325.9727494282
2.75,2570276.9740734994,11208817.82798473,3332960.0844057463,7068112.877527341,263707.8295252401,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,840270.943062761,1554984.8330560152,3180650.794887304,166648.00422028732,1569234.4959178623,560440.8913992365,466614.41181680455,77108.30922220497,63289.87908605763,542.2417296892996,77266.39405089535
3.0,2607902.4656356205,11043536.744144695,3314206.117415065,6170423.879676314,248869.04600650456,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,831508.0655794492,1357493.2535287892,2776690.7458543414,165710.30587075325,1546095.1441802573,552176.8372072348,463988.8564381091,78237.07396906862,59728.571041561096,519.2209589605983,72918.63047990583
3.25,2644177.494277078,10841499.393493619,3294069.014941369,5409223.783962515,236145.74812818927,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,823231.0321633036,1190029.2324717534,2434150.702783132,164703.45074706848,1517809.915089107,542074.969674681,461169.66209179175,79325.32482831234,56674.97955076542,499.5290180558253,69190.70420155945
3.5,2679211.6554794307,10611163.550254717,3272217.4362828243,4763560.418090448,225264.1413965493,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,815392.0678991424,1047983.2919798985,2143602.1881407015,163610.87181414122,1485562.8970356607,530558.177512736,458110.4410795954,80376.34966438291,54063.39393517183,482.8242505529612,66002.39342918895
3.75,2713094.846971822,10359553.17439183,3248430.191054136,4215715.151039146,215985.45190213024,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,807951.3515380897,927457.3332286121,1897071.8179676158,162421.50955270682,1450337.4444148564,517977.65871959156,454780.2267475791,81392.84540915466,51836.508456511256,468.7912132612399,63283.73740732416
4.0,2745900.699681471,10092490.808068074,3222574.4481053445,3750692.7858028407,208101.33303360702,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,800875.4744233082,825152.412876625,1687811.7536112783,161128.72240526724,1412948.7131295304,504624.54040340375,451160.4227347483,82377.02099044413,49944.319928065685,457.1404767853027,60973.69057884685
4.25,2777689.416449534,9814789.614228122,3194588.011805338,3355799.23644347,201429.93074729905,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,794136.2217171241,738275.8320175634,1510109.6563995616,159729.40059026692,1374070.5459919372,490739.4807114061,447242.32165274734,83330.682493486,48343.18337935177,447.60782943434805,59018.96970895862
4.5,2808510.1170920343,9530412.03861016,3164464.9352623313,3020291.8810687913,195812.51460695692,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,787709.6050070709,664464.213835134,1359131.346480956,158223.24676311656,1334257.6854054225,476520.60193050804,443025.0909367264,84255.30351276102,46995.00350566966,439.9531426614962,57373.06677983837
4.75,2838402.8239167556,9242604.564614076,3132243.5018390594,2735082.057748587,191110.5372781315,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,781575.0815175676,601718.0527046891,1230786.9259868641,156612.175091953,1293964.6390459707,462130.22823070385,438514.09025746834,85152.08471750267,45866.528946751554,433.95895095239746,55995.387422492524
5.0,2867400.1609153575,8954013.573582647,3097996.069689758,2492478.7959341486,187203.04167340967,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,775714.9183367525,548345.3351055126,1121615.458170367,154899.8034844879,1253561.9003015708,447700.67867913237,433719.4497565662,86022.00482746073,44928.730001618314,429.4288254545434,54850.49121030903
5.25,2895528.7753925417,8666782.805601306,3061820.7260548337,2285972.697013188,183984.40625052134,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,770113.6798040206,502913.9933429014,1028687.7136559347,153091.0363027417,1213349.592784183,433339.14028006536,428654.9016476768,86865.86326177625,44156.25750012512,426.1857140175168,53907.431031402746
5.5,2922810.521667253,8382635.128887618,3023834.472328129,2110054.0896521704,181362.38739734516,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,764757.8141818981,464211.8997234775,949524.3403434767,151191.72361640647,1173568.9180442665,419131.7564443809,423336.82612593815,87684.3156500176,43526.972975362834,424.0703152957223,53139.17950742213
5.75,2949263.4377920623,8102940.778288073,2984167.714733269,1960060.782545295,179256.4288764656,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,759635.321182126,431213.3721599649,882027.3521453828,149208.38573666345,1134411.7089603303,405147.03891440365,417783.48006265773,88477.90313376187,43021.54293035174,422.93954533962665,52522.133660804415
6.0,2974902.5722903055,7828775.866536872,2942959.6799603314,1832047.1291530773,177596.17247282757,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,754735.4797859675,403050.368413677,824421.2081188848,147147.98399801657,1096028.6213151622,391438.79332684365,412014.35519444646,89247.07716870916,42623.08139347861,422.66504825466205,52035.67853453848
6.25,2999740.6683012424,7560971.610901255,2900354.7097965884,1722673.4383392497,176320.16142138417,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,750048.6278462026,378988.15643463493,775203.0472526624,145017.7354898294,1058536.0255261757,378048.5805450628,406049.65937152243,89992.22004903726,42316.8387411322,423.13180708573276,51661.80729646556
6.5,3023788.72370016,7300155.486912552,2856499.311308926,1629113.0963346665,175374.71578755364,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,745565.9842004047,358404.8811936266,733100.8933505999,142824.9655654463,1022021.7681677574,365007.77434562764,399909.90358324966,90713.6617110048,42089.93178901287,424.2368704164201,51384.79172575321
6.75,3047056.4556420706,7046786.184180567,2811539.7768805544,1548973.3121435975,174712.9455921619,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,741279.5034815116,340774.12867159146,697037.9904646189,140576.9888440277,986550.0657852795,352339.3092090284,393615.56876327767,91411.69366926211,41931.10694211886,425.88816700067105,51190.89305850344
7.0,3069552.6758042383,6801182.770523856,2765620.329164627,1480228.6139627509,174293.89628863992,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,737181.7590264095,325650.2950718052,666102.876283238,138281.01645823134,952165.58787334,340059.13852619287,387186.8460830478,92086.58027412715,41830.53510927358,428.00343658331286,51068.1116125715
7.25,3091285.5967077403,6563549.365721611,2718881.6645635404,1421164.2463992934,174081.80033726178,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,733265.8473938123,312656.13420784456,639523.910879682,135944.083228177,918896.9112010257,328177.4682860806,380643.4330388957,92738.5679012322,41779.63208094283,430.5092496252241,51005.9674988177
7.5,3112263.0773487226,6333995.839832984,2671459.844114357,1370328.3469101996,174045.42460229664,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,729525.3108986826,301472.2363202439,616647.7561095898,133572.99220571786,886759.4175766178,316699.7919916492,374004.37817601004,93367.89232046167,41770.90190455119,433.34011901696704,50995.30940847291
7.75,3132492.817759361,6112555.150821546,2623485.4707537433,1326491.5634711517,174157.50174536888,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,725954.0747675396,291828.14396365336,596921.2035620183,131174.27353768717,855757.7211150165,305627.7575410773,367287.9659055241,93974.78453278083,41797.80041888853,436.4376987010251,51028.14801139308
8.0,3151982.5117884027,5899197.908738716,2575083.095929926,1288612.8287246206,174394.23353009025,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,722546.3959644176,283494.82231941656,579875.7729260793,128754.1547964963,825887.7072234203,294959.89543693577,360511.6334301896,94559.47535365207,41854.61604722166,439.75005939486977,51097.51042431644
8.25,3170739.96573318,5693844.645299466,2526370.8107354096,1255810.2390889877,174734.85524044,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,719296.8213429786,276278.2525995773,565114.6075900445,126318.54053677048,797138.2503419253,284692.23226497334,353691.9135029574,95122.19897199539,41936.3652577056,443.23103113397184,51197.31258544892
8.5,3188773.1855366025,5496375.942800045,2477460.0039165025,1227336.7090840861,175161.2587156426,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,716200.1538681273,270014.07599849894,552301.5190878388,123873.00019582512,769492.6319920063,274818.79714000225,346844.40054831037,95663.19556609807,42038.70209175422,446.83961994982445,51322.24880368327
8.75,3206090.4410556676,5306640.96620256,2428455.2380175362,1202559.2033184036,175657.66101168716,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,713251.4248188736,264563.0247300488,541151.6414932816,121422.76190087682,742929.7352683585,265332.048310128,339983.7333224551,96182.71323167003,42157.83864280492,450.5394782942136,51467.69467642433
9.0,3222700.3100870526,5124464.558454941,2379454.2275150963,1180941.1979092227,176210.31532566465,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,710445.8710540492,259807.063540029,531423.5390591503,118972.71137575482,717425.0381836918,256223.22792274706,333123.5918521135,96681.00930261158,42290.47567815951,454.2984302724454,51629.62239041974
9.25,3238611.705890401,4949653.1285116095,2330547.8976314734,1162027.8675058607,176807.25872080255,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,707778.916344448,255646.13085128937,522912.5403776374,116527.39488157368,692951.4379916254,247482.6564255805,326276.7056684063,97158.35117671202,42433.74209299261,458.088046223667,51804.52680519514
9.5,3253833.8919568183,4781999.572910422,2281820.503514311,1145433.4645473624,177438.09031639414,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,705246.1558671633,251995.36220041974,515445.0590463131,114091.02517571555,669479.9402074593,239099.97864552113,319454.87049200357,97615.01675870454,42585.141675934596,461.8832575964626,51989.36046270348
9.75,3268376.4854009347,4621287.3032924095,2233349.8013857175,1130830.7362517966,178093.77856872365,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,702843.3434259738,248782.76197539526,508873.8313133085,111667.49006928588,646980.2224609373,231064.36516462048,312668.9721940005,98051.29456202804,42742.506856493674,465.6620144561739,52181.477120636024
10.0,3282249.451996049,4467293.575103753,2185207.255585447,1117941.9461784258,178766.4923507407,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,700566.3807374965,245947.2281592537,503073.8757802916,109260.36277927236,625421.1005145255,223364.67875518766,305929.0157819626,98467.48355988147,42903.95816417777,469.40497724277964,52378.582258767026
10.25,3295463.0945588406,4319792.224380087,2137458.2724775486,1106531.2638515634,179449.45291573403,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,698411.3083872533,243436.87804734395,497939.0687332036,106872.91362387744,604770.9114132123,215989.61121900438,299244.1581468568,98863.89283676521,43067.86869977617,473.0952395380607,52578.68970431007
10.5,3308028.035283131,4178555.8139271685,2090162.4564952655,1096398.5313959992,180136.80759978382,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,696374.298270516,241207.67690711984,493379.3391281997,104508.12282476328,584997.8139498036,208927.79069635842,292622.7439093372,99240.84105849393,43232.833823948116,476.7180877811906,52780.08462673666
10.75,3319955.196475334,4043357.594584834,2043373.8707976576,1087373.467356065,180823.5107618784,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,694451.646731825,239222.16281833433,489318.0603102293,102168.6935398829,566070.0632418768,202167.87972924171,286072.3419116721,99598.65589426001,43397.642582850815,480.26076335904935,52981.28865323037
11.0,3331255.7769255573,3913972.977552247,1997141.3112153066,1079311.0236542276,181505.22365160834,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,692639.7688130719,237448.42520393006,485689.9606444024,99857.06556076533,547956.2168573146,195698.64887761234,279599.7835701429,99937.67330776672,43561.253676386,483.71225986526844,53181.03052992124
11.25,3341941.2252479573,3790180.6072264067,1951508.5869210376,1072087.6957908864,182178.2304764955,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,690935.1933543682,235859.293073995,482439.4631058989,97575.42934605188,530625.285011697,189509.03036132036,273211.2021689453,100258.23675743872,43722.775314358914,487.06315101769934,53378.221529613176
11.5,3352023.2128375974,3671763.2562810834,1906514.7969122399,1065598.2759387488,182839.3628985087,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,689334.5584992747,234431.62070652476,479519.224172437,95325.739845612,514046.85587935173,183588.16281405417,266912.07156771363,100560.69638512791,43881.447095642085,490.30543092499084,53571.93332926305
11.75,3361513.606224759,3558508.596756911,1862194.6060763109,1059752.9089620726,183485.92995201636,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,687834.6076275895,233145.63997165597,476888.8090329327,93109.73030381555,498191.2035459676,177925.42983784556,260707.24485068355,100845.40818674277,44036.62318848392,493.43236006760486,53761.37747594079
12.0,3370424.4378823065,3450209.5219713612,1818578.5150184352,1054475.2570961239,184115.66846249718,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,686432.1858527894,231984.55656114724,474513.86569325574,90928.92575092177,483029.3330759906,172510.47609856806,254600.99210258096,101112.73313646919,44187.76043099932,496.43835870642977,53945.89085951167
12.25,3378767.8807495176,3346664.779481146,1775693.1147618897,1049699.9497933628,184726.68238331072,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,685124.2362466784,230933.98895453982,472364.97740701324,88784.65573809449,468533.0691273605,167333.2389740573,248597.0360666646,101363.03642248553,44334.40377199457,499.3188649233185,54124.917938310035
12.5,3386556.2207058263,3247679.217500289,1733561.3418519793,1045370.9731718992,185317.39862553362,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,683907.7966991792,229981.61409781783,470416.93792735465,86678.06709259897,454675.0904500405,162383.96087501445,242698.58785927712,101596.68662117478,44476.17567012807,502.0702312962578,54297.99779728135
12.75,3393801.8300534105,3153063.9938029624,1692202.7246843758,1041440.1750899379,185886.52585295355,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,682779.9969220578,229116.83851978634,468648.07879047206,84610.1362342188,441428.9591324148,157653.19969014812,236908.38145581263,101814.05490160231,44612.76620470885,504.6896252976195,54464.752074915385
13.0,3400517.141652906,3062636.642789751,1651633.619861975,1037866.143332423,186433.02083517835,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,681738.0556488758,228330.55153313305,467039.7644995903,82581.68099309877,428769.1299905652,153131.83213948755,231228.70678067653,102015.51424958717,44743.9250004428,507.1749464961259,54624.87510470725
13.25,3406714.624280819,2976221.0623672022,1611867.4368090746,1034613.312391644,186956.0599379907,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,680779.277938744,227614.92872616168,465575.9905762398,80593.37184045374,416670.94873140834,148811.0531183601,225661.44115327045,102201.43872842457,44869.454385117766,509.52475479093954,54778.12556183127
13.5,3412406.7595495726,2893647.5425918363,1572914.8527301077,1031650.9962422923,187455.01021086468,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,679901.0525281323,226963.21917330433,464242.94830903155,78645.7426365054,405110.6559628571,144682.37712959183,220208.0793822151,102372.20278648718,44989.202450607525,511.73819516399107,54924.31799178335
13.75,3417606.0200354895,2814752.707662713,1534784.0158466354,1028952.6660976658,187929.40578950092,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,679100.8492821412,226369.58654148647,463028.69974394963,76739.20079233177,394065.37907277985,140737.63538313564,214869.76221852898,102528.18060106468,45103.05738948022,513.8149348543126,55063.315896323766
14.0,3422324.848038552,2739379.446032926,1497480.743717393,1026495.2716117017,188378.92546848988,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,678376.2168287118,225828.95975457437,461922.8722252658,74874.03718586965,383513.12244460965,136968.9723016463,209647.30412043503,102669.74544115656,45210.942112437566,515.7551019820922,55195.02516226753
14.25,3426575.6369444965,2667376.7824249556,1461008.7010156251,1024258.7638297448,188803.3755318387,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,677724.780067418,225336.92804254385,460916.44372338516,73050.43505078126,373432.7495394938,133368.8391212478,204541.21814218754,102797.26910833489,45312.81012764129,517.5592374162251,55319.38903082874
14.5,3430370.7126684105,2598599.738860768,1425369.5764169674,1022225.6489386263,189202.6730546826,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,677144.2379351369,224889.6427664978,460001.54202238185,71268.47882084838,363803.96344050753,129929.9869430384,199551.74069837545,102911.12138005231,45408.64153312382,519.2282467242878,55436.38320502199
14.75,3433722.3168944772,2532909.1825447585,1390563.2462151344,1020380.6136361191,189576.8315427071,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,676632.361158174,224483.7349999462,459171.2761362536,69528.16231075673,354607.2855562662,126645.45912723793,194678.85447011882,103011.66950683431,45498.439570249706,520.7633577874706,55546.01164201318
15.0,3436642.5931424703,2470171.652533147,1356587.9171361565,1018710.2663017607,189925.9500931913,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,676186.9898280678,224116.25858638735,458419.61983579234,67829.39585680782,345824.0313546406,123508.58262665736,189922.30839906193,103099.27779427411,45582.22802236591,522.1660877066498,55648.30337730505
15.25,3439143.567647622,2410259.2195337145,1323440.3071517989,1017202.6807961017,190250.19631725195,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,675806.0320157096,223784.58977514238,457741.20635824575,66172.01535758995,337436.29073472007,120512.96097668573,185281.64300125185,103174.30702942866,45660.047116140464,523.4381911265396,55743.30752095482
15.5,3441237.1453889455,2353049.2566224784,1291115.715549441,1015847.4996780503,190549.80699833052,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,675487.4603160315,223486.44992917107,457131.37485512265,64555.785777472054,329426.895927147,117652.46283112392,180756.20017692176,103237.11436166835,45731.95367959932,524.5816591114796,55831.09345051084
15.75,3442935.081771838,2298424.358766554,1259608.2711806335,1014635.1240208759,190825.05998104758,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,675229.3123318838,223219.7272845927,456585.80580939417,62980.41355903167,321779.4102273176,114921.2179383277,176345.1579652887,103288.05245315513,45798.01439545142,525.5986347919712,55911.74257444694
16.0,3444248.994709586,2246272.0239547435,1228910.8851414158,1013557.4033882548,191076.29316329779,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,675029.6852339251,222982.62874541606,456100.83152471465,61445.54425707079,314478.08335366414,112313.60119773718,172047.52391979823,103327.46984128757,45858.31035919147,526.491464512418,55985.353896846245
16.25,3445190.3282375247,2196484.6136162775,1199015.5579370204,1012606.5393253879,191303.8674391268,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,674886.7379070069,222773.43865158534,455672.94269642455,59950.777896851025,307507.8459062789,109824.23068081388,167862.17811118287,103355.70984712573,45912.92818539043,527.2625870845706,56052.03315966415
16.5,3445770.3733840343,2148959.0389511525,1169913.2690248354,1011775.9718809981,191508.19276452612,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,674798.6846015302,222590.71381381957,455299.1873464492,58495.66345124177,300854.2654531614,107447.95194755762,163787.85766347699,103373.11120152102,45961.96626348627,527.9146055106582,56111.90048000615
16.75,3446000.2324841726,2103596.671164225,1141594.2779077282,1011059.4148277892,191689.6944370981,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,674763.7973747407,222433.07126211363,454976.73667250515,57079.71389538641,294503.5339629915,105179.83355821125,159823.19890708197,103380.00697452517,46005.52666490355,528.450185276048,56165.08047006974
17.0,3445890.8375517605,2060303.1398686224,1114048.033838045,1010451.428361265,191848.83104422843,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,674780.4005129429,222299.3142394783,454703.14276256924,55702.401691902254,288442.4395816072,103015.15699343113,155966.72473732632,103376.72512655282,46043.71945061482,528.872103272258,56211.70749595892
17.25,3445452.9233904267,2018988.1378462228,1087263.4115321236,1009946.9023112754,191986.073809966,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,674846.8720060094,222188.3185084806,454476.1060400739,54363.17057660618,282658.3392984712,100949.40689231115,152216.87761449732,103363.5877017128,46076.65771439184,529.1831834070382,56251.919626320036
17.5,3444697.0394612197,1979565.3294153197,1061228.6688321715,1009541.2305972126,192101.91335472107,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,674961.639312014,222099.07073138678,454293.5537687457,53061.43344160858,277139.1461181448,98978.26647076599,148572.013636504,103340.9111838366,46104.459205133055,529.3863137662747,56285.86061293327
17.75,3443633.530516185,1941952.1004495174,1035931.6280475849,1009230.0927162366,192196.8481699792,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,675123.1800277445,222030.62039757206,454153.54172230646,51796.58140237925,271873.29406293243,97097.60502247588,145030.4279266619,103309.00591548554,46127.24356079501,529.484408654135,56313.676513803905
18.0,3442272.5470186383,1906069.4936552502,1011359.642558698,1009009.5473427281,192271.38900599646,3000000.0,1e-06,0.22,0.45,0.14,0.05,0.03,0.24,0.293,8e-10,1.0,675330.0181938191,221982.1004154002,454054.29630422767,50567.9821279349,266849.72911173507,95303.47468276252,141590.34995821773,103268.17641055914,46145.13336143915,529.4804191619863,56335.51697875696
