data_generator_T,data_generator_VCT,data_generator_VRE,data_generator_VTC
430.0,-29.275717,-57.529659,-70.180244
435.0,-27.735327,-65.143883,-67.361664
440.0,-56.342194,-75.121765,-66.220985
445.0,-67.831245,-80.890907,-65.586189
450.0,-65.001358,-82.897217,-65.347656
455.0,-66.274918,-84.003525,-58.235878
460.0,-68.158638,-84.91053,-61.837372
465.0,-69.675331,-85.73378,-63.32415
470.0,-70.697639,-86.466263,-64.0924
475.0,-71.309845,-87.094521,-64.52272
480.0,-71.634201,-87.617836,-64.771271
485.0,-71.773476,-88.045082,-64.925049
490.0,-71.800804,-88.389381,-65.02697
495.0,-71.764229,-88.664551,-65.097977
500.0,-71.693817,-88.883263,-65.148727
505.0,-71.607735,-89.056442,-65.185013
510.0,-71.516624,-89.193161,-65.21022
515.0,-71.426506,-89.300797,-65.226494
520.0,-71.340584,-89.385315,-65.235252
525.0,-71.260429,-89.451477,-65.237511
530.0,-71.186646,-89.503075,-65.234001
535.0,-71.119293,-89.543137,-65.225288
540.0,-71.058136,-89.574066,-65.211792
545.0,-71.002792,-89.597748,-65.193848
550.0,-70.952827,-89.615707,-65.171738
555.0,-70.907768,-89.629128,-65.145668
560.0,-70.867165,-89.638962,-65.115829
565.0,-70.830589,-89.645958,-65.082359
570.0,-70.797646,-89.650711,-65.045372
575.0,-70.767967,-89.653694,-65.004982
580.0,-70.741234,-89.655273,-64.961266
585.0,-70.717133,-89.655754,-64.914276
590.0,-70.695389,-89.655357,-64.864067
595.0,-70.675774,-89.654274,-64.810669
600.0,-70.658058,-89.652641,-64.754112
605.0,-70.642036,-89.650589,-64.694405
610.0,-70.627533,-89.648201,-64.631538
615.0,-70.614395,-89.645554,-64.565506
620.0,-70.602478,-89.642693,-64.496277
625.0,-70.591637,-89.639664,-64.42382
630.0,-70.581764,-89.636513,-64.348091
635.0,-70.572762,-89.633255,-64.26902
640.0,-70.564514,-89.629913,-64.186546
645.0,-70.556953,-89.626503,-64.100563
650.0,-70.549988,-89.623032,-64.010979
655.0,-70.543556,-89.619507,-63.917671
660.0,-70.537582,-89.615944,-63.820492
665.0,-70.532021,-89.612335,-63.719288
670.0,-70.52681,-89.608681,-63.613857
675.0,-70.521904,-89.60498,-63.503994
680.0,-70.51725,-89.601234,-63.389435
685.0,-70.512817,-89.597435,-63.26989
690.0,-70.508553,-89.593582,-63.145012
695.0,-70.504417,-89.589653,-63.0144
700.0,-70.500389,-89.585655,-62.877571
705.0,-70.496414,-89.581573,-62.733955
710.0,-70.49247,-89.577385,-62.582867
715.0,-70.48851,-89.573082,-62.423454
720.0,-70.484497,-89.568642,-62.254681
725.0,-70.480392,-89.564041,-62.075226
730.0,-70.476143,-89.55925,-61.883392
735.0,-70.471703,-89.554237,-61.676945
740.0,-70.467003,-89.54895,-61.452824
745.0,-70.46196,-89.543335,-61.206715
750.0,-70.456467,-89.537308,-60.93219
755.0,-70.450386,-89.530754,-60.619007
760.0,-70.443497,-89.523491,-60.249317
765.0,-70.435463,-89.515251,-59.787281
770.0,-70.42569,-89.505501,-59.1422
775.0,-70.412872,-89.492935,-57.937721
780.0,-70.392639,-48.859997,-18.980822
785.0,-25.348293,-54.790134,-77.152573
790.0,-28.467024,-55.033482,-77.005371
795.0,-29.709213,-53.872944,-69.488022
800.0,-20.129206,-67.479637,-72.814743
805.0,-45.828358,-81.310722,-70.010101
810.0,-65.863922,-84.211617,-67.74501
815.0,-65.306877,-84.793655,-61.576351
820.0,-67.061035,-85.283844,-62.458721
825.0,-68.855629,-85.840149,-64.092796
830.0,-70.177147,-86.428947,-64.896591
835.0,-71.017601,-86.99588,-65.339088
840.0,-71.494614,-87.504013,-65.575348
845.0,-71.728554,-87.937859,-65.706902
850.0,-71.811226,-88.296921,-65.784721
855.0,-71.80497,-88.588364,-65.833023
860.0,-71.749626,-88.822105,-65.863419
865.0,-71.669601,-89.008148,-65.881721
870.0,-71.579414,-89.155487,-65.891075
875.0,-71.487411,-89.271729,-65.893341
880.0,-71.398178,-89.363144,-65.889694
885.0,-71.314102,-89.434807,-65.880943
890.0,-71.236221,-89.490784,-65.867676
895.0,-71.164871,-89.534317,-65.850334
900.0,-71.09993,-89.568001,-65.829247
905.0,-71.041084,-89.59388,-65.804695
910.0,-70.987907,-89.613579,-65.776878
915.0,-70.939941,-89.628387,-65.745979
920.0,-70.896713,-89.639336,-65.712128
925.0,-70.857788,-89.647224,-65.675453
930.0,-70.822731,-89.652695,-65.636032
935.0,-70.791176,-89.656265,-65.593948
940.0,-70.762756,-89.658325,-65.549271
945.0,-70.737152,-89.659203,-65.502037
950.0,-70.714088,-89.659142,-65.452286
955.0,-70.693291,-89.658356,-65.400047
960.0,-70.674538,-89.656982,-65.345345
965.0,-70.6576,-89.655167,-65.28817
970.0,-70.642303,-89.653,-65.228539
975.0,-70.628471,-89.650551,-65.166435
980.0,-70.615952,-89.647896,-65.101845
985.0,-70.604607,-89.645065,-65.034752
990.0,-70.594307,-89.642113,-64.965126
995.0,-70.584938,-89.639061,-64.892929
1000.0,-70.576408,-89.635941,-64.818115
1005.0,-70.568626,-89.632751,-64.740631
1010.0,-70.561501,-89.629517,-64.660408
1015.0,-70.55497,-89.626251,-64.577393
1020.0,-70.54895,-89.622955,-64.491493
1025.0,-70.543404,-89.619637,-64.402618
1030.0,-70.538254,-89.616295,-64.310669
1035.0,-70.533463,-89.61293,-64.21553
1040.0,-70.528984,-89.609543,-64.117058
1045.0,-70.524765,-89.60614,-64.015121
1050.0,-70.52079,-89.602707,-63.909542
1055.0,-70.516998,-89.599243,-63.800133
1060.0,-70.513374,-89.595749,-63.686676
1065.0,-70.50988,-89.592224,-63.568932
1070.0,-70.506485,-89.588646,-63.446613
1075.0,-70.503174,-89.585022,-63.319397
1080.0,-70.499901,-89.581337,-63.186905
1085.0,-70.496651,-89.577583,-63.048695
1090.0,-70.493393,-89.573746,-62.904247
1095.0,-70.490105,-89.569824,-62.752934
1100.0,-70.486755,-89.565788,-62.594009
1105.0,-70.483315,-89.561623,-62.426552
1110.0,-70.479752,-89.55732,-62.24942
1115.0,-70.476021,-89.552834,-62.061165
1120.0,-70.472084,-89.548149,-61.859909
1125.0,-70.467888,-89.543221,-61.643158
1130.0,-70.463364,-89.537994,-61.407463
1135.0,-70.458427,-89.532402,-61.147881
1140.0,-70.452965,-89.52636,-60.856903
1145.0,-70.446815,-89.519737,-60.522243
1150.0,-70.439728,-89.512314,-60.121582
1155.0,-70.431313,-89.503761,-59.607143
1160.0,-70.420792,-89.493378,-58.842331
1165.0,-70.406349,-89.479141,-57.014275
1170.0,-70.378326,-58.892437,-79.460541
1175.0,-27.237288,-39.30949,-76.959579
1180.0,-28.824877,-52.411911,-72.85952
1185.0,-30.642742,-59.207253,-71.770996
1190.0,-57.742725,-71.130569,-69.581512
1195.0,-59.859329,-81.299583,-67.537033
1200.0,-65.114807,-83.81221,-66.521965
1205.0,-65.819221,-84.64341,-59.502052
1210.0,-67.71032,-85.308609,-62.656162
1215.0,-69.358696,-85.970032,-64.003609
1220.0,-70.50499,-86.605026,-64.73864
1225.0,-71.207085,-87.178085,-65.140816
1230.0,-71.589783,-87.670815,-65.362488
1235.0,-71.764404,-88.080803,-65.491951
1240.0,-71.811913,-88.414879,-65.572655
1245.0,-71.786057,-88.683556,-65.625427
1250.0,-71.720688,-88.897873,-65.660507
1255.0,-71.636353,-89.067902,-65.683235
1260.0,-71.545151,-89.202271,-65.696632
1265.0,-71.453941,-89.308128,-65.702522
1270.0,-71.366463,-89.391273,-65.702133
1275.0,-71.284569,-89.456375,-65.696297
1280.0,-71.209015,-89.507156,-65.685623
1285.0,-71.139961,-89.546585,-65.670593
1290.0,-71.077217,-89.577019,-65.65155
1295.0,-71.020416,-89.600327,-65.628777
1300.0,-70.969124,-89.618004,-65.602509
1305.0,-70.922867,-89.631218,-65.572922
1310.0,-70.881187,-89.6409,-65.540161
1315.0,-70.843651,-89.647797,-65.504349
1320.0,-70.809845,-89.652489,-65.465599
1325.0,-70.779411,-89.655441,-65.423973
1330.0,-70.751999,-89.657021,-65.379547
1335.0,-70.727303,-89.657516,-65.332375
1340.0,-70.705048,-89.657158,-65.282486
1345.0,-70.684967,-89.656128,-65.229919
1350.0,-70.666855,-89.654572,-65.17469
1355.0,-70.65049,-89.652603,-65.116806
1360.0,-70.635704,-89.650314,-65.056267
1365.0,-70.622314,-89.647774,-64.993065
1370.0,-70.610191,-89.645035,-64.927185
1375.0,-70.599197,-89.642136,-64.858604
1380.0,-70.589195,-89.63913,-64.787285
1385.0,-70.580101,-89.636024,-64.713181
1390.0,-70.5718,-89.632851,-64.636253
1395.0,-70.564217,-89.629616,-64.556427
1400.0,-70.557259,-89.626335,-64.47364
1405.0,-70.550865,-89.623016,-64.38781
1410.0,-70.54496,-89.619675,-64.298836
1415.0,-70.539497,-89.616295,-64.206619
1420.0,-70.534416,-89.612892,-64.111031
1425.0,-70.529671,-89.609467,-64.01194
1430.0,-70.525215,-89.60601,-63.909184
1435.0,-70.521004,-89.602531,-63.802586
1440.0,-70.516998,-89.599007,-63.691936
1445.0,-70.513176,-89.595459,-63.577011
1450.0,-70.509491,-89.591858,-63.457535
1455.0,-70.50592,-89.588211,-63.333199
1460.0,-70.502426,-89.584503,-63.203651
1465.0,-70.498985,-89.580734,-63.068462
1470.0,-70.49556,-89.576889,-62.927147
1475.0,-70.492134,-89.572952,-62.77911
1480.0,-70.48867,-89.568916,-62.623646
1485.0,-70.485138,-89.564758,-62.459885
1490.0,-70.481506,-89.560455,-62.286762
1495.0,-70.47773,-89.555992,-62.102921
1500.0,-70.473778,-89.551331,-61.906628
1505.0,-70.469582,-89.54644,-61.69558
1510.0,-70.465096,-89.541275,-61.466644
1515.0,-70.460228,-89.535767,-61.21537
1520.0,-70.45488,-89.529831,-60.935112
1525.0,-70.448898,-89.523354,-60.615253
1530.0,-70.44207,-89.516159,-60.237122
1535.0,-70.434052,-89.507942,-59.762825
1540.0,-70.42421,-89.498154,-59.09441
1545.0,-70.411156,-89.485382,-57.801949
1550.0,-70.389946,36.2938,-56.299679
1555.0,-26.913986,-50.86068,-77.035484
1560.0,-28.557203,-49.762589,-76.838776
1565.0,-29.321541,-57.852802,-71.168198
1570.0,-30.94265,-68.041351,-70.60778
1575.0,13.439857,-80.258179,-68.190437
1580.0,-65.644951,-83.682861,-66.784264
1585.0,-65.390633,-84.550964,-60.413757
1590.0,-67.186684,-85.183083,-62.063419
1595.0,-68.953224,-85.82328,-63.777798
1600.0,-70.239212,-86.457016,-64.626366
1605.0,-71.051857,-87.042313,-65.096512
1610.0,-71.510239,-87.553383,-65.352608
1615.0,-71.732704,-87.982834,-65.499146
1620.0,-71.808739,-88.334892,-65.588692
1625.0,-71.79892,-88.619102,-65.646461
1630.0,-71.741852,-88.846329,-65.684677
1635.0,-71.661194,-89.026878,-65.709595
1640.0,-71.570969,-89.169731,-65.724648
1645.0,-71.479256,-89.282379,-65.731895
1650.0,-71.390472,-89.370941,-65.732666
1655.0,-71.306908,-89.440346,-65.727859
1660.0,-71.229553,-89.494553,-65.718132
1665.0,-71.158707,-89.536697,-65.703987
1670.0,-71.094246,-89.56929,-65.685791
1675.0,-71.035843,-89.594322,-65.663841
1680.0,-70.983063,-89.613358,-65.638382
1685.0,-70.935463,-89.627655,-65.609589
1690.0,-70.892563,-89.638199,-65.577637
1695.0,-70.85392,-89.645782,-65.542633
1700.0,-70.81913,-89.651016,-65.504684
1705.0,-70.787804,-89.654404,-65.46389
1710.0,-70.75959,-89.656326,-65.420303
1715.0,-70.734177,-89.657097,-65.373985
1720.0,-70.711273,-89.65696,-65.324982
1725.0,-70.69062,-89.656113,-65.273315
1730.0,-70.671989,-89.654701,-65.219009
1735.0,-70.655167,-89.652847,-65.162086
1740.0,-70.639961,-89.650658,-65.102531
1745.0,-70.626213,-89.648193,-65.040352
1750.0,-70.613762,-89.645515,-64.975525
1755.0,-70.60247,-89.642685,-64.908035
1760.0,-70.592216,-89.639717,-64.837852
1765.0,-70.582893,-89.636658,-64.764931
1770.0,-70.574394,-89.633522,-64.689232
1775.0,-70.566628,-89.630318,-64.610687
1780.0,-70.559517,-89.627075,-64.529243
1785.0,-70.552979,-89.623795,-64.444817
1790.0,-70.546967,-89.620476,-64.357323
1795.0,-70.541397,-89.617134,-64.266655
1800.0,-70.536232,-89.613762,-64.172699
1805.0,-70.53141,-89.610367,-64.075333
1810.0,-70.526901,-89.606949,-63.974403
1815.0,-70.522644,-89.6035,-63.869743
1820.0,-70.518608,-89.600021,-63.761169
1825.0,-70.514763,-89.596504,-63.648457
1830.0,-70.511063,-89.592957,-63.531361
1835.0,-70.507492,-89.589355,-63.409595
1840.0,-70.504013,-89.585701,-63.282829
1845.0,-70.500587,-89.581993,-63.150681
1850.0,-70.4972,-89.578209,-63.012699
1855.0,-70.49382,-89.574341,-62.868351
1860.0,-70.490417,-89.570381,-62.716999
1865.0,-70.486954,-89.566315,-62.557869
1870.0,-70.483414,-89.562111,-62.390015
1875.0,-70.479744,-89.557762,-62.212254
1880.0,-70.475922,-89.553238,-62.023087
1885.0,-70.471886,-89.5485,-61.820557
1890.0,-70.467598,-89.54351,-61.602047
1895.0,-70.462967,-89.538223,-61.363934
1900.0,-70.457924,-89.532562,-61.10096
1905.0,-70.452332,-89.526421,-60.805073
1910.0,-70.44603,-89.519676,-60.462917
1915.0,-70.438751,-89.5121,-60.049706
1920.0,-70.430061,-89.503319,-59.510605
1925.0,-70.41909,-89.492531,-58.677887
1930.0,-70.403679,-89.477173,-56.257809
1935.0,-21.359812,-54.047985,-78.491997
1940.0,-27.991934,-51.804977,-76.94091
1945.0,-29.053579,-55.380836,-71.193161
1950.0,-28.342514,-60.660965,-71.770561
1955.0,-57.470402,-73.841896,-69.35907
1960.0,-67.861351,-82.298927,-67.418945
1965.0,-65.014336,-84.077934,-66.515823
1970.0,-66.094025,-84.798698,-59.899841
1975.0,-67.993942,-85.440697,-62.987667
1980.0,-69.569313,-86.089668,-64.178947
1985.0,-70.640015,-86.71064,-64.84639
1990.0,-71.284531,-87.268089,-65.209534
1995.0,-71.62851,-87.745384,-65.410942
2000.0,-71.778908,-88.141403,-65.529678
2005.0,-71.812103,-88.463501,-65.604294
2010.0,-71.77829,-88.722244,-65.65329
2015.0,-71.70887,-88.928467,-65.685799
2020.0,-71.622818,-89.091995,-65.706642
2025.0,-71.531235,-89.221176,-65.718575
2030.0,-71.440407,-89.322899,-65.723282
2035.0,-71.353691,-89.402771,-65.721909
2040.0,-71.272728,-89.465271,-65.715233
2045.0,-71.198181,-89.514,-65.70385
2050.0,-71.130112,-89.551804,-65.688187
2055.0,-71.068306,-89.580956,-65.668594
2060.0,-71.012383,-89.603256,-65.64534
2065.0,-70.961891,-89.620132,-65.618637
2070.0,-70.916374,-89.632721,-65.588661
2075.0,-70.875359,-89.641914,-65.555565
2080.0,-70.838425,-89.648422,-65.519447
2085.0,-70.805168,-89.652817,-65.480423
2090.0,-70.775223,-89.655533,-65.43856
2095.0,-70.748253,-89.656929,-65.393921
2100.0,-70.723953,-89.65728,-65.346558
2105.0,-70.702049,-89.656815,-65.296509
2110.0,-70.682297,-89.655708,-65.243797
2115.0,-70.664467,-89.654091,-65.188446
2120.0,-70.648361,-89.652077,-65.130463
2125.0,-70.633804,-89.649757,-65.069839
2130.0,-70.620636,-89.647194,-65.006569
2135.0,-70.608696,-89.64444,-64.940643
2140.0,-70.59787,-89.641541,-64.872032
2145.0,-70.588028,-89.638527,-64.80069
2150.0,-70.579063,-89.635429,-64.726593
2155.0,-70.570892,-89.632263,-64.649673
2160.0,-70.563416,-89.629036,-64.569878
2165.0,-70.556557,-89.625771,-64.487137
2170.0,-70.550255,-89.622467,-64.401367
2175.0,-70.544441,-89.619133,-64.312469
2180.0,-70.539047,-89.615768,-64.220345
2185.0,-70.534035,-89.612389,-64.12487
2190.0,-70.52935,-89.608971,-64.025902
2195.0,-70.524948,-89.605537,-63.92329
2200.0,-70.52079,-89.602066,-63.816856
2205.0,-70.516838,-89.598572,-63.706394
2210.0,-70.513054,-89.595032,-63.591679
2215.0,-70.509415,-89.591454,-63.472439
2220.0,-70.505875,-89.58783,-63.348373
2225.0,-70.502419,-89.584145,-63.219124
2230.0,-70.499016,-89.580399,-63.084278
2235.0,-70.495628,-89.576569,-62.943348
2240.0,-70.492233,-89.572655,-62.79575
2245.0,-70.4888,-89.568642,-62.640785
2250.0,-70.485298,-89.564507,-62.477608
2255.0,-70.481697,-89.560234,-62.305161
2260.0,-70.477951,-89.555801,-62.12212
2265.0,-70.47403,-89.55117,-61.926788
2270.0,-70.469879,-89.546318,-61.716919
2275.0,-70.465431,-89.541183,-61.489456
2280.0,-70.460609,-89.535721,-61.240089
2285.0,-70.455315,-89.529839,-60.962406
2290.0,-70.449402,-89.52343,-60.646225
2295.0,-70.442673,-89.516312,-60.273815
2300.0,-70.434776,-89.508209,-59.809727
2305.0,-70.425125,-89.498596,-59.164749
2310.0,-70.412445,-89.486191,-57.973671
2315.0,-70.392464,-53.79076,-8.6389322
2320.0,-25.089855,-54.071552,-77.183243
2325.0,-28.464211,-52.591194,-76.953178
2330.0,-29.730076,-31.198534,-70.613464
2335.0,-19.048214,-66.685707,-70.736412
2340.0,-47.536945,-79.39344,-68.289513
2345.0,-65.91835,-83.496681,-66.818695
2350.0,-65.282562,-84.466484,-61.215031
2355.0,-67.023666,-85.114624,-61.77309
2360.0,-68.82103,-85.759819,-63.664703
2365.0,-70.150177,-86.399376,-64.557495
2370.0,-70.998543,-86.992096,-65.054993
2375.0,-71.481903,-87.511147,-65.325745
2380.0,-71.720398,-87.948158,-65.480087
2385.0,-71.806114,-88.306892,-65.574081
2390.0,-71.801811,-88.596718,-65.634644
2395.0,-71.747673,-88.82856,-65.674812
2400.0,-71.668373,-89.012848,-65.701218
2405.0,-71.578598,-89.158691,-65.717476
2410.0,-71.486816,-89.27372,-65.725754
2415.0,-71.39769,-89.364182,-65.727425
2420.0,-71.313637,-89.435089,-65.723434
2425.0,-71.235748,-89.490486,-65.714447
2430.0,-71.16436,-89.533585,-65.700989
2435.0,-71.099373,-89.566925,-65.683434
2440.0,-71.040482,-89.592545,-65.662086
2445.0,-70.987259,-89.612045,-65.637192
2450.0,-70.93924,-89.626709,-65.608948
2455.0,-70.895958,-89.63755,-65.577507
2460.0,-70.856979,-89.645363,-65.542999
2465.0,-70.821884,-89.65078,-65.505531
2470.0,-70.790283,-89.654305,-65.465195
2475.0,-70.761826,-89.656342,-65.422058
2480.0,-70.736183,-89.657204,-65.376175
2485.0,-70.713081,-89.657135,-65.327591
2490.0,-70.692253,-89.656342,-65.276337
2495.0,-70.673462,-89.654976,-65.222435
2500.0,-70.656502,-89.653152,-65.165894
2505.0,-70.641167,-89.650986,-65.106728
2510.0,-70.627304,-89.648544,-65.04493
2515.0,-70.614754,-89.645882,-64.980476
2520.0,-70.603371,-89.643059,-64.913361
2525.0,-70.593033,-89.640106,-64.843544
2530.0,-70.583633,-89.637047,-64.770988
2535.0,-70.575073,-89.633919,-64.695648
2540.0,-70.567245,-89.630722,-64.61747
2545.0,-70.560089,-89.62748,-64.536385
2550.0,-70.553513,-89.624199,-64.452324
2555.0,-70.547455,-89.62088,-64.365196
2560.0,-70.541855,-89.617538,-64.274895
2565.0,-70.536659,-89.614166,-64.18132
2570.0,-70.531815,-89.610779,-64.084335
2575.0,-70.527275,-89.607353,-63.983795
2580.0,-70.523003,-89.603912,-63.879539
2585.0,-70.518951,-89.600433,-63.771374
2590.0,-70.515091,-89.596924,-63.659092
2595.0,-70.511383,-89.593369,-63.542439
2600.0,-70.507805,-89.589775,-63.421143
2605.0,-70.504318,-89.586128,-63.294868
2610.0,-70.500893,-89.58242,-63.163246
2615.0,-70.497505,-89.578644,-63.025822
2620.0,-70.494125,-89.574783,-62.882076
2625.0,-70.490723,-89.570831,-62.73138
2630.0,-70.487274,-89.566772,-62.572975
2635.0,-70.483742,-89.562584,-62.40593
2640.0,-70.480087,-89.55825,-62.229084
2645.0,-70.47628,-89.553734,-62.04097
2650.0,-70.472267,-89.549019,-61.839672
2655.0,-70.467995,-89.544052,-61.622646
2660.0,-70.463402,-89.538795,-61.386368
2665.0,-70.458397,-89.533165,-61.125759
2670.0,-70.452866,-89.527069,-60.833069
2675.0,-70.446632,-89.520386,-60.495552
2680.0,-70.439453,-89.512894,-60.089828
2685.0,-70.430908,-89.504234,-59.565128
2690.0,-70.420189,-89.493668,-58.772018
2695.0,-70.405327,-89.478966,-56.724072
2700.0,-69.925873,-56.418343,-79.046097
2705.0,-27.664951,-52.082767,-76.987015
2710.0,-28.83342,-57.40794,-72.010529
2715.0,-30.508192,-59.91748,-71.866463
2720.0,-58.043827,-72.699905,-69.585281
2725.0,-66.007545,-81.9869,-67.541267
2730.0,-65.055649,-84.004738,-66.55233
2735.0,-65.939644,-84.746536,-59.668167
2740.0,-67.838104,-85.387062,-62.839336
2745.0,-69.454613,-86.035767,-64.104698
2750.0,-70.566986,-86.660378,-64.806229
2755.0,-71.242981,-87.223946,-65.188904
2760.0,-71.608025,-87.70816,-65.400352
2765.0,-71.771553,-88.110825,-65.524353
2770.0,-71.812477,-88.438782,-65.601967
2775.0,-71.782944,-88.702461,-65.65284
2780.0,-71.715683,-88.912743,-65.686668
2785.0,-71.630531,-89.079552,-65.708527
2790.0,-71.539124,-89.211357,-65.721283
2795.0,-71.448067,-89.315178,-65.726707
2800.0,-71.360916,-89.396713,-65.725967
2805.0,-71.279434,-89.460548,-65.719872
2810.0,-71.204323,-89.510323,-65.709015
2815.0,-71.135712,-89.548958,-65.693855
2820.0,-71.073387,-89.578773,-65.674744
2825.0,-71.016983,-89.601601,-65.651939
2830.0,-70.966049,-89.618896,-65.625679
2835.0,-70.92012,-89.631805,-65.59613
2840.0,-70.878738,-89.641266,-65.563446
2845.0,-70.841476,-89.64798,-65.52774
2850.0,-70.80793,-89.652534,-65.489113
2855.0,-70.77771,-89.65538,-65.447647
2860.0,-70.750504,-89.656876,-65.403404
2865.0,-70.72599,-89.657318,-65.35643
2870.0,-70.703896,-89.656914,-65.30677
2875.0,-70.683968,-89.655861,-65.254456
2880.0,-70.665985,-89.654282,-65.199493
2885.0,-70.649742,-89.652306,-65.141899
2890.0,-70.635063,-89.650009,-65.081673
2895.0,-70.62178,-89.647469,-65.018806
2900.0,-70.609749,-89.64473,-64.953285
2905.0,-70.598831,-89.641846,-64.885078
2910.0,-70.588913,-89.638847,-64.814156
2915.0,-70.57988,-89.635757,-64.740479
2920.0,-70.571648,-89.632599,-64.663994
2925.0,-70.564117,-89.629379,-64.584648
2930.0,-70.55722,-89.626122,-64.502357
2935.0,-70.550873,-89.622826,-64.417053
2940.0,-70.545021,-89.619499,-64.328644
2945.0,-70.539604,-89.616142,-64.237022
2950.0,-70.534561,-89.612762,-64.142067
2955.0,-70.529854,-89.60936,-64.04364
2960.0,-70.525436,-89.605927,-63.941597
2965.0,-70.521263,-89.60247,-63.835758
2970.0,-70.517303,-89.598984,-63.725925
2975.0,-70.513512,-89.595459,-63.611874
2980.0,-70.509865,-89.591888,-63.493343
2985.0,-70.506332,-89.588272,-63.370033
2990.0,-70.502876,-89.584602,-63.241596
2995.0,-70.499474,-89.580864,-63.107632
3000.0,-70.496094,-89.577057,-62.967663
3005.0,-70.492714,-89.573166,-62.821121
3010.0,-70.489296,-89.569168,-62.667332
3015.0,-70.485817,-89.565056,-62.505466
3020.0,-70.482239,-89.560814,-62.334511
3025.0,-70.478531,-89.556404,-62.153187
3030.0,-70.474648,-89.551811,-61.959866
3035.0,-70.470535,-89.546997,-61.752396
3040.0,-70.466141,-89.541924,-61.527874
3045.0,-70.461395,-89.536514,-61.28223
3050.0,-70.456184,-89.530708,-61.009457
3055.0,-70.450386,-89.524391,-60.70013
3060.0,-70.443802,-89.517403,-60.338116
3065.0,-70.436119,-89.509483,-59.891979
