Time,D_1,E_1,R_1,RS_1,theta_1,X_1,GF_1,k1_1,dD_1,aD_1,aE_1,k2_1,aF_1,pX_1,RT_1,qX_1,pS_1,pD_1,qD_1,pE_1,qE_1,atheta_1,k3_1,dtheta_1,qtheta_1,aX_1,f_1,g_1,dX_1,dE_1,fC_1_1,Rb_phos,cell,_1,cyclinD_1,cyclinEsynthesis_1,cyclinEdegradation_1,pRBsynthesis_1,pRBdeplation_1,_2,null2_1,null3_1,E2Fdegradationviacellcycleprogression_1,cellcycleprogression_1,cellcycleprogressionslow_1
0.1,0.009579702531996154,0.016028436754928238,2.499677240073669,0.0003226778468298122,0.004198879724899948,0.00013464960926397182,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,8.207950097371963e-08,1.0,0.09581749049429658,6.141906246605051e-05,0.1605792458855911,4.316445492326744e-07,6.630067040654621e-12,0.006297506449283513,2.432775777165878e-06,8.055701505352289e-07,0.04521594083674343,2.260495474442178e-07,0.0027518829975480734,0.0001400355936345307
0.11,0.010537199731409265,0.01763450306228984,2.4996113616548046,0.0003885188275531344,0.004585195838610239,0.00016194829856237768,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.1951764244955143e-07,1.0,0.09581749049429658,7.432731237259855e-05,0.1606348754059654,5.711755533861756e-07,1.1611055082808491e-11,0.006876724568161489,3.216548547994551e-06,1.0642456289024177e-06,0.04521599878416048,2.968656095873745e-07,0.0030155790326991706,0.0001684262305048728
0.12,0.011494561689844092,0.01924111999713502,2.4995397344232595,0.0004600972266989959,0.004965774338486444,0.00019157803808209838,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.6835004146287247e-07,1.0,0.09581749049429658,8.846729631550453e-05,0.16068967870994758,7.372352039106716e-07,1.9346665326200045e-11,0.0074472901627357455,4.148241412510823e-06,1.3714148488148194e-06,0.04521605587093546,3.8029047112240197e-07,0.0032773109911095723,0.0001992411596053823
0.13,0.012451776088831868,0.020848279084498746,2.4994624442648843,0.0005373251205525917,0.0053407030098030365,0.00022349531816243985,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.3061456300155214e-07,1.0,0.09581749049429658,0.00010383924119906202,0.16074366843861715,9.318985534258775e-07,3.0916119156561157e-11,0.008009331959385073,5.23910293986652e-06,1.730682500000094e-06,0.045216112110236156,4.770934202023408e-07,0.0035371089300368667,0.00023243513088893746
0.14,0.01340883060777146,0.02245597195536925,2.499379575775223,0.0006201157277428003,0.0057100684880361,0.0002576573831883728,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,3.084970341404869e-07,1.0,0.09581749049429658,0.0001204433296329651,0.16079685706748273,1.1571893941943856e-06,4.7676549468994995e-11,0.00856297713316508,6.5000402083126684e-06,2.1455307946954333e-06,0.045216167515057894,5.879915205930647e-07,0.003795002514380328,0.0002679636785159077
0.15,0.014365712924519195,0.024064190344059287,2.4992912122936266,0.0007083833828009662,0.006073956286084328,0.00029402220807580286,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,4.043235724005001e-07,1.0,0.09581749049429658,0.000138279700097497,0.16084925691040167,1.4150812761033453e-06,7.13018242845447e-11,0.009108351341799716,7.941624500005352e-06,2.6193220294964217e-06,0.0452162220982276,7.136517840183858e-07,0.004051021026066706,0.000305783096398835
0.16,0.01532241071576182,0.02567292608785053,2.4991974359089366,0.0008020435334849064,0.006432450797301893,0.00033254849288053353,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,5.205575783762129e-07,1.0,0.09581749049429658,0.00015734844711737687,0.16090088012001702,1.7074985756696051e-06,1.0382315753730912e-10,0.009645578723536372,9.574097191997606e-06,3.155301191389757e-06,0.04521627587240429,8.546933040345997e-07,0.004305193365144551,0.0003458504325957549
0.17,0.016278911657382794,0.027282171126267973,2.4990983274696066,0.0009010127340682675,0.006785635302578935,0.00037319565486760675,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,6.597963251309125e-07,1.0,0.09581749049429658,0.0001776496214344464,0.16095173868877688,2.036317543935538e-06,1.4767086353523903e-10,0.01017478190129624,1.1407375609272437e-05,3.756598530522233e-06,0.045216328850080076,1.0116893173178153e-06,0.004557548052258494,0.000388123481062311
0.18,0.0172352034250788,0.028891917498723725,2.4989939666145196,0.0010052086217884415,0.007133591994609206,0.000415923807084749,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,8.247636920089008e-07,1.0,0.09581749049429658,0.00019918323017243894,0.16100184445242924,2.4033672640095304e-06,2.0571614794706586e-10,0.010696082012890825,1.3451058644690623e-05,4.426232035482344e-06,0.04521638104358388,1.1851691626676056e-06,0.004808113237001748,0.00043256075936813897
0.19,0.018191273694666086,0.030502157344198342,2.4988844317779204,0.0011145499142614043,0.0074764019807238,0.00046069375400571797,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.0183078180681093e-06,1.0,0.09581749049429658,0.00022194923701043253,0.16105120909042975,2.810430674434363e-06,2.813144730068103e-10,0.011209598709206585,1.57144325898661e-05,5.1671099582390665e-06,0.0452164324650818,1.3756202125162057e-06,0.005056916698923542,0.0004791215041659467
0.2,0.01914711014249073,0.03211288290076057,2.4987698001966123,0.0012289564054292225,0.007814145287265222,0.0005074669853982326,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.243397958372583e-06,1.0,0.09581749049429658,0.000245947562357508,0.1610998441265717,3.2592455756190836e-06,3.783494602776652e-10,0.011715450154900211,1.8206476947579828e-05,5.9820333129554e-06,0.04521648312657778,1.5834897384103815e-06,0.005303985849056825,0.0005277656648141619
0.21,0.02010270044597976,0.03372408650292704,2.4986501479439442,0.001348348938650127,0.008146900887147063,0.0005562056535270849,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.5031174056545638e-06,1.0,0.09581749049429658,0.0002711780835130606,0.1611477609329547,3.751505514592896e-06,5.012759818493507e-10,0.012213753064172795,2.0935869883630685e-05,6.873698236184256e-06,0.04521653303991776,1.8091866666880822e-06,0.005549347739382277,0.0005784538796681683
0.22,0.021058032283934637,0.03533576058229843,2.498525549922973,0.0014726494142423322,0.008474746692392983,0.0006068725761658582,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.800662784656737e-06,1.0,0.09581749049429658,0.00029764063484777017,0.16119497072891012,4.288860811071888e-06,6.551652408218995e-10,0.012704622684041444,2.3910994130041084e-05,7.844698476684263e-06,0.04521658221678855,2.053083343101209e-06,0.005793029060292323,0.0006311474792124926
0.23,0.02201309333709223,0.03694789766481382,2.4983960799016978,0.0016017807614041822,0.008797759582852952,0.0006594312131351347,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.1393368978550598e-06,1.0,0.09581749049429658,0.0003253350079619515,0.16124148458513635,4.872919395980198e-06,8.457479131242969e-10,0.013188172832230446,2.7139942323399902e-05,8.89752767986726e-06,0.04521663066872211,2.315517162199111e-06,0.006035056150441232,0.0006858084616605401
0.24,0.022967871288419917,0.038560490371338914,2.4982618105067815,0.0017356669451756344,0.009116015399303096,0.0007138456691295704,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.5225480428936464e-06,1.0,0.09581749049429658,0.0003542609518669071,0.16128731342270516,5.505247810218557e-06,1.0794593843611855e-09,0.013664515881642391,3.063052284345659e-05,1.003458181843242e-05,0.045216678407094583,2.596792215415715e-06,0.006275454994392087,0.0007423994958947532
0.25,0.023922353823678945,0.040173531414852005,2.4981228132595485,0.0018742329375700832,0.009429588972929823,0.000770080669903979,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.953802881400236e-06,1.0,0.09581749049429658,0.00038441817314110847,0.1613324680173074,6.187371996871556e-06,1.3634823774028384e-09,0.014133762799761999,3.43902650253223e-05,1.1258161398206655e-05,0.04521672544313063,2.897180800837383e-06,0.006514251232721108,0.0008008838967001381
0.26,0.024876528631698543,0.04178701360127961,2.4979791585665985,0.00201740472706578,0.00973855411583174,0.0008281015672214944,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,3.4367063359574956e-06,1.0,0.09581749049429658,0.0004158063361141634,0.1613769589978853,6.92077829054511e-06,1.7057921024569587e-09,0.014596023129552393,3.842642497612173e-05,1.2570473844921893e-05,0.045216771787902066,3.2169249682903887e-06,0.006751470158766878,0.0008612256299103542
0.27,0.02583038340495898,0.043400929826389587,2.497830915759355,0.0021651092865902053,0.010042983653669941,0.0008878743129165308,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,3.974954054797308e-06,1.0,0.09581749049429658,0.00044842506301894517,0.161420796851334,7.706914149908844e-06,2.1151977132541817e-09,0.015051405033961572,4.274599060950729e-05,1.3973635615833238e-05,0.04521681745233274,3.5562379101501853e-06,0.006987136729811365,0.000923389285433192
0.28,0.02678390583983777,0.045015273076967385,2.4976781530804195,0.00231727458652641,0.010342949412574408,0.0009493654666870073,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,4.57233305395377e-06,1.0,0.09581749049429658,0.00048227393417923144,0.16146399192061622,8.547189146551643e-06,2.6013871102988087e-09,0.015500015271721831,4.735568745632295e-05,1.5469674549191264e-05,0.045216862447196575,3.915305412561462e-06,0.007221275562590836,0.0009873400853544875
0.29,0.02773708363721483,0.04663003642738165,2.4975209377270944,0.0024738295591868694,0.010638522255330764,0.001012542167751364,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,5.23271371877243e-06,1.0,0.09581749049429658,0.0005173524881570636,0.16150655440997316,9.442975633301218e-06,3.1749667234910414e-09,0.01594195924749855,5.226198349833763e-05,1.7060531875480774e-05,0.045216906783122984,4.294287131762358e-06,0.007453910945681387,0.0010530438544614185
0.3,0.02868990450268903,0.04824521304112813,2.497359335833149,0.0026347041156237175,0.010929772064400507,0.001077372145689753,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,5.960051227216212e-06,1.0,0.09581749049429658,0.0005536602219447414,0.16154849438247917,1.0395609738675895e-05,3.847505748882581e-09,0.016377340982135374,5.7471094980834754e-05,1.874806453351844e-05,0.04521695047059435,4.693317958903279e-06,0.007685066833673005,0.0011204670315173432
0.31,0.029642356147206922,0.04986079616704553,2.497193412516591,0.0027998291063593053,0.011216767781882008,0.001143823689509511,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,6.758377049997932e-06,1.0,0.09581749049429658,0.0005911965911067413,0.16158982176579653,1.1406391966734342e-05,4.631573806253247e-09,0.01680626316878645,6.298899102468482e-05,2.053404707593809e-05,0.045216993519951974,5.112509186390051e-06,0.007914766860841891,0.0011895766370898916
0.32,0.030594426287248313,0.05147677914124728,2.4970232318565935,0.0029691363422196812,0.01149957738842452,0.0012118656616889538,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,7.631801187013565e-06,1.0,0.09581749049429658,0.0006299610099767405,0.16163054634913868,1.2476588203124754e-05,5.540784461485836e-09,0.01722882713725728,6.882139944929092e-05,2.242017395603294e-05,0.04521703594139295,5.551949793353279e-06,0.008143034333913245,0.0012603402881565119
0.33,0.03154610264547988,0.05309315538296809,2.4968488569457583,0.0031425585511149173,0.011778267947174861,0.0012814674644850317,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,8.584503126574106e-06,1.0,0.09581749049429658,0.0006699528517934096,0.16167067778959868,1.3607430242024388e-05,6.589830343783317e-09,0.017645132916422647,7.49738111427413e-05,2.4408061322357668e-05,0.04521707774497677,6.011707506332046e-06,0.008369892247093554,0.001332726163064433
0.34,0.032497372950908585,0.054709918396903534,2.4966703498619656,0.003320029403111368,0.01205290557836896,0.001352599057331256,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,9.620734922943797e-06,1.0,0.09581749049429658,0.0007111714489031796,0.16171022560849063,1.4800116810064334e-05,7.794525870799054e-09,0.0180552791923198,8.145148590505701e-05,2.649924928093943e-05,0.04521711894062144,6.491830012179036e-06,0.008595363273348899,0.0014067030196245063
0.35000000000000003,0.03344822493956128,0.056327061768668155,2.4964877717253553,0.003501483463063064,0.012323555507467054,0.001425230920227417,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.0744811581808733e-05,1.0,0.09581749049429658,0.0007536160928891901,0.1617491991982808,1.6055814015653096e-05,9.171839445472196e-09,0.018459363377142095,8.82594565565207e-05,2.8695203574011888e-05,0.04521715953811081,6.992345917198646e-06,0.008819469780867345,0.0014822401570365137
0.36,0.0343986463546049,0.05794457916756193,2.4963011826648707,0.0036868562201279797,0.012590282035216931,0.0014993340746362524,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.19611150015686e-05,1.0,0.09581749049429658,0.0007972860347805477,0.16178760781827678,1.7375656397276708e-05,1.0739935359689144e-08,0.01885748156075778,9.540253481244077e-05,3.0997317822631184e-05,0.04521719954708997,7.513265893983723e-06,0.009042233822783064,0.0015593074376217026
0.37,0.03534862494705312,0.059562464341622115,2.49611064188018,0.0038760840360603926,0.012853148590171707,0.0015748800438014831,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.3274083759728939e-05,1.0,0.09581749049429658,0.0008421804851736902,0.16182546060219025,1.8760747290251625e-05,1.2518202723611439e-08,0.019249728586556897,0.00010288531511011658,3.340691508469398e-05,0.045217238977073214,8.054583542927673e-06,0.009263677155135864,0.0016378752455535426
0.38,0.03629814847585227,0.061180711120834196,2.495916207602696,0.004069104179366616,0.013112217694028684,0.0016518408772813302,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.4688217937042225e-05,1.0,0.09581749049429658,0.0008882986144489064,0.16186276655314566,2.021215990610688e-05,1.4527296578664903e-08,0.019636197996084626,0.00011071218052748315,3.5925250083357606e-05,0.04521727783743879,8.616276479195605e-06,0.009483821224974726,0.0017179145123725835
0.39,0.03724720470861613,0.06279931341176048,2.4957179371626474,0.004265854769077501,0.013367551018714174,0.0017301891080480079,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.620806827506982e-05,1.0,0.09581749049429658,0.0009356395528833542,0.16189953455190037,2.1730937611584236e-05,1.6789163231139947e-08,0.02001698211200507,0.000118887306309559,3.85535106396288e-05,0.04521731613743749,9.198307100350438e-06,0.009702687189878125,0.0017993966723699282
0.4,0.03819578142167654,0.06441826520121255,2.4955158869443688,0.0044662748137293,0.01361920934681185,0.0018098977807896816,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.7838241901824148e-05,1.0,0.09581749049429658,0.0009842023908756426,0.16193577335114642,2.3318095045999157e-05,1.932708065686809e-08,0.020392171975554128,0.00012741466584436205,4.1292819892301286e-05,0.04521735388618671,9.80062361936513e-06,0.009920295904373929,0.001882293692021269
0.41000000000000003,0.03914386640084727,0.06603756055044054,2.495310112458717,0.004670304150444563,0.013867252633389731,0.001890940405651238,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,1.9583390838295855e-05,1.0,0.09581749049429658,0.0010339861790497225,0.16197149158441362,2.4974618307093647e-05,2.2165679935748073e-08,0.020761857436870302,0.00013629803387007737,4.4144237600529756e-05,0.04521739109267969,1.0423160741934996e-05,0.010136667941080913,0.001966578021877288
0.42,0.04009144744143847,0.06765719359928286,2.4951006682924435,0.004877883488914096,0.014111739961341595,0.0019732909904298765,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.1448218642472483e-05,1.0,0.09581749049429658,0.0010849899284883506,0.16200669775963872,2.670146611344696e-05,2.533098507835137e-08,0.021126127084987553,0.00014554099252254423,4.710876236126634e-05,0.04521742776577889,1.1065840651140423e-05,0.010351823575385222,0.0020522226300470716
0.43,0.0410385123490505,0.06927715855990114,2.494887608186144,0.005088954345623417,0.01435272960812216,0.002056923990823517,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.343746823241233e-05,1.0,0.09581749049429658,0.001137212610827053,0.16204140026877512,2.8499569891589092e-05,2.8850430260857943e-08,0.021485068345770207,0.00015514693420477728,5.018733277735622e-05,0.0452174639142259,1.1728573597861193e-05,0.010565782808260309,0.002139200950456458
0.44,0.04198504893955126,0.07089744972142166,2.4946709849775197,0.0053034590930009584,0.014590278995835924,0.0021418143466389876,6.3,0.05,0.4,0.4,0.16,1000.0,0.9,0.48,2.5,0.8,0.6,0.48,0.6,0.096,0.6,0.05,1.5,0.12,0.3,0.08,0.35,0.528,1.04,0.2,0.003,2.5555929479281758e-05,1.0,0.09581749049429658,0.0011906531584973054,0.1620756073806059,3.036983499069144e-05,3.275289926484778e-08,0.02183876740418329,0.00016511906772108279,5.3380829678667085e-05,0.045217499546634066,1.2411258842403712e-05,0.010778565349143787,0.002227486920504547
