Time,EGF,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,pro_EGFR,EGF_EGFR,EGFR_i,EGF_EGFR_i,Inhibitor,pEGFR_total,pAkt_total,pEGFR_scaleFactor,pAkt_scaleFactor,pS6_scaleFactor,pS6_total,EGF_conc_step,EGF_conc_pulse,EGF_conc_ramp,EGFR_turnover,EGF_binding_kf,EGF_binding_kb,inhibitor_binding_kf,inhibitor_binding_kb,pulse_time,ramp_time,Cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15
0.1,30.0,66828.38188946494,1.3101042932208355,2.9442578063761268e-08,0.04330897051849166,3.8930257491290245e-11,3.54317,5.811498168494245e-18,1.181556667579759e-22,68190.2000000002,1360.5109115603277,0.0,0.0,0.0,0.0002380918090792355,2.3381048976495087e-09,0.000181735,60.0588,49886.2,5.894337223021737e-18,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13453.57043223434,8.81746088415483e-07,1.554983262117294e-09,0.1306428140574058,2.8992739293799405e-16,7.060854044757139e-21,1.276764510735853e-12,1.336364222166059e-25,7.254482617200021,26.175005478600298,7.1096042356926175,0.0,0.0,0.0,0.0
0.11,30.0,66694.01090611455,1.5833190613153725,3.9147018301026396e-08,0.04330896079603531,5.694636962460672e-11,3.54317,9.351337747954784e-18,2.09073098520052e-22,68190.2000000002,1494.60875989064,0.0,0.0,0.0,0.0002877444967225326,3.4201311856404533e-09,0.000181735,60.0588,49886.2,1.0429862407391017e-17,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13420.943683457559,1.065610515474519e-06,2.0675145392522382e-09,0.15788762680293214,4.2409975033531206e-16,1.1361688337010104e-20,1.867624527482527e-12,2.364658558881492e-25,7.254482617200021,28.754927392412007,7.095309044257902,0.0,0.0,0.0,0.0
0.12,30.0,66559.96593171745,1.8820140471023727,5.0770241057073085e-08,0.043308949149178724,8.058019624118805e-11,3.54317,1.4435521471499942e-17,3.5195598331982767e-22,68190.2000000002,1628.3549766662495,0.0,0.0,0.0,0.0003420278320768795,4.839550756990362e-09,0.000181735,60.0588,49886.2,1.7557746575089586e-17,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13388.397164329666,1.2666169091809958e-06,2.681384588212364e-09,0.18767331156862035,6.001092138644704e-16,1.7538869877443e-20,2.6427242319652512e-12,3.980692562543915e-25,7.254482617200021,31.328084231579638,7.081048535611693,0.0,0.0,0.0,0.0
0.13,30.0,66426.24616461841,2.206096320909228,6.448229015256063e-08,0.04330893540682178,1.1088803908689116e-10,3.54317,2.152135719608652e-17,5.682775963971752e-22,68190.2000000002,1761.75043076315,0.0,0.0,0.0,0.0004009249265991276,6.6598038544586665e-09,0.000181735,60.0588,49886.2,2.834920982938876e-17,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13355.930677394388,1.4847017874144252e-06,3.4055741203463525e-09,0.21999060146327568,8.258224361259735e-16,2.6148018566101203e-20,3.6367063075015e-12,6.42733327077133e-25,7.254482617200021,33.894492712495314,7.0668226244690935,0.0,0.0,0.0,0.0
0.14,30.0,66292.85080513512,2.5554732125626214,8.045248581657695e-08,0.04330891939849869,1.4901545754759445e-10,3.54317,3.11480494776098e-17,8.855520989143233e-22,68190.2000000002,1894.7959889182398,0.0,0.0,0.0,0.00046441893890610057,8.94969143247394e-09,0.000181735,60.0588,49886.2,4.417682911685971e-17,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13323.544025681449,1.7198018383061547e-06,4.2490256311652766e-09,0.25483025547281707,1.10977080292629e-15,3.7844257154306355e-20,4.8871407488224165e-12,1.0015771349140778e-24,7.254482617200021,36.4541695103969,7.052631225755105,0.0,0.0,0.0,0.0
0.15,30.0,66159.77905555374,2.9300523107543746,9.884942665707162e-08,0.04330890095437641,1.9619687835664973e-10,3.54317,4.394302157532493e-17,1.3383219404432446e-21,68190.2000000002,2027.4925157343082,0.0,0.0,0.0,0.0005324930746593468,1.1783351717011499e-08,0.000181735,60.0588,49886.2,6.676379598533979e-17,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13291.237012705442,1.9718539191778976e-06,5.220643504409246e-09,0.2921830583970398,1.4611475266312442e-15,5.3389892353588284e-20,6.434512061960355e-12,1.5136688810801183e-24,7.254482617200021,39.007131259463925,7.0384742546041394,0.0,0.0,0.0,0.0
0.16,30.0,66027.03012012367,3.3297414623407757,1.1984099183200538e-07,0.04330887990525293,2.537551646194133e-10,3.54317,6.062888581566452e-17,1.9693144663871342e-21,68190.2000000002,2159.8408736855445,0.0,0.0,0.0,0.0006051305864378035,1.5240234322142546e-08,0.000181735,60.0588,49886.2,9.824161533308185e-17,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13259.009442464565,2.2407950554428815e-06,6.3292941267147155e-09,0.33203982077974475,1.88980443653931e-15,7.366288368831607e-20,8.322205129891202e-12,2.2273340477731765e-24,7.254482617200021,41.55339455292356,7.0243516263594765,0.0,0.0,0.0,0.0
0.17,30.0,65894.60320505245,3.754448771624701,1.435943432657578e-07,0.04330885608255546,3.2310117532389835e-10,3.54317,8.203053869890642e-17,2.8307221391419824e-21,68190.2000000002,2291.8419231231837,0.0,0.0,0.0,0.000682314773607333,1.9405073795198664e-08,0.000181735,60.0588,49886.2,1.4121397077766476e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13226.861119439342,2.5265624395035466e-06,7.583806004672058e-09,0.37439137883715223,2.406248698401685e-15,9.966546390839733e-20,1.0596490766157635e-11,3.2016033538123647e-24,7.254482617200021,44.09297594315924,7.01026325657271,0.0,0.0,0.0,0.0
0.18,30.0,65762.4975185011,4.204082599720049,1.7027592760186358e-07,0.043308829318338904,4.057333762304456e-10,3.54317,1.0908140199618028e-16,3.9854428681302816e-21,68190.2000000002,2423.496522280504,0.0,0.0,0.0,0.0007640289822052189,2.436786624764719e-08,0.000181735,60.0588,49886.2,1.9881860000812085e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13194.791848591492,2.829093429714323e-06,8.992969867957584e-09,0.4192285943945235,3.0216399165800824e-15,1.3253172179731913e-19,1.3306512953528939e-11,4.507615592712711e-24,7.254482617200021,46.62589194180684,6.996209061003258,0.0,0.0,0.0,0.0
0.19,30.0,65630.71227057956,4.678551563922107,2.000514781310565e-07,0.04330879944528426,5.032374546065884e-10,3.54317,1.428295907136826e-16,5.50838921101939e-21,68190.2000000002,2554.8055272777833,0.0,0.0,0.0,0.0008502566048257396,3.0223846216899995e-08,0.000181735,60.0588,49886.2,2.747926058587555e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13162.80143536281,3.148325549356768e-06,1.0565538771161432e-08,0.46654235482337414,3.747787264841046e-15,1.735350961253101e-19,1.6504276208768594e-11,6.2300983654471505e-24,7.254482617200021,49.15215901985,6.982188955617877,0.0,0.0,0.0,0.0
0.2,30.0,65499.246673341964,5.17776453705571,2.3308601678261567e-07,0.0433087662966971,6.172859202252497e-10,3.54317,1.8444429877629282e-16,7.487904047797004e-21,68190.2000000002,2685.7697921274244,0.0,0.0,0.0,0.0009409810805017068,3.707346270312748e-08,0.000181735,60.0588,49886.2,3.7354307890921086e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13130.889685673976,3.4841964856075986e-06,1.2310228198958742e-08,0.5163235729764731,4.597146514848438e-15,2.2409613412722023e-19,2.0244632496891334e-11,8.468969236139367e-24,7.254482617200021,51.671793607718726,6.968202856590158,0.0,0.0,0.0,0.0
0.21,30.0,65368.099940781736,5.7016306468007985,2.695438561800964e-07,0.043308729706505886,7.496376924766221e-10,3.54317,2.352224018058893e-16,1.0027290774746591e-20,68190.2000000002,2816.3901687392604,0.0,0.0,0.0,0.001036185894581896,4.502235437209014e-08,0.000181735,60.0588,49886.2,5.002234330471633e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13099.05640592338,3.836644088499265e-06,1.4235716174681229e-08,0.5685631871205875,5.582816961239615e-15,2.857905137461194e-19,2.4585267690001795e-11,1.1341066412053889e-23,7.254482617200021,54.1848120953915,6.954250680300006,0.0,0.0,0.0,0.0
0.22,30.0,65237.27128882675,6.250059275021038,3.0958860168119206e-07,0.043308689509260326,9.021376895839153e-10,3.54317,2.9659501382106625e-16,1.324642339692145e-20,68190.2000000002,2946.6675069258386,0.0,0.0,0.0,0.001135854578609033,5.418132488432307e-08,0.000181735,60.0588,49886.2,6.6081372686350275e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13067.301402985904,4.205606369890708e-06,1.6350643368050646e-08,0.623252160869533,6.718538362369855e-15,3.603570098923191e-19,2.9586688095132e-11,1.49819697903861e-23,7.254482617200021,56.6912308324969,6.9403323433331225,0.0,0.0,0.0,0.0
0.23,30.0,65106.759935334514,6.822960057106134,3.5338315336864786e-07,0.04330864554012983,1.0767164265221725e-09,3.54317,3.701338897927441e-16,1.7283419923660625e-20,68190.2000000002,3076.6026544075903,0.0,0.0,0.0,0.0012399707102002707,6.466631874700711e-08,0.000181735,60.0588,49886.2,8.622041429957186e-16,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13035.624484211752,4.591021502455559e-06,1.8663613200327107e-08,0.6803814831185895,8.018687945871602e-15,4.497052734203882e-19,3.531220726750647e-11,1.9547893602058638e-23,7.254482617200021,59.19106612841307,6.926447762480497,0.0,0.0,0.0,0.0
0.24,30.0,64976.5651000875,7.420242881323171,4.010897080070823e-07,0.04330859763490191,1.275389618684434e-09,3.54317,4.575577235510006e-16,2.2296381991248485e-20,68190.2000000002,3206.1964568179383,0.0,0.0,0.0,0.0013485179129293047,7.65983975110125e-08,0.000181735,60.0588,49886.2,1.1122817712918202e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,13004.025457425294,4.992827818684496e-06,2.1183191947656848e-08,0.7399421679798178,9.498277457016253e-15,5.5592348295999465e-19,4.182793301229843e-11,2.5217653959741862e-23,7.254482617200021,61.68433425236599,6.912596854737909,0.0,0.0,0.0,0.0
0.25,30.0,64846.68600478841,8.041817888167776,4.5286976099454054e-07,0.043308545629980655,1.500257785569572e-09,3.54317,5.607384352684703e-16,2.846521226307158e-20,68190.2000000002,3335.4497577084007,0.0,0.0,0.0,0.001461479856208457,9.010371596924335e-08,0.000181735,60.0588,49886.2,1.4200212719980414e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12972.504130923893,5.410963809895356e-06,2.3917908844141766e-08,0.8019252547173576,1.1172950207237334e-14,6.812859840824861e-19,4.92027543870968e-11,3.2194724373779216e-23,7.254482617200021,64.1710514335277,6.89877953730542,0.0,0.0,0.0,0.0
0.26,30.0,64717.12187305546,8.687595469712308,5.088841083175021e-07,0.04330848936238515,1.7535058527714773e-09,3.54317,6.817074764449243e-16,3.5993514157602767e-20,68190.2000000002,3464.363398553719,0.0,0.0,0.0,0.0015788402551702198,1.0531349825296458e-07,0.000181735,60.0588,49886.2,1.795579645969003e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12941.060313476755,5.845368125248994e-06,2.687625618509139e-08,0.8663218076824295,1.3058978110003226e-14,8.282609497310542e-19,5.750832864866392e-11,4.0709384382531877e-23,7.254482617200021,66.65123386111485,6.884995727586878,0.0,0.0,0.0,0.0
0.27,30.0,64587.87193041765,9.357486268953878,5.692928485007708e-07,0.04330842866974793,2.037402753993985e-09,3.54317,8.2266212369848e-16,4.5110571045044736e-20,68190.2000000002,3592.9382187569895,0.0,0.0,0.0,0.0017005828705487689,1.223640139296739e-07,0.000181735,60.0588,49886.2,2.2503949692673105e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12909.69381432376,6.295979570772772e-06,3.0066689430004565e-08,0.9331229162483193,1.517325871688161e-14,9.995180270511793e-19,6.681906820053753e-11,5.1020958063366496e-23,7.254482617200021,69.12489768448759,6.871245343189411,0.0,0.0,0.0,0.0
0.28,30.0,64458.93540431003,10.051401179165103,6.342553845433183e-07,0.043308363390313444,2.354301034924498e-09,3.54317,9.859717316777784e-16,5.607339720612623e-20,68190.2000000002,3721.175055654771,0.0,0.0,0.0,0.0018266915085619723,1.413965542126025e-07,0.000181735,60.0588,49886.2,2.7972887077042542e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12878.404443174295,6.762737108393617e-06,3.349762730480927e-08,1.0023196947456365,1.753331226744626e-14,1.1979359345538673e-18,7.721212760159082e-11,6.342013370807289e-23,7.254482617200021,71.59205901324769,6.857528301922927,0.0,0.0,0.0,0.0
0.29,30.0,64330.31152406905,10.769251343248506,7.039304258365393e-07,0.04330829336293654,2.706636459517847e-09,3.54317,1.1741839343688562e-15,6.916887155570092e-20,68190.2000000002,3849.0747445221646,0.0,0.0,0.0,0.001957150020794063,1.6255740831496853e-07,0.000181735,60.0588,49886.2,3.450572160202007e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12847.192010206101,7.245579854981205e-06,3.717745190317357e-08,1.073903282397935,2.015727875713375e-14,1.426609996579473e-18,8.876739065363922e-11,7.823137710692885e-23,7.254482617200021,74.05273391733637,6.84384452179961,0.0,0.0,0.0,0.0
0.3,30.0,64201.99952092786,11.510948153092789,7.784759900716058e-07,0.04330821842708093,3.096927617563987e-09,3.54317,1.3900308155466016e-15,8.471594010312523e-20,68190.2000000002,3976.638118577885,0.0,0.0,0.0,0.002091942304078652,1.8599783988133473e-07,0.000181735,60.0588,49886.2,4.226156331172526e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12816.056326064127,7.744447081399993e-06,4.11145087872408e-08,1.1478648432575211,2.3063915014661302e-14,1.6888596402728101e-18,1.0156745753115202e-10,9.58154225754367e-23,7.254482617200021,76.50693842713179,6.83019392103343,0.0,0.0,0.0,0.0
0.31,30.0,64073.998628011635,12.27640324892977,8.58049405139595e-07,0.0433081384228177,3.52777553280088e-09,3.5431699999999995,1.6364350602730911e-15,1.0306788996771404e-19,68190.2000000002,4103.866008989315,0.0,0.0,0.0,0.0022310523003818603,2.1187406345170748e-07,0.000181735,60.0588,49886.2,5.141665372507376e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12784.997201859382,8.259278211569198e-06,4.5317107087983085e-08,1.2241955661413273,2.627259178350489e-14,1.9882358695306004e-18,1.156976319288442e-10,1.1657184491128392e-22,7.254482617200021,78.95468853354632,6.816576418039645,0.0,0.0,0.0,0.0
0.32,30.0,63946.30808033294,13.065528518692421,9.428073110227777e-07,0.0433080531908238,4.0018632718303794e-09,3.543169999999999,1.916516082252958e-15,1.246147006812851e-19,68190.2000000002,4230.7592448775595,0.0,0.0,0.0,0.002374463996685654,2.403472209738625e-07,0.000181735,60.0588,49886.2,6.216553881126725e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12754.014449167771,8.79001282153097e-06,4.979351960508809e-08,1.302886664566897,2.980329080935752e-14,2.328528709615699e-18,1.3124590823560348e-10,1.4094171876454708e-22,7.254482617200021,81.39600018812385,6.8029919314343,0.0,0.0,0.0,0.0
0.33,30.0,63818.92711478709,13.878236097374762,1.0329056616746564e-06,0.043307962572380544,4.521955554314383e-09,3.5431699999999986,2.233596119001863e-15,1.49785472670599e-19,68190.2000000002,4357.318653322488,0.0,0.0,0.0,0.0025221614248715127,2.715833583925592e-07,0.000181735,60.0588,49886.2,7.472228046740035e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12723.107880028976,9.336590638527206e-06,5.4551982906251474e-08,1.3839293766885528,3.367660193712217e-14,2.7137746126648836e-18,1.4830295875040536e-10,1.694103652999009e-22,7.254482617200021,83.83088930313667,6.789440380033739,0.0,0.0,0.0,0.0
0.34,30.0,63691.85497014747,14.714438366393704,1.1284997268886578e-06,0.04330786640937216,5.09089836451756e-09,3.543169999999998,2.5912062941473487e-15,1.7905092940963194e-19,68190.2000000002,4483.545059367753,0.0,0.0,0.0,0.002674128661604458,3.057534023196278e-07,0.000181735,60.0588,49886.2,8.93217047471478e-15,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12692.277306945289,9.89895154008503e-06,5.9600697425870264e-08,1.4673149652337603,3.791372021793311e-14,3.148263823263146e-18,1.669621209423908e-10,2.025101821808819e-22,7.254482617200021,86.25937175168214,6.775921682854109,0.0,0.0,0.0,0.0
0.35000000000000003,30.0,63565.09088706096,15.574047952952546,1.229744094156745e-06,0.04330776454428429,5.711618563978981e-09,3.5431699999999977,2.993092650703943e-15,2.1292599140689296e-19,68190.2000000002,4609.439286025804,0.0,0.0,0.0,0.0028303498282173743,3.430331367718537e-07,0.000181735,60.0588,49886.2,1.0622068592522543e-14,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12661.522542880493,1.0477035553110657e-05,6.494782756320375e-08,1.5530347174396562,4.253644302458457e-14,3.636547708752277e-18,1.8731938474796746e-10,2.4082355480102406e-22,7.254482617200021,88.68146336777905,6.762435759110867,0.0,0.0,0.0,0.0
0.36,30.0,63438.63410804329,16.456977729405878,1.3367926705186206e-06,0.04330765682020254,6.387123505181945e-09,3.5431699999999973,3.4432221573624652e-15,2.519724226595323e-19,68190.2000000002,4735.002154282883,0.0,0.0,0.0,0.0029908090905955936,3.836031799688123e-07,0.000181735,60.0588,49886.2,1.2569946671277961e-14,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12630.843401258715,1.1070782852991409e-05,7.060150178003749e-08,1.6410799449897164,4.7567167174393346e-14,4.1834460567522485e-18,2.094733799006481e-10,2.8498584947638424e-22,7.254482617200021,91.0971799464638,6.748982528218293,0.0,0.0,0.0,0.0
0.37,30.0,63312.48387747448,17.363140812626032,1.4497986844012647e-06,0.04330754308081101,7.120500646270491e-09,3.543169999999997,3.945788686804622e-15,2.9680155040672505e-19,68190.2000000002,4860.2344831040145,0.0,0.0,0.0,0.003155490659061756,4.2764896119356374e-07,0.000181735,60.0588,49886.2,1.4806301503899966e-14,30.0,0.0,0.0,0.000106386,0.00673816,0.040749,2.43466029020655e-05,5.25096686262403e-05,60.0,3600.0,1.0,12600.239695963297,1.1680133762705932e-05,7.656981269783684e-08,1.7314419839505804,5.3028886059856444e-14,4.79405433869388e-18,2.335253632952163e-10,3.3568848954101415e-22,7.254482617200021,93.50653724388644,6.735561909788999,0.0,0.0,0.0,0.0
