T,H,IC,ICA,IH,INA,INN,INR,INV,S1,X,XE,XN,XR,XV,Y,YN,YR,YV
0.81599998,0.13735795,2.9678535,0.73785353,0.75546873,-0.0020541644,-0.001105588,-0.0064264806,0.0032548083,0.80478114,1.7589344,0.58921045,-1.5490127,1.2019191,-1.7637076,5.7881346,0.0,4.0505576,0.0
0.86400002,0.13963012,2.9828806,0.75288057,0.76796561,-0.00064602739,-0.0023263742,-0.0075465189,0.0016918894,0.82266778,1.7612902,0.58947891,-1.5472463,1.0319542,-1.7654308,5.7820072,0.0,4.2143564,0.0
0.912,0.14189629,2.9982502,0.76825017,0.78042966,-0.00072347431,-0.001749278,-0.0066665262,0.00052710244,0.83891553,1.7623512,0.58975291,-1.5413485,0.63626128,-1.7669177,5.7763062,0.0,4.3656731,0.0
0.95999998,0.1441565,3.0139575,0.7839576,0.79286081,0.00054279045,-0.0013373713,-0.007984302,0.00069037412,0.85367459,1.7646335,0.59002244,-1.4988637,-1.8902994,-1.7671007,5.7710013,0.0,4.0681767,0.0
1.008,0.14641076,3.0299978,0.79999787,0.80525923,0.0027084746,-0.001800613,-0.0056629982,0.0014526563,0.8670814,1.7680304,0.59027737,-1.4845657,-1.9573395,-1.767362,5.7660656,0.0,3.471313,0.0
1.056,0.14865908,3.0463655,0.81636548,0.81762499,0.0040072296,-0.0046673235,-0.0051242616,0.0014559168,0.87925988,1.7702808,0.59052509,-1.4884434,-1.8975532,-1.7681683,5.7614727,0.0,2.9620185,0.0
1.104,0.15090148,3.0630548,0.83305472,0.82995814,0.0052551925,-0.0037782011,-0.0076004667,0.0055124583,0.89032251,1.7725979,0.59075612,-1.4892631,-1.8442374,-1.7655132,5.7571993,0.0,2.5274453,0.0
1.152,0.15313798,3.0800591,0.85005915,0.84225887,0.0058256038,-0.0030146237,-0.0074353153,0.0061318907,0.90037149,1.7744315,0.59095597,-1.4903535,-1.793803,-1.7657112,5.7532229,0.0,2.1566308,0.0
1.2,0.15536858,3.0973723,0.86737227,0.85452718,0.0060256948,-0.002992335,-0.0054828753,0.0059684967,0.90949976,1.7759854,0.59116006,-1.4898382,-1.7465224,-1.7665465,5.7495227,0.0,1.8402201,0.0
1.248,0.15759329,3.1149869,0.88498694,0.86676317,0.011285712,-0.0030167941,-0.0061357794,0.0075356443,0.91779172,1.7810837,0.59135526,-1.4909357,-1.7039351,-1.766125,5.7460799,0.0,1.5702318,0.0
1.296,0.15981217,3.1328957,0.90289575,0.87896693,0.011955326,-0.00064464752,-0.0046654241,0.0076283836,0.9253239,1.7829744,0.59154516,-1.4899251,-1.6634358,-1.7674646,5.7428765,0.0,1.3398548,0.0
1.344,0.16202518,3.1510909,0.92109096,0.89113855,0.012430195,-0.0011094016,-0.0062393616,0.0084110061,0.93216598,1.7847646,0.59173352,-1.49045,-1.6287643,-1.7672638,5.7398958,0.0,1.1432778,0.0
1.392,0.16423237,3.1695642,0.93956429,0.90327811,0.011906938,0.0013732017,-0.0044914931,0.0082135955,0.93838114,1.7860686,0.59191442,-1.487758,-1.5955527,-1.7683694,5.7371221,0.0,0.97554153,0.0
1.4400001,0.16643377,3.1883073,0.95830721,0.91538566,0.011381733,0.0022712366,-0.0050130254,0.0060061244,0.94402689,1.786945,0.59210825,-1.4879318,-1.5663848,-1.7712758,5.7345414,0.0,0.83241475,0.0
1.488,0.16862933,3.2073109,0.9773109,0.92746139,0.011027065,0.0028193854,-0.0059726122,0.0074749147,0.94915533,1.7881628,0.59230083,-1.4869553,-1.5406166,-1.7709954,5.7321401,0.0,0.7102868,0.0
1.536,0.17081913,3.2265661,0.996566,0.93950528,0.010773445,0.0017637429,-0.0059212544,0.0069252849,0.95381385,1.7892752,0.59249204,-1.4891461,-1.5174071,-1.7725853,5.7299056,0.0,0.6060769,0.0
1.584,0.17300317,3.246063,1.016063,0.9515174,0.010242637,-6.3360203e-05,-0.0032362209,0.0067636417,0.9580456,1.7901791,0.59269333,-1.4917579,-1.4933357,-1.7737577,5.7278266,0.0,0.51715618,0.0
1.632,0.17518145,3.2657919,1.035792,0.96349794,0.010659406,-0.00030183137,-0.0031149734,0.0060504917,0.96188962,1.7922537,0.5928899,-1.4934187,-1.4728796,-1.7755114,5.7258921,0.0,0.44128153,0.0
1.6799999,0.17735398,3.2857428,1.0557427,0.97544688,0.012143102,0.0017492671,-0.0032357632,0.0043909899,0.96538138,1.7948755,0.59310359,-1.491416,-1.4570266,-1.7782905,5.7240925,0.0,0.37653881,0.0
1.728,0.1795208,3.3059049,1.0759047,0.98736441,0.011457783,0.00072470546,-0.0034991598,0.0050221062,0.96855325,1.7959273,0.59332103,-1.4927227,-1.4417224,-1.7790439,5.7224174,0.0,0.32129481,0.0
1.776,0.1816819,3.3262672,1.0962672,0.99925047,0.013531683,-0.00024011717,-0.0028788364,0.0057383641,0.97143453,1.7986624,0.59353858,-1.4943213,-1.427942,-1.7798774,5.7208591,0.0,0.27415597,0.0
1.824,0.18383732,3.3468192,1.1168191,1.0111053,0.014023639,2.4922771e-05,-0.0037097367,0.0058072698,0.97405177,1.8005238,0.59375238,-1.4957556,-1.418503,-1.7807889,5.719409,0.0,0.23393312,0.0
1.872,0.18598707,3.3675489,1.137549,1.0229288,0.014323202,0.00084078644,-0.0059327879,0.0065777996,0.97642922,1.8024807,0.59396148,-1.4952468,-1.4107429,-1.7816675,5.7180595,0.0,0.19961157,0.0
1.92,0.18813114,3.3884456,1.1584455,1.0347213,0.013247445,0.0036770951,-0.0050032288,0.0061170543,0.97858888,1.8030999,0.59417564,-1.4926186,-1.4030683,-1.7836248,5.716804,0.0,0.17032552,0.0
1.9680001,0.19026957,3.4094965,1.1794966,1.0464827,0.011035884,0.0039520743,-0.0066536828,0.0048349136,0.98055065,1.8029801,0.59439629,-1.4922905,-1.3963732,-1.7857025,5.7156358,0.0,0.14533617,0.0
2.016,0.19240238,3.4306905,1.2006905,1.058213,0.0092942603,0.0051629064,-0.0074324254,0.0042768684,0.98233265,1.8034686,0.59463125,-1.490675,-1.3904775,-1.78777,5.7145491,0.0,0.12401314,0.0
2.0639999,0.19452955,3.4520147,1.2220148,1.0699126,0.012188795,0.0061393832,-0.0043442901,0.0039586467,0.98395139,1.8069338,0.5948633,-1.489704,-1.3830206,-1.7896616,5.7135372,0.0,0.10581852,0.0
2.112,0.19665113,3.4734571,1.2434572,1.0815812,0.014384561,0.0055703875,-0.0052584675,0.00072611758,0.98542184,1.810106,0.59511602,-1.490813,-1.3779873,-1.7934501,5.7125964,0.0,0.09029334,0.0
2.1600001,0.19876711,3.4950051,1.2650051,1.0932192,0.012766795,0.0064287265,-0.0065297643,9.5896023e-05,0.98675752,1.8103666,0.59538096,-1.491564,-1.375018,-1.7952803,5.7117205,0.0,0.077045932,0.0
2.2079999,0.20087753,3.5166459,1.286646,1.1048265,0.011940748,0.0052633435,-0.0072259465,0.0019842386,0.98797083,1.8115146,0.59564525,-1.4919498,-1.3742554,-1.7952518,5.710906,0.0,0.06574212,0.0
2.256,0.2029824,3.5383668,1.3083668,1.1164031,0.013803775,0.0047032461,-0.0088858213,0.00037717543,0.98907298,1.8145581,0.59591007,-1.4929926,-1.3745695,-1.7981033,5.7101479,0.0,0.056096748,0.0
2.3039999,0.2050817,3.5601547,1.3301548,1.1279494,0.012931593,0.0062015336,-0.010963053,-0.0012498958,0.99007416,1.8155047,0.59618723,-1.4922434,-1.3758065,-1.8008147,5.7094421,0.0,0.047866501,0.0
2.352,0.20717548,3.5819967,1.3519968,1.1394652,0.014975705,0.0074119554,-0.011463311,-0.001124526,0.99098361,1.8182173,0.59646922,-1.4914474,-1.3755528,-1.8022257,5.708786,0.0,0.040843759,0.0
2.4000001,0.20926376,3.6038797,1.3738797,1.1509507,0.013539609,0.0062375562,-0.011805002,0.0015005536,0.99180973,1.8194314,0.59674567,-1.4926746,-1.3753831,-1.801965,5.7081752,0.0,0.034851357,0.0
2.448,0.21134652,3.6257904,1.3957905,1.1624058,0.014115439,0.0078859124,-0.010284274,0.002989369,0.99256015,1.8209926,0.59700477,-1.4916531,-1.3709961,-1.8022658,5.7076068,0.0,0.029738132,0.0
2.4960001,0.2134238,3.6477158,1.4177158,1.1738309,0.014870738,0.010293057,-0.011614329,0.0045843134,0.99324179,1.8231463,0.59726208,-1.4887702,-1.3715987,-1.8026091,5.707078,0.0,0.025375094,0.0
2.5439999,0.21549562,3.6696424,1.4396425,1.1852258,0.012801315,0.0094245411,-0.010235687,0.0049885344,0.99386102,1.8233296,0.59750891,-1.4886509,-1.3696114,-1.8042514,5.7065859,0.0,0.021652183,0.0
2.592,0.21756196,3.6915574,1.4615574,1.1965908,0.012233602,0.0087403888,-0.0094525917,0.0042924127,0.99442351,1.8246599,0.59775895,-1.491624,-1.3676111,-1.8060088,5.7061281,0.0,0.018475477,0.0
2.6400001,0.21962288,3.7134473,1.4834472,1.2079258,0.012734692,0.0089330012,-0.0079705697,0.0041023609,0.99493444,1.8264562,0.59801978,-1.491248,-1.3648204,-1.8078964,5.7057018,0.0,0.015764844,0.0
2.688,0.22167836,3.7352989,1.5052989,1.219231,0.013394821,0.0081793731,-0.0052135773,0.0034837264,0.99539852,1.8286248,0.59827965,-1.4932399,-1.3590295,-1.809623,5.7053056,0.0,0.013451901,0.0
2.7360001,0.22372843,3.7570992,1.5270991,1.2305063,0.015121139,0.011927079,-0.0057351785,0.0034319609,0.99582016,1.8311017,0.59854805,-1.4904346,-1.3576349,-1.8113607,5.7049365,0.0,0.011478302,0.0
2.7839999,0.2257731,3.7788351,1.548835,1.241752,0.014724667,0.0094908653,-0.0048393896,0.0036379143,0.99620312,1.8326082,0.59881532,-1.4919235,-1.3563287,-1.8127402,5.7045937,0.0,0.0097942604,0.0
2.832,0.22781238,3.8004935,1.5704936,1.2529681,0.014571035,0.0079971794,-0.0054888963,0.003399814,0.99655098,1.8335608,0.59908473,-1.4953328,-1.3565477,-1.8144815,5.7042742,0.0,0.0083572939,0.0
2.8800001,0.22984628,3.822062,1.5920619,1.2641546,0.01238853,0.0067507583,-0.0077142566,0.00026618954,0.996867,1.8339826,0.59936011,-1.496639,-1.3584332,-1.8181113,5.7039771,0.0,0.0071311514,0.0
2.928,0.23187484,3.8435273,1.6135274,1.2753116,0.012097985,0.006977981,-0.0077970591,0.0017282171,0.99715406,1.8350477,0.59964591,-1.4976532,-1.3602536,-1.8185806,5.7037005,0.0,0.0060849027,0.0
2.9760001,0.23389806,3.8648772,1.6348773,1.2864393,0.0095780762,0.0085403584,-0.010279281,0.0033485023,0.99741483,1.8349074,0.59992373,-1.4968662,-1.3646103,-1.8190562,5.7034435,0.0,0.005192155,0.0
3.0239999,0.23591593,3.8860993,1.6560993,1.2975377,0.0076283626,0.0084290663,-0.011499507,0.002078187,0.9976517,1.8351673,0.60019892,-1.4962155,-1.3660862,-1.8213965,5.7032042,0.0,0.0044303867,0.0
3.072,0.23792851,3.9071813,1.6771812,1.3086067,0.0070483652,0.0098309265,-0.01027436,0.00054594717,0.99786687,1.8358848,0.60047954,-1.4949161,-1.366206,-1.8241128,5.702981,0.0,0.0037803815,0.0
3.1199999,0.23993577,3.9281108,1.6981108,1.3196467,0.0089176465,0.010131564,-0.010272657,0.0027841346,0.99806231,1.83887,0.60076433,-1.4952211,-1.3671395,-1.8235146,5.702774,0.0,0.0032257419,0.0
3.168,0.24193774,3.9488764,1.7188765,1.3306576,0.0093955928,0.013299925,-0.01084726,0.0023989144,0.99823982,1.8402698,0.60103863,-1.4920119,-1.3665689,-1.8253584,5.7025809,0.0,0.0027524766,0.0
3.2160001,0.24393445,3.9694664,1.7394663,1.3416395,0.0078586452,0.014554299,-0.0081912251,0.0036415416,0.99840111,1.840809,0.60130829,-1.4896115,-1.3632296,-1.8256977,5.7024016,0.0,0.0023486463,0.0
3.2639999,0.2459259,3.9898691,1.7598692,1.3525925,0.0059322943,0.015553788,-0.0080147292,0.00477274,0.99854761,1.8406521,0.60157371,-1.4890896,-1.3623666,-1.8264034,5.7022347,0.0,0.0020040642,0.0
3.312,0.24791211,4.0100741,1.7800739,1.3635166,0.0062192641,0.013579339,-0.010268769,0.0068008234,0.99868065,1.8418881,0.60183072,-1.4924442,-1.3632896,-1.8264149,5.7020793,0.0,0.0017100375,0.0
3.3599999,0.24989307,4.0300694,1.8000696,1.3744119,0.0048366566,0.013727086,-0.011185959,0.006224256,0.99880153,1.8427387,0.6020782,-1.4914123,-1.3662736,-1.8280334,5.7019348,0.0,0.0014591489,0.0
3.408,0.25186881,4.0498457,1.8198456,1.3852786,0.0051167202,0.012021355,-0.012673759,0.0076992977,0.99891138,1.8440919,0.60232812,-1.4949951,-1.3683858,-1.8285291,5.7018003,0.0,0.0012450696,0.0
3.4560001,0.25383937,4.0693917,1.8393917,1.3961165,0.0036779034,0.010210641,-0.011748638,0.0077233082,0.9990111,1.8438203,0.60256547,-1.4968922,-1.3687232,-1.8291169,5.7016749,0.0,0.0010623989,0.0
3.5039999,0.25580472,4.0886979,1.858698,1.406926,0.0049629253,0.0072016031,-0.012574883,0.0084567089,0.9991017,1.8464695,0.60280597,-1.5011268,-1.3692685,-1.8302948,5.7015586,0.0,0.00090652879,0.0
3.552,0.25776491,4.1077547,1.8777549,1.417707,0.003996795,0.0062571415,-0.012089034,0.0067179571,0.99918401,1.8467745,0.6030454,-1.5032223,-1.3714001,-1.8325838,5.7014503,0.0,0.00077352719,0.0
3.5999999,0.25971994,4.1265531,1.8965529,1.4284596,0.0035204208,0.0073468843,-0.01013704,0.0071798102,0.99925876,1.8472836,0.60328948,-1.5037535,-1.3655922,-1.8332785,5.7013493,0.0,0.00066003902,0.0
3.648,0.26166978,4.145083,1.9150831,1.4391838,0.0017676173,0.0079675447,-0.010264264,0.0086884657,0.99932671,1.8476729,0.60352224,-1.5023963,-1.366066,-1.8335701,5.7012558,0.0,0.0005632012,0.0
3.6960001,0.26361454,4.1633368,1.933337,1.4498799,0.0031383315,0.0070744324,-0.0099493116,0.0072353696,0.9993884,1.8494107,0.6037513,-1.5030774,-1.3649848,-1.8351856,5.7011685,0.0,0.00048057103,0.0
3.744,0.26555413,4.1813059,1.9513061,1.4605478,0.0034557721,0.0068640802,-0.010974732,0.0068818387,0.99944443,1.8509132,0.60398638,-1.504491,-1.3656541,-1.8365268,5.701087,0.0,0.00041006395,0.0
3.7920001,0.26748863,4.1989827,1.9689827,1.4711875,0.0044544605,0.0069436831,-0.0099969255,0.0067047356,0.99949533,1.8522468,0.60422373,-1.5048493,-1.3657554,-1.837978,5.7010117,0.0,0.00034990133,0.0
3.8399999,0.26941803,4.2163591,1.9863591,1.4817992,0.0060828109,0.0059077893,-0.011443788,0.0085401805,0.99954158,1.8543811,0.60444975,-1.5060184,-1.3662957,-1.8375652,5.7009411,0.0,0.00029856546,0.0
3.888,0.27134237,4.2334285,2.0034285,1.492383,0.0049675205,0.0044321422,-0.011149334,0.0072588148,0.99958354,1.8547008,0.6046778,-1.5079614,-1.3665357,-1.839298,5.7008758,0.0,0.00025476137,0.0
3.9360001,0.27326164,4.2501841,2.0201838,1.5029389,0.004659161,0.0058882162,-0.011199558,0.0082941586,0.99962175,1.855068,0.60490316,-1.5080365,-1.3678923,-1.8394899,5.7008147,0.0,0.000217384,0.0
3.984,0.27517581,4.2666192,2.0366189,1.5134671,0.0042070961,0.0012488601,-0.011548624,0.0074455822,0.99965638,1.8557488,0.60512161,-1.51241,-1.3684363,-1.8410871,5.7007585,0.0,0.00018549045,0.0
4.0320001,0.27708498,4.2827277,2.0527279,1.5239674,0.0049715275,0.0012327717,-0.010486836,0.0068192501,0.99968785,1.8571169,0.6053437,-1.5141567,-1.3673632,-1.8422526,5.7007055,0.0,0.00015827618,0.0
4.0799999,0.27898911,4.2985053,2.068505,1.5344402,0.0052392613,-0.00020324027,-0.0091534927,0.0077202488,0.99971646,1.8580427,0.60556281,-1.5158967,-1.3655562,-1.8421692,5.7006564,0.0,0.00013505465,0.0
4.1279998,0.28088823,4.3139453,2.0839455,1.5448853,0.0035428545,0.0017207958,-0.0087165264,0.0099924207,0.99974245,1.8572332,0.60576838,-1.5139898,-1.3627359,-1.8414065,5.7006106,0.0,0.00011524008,0.0
4.1760001,0.28278235,4.3290443,2.0990443,1.5553029,0.0050440566,0.0018511651,-0.0088533033,0.012469407,0.99976605,1.8590527,0.60595351,-1.513957,-1.363049,-1.8402191,5.7005682,0.0,9.833261e-05,0.0
4.224,0.28467146,4.3437972,2.1137972,1.565693,0.0030812051,0.0027419713,-0.0098264283,0.011549656,0.99978745,1.8583273,0.6061269,-1.5141581,-1.3652031,-1.8414084,5.7005291,0.0,8.3905717e-05,0.0
4.2719998,0.28655562,4.3582006,2.1282005,1.5760559,0.0052119051,0.00034814767,-0.010717553,0.010252814,0.99980694,1.8600585,0.60631019,-1.516179,-1.3670729,-1.8429585,5.7004919,0.0,7.1595474e-05,0.0
4.3200002,0.2884348,4.3722506,2.1422505,1.5863913,0.0065964181,0.0019229626,-0.011367581,0.0082269637,0.99982464,1.8616561,0.60649747,-1.5158688,-1.3684618,-1.8450272,5.700458,0.0,6.1091327e-05,0.0
4.368,0.29030901,4.3859444,2.1559443,1.5966996,0.0055953893,0.0032366931,-0.0097468691,0.0060492503,0.99984068,1.8616679,0.60669237,-1.5139482,-1.3667772,-1.8469106,5.7004261,0.0,5.2128296e-05,0.0
4.4159999,0.29217833,4.3992791,2.1692793,1.6069808,0.0066678184,0.0061619109,-0.0078840358,0.0044969162,0.99985528,1.8626357,0.60689151,-1.5114069,-1.3633186,-1.8484044,5.7003965,0.0,4.4480283e-05,0.0
4.4640002,0.29404271,4.4122534,2.1822531,1.6172348,0.0050952602,0.0077522648,-0.007888983,0.0041170069,0.99986857,1.8619931,0.60709095,-1.5085956,-1.3620027,-1.8488868,5.7003689,0.0,3.7954349e-05,0.0
4.5120001,0.29590216,4.4248643,2.1948643,1.6274619,0.0054895901,0.0077064331,-0.011324869,0.0052605672,0.99988061,1.8625484,0.60728264,-1.50853,-1.3675874,-1.848757,5.7003431,0.0,3.2385866e-05,0.0
4.5599999,0.29775673,4.4371109,2.2071109,1.6376619,0.0029833978,0.0059849508,-0.013713744,0.0047248355,0.99989152,1.8611189,0.60746843,-1.5103668,-1.3696194,-1.8494474,5.7003193,0.0,2.7634367e-05,0.0
4.6079998,0.29960641,4.4489923,2.2189925,1.6478353,0.006034499,0.0060677184,-0.014949871,0.0057638106,0.99990147,1.8631822,0.6076439,-1.5109564,-1.374223,-1.8486161,5.7002974,0.0,2.3579985e-05,0.0
4.6560001,0.30145121,4.4605079,2.2305079,1.6579816,0.0086514428,0.0043348474,-0.014382453,0.0042220391,0.99991047,1.8653098,0.60781127,-1.512827,-1.3735646,-1.8497739,5.7002764,0.0,2.0120442e-05,0.0
4.704,0.30329117,4.4716573,2.2416573,1.6681014,0.009968577,0.0060093016,-0.013633565,0.0071324063,0.9999187,1.8665609,0.60797322,-1.5126051,-1.3726314,-1.8480608,5.7002573,0.0,1.7168468e-05,0.0
4.7519999,0.30512628,4.4824409,2.2524409,1.6781945,0.010517959,0.004519036,-0.013439225,0.0057436046,0.99992615,1.8670368,0.60812151,-1.5132364,-1.3718724,-1.8492362,5.7002392,0.0,1.4649591e-05,0.0
4.8000002,0.30695653,4.4928589,2.2628589,1.6882609,0.012848649,0.0040191701,-0.014603264,0.0048842886,0.99993294,1.8687785,0.60826802,-1.5151618,-1.372884,-1.8495327,5.700223,0.0,1.2500273e-05,0.0
4.848,0.30878198,4.5029125,2.2729125,1.698301,0.010419511,0.0045161429,-0.014561543,0.0025633583,0.99993908,1.8671691,0.60842156,-1.5147923,-1.3727934,-1.85144,5.7002072,0.0,1.0666293e-05,0.0
4.8959999,0.31060264,4.5126028,2.282603,1.7083144,0.0072403247,0.0043427772,-0.013509209,0.0018942712,0.99994463,1.8648423,0.60857481,-1.5155137,-1.3741755,-1.8517482,5.7001929,0.0,9.1013853e-06,0.0
4.9439998,0.31241846,4.5219321,2.2919319,1.7183015,0.0052021709,0.005030863,-0.012471196,0.002669605,0.99994969,1.8633065,0.60872203,-1.5136846,-1.3714528,-1.8513466,5.7001796,0.0,7.7660734e-06,0.0
4.9920001,0.31422955,4.5309014,2.3009014,1.7282624,0.0062645995,0.0030890622,-0.014047186,0.0011497918,0.99995434,1.8639482,0.60886145,-1.5163587,-1.3713075,-1.8520905,5.7001672,0.0,6.6266725e-06,0.0
5.04,0.31603584,4.5395136,2.3095136,1.7381971,0.0051610852,0.0057866098,-0.013806915,0.00056009926,0.99995852,1.8631489,0.60899967,-1.5145969,-1.3715687,-1.8521199,5.7001553,0.0,5.6544386e-06,0.0
5.0879998,0.31783736,4.547771,2.3177712,1.7481055,0.0025010263,0.0038003884,-0.015296203,-0.0005980127,0.99996233,1.8609884,0.60913479,-1.5162656,-1.3744754,-1.852829,5.7001448,0.0,4.8248462e-06,0.0
5.1360002,0.31963414,4.5556774,2.3256772,1.7579879,0.0025088023,0.0026949171,-0.013968917,-0.00050768699,0.99996579,1.8607274,0.60926503,-1.5181096,-1.3730108,-1.8525692,5.7001348,0.0,4.1169678e-06,0.0
5.184,0.32142621,4.5632348,2.3332348,1.7678441,0.0035916055,0.0014953294,-0.017030952,0.0006397664,0.99996889,1.8613033,0.60938281,-1.5192112,-1.3762559,-1.8513123,5.7001252,0.0,3.512946e-06,0.0
5.2319999,0.32321355,4.5704479,2.3404477,1.7776744,0.0049199173,0.0026169124,-0.019555932,0.0014747314,0.99997175,1.8617319,0.60948735,-1.5192382,-1.3811105,-1.8505133,5.7001166,0.0,2.9975433e-06,0.0
5.2800002,0.32499617,4.5773196,2.3473198,1.7874789,0.0046787411,0.0035047769,-0.020772532,-0.00031468016,0.99997431,1.8610828,0.60958654,-1.5186383,-1.3861166,-1.8515555,5.7001085,0.0,2.5577581e-06,0.0
5.3280001,0.32677409,4.5838547,2.3538549,1.7972575,0.0041461759,0.0047694808,-0.018670153,-0.0018251057,0.99997669,1.860373,0.60968632,-1.5164195,-1.3830395,-1.851823,5.7001009,0.0,2.182496e-06,0.0
5.3759999,0.32854736,4.5900574,2.3600576,1.8070104,0.0064147767,0.0070598293,-0.017197205,-0.0030491145,0.99997884,1.8614604,0.60978657,-1.5143863,-1.3810529,-1.8523861,5.7000937,0.0,1.8622907e-06,0.0
5.4239998,0.33031595,4.5959325,2.3659325,1.8167377,0.0060355626,0.0054698288,-0.017294945,-0.0034306678,0.99998075,1.8605219,0.60988331,-1.5145609,-1.3796173,-1.852144,5.7000871,0.0,1.5890643e-06,0.0
5.4720001,0.33207986,4.6014843,2.371484,1.8264391,0.0059940172,0.0067855208,-0.016723936,-0.003034767,0.99998254,1.8599488,0.6099726,-1.5142543,-1.3774009,-1.8509789,5.7000813,0.0,1.3559244e-06,0.0
5.52,0.33383912,4.6067181,2.376718,1.8361152,0.006896826,0.0045416444,-0.015809098,-0.0012866433,0.99998415,1.8599534,0.61004829,-1.5163991,-1.3769259,-1.8494962,5.7000756,0.0,1.1569896e-06,0.0
5.5679998,0.33559376,4.611639,2.381639,1.8457657,0.008730256,0.0047996766,-0.014619992,-0.0033857396,0.99998558,1.8603671,0.61010581,-1.5162271,-1.373866,-1.8500688,5.7000704,0.0,9.8724161e-07,0.0
5.6160002,0.33734378,4.6162529,2.3862529,1.8553908,0.0075107748,0.0040333178,-0.011547199,-0.003414134,0.99998689,1.8591797,0.61016929,-1.5183554,-1.3706176,-1.8495171,5.7000656,0.0,8.4239826e-07,0.0
5.664,0.33908921,4.6205649,2.3905652,1.8649906,0.0086213509,0.0027991708,-0.01111616,-0.0045392956,0.99998808,1.8589491,0.61022294,-1.5195802,-1.3678412,-1.8492913,5.7000608,0.0,7.1880561e-07,0.0
