Time,Ca_Nuc,Ca_Cyt,NFAT_Nuc,Act_C_Nuc,NFAT_Pi_Nuc,NFAT_Act_C_Nuc,NFAT_Pi_Act_C_Nuc,Inact_C_Nuc,NFAT_Cyt,Act_C_Cyt,NFAT_Pi_Cyt,NFAT_Act_C_Cyt,NFAT_Pi_Act_C_Cyt,Inact_C_Cyt,k1,k2,k16,k15,k18,k17,k6,k5,k14,k13,k12,k11,k10,k9,k3,k4,k7,k8,k19,k20,k21,k22,cytosol,nucleus,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R17,R12,R13,R14,R15,R16
0.1,0.9871533286501502,0.9972642187861245,0.0005211129937613982,0.004417618248945882,0.00022686433762712847,0.00094848627973541,2.8338856472173247e-06,0.04482975458244666,0.0001100678716479518,0.0008820302604870592,0.009436868909268254,6.181370029840745e-06,4.982900596180708e-06,0.008835008410762063,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.5009129367940951e-19,1.5446333845078978e-18,1.2117951353287918e-20,8.449927025477911e-21,1.1426357193408055e-19,-7.503002615704705e-19,-2.954995209630736e-19,-6.659433915289557e-19,-1.4842646050401005e-17,-1.2524639296695597e-19,-1.7035147836916294e-19,-1.5341253776591578e-19,-1.0811085074860636e-20,2.119898722550064e-15,4.3738342304932656e-15,-1.4492848765066357e-19,5.612926504946903e-16
0.11,0.9860573675375612,0.9970084760211972,0.0005209553428119816,0.00479998665132486,0.00022679739167149219,0.0009486458987074605,2.8994066464417416e-06,0.04444716002192134,0.00011006130411321606,0.0009594444425054397,0.009436297858659464,6.203075806023408e-06,5.538584835334527e-06,0.008757017266437598,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.5004588207402277e-19,1.6933176124247228e-18,1.2103499378561087e-20,8.634557707202264e-21,1.1060781005413578e-19,-8.150361302694948e-19,-2.983287631404333e-19,-7.406679742294339e-19,-1.6144327305223087e-17,-1.2223200954232709e-19,-1.8552704771158774e-19,-1.5636707892043344e-19,-1.0810494890652586e-20,2.07646943040318e-15,4.2729642404560436e-15,-1.4501523100268583e-19,6.087675445652212e-16
0.12,0.9849919578680305,0.9967557891978547,0.0005207846987532125,0.005173529996458551,0.00022672505935778946,0.0009488191220633226,2.9699797289229717e-06,0.04407337183539454,0.00011005417799847453,0.0010352129341749646,0.009435678823227496,6.22811735503347e-06,6.1393603443954434e-06,0.008680623396668708,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.499967274036191e-19,1.8384152442286155e-18,1.2087863298364007e-20,8.742847775006508e-21,1.0667054094633007e-19,-8.782127458951536e-19,-3.015989802862245e-19,-8.214550355858169e-19,-1.741804767456831e-17,-1.1897783647411929e-19,-2.0037524977223773e-19,-1.5954641502093603e-19,-1.0809850488595682e-20,2.0339625142391444e-15,4.174797342109317e-15,-1.4520111797023883e-19,6.54688912243084e-16
0.13,0.9839562577502969,0.9965061134979234,0.0005206013757121075,0.005538484188538223,0.00022664749761776239,0.0009490057007285536,3.0454245304907145e-06,0.04370815456673668,0.00011004650531112874,0.001109370693263289,0.00943501282312012,6.256688088720666e-06,6.783984072789742e-06,0.008605792885503396,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.499439200848898e-19,1.980012116293048e-18,1.207107234420897e-20,8.781454913566584e-21,1.0246188313403063e-19,-9.398677633515687e-19,-3.0533632702129686e-19,-9.081372521048037e-19,-1.8664383973052557e-17,-1.154913683070114e-19,-2.1490271817652964e-19,-1.6294202739482316e-19,-1.0809153112321313e-20,1.992357644225106e-15,4.079245131080048e-15,-1.4547900497715915e-19,6.991017886059174e-16
0.14,0.9829494509300724,0.9962594047024925,0.00052040568053709,0.005895077831828771,0.00022656485956417034,0.0009492053942186071,3.125565453175962e-06,0.04335128004932659,0.00011003829782078078,0.0011819519290952052,0.00943430085799593,6.288974737795973e-06,7.471239429306911e-06,0.00853249254442006,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4988754844002219e-19,2.1181918972178906e-18,1.2053155053978483e-20,8.756660436359568e-21,9.799168833511686e-20,-1.0000379033107922e-18,-3.095660545000454e-19,-1.0005508636783438e-18,-1.98839015619355e-17,-1.1177991137109692e-19,-2.291159561843381e-19,-1.6654563107202403e-19,-1.0808403982799317e-20,1.9516349533733148e-15,3.986222731166203e-15,-1.4584213447489978e-19,7.420497940947154e-16
0.15,0.9819707516892933,0.9960156191742873,0.0005201979119227615,0.006243530788279569,0.00022647729404165205,0.000949417971771638,3.2102322390437627e-06,0.043002528847194056,0.00011002956703859708,0.0012529900259510324,0.009433543905229949,6.325156648449136e-06,8.199938639933373e-06,0.008460689987081422,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4982769844481276e-19,2.253035475495189e-18,1.2034139185307235e-20,8.674258485971329e-21,9.326950936812686e-20,-1.0587586836120764e-18,-3.1431241516543333e-19,-1.0985359911966508e-18,-2.1077152989387563e-17,-1.0785056081905834e-19,-2.430213211592871e-19,-1.7034920403526221e-19,-1.0807604296483986e-20,1.9117750754832493e-15,3.8956490820335535e-15,-1.4628424655697895e-19,7.835748567104194e-16
0.16,0.981019391183026,0.9957747138950372,0.0005199783629221762,0.006584058193336036,0.00022638494691698684,0.0009496432091138285,3.2992583250551184e-06,0.04266168624278801,0.0001100203242775476,0.001322517763735067,0.009432742925148275,6.365407807297452e-06,8.968915880562532e-06,0.008390353414054495,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4976445445168569e-19,2.3846224938296288e-18,1.2014051963807214e-20,8.539860734221554e-21,8.830469216683412e-20,-1.1160650865987962e-18,-3.195989369321943e-19,-1.2019357115032433e-18,-2.224468165478394e-17,-1.03710266485326e-19,-2.5662506635256015e-19,-1.7434490350625758e-19,-1.0806755230749307e-20,1.872759026441115e-15,3.807445768469237e-15,-1.467992718769886e-19,8.237179860896901e-16
0.17,0.9800946352799257,0.9955366464198787,0.0005197473176490083,0.006916865213992377,0.00022628795938505283,0.0009498808927016263,3.3924830023354417e-06,0.04232854747422433,0.0001100105805730586,0.001390567028005666,0.009431898854133808,6.409894180910766e-06,9.777036318925518e-06,0.008321451895684109,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4969789824059604e-19,2.5130292495291024e-18,1.1992919757335282e-20,8.35849963295158e-21,8.310625500877404e-20,-1.1719906423038415e-18,-3.2544806295607913e-19,-1.3105972753667399e-18,-2.338701685088952e-17,-9.936574644551043e-20,-2.699332843268964e-19,-1.785251757829976e-19,-1.0805857936724026e-20,1.8345683548476197e-15,3.721538337759751e-15,-1.473817315362126e-19,8.625182629431517e-16
0.18,0.9791957642969717,0.9953013749185843,0.000519505055094754,0.007242152994931595,0.00022618646993181543,0.0009501308148143223,3.4897489151779306e-06,0.04200291179458734,0.00011000034677571511,0.0014571691466239351,0.009431012612679533,6.458776809967504e-06,1.0623185558442003e-05,0.00825395504373247,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4962811011759172e-19,2.6383309926696656e-18,1.1970768452677864e-20,8.135074513595374e-21,7.768302840193412e-20,-1.2265684291515093e-18,-3.318815705705372e-19,-1.4243706855480333e-18,-2.4504679393766264e-17,-9.482358709359713e-20,-2.8295197116305474e-19,-1.828826291314486e-19,-1.0804913547672119e-20,1.7971849622995982e-15,3.6378546273162176e-15,-1.4802628731363407e-19,9.00013986371928e-16
0.19,0.9783220845002244,0.9950688581554054,0.0005192518469402113,0.007560115286634561,0.00022608061320821663,0.0009503927763669291,3.5909034954877888e-06,0.04168458584070037,0.0001099896334978545,0.0015223546964425896,0.009430085100749356,6.512210030751133e-06,1.1506275717482167e-05,0.008187833199916119,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4955516828497562e-19,2.7606005654851533e-18,1.1947623239689827e-20,7.874099846721382e-21,7.204357485236519e-20,-1.279830479470841e-18,-3.389203304887125e-19,-1.543109515685775e-18,-2.5598178302983704e-17,-9.009018575635401e-20,-2.956869885742688e-19,-1.8741010665504656e-19,-1.0803923174162163e-20,1.7605912032475436e-15,3.556325590837425e-15,-1.4872799552208195e-19,9.362420229361703e-16
0.2,0.9774729239954774,0.994839055486357,0.0005189879583714773,0.00787093964693429,0.0002259705204523002,0.0009506665858566184,3.695798424130915e-06,0.04137338243273577,0.00010997845113431388,0.0015861535772215113,0.009429117199579874,6.570342160569928e-06,1.2425243070180832e-05,0.00812305736384385,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4947914907613655e-19,2.8799088411643965e-18,1.1923508691442197e-20,7.57979237737424e-21,6.619621899320591e-20,-1.331807969710894e-18,-3.46584399587666e-19,-1.6666705925138671e-18,-2.6668011998783984e-17,-8.517177212002769e-20,-3.0814407754475087e-19,-1.9210065903400347e-19,-1.0802887905947073e-20,1.724769843915135e-15,3.4768849053732954e-15,-1.4948221904661846e-19,9.712380386798373e-16
0.21,0.9766476264012875,0.9946119268662846,0.0005187136493005583,0.008174809294295668,0.0002258563201181761,0.0009509520577925199,3.804288829528174e-06,0.04106911872267603,0.00010996680989255124,0.0016485951201128223,0.009428109774296561,6.6333164980243725e-06,1.3379044619150971e-05,0.008059599087223656,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4940012730682765e-19,2.9963254204031203e-18,1.1898448884480125e-20,7.25620834531408e-21,6.014909240987834e-20,-1.3825315232673642e-18,-3.5489315633150444e-19,-1.7949135342026064e-18,-2.7714670086375122e-17,-8.007444024807219e-20,-3.2032887866795655e-19,-1.9694750385558378e-19,-1.0801808814690647e-20,1.6897040031937695e-15,3.399468415711221e-15,-1.5028448892938927e-19,1.0050368570036736e-15
0.22,0.9758455619072192,0.9943874328422824,0.0005184291722171665,0.008471899869575854,0.00022573813676797725,0.0009512490154614156,3.916234700003843e-06,0.040771619429489384,0.00010995471973916182,0.0017097078956617227,0.009427063669268732,6.701269550332772e-06,1.436666417946296e-05,0.00799743066108263,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4931817565693952e-19,3.109917329443445e-18,1.1872467187366423e-20,6.907004968399275e-21,5.39100546424612e-20,-1.4320306415646745e-18,-3.63865060784058e-19,-1.927701569874627e-18,-2.873863006462031e-17,-7.480409222426949e-20,-3.322468945909041e-19,-2.0194409722883943e-19,-1.0800686949124203e-20,1.6553772519482285e-15,3.324014927926889e-15,-1.5113074501038382e-19,1.0376718335026487e-15
0.23,0.975066111520983,0.9941655345350489,0.0005181347753553203,0.008762384036915895,0.0002256160927124826,0.0009515572868321803,4.031498789032834e-06,0.04048071224275802,0.00010994219048109104,0.0017695200022490145,0.009425979715162193,6.774333714636807e-06,1.538710314446284e-05,0.007936524834579026,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.492333655817884e-19,3.220750800409644e-18,1.1845586571424911e-20,6.535771328305183e-21,4.7486810354457984e-20,-1.480334479983389e-18,-3.735180175584687e-19,-2.0649002957610045e-18,-2.974036215657714e-17,-6.936652136211679e-20,-3.439035450908467e-19,-2.070840278510526e-19,-1.0799523342405615e-20,1.6217734590521701e-15,3.2504649372227413e-15,-1.5201700180378344e-19,1.0691757449493722e-15
0.24,0.974308682770821,0.9939461936738284,0.0005178306994733456,0.00904642690497615,0.00022549030633863863,0.0009518767087312647,4.149948752708094e-06,0.04019623239684466,0.0001099292316817098,0.0018280587697150224,0.009424858721651429,6.852634512653306e-06,1.643939002616714e-05,0.007876855103882873,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4914576638547302e-19,3.3288894453349058e-18,1.1817829295298631e-20,6.145703839972377e-21,4.0886789773772995e-20,-1.5274710502086673e-18,-3.838690015187051e-19,-2.2063789602886872e-18,-3.072032425793145e-17,-6.376732751190773e-20,-3.5530410945657993e-19,-2.1236112494281248e-19,-1.0798319004512247e-20,1.5888769460127054e-15,3.178761779224086e-15,-1.529396763814346e-19,1.0995799040831815e-15
0.25,0.9735726925949981,0.993729372529037,0.0005175171814740901,0.009324191003838361,0.00022536089399722588,0.0009522071221284307,4.2714547337141315e-06,0.03991801769916327,0.0001099158527575285,0.0018853510978528768,0.009423701485817507,6.936293768523871e-06,1.7522569464318182e-05,0.00781839538231813,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4905544626266961e-19,3.434396188280766e-18,1.1789217258646546e-20,5.739950646430685e-21,3.411728383446401e-20,-1.5734680628562347e-18,-3.949344878638973e-19,-2.3520089836100393e-18,-3.1678967618607264e-17,-5.801201241871321e-20,-3.66453791257514e-19,-2.1776933652534047e-19,-1.0797074931010757e-20,1.5566723065833804e-15,3.1088502706208047e-15,-1.5389524010221693e-19,1.1289151225479106e-15
0.26,0.9728575822869431,0.9935150339866005,0.0005171944511842297,0.009595831944433503,0.00022522796831976868,0.0009525483763410043,4.3958915173211205e-06,0.03964591286614762,0.00010990206289094749,0.001941423152578577,0.009422508784572231,7.025426746331076e-06,1.8635712140145773e-05,0.007761120296403369,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4896247137181857e-19,3.537331535414175e-18,1.1759771687967923e-20,5.3213156603961286e-21,2.718532357928245e-20,-1.6183521715574937e-18,-4.0673006474886244e-19,-2.501665292975013e-18,-3.2616731668495965e-17,-5.2105894817277477e-20,-3.773576593399454e-19,-2.233028379001472e-19,-1.0795792095143874e-20,1.5251445655611293e-15,3.040677799835614e-15,-1.5488051807294444e-19,1.1572108706907806e-15
0.27,0.9721628043093049,0.993303141467386,0.0005168627342560672,0.00986150224191997,0.00022509163973831852,0.0009529003252372385,4.52313658334507e-06,0.03937976570402244,0.0001098878711099866,0.0019963006419027943,0.009421281381580696,7.120144760806626e-06,1.977790571917543e-05,0.007705004916996639,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.488669066701601e-19,3.63775505689005e-18,1.1729513419218576e-20,4.892514993481782e-21,2.0097789125631907e-20,-1.6621496194036376e-18,-4.1927078656945146e-19,-2.6552251027410136e-18,-3.353404864667046e-17,-4.6054186988958355e-20,-3.8802070058845893e-19,-2.289559337667055e-19,-1.0794471455063873e-20,1.4942790314615055e-15,2.974193280311883e-15,-1.5589242951319106e-19,1.1844960180169072e-15
0.28,0.971487829509846,0.993093658975907,0.000516522250560509,0.010121349225300062,0.00022495201564281603,0.000953262829341364,4.653071186537118e-06,0.03911942919688855,0.0001098732862437974,0.00205000866247253,0.00942002002339873,7.220553722239813e-06,2.094825990427305e-05,0.0076500249087832276,2.56e-05,0.00256,6.63,0.00168,0.00096,0.0015,0.00092,0.0019,0.00256,0.5,0.00168,6.63,0.005,0.5,0.005,0.5,0.005,0.5,1.0,1.0,0.21,0.5,2.69e-13,1.13e-13,-1.4876881545129253e-19,3.7357245442132206e-18,1.1698462741431764e-20,4.456038072484335e-21,1.2861349232522656e-20,-1.704885870401528e-18,-4.3257097706338425e-19,-2.812568595009442e-18,-3.443134097253992e-17,-3.986195234781176e-20,-3.9844778994811074e-19,-2.3472311246809987e-19,-1.079311394979564e-20,1.4640613760573106e-15,2.9093476551610545e-15,-1.569281284294255e-19,1.2107984282426815e-15
