Vthresh,a,b,c,d,i,u,v,Time
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000089487282043,-64.0609313460921,0.39
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000094086744195,-64.0624548738878,0.4
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00009879900106,-64.06397645198906,0.41000000000000003
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000103623872576,-64.06549607985527,0.42
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0001085611787,-64.06701375695536,0.43
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0001136107394,-64.06852948276787,0.44
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000118772374666,-64.07004325678088,0.45
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000124045904496,-64.07155507849198,0.46
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000129431148906,-64.0730649474083,0.47000000000000003
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00013492792793,-64.07457286304644,0.48
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000140536061625,-64.07607882493251,0.49
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00014625537006,-64.07758283260205,0.5
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000152085673324,-64.07908488560004,0.51
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000158026791535,-64.08058498348088,0.52
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00016407854482,-64.08208312580837,0.53
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000170240753334,-64.08357931215569,0.54
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000176513237253,-64.08507354210539,0.55
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000182895816778,-64.08656581524936,0.56
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00018938831213,-64.0880561311888,0.5700000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000195990543556,-64.08954448953419,0.58
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00020270233133,-64.09103088990535,0.59
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000209523495748,-64.09251533193135,0.6
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000216453857135,-64.09399781525048,0.61
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000223493235843,-64.09547833951024,0.62
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00023064145225,-64.09695690436739,0.63
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000237898326766,-64.09843350948783,0.64
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000245263679826,-64.09990815454667,0.65
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0002527373319,-64.10138083922811,0.66
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000260319103482,-64.10285156322553,0.67
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0002680088151,-64.10432032624139,0.68
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00027580628732,-64.10578712798724,0.6900000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000283711340728,-64.1072519681837,0.7000000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000291723795957,-64.10871484656045,0.71
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000299843473663,-64.11017576285616,0.72
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00030807019454,-64.11163471681854,0.73
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000316403779316,-64.1130917082043,0.74
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000324844048762,-64.11454673677908,0.75
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000333390823677,-64.11599980231749,0.76
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000342043924903,-64.11745090460306,0.77
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000350803173312,-64.11890004342824,0.78
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000359668389823,-64.12034721859436,0.79
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00036863939539,-64.12179242991161,0.8
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00037771601101,-64.12323567719903,0.81
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000386898057716,-64.1246769602845,0.8200000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000396185356585,-64.12611627900469,0.8300000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000405577728735,-64.12755363320505,0.84
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000415074995324,-64.12898902273982,0.85
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000424676977556,-64.13042244747196,0.86
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00043438349668,-64.13185390727317,0.87
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000444194373983,-64.13328340202385,0.88
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00045410943081,-64.1347109316131,0.89
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000464128488534,-64.13613649593864,0.9
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00047425136859,-64.13756009490689,0.91
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00048447789245,-64.13898172843284,0.92
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000494807881633,-64.1404013964401,0.93
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000505241157715,-64.14181909886088,0.9400000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000515777542315,-64.14323483563592,0.9500000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0005264168571,-64.14464860671451,0.96
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000537158923787,-64.14606041205447,0.97
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000548003564152,-64.14747025162211,0.98
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00055895060001,-64.14887812539222,0.99
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000569999853234,-64.15028403334802,1.0
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00058115114575,-64.1516879754812,1.01
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000592404299535,-64.15308995179186,1.02
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000603759136624,-64.15448996228847,1.03
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0006152154791,-64.1558880069879,1.04
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000626773149108,-64.15728408591534,1.05
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00063843196884,-64.15867819910433,1.06
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000650191760553,-64.16007034659674,1.07
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000662052346552,-64.16146052844269,1.08
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000674013549208,-64.1628487447006,1.09
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000686075190945,-64.1642349954371,1.1
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000698237094248,-64.16561928072707,1.11
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000710499081656,-64.1670016006536,1.12
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000722860975774,-64.16838195530796,1.1300000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000735322599265,-64.16976034478955,1.1400000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000747883774853,-64.17113676920596,1.1500000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00076054432532,-64.17251122867286,1.16
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00077330407352,-64.17388372331403,1.17
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000786162842356,-64.17525425326134,1.18
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000799120454804,-64.1766228186547,1.19
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000812176733902,-64.17798941964207,1.2
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000825331502753,-64.17935405637941,1.21
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000838584584525,-64.18071672903066,1.22
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000851935802448,-64.18207743776776,1.23
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00086538497982,-64.18343618277058,1.24
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00087893194001,-64.18479296422692,1.25
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00089257650645,-64.18614778233248,1.26
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000906318502636,-64.18750063729087,1.27
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00092015775214,-64.18885152931354,1.28
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000934094078605,-64.19020045861978,1.29
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000948127305733,-64.19154742543672,1.3
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000962257257306,-64.19289242999928,1.31
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000976483757174,-64.19423547255013,1.32
30.0,0.03,0.25,-60.0,4.0,0.0,-16.000990806629254,-64.19557655333975,1.33
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00100522569754,-64.1969156726263,1.34
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001019740786095,-64.1982528306757,1.35
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00103435171906,-64.19958802776154,1.36
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001049058320643,-64.20092126416506,1.37
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001063860415133,-64.20225254017518,1.3800000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00107875782689,-64.20358185608843,1.3900000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001093750380342,-64.20490921220896,1.4000000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001108837900006,-64.20623460884849,1.41
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00112402021047,-64.2075580463263,1.42
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001139297136394,-64.20887952496922,1.43
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001154668502526,-64.21019904511158,1.44
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00117013413368,-64.21151660709523,1.45
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001185693854755,-64.2128322112695,1.46
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001201347490728,-64.21414585799114,1.47
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001217094866657,-64.21545754762435,1.48
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00123293580768,-64.21676728054075,1.49
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00124887013901,-64.21807505711934,1.5
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001264897685942,-64.21938087774647,1.51
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001281018273865,-64.22068474281588,1.52
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001297231728234,-64.22198665272857,1.53
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001313537874598,-64.2232866078929,1.54
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001329936538582,-64.22458460872448,1.55
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0013464275459,-64.22588065564618,1.56
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001363010722347,-64.2271747490881,1.57
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001379685893806,-64.22846688948759,1.58
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00139645288624,-64.22975707728915,1.59
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001413311525702,-64.23104531294447,1.6
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00143026163833,-64.2323315969124,1.61
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001447303050348,-64.2336159296589,1.62
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00146443558807,-64.23489831165702,1.6300000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001481659077893,-64.23617874338693,1.6400000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001498973346308,-64.23745722533585,1.6500000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001516378219893,-64.23873375799802,1.6600000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001533873525315,-64.24000834187474,1.67
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001551459089328,-64.24128097747428,1.68
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00156913473878,-64.24255166531186,1.69
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00158690030061,-64.2438204059097,1.7
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001604755601843,-64.24508719979693,1.71
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001622700469603,-64.24635204750957,1.72
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001640734731104,-64.24761494959058,1.73
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001658858213652,-64.24887590658973,1.74
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001677070744645,-64.25013491906367,1.75
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001695372151577,-64.25139198757586,1.76
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001713762262035,-64.25264711269655,1.77
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001732240903703,-64.25390029500278,1.78
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001750807904354,-64.25515153507835,1.79
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001769463091865,-64.2564008335138,1.8
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0017882062942,-64.25764819090634,1.81
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00180703733943,-64.25889360785993,1.82
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00182595605571,-64.26013708498517,1.83
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00184496227131,-64.26137862289931,1.84
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001864055814586,-64.26261822222624,1.85
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001883236513994,-64.26385588359642,1.86
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001902504198085,-64.26509160764692,1.87
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00192185869552,-64.26632539502138,1.8800000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001941299835057,-64.26755724636995,1.8900000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001960827445544,-64.2687871623493,1.9000000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.001980441355943,-64.27001514362262,1.9100000000000001
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00200014139531,-64.27124119085954,1.92
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002019927392805,-64.27246530473619,1.93
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002039799177687,-64.27368748593507,1.94
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002059756579325,-64.27490773514512,1.95
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002079799427182,-64.27612605306167,1.96
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002099927550834,-64.27734244038642,1.97
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00212014077995,-64.2785568978274,1.98
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002140438944316,-64.27976942609894,1.99
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00216082187381,-64.28098002592169,2.0
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002181289398425,-64.28218869802261,2.0100000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002201841348256,-64.28339544313485,2.02
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002222477553506,-64.28460026199785,2.0300000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00224319784448,-64.28580315535724,2.04
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002264002051593,-64.28700412396485,2.05
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00228489000537,-64.28820316857865,2.06
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00230586153644,-64.28940028996278,2.07
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00232691647554,-64.29059548888752,2.08
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00234805465352,-64.29178876612922,2.09
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002369275901337,-64.29298012247034,2.1
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002390580050058,-64.29416955869938,2.11
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002411966930858,-64.2953570756109,2.12
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00243343637502,-64.29654267400545,2.13
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00245498821395,-64.29772635468962,2.14
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002476622279154,-64.29890811847594,2.15
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002498338402248,-64.30008796618289,2.16
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00252013641497,-64.3012658986349,2.17
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00254201614916,-64.30244191666227,2.18
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002563977436782,-64.30361602110126,2.19
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002586020109906,-64.30478821279394,2.2
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002608144000714,-64.30595849258825,2.21
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00263034894151,-64.3071268613379,2.22
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002652634764704,-64.3082933199025,2.23
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00267500130283,-64.30945786914737,2.24
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002697448388528,-64.31062050994358,2.25
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00271997585456,-64.31178124316799,2.2600000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002742583533802,-64.31294006970313,2.27
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002765271259246,-64.31409699043725,2.2800000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002788038864,-64.31525200626427,2.29
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002810886181294,-64.31640511808376,2.3000000000000003
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00283381304447,-64.31755632680091,2.31
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002856819286993,-64.31870563332653,2.32
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002879904742443,-64.31985303857701,2.33
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00290306924452,-64.32099854347432,2.34
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002926312627043,-64.32214214894594,2.35
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00294963472395,-64.32328385592493,2.36
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002973035369305,-64.3244236653498,2.37
30.0,0.03,0.25,-60.0,4.0,0.0,-16.002996514397278,-64.32556157816457,2.38
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003020071642176,-64.32669759531872,2.39
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003043706938417,-64.32783171776714,2.4
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003067420120544,-64.32896394647017,2.41
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00309121102322,-64.33009428239353,2.42
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003115079481237,-64.33122272650832,2.43
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0031390253295,-64.332349279791,2.44
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00316304840304,-64.33347394322335,2.45
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003187148537013,-64.33459671779248,2.46
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0032113255667,-64.33571760449075,2.47
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0032355793275,-64.33683660431583,2.48
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003259909654947,-64.33795371827061,2.49
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003284316384686,-64.33906894736323,2.5
30.0,0.03,0.25,-60.0,4.0,0.0,-16.0033087993525,-64.34018229260703,2.5100000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003333358394286,-64.34129375502053,2.52
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00335799334608,-64.34240333562741,2.5300000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00338270404403,-64.3435110354565,2.54
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003407490324417,-64.34461685554174,2.5500000000000003
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003432352023655,-64.3457207969222,2.56
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003457288978275,-64.34682286064199,2.57
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00348230102494,-64.34792304775033,2.58
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00350738800044,-64.34902135930142,2.59
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003532549741696,-64.35011779635451,2.6
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003557786085754,-64.35121235997386,2.61
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00358309686979,-64.35230505122867,2.62
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003608481931106,-64.35339587119311,2.63
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003633941107143,-64.3544848209463,2.64
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003659474235462,-64.35557190157223,2.65
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00368508115376,-64.35665711415984,2.66
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003710761699857,-64.35774045980291,2.67
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003736515711715,-64.35882193960008,2.68
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00376234302742,-64.3599015546548,2.69
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003788243485193,-64.36097930607535,2.7
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00381421692338,-64.36205519497479,2.71
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003840263180468,-64.36312922247096,2.72
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00386638209507,-64.36420138968646,2.73
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003892573505933,-64.36527169774857,2.74
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00391883725194,-64.36634014778932,2.75
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00394517317211,-64.3674067409454,2.7600000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.003971581105585,-64.3684714783582,2.77
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00399806089165,-64.36953436117372,2.7800000000000002
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004024612369722,-64.3705953905426,2.79
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00405123537935,-64.37165456762008,2.8000000000000003
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00407792976022,-64.37271189356599,2.81
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004104695352158,-64.37376736954472,2.82
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004131531995117,-64.37482099672522,2.83
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004158439529192,-64.37587277628093,2.84
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00418541779461,-64.37692270938982,2.85
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004212466631735,-64.37797079723431,2.86
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004239585881074,-64.37901704100133,2.87
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00426677538326,-64.38006144188223,2.88
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004294034979075,-64.38110400107279,2.89
30.0,0.03,0.25,-60.0,4.0,0.0,-16.00432136450943,-64.38214471977315,2.9
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004348763815376,-64.3831835991879,2.91
30.0,0.03,0.25,-60.0,4.0,0.0,-16.004376232738103,-64.38422064052594,2.92
