data_set_T,data_set_M11,data_set_M12,data_set_M13,data_set_M14,data_set_M15,data_set_M16,data_set_M17,data_set_M18,data_set_M19,data_set_M20,data_set_M21,data_set_M22,data_set_M23,data_set_M24,data_set_M25,data_set_M26,data_set_M27,data_set_M28,data_set_M29,data_set_M30,data_set_PHIANG,data_set_R0,data_set_R1
358.0,0.71581513,2.9762073,4.4997048,6.5288544,9.4860554,9.9179993,11.106991,9.8671551,9.0773954,6.405622,5.4302802,2.4699597,0.77467996,0.51621997,0.27538159,0.10851483,0.019476609,0.085294798,0.029232021,0.50496906,-1.2521989,4.0397906,2.7051318
359.0,0.90246505,2.4837372,3.778667,6.4704494,9.0449209,10.590257,10.165068,11.901916,9.5414333,6.7888908,4.9167724,2.1662903,1.1566037,0.1850576,0.12047285,0.038901038,0.054369573,0.030576985,0.19514583,0.33695191,-1.2244135,4.0434475,2.7891905
360.0,0.66287845,1.8691665,4.1449404,6.0572262,9.1263676,10.85446,9.7898893,11.586368,9.5517693,6.293757,4.8205175,2.668097,1.139021,0.23636468,0.043187819,0.13375197,0.029240021,0.010961419,0.069957033,0.32505843,-1.2110965,3.970649,2.7592757
361.0,0.34440288,1.8784803,3.9042504,6.0238361,9.4639683,10.696962,10.340807,11.993909,9.2896299,7.5481043,4.8870363,2.9202993,0.84632593,0.41098481,0.027602695,0.075211346,0.010482136,0.0039295144,0.025078611,0.32385865,-1.1850151,4.0507579,2.8502512
362.0,0.68636245,1.8681227,4.0414658,7.9412503,9.8661442,10.564217,11.93098,10.204008,9.3900118,6.7571874,5.0052633,3.0156152,0.71447206,0.41248485,0.016447339,0.078968711,0.010487674,0.0014086756,0.011677033,0.33717337,-1.2422661,4.1426873,2.8859584
363.0,0.54588419,1.3091923,4.0455813,6.5613608,9.3711433,11.212564,11.690994,10.471911,9.3015156,8.4128494,5.1449471,3.0520875,1.8831475,0.31627202,0.024331832,0.02830917,0.0037596833,0.00050499034,0.11584055,0.229296,-1.1650385,4.1860747,2.9044988
364.0,0.42001468,1.2011437,3.9657948,6.7296438,8.741643,11.038192,11.161435,10.153773,10.571071,7.6168742,7.0443306,2.7399955,1.5857593,0.77694917,0.024987899,0.1678434,0.023621492,0.034027599,0.21921369,0.19580017,-1.1263242,4.2206059,2.8829806
365.0,0.3538391,1.4478937,4.5272202,6.2978411,8.7785616,11.208781,11.484668,10.337175,10.103212,7.5172887,6.3813553,2.7885323,1.1027572,0.47129419,0.090680219,0.061691444,0.0084679723,0.012198415,0.14858975,0.28756279,-1.162396,4.1704807,2.8915589
366.0,0.17810977,1.1816225,3.5050209,5.7906222,8.7845154,11.655178,10.824136,10.801727,9.5299397,8.9403448,6.4699216,3.0611463,0.83492959,0.28289166,0.080194652,0.022115514,0.016499503,0.090239771,0.053267334,0.16340959,-1.1170772,4.1132917,2.9250894
367.0,0.77868962,1.7047535,3.5842674,6.9754043,9.6699028,11.329556,10.676155,11.031466,9.8319368,8.0862999,5.9670506,2.9165969,1.2992736,0.33667314,0.11668141,0.0079281004,0.0059148395,0.032349687,0.11154249,0.23348336,-1.1718946,4.2347965,2.9264278
368.0,1.3140105,1.5267943,3.3048043,7.0036931,8.4681339,10.322622,10.814853,10.951321,9.7205,6.9325247,4.953331,2.3766596,1.1324645,0.37762323,0.21684557,0.0028421124,0.0021203866,0.011596908,0.039986409,0.14766864,-1.1950469,3.9810197,2.7661197
369.0,0.68534964,1.1527802,3.2263303,7.2428298,8.8067217,10.727988,11.702664,10.538903,9.9298325,7.6639528,4.0785432,2.7525434,1.6998748,0.62985945,0.083422609,0.0010188574,0.00076012872,0.080976732,0.042682514,0.31566203,-1.1760988,4.0681348,2.8408377
370.0,0.61832076,1.5915747,2.160135,7.4068632,8.0971594,9.5178452,10.857898,11.747188,9.0336809,9.2993078,6.0011234,2.7763567,1.5730251,0.49170908,0.029905831,0.000365246,0.035889052,0.029029019,0.01530108,0.19699059,-1.1018385,4.0739832,2.8389721
371.0,0.71803445,1.2544299,3.1437869,5.6139665,8.2174025,9.2208748,10.813574,10.795821,10.560736,8.7761669,7.2835031,3.4863331,1.5245651,0.49805972,0.31359702,0.00013093554,0.012865719,0.050020847,0.0054852217,0.082467154,-1.0456247,4.1185908,2.8313
372.0,0.56223869,1.2693875,2.4706178,5.746222,8.2482996,8.7149,10.172291,10.888401,9.8350296,9.3037033,5.338448,3.3400259,1.0826812,0.71809858,0.21469699,4.6938552e-05,0.004612179,0.076268688,0.0019663749,0.029563315,-1.0640445,3.9008749,2.725637
373.0,0.7387343,2.0194132,3.2249405,7.0292931,8.8893814,10.997167,10.885358,11.706159,9.5253954,7.246388,5.2724185,3.3022397,2.0925794,0.44005945,0.11995065,1.6826809e-05,0.0016534013,0.046003416,0.00070491771,0.010598032,-1.157339,4.1774225,2.8696051
374.0,0.62185723,1.6150388,3.8469956,5.5047688,7.3839617,10.149186,11.042857,11.88503,9.6210384,6.8935304,4.4308805,3.6703193,1.733458,0.23353279,0.12156728,6.0321745e-06,0.0005927211,0.016491577,0.00025270306,0.19001359,-1.1335409,3.9480689,2.7462752
375.0,0.60608023,1.0691695,2.8963914,5.8396869,8.817873,10.375276,11.631775,11.103215,9.8289871,6.642446,5.7138295,2.7666373,1.0041804,0.32989594,0.059025098,2.1624496e-06,0.088491559,0.0059119985,0.058848038,0.068117201,-1.1426849,3.945292,2.8294079
376.0,0.62520885,1.148247,3.1237793,5.2139935,8.3179779,10.908385,11.108585,11.481302,10.328791,7.8810101,6.3954535,3.1262102,1.3358006,0.41794562,0.093841262,7.7520775e-07,0.031722978,0.0021193682,0.021494731,0.37290177,-1.0936745,4.0967383,2.8846574
377.0,0.50700307,1.2724704,3.1649783,5.483139,8.8398104,10.554717,10.87543,11.226207,8.743701,8.3022118,5.3590283,2.5448246,1.6375529,0.54770124,0.22633275,2.7790105e-07,0.011372241,0.00075976364,0.01319679,0.31000394,-1.1271858,3.9810221,2.7822716
378.0,0.3889544,1.4907132,4.5283322,5.0997014,9.0933657,10.278337,11.866555,12.841928,10.155503,7.620595,5.8583751,2.9945331,1.0075586,0.26573884,0.081137106,0.020589985,0.0040767882,0.00027236459,0.0053569279,0.14580563,-1.1398792,4.1873713,2.9876928
379.0,0.83013254,1.7560873,4.5129395,4.9297957,9.1512299,10.385163,12.149566,11.500899,9.3318472,8.1534128,5.3912954,3.0730162,1.3216083,0.55979604,0.02908651,0.0073812199,0.0014614712,9.7638869e-05,0.0019203832,0.052269269,-1.1510179,4.1569505,2.8966374
380.0,1.1882093,1.9959658,4.7770948,5.3627353,8.4352789,10.719543,10.620747,11.116347,8.1578865,7.4610357,4.6364918,2.8377395,1.0905517,0.89402252,0.010427104,0.0026460635,0.0027919705,3.5002158e-05,0.058523484,0.11177088,-1.2033002,3.9739921,2.698946
381.0,1.1592146,2.1432149,5.1660943,7.367094,8.6543798,11.082502,11.694477,11.865346,8.6193199,7.1520748,4.9065447,1.8086202,0.75525415,0.54648209,0.00373797,0.00094857649,0.0010008821,0.2431117,0.020979844,0.2540766,-1.269895,4.1722236,2.8915236
382.0,0.80032498,1.7580464,4.823523,8.0853109,8.5358181,11.032137,13.962018,12.395586,10.668004,7.8502927,5.4850187,1.4502826,0.46786568,0.4675473,0.0013400096,0.00034005131,0.00035880215,0.094483107,0.0075209788,0.26607338,-1.2310964,4.4075947,3.1715713
383.0,0.86117512,2.1106515,3.7037761,7.9535155,9.0136414,11.295849,13.177508,11.801548,11.030904,8.0306969,5.1101375,1.9034331,0.92268264,0.16760913,0.00048037458,0.021610864,0.00012862551,0.033870865,0.0026961651,0.095383555,-1.2144643,4.361865,3.1387136
384.0,0.39683199,2.2468674,3.4427416,7.7100773,9.1630592,11.74014,13.814962,13.354014,10.550578,8.4461937,5.5615325,2.0874794,0.84434438,0.065250151,0.044952784,0.0077471905,4.6110439e-05,0.012142228,0.00096653722,0.034193661,-1.1918948,4.4762063,3.277385
385.0,1.0281079,1.8202037,4.2618089,7.9093862,10.653504,12.37429,11.532157,12.598265,10.379809,8.0790071,5.0054698,1.4846739,0.54728889,0.065902174,0.10809718,0.0027772589,1.6529943e-05,0.0043528178,0.00034648998,0.21358293,-1.2581511,4.4034524,3.1907351
386.0,0.68959326,2.6876378,4.6313539,8.9334259,10.339784,11.544472,12.055879,12.066302,11.145957,7.1866999,4.8069534,2.183166,0.97554868,0.17795064,0.038751319,0.00099560816,5.9257518e-06,0.0015604239,0.021575745,0.63410467,-1.2756513,4.5060859,3.162674
387.0,0.42666891,2.6315403,4.3125138,8.3331013,10.657231,10.668957,11.538252,11.143215,11.800043,7.8571529,5.1579528,2.2157576,0.82042736,0.21548976,0.013891802,0.00035691151,2.1242986e-06,0.00055939,0.0077346009,0.24540856,-1.237749,4.4023128,3.1115277
388.0,0.83816606,3.8185508,5.0720563,7.9924879,10.938477,11.36179,12.290677,12.563635,10.758176,7.4418483,5.0627198,2.6150231,0.97296,0.24460034,0.0049800156,0.00012794776,0.014586344,0.00020053344,0.071509019,0.25926679,-1.2772273,4.6160917,3.1941445
389.0,0.65482289,2.7319481,4.899456,8.3929873,10.598917,12.991329,13.762912,12.316391,10.171103,8.1103163,4.5030484,2.1728964,0.85930943,0.21468256,0.0017852654,4.5867469e-05,0.0052289991,7.1888411e-05,0.25268263,0.11393431,-1.279178,4.6376934,3.3192911
390.0,1.0846834,1.9652489,5.1717696,8.0293703,9.5890732,12.915626,13.131485,12.162967,10.188591,8.2751942,4.4323516,1.5677294,0.83209217,0.29844743,0.44723964,0.069440112,0.0018745227,0.17941456,0.090583168,0.040843844,-1.2665985,4.5237012,3.2036152
391.0,1.0996004,2.954736,4.641923,7.7952118,10.878738,12.96926,13.1065,14.251901,10.135187,7.3970056,5.3229122,1.5056039,1.2396939,0.13747303,0.31748161,0.024893302,0.014578118,0.064317591,0.068741813,0.065156847,-1.2691988,4.6995459,3.3378224
392.0,1.2491904,2.4025826,4.9762244,7.9760981,10.714924,12.11021,13.8317,12.343643,10.692637,8.1628294,5.3190155,1.8106291,0.89435524,0.049282148,0.20016254,0.0089238985,0.00522605,0.023056952,0.024642972,0.10898911,-1.2618231,4.645216,3.3051679
393.0,0.64787984,1.9604156,4.7138324,8.2305126,12.011642,12.745973,13.289574,12.902398,10.880003,7.9841423,5.6407704,1.6935818,1.1944304,0.038205046,0.071755454,0.0031990921,0.0018734654,0.0082655931,0.008834159,0.19120944,-1.2532617,4.7109246,3.4075549
394.0,0.49998763,2.1641998,4.0613418,7.2937732,10.647054,11.476655,13.396393,12.556566,10.051649,8.9356728,4.7929201,1.7415909,0.9628737,0.12218668,0.13195467,0.0011468295,0.00067161093,0.0029630987,0.0044787438,0.10415784,-1.223905,4.447412,3.2304525
395.0,0.85653281,2.1523287,4.420588,8.6089563,10.798966,11.954823,13.539866,13.335574,9.2108831,9.3708735,4.8316092,2.2608967,0.89246655,0.39785862,0.047303893,0.00041112222,0.00024076307,0.070439532,0.018277647,0.27580515,-1.2454897,4.652235,3.3077564
396.0,0.44705907,1.9381822,4.8539591,7.502418,11.525797,10.738167,13.126985,11.31099,9.7805357,7.844521,5.7772856,3.1130221,1.3097253,0.20648932,0.09850242,0.00014738152,8.6310174e-05,0.11399809,0.006552279,0.18466002,-1.2193518,4.4939542,3.1358635
397.0,0.76515496,1.5837624,3.9890554,5.8391089,11.096414,11.225465,14.454146,11.741476,11.327286,8.1597757,4.8096662,2.2577393,1.4701569,0.394308,0.035311732,5.2834203e-05,3.0940981e-05,0.04086671,0.048877176,0.16729097,-1.1873305,4.4702973,3.2206092
398.0,0.54159045,1.2040824,4.047195,7.8863664,10.108144,11.100768,14.329004,12.839978,12.477028,8.4461689,5.3650026,1.8306971,1.0531943,0.14953317,0.18941267,1.8940318e-05,1.1091906e-05,0.01465014,0.1072397,0.080295175,-1.1843859,4.5885191,3.3585865
399.0,0.89308602,0.89787275,4.3467102,8.4664583,10.55672,13.247564,14.126839,12.720858,12.426806,8.7542171,6.7736983,3.1172674,0.58068287,0.206816,0.067901775,6.7898372e-06,3.9762922e-06,0.0052518691,0.038443923,0.07531517,-1.1782122,4.8651261,3.5240567
400.0,0.56384277,1.3257293,3.9079993,7.3050284,10.317353,12.833875,13.416523,11.563639,12.074505,9.3462648,8.0585699,3.2819426,0.46216989,0.32572007,0.024341831,2.4340611e-06,1.4254448e-06,0.0018827211,0.032378923,0.26600903,-1.1366142,4.7553887,3.3998611
401.0,0.32696676,1.1985799,3.7726018,7.3998671,9.6306496,13.97902,13.579397,12.65566,12.911448,10.625836,6.1945686,3.490021,1.0078729,0.21564972,0.0087262038,8.7257666e-07,5.1100187e-07,0.000674929,0.011607389,0.095360495,-1.122605,4.8552256,3.5422852
402.0,0.24197668,1.5293177,3.6549139,7.6162086,10.677136,11.968202,13.611669,11.664796,12.06401,9.1540098,4.820611,3.210022,1.1147705,0.19545369,0.075947039,0.10968678,1.8318698e-07,0.00024195254,0.0041610855,0.034185395,-1.169426,4.5873661,3.3245716
403.0,0.57227415,1.7375306,4.1373882,7.0621018,10.534797,11.478343,13.533763,13.260113,11.937397,9.4057846,6.0084071,2.686574,1.1448368,0.15199737,0.069564842,0.039321169,0.18094665,8.6736582e-05,0.22826889,0.14769201,-1.1602643,4.7158594,3.3601155
404.0,0.3602882,2.2367826,3.9303265,7.3699379,10.547118,11.135924,13.356199,12.457346,11.962618,9.2601528,5.4140801,1.9112931,1.4133778,0.097757593,0.10755461,0.014096085,0.064866826,3.1093845e-05,0.08183118,0.36476976,-1.1857343,4.6043177,3.2890897
405.0,0.47589898,2.1075046,4.4746056,8.0515928,11.589602,12.926808,13.11972,12.819418,10.896197,9.0282869,6.1072068,2.5636563,1.0173563,0.33530873,0.063302182,0.0050532483,0.023253843,1.1146705e-05,0.029335327,0.17188667,-1.2123114,4.7903004,3.4155505
406.0,0.45635074,1.9240509,4.9321842,8.0840902,9.9915428,11.638843,13.325643,13.700219,11.435075,8.0076151,5.1564722,4.114109,1.3116256,0.14876409,0.17013787,0.0018115183,0.16518113,0.0041245962,0.036592785,0.35950929,-1.1879989,4.7481971,3.3154011
407.0,0.67678809,1.9486084,3.8465674,8.9093943,10.492317,12.150329,14.400228,13.321099,11.344392,7.6163859,6.144948,2.8469944,1.1494255,0.053329829,0.060992029,0.00064940378,0.059215114,0.0014786097,0.013117998,0.22781724,-1.2092373,4.7632036,3.4159186
408.0,0.35325384,2.7465589,4.4604115,8.371419,10.540492,13.109721,13.329175,13.359325,11.269642,7.5561333,4.8012705,1.955696,1.0089648,0.1205442,0.026641136,0.00023280212,0.041780218,0.0090172244,0.0047026174,0.087046094,-1.2560415,4.6576014,3.3876305
409.0,0.82681632,2.689712,5.1609259,8.832242,10.874594,12.421107,13.68447,13.418859,10.60205,7.8876481,4.3761039,1.77341,1.1945668,0.3802886,0.0095504718,8.3456282e-05,0.014977621,0.0032325482,0.0016858223,0.10317046,-1.2818444,4.7127748,3.3747463
410.0,1.0631196,2.0579507,4.5208106,8.1944513,10.678653,11.738424,12.219023,12.838387,9.5407372,7.3283992,5.544138,1.3539991,1.4755589,0.18566316,0.0034237099,2.9917903e-05,0.005369266,0.001158823,0.00060434354,0.13857248,-1.261837,4.4444237,3.1600575
411.0,1.0302612,2.4104939,5.4858222,7.7737947,10.441801,11.145093,12.107969,12.30426,10.36616,7.458724,4.982995,1.2287921,0.75525773,0.26396483,0.0012273517,1.0725147e-05,0.0019248064,0.00041542173,0.00021664865,0.094845101,-1.2841623,4.3927016,3.1344852
412.0,1.4100568,2.0710125,6.4640722,8.1234837,10.951639,13.442498,11.017305,13.10675,10.042893,8.6248055,5.0642819,1.9608487,0.67169851,0.44016451,0.00043998833,3.8448143e-06,0.047095086,0.00014892285,0.0057490277,0.41805604,-1.2926939,4.69315,3.2750754
413.0,1.17047,1.8249459,5.4591231,8.0476952,10.858307,13.36295,12.533531,13.751235,10.440875,7.8323302,5.2457485,2.9804032,0.43033987,0.15779278,0.15402231,1.3783118e-06,0.016882926,5.3386742e-05,0.0087343128,0.61042309,-1.2615818,4.7442932,3.3550038
414.0,1.21856,2.2694125,6.0232978,9.2667046,11.437961,11.837297,13.875878,12.771249,11.503997,8.6110744,4.1213164,2.9504547,0.49533522,0.081330746,0.05521483,4.9410539e-07,0.0060522915,1.9138395e-05,0.013073718,0.5540688,-1.2913048,4.8546147,3.4280181
415.0,0.93507814,2.6125052,4.1382489,8.8598928,9.6871557,12.497465,13.707111,12.656636,12.17465,8.5462685,5.8791575,1.9049594,1.0412574,0.029155927,0.13875329,1.7712982e-07,0.0021696612,6.8608456e-06,0.004686744,0.19862588,-1.2234774,4.750689,3.390887
416.0,0.51669645,2.9148877,4.8525038,7.5157604,10.36624,12.813864,14.360682,12.153596,11.509355,7.6671772,5.1384768,1.6912155,0.55565238,0.18125403,0.13456839,0.010092677,0.000777793,2.4595165e-06,0.0016801318,0.10349274,-1.2593179,4.6243987,3.3598228
417.0,0.2439443,2.0062459,4.6027231,9.221118,10.91696,12.234565,14.289357,12.431172,11.16853,7.5656767,4.980823,2.766202,0.4531762,0.26577187,0.048240874,0.0036180825,0.00027882785,8.8170208e-07,0.064778589,0.576666,-1.257705,4.6919923,3.3819101
418.0,0.61471492,1.7100382,4.3735833,8.4369984,10.955089,11.919401,13.442077,13.793667,10.958203,6.3695121,4.9518251,2.8870103,0.29264748,0.29897857,0.017293675,0.0012970316,9.9955854e-05,3.1607777e-07,0.023222212,0.20672664,-1.2506229,4.5626192,3.3299549
419.0,0.48866862,1.7080834,4.3877087,8.6047688,10.709237,11.858123,12.004723,13.239014,9.8802376,7.5753546,5.3094778,2.5148854,1.1218129,0.18177459,0.0061995387,0.0004649676,0.011840384,0.099449858,0.0083248354,0.24914278,-1.2362885,4.4979644,3.2090752
420.0,0.28534597,1.3836361,3.4834499,8.2877913,9.3295717,10.649883,11.682763,12.130363,11.340431,7.8768754,5.5878091,2.986469,1.5208172,0.10796577,0.0022224474,0.013615391,0.0042446107,0.035651375,0.027409928,0.16321784,-1.1591932,4.3449764,3.0937951
421.0,0.41111436,1.4936715,3.667624,6.5508857,9.8184309,11.988297,12.627593,12.501545,11.590242,7.7698078,5.5713544,3.3309786,1.6628956,0.28903866,0.00079671608,0.087010361,0.0015216332,0.012780516,0.0098260734,0.058511298,-1.1433954,4.4721966,3.1985407
422.0,0.34534809,1.8120065,4.4897103,6.5137835,10.445066,11.258055,12.433784,13.224461,11.114065,8.3982048,7.1688128,3.7286596,2.4932172,0.96430016,0.069907919,0.03119199,0.08652734,0.0045816354,0.0035225088,0.21962914,-1.1059639,4.7402415,3.2252641
423.0,0.46650293,1.8580297,4.3640141,6.811162,9.4221668,10.715308,11.812457,11.043727,10.775342,7.6803455,6.3102455,3.6377614,1.7204883,0.92761379,0.27110666,0.011181889,0.11471973,0.0016424517,0.0012627698,0.078733951,-1.1341063,4.4011908,2.9747269
424.0,0.57007831,1.9075085,3.0799496,6.4410472,7.0128002,11.259007,10.772924,10.167727,11.782693,9.2353706,6.6419449,2.8883886,1.9057178,0.44386649,0.097187914,0.38473028,0.041125409,0.00058879581,0.19266744,0.028225014,-1.06963,4.2426772,2.895014
425.0,0.37934503,1.6288319,3.4157999,6.1550694,7.7046895,9.517127,11.804682,10.554136,9.2393103,9.3783865,6.2508926,2.3620863,1.3526285,0.86300194,0.11813481,0.13792039,0.014742881,0.00021107501,0.07377357,0.01011827,-1.0964857,4.0480442,2.8043516
426.0,0.15387911,1.2277818,3.6110554,7.1290975,8.8580055,9.5465088,11.259093,12.936758,9.9220781,8.9719334,6.3457713,2.8449152,1.2754929,1.1660067,0.068420321,0.049442519,0.005285115,7.566742e-05,0.026446788,0.01934267,-1.0986595,4.2708693,2.9926953
427.0,0.61226165,1.7751495,3.6746418,6.1307421,8.4762125,9.7829952,11.237092,11.256934,9.5839844,8.9259968,4.6982427,3.0548043,1.5876144,0.58384818,0.024527723,0.017724447,0.0018946393,0.02851318,0.0094808014,0.073975153,-1.1332061,4.0768318,2.8293209
428.0,0.49864927,1.1913049,3.5729625,6.8163466,7.9253588,10.925694,12.025624,11.39753,10.13562,8.8930569,6.540071,3.4148037,1.0810138,0.47194648,0.11901443,0.0063539646,0.00067920156,0.010221574,0.029748242,0.026519051,-1.1037983,4.2541261,3.0004182
429.0,0.44079953,1.6165605,2.7576184,6.0331669,8.9977312,10.474955,12.688361,11.277431,11.36884,9.0560818,5.9331322,3.1495593,1.335595,0.23425473,0.1064058,0.091238007,0.00024348419,0.0036642903,0.010664326,0.016315477,-1.0969059,4.2796307,3.0653419
430.0,0.1790075,1.5095298,3.2640061,5.310751,8.8701334,10.866597,12.973905,10.945383,10.747504,9.2681274,4.4322963,3.7573555,0.8070792,0.30087432,0.053951852,0.032707542,0.047236435,0.075278603,0.031928509,0.21429062,-1.1176046,4.1843972,3.0145857
431.0,0.12833227,1.1063954,3.1297207,5.5581913,8.377943,10.796381,11.570749,11.089158,10.692469,7.9643579,4.9279609,2.83569,1.5730857,0.63822246,0.019340979,0.089174792,0.016933598,0.026986318,0.011445921,0.11529925,-1.106234,4.033392,2.8891535
432.0,0.18861884,1.1968148,4.2529998,6.0698385,8.5557165,10.995778,10.637239,10.516068,9.4527092,7.779345,4.827312,3.4507165,1.0222057,0.43620214,0.10956412,0.031967908,0.0060704565,0.16518134,0.064542301,0.058156691,-1.1554588,3.9908524,2.7949183
433.0,0.53788352,1.6926173,4.782949,5.9934568,8.7240343,10.729725,10.979877,9.8032484,8.7323723,7.0544715,5.7484384,3.3808537,0.70488489,0.25806183,0.1637543,0.047009379,0.002176173,0.059215188,0.023137506,0.19113825,-1.1931325,3.9804652,2.7381048
434.0,0.74267924,2.2425363,3.6104286,5.6823163,9.0271406,10.93152,10.060907,9.7437897,9.1690102,7.2580075,5.6955891,3.7092154,0.88004911,0.47550693,0.058703613,0.20432937,0.00078012742,0.043706477,0.32008329,0.14958917,-1.1684573,4.0002942,2.6861939
435.0,1.2786995,2.1698234,3.1810203,5.6994815,9.1530933,11.292086,9.7060909,9.7378263,10.056883,7.0357842,5.9890981,2.7319739,0.666394,0.86628187,0.2126151,0.073249206,0.0002796647,0.015668157,0.43222854,0.47384021,-1.1823194,4.0386209,2.6860113
436.0,0.82986647,1.8226143,2.9328828,5.8184571,7.9468737,10.89845,9.571023,11.053592,9.8892918,6.464664,5.2107959,2.4672196,1.7065281,0.39005464,0.28637058,0.02750594,0.018159946,0.0056168134,0.19501276,0.53833282,-1.1567225,3.9036655,2.6555541
437.0,0.54474264,1.9723414,2.8690195,5.4739714,7.3911533,9.1764565,8.5879602,9.3177185,10.129533,6.6919703,4.9986787,2.9858387,1.8675119,0.24373053,0.25155419,0.04787714,0.067424811,0.0020135485,0.27773118,0.36210752,-1.1159551,3.6629667,2.4385467
438.0,0.37440941,2.0764644,3.6180665,6.2373714,7.8575311,9.1144753,9.4639301,9.9613104,9.2634296,7.7763052,4.2728534,2.2296751,1.4135022,0.41341844,0.1609056,0.072648659,0.055287354,0.069300719,0.39571792,0.20866103,-1.1752352,3.7517631,2.5370979
439.0,0.67610329,1.6286945,3.9564965,5.1239662,8.3913584,8.6653194,10.191502,9.6212978,9.2892265,7.3103509,4.5958338,1.6502982,1.3629829,0.84542668,0.065148041,0.048447881,0.15827854,0.047959484,0.15941758,0.12440992,-1.1691643,3.695626,2.5199702
440.0,0.26855665,1.3439889,4.2572775,5.2439132,8.7140522,9.5107107,10.062016,10.457908,8.9019375,7.559886,5.5814924,2.2850738,1.2994128,0.56068063,0.3966037,0.12184857,0.05674063,0.0171928,0.19306648,0.28222162,-1.1453718,3.8557291,2.6275055
441.0,0.43421784,1.6199272,4.1111407,5.4751768,8.6683083,9.1486702,10.507506,10.420803,8.7428579,7.8505268,5.7070746,2.0022175,1.0438863,0.42362848,0.31993955,0.043680996,0.041812155,0.28556049,0.17876454,0.38311657,-1.1637521,3.8704407,2.6304595
442.0,0.65161407,2.3120646,3.6118934,6.7938042,7.7627711,8.9381781,10.489571,10.582637,8.4774714,7.6479411,5.5623393,2.6806774,1.1329501,0.41498819,0.11469382,0.032535702,0.01498907,0.31202501,0.20567024,0.16056143,-1.1729009,3.8949687,2.6104271
