T,HK,HNA,IK,MNA,NI,NIR,NK,RIR,V
20.299999,0.36853391,0.91058815,0.017317085,0.019586314,0.6599564,0.0028066873,0.21204083,0.33516636,-78.302521
21.0,0.36860594,0.91197759,0.016290486,0.019439878,0.66011959,0.0027976222,0.2107693,0.336106,-78.364662
21.700001,0.36867866,0.91330618,0.015344062,0.019300759,0.66028434,0.0027884895,0.20955773,0.33700404,-78.424126
22.4,0.368752,0.91457605,0.014470181,0.019168505,0.66045064,0.0027792943,0.2084031,0.33786246,-78.481049
23.1,0.36882594,0.91578937,0.013662056,0.019042699,0.66061831,0.0027700423,0.2073025,0.33868319,-78.535545
23.799999,0.36890048,0.9169482,0.012913632,0.018922957,0.66078728,0.0027607384,0.2062532,0.33946803,-78.587738
24.5,0.36897555,0.91805476,0.012219507,0.018808924,0.66095752,0.0027513874,0.20525259,0.34021875,-78.637749
25.200001,0.36905113,0.91911107,0.011574848,0.018700272,0.66112882,0.0027419941,0.20429821,0.34093693,-78.685669
25.9,0.36912721,0.92011923,0.010975326,0.018596698,0.6613012,0.0027325624,0.20338771,0.34162414,-78.731606
26.6,0.36920372,0.92108119,0.010417058,0.018497916,0.66147459,0.0027230969,0.20251887,0.34228191,-78.77565
27.299999,0.3692807,0.92199892,0.0098965531,0.018403664,0.66164887,0.0027136013,0.20168957,0.34291157,-78.817886
28.0,0.36935803,0.92287433,0.00941067,0.0183137,0.66182405,0.0027040797,0.20089783,0.3435145,-78.858398
28.700001,0.36943579,0.92370933,0.0089565758,0.018227793,0.662,0.0026945355,0.20014176,0.34409192,-78.897263
29.4,0.36951387,0.92450559,0.008531712,0.018145731,0.66217673,0.0026849722,0.19941959,0.34464505,-78.934547
30.1,0.36959222,0.92526132,0.0092394231,0.018117903,0.66235411,0.0026754027,0.19873694,0.34516764,-78.830544
30.799999,0.36966261,0.9255622,0.016591713,0.020007117,0.66253185,0.0026669074,0.19891433,0.34485534,-77.907982
31.5,0.36972046,0.92517549,0.024346206,0.022232126,0.66270852,0.0026600838,0.20038076,0.34337354,-77.01989
32.200001,0.36976683,0.92415178,0.033004828,0.024597134,0.66288263,0.0026547858,0.20298669,0.34095889,-76.164497
32.900002,0.36980268,0.92253226,0.043037195,0.027100077,0.66305268,0.0026508879,0.20659661,0.33780628,-75.340294
33.599998,0.36982888,0.92035085,0.054912176,0.029738849,0.66321725,0.0026482833,0.21108721,0.3340767,-74.545876
34.299999,0.36984619,0.91763622,0.069116712,0.032510556,0.66337484,0.0026468791,0.21634601,0.32990301,-73.779961
35.0,0.36985537,0.91441268,0.086166248,0.035411544,0.66352379,0.0026465959,0.22227028,0.32539502,-73.041351
35.700001,0.36985704,0.91070169,0.10660896,0.038437426,0.66366243,0.002647365,0.22876605,0.32064342,-72.328949
36.400002,0.36985177,0.90652233,0.13102512,0.041583106,0.6637888,0.0026491259,0.23574738,0.31572306,-71.641716
37.099998,0.36984009,0.9018923,0.16002236,0.044842768,0.66390091,0.0026518262,0.24313559,0.31069559,-70.978714
37.799999,0.36982247,0.89682829,0.1942275,0.048209872,0.66399664,0.0026554198,0.25085869,0.30561176,-70.339088
38.5,0.36979938,0.89134645,0.23427522,0.051677108,0.66407371,0.0026598661,0.25885093,0.30051321,-69.722069
39.200001,0.36977121,0.88546282,0.28079432,0.055236347,0.66412956,0.0026651283,0.26705214,0.295434,-69.126991
39.900002,0.36973834,0.87919384,0.33439153,0.058878586,0.66416168,0.0026711742,0.27540731,0.29040194,-68.553268
40.599998,0.36970109,0.87255615,0.39563361,0.06259384,0.6641674,0.0026779741,0.28386623,0.28543964,-68.000435
41.299999,0.36965978,0.86556751,0.46502781,0.066371016,0.66414398,0.0026855003,0.2923829,0.28056547,-67.46814
42.0,0.36961472,0.85824651,0.54300112,0.070197791,0.66408855,0.0026937276,0.30091521,0.27579421,-66.956146
42.700001,0.36956617,0.85061306,0.6298781,0.074060343,0.66399831,0.0027026318,0.30942446,0.27113783,-66.464363
43.400002,0.36951441,0.84268862,0.72585738,0.077943124,0.66387045,0.0027121892,0.31787494,0.26660606,-65.992874
44.099998,0.36945963,0.83449644,0.83098608,0.081828438,0.66370225,0.0027223767,0.32623345,0.26220682,-65.541939
44.799999,0.36940211,0.8260619,0.9451316,0.085695952,0.66349101,0.002733171,0.33446872,0.25794667,-65.112053
45.5,0.36934203,0.81741291,1.0679498,0.089522034,0.66323417,0.0027445473,0.34255093,0.25383136,-64.704025
46.200001,0.36927962,0.80858034,1.1988467,0.093278818,0.66292959,0.0027564801,0.35045096,0.24986607,-64.319
46.900002,0.3692151,0.79959875,1.3369339,0.096933112,0.66257513,0.0027689408,0.35813969,0.24605598,-63.958595
47.599998,0.36914864,0.79050708,1.4809721,0.10044494,0.66216904,0.0027818976,0.36558703,0.24240658,-63.625
48.299999,0.36908045,0.78134948,1.6293055,0.1037658,0.66171014,0.0027953144,0.37276083,0.23892428,-63.321106
49.0,0.36901078,0.77217686,1.7797827,0.10683677,0.66119754,0.002809149,0.37962565,0.23561682,-63.050682
49.700001,0.36893985,0.76304805,1.9296693,0.10958649,0.66063106,0.0028233516,0.38614136,0.23249395,-62.818523
50.400002,0.36886784,0.7540313,2.0755646,0.11192964,0.66001123,0.0028378633,0.39226148,0.22956809,-62.630581
51.099998,0.3687951,0.745206,2.2133427,0.11376665,0.65933937,0.0028526131,0.39793181,0.22685494,-62.493992
51.799999,0.3687219,0.7366637,2.3381586,0.11498588,0.65861785,0.0028675175,0.40308931,0.22437415,-62.416935
52.5,0.36864856,0.72850817,2.4445817,0.11547019,0.65785021,0.0028824785,0.40766194,0.22214973,-62.408146
53.200001,0.36857548,0.72085428,2.5269263,0.11510959,0.65704131,0.0028973836,0.41156998,0.22020994,-62.47599
53.900002,0.36850309,0.7138235,2.5798383,0.11382101,0.65619731,0.002912109,0.41473016,0.2185864,-62.626945
54.599998,0.36843181,0.70753682,2.5991261,0.11157361,0.65532589,0.002926524,0.41706258,0.2173121,-62.863708
55.299999,0.36836216,0.70210421,2.5826993,0.10841322,0.65443593,0.0029405002,0.41850099,0.21641794,-63.183231
56.0,0.3682946,0.69761235,2.5313263,0.10447633,0.65353715,0.0029539212,0.41900465,0.21592818,-63.575439
56.700001,0.36822954,0.69411355,2.4488747,0.099982753,0.65263993,0.0029666943,0.41856912,0.21585533,-64.023384
57.400002,0.36816734,0.69161838,2.3418314,0.095204346,0.65175414,0.002978758,0.41723284,0.21619584,-64.505127
58.099998,0.36810821,0.69009435,2.2182038,0.090418279,0.65088898,0.0029900854,0.41507697,0.21692783,-64.996933
58.799999,0.36805224,0.68947113,2.0861847,0.085862286,0.65005219,0.0030006843,0.41221812,0.21801174,-65.476631
59.5,0.36799943,0.68965006,1.9530232,0.081707001,0.64924961,0.0030105908,0.40879634,0.2193936,-65.926224
60.200001,0.36794958,0.69051516,1.8243661,0.078050137,0.64848536,0.0030198614,0.40496168,0.22101009,-66.333031
60.900002,0.36790243,0.69194382,1.7040906,0.074927203,0.64776158,0.003028566,0.4008621,0.22279415,-66.68969
61.599998,0.36785772,0.69381505,1.5944812,0.072329372,0.64707875,0.0030367803,0.39663425,0.22467983,-66.993271
62.299999,0.36781511,0.69601542,1.4965718,0.070221126,0.64643627,0.0030445817,0.39239812,0.22660625,-67.244186
63.0,0.36777422,0.69844252,1.4105129,0.06855388,0.6458323,0.0030520442,0.38825423,0.2285199,-67.445045
63.700001,0.36773473,0.70100641,1.3358912,0.067275137,0.64526445,0.0030592375,0.38428339,0.23037598,-67.599777
64.400002,0.36769632,0.70363039,1.2719721,0.066333741,0.64472985,0.0030662245,0.38054776,0.2321386,-67.712967
65.099998,0.3676587,0.70625019,1.2178689,0.065682523,0.6442253,0.003073062,0.37709263,0.23378049,-67.789398
65.800003,0.36762163,0.70881319,1.172653,0.065279335,0.64374775,0.0030797995,0.37394869,0.23528217,-67.833786
66.5,0.36758485,0.71127707,1.1354178,0.065087132,0.64329386,0.0030864801,0.37113431,0.23663105,-67.850571
67.199997,0.36754817,0.71360886,1.1053141,0.065073639,0.64286059,0.0030931407,0.36865753,0.23782031,-67.843864
67.900002,0.36751145,0.71578348,1.0815657,0.065210767,0.64244509,0.0030998127,0.36651823,0.238848,-67.817413
68.599998,0.36747453,0.7177828,1.0634719,0.065474086,0.64204454,0.0031065221,0.36470962,0.23971596,-67.77459
69.300003,0.36743733,0.71959436,1.0504051,0.065842196,0.64165634,0.0031132905,0.36321983,0.24042913,-67.718414
70.0,0.36739969,0.72121078,1.0418032,0.066296317,0.64127827,0.0031201357,0.3620331,0.24099472,-67.651573
70.699997,0.36736163,0.72262889,1.0371617,0.066819802,0.64090806,0.0031270713,0.36113083,0.24142163,-67.576447
71.400002,0.36732304,0.72384882,1.0360247,0.067397818,0.64054382,0.0031341077,0.36049238,0.24171996,-67.495155
72.099998,0.36728388,0.72487366,1.0379775,0.068017066,0.64018375,0.0031412528,0.36009583,0.24190056,-67.409576
72.800003,0.36724415,0.72570908,1.0426385,0.068665564,0.63982624,0.0031485115,0.35991853,0.2419747,-67.321358
73.5,0.36720386,0.72636247,1.0496544,0.069332436,0.63946986,0.0031558869,0.35993752,0.24195379,-67.231972
74.199997,0.36716297,0.726843,1.0586935,0.070007816,0.63911343,0.0031633796,0.36012998,0.24184918,-67.1427
74.900002,0.36712152,0.72716099,1.069443,0.070682727,0.6387558,0.003170989,0.36047342,0.24167199,-67.054688
75.599998,0.3670795,0.72732794,1.081605,0.071349002,0.63839602,0.0031787124,0.360946,0.24143299,-66.96891
76.300003,0.36703697,0.72735596,1.0948952,0.071999282,0.63803327,0.0031865463,0.3615267,0.2411425,-66.886246
77.0,0.3669939,0.72725785,1.1090417,0.072626933,0.63766682,0.0031944856,0.3621954,0.24081026,-66.807419
77.699997,0.36695039,0.72704673,1.1237838,0.073226072,0.6372962,0.0032025243,0.36293307,0.24044549,-66.73307
78.400002,0.3669064,0.72673589,1.1388733,0.073791549,0.63692093,0.0032106554,0.36372188,0.24005681,-66.663704
79.099998,0.36686206,0.72633868,1.1540747,0.074318953,0.63654071,0.0032188718,0.3645452,0.23965214,-66.599754
79.800003,0.36681736,0.72586834,1.1691667,0.074804641,0.63615525,0.0032271652,0.36538765,0.2392388,-66.541527
80.5,0.36677235,0.72533774,1.1839437,0.075245723,0.6357646,0.0032355271,0.36623523,0.23882343,-66.48925
81.199997,0.36672705,0.72475958,1.1982177,0.075640105,0.63536859,0.0032439486,0.36707526,0.23841199,-66.443062
81.900002,0.36668155,0.72414583,1.21182,0.075986437,0.63496733,0.003252421,0.36789647,0.2380098,-66.403008
82.599998,0.36663586,0.72350806,1.2246029,0.076284163,0.63456094,0.0032609352,0.36868897,0.2376215,-66.369041
83.300003,0.36659005,0.72285688,1.2364413,0.076533467,0.63414973,0.0032694824,0.36944425,0.23725109,-66.341042
84.0,0.36654413,0.72220236,1.2472334,0.076735251,0.63373393,0.0032780538,0.37015516,0.23690192,-66.318832
84.699997,0.36649814,0.72155344,1.2569025,0.076891102,0.63331378,0.0032866413,0.37081587,0.23657671,-66.302132
85.400002,0.36645216,0.72091836,1.2653959,0.077003211,0.63288981,0.0032952367,0.37142193,0.2362776,-66.290634
86.099998,0.3664062,0.72030419,1.2726855,0.077074341,0.63246226,0.0033038328,0.37197018,0.23600608,-66.283958
86.800003,0.36636028,0.71971709,1.2787666,0.077107698,0.63203168,0.0033124227,0.37245855,0.23576316,-66.281685
87.5,0.36631444,0.71916211,1.2836562,0.077106871,0.63159841,0.0033210001,0.37288618,0.2355493,-66.283356
88.199997,0.36626869,0.71864343,1.2873919,0.077075742,0.631163,0.0033295595,0.37325329,0.23536444,-66.28849
88.900002,0.36622307,0.71816409,1.2900287,0.077018373,0.63072586,0.003338096,0.37356099,0.23520809,-66.296608
89.599998,0.36617762,0.71772617,1.2916367,0.076938912,0.63028741,0.0033466059,0.37381133,0.23507938,-66.307198
90.300003,0.36613232,0.71733105,1.2922988,0.076841518,0.62984806,0.0033550854,0.37400705,0.23497707,-66.319763
91.0,0.36608717,0.71697897,1.292107,0.076730251,0.62940824,0.0033635322,0.37415147,0.2348996,-66.333839
91.699997,0.36604223,0.71666956,1.2911601,0.076609015,0.6289683,0.0033719444,0.37424859,0.23484516,-66.348961
92.400002,0.36599746,0.71640188,1.2895604,0.076481499,0.62852854,0.0033803205,0.37430263,0.2348118,-66.364693
93.099998,0.36595288,0.71617413,1.2874117,0.076351084,0.62808937,0.0033886603,0.37431821,0.23479734,-66.380638
93.800003,0.3659085,0.71598417,1.2848166,0.07622087,0.62765098,0.0033969632,0.37430012,0.23479956,-66.396439
94.5,0.36586431,0.71582937,1.2818748,0.076093599,0.6272136,0.0034052301,0.37425315,0.23481618,-66.411789
95.199997,0.36582029,0.71570694,1.2786806,0.075971641,0.62677747,0.0034134616,0.37418216,0.23484486,-66.426392
95.900002,0.36577645,0.71561366,1.2753226,0.075857013,0.62634271,0.0034216593,0.37409189,0.23488341,-66.440033
96.599998,0.36573279,0.71554619,1.2718822,0.075751387,0.62590951,0.0034298247,0.37398684,0.23492959,-66.452515
97.300003,0.36568931,0.71550113,1.2684329,0.075656049,0.62547785,0.0034379596,0.37387133,0.23498136,-66.463692
98.0,0.36564595,0.71547514,1.2650394,0.075571992,0.62504786,0.0034460658,0.37374943,0.23503675,-66.47345
98.699997,0.36560273,0.71546489,1.2617586,0.075499877,0.6246196,0.003454146,0.37362477,0.23509395,-66.48172
99.400002,0.36555967,0.71546704,1.2586384,0.075440094,0.62419295,0.0034622024,0.37350076,0.23515134,-66.488472
100.1,0.36551669,0.71547854,1.2557182,0.075392775,0.62376803,0.0034702369,0.37338033,0.23520745,-66.49369
100.8,0.36547384,0.71549648,1.2530302,0.075357832,0.62334478,0.0034782523,0.37326607,0.23526099,-66.497391
101.5,0.3654311,0.71551818,1.2505981,0.075334974,0.62292302,0.0034862505,0.37316018,0.23531088,-66.499626
102.2,0.36538842,0.71554106,1.2484393,0.075323753,0.6225028,0.0034942341,0.37306446,0.2353562,-66.50045
102.9,0.36534584,0.715563,1.2465644,0.075323574,0.62208402,0.0035022048,0.37298042,0.23539619,-66.499947
103.6,0.36530331,0.71558195,1.2449784,0.075333729,0.62166655,0.0035101648,0.3729091,0.23543032,-66.498199
104.3,0.36526087,0.71559632,1.243681,0.075353436,0.62125027,0.003518116,0.37285128,0.23545814,-66.495323
105.0,0.36521846,0.71560454,1.2426671,0.075381845,0.62083519,0.0035260599,0.37280744,0.23547941,-66.491409
105.7,0.36517608,0.7156055,1.2419282,0.075418048,0.62042105,0.003533998,0.37277779,0.235494,-66.486588
106.4,0.36513376,0.71559823,1.2414519,0.075461127,0.62000787,0.0035419317,0.37276223,0.23550193,-66.480972
107.1,0.36509147,0.71558201,1.2412233,0.075510159,0.61959547,0.0035498622,0.37276047,0.23550329,-66.474663
107.8,0.36504921,0.71555638,1.2412254,0.075564221,0.61918378,0.0035577903,0.37277207,0.23549829,-66.467789
108.5,0.36500695,0.71552104,1.2414389,0.07562241,0.61877269,0.003565717,0.37279633,0.23548721,-66.460457
109.2,0.36496475,0.71547586,1.2418439,0.075683869,0.61836213,0.0035736428,0.37283254,0.2354704,-66.452766
109.9,0.36492255,0.7154209,1.2424194,0.075747766,0.61795205,0.0035815684,0.37287977,0.23544829,-66.444817
110.6,0.36488038,0.71535641,1.2431439,0.075813331,0.61754227,0.0035894939,0.37293708,0.2354213,-66.436714
111.3,0.36483821,0.71528268,1.2439961,0.075879842,0.61713278,0.0035974197,0.37300345,0.23538992,-66.428528
112.0,0.36479607,0.71520019,1.2449548,0.075946644,0.61672354,0.003605346,0.37307781,0.23535465,-66.420349
112.7,0.36475393,0.71510953,1.2459993,0.076013148,0.61631447,0.0036132722,0.37315908,0.23531598,-66.412239
113.4,0.36471182,0.71501118,1.24711,0.076078817,0.61590552,0.0036211987,0.37324622,0.23527445,-66.404259
114.1,0.36466974,0.71490592,1.2482679,0.076143198,0.61549664,0.003629125,0.37333813,0.23523052,-66.396469
114.8,0.36462766,0.71479446,1.2494557,0.076205902,0.61508787,0.003637051,0.37343389,0.2351847,-66.388901
115.5,0.36458561,0.71467745,1.2506571,0.076266609,0.61467904,0.0036449763,0.37353244,0.23513745,-66.381599
116.2,0.36454359,0.71455568,1.2518573,0.076325044,0.61427027,0.0036529005,0.37363291,0.23508918,-66.374588
116.9,0.3645016,0.71442991,1.2530432,0.076381028,0.61386156,0.003660823,0.37373444,0.23504034,-66.367889
117.6,0.36445963,0.71430081,1.2542031,0.076434411,0.61345279,0.0036687434,0.37383631,0.23499125,-66.361519
118.3,0.36441767,0.71416914,1.2553271,0.07648512,0.61304402,0.0036766613,0.37393776,0.2349423,-66.355476
119.0,0.36437577,0.71403551,1.2564068,0.076533109,0.61263525,0.0036845764,0.37403819,0.23489375,-66.34977
119.7,0.3643339,0.71390063,1.2574352,0.076578408,0.61222655,0.0036924877,0.3741371,0.23484588,-66.344391
120.4,0.36429209,0.71376497,1.2584071,0.076621071,0.61181778,0.0037003949,0.37423402,0.23479891,-66.339333
121.1,0.36425027,0.71362913,1.2593187,0.076661177,0.61140913,0.0037082979,0.37432852,0.23475301,-66.334587
121.8,0.36420852,0.71349365,1.2601674,0.076698869,0.61100054,0.0037161957,0.37442037,0.23470835,-66.330124
122.5,0.36416683,0.71335882,1.260952,0.076734282,0.61059201,0.0037240882,0.37450933,0.23466505,-66.325928
123.2,0.36412516,0.71322513,1.2616724,0.076767594,0.6101836,0.0037319751,0.37459525,0.23462316,-66.321991
123.9,0.36408353,0.7130928,1.2623297,0.076798998,0.6097753,0.003739856,0.37467802,0.23458277,-66.318268
124.6,0.36404195,0.71296215,1.2629256,0.076828681,0.60936713,0.0037477303,0.37475762,0.23454386,-66.314743
125.3,0.36400044,0.71283334,1.2634629,0.076856866,0.6089592,0.0037555981,0.37483406,0.23450644,-66.311401
126.0,0.36395898,0.71270657,1.263945,0.076883748,0.60855138,0.0037634589,0.37490743,0.23447049,-66.308197
126.7,0.36391756,0.71258193,1.2643757,0.076909542,0.60814387,0.0037713125,0.37497786,0.23443595,-66.305122
127.4,0.36387619,0.71245939,1.2647594,0.076934457,0.60773653,0.0037791592,0.37504548,0.23440275,-66.302147
128.10001,0.36383489,0.7123391,1.2651008,0.076958694,0.60732949,0.0037869983,0.37511048,0.23437081,-66.29924
128.8,0.36379361,0.71222091,1.2654048,0.076982439,0.60692269,0.0037948301,0.37517303,0.23434004,-66.296379
129.5,0.36375239,0.71210486,1.2656763,0.077005878,0.60651618,0.0038026543,0.37523341,0.23431034,-66.293556
130.2,0.36371127,0.71199083,1.2659204,0.077029169,0.60611004,0.0038104709,0.37529182,0.2342816,-66.290741
130.89999,0.36367014,0.71187866,1.266142,0.077052467,0.60570419,0.0038182803,0.37534851,0.2342537,-66.287918
131.60001,0.3636291,0.71176833,1.2663459,0.077075914,0.60529864,0.0038260822,0.37540373,0.23422652,-66.285072
132.3,0.36358809,0.71165955,1.2665367,0.077099629,0.60489351,0.0038338767,0.37545773,0.23419997,-66.282196
133.0,0.36354715,0.71155232,1.2667187,0.077123716,0.60448867,0.0038416637,0.37551072,0.23417391,-66.279259
133.7,0.36350626,0.71144634,1.2668961,0.077148274,0.60408419,0.0038494437,0.375563,0.23414822,-66.276268
134.39999,0.36346543,0.7113415,1.2670727,0.07717336,0.60368007,0.0038572168,0.3756147,0.23412283,-66.273216
135.10001,0.36342463,0.71123761,1.2672517,0.077199049,0.60327637,0.0038649826,0.37566608,0.2340976,-66.270081
135.8,0.36338389,0.71113449,1.2674361,0.077225372,0.60287297,0.0038727419,0.37571734,0.23407248,-66.266869
136.5,0.36334321,0.71103203,1.2676288,0.077252366,0.60246998,0.0038804945,0.37576866,0.23404735,-66.26358
137.2,0.36330256,0.71092993,1.2678317,0.077280045,0.60206729,0.0038882405,0.37582016,0.23402216,-66.260208
137.89999,0.36326197,0.71082819,1.268047,0.077308409,0.60166502,0.0038959801,0.37587202,0.23399682,-66.256752
138.60001,0.36322141,0.71072656,1.268276,0.077337466,0.60126311,0.0039037135,0.37592432,0.23397128,-66.25322
139.3,0.36318091,0.71062493,1.2685199,0.077367187,0.60086155,0.0039114407,0.37597719,0.2339455,-66.249603
140.0,0.36314046,0.71052313,1.2687794,0.077397563,0.60046035,0.0039191623,0.37603068,0.23391943,-66.245918
140.7,0.36310005,0.71042114,1.2690552,0.07742855,0.60005945,0.0039268779,0.37608492,0.23389302,-66.242157
141.39999,0.36305967,0.71031886,1.2693475,0.077460118,0.59965891,0.0039345878,0.37613991,0.23386627,-66.238327
142.10001,0.36301935,0.71021616,1.2696563,0.077492222,0.59925872,0.0039422926,0.37619567,0.23383915,-66.234436
142.8,0.36297908,0.71011293,1.269981,0.077524818,0.59885889,0.0039499914,0.37625226,0.23381166,-66.230492
143.5,0.36293882,0.71000916,1.2703215,0.077557862,0.5984593,0.0039576851,0.37630966,0.2337838,-66.226501
144.2,0.36289865,0.70990485,1.2706767,0.077591307,0.59806007,0.0039653736,0.3763679,0.23375554,-66.222466
144.89999,0.3628585,0.70979989,1.2710463,0.077625096,0.5976612,0.003973057,0.37642688,0.23372692,-66.218384
145.60001,0.36281839,0.70969427,1.2714288,0.07765919,0.59726256,0.0039807349,0.37648666,0.23369795,-66.214279
146.3,0.36277831,0.70958799,1.2718236,0.077693529,0.59686422,0.003988408,0.37654713,0.23366863,-66.210144
147.0,0.36273828,0.70948106,1.2722294,0.07772807,0.59646618,0.0039960765,0.37660828,0.23363899,-66.205986
147.7,0.36269832,0.70937347,1.2726451,0.077762775,0.5960685,0.0040037399,0.37667006,0.23360905,-66.20182
148.39999,0.36265835,0.70926529,1.2730695,0.077797592,0.595671,0.0040113982,0.37673244,0.23357885,-66.197639
149.10001,0.36261845,0.70915645,1.2735014,0.07783249,0.59527385,0.0040190518,0.37679532,0.23354839,-66.193451
149.8,0.3625786,0.70904702,1.2739396,0.077867433,0.59487695,0.0040267003,0.37685865,0.23351771,-66.189262
150.5,0.36253878,0.70893705,1.2743831,0.077902377,0.59448034,0.0040343441,0.37692243,0.23348683,-66.185081
151.2,0.362499,0.70882654,1.2748307,0.077937312,0.59408396,0.0040419833,0.3769865,0.23345579,-66.180901
151.89999,0.36245924,0.7087155,1.2752814,0.077972196,0.59368789,0.0040496178,0.37705091,0.2334246,-66.176727
152.60001,0.36241955,0.7086041,1.2757343,0.07800702,0.59329206,0.0040572472,0.37711552,0.23339331,-66.172562
153.3,0.36237991,0.70849222,1.2761885,0.078041755,0.59289652,0.0040648719,0.37718034,0.23336191,-66.168411
154.0,0.36234027,0.70838004,1.2766432,0.0780764,0.59250122,0.004072492,0.37724528,0.23333047,-66.164276
154.7,0.36230069,0.70826751,1.2770976,0.078110933,0.59210616,0.004080107,0.37731031,0.23329897,-66.160156
155.39999,0.36226118,0.70815468,1.2775512,0.078145362,0.5917114,0.0040877173,0.37737539,0.23326744,-66.156044
156.10001,0.36222169,0.70804161,1.2780033,0.078179665,0.59131688,0.0040953229,0.37744048,0.23323591,-66.151955
156.8,0.36218223,0.70792836,1.2784538,0.078213856,0.59092265,0.0041029239,0.37750554,0.23320439,-66.147881
157.5,0.3621428,0.70781493,1.2789019,0.07824792,0.59052867,0.0041105198,0.37757057,0.23317289,-66.143822
158.2,0.36210343,0.70770133,1.2793478,0.078281879,0.59013492,0.0041181105,0.37763551,0.23314144,-66.139778
158.89999,0.36206409,0.70758766,1.2797909,0.078315727,0.58974147,0.0041256971,0.37770036,0.23311003,-66.135742
159.60001,0.36202481,0.70747393,1.2802312,0.078349479,0.58934826,0.0041332785,0.37776509,0.23307866,-66.131729
160.3,0.36198556,0.70736009,1.2806687,0.078383133,0.58895528,0.0041408548,0.3778297,0.23304734,-66.127724
161.0,0.36194634,0.70724624,1.2811035,0.078416705,0.58856261,0.0041484265,0.37789419,0.2330161,-66.123726
161.7,0.36190718,0.70713234,1.2815355,0.07845021,0.58817017,0.0041559935,0.37795857,0.23298492,-66.119743
162.39999,0.36186805,0.70701844,1.281965,0.078483656,0.58777803,0.0041635553,0.37802279,0.2329538,-66.115761
163.10001,0.36182898,0.70690459,1.282392,0.078517057,0.58738613,0.0041711126,0.37808689,0.23292275,-66.111794
163.8,0.36178994,0.70679069,1.2828168,0.078550421,0.58699453,0.0041786646,0.37815088,0.23289175,-66.107826
