data_set_T,data_set_CA1,data_set_CA2,data_set_CA3,data_set_CA4,data_set_CA5,data_set_CA6,data_set_CA7,data_set_CA8,data_set_CA9,data_set_CA10,data_set_CAG1,data_set_CAG2,data_set_CAG3,data_set_CAG4,data_set_CAG5,data_set_CAG6,data_set_CAG7,data_set_CAG8,data_set_CAG9,data_set_CAG10,data_set_H1,data_set_H2,data_set_H3,data_set_H4,data_set_H5,data_set_H6,data_set_H7,data_set_H8,data_set_H9,data_set_H10,data_set_HG1,data_set_HG2,data_set_HG3,data_set_HG4,data_set_HG5,data_set_HG6,data_set_HG7,data_set_HG8,data_set_HG9,data_set_HG10,data_set_MF5,data_set_MF7,data_set_MF9,data_set_MUF5,data_set_MUF7,data_set_MUF9,data_set_N1,data_set_N2,data_set_N3,data_set_N4,data_set_N5,data_set_N6,data_set_N7,data_set_N8,data_set_N9,data_set_N10,data_set_NG1,data_set_NG2,data_set_NG3,data_set_NG4,data_set_NG5,data_set_NG6,data_set_NG7,data_set_NG8,data_set_NG9,data_set_NG10,data_set_R1,data_set_R2,data_set_R3,data_set_R4,data_set_R5,data_set_R6,data_set_R7,data_set_R8,data_set_R9,data_set_R10,data_set_RG1,data_set_RG2,data_set_RG3,data_set_RG4,data_set_RG5,data_set_RG6,data_set_RG7,data_set_RG8,data_set_RG9,data_set_RG10,data_set_S1,data_set_S2,data_set_S3,data_set_S4,data_set_S5,data_set_S6,data_set_S7,data_set_S8,data_set_S9,data_set_S10,data_set_SG1,data_set_SG2,data_set_SG3,data_set_SG4,data_set_SG5,data_set_SG6,data_set_SG7,data_set_SG8,data_set_SG9,data_set_SG10,data_set_STIM5,data_set_STIM7,data_set_STIM9,data_set_V1,data_set_V2,data_set_V3,data_set_V4,data_set_V5,data_set_V6,data_set_V7,data_set_V8,data_set_V9,data_set_V10,data_set_VG1,data_set_VG2,data_set_VG3,data_set_VG4,data_set_VG5,data_set_VG6,data_set_VG7,data_set_VG8,data_set_VG9,data_set_VG10,data_set_X1,data_set_X2,data_set_X3,data_set_Y1,data_set_Y2,data_set_Y3
3884.4451,0.23502092,0.27169997,0.25611141,0.37421566,0.34139791,0.29231498,0.23981586,0.23363076,0.34333476,0.41347823,0.39907968,0.43757907,0.33817586,0.4637236,0.40839285,0.44813377,0.47702777,0.41273066,0.41881764,0.45882457,0.40668017,0.23352352,0.43554717,0.15618564,0.44010246,0.11597105,0.60258758,0.35322112,0.37553906,0.22941071,0.39011994,0.57852256,0.28688395,0.56966615,0.56982154,0.34994432,0.42249197,0.56523579,0.57502216,0.58779597,-1.6982889,-1.451045,-1.7807368,-8.4152765,-4.1137424,-6.0736647,0.012403594,0.16066955,0.011784988,0.29429135,0.03188207,0.45378917,0.0022637928,0.023366101,0.06970872,0.16117553,0.39892018,0.30261242,0.62098312,0.25526634,0.31221551,0.47962493,0.34288007,0.31434304,0.30827427,0.2952399,0.88801426,0.68044716,0.87495142,0.42118236,0.14209947,0.6870451,0.99637228,0.79278785,0.10510693,0.55241293,0.16128081,0.19597086,0.082846686,0.21265164,0.15582193,0.18234058,0.22250336,0.18951543,0.15660959,0.20461585,6.8606457e-14,2.3993012e-05,1.5622569e-13,0.0059650475,5.2281564e-12,0.16581547,3.1560772e-15,1.1228646e-12,1.1019361e-08,4.0812345e-05,0.64415187,0.19568248,0.6029526,0.42388043,0.012697757,0.62610924,0.60816628,0.18192022,0.05937247,0.21171914,-12.678761,17.085907,-4.8017068,-73.418144,-76.752731,-74.764435,-72.133698,-68.277214,-76.874428,-82.185951,-69.750069,-47.720154,-68.819519,-75.787582,-61.649242,-78.363548,-63.681587,-60.904198,-75.451714,-74.578278,-61.141735,-61.158688,-62.072483,-641.98401,-2618.8774,-679.13263,-6.9053564,13.025617,-7.5534263
3891.4441,0.23274399,0.26304039,0.24980421,0.36293083,0.32997018,0.28468862,0.26761356,0.26935425,0.33081523,0.40457585,0.44011688,0.39085189,0.36926082,0.41371524,0.36573812,0.40088412,0.51546425,0.44364351,0.37454051,0.40933278,0.44779837,0.2854929,0.47404671,0.21366926,0.4781419,0.17631407,0.11748161,0.13301715,0.43144366,0.28287673,0.40258887,0.55999404,0.44548416,0.57020175,0.54676294,0.55006236,0.31832889,0.39429539,0.55172819,0.56995285,-1.4766114,-1.8459719,-1.4727799,-7.4937754,-3.0196655,-9.1171207,0.01160088,0.076812968,0.0096620386,0.1338924,0.018164705,0.20465675,0.45648345,0.43496755,0.037550386,0.073759966,0.37710619,0.31949642,0.30995256,0.30841988,0.32917199,0.32923672,0.56016666,0.39034879,0.32550803,0.31197485,0.78612441,0.79254836,0.859649,0.61246109,0.46996573,0.74416429,0.76506841,0.61985672,0.2231475,0.58740568,0.19542114,0.1575678,0.15692103,0.17160936,0.1250633,0.17406474,0.22469114,0.18530853,0.12590192,0.16503714,1.1447721e-12,2.190057e-08,2.3462067e-13,5.4448205e-06,3.5720892e-13,0.00015135427,0.19951233,0.12718847,1.2863791e-11,3.7254051e-08,0.64053273,0.073502786,0.60805148,0.15914251,0.0048454991,0.2350575,0.69076586,0.59122103,0.022354651,0.079511054,-37.124596,46.045692,-40.784428,-70.111687,-75.987656,-70.90715,-71.546967,-68.612442,-71.725441,-75.431503,-76.250984,-71.027931,-70.288406,-75.36924,-60.441593,-73.26342,-61.217419,-59.83226,-59.918285,-76.715164,-73.380669,-60.060551,-60.911724,-754.36469,-2446.8044,-753.59485,-21.203829,28.591118,-14.580851
3898.4431,0.26565433,0.25491968,0.25076064,0.35185984,0.31810743,0.28406498,0.31712732,0.26148495,0.31826395,0.39279097,0.47753716,0.35137641,0.40780833,0.37039346,0.33073607,0.35996583,0.552683,0.39714134,0.3375735,0.36663646,0.12443409,0.33396611,0.51151973,0.26716876,0.51342762,0.23485075,0.27236572,0.19192688,0.46983013,0.33183208,0.37148201,0.53813404,0.50234455,0.54884273,0.52639961,0.54061794,0.45376927,0.54774427,0.5306747,0.54715347,-1.2065761,-2.1422508,-1.1299648,-7.2502489,-1.8283944,-8.1233492,0.45703956,0.038203951,0.012074896,0.063247129,0.010900614,0.091066018,0.35376778,0.19886406,0.020102799,0.036768172,0.43636987,0.33568969,0.24957454,0.32740283,0.34413016,0.33701712,0.30180717,0.32980266,0.34101224,0.32890287,0.61547458,0.85353315,0.7107262,0.73258275,0.69247067,0.64231753,0.50648314,0.74232644,0.55869138,0.69095612,0.21557447,0.1261358,0.20280589,0.13768581,0.10005228,0.13946873,0.2632578,0.167845,0.10082857,0.13237736,0.1582915,2.0036462e-11,1.9507818e-12,4.9700688e-09,2.4894871e-14,1.3815676e-07,0.046860356,0.00011609606,1.7073314e-14,3.4249124e-11,0.6619699,0.027684204,0.5655793,0.05980498,0.0019486459,0.088309109,0.61589104,0.22196658,0.0085071027,0.029921006,-50.281849,55.371758,-54.777008,-73.355339,-75.397667,-67.766861,-71.951538,-74.566734,-68.011543,-58.508865,-70.828476,-77.524483,-73.167374,-74.462563,-59.422916,-70.280708,-59.974731,-58.920605,-59.163834,-71.900856,-60.092278,-59.10672,-59.845032,-942.65503,-2168.2197,-924.87555,-30.229332,48.06041,-30.900612
3905.4419,0.29867631,0.24760675,0.28029269,0.34099776,0.30612099,0.28290609,0.3821598,0.25679854,0.30609989,0.38141322,0.44238898,0.32020393,0.44472817,0.33487532,0.30374652,0.32720867,0.69947684,0.35696676,0.30855903,0.33172747,0.022559594,0.37921503,0.13406686,0.31699035,0.54627734,0.28864378,0.18650422,0.24742492,0.50560915,0.37743542,0.53773582,0.51944882,0.51062858,0.52794349,0.51036423,0.52365911,0.24311291,0.5375039,0.51352245,0.52675086,-0.91547239,-2.3231604,-0.83049637,-7.4958615,-1.29546,-7.5653105,0.51193482,0.020867679,0.39255053,0.031938929,0.0068466216,0.04468447,0.40212187,0.090010457,0.011318773,0.020837467,0.38722345,0.3493436,0.2549932,0.34315133,0.35563701,0.34992534,0.76177484,0.33978766,0.35340595,0.34387118,0.50580025,0.8776713,0.61493003,0.80692399,0.82468086,0.56795418,0.29311511,0.73407757,0.74984252,0.74501193,0.19754651,0.10074207,0.22313039,0.11009959,0.079912893,0.11142441,0.28683177,0.13448818,0.080583423,0.10585218,0.61133116,1.6601525e-13,0.03678035,4.6136168e-12,3.58129e-15,1.2906573e-10,0.10052042,1.0597261e-07,1.1041034e-15,7.3475937e-13,0.27692756,0.010542901,0.54215235,0.022569437,0.00092256721,0.033279736,0.77587849,0.083401479,0.0033697577,0.011358183,-55.888069,58.198032,-58.174862,-32.158199,-70.420959,-70.623558,-72.417252,-78.646561,-68.196831,-60.412785,-70.013275,-80.965363,-67.35656,3.7664821,-58.584324,-66.821983,-59.004269,-58.244186,-58.043159,-78.08297,-59.048328,-58.371838,-58.932465,-1175.4153,-1780.6068,-1176.0538,-34.766312,62.43758,-38.192825
3912.4409,0.30690616,0.24141698,0.31834707,0.33196265,0.29438004,0.27628067,0.38887912,0.29444408,0.29438442,0.3695612,0.45718712,0.29597923,0.48000711,0.30832714,0.28308758,0.3594881,0.62319732,0.3672522,0.28628045,0.30492941,0.21767263,0.4215239,0.15693721,0.36366642,0.57689404,0.33730051,0.042887431,0.12144244,0.53897196,0.41978478,0.58265412,0.50865728,0.35316858,0.50901473,0.49912471,0.57195419,0.63644099,0.23686992,0.50144577,0.5110566,-0.73752028,-2.4633825,-0.63975394,-8.1270132,-10.961966,-9.1772537,0.2150311,0.013571613,0.4293575,0.018654594,0.0043624658,0.024209511,0.45525455,0.49585274,0.0067804414,0.013318337,0.29157466,0.35545233,0.47244292,0.35908705,0.36350432,0.2832385,0.2508871,0.92473203,0.36165491,0.35483295,0.47814116,0.86552119,0.49522927,0.8071866,0.90057898,0.66773069,0.16905047,0.54328668,0.85813862,0.80536532,0.21258542,0.080406122,0.20615572,0.087883331,0.063797355,0.15204197,0.30564338,0.10739135,0.06435667,0.084512942,0.00055801769,2.7910343e-13,0.14667387,2.8269609e-13,2.5416139e-16,7.0766743e-13,0.69802296,0.51934314,7.1001182e-16,3.1969991e-13,0.30363557,0.0041587306,0.65703827,0.0086635295,0.00059685396,0.33839524,0.29123896,0.56848609,0.0015020226,0.0044509,-57.427025,59.103909,-58.868568,-52.171555,-72.363319,-72.353172,-74.026688,-83.74791,-67.266685,-14.049846,-56.072975,-83.859421,-68.972649,-61.736313,-58.173885,-75.518929,-57.933807,-57.794533,-60.376034,-61.231495,-5.562561,-57.90934,-58.296844,-1434.729,-1331.5734,-1446.224,-38.619991,59.811436,-37.904839
3919.4399,0.32970423,0.23351176,0.31032482,0.32309255,0.28304937,0.26880127,0.37977758,0.28561714,0.28304929,0.35835612,0.48861688,0.32517955,0.42805606,0.30359471,0.26719645,0.392584,0.66105843,0.41946819,0.27222472,0.28510919,0.1909097,0.46069461,0.21461172,0.40712336,0.60544193,0.38246611,0.17851353,0.18147464,0.57007819,0.45928672,0.58855176,0.56146365,0.56925285,0.39224216,0.49019074,0.57901824,0.63391203,0.30016601,0.48615125,0.50063103,-0.65795535,-2.5802517,-0.57636064,-8.5224791,-3.3901365,-8.7693501,0.26550615,0.009010951,0.1902422,0.013009428,0.0029387379,0.014800926,0.19513114,0.2283337,0.0042207404,0.0098894285,0.26785374,0.24869472,0.310855,0.67995739,0.36848059,0.2860215,0.23135911,0.59652162,0.37200281,0.35893953,0.60448927,0.90893662,0.62814176,0.80605412,0.94366735,0.75472957,0.2242278,0.70577776,0.91965115,0.83927703,0.22818193,0.12726951,0.19556618,0.070170648,0.05093107,0.18569303,0.32350361,0.1458037,0.051351093,0.067440584,0.0017536427,4.0311731e-14,0.00013388231,7.5862119e-13,1.7078938000000002e-16,3.0128195e-13,0.000638436,0.00047405073,1.2185571e-16,1.8217144e-13,0.36025017,0.38866571,0.24664973,0.20818001,0.00053796213,0.3647238,0.33625084,0.69397402,0.00090961595,0.0019196918,-57.524246,59.283524,-58.750774,-70.619118,-72.823166,-68.760262,-67.690086,-84.689713,-68.673996,-62.934311,-73.287598,-86.861801,-70.11293,-63.05294,-63.277431,-60.986259,41.212177,-57.820801,-60.615074,-66.356598,-78.248718,-58.009712,-58.444885,-1707.0383,-980.96887,-1715.7766,-37.246189,42.216747,-37.399521
3926.439,0.32000569,0.22796932,0.29985768,0.3118178,0.27213335,0.26315504,0.36868295,0.27826858,0.27213982,0.3490606,0.4355891,0.35480702,0.38266957,0.37250075,0.2888329,0.43270266,0.58896321,0.46049273,0.29090726,0.30972174,0.24600407,0.49745807,0.26780683,0.44724879,0.6320622,0.42484072,0.27020755,0.2373417,0.59908485,0.4963603,0.58223337,0.57267171,0.55553281,0.31961957,0.50064003,0.58855242,0.64678228,0.23034695,0.50984693,0.52126294,-0.63519841,-2.6526129,-0.60333461,-10.056587,-3.7197328,-10.326892,0.121796,0.0084612044,0.090487063,0.0085281348,0.00200451,0.011042713,0.09011513,0.10448241,0.0027534333,0.0086942958,0.30111605,0.28002429,0.3231422,0.55094397,0.249428,0.25895503,0.2539292,0.81464648,0.24435748,0.23866279,0.72723818,0.88044316,0.77252138,0.87788785,0.96810102,0.77473766,0.14174558,0.76467931,0.95449525,0.8151536,0.1847109,0.16503835,0.15700358,0.13195808,0.098708339,0.21552922,0.27681059,0.16620898,0.10047287,0.11483566,1.6007104e-06,6.3147957e-13,1.222067e-07,9.5843794e-15,1.4915165e-17,7.7910131e-14,5.8311775e-07,4.3270967e-07,2.0012374e-17,9.0016299e-14,0.13525078,0.39511186,0.092637524,0.69055235,0.47117183,0.39083749,0.12622119,0.7329312,0.46651202,0.45312592,-57.020084,59.020081,-57.966564,-72.863281,-67.075096,-74.663757,-79.536842,-90.151833,-72.631958,-59.371517,-75.28849,-90.539459,-78.206604,-61.623692,-60.557728,-60.153141,-77.893929,-69.206558,-62.82312,-64.905586,-77.002121,-68.567642,-67.803688,-1966.2836,-731.04108,-1961.2914,-37.403786,29.137505,-35.013187
3933.438,0.30928144,0.23045813,0.28979963,0.30014712,0.26163587,0.25588906,0.36932069,0.26874763,0.26164007,0.3360002,0.38909632,0.39154828,0.3448399,0.41145897,0.31621218,0.38810655,0.62287766,0.411387,0.31806642,0.3383019,0.2970888,0.53337842,0.31739563,0.48457277,0.65688622,0.46397465,0.15353537,0.28895289,0.62613368,0.5303722,0.55944198,0.57866114,0.53450924,0.41403618,0.56349689,0.55906415,0.43657428,0.56550276,0.56492621,0.56738144,-0.64059919,-2.6255753,-0.67088813,-9.7963839,-2.1836071,-9.6745768,0.058868822,0.012281016,0.044548232,0.0057637575,0.0014676973,0.0086833378,0.36638653,0.05123549,0.0018588437,0.0058709211,0.31971624,0.28671122,0.33846387,0.35749909,0.25210837,0.31280285,0.33028752,0.323823,0.25527084,0.25152829,0.82677698,0.69754803,0.85439754,0.92915446,0.98193568,0.82647443,0.1074117,0.85534269,0.97423601,0.89318681,0.14855514,0.19591889,0.12556253,0.18564989,0.14677277,0.17272957,0.26909602,0.19282767,0.14702058,0.158354,1.4611954e-09,1.4906573e-11,1.1160003e-10,3.5925496e-15,1.9391163e-17,4.5001221e-14,0.070244491,3.9499115e-10,1.6509235e-17,5.1538143e-15,0.050822329,0.37085947,0.034874246,0.6394248,0.45431459,0.1467597,0.57961565,0.27514175,0.44820732,0.44735965,-56.16008,57.778038,-56.377846,-71.464142,-59.381241,-73.442993,-78.638931,-89.020615,-74.570267,-61.673355,-75.7603,-88.987061,-77.224861,-60.430069,-60.555195,-59.208202,-74.846436,-62.852772,-61.027515,-72.721138,-59.302509,-62.502464,-62.966763,-2213.5334,-567.51135,-2203.3396,-33.063427,17.550093,-33.460438
3940.437,0.29944888,0.25704807,0.28065413,0.28900263,0.25154677,0.247609,0.36921549,0.25959459,0.25154933,0.32347757,0.34977174,0.42723596,0.31515256,0.45653129,0.35139352,0.3501572,0.65694749,0.3698127,0.35327536,0.3744137,0.34478649,0.15685371,0.36369786,0.5193826,0.68003559,0.50028563,0.1594235,0.33706972,0.65135777,0.56208962,0.53743464,0.56676799,0.51864487,0.38113573,0.57024699,0.535734,0.43704069,0.55132377,0.57000041,0.57706994,-0.74001366,-2.4681139,-0.74561691,-9.3014412,-1.5923562,-8.9121256,0.030061776,0.28389239,0.023540823,0.0045305206,0.0012099381,0.0069929995,0.36423182,0.026488183,0.0014070342,0.0045613335,0.33604765,0.29049879,0.34869745,0.41653067,0.28941268,0.33465746,0.32757738,0.32641926,0.29182664,0.27416033,0.87208122,0.64696681,0.89032936,0.95753306,0.98976296,0.88415724,0.074012771,0.90648502,0.98540628,0.93702811,0.118972,0.20685992,0.10024023,0.20613043,0.17989899,0.13808689,0.28538957,0.15447371,0.18002908,0.19067359,1.4674043e-12,0.0025649918,1.8227255e-13,6.3675604e-15,3.2466952000000003e-17,4.4467078e-14,0.058533497,3.931001e-13,3.6290822e-17,9.9483249e-15,0.019173814,0.36932448,0.013246356,0.65228498,0.39386579,0.05518591,0.62346447,0.10334314,0.38972837,0.40196902,-53.201199,53.048241,-52.903904,-70.363373,-64.22953,-73.287025,-78.003883,-88.263107,-73.517258,-59.021107,-74.028618,-87.3936,-75.800087,-59.411343,-61.207462,-58.579453,-76.188423,-59.795521,-59.788311,-73.020462,-59.620331,-59.636417,-61.20425,-2414.6145,-460.24677,-2411.8306,-24.12781,13.322715,-25.373821
3947.436,0.29078159,0.29302624,0.27194241,0.27820253,0.24185331,0.23954007,0.36864331,0.25103986,0.24185476,0.31155813,0.31864518,0.46033508,0.35143739,0.40886888,0.39195591,0.39280969,0.69204515,0.33506322,0.39366525,0.41608337,0.38937661,0.18151399,0.40688524,0.55183506,0.70162344,0.53412724,0.16182318,0.38196051,0.67488045,0.59167361,0.51868612,0.55819309,0.52734154,0.55656141,0.57652891,0.27644825,0.49474815,0.53444076,0.57678938,0.58581978,-0.92095649,-2.2001874,-0.90448517,-8.8464823,-4.936183,-7.6118922,0.017144609,0.32259777,0.013880868,0.0037729337,0.0011339578,0.0060776146,0.33760238,0.015098928,0.0012284061,0.004079096,0.3497526,0.24803898,0.23514681,0.33224034,0.29496974,0.65308458,0.25893098,0.33527115,0.29522952,0.26722598,0.881666,0.61652368,0.90772694,0.97433102,0.99418348,0.91880459,0.064586833,0.93171328,0.99171931,0.96066988,0.09505403,0.22191522,0.14224623,0.20057254,0.20727643,0.12139788,0.31413502,0.12342021,0.20742995,0.21831246,9.8206314e-14,0.0098891323,2.7270143e-14,4.0759056e-15,7.007943e-17,2.5251765e-14,0.0297415,4.9721756e-14,7.737059e-17,1.5672386e-14,0.0073520271,0.45053482,0.44901526,0.24488267,0.35950288,0.61804283,0.58356625,0.038900435,0.35794929,0.38892764,-43.194996,38.031593,-41.354973,-71.109108,-72.913139,-74.410637,-77.739784,-87.897453,-77.566383,-64.625565,-72.68119,-85.858253,-74.879471,-58.591187,-64.495186,-67.792099,-59.405449,-60.044098,-78.512802,-70.911034,-59.199524,-60.059643,-62.108589,-2545.9727,-378.60712,-2550.6633,-13.772819,8.0885258,-13.989093
3954.4351,0.28598088,0.28579825,0.26414487,0.26795408,0.23255254,0.23106597,0.35487124,0.24277446,0.23256259,0.30053619,0.29528189,0.4108215,0.38348907,0.36708966,0.43725577,0.42999277,0.61656851,0.37052643,0.43920538,0.46681803,0.43155318,0.23743097,0.44720119,0.58210593,0.72175568,0.56561613,0.22242324,0.42381236,0.69681752,0.61929065,0.50415289,0.56753689,0.56285036,0.54621601,0.5904032,0.33089924,0.64722973,0.56811786,0.59068137,0.55023134,-1.1497513,-1.8241659,-1.1476098,-6.3323574,-8.2474756,-5.8427272,0.013166209,0.14444752,0.010100208,0.0035981813,0.001232757,0.0051031588,0.14109196,0.0097080246,0.0012800317,0.0042448086,0.36100712,0.30991668,0.2348211,0.33285883,0.26507515,0.52484143,0.24651085,0.24375051,0.2633729,0.22553177,0.79678977,0.70246309,0.90436083,0.98272997,0.9966476,0.94779748,0.17685664,0.94604975,0.9952327,0.9692753,0.075866774,0.17915526,0.182532,0.1606165,0.23259479,0.16655038,0.28668487,0.1634459,0.2329016,0.24129573,5.140202e-13,9.0267213e-06,2.2406012e-13,9.2422636e-15,1.8669709000000001e-16,2.3405336e-14,2.7147806e-05,3.5676716e-14,9.8592326e-17,1.5023381e-14,0.002979202,0.16914862,0.47083586,0.091988929,0.37710765,0.67658675,0.21905234,0.39414266,0.37877533,0.48662198,-17.18927,1.4834062,-12.371163,-68.082581,-68.055542,-69.332436,-75.909874,-85.220253,-75.833786,-66.866814,-73.089622,-85.398918,-75.055779,-57.863113,-61.186626,-65.244041,-59.304779,-62.460964,-77.66626,-65.4356,-63.919964,-62.587711,-67.700363,-2601.905,-391.38556,-2597.8477,-2.5510116,-11.453793,-2.1202283
3961.4341,0.31663272,0.28479531,0.26320791,0.26033673,0.22486867,0.2257822,0.34246483,0.23602396,0.22424872,0.29391298,0.31903172,0.36807647,0.42254603,0.33307227,0.39158148,0.45979074,0.54933095,0.40564829,0.39315817,0.41676483,0.13251233,0.29202387,0.48601162,0.61051381,0.74058914,0.59526205,0.27516681,0.46296754,0.71730423,0.64542913,0.48159504,0.54708439,0.56905031,0.53013772,0.56145906,0.22150999,0.63401145,0.57870293,0.56204641,0.56763417,-1.4066772,-1.380511,-1.4172014,-3.598047,-10.703781,-2.3427153,0.40200841,0.066821232,0.011481726,0.0055162595,0.0033672615,0.0069150892,0.067282386,0.0081959618,0.002680487,0.0069337869,0.27271831,0.32881376,0.23246267,0.34247774,0.31281912,0.93255776,0.26486149,0.24675794,0.31263506,0.31285968,0.65267259,0.66439837,0.74751037,0.94683737,0.98181355,0.88927132,0.50648743,0.9278357,0.99230242,0.88092774,0.10832632,0.14361267,0.21401398,0.12825815,0.18630786,0.17600556,0.24127747,0.19744866,0.18660904,0.19787563,0.051504474,8.24007e-09,1.3473313e-12,1.956939e-13,9.616277e-14,8.4384344e-13,2.4780411e-08,2.4487403e-13,2.7890623e-14,2.5236798e-13,0.48314252,0.063563131,0.46672964,0.034645103,0.14160161,0.70426071,0.08223211,0.42796409,0.1422264,0.18269403,15.97189,-40.651424,22.391563,-72.409927,-73.12252,-65.723236,-69.690346,-74.00573,-69.923439,-72.82151,-69.153046,-73.664421,-71.691849,-67.210709,-59.901539,-65.468239,-58.58429,-60.926147,-13.185699,-64.111046,-63.664177,-60.948139,-61.193962,-2535.3174,-549.90247,-2533.4639,21.301233,-30.249943,19.113939
3968.4331,0.30972871,0.27631828,0.26988167,0.28476644,0.25012612,0.21890379,0.32932165,0.22963543,0.24736127,0.28769651,0.34499386,0.33345926,0.47044483,0.37002718,0.42390856,0.4236258,0.48946398,0.44792587,0.42502433,0.3732318,0.19207887,0.34012994,0.53206354,0.15074505,0.14524315,0.62269974,0.32407817,0.49950975,0.15715998,0.66983706,0.56541789,0.52619028,0.47674829,0.53118527,0.5513413,0.57559711,0.6093657,0.56452119,0.56695664,0.54923725,-1.6779302,-1.0157417,-1.6872799,-2.6401701,-9.3233318,-2.0730541,0.17642415,0.033505611,0.015200414,0.33133861,0.33403084,0.0063096285,0.036028843,0.007127156,0.30922073,0.0078879269,0.24691603,0.34481218,0.27190435,0.3080928,0.25503728,0.31115803,0.28336704,0.22759603,0.27951851,0.32817742,0.68556255,0.77310067,0.68457294,0.8239252,0.8379643,0.91513127,0.72039497,0.91541344,0.84516102,0.84036773,0.15275276,0.11475983,0.22511996,0.14205077,0.20253727,0.20413427,0.19871692,0.22594622,0.20173414,0.15860443,4.7012767e-05,7.5672316e-12,6.1726102e-12,0.010046586,0.011597012,6.8298706e-14,2.2619745e-11,4.3642129e-14,0.0036680177,2.3543914e-13,0.45351025,0.023984583,0.56660277,0.35810083,0.4262079,0.28331348,0.030883312,0.47206801,0.36553022,0.068642557,40.098873,-55.210854,43.515892,-66.240868,-73.422859,-72.302849,-75.621101,-70.607925,-71.904312,-82.353577,-72.966263,-66.155441,-69.300247,-63.517857,-58.902222,-72.014526,-59.564148,-63.789337,-60.133434,-62.816261,-66.38327,-61.728539,-59.922565,-2363.6082,-849.57483,-2327.6177,28.006264,-51.935284,37.999592
3975.4319,0.31173104,0.26881894,0.26328442,0.27564317,0.29998183,0.21558604,0.31665218,0.22368327,0.33030018,0.28531536,0.37929669,0.30872741,0.41998884,0.40248397,0.45802903,0.37940508,0.43630067,0.40091255,0.54878765,0.3378599,0.25101608,0.38506106,0.56400537,0.20832382,0.27039754,0.64858925,0.36968514,0.53355318,0.20083968,0.69324237,0.57807028,0.50581622,0.56671357,0.58195996,0.56777167,0.55608916,0.58408493,0.55862987,0.24627531,0.52839428,-1.9391693,-0.75511235,-1.9358872,-3.1068206,-8.4270725,-2.1212766,0.078622825,0.01908535,0.011368805,0.15405054,0.25073221,0.0079969931,0.019805076,0.0072069759,0.43982333,0.0099218469,0.26520902,0.36462957,0.31770307,0.27002022,0.23967658,0.32182142,0.30178803,0.31702536,0.75341511,0.34398639,0.54754001,0.81233513,0.743321,0.87568367,0.56437993,0.84640038,0.84164017,0.90410835,0.50403565,0.76499176,0.18694465,0.091557086,0.1978174,0.17877273,0.22521538,0.16357647,0.16149336,0.18317792,0.2217605,0.12669848,4.2918668e-08,5.0943706e-13,7.8986622e-13,9.1704433e-06,0.0045474721,4.6787135e-13,2.0992956e-14,2.0848484e-13,0.17159858,5.6004322e-13,0.41305223,0.0092078885,0.21271284,0.37994692,0.45443654,0.10640157,0.011624125,0.17724308,0.76775199,0.025883866,51.588882,-58.521614,52.657871,-62.262733,-67.597488,-66.605057,-70.124748,-53.078449,-67.898857,-83.066971,-72.544228,-64.681526,-70.731567,-61.926884,-57.240734,-60.774757,-61.788227,-64.982147,-60.073753,-61.581764,-61.112446,-77.97554,-58.872383,-2134.4724,-1244.5958,-2017.1462,37.684307,-57.714298,49.032475
3982.4309,0.34574199,0.26284489,0.25893986,0.27003187,0.36339986,0.21974669,0.30449238,0.21980108,0.39466828,0.27947536,0.4200865,0.33831966,0.37589046,0.44097385,0.49330944,0.34243497,0.38958323,0.36030725,0.58580649,0.31088841,0.19082044,0.42727378,0.59425277,0.26263162,0.024294762,0.67420501,0.41221687,0.56549782,0.15364406,0.7142939,0.55574608,0.56336957,0.55110335,0.5801788,0.58151656,0.53531694,0.55995888,0.53982025,0.53431851,0.51283318,-2.1876628,-0.58277941,-2.177819,-4.6439986,-7.7752466,0.16851163,0.21430767,0.012728928,0.0098286876,0.071163505,0.49660602,0.012951425,0.011167124,0.0083687222,0.4799349,0.0096060485,0.28405356,0.30064106,0.32739499,0.2378553,0.28547996,0.33603132,0.31944683,0.33537748,0.27951917,0.35729507,0.56080091,0.81614476,0.76025814,0.82420099,0.35809904,0.66942757,0.91022038,0.84442776,0.29061961,0.75818259,0.19634293,0.13479556,0.15863469,0.2110839,0.24031487,0.13071434,0.13018383,0.14666016,0.28336897,0.10108323,0.0065644472,1.3749441e-13,1.4522721e-13,8.3715372e-09,0.5957247,3.767861e-11,5.0341317000000005e-16,7.3611917e-13,0.343274,7.8332344e-13,0.4058443,0.32358101,0.079906143,0.43222293,0.37670127,0.040040981,0.0044209152,0.066613391,0.50972879,0.0098914867,56.532581,-59.268467,56.743923,-70.110939,-70.529404,-70.818192,-66.293121,-30.413353,-56.570412,-82.580383,-66.821335,-58.690784,-66.3946,-61.52895,-58.718403,-59.892078,-64.680206,-56.095299,-59.326866,-60.442966,-59.586964,-57.166832,-57.636566,-1843.4725,-1630.1951,-1639.6947,43.093655,-50.384876,56.731083
