T,CA,H,LKA,LKDR,LT32,NKA,NKDR,NT32,OKC,V
10.8,0.0025663872,0.080626614,0.063346155,0.57414371,0.12343073,0.77702844,0.12362494,0.66032404,0.30785185,-45.681576
10.9,0.0026227662,0.076948062,0.062859319,0.57409751,0.12285162,0.7748059,0.12331771,0.66285807,0.31262431,-41.105835
11.0,0.0026760942,0.06993109,0.062365077,0.57404649,0.12214942,0.77426404,0.13043985,0.67651206,0.3200084,25.745848
11.1,0.0027024425,0.043783348,0.061868146,0.57398909,0.12136433,0.84652686,0.65528435,0.70375872,0.33855277,33.836758
11.2,0.0027381126,0.028691702,0.061375175,0.57393175,0.12058428,0.86425108,0.73440576,0.72865295,0.35619754,17.981213
11.3,0.0027827276,0.020093987,0.060886137,0.57387453,0.11980929,0.87009746,0.75633645,0.7512964,0.37258202,4.8028951
11.4,0.0028363615,0.01530561,0.06040103,0.57381767,0.11903967,0.87203544,0.76373345,0.77159894,0.38704452,-10.512033
11.5,0.0029118629,0.018435309,0.060140826,0.5737868,0.11862919,0.86850166,0.72081029,0.77361232,0.39275777,-71.676987
11.6,0.0030024161,0.033440545,0.062846087,0.57387817,0.11873408,0.85568678,0.41547552,0.760943,0.39315888,-78.25164
11.7,0.0030893211,0.048160322,0.065079905,0.57395935,0.11883099,0.84356922,0.25351647,0.74875987,0.39364481,-74.038246
11.8,0.003171101,0.061424308,0.065868393,0.57399762,0.11888358,0.834005,0.19093366,0.73823649,0.39450911,-68.899857
11.9,0.0032481703,0.071543232,0.065939546,0.57400483,0.11889954,0.82653934,0.16324592,0.72934574,0.39584115,-63.862881
12.0,0.0033211114,0.077749997,0.065694578,0.57399178,0.11888395,0.82065344,0.14950816,0.72207701,0.39772502,-59.101032
12.1,0.0033904149,0.080465302,0.065309159,0.57396555,0.11875301,0.81595516,0.14221118,0.71445692,0.40024722,-54.642998
12.2,0.0034555926,0.080561884,0.06486018,0.57393056,0.11848789,0.812159,0.13824207,0.70377541,0.40348205,-50.531719
12.3,0.0035170068,0.078803495,0.064382195,0.57388967,0.118086,0.80906099,0.13617976,0.69681358,0.40748262,-46.674892
12.4,0.0035756838,0.075659849,0.063890696,0.57384461,0.11756527,0.80654269,0.13539003,0.69578069,0.41232008,-42.684536
12.5,0.0036325105,0.071161456,0.063392222,0.5737958,0.11694116,0.80462825,0.13577422,0.70242912,0.41828191,-36.118954
12.6,0.0036674745,0.050489776,0.062888175,0.57373995,0.11620351,0.85119772,0.55566585,0.72445637,0.43162513,41.938271
12.7,0.0036988987,0.032405715,0.062387079,0.57368267,0.11545663,0.87747526,0.71212065,0.74763989,0.44704843,23.207867
12.8,0.0037396268,0.022123106,0.061889976,0.57362539,0.11471458,0.88488179,0.74598569,0.76876926,0.46163762,9.3495407
12.9,0.0037889611,0.01631102,0.061396848,0.57356834,0.11397744,0.88744646,0.75714082,0.78786051,0.47506171,-3.9799495
13.0,0.0038526589,0.014390158,0.060917377,0.57351577,0.11332184,0.88685876,0.75596642,0.79852825,0.48443297,-55.587223
13.1,0.0039406619,0.027620172,0.062352564,0.57356709,0.11338142,0.87622225,0.52655834,0.78709543,0.48536187,-78.231567
13.2,0.0040281531,0.04252452,0.065004073,0.57365882,0.11348879,0.86325431,0.30381864,0.7741707,0.48586538,-75.546051
13.3,0.0041106343,0.056482181,0.066171303,0.57371026,0.11355729,0.85268307,0.21550062,0.76277369,0.48669261,-70.668419
13.4,0.0041882363,0.06788668,0.066427976,0.57372707,0.1135857,0.84438628,0.17768259,0.75303721,0.48795986,-65.668739
13.5,0.0042615025,0.075571626,0.066268303,0.57372069,0.11358774,0.83783853,0.15934546,0.74491251,0.48974496,-60.906281
13.6,0.0043310062,0.079589576,0.065922186,0.57369912,0.11351669,0.83260548,0.14966516,0.73846424,0.49211937,-56.448105
13.7,0.0043966887,0.080704764,0.065490909,0.57366747,0.11332381,0.82836854,0.1443221,0.72727597,0.49514157,-52.329193
13.8,0.0044582468,0.079739742,0.06502036,0.57362914,0.11300218,0.82489246,0.14136922,0.71765256,0.49884203,-48.548256
13.9,0.0045165182,0.077279426,0.064531416,0.57358611,0.11256243,0.82202071,0.13989772,0.71269584,0.50323969,-44.908978
14.0,0.0045724954,0.073616333,0.064033583,0.5735395,0.11202312,0.8196851,0.13953474,0.71393663,0.50840384,-40.739586
14.1,0.0046253372,0.067209631,0.063529804,0.57348853,0.11138207,0.81853044,0.14368732,0.72480488,0.51530987,19.022322
14.2,0.0046492382,0.042142242,0.063023597,0.57343119,0.11066618,0.87510616,0.64964795,0.74798238,0.52859128,33.68166
14.3,0.0046820701,0.027646141,0.06252142,0.57337391,0.10995489,0.88926208,0.72868448,0.76915866,0.54134148,17.628025
14.4,0.0047234716,0.019404545,0.062023245,0.57331675,0.10924822,0.8938539,0.75046504,0.78841519,0.5533883,4.3821754
14.5,0.0047734142,0.014832444,0.061529081,0.57325995,0.10854649,0.89527535,0.75775701,0.80565774,0.56438071,-11.343204
14.6,0.0048449421,0.018329266,0.061277553,0.57323074,0.10819095,0.89136887,0.71209294,0.80555373,0.56924242,-71.860237
14.7,0.0049304795,0.033341751,0.063865311,0.57332003,0.10829658,0.87833267,0.4159275,0.79242367,0.56979114,-77.924133
14.8,0.0050123679,0.048028614,0.065941364,0.57339764,0.10839253,0.86609668,0.25894877,0.77985275,0.57042688,-73.65152
14.9,0.0050892737,0.061198529,0.066667035,0.57343411,0.10844532,0.85639292,0.1967568,0.76896518,0.57143557,-68.786751
15.0,0.0051616677,0.071351044,0.066732712,0.57344162,0.10846387,0.84871143,0.16815844,0.75967735,0.57288277,-64.040833
15.1,0.0052300948,0.077807471,0.066494621,0.57342976,0.108458,0.84256947,0.15349288,0.75196064,0.57482678,-59.56868
15.2,0.005295069,0.080925085,0.066115953,0.57340509,0.10836121,0.83759356,0.14542323,0.74486548,0.5773145,-55.402477
15.3,0.0053561861,0.081482559,0.065670907,0.57337183,0.10815348,0.83350843,0.14082585,0.7330299,0.58037394,-51.585758
15.4,0.0054134759,0.080205925,0.065194294,0.57333261,0.10782964,0.83011019,0.13822588,0.72376537,0.58400649,-48.080952
15.5,0.0054677557,0.077588886,0.064702429,0.57328928,0.10740184,0.82726634,0.13691911,0.7190783,0.58820897,-44.682964
15.6,0.0055199214,0.073868133,0.064202912,0.5732426,0.10688577,0.82492417,0.1366211,0.72022808,0.59302443,-40.740379
15.7,0.0055695712,0.067976728,0.063698016,0.57319182,0.10627732,0.82345718,0.13860029,0.73030728,0.59909165,5.7848763
15.8,0.0055907317,0.042720307,0.063190468,0.57313454,0.10559424,0.87802029,0.64439702,0.75301683,0.61008334,34.247074
15.9,0.0056200624,0.02797669,0.062686957,0.57307732,0.10491555,0.89228773,0.72726434,0.77377254,0.62067086,18.037523
16.0,0.0056576412,0.01959393,0.062187467,0.57302016,0.10424127,0.8968755,0.74979341,0.79265046,0.63072503,4.7545962
16.1,0.0057033673,0.014932644,0.061691992,0.57296336,0.10357166,0.89830494,0.75734931,0.80957055,0.64000249,-10.619818
16.200001,0.0057693375,0.017960984,0.061405279,0.57293171,0.10321424,0.89466149,0.7171011,0.81003839,0.64452416,-71.214302
16.299999,0.0058496385,0.032954644,0.063985161,0.5730207,0.1033204,0.88160694,0.41952506,0.79685593,0.64506435,-78.149025
16.4,0.0059266347,0.047695309,0.06621974,0.57310265,0.10342143,0.86909342,0.25546265,0.78407806,0.64565098,-74.305443
16.5,0.0059989369,0.061166804,0.067092992,0.57314473,0.10348175,0.85901588,0.1894048,0.77290106,0.646559,-69.602539
16.6,0.0060668946,0.071910933,0.067240268,0.57315683,0.10350671,0.85099161,0.15919286,0.76329654,0.6478529,-64.985283
16.700001,0.0061310227,0.079119951,0.067046672,0.57314873,0.1035092,0.84453666,0.14366715,0.75520438,0.64957422,-60.64315
16.799999,0.0061918283,0.082977049,0.066692129,0.57312703,0.10344938,0.83927357,0.13504726,0.74866664,0.65175349,-56.604671
16.9,0.0062492867,0.08416377,0.06625966,0.57309622,0.10329048,0.83492589,0.13005811,0.73755598,0.65440679,-52.88776
17.0,0.0063029844,0.083395347,0.065789066,0.57305908,0.10302582,0.83128548,0.12714946,0.72701055,0.65752798,-49.502331
17.1,0.006353552,0.081205614,0.065299608,0.57301742,0.10266198,0.82820761,0.12555766,0.72009343,0.66110015,-46.321339
17.200001,0.0064018001,0.077914275,0.064800613,0.57297242,0.10221267,0.82561111,0.12492526,0.71814412,0.66512108,-43.022385
17.299999,0.0064484249,0.073554859,0.064296328,0.57292438,0.10168672,0.82351166,0.12520204,0.72233945,0.66967553,-38.232822
17.4,0.0064809727,0.057105228,0.063786596,0.57287014,0.10106293,0.85148925,0.43136397,0.73967367,0.67678076,46.804817
17.5,0.0065012602,0.0362092,0.06327834,0.57281291,0.10041336,0.88663673,0.69586265,0.76158935,0.68563884,26.957783
17.6,0.006530188,0.024321703,0.062774137,0.57275569,0.099767983,0.89530981,0.7416299,0.78158408,0.69413668,12.531805
17.700001,0.0065667285,0.0175732,0.062273953,0.57269871,0.099126831,0.89829093,0.7560426,0.79970694,0.70217693,-0.50984025
17.799999,0.0066127065,0.014194558,0.061778147,0.57264268,0.098494068,0.89871252,0.75999564,0.81500685,0.70924228,-35.744774
17.9,0.0066830101,0.024242479,0.062464863,0.57266289,0.098446839,0.89027584,0.5999949,0.80483401,0.71075791,-77.780296
18.0,0.0067566917,0.039224401,0.06565962,0.57276767,0.098567754,0.87643731,0.3225539,0.79124618,0.71116382,-77.397377
18.1,0.0068261796,0.053713497,0.067462809,0.57283872,0.098659612,0.86460072,0.20808826,0.77891415,0.71176833,-73.054436
18.200001,0.0068912921,0.066564851,0.068085968,0.57287204,0.098710835,0.85512018,0.16047081,0.76818067,0.71268111,-68.472214
18.299999,0.0069524772,0.076497309,0.068126068,0.57287902,0.09873087,0.84749728,0.13753839,0.7589404,0.71393627,-64.112694
18.4,0.0070102247,0.08301004,0.067888141,0.57286823,0.098731749,0.8412866,0.12523769,0.75113761,0.71555591,-60.052246
18.5,0.0070649926,0.086413659,0.067514375,0.5728454,0.098666564,0.83615649,0.11817572,0.74481302,0.71755326,-56.289761
18.6,0.0071166484,0.087355651,0.067072384,0.57281423,0.098513663,0.83186471,0.11398173,0.7332989,0.71992993,-52.837627
18.700001,0.007164856,0.086477891,0.06659583,0.57277721,0.098266222,0.82822728,0.11149044,0.72281146,0.72267079,-49.696102
18.799999,0.0072101839,0.084259778,0.066101559,0.57273602,0.097930096,0.82511514,0.11011115,0.71563125,0.72575456,-46.752628
18.9,0.0072533423,0.080999628,0.065598056,0.57269156,0.097516604,0.82245314,0.1095577,0.71294612,0.72917044,-43.755024
19.0,0.0072949943,0.076779395,0.065089427,0.57264429,0.097033888,0.82023805,0.10976488,0.71573138,0.73295522,-39.870449
19.1,0.0073307659,0.066393927,0.064575747,0.57259226,0.09646444,0.82608789,0.18903559,0.72906631,0.7379576,45.12067
19.200001,0.007345153,0.04162249,0.064061202,0.57253498,0.095844433,0.88039094,0.66898102,0.75188541,0.74515855,31.737041
19.299999,0.0073678903,0.027459884,0.063550755,0.57247782,0.095228411,0.89262617,0.73619699,0.77272534,0.75209439,16.4228
19.4,0.0073979581,0.019395098,0.063044384,0.57242078,0.094616398,0.89672136,0.75570834,0.79166526,0.75870746,3.3388214
19.5,0.0074355691,0.014958423,0.062542096,0.57236409,0.094008766,0.89791411,0.76218414,0.80856442,0.76484346,-13.936851
19.6,0.0074936748,0.020221859,0.062473562,0.57234669,0.093771569,0.89283901,0.68923819,0.80579734,0.76745921,-74.61673
19.700001,0.0075617628,0.035255607,0.065630525,0.57245034,0.093892083,0.87903929,0.37285098,0.79224157,0.76781023,-78.606926
19.799999,0.0076264865,0.049983226,0.068038493,0.57253736,0.093999498,0.86630744,0.2212595,0.77939177,0.76824504,-74.79184
19.9,0.0076870513,0.063629821,0.069032006,0.57258451,0.094067544,0.8559702,0.16048658,0.76808947,0.76892751,-70.404762
20.0,0.0077438224,0.074949093,0.06927228,0.57260215,0.094101168,0.8476004,0.13211769,0.75824732,0.76988518,-66.186897
20.1,0.0077972487,0.083145738,0.069142453,0.57259971,0.094111659,0.8407402,0.117123,0.74976474,0.77113086,-62.253616
20.200001,0.0078477599,0.088195004,0.068827428,0.57258344,0.094097003,0.8350392,0.10851348,0.74262321,0.77267092,-58.612762
20.299999,0.0078957081,0.090563342,0.068416759,0.57255751,0.094012514,0.83024091,0.10332158,0.73527646,0.77450502,-55.247608
20.4,0.0079406295,0.090845391,0.067955635,0.57252473,0.093847916,0.82615352,0.10012798,0.72358537,0.77662361,-52.18288
20.5,0.0079825418,0.089572966,0.067467794,0.57248706,0.093601316,0.82262969,0.098191269,0.71372437,0.77900672,-49.38744
20.6,0.0080219675,0.08713232,0.066965647,0.57244569,0.093279131,0.81956762,0.097121909,0.70703393,0.78163391,-46.753761
20.700001,0.0080595212,0.083765879,0.066455752,0.57240146,0.092890419,0.81690848,0.096727006,0.70443469,0.78449428,-44.065376
20.799999,0.008095745,0.079501644,0.06594114,0.5723545,0.092438839,0.81466639,0.096993059,0.70695662,0.78762025,-40.412834
