data_set_T,data_set_KO,data_set_NAI
357.0,3.8495288,18.401806
358.0,3.8489649,18.412163
359.0,3.8484087,18.422361
360.0,3.8478599,18.432404
361.0,3.8473184,18.442293
362.0,3.8467844,18.45203
363.0,3.8462577,18.461618
364.0,3.8457382,18.471058
365.0,3.8452258,18.480354
366.0,3.8447204,18.489506
367.0,3.8442221,18.498516
368.0,3.8437307,18.507385
369.0,3.8432462,18.516119
370.0,3.8427684,18.524715
371.0,3.8422976,18.53318
372.0,3.8418331,18.541512
373.0,3.8413754,18.549713
374.0,3.840924,18.557787
375.0,3.8404794,18.565735
376.0,3.8400409,18.573557
377.0,3.8396087,18.581257
378.0,3.8391826,18.588837
379.0,3.838763,18.596296
380.0,3.8383491,18.60364
381.0,3.8379414,18.610867
382.0,3.8375397,18.617979
383.0,3.8371437,18.624979
384.0,3.8367536,18.631868
385.0,3.8363693,18.638649
386.0,3.8359904,18.645321
387.0,3.8356173,18.651888
388.0,3.8352497,18.65835
389.0,3.8348875,18.664709
390.0,3.8345306,18.670967
391.0,3.8341792,18.677126
392.0,3.833833,18.683186
393.0,3.833492,18.689148
394.0,3.8331561,18.695017
395.0,3.8328252,18.70079
396.0,3.8324993,18.70647
397.0,3.8321784,18.712061
398.0,3.8318622,18.717562
399.0,3.8315508,18.722973
400.0,3.8312442,18.728298
401.0,3.8309424,18.733536
402.0,3.8306451,18.738691
403.0,3.8303523,18.743761
404.0,3.8300641,18.748751
405.0,3.8297801,18.75366
406.0,3.8295007,18.75849
407.0,3.8292253,18.763239
408.0,3.8289545,18.767914
409.0,3.8286877,18.772512
410.0,3.8284249,18.777037
411.0,3.8281665,18.781487
412.0,3.8279119,18.785864
413.0,3.8276613,18.790171
414.0,3.8274145,18.794407
415.0,3.8271718,18.798574
416.0,3.8269327,18.802675
417.0,3.8266973,18.806707
418.0,3.8264656,18.810675
419.0,3.8262377,18.814577
420.0,3.8260133,18.818415
421.0,3.8257923,18.822191
422.0,3.8255749,18.825905
423.0,3.825361,18.829557
424.0,3.8251503,18.833151
425.0,3.8249431,18.836685
426.0,3.824739,18.840162
427.0,3.8245382,18.84358
428.0,3.8243406,18.846945
429.0,3.8241463,18.850252
430.0,3.8239548,18.853506
431.0,3.8237665,18.856707
432.0,3.8235812,18.859854
433.0,3.8233988,18.862949
434.0,3.8232195,18.865993
435.0,3.8230429,18.868988
436.0,3.8228693,18.871933
437.0,3.8226981,18.87483
438.0,3.82253,18.877678
439.0,3.8223646,18.88048
440.0,3.8222017,18.883236
441.0,3.8220415,18.885946
442.0,3.8218837,18.888611
443.0,3.8217287,18.891232
444.0,3.8215761,18.89381
445.0,3.8214259,18.896345
446.0,3.8212781,18.898838
447.0,3.8211329,18.901289
448.0,3.8209898,18.9037
449.0,3.8208492,18.906071
450.0,3.8207107,18.908403
451.0,3.8205745,18.910696
452.0,3.8204408,18.912951
453.0,3.8203089,18.915169
454.0,3.8201792,18.917349
455.0,3.8200519,18.919495
456.0,3.8199263,18.921602
457.0,3.819803,18.923676
458.0,3.8196816,18.925716
459.0,3.8195622,18.927721
460.0,3.8194447,18.929693
461.0,3.8193293,18.931631
462.0,3.8192155,18.933538
463.0,3.8191037,18.935413
464.0,3.8189938,18.937258
465.0,3.8188858,18.939072
466.0,3.8187792,18.940853
467.0,3.8186748,18.942606
468.0,3.8185718,18.94433
469.0,3.8184705,18.946026
470.0,3.8183711,18.947693
471.0,3.8182731,18.949331
472.0,3.8181767,18.950943
473.0,3.8180821,18.952528
474.0,3.8179889,18.954086
475.0,3.8178971,18.955618
476.0,3.817807,18.957125
477.0,3.8177185,18.958607
478.0,3.8176312,18.960062
479.0,3.8175454,18.961494
480.0,3.8174613,18.962904
481.0,3.8173783,18.964287
482.0,3.8172967,18.965649
483.0,3.8172164,18.966988
484.0,3.8171375,18.968304
485.0,3.81706,18.969599
486.0,3.8169837,18.970871
487.0,3.8169086,18.972122
488.0,3.8168349,18.973352
489.0,3.8167622,18.974562
490.0,3.8166909,18.975752
491.0,3.8166206,18.976921
492.0,3.8165517,18.978071
493.0,3.8164837,18.9792
494.0,3.816417,18.980312
495.0,3.8163514,18.981405
496.0,3.8162868,18.982479
497.0,3.8162234,18.983536
498.0,3.8161609,18.984575
499.0,3.8160996,18.985596
500.0,3.8160393,18.986601
501.0,3.81598,18.987587
502.0,3.8159215,18.988558
503.0,3.8158641,18.989511
504.0,3.8158076,18.99045
505.0,3.8157523,18.991373
506.0,3.8156977,18.992279
507.0,3.815644,18.993172
508.0,3.8155911,18.994049
509.0,3.8155394,18.994911
510.0,3.8154883,18.995758
511.0,3.815438,18.996592
512.0,3.8153887,18.99741
513.0,3.8153403,18.998217
514.0,3.8152926,18.999008
515.0,3.8152456,18.999786
516.0,3.8151996,19.000551
517.0,3.8151543,19.001305
518.0,3.8151097,19.002045
519.0,3.8150659,19.002771
520.0,3.8150227,19.003487
521.0,3.8149803,19.00419
522.0,3.8149385,19.004881
523.0,3.8148975,19.00556
524.0,3.8148572,19.006229
525.0,3.8148177,19.006886
526.0,3.8147788,19.007532
527.0,3.8147404,19.008167
528.0,3.8147027,19.008791
529.0,3.8146658,19.009405
530.0,3.8146293,19.010008
531.0,3.8145936,19.010601
532.0,3.8145583,19.011185
533.0,3.8145237,19.011757
534.0,3.8144898,19.012321
535.0,3.8144562,19.012875
536.0,3.8144233,19.01342
537.0,3.8143911,19.013956
538.0,3.8143592,19.014482
539.0,3.814328,19.014999
540.0,3.8142972,19.015509
541.0,3.8142669,19.01601
542.0,3.8142374,19.016502
543.0,3.814208,19.016985
544.0,3.8141794,19.01746
545.0,3.814151,19.017927
546.0,3.8141234,19.018387
547.0,3.814096,19.018839
548.0,3.8140693,19.019283
549.0,3.8140428,19.01972
550.0,3.8140168,19.020149
551.0,3.8139913,19.020571
552.0,3.8139663,19.020987
553.0,3.8139417,19.021395
554.0,3.8139174,19.021795
555.0,3.8138936,19.02219
556.0,3.8138702,19.022577
557.0,3.8138471,19.022959
558.0,3.8138244,19.023333
559.0,3.8138022,19.023701
560.0,3.8137803,19.024063
561.0,3.8137589,19.024418
562.0,3.8137376,19.024769
563.0,3.8137169,19.025112
564.0,3.8136964,19.025452
565.0,3.8136761,19.025784
566.0,3.8136563,19.02611
567.0,3.813637,19.026432
568.0,3.8136179,19.026747
569.0,3.8135991,19.027058
570.0,3.8135808,19.027363
571.0,3.8135624,19.027662
572.0,3.8135445,19.027958
573.0,3.8135271,19.028248
574.0,3.8135097,19.028534
575.0,3.8134928,19.028814
576.0,3.8134761,19.029089
577.0,3.8134599,19.02936
578.0,3.8134437,19.029627
579.0,3.8134277,19.029888
580.0,3.8134122,19.030146
581.0,3.8133969,19.030399
582.0,3.8133819,19.030647
583.0,3.8133671,19.030891
584.0,3.8133526,19.031132
585.0,3.813338,19.031368
586.0,3.813324,19.031601
587.0,3.8133101,19.03183
588.0,3.8132966,19.032055
589.0,3.8132832,19.032274
590.0,3.8132701,19.032492
591.0,3.8132572,19.032705
592.0,3.8132446,19.032915
593.0,3.8132319,19.033121
594.0,3.8132198,19.033323
595.0,3.8132076,19.033524
596.0,3.8131959,19.033718
597.0,3.8131843,19.033911
598.0,3.8131726,19.034101
599.0,3.8131614,19.034286
600.0,3.8131504,19.03447
601.0,3.8131394,19.034651
602.0,3.8131287,19.034826
603.0,3.8131182,19.035
604.0,3.8131077,19.035172
605.0,3.8130977,19.035339
606.0,3.8130877,19.035505
607.0,3.8130779,19.035667
608.0,3.8130682,19.035826
609.0,3.8130586,19.035984
610.0,3.8130493,19.036139
611.0,3.81304,19.036289
612.0,3.813031,19.036438
613.0,3.8130221,19.036585
614.0,3.8130136,19.03673
615.0,3.813005,19.036871
616.0,3.8129964,19.03701
617.0,3.812988,19.037148
618.0,3.8129799,19.037281
619.0,3.8129721,19.037413
620.0,3.8129642,19.037544
621.0,3.8129563,19.037672
622.0,3.8129487,19.037796
623.0,3.8129413,19.03792
624.0,3.8129339,19.038042
625.0,3.8129268,19.038162
626.0,3.8129196,19.038279
627.0,3.8129125,19.038395
628.0,3.8129058,19.038507
629.0,3.8128989,19.038618
630.0,3.8128922,19.038729
631.0,3.8128858,19.038836
632.0,3.8128793,19.038942
633.0,3.8128729,19.039047
634.0,3.8128667,19.039148
635.0,3.8128607,19.039249
636.0,3.8128548,19.039349
637.0,3.8128488,19.039446
638.0,3.8128431,19.039541
639.0,3.8128374,19.039635
640.0,3.8128316,19.039728
641.0,3.8128262,19.039818
642.0,3.8128207,19.039907
643.0,3.8128154,19.039995
644.0,3.8128102,19.040081
645.0,3.8128052,19.040167
646.0,3.8127999,19.040251
647.0,3.8127952,19.040333
648.0,3.8127902,19.040413
649.0,3.8127854,19.040491
650.0,3.8127806,19.040569
651.0,3.8127761,19.040646
652.0,3.8127716,19.040722
653.0,3.812767,19.040796
654.0,3.8127625,19.040869
655.0,3.8127582,19.040939
656.0,3.8127539,19.04101
657.0,3.8127499,19.041079
658.0,3.8127456,19.041147
659.0,3.8127415,19.041214
660.0,3.8127377,19.041279
661.0,3.8127337,19.041344
662.0,3.8127298,19.041407
663.0,3.812726,19.04147
664.0,3.8127224,19.041531
665.0,3.8127186,19.041592
666.0,3.8127151,19.041651
667.0,3.8127115,19.041708
668.0,3.8127081,19.041765
669.0,3.8127046,19.041822
670.0,3.8127012,19.041878
671.0,3.8126981,19.041931
672.0,3.8126948,19.041985
673.0,3.8126917,19.042038
674.0,3.8126884,19.042089
675.0,3.8126855,19.042141
676.0,3.8126824,19.042191
677.0,3.8126793,19.04224
678.0,3.8126764,19.042288
679.0,3.8126736,19.042336
680.0,3.8126707,19.042381
681.0,3.8126678,19.042427
682.0,3.8126652,19.042473
683.0,3.8126626,19.042517
684.0,3.81266,19.042561
685.0,3.8126574,19.042603
686.0,3.8126547,19.042646
687.0,3.8126523,19.042686
688.0,3.8126497,19.042728
689.0,3.8126473,19.042768
690.0,3.812645,19.042807
691.0,3.8126426,19.042845
692.0,3.8126404,19.042883
693.0,3.812638,19.042921
694.0,3.8126359,19.042957
695.0,3.8126335,19.042994
696.0,3.8126314,19.04303
697.0,3.8126295,19.043064
698.0,3.8126273,19.043098
699.0,3.8126252,19.043133
700.0,3.8126233,19.043165
701.0,3.8126214,19.043198
702.0,3.8126192,19.04323
703.0,3.8126173,19.043261
704.0,3.8126156,19.043293
705.0,3.8126137,19.043322
706.0,3.8126118,19.043352
707.0,3.8126101,19.043383
708.0,3.8126082,19.043411
709.0,3.8126066,19.04344
710.0,3.8126049,19.043467
711.0,3.8126032,19.043495
712.0,3.8126016,19.043522
713.0,3.8125999,19.043549
714.0,3.8125985,19.043573
715.0,3.8125968,19.0436
716.0,3.8125954,19.043625
717.0,3.8125939,19.04365
718.0,3.8125923,19.043674
719.0,3.8125908,19.043697
720.0,3.8125894,19.043722
721.0,3.812588,19.043745
722.0,3.8125868,19.043768
723.0,3.8125854,19.043789
724.0,3.8125839,19.043812
725.0,3.8125827,19.043833
726.0,3.8125813,19.043854
727.0,3.8125801,19.043875
728.0,3.8125789,19.043896
729.0,3.8125777,19.043917
730.0,3.8125765,19.043936
731.0,3.8125753,19.043955
732.0,3.8125741,19.043974
733.0,3.812573,19.043993
734.0,3.8125718,19.044012
735.0,3.8125708,19.044031
736.0,3.8125696,19.044048
737.0,3.8125687,19.044065
738.0,3.8125675,19.044083
739.0,3.8125665,19.0441
740.0,3.8125656,19.044117
741.0,3.8125646,19.044134
742.0,3.8125634,19.044149
743.0,3.8125625,19.044165
744.0,3.8125615,19.044182
745.0,3.8125606,19.044197
746.0,3.8125598,19.04421
747.0,3.8125589,19.044226
748.0,3.8125579,19.044241
749.0,3.812557,19.044254
750.0,3.8125563,19.04427
751.0,3.8125553,19.044283
752.0,3.8125546,19.044296
753.0,3.8125539,19.04431
754.0,3.8125529,19.044323
755.0,3.8125522,19.044336
756.0,3.8125515,19.04435
757.0,3.8125505,19.044361
758.0,3.8125498,19.044374
759.0,3.8125491,19.044386
760.0,3.8125484,19.044397
761.0,3.8125477,19.044409
762.0,3.812547,19.04442
763.0,3.8125463,19.044432
764.0,3.8125458,19.044443
765.0,3.8125451,19.044455
766.0,3.8125443,19.044464
767.0,3.8125436,19.044476
768.0,3.8125432,19.044485
769.0,3.8125424,19.044497
770.0,3.812542,19.044506
771.0,3.8125412,19.044516
772.0,3.8125408,19.044525
773.0,3.8125401,19.044535
774.0,3.8125396,19.044544
775.0,3.8125391,19.044554
776.0,3.8125384,19.044563
777.0,3.8125379,19.044571
778.0,3.8125374,19.04458
779.0,3.812537,19.044588
780.0,3.8125362,19.044598
781.0,3.8125358,19.044605
782.0,3.8125353,19.044613
783.0,3.8125348,19.044622
784.0,3.8125343,19.04463
785.0,3.8125339,19.044638
786.0,3.8125334,19.044645
787.0,3.8125329,19.044653
788.0,3.8125327,19.044659
789.0,3.8125322,19.044666
790.0,3.8125317,19.044674
791.0,3.8125312,19.044682
792.0,3.8125308,19.044687
793.0,3.8125305,19.044695
794.0,3.81253,19.044701
795.0,3.8125296,19.044708
796.0,3.8125293,19.044714
797.0,3.8125288,19.04472
798.0,3.8125284,19.044727
799.0,3.8125281,19.044733
800.0,3.8125277,19.044739
801.0,3.8125274,19.044744
802.0,3.8125269,19.04475
803.0,3.8125267,19.044756
804.0,3.8125265,19.044762
805.0,3.812526,19.044767
806.0,3.8125257,19.044773
807.0,3.8125253,19.044779
808.0,3.812525,19.044783
809.0,3.8125248,19.044788
810.0,3.8125246,19.044794
811.0,3.8125241,19.044798
812.0,3.8125238,19.044804
813.0,3.8125236,19.044807
814.0,3.8125234,19.044813
815.0,3.8125229,19.044817
816.0,3.8125226,19.044823
817.0,3.8125224,19.044827
818.0,3.8125222,19.04483
819.0,3.8125219,19.044836
820.0,3.8125217,19.04484
821.0,3.8125215,19.044844
822.0,3.8125212,19.044847
823.0,3.812521,19.044851
824.0,3.8125207,19.044855
825.0,3.8125205,19.044859
826.0,3.8125203,19.044863
827.0,3.81252,19.044867
828.0,3.8125198,19.04487
829.0,3.8125196,19.044874
830.0,3.8125193,19.044878
831.0,3.8125191,19.044882
832.0,3.8125188,19.044886
833.0,3.8125186,19.044889
834.0,3.8125184,19.044891
835.0,3.8125184,19.044895
836.0,3.8125181,19.044899
837.0,3.8125179,19.044901
838.0,3.8125176,19.044905
839.0,3.8125174,19.044909
840.0,3.8125174,19.04491
841.0,3.8125172,19.044914
842.0,3.8125169,19.044916
843.0,3.8125167,19.04492
844.0,3.8125167,19.044922
845.0,3.8125165,19.044926
846.0,3.8125162,19.044928
847.0,3.8125162,19.044931
848.0,3.812516,19.044933
849.0,3.8125157,19.044935
850.0,3.8125157,19.044939
851.0,3.8125155,19.044941
852.0,3.8125153,19.044943
853.0,3.8125153,19.044947
854.0,3.812515,19.044949
855.0,3.812515,19.04495
856.0,3.8125148,19.044952
857.0,3.8125145,19.044954
858.0,3.8125145,19.044958
859.0,3.8125143,19.04496
860.0,3.8125143,19.044962
861.0,3.8125141,19.044964
862.0,3.8125141,19.044966
863.0,3.8125138,19.044968
864.0,3.8125138,19.04497
865.0,3.8125136,19.044971
866.0,3.8125136,19.044973
867.0,3.8125134,19.044975
868.0,3.8125134,19.044977
869.0,3.8125131,19.044979
870.0,3.8125131,19.044981
871.0,3.8125129,19.044983
872.0,3.8125129,19.044985
873.0,3.8125126,19.044987
874.0,3.8125126,19.044989
875.0,3.8125126,19.044991
876.0,3.8125124,19.044991
877.0,3.8125124,19.044992
878.0,3.8125122,19.044994
879.0,3.8125122,19.044996
880.0,3.8125122,19.044998
881.0,3.8125119,19.045
882.0,3.8125119,19.045
883.0,3.8125117,19.045002
884.0,3.8125117,19.045004
885.0,3.8125117,19.045006
886.0,3.8125114,19.045006
887.0,3.8125114,19.045008
888.0,3.8125114,19.04501
889.0,3.8125112,19.04501
890.0,3.8125112,19.045012
891.0,3.8125112,19.045013
892.0,3.812511,19.045013
893.0,3.812511,19.045015
894.0,3.812511,19.045017
895.0,3.8125107,19.045017
896.0,3.8125107,19.045019
897.0,3.8125107,19.045019
898.0,3.8125107,19.045021
899.0,3.8125105,19.045023
900.0,3.8125105,19.045023
901.0,3.8125105,19.045025
902.0,3.8125103,19.045025
903.0,3.8125103,19.045027
904.0,3.8125103,19.045027
905.0,3.8125103,19.045029
906.0,3.81251,19.045029
907.0,3.81251,19.045031
908.0,3.81251,19.045031
909.0,3.81251,19.045033
910.0,3.8125098,19.045033
911.0,3.8125098,19.045034
912.0,3.8125098,19.045034
913.0,3.8125098,19.045036
914.0,3.8125098,19.045036
915.0,3.8125095,19.045038
916.0,3.8125095,19.045038
917.0,3.8125095,19.045038
918.0,3.8125095,19.04504
919.0,3.8125095,19.04504
920.0,3.8125093,19.045042
921.0,3.8125093,19.045042
922.0,3.8125093,19.045044
923.0,3.8125093,19.045044
924.0,3.8125093,19.045044
925.0,3.8125091,19.045046
926.0,3.8125091,19.045046
927.0,3.8125091,19.045046
