Time,Ste5,Ste11,Ste5Ste11,Gbg,Ste5Ste11Gbg,Fus3,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Fus3PP,Ste5Ste11GbgP,Ste11Ubi,p,Kss1,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Kss1PP,Ste11P,Ste12Kss1,Ste12,Ste12P,s,PREP,Ste12TeSte5Kss1,Ste12TeSte5,Ste12TeSte5P,FREP,alpha,beta,alphaA,betaA,alphat,betat,alphas,betas,alphae,betae,k3,k4,k5,k6,k9,k10,k11,k12,k13,k17,k19,k20,k21,k22,k23,k25,k27,k31,k32,k33,k34,k8,k14,k15,k16,k26,k30,k7,k18,k1,k2,k24,k28,k29,alphastim,betastim,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
0.85,42.209042602413675,12.982384672156838,5.239980519006762,52.55071967941396,0.0035129057382290102,216.6246793911922,0.2710590398021575,0.085243517811242,0.019018051194362243,0.00037558358165458027,0.0008335302609154652,0.0,53.97015245048302,0.06776084724332876,0.021328426409436278,0.3526809077473418,0.2275062092536036,35.90324304277257,0.06651892554828377,0.00023803167917894373,0.0,3.229957730736349e-05,13.681591282571757,0.25214617502305353,0.016254018861980583,0.0024889462321342256,0.3462302148701527,0.04160953447905302,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.479740277079903,0.953395956530131,0.7609820792753387,0.2710590398021575,0.085243517811242,0.0813606729605191,0.0037558358165458027,8.335302609154653e-05,0.18959205823639627,0.06776084724332876,0.021328426409436278,0.020270303159796135,0.5401909826364394,0.02275062092536036,1.2323530552102178,0.03533516381032231,35.90324304277257,35.900365526832054,0.001499659881918697,0.00023803167917894373,13.681591282571757,13.608367505800373,0.08892714189215063,4.7953288650510544e-05,0.016254018861980583,0.0019018051194362243,5.239980519006762,0.00023803167917894373,3.229957730736349e-05,0.016254018861980583,0.0024889462321342256
0.86,42.206588735756405,12.974767645993634,5.232824753487382,52.54118635626878,0.0035409792077678013,216.6162321944678,0.27596406488475445,0.08793925456731032,0.019864486080056386,0.0003875425597466861,0.0008708326919923121,0.0,53.95674212921181,0.06898041618595609,0.022001386325694327,0.36500112966332526,0.23270752327527275,35.90321384636501,0.06653524683545152,0.0002509067995677254,0.0,3.441037517658816e-05,13.680847245883209,0.2521511793148874,0.01699256110466547,0.002629571725800863,0.3494909052766835,0.04208860993296937,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.476206819764515,0.9608861728716372,0.7670335742656127,0.27596406488475445,0.08793925456731032,0.08394800910732658,0.003875425597466861,8.708326919923122e-05,0.19105970199842798,0.06898041618595609,0.022001386325694327,0.020910533960346603,0.5460899344231372,0.023270752327527275,1.2603127119890964,0.03657261856492655,35.90321384636501,35.90025156003914,0.0015645428871696224,0.0002509067995677254,13.680847245883209,13.605256159870027,0.0920354652958736,5.008853591570382e-05,0.01699256110466547,0.0019864486080056385,5.232824753487382,0.0002509067995677254,3.441037517658816e-05,0.01699256110466547,0.002629571725800863
0.87,42.20409745955887,12.967060726675557,5.225630691055544,52.53157974003209,0.0035687641711667473,216.6076995533445,0.28088018190230174,0.09068300589133935,0.020737258861816016,0.00039971719539235665,0.0009093039188483652,0.0,53.94306790962216,0.07020236744906062,0.02268622335866105,0.37759660261487327,0.237962527592149,35.90318379370752,0.0665518970704671,0.0002643092220463705,0.0,3.663089418458506e-05,13.680079309540234,0.2521561359880561,0.017755028936666122,0.002776265387555731,0.35273533292196535,0.04256744590903305,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.472630946726334,0.9682960034697294,0.7730217973648273,0.28088018190230174,0.09068300589133935,0.08658182216585308,0.003997171953923567,9.093039188483652e-05,0.19251008803867428,0.07020236744906062,0.02268622335866105,0.021561971815693606,0.5519746560819087,0.023796252759214903,1.2885479428893554,0.037837963446425,35.90318379370752,35.90013503186391,0.0016314016196090424,0.0002643092220463705,13.680079309540234,13.60207556743163,0.09521330027758396,5.229027065579601e-05,0.017755028936666122,0.002073725886181602,5.225630691055544,0.0002643092220463705,3.663089418458506e-05,0.017755028936666122,0.002776265387555731
0.88,42.201568796443134,12.959264154875124,5.218399089307279,52.52190065409449,0.003596262078668298,216.59908166023604,0.28580665256157783,0.09347486372647246,0.02163682347585574,0.0004121079842982459,0.0009489643484018744,0.0,53.92912787381336,0.07142650592962982,0.02338295362487436,0.3904699126847105,0.24327102574005066,35.90315286742184,0.06656887904537089,0.00027825353282849677,0.0,3.8965363347980166e-05,13.679287019103782,0.25216104197892725,0.018541879189860003,0.002929207237204147,0.3559635789168586,0.04304604252695332,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.46901277783242,0.9756258262180165,0.7789470636490848,0.28580665256157783,0.09347486372647246,0.08926221094385103,0.00412107984298246,9.489643484018744e-05,0.19394327750824847,0.07142650592962982,0.02338295362487436,0.02222462418303957,0.5578450359287763,0.02432710257400507,1.3170571074821589,0.03913147655420497,35.90315286742184,35.90001590454221,0.0017002705287739322,0.00027825353282849677,13.679287019103782,13.598825077675585,0.09846130004399734,5.455963952785898e-05,0.018541879189860003,0.002163682347585574,5.218399089307279,0.00027825353282849677,3.8965363347980166e-05,0.018541879189860003,0.002929207237204147
0.89,42.19900277539157,12.951378178583932,5.2111306957309145,52.51214991820046,0.0036234743948562013,216.5903787039112,0.2907427490193617,0.09631491271804321,0.022563634351353286,0.0004247153907021527,0.0009898344179977137,0.0,53.91492012481987,0.07265263906970529,0.02409159120688303,0.4036236268606369,0.2486328203466289,35.90312104992543,0.06658619555986255,0.00029275451474411625,0.0,4.1418114867586365e-05,13.678469918192066,0.2521658942166534,0.019353570634726536,0.0030885800230686083,0.35917572396768127,0.04352439990637924,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.465352437032092,0.9828760226061612,0.7848096914058301,0.2907427490193617,0.09631491271804321,0.09198926731355886,0.004247153907021527,9.898344179977138e-05,0.19535933257300211,0.07265263906970529,0.02409159120688303,0.022898496365488227,0.5637009631834407,0.02486328203466289,1.3458385492980331,0.0404534348453842,35.90312104992543,35.89989415025625,0.0017711841869676758,0.00029275451474411625,13.678469918192066,13.595504044894646,0.10178011279428135,5.6897790329866006e-05,0.019353570634726536,0.0022563634351353288,5.2111306957309145,0.00029275451474411625,4.1418114867586365e-05,0.019353570634726536,0.0030885800230686083
0.9,42.196399431644956,12.943403052997748,5.203826247799977,52.50232834843499,0.003650402594050724,216.58159086953117,0.29568775380554047,0.09920323030359766,0.02351814635964642,0.000437539847951827,0.0010319345932190724,0.0,53.90044278651761,0.07388057683995153,0.02481214817392587,0.4170602928863257,0.2540477131422412,35.903088323513884,0.0666038493396511,0.0003078271464931499,0.0,4.399358468201879e-05,13.677627548554428,0.2521706896166777,0.02019056391298127,0.0032545692028044075,0.36237184837822667,0.04400251816690004,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.461650052290658,0.9900469775638412,0.7906100011337692,0.29568775380554047,0.09920323030359766,0.09476307633821947,0.00437539847951827,0.00010319345932190724,0.19675831616838652,0.07388057683995153,0.02481214817392587,0.023583591541349064,0.5695423279810429,0.025404771314224125,1.3748905958770243,0.041804114138721545,35.903088323513884,35.899769706937036,0.0018441772860152703,0.0003078271464931499,13.677627548554428,13.592111828120427,0.10517038166887833,5.930587186017997e-05,0.02019056391298127,0.0023518146359646423,5.203826247799977,0.0003078271464931499,4.399358468201879e-05,0.02019056391298127,0.0032545692028044075
0.91,42.19375880648446,12.93533904028797,5.196486473089198,52.49243675711118,0.0036770481603671844,216.5727183386815,0.30064095977316174,0.10213988685404503,0.024500814691250393,0.0004505817590919972,0.0010752853625343088,0.0,53.88569400376936,0.07511013172884522,0.025544634613321363,0.4307824390712309,0.2595155049652548,35.903054670336644,0.06662184306060362,0.0003234866027798185,0.0,4.669631412657326e-05,13.676759450143956,0.25217542508417967,0.021053321461436125,0.003427362961951026,0.3655520320517718,0.04448039742804555,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.457905755460128,0.9971390793104186,0.7963483155529693,0.30064095977316174,0.10213988685404503,0.09758371640037876,0.0045058175909199714,0.00010752853625343089,0.19814029200666913,0.07511013172884522,0.025544634613321363,0.024279910794111483,0.5753690213785222,0.025951550496525477,1.4042115587803663,0.04318378911424239,35.903054670336644,35.89964249130831,0.001919284631708091,0.0003234866027798185,13.676759450143956,13.58864779135657,0.10863274469158739,6.178503359674783e-05,0.021053321461436125,0.0024500814691250394,5.196486473089198,0.0003234866027798185,4.669631412657326e-05,0.021053321461436125,0.003427362961951026
0.92,42.19108094679005,12.927186409156791,5.189112089419628,52.48247595245185,0.003703412590061095,216.56376128937586,0.3056016701260326,0.10512494590496492,0.025512094593090943,0.0004638414977297783,0.0011199072257759273,0.0,53.87067194274389,0.0763411187480163,0.026289058681352954,0.44479257404482375,0.2650359957543501,35.90302007229115,0.06664017945179125,0.00033974825709250556,0.0,4.953095358884679e-05,13.675865161199637,0.2521800975265121,0.021942307417063277,0.0036071523079066457,0.36871635449307405,0.04495803780928531,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.454119682029784,1.0041527192095618,0.8020249601100602,0.3056016701260326,0.10512494590496492,0.10045125939045828,0.004638414977297783,0.00011199072257759273,0.1995053247078087,0.0763411187480163,0.026289058681352954,0.02498745315763187,0.5811809353505503,0.02650359957543501,1.4337997335067143,0.04459273330671574,35.90302007229115,35.89951245453029,0.001996541131406366,0.00033974825709250556,13.675865161199637,13.585111304339893,0.112167834701692,6.433642502591277e-05,0.021942307417063277,0.0025512094593090947,5.189112089419628,0.00033974825709250556,4.953095358884679e-05,0.021942307417063277,0.0036071523079066457
0.93,42.18836590521725,12.918945434990707,5.18170380492321,52.47244673884094,0.0037294973875473033,216.55471989613721,0.3105691982317825,0.10815846413849214,0.026552441492457175,0.0004773194081299257,0.0011658206996832648,0.0,53.85537479075478,0.07757335539290423,0.02704542660021875,0.4590931866648471,0.2706089845767882,35.902984511142606,0.06665886118026226,0.0003566276771648016,0.0,5.250226064028103e-05,13.674944218302054,0.2521847038407637,0.022857987574060126,0.003794130955241212,0.3718648948103592,0.0454354394300297,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.450291971209241,1.011088291622471,0.8076402621136818,0.3105691982317825,0.10815846413849214,0.10336577072856606,0.004773194081299257,0.00011658206996832649,0.20085347958750085,0.07757335539290423,0.02704542660021875,0.025706215619738394,0.586977962811379,0.027060898457678825,1.463653399684877,0.046031219116269756,35.902984511142606,35.89937951987919,0.0020759818014297014,0.0003566276771648016,13.674944218302054,13.581501741839825,0.11577627931438692,6.696119594024519e-05,0.022857987574060126,0.0026552441492457175,5.18170380492321,0.0003566276771648016,5.250226064028103e-05,0.022857987574060126,0.003794130955241212
0.94,42.185613740288964,12.910616399934623,5.174262318099302,52.462349916977296,0.003755304080393103,216.54559433006807,0.31554286747570126,0.11124049138962001,0.027622311066554946,0.0004910158045429196,0.0012130463210384469,0.0,53.83980075713835,0.07880666161128536,0.027813742661168914,0.47368674593545135,0.2762342696488596,35.90294796810603,0.06667789127220791,0.00037414062179645755,0.0,5.561509877966411e-05,13.673996156441698,0.2521892408955441,0.02380082933399546,0.003988495243210854,0.3749977317172992,0.04591260240962891,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.446422765966821,1.0179461937606118,0.8131945539788542,0.31554286747570126,0.11124049138962001,0.10632730922020307,0.004910158045429196,0.00012130463210384469,0.2021848234708333,0.07880666161128536,0.027813742661168914,0.02643619308519678,0.5927599976334329,0.027623426964885962,1.4937708212422123,0.04749951781998847,35.90294796810603,35.89924381001808,0.002157641787408556,0.00037414062179645755,13.673996156441698,13.577818482910061,0.11945870087974195,6.96604965965508e-05,0.02380082933399546,0.0027622311066554947,5.174262318099302,0.00037414062179645755,5.561509877966411e-05,0.02380082933399546,0.003988495243210854
0.95,42.1828245157235,12.902199592219594,5.166788318020569,52.452186283375084,0.0037808341948778455,216.5363847588259,0.3205220113500742,0.11437107098628406,0.028722158837708997,0.0005049309737624783,0.0012616046288886564,0.0,53.82394807218535,0.08004085982247358,0.02859400929745243,0.488575700654086,0.28191164831942117,35.90291042447205,0.06669727248219702,0.0003923030457894478,0.0,5.887444338334802e-05,13.67302050909655,0.2521937055674887,0.024771301591137242,0.004190444301781538,0.3781149435349799,0.04638952686737363,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.442512212654385,1.0247268255581015,0.8186881679313949,0.3205220113500742,0.11437107098628406,0.10933592761128064,0.005049309737624783,0.00012616046288886564,0.20349942337464788,0.08004085982247358,0.02859400929745243,0.02717737851182962,0.598526934631488,0.028191164831942117,1.5241502462121637,0.04899789955419292,35.90291042447205,35.89910530638169,0.002241556320622679,0.0003923030457894478,13.67302050909655,13.574060912596515,0.12321571639818607,7.243547669179826e-05,0.024771301591137242,0.0028722158837709,5.166788318020569,0.0003923030457894478,5.887444338334802e-05,0.024771301591137242,0.004190444301781538
0.96,42.17999830056334,12.893695306272123,5.159282484387969,52.44195663055482,0.0038060892675162972,216.527091346698,0.32550597329329856,0.11755023974247628,0.02985244026619034,0.0005190651745568415,0.0013115161687101283,0.0,53.807814987823996,0.08127577488288766,0.02938622708444746,0.5037624793335151,0.2876409170929808,35.902871861288936,0.0667170076148264,0.000411131096272018,0.0,6.228538014449606e-05,13.672016808297288,0.2521980947231307,0.025769874685660624,0.004400179956098873,0.38121660819385916,0.046866212922495265,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.438560461065397,1.0314305895311784,0.8241214385011881,0.32550597329329856,0.11755023974247628,0.11239167246615897,0.005190651745568415,0.00013115161687101283,0.20479734713365946,0.08127577488288766,0.02938622708444746,0.027929762879177096,0.6042786695815271,0.02876409170929808,1.5547899069226627,0.05052663332657804,35.902871861288936,35.89896402279824,0.002327760736258151,0.000411131096272018,13.672016808297288,13.570228421143929,0.12704793748091303,7.528728557969272e-05,0.025769874685660624,0.0029852440266190344,5.159282484387969,0.000411131096272018,6.228538014449606e-05,0.025769874685660624,0.004400179956098873
0.97,42.177135169103394,12.885103842628222,5.151745487621348,52.43166174705952,0.003831070840942187,216.51771425464486,0.3304941065999377,0.12077802803673662,0.0310136107183987,0.0005334186381803468,0.0013628014910600306,0.0,53.791399777436766,0.08251123406686567,0.030190394757819827,0.5192494900593985,0.2934218716425657,35.90283225949505,0.06673709939343962,0.0004306411115463004,0.0,6.585310538050949e-05,13.670984584689055,0.2522024052209585,0.02679702033986083,0.004617906696749485,0.38430280323571486,0.04734266069416515,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.434567664384641,1.0380578906441165,0.8294947016284224,0.3304941065999377,0.12077802803673662,0.11549458427963412,0.0053341863818034685,0.00013628014910600306,0.20607866318080206,0.08251123406686567,0.030190394757819827,0.02869333521509493,0.6100150992306315,0.029342187164256572,1.5856880200791887,0.052085987021444145,35.90283225949505,35.898819934590435,0.0024162904693440872,0.0004306411115463004,13.670984584689055,13.566320404071684,0.13095597030273648,7.821707217766651e-05,0.02679702033986083,0.00310136107183987,5.151745487621348,0.0004306411115463004,6.585310538050949e-05,0.02679702033986083,0.004617906696749485
0.98,42.17423520097318,12.876425507998661,5.14417798891362,52.42130241759591,0.003855780443738381,216.50825364033923,0.33548577431150606,0.12405445981901003,0.03220612553018684,0.0005479915693150096,0.0014154811543675367,0.0,53.774700734533646,0.08374706704349398,0.031006509217029927,0.5350391204159554,0.2992543068290785,35.90279160061074,0.06675754976973593,0.00045084961955634044,0.0,6.958292485889002e-05,13.669923367568394,0.25220663392550063,0.027853211607369643,0.0048438316009752755,0.3873736058155839,0.04781887030149512,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.430533979221461,1.044609136173144,0.8348082902943692,0.33548577431150606,0.12405445981901003,0.11864469768202163,0.005479915693150096,0.00014154811543675368,0.20734343946009878,0.08374706704349398,0.031006509217029927,0.02946808264496209,0.6157361213138514,0.02992543068290785,1.6168427868725492,0.05367622741235231,35.90279160061074,35.898672606382846,0.0025071810350710496,0.00045084961955634044,13.669923367568394,13.562336262607877,0.1349404155785687,8.122598511750552e-05,0.027853211607369643,0.003220612553018684,5.14417798891362,0.00045084961955634044,6.958292485889002e-05,0.027853211607369643,0.0048438316009752755
0.99,42.17129848041485,12.867660614544576,5.136580640468788,52.41087942251458,0.003880219633879224,216.49870965820648,0.3404803492334983,0.12737955298764522,0.03343043957231992,0.0005627841456759796,0.001469575706015337,0.0,53.75771617609454,0.0849831058798669,0.03183456560485996,0.5511337370691272,0.30513801668574886,35.90274986516066,0.06677836149991102,0.00047177333946926263,0.0,7.34802603354327e-05,13.6688326850303,0.2522107776784545,0.028938922754348076,0.005078164511398226,0.39042909270369075,0.04829484186353783,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.426459565206376,1.0510847355973414,0.8400625439252903,0.3404803492334983,0.12737955298764522,0.1218420413549457,0.005627841456759796,0.0001469575706015337,0.2085917457789888,0.0849831058798669,0.03183456560485996,0.030253990371655156,0.6214416345331043,0.030513801668574887,1.6482523929232145,0.05529762013784628,35.90274986516066,35.89852204216856,0.0026004680581493012,0.00047177333946926263,13.6688326850303,13.558275402990438,0.13900186843103743,8.431517162667387e-05,0.028938922754348076,0.003343043957231992,5.136580640468788,0.00047177333946926263,7.34802603354327e-05,0.028938922754348076,0.005078164511398226
1.0,42.16832509659621,12.858809480169276,5.128954085504718,52.40039353814249,0.003904389964596459,216.48908245946765,0.3454772137845256,0.13075331929089481,0.034687007456851875,0.0005777965191436972,0.0015251056913790566,0.0,53.74044444017905,0.08621918500914212,0.03267455728921515,0.5675356857877397,0.31107279444772074,35.90270703387857,0.06679953694245742,0.0004934291790104551,0.0,7.755064617266197e-05,13.667712063977726,0.25221483332088696,0.03005462922824345,0.0053211178830633405,0.3934693402873666,0.048770575499285984,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.422344585149714,1.0574851004620411,0.8452578009994408,0.3454772137845256,0.13075331929089481,0.12508663827769326,0.005777965191436972,0.00015251056913790566,0.20982365196518865,0.08621918500914212,0.03267455728921515,0.031051041734770708,0.62713153858353,0.031107279444772075,1.6799150084541932,0.05695042972442347,35.90270703387857,35.89836803685821,0.0026961872461266833,0.0004934291790104551,13.667712063977726,13.554137237070144,0.14314091839461004,8.748577804130258e-05,0.03005462922824345,0.0034687007456851876,5.128954085504718,0.0004934291790104551,7.755064617266197e-05,0.03005462922824345,0.0053211178830633405
1.01,42.165315143617406,12.849872428510256,5.121298958318852,52.389845536856534,0.003928293022908752,216.47937219221538,0.35047575986403273,0.13417576436710457,0.035976283553409025,0.0005930288141529097,0.0015820916546433735,0.0,53.722883888628346,0.08745514120149081,0.03352647587377891,0.5842472913478292,0.3170584325672925,35.90266308638481,0.0668210793842782,0.0005158342309446118,0.0,8.179972888091337e-05,13.666561030178928,0.2522187976922361,0.03120080760157625,0.005572906729636551,0.39649442457295947,0.04924607132767311,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.418189205034152,1.0638106442522635,0.8503944073863466,0.35047575986403273,0.13417576436710457,0.12837850537971587,0.005930288141529097,0.00015820916546433736,0.21103922995023575,0.08745514120149081,0.03352647587377891,0.03185921812534773,0.6328057341659162,0.03170584325672925,1.7118287884986727,0.05863491959697132,35.90266308638481,35.898210890743954,0.002794374445625675,0.0005158342309446118,13.666561030178928,13.549921182949443,0.14735814937869504,9.073894983275792e-05,0.03120080760157625,0.003597628355340903,5.121298958318852,0.0005158342309446118,8.179972888091337e-05,0.03120080760157625,0.005572906729636551
1.02,42.16226872018505,12.84084978860297,5.113615884441432,52.37923618689515,0.003951930404446092,216.4695790014289,0.3554753888294352,0.13764688794132704,0.03729872180025947,0.0006084811296769556,0.0016405541305435194,0.0,53.70503290555432,0.0886908135597768,0.034390311240192456,0.601270857273414,0.32309472271641654,35.902618002008005,0.0668429922173459,0.0005390057746850305,0.0,8.623326987038599e-05,13.665379108356289,0.25222266762731677,0.03237793548590496,0.005833748674412765,0.3995044211877341,0.04972132946757302,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.413993593826098,1.0700617822816816,0.8554727108933923,0.3554753888294352,0.13764688794132704,0.13171765397148444,0.006084811296769556,0.00016405541305435195,0.21223855241123799,0.0886908135597768,0.034390311240192456,0.032678499091709765,0.6384641229827436,0.03230947227164165,1.7439918728660282,0.060351352071661854,35.902618002008005,35.89805096538273,0.002895065603344131,0.0005390057746850305,13.665379108356289,13.545626664451737,0.15165413958806412,9.407583111550599e-05,0.03237793548590496,0.0037298721800259472,5.113615884441432,0.0005390057746850305,8.623326987038599e-05,0.03237793548590496,0.005833748674412765
1.03,42.1591859291971,12.831741894456448,5.105905480811472,52.36856625209857,0.003975303677153813,216.45970302897712,0.3604755114989265,0.141166684063768,0.03865477546012943,0.0006241535419018342,0.001700513633671848,0.0,53.686889895106304,0.08992604352097743,0.03526605159870653,0.6186086655348255,0.32918145578565405,35.902571760977345,0.06686527774366098,0.0005629612790269362,0.0,9.085714906536822e-05,13.664165822284494,0.25222643995181093,0.03358649143788307,0.0061038640296384285,0.40249940538176254,0.05019635003780043,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.409757923238573,1.0762389315880776,0.8604930534067152,0.3604755114989265,0.141166684063768,0.13510409032455525,0.006241535419018342,0.0001700513633671848,0.213421690814968,0.08992604352097743,0.03526605159870653,0.03350886248172439,0.6441066077288443,0.03291814557856541,1.776402386049128,0.06209998834412194,35.902571760977345,35.897888040296294,0.002998296699616621,0.0005629612790269362,13.664165822284494,13.541253110327515,0.15602946143118956,9.749756401445071e-05,0.03358649143788307,0.003865477546012943,5.105905480811472,0.0005629612790269362,9.085714906536822e-05,0.03358649143788307,0.0061038640296384285
