Time,Ste5,Ste11,Ste5Ste11,Gbg,Ste5Ste11Gbg,Fus3,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Fus3PP,Ste5Ste11GbgP,Ste11Ubi,p,Kss1,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Kss1PP,Ste11P,Ste12Kss1,Ste12,Ste12P,s,PREP,Ste12TeSte5Kss1,Ste12TeSte5,Ste12TeSte5P,FREP,alpha,beta,alphaA,betaA,alphat,betat,alphas,betas,alphae,betae,k3,k4,k5,k6,k9,k10,k11,k12,k13,k17,k19,k20,k21,k22,k23,k25,k27,k31,k32,k33,k34,k8,k14,k15,k16,k26,k30,k7,k18,k1,k2,k24,k28,k29,alphastim,betastim,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
1.04,42.15606687801723,12.822549085308859,5.09816835577741,52.35783649219884,0.0039984144307486326,216.44974441371585,0.36547554795634357,0.1447351410256528,0.04004489730209032,0.0006400461015811588,0.0017619906665608202,0.0,53.66845328480743,0.09116067481333029,0.036153683473503735,0.6362629765743553,0.33531842191047756,35.90252434275733,0.06688793884648572,0.0005877183962131859,0.0,9.567736187003464e-05,13.662920694816709,0.2522301114894441,0.034826954926295645,0.006383475657494089,0.4054794520298056,0.05067113315711047,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.405482367869389,1.082342510806212,0.8654557815956546,0.36547554795634357,0.1447351410256528,0.13853781510023702,0.006400461015811588,0.00017619906665608203,0.21458871808993288,0.09116067481333029,0.036153683473503735,0.034350284302831526,0.6497330921152703,0.03353184219104776,1.8090584375614398,0.06388108851297596,35.90252434275733,35.89772221299675,0.003104103832529903,0.0005877183962131859,13.662920694816709,13.536799955492999,0.16048468151795517,0.00010100528911089581,0.034826954926295645,0.004004489730209032,5.09816835577741,0.0005877183962131859,9.567736187003464e-05,0.034826954926295645,0.006383475657494089
1.05,42.152911678276155,12.813271705416893,5.090405109216203,52.34704766273085,0.004021264258184747,216.43970329151205,0.37047492750133276,0.14835224149544388,0.041469539491099945,0.0006561588354581924,0.0018250057148630305,0.0,53.64972152437062,0.0923945534459993,0.0370531917327353,0.654236029110908,0.3415054104785094,35.9024757266897,0.06691097834790087,0.0006132949624361294,0.0,0.00010070002069082803,13.661643247960336,0.2522336790611397,0.03609980625709112,0.006672808981002923,0.4084446356331849,0.05114567894419875,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.401167105081932,1.0883729400601747,0.870361242898269,0.37047492750133276,0.14835224149544388,0.14201882365867524,0.006561588354581925,0.00018250057148630307,0.21573970762751649,0.0923945534459993,0.0370531917327353,0.035202738798087344,0.6553434808700384,0.034150541047850945,1.8419581219620695,0.06569491157954795,35.9024757266897,35.897553552880744,0.0032125231867689745,0.0006132949624361294,13.661643247960336,13.532266640697618,0.1650203605969952,0.00010460014514811363,0.03609980625709112,0.004146953949109995,5.090405109216203,0.0006132949624361294,0.00010070002069082803,0.03609980625709112,0.006672808981002923
1.06,42.149720446473964,12.80391010463841,5.082616332426437,52.3362005155589,0.004043854724163714,216.42957979527299,0.37547308848641664,0.15201796226877132,0.04292915397176902,0.0006724917466455623,0.0018895792640699369,0.0,53.63069308239039,0.09362752767368489,0.03796455954141585,0.6725300403684545,0.3477422101648093,35.902425893577366,0.06693439742837314,0.0006397089942915903,0.0,0.00010593134868312236,13.660333002871315,0.2522371394976879,0.03740552656713282,0.006972091743065597,0.4113950303216448,0.051619987517701804,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.396812315322922,1.0943306408227593,0.8752097787038821,0.37547308848641664,0.15201796226877132,0.14554710614228825,0.006724917466455623,0.0001889579264069937,0.21687473158139856,0.09362752767368489,0.03796455954141585,0.036066198464788785,0.6609376797792107,0.03477422101648093,1.8750995190707167,0.06754171549338164,35.902425893577366,35.8973812513582,0.00332359098325563,0.0006397089942915903,13.660333002871315,13.527652612380589,0.16963705360880355,0.00010828326998894825,0.03740552656713282,0.004292915397176902,5.082616332426437,0.0006397089942915903,0.00010593134868312236,0.03740552656713282,0.006972091743065597
1.07,42.14649330219617,12.79446463664994,5.074802608707316,52.325295797582406,0.004066187435714883,216.41937405501895,0.380469478425121,0.1557322751756928,0.044424191380155305,0.0006890448152139715,0.0019557317522171398,0.0,53.61136645420872,0.09485944802100817,0.038887768544842743,0.6911472050173415,0.3540286088856974,35.90237482205914,0.06695819924700162,0.0006669786938973219,0.0,0.00011137769669267001,13.658989480089815,0.2522404896121883,0.038744597614417044,0.007281554514875215,0.41433070985520626,0.0520940589961969,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.392418181137524,1.1002160358864372,0.8800017396277976,0.380469478425121,0.1557322751756928,0.14912264760446392,0.006890448152139715,0.00019557317522171398,0.21799386468760987,0.09485944802100817,0.038887768544842743,0.03694063409180876,0.666515595606397,0.03540286088856975,1.9084806937899106,0.06942175705880965,35.90237482205914,35.89720556944927,0.0034373435804449654,0.0006669786938973219,13.658989480089815,13.522957323188056,0.17433530938766972,0.0001120557978435593,0.038744597614417044,0.004442419138015531,5.074802608707316,0.0006669786938973219,0.00011137769669267001,0.038744597614417044,0.007281554514875215
1.08,42.143230369263954,12.784935660072385,5.0669645130942635,52.31433425168057,0.004088263987268415,216.40908619790272,0.3854635537668032,0.15949514656488537,0.045955101765515864,0.000705817998523924,0.00202348360130151,0.0,53.591740156041155,0.09609016723339611,0.03982279876855917,0.7100896956982924,0.3603643938527472,35.90232249138975,0.06698238616693541,0.0006951224433575037,0.0,0.00011704553167641336,13.657612199479113,0.252243726221955,0.04011750181855875,0.00760143028288388,0.41725174762601036,0.05256789349820168,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.387984887786483,1.1060295492035839,0.884737473620552,0.3854635537668032,0.15949514656488537,0.15274542808259506,0.00705817998523924,0.000202348360130151,0.21909718129498967,0.09609016723339611,0.03982279876855917,0.03782601477435117,0.6720771361600459,0.036036439385274725,1.9420996964216666,0.07133529201211383,35.90232249138975,35.897026344900084,0.0035538173949028456,0.0006951224433575037,13.657612199479113,13.518180231678597,0.1791156707947514,0.00011591886108242865,0.04011750181855875,0.004595510176551586,5.0669645130942635,0.0006951224433575037,0.00011704553167641336,0.04011750181855875,0.00760143028288388
1.09,42.13993177528634,12.775323538012822,5.059102612553882,52.30331661643763,0.004110085974084338,216.39871634825772,0.3904547798530066,0.16330653756289326,0.047522334326288544,0.0007228112316974136,0.0020928552058289054,0.0,53.57181272658604,0.09731954026799722,0.0407696286726981,0.7293596626844154,0.36674935157222177,35.90226888073135,0.06700696046365379,0.0007241588050297803,0.0,0.00012294144065669915,13.656200680326142,0.2522468461434825,0.04152472216497215,0.007931954537624427,0.4201582166601536,0.053041491142175046,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.3835126229907,1.1117716058017337,0.8894173288728292,0.3904547798530066,0.16330653756289326,0.1564154227014234,0.007228112316974136,0.00020928552058289054,0.2201847560938141,0.09731954026799722,0.0407696286726981,0.03872230794116683,0.6776222102799274,0.03667493515722218,1.9759545627174455,0.07328257500578353,35.90226888073135,35.89684337336615,0.0036730489181549387,0.0007241588050297803,13.656200680326142,13.513320802470604,0.183978674616418,0.00011987358955182443,0.04152472216497215,0.004752233432628854,5.059102612553882,0.0007241588050297803,0.00012294144065669915,0.04152472216497215,0.007931954537624427
1.1,42.13659765208985,12.765628638478926,5.05121746590742,52.29224362651849,0.00413165501300993,216.38826462765078,0.3954426307656943,0.16716640389716406,0.049126337686282814,0.0007400244258656217,0.0021638669448810093,0.0,53.551582728820485,0.09854742425930797,0.041728235120466604,0.7489592340618891,0.3731832678715392,35.90221396818333,0.06703192529835647,0.0007541065183430038,0.0,0.0001290721260873512,13.654754441371182,0.2522498461824415,0.04296674218571227,0.008273365090211243,0.42305018961951335,0.05351485204651618,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.379001577155821,1.1174426316559012,0.8940416583053526,0.3954426307656943,0.16716640389716406,0.16013260129513548,0.0074002442586562165,0.00021638669448810095,0.22125666523614712,0.09854742425930797,0.041728235120466604,0.03962947926309072,0.6831507278689696,0.037318326787153924,2.0100433142147263,0.07526385964864676,35.90221396818333,35.89665693087051,0.003795074792260252,0.0007541065183430038,13.654754441371182,13.508378506171258,0.18892485158903075,0.0001239211112487152,0.04296674218571227,0.004912633768628282,5.05121746590742,0.0007541065183430038,0.0001290721260873512,0.04296674218571227,0.008273365090211243
1.11,42.13322813497118,12.755851333620543,5.043309624133882,52.28111601218745,0.004152972717304211,216.37773115491274,0.4004265893273083,0.1710746963127531,0.05076755944712432,0.0007574574711276782,0.0022365391626511144,0.0,53.531048748088956,0.09977367852138322,0.042698593462675,0.7688905151784149,0.3796659278918392,35.90215773191521,0.06705728358337448,0.0007849845014534588,0.0,0.00013544441278678083,13.653273000918148,0.25225272314624514,0.04444404583602552,0.008625902251506888,0.42592773880356405,0.05398797632956531,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.374451942952107,1.1230430536282707,0.898610814118538,0.4004265893273083,0.1710746963127531,0.16389692904894484,0.007574574711276782,0.00022365391626511145,0.2223129849794952,0.09977367852138322,0.042698593462675,0.04054749281153992,0.68866259986296,0.03796659278918393,2.0443639580909356,0.077279398467218,35.90215773191521,35.89646716416045,0.003919931723890497,0.0007849845014534588,13.653273000918148,13.503352819579836,0.19395472625507448,0.00012806255118025993,0.04444404583602552,0.005076755944712432,5.043309624133882,0.0007849845014534588,0.00013544441278678083,0.04444404583602552,0.008625902251506888
1.12,42.12982336236631,12.74599199938624,5.0353796305388085,52.26993449913006,0.0041740406877149696,216.36711604617707,0.4054061470471077,0.17503136077896905,0.05244644599678438,0.0007751102378424989,0.002310892160136626,0.0,53.51020939150378,0.10099816453710223,0.043680677581205495,0.7891555883507586,0.3861971160925444,35.9021001505554,0.06708303759345222,0.0008168118511890782,0.0,0.0001420652507783063,13.651755876916361,0.25225547384862973,0.0459571174078019,0.008989808882965888,0.42879093615118513,0.05446086410960371,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.369863915122765,1.128573299388295,0.9031251458602896,0.4054061470471077,0.17503136077896905,0.16770836677984788,0.007751102378424989,0.0002310892160136626,0.22335379120828444,0.10099816453710223,0.043680677581205495,0.04147631112845041,0.6941577382206702,0.038619711609254447,2.078914487187704,0.07932944289455085,35.9021001505554,35.89627388243748,0.004047656448449417,0.0008168118511890782,13.651755876916361,13.498243225793182,0.19906881687971478,0.00013229903086595414,0.0459571174078019,0.0052446445996784385,5.0353796305388085,0.0008168118511890782,0.0001420652507783063,0.0459571174078019,0.008989808882965888
1.13,42.126383476312874,12.736051015970398,5.0274280206671875,52.25869980885264,0.004194860534514617,216.35641941493296,0.41038080396517623,0.17903633829588628,0.05416344280591481,0.0007929825747453564,0.0023869462080834945,0.0,53.48906328984413,0.1022207459227768,0.04467445985426666,0.8097565130658156,0.39277661627876864,35.90204120216249,0.06710918999780943,0.0008496078397325116,0.0,0.00014894171033427752,13.650202586988016,0.25225809509902175,0.04750644151331919,0.009365330203041365,0.43163985324245946,0.05493351550485326,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.365237690726532,1.134033797290555,0.9075850051925944,0.41038080396517623,0.17903633829588628,0.17156687053033975,0.007929825747453564,0.00023869462080834946,0.22437916062272176,0.1022207459227768,0.04467445985426666,0.04241589512829792,0.699636055956412,0.03927766162787687,2.113692880369951,0.08141424331240314,35.90204120216249,35.896077111230035,0.0041782858110705964,0.0008496078397325116,13.650202586988016,13.493049214127094,0.20426763548000876,0.00013663166906224884,0.04750644151331919,0.0054163442805914815,5.0274280206671875,0.0008496078397325116,0.00014894171033427752,0.04750644151331919,0.009365330203041365
1.14,42.122908622249376,12.726028767600184,5.019455322424625,52.24741265859309,0.004215433869195821,216.34564137205854,0.41535006859355517,0.18308956503182555,0.05591899431603197,0.0008110743099142551,0.002464721542125897,0.0,53.467609096774346,0.10344128841579192,0.04567991118663451,0.8306953257833941,0.39940421160873874,35.90198086467005,0.0671357434153362,0.0008833919146510375,0.0,0.0001560809835328339,13.648612648499737,0.2522605837053445,0.04909250301079781,0.009752713798814847,0.4344745613004629,0.05540593063347665,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.360573469017394,1.1394249762903212,0.9119907440926683,0.41535006859355517,0.18308956503182555,0.1754723917787993,0.008110743099142552,0.0002464721542125897,0.22538917029146519,0.10344128841579192,0.04567991118663451,0.043366204150931405,0.7050974671372842,0.039940421160873874,2.1486971025848174,0.08353404905034778,35.90198086467005,35.89587685352538,0.004311856736925896,0.0008833919146510375,13.648612648499737,13.487770280081483,0.20955168776342029,0.00014106158146378066,0.04909250301079781,0.005591899431603198,5.019455322424625,0.0008833919146510375,0.0001560809835328339,0.04909250301079781,0.009752713798814847
1.15,42.11939894950541,12.71592564301502,5.011462055950665,52.23607376170975,0.004235762303550999,216.334782025833,0.42031345781907,0.18719097209647093,0.057713544251386494,0.0008293852498270518,0.002544238376282898,0.0,53.44584548763756,0.104659659851385,0.04669700096995506,0.8519740402320678,0.40607968461722993,35.90191911636397,0.06716269993725775,0.0009181836988118883,0.0,0.00016349037899701356,13.646985578581095,0.2522629364667347,0.050715786993753356,0.0101522094283982,0.4372951311930443,0.055878109613577864,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.355871451703957,1.1447472658155124,0.9163427146519456,0.42031345781907,0.18719097209647093,0.1794248772367763,0.008293852498270518,0.0002544238376282898,0.22638389759794644,0.104659659851385,0.04669700096995506,0.04432719591198229,0.7105418869184988,0.040607968461722994,2.18392510508636,0.08568910843792645,35.90191911636397,35.895672833792425,0.004448406223055913,0.0009181836988118883,13.646985578581095,13.482405924658833,0.2149214731823694,0.0001455898814675759,0.050715786993753356,0.005771354425138649,5.011462055950665,0.0009181836988118883,0.00016349037899701356,0.050715786993753356,0.0101522094283982
1.16,42.11585460963967,12.705742033784743,5.0034487342959535,52.224683826614,0.004255847450893283,216.32384148205776,0.4252704968601957,0.19134048646888246,0.05954753461308752,0.0008479151832643835,0.0026255168594919278,0.0,53.42377116290966,0.10587573015961868,0.047725697263149215,0.8735946460885612,0.4128028171941201,35.901855934631655,0.06719006238122575,0.000954002987155575,0.0,0.0001711773378975448,13.645320894315699,0.2522651501936208,0.05237677857839141,0.010564069470110628,0.44010163343459796,0.05635005256320147,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.351131842024657,1.1500010957920503,0.9206412693388581,0.4252704968601957,0.19134048646888246,0.18342426969471445,0.008479151832643835,0.00026255168594919277,0.22736342032077514,0.10587573015961868,0.047725697263149215,0.04529882671627303,0.7159692314582486,0.04128028171941201,2.219374825306896,0.0878796686831138,35.901855934631655,35.89546517076229,0.004587971352967503,0.000954002987155575,13.645320894315699,13.476955656321032,0.22037748460387388,0.00015021767762830356,0.05237677857839141,0.005954753461308752,5.0034487342959535,0.000954002987155575,0.0001711773378975448,0.05237677857839141,0.010564069470110628
1.17,42.112275757570835,12.695478335432384,4.9954158630562855,52.21324355759257,0.004275690924498594,216.31281984403606,0.43022071915380006,0.19553803042685416,0.06142140638320555,0.000866663878924415,0.002708577106060803,0.0,53.40138484560581,0.10708937133614962,0.04876596668720113,0.8955591097547541,0.4195733906211858,35.901791296953874,0.06721783329861668,0.0009908697475464504,0.0,0.00017914942236273076,13.643618112708333,0.2522672216922947,0.054075962953073944,0.0109885485323653,0.4428941381878261,0.05682175960033342,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.34635484535995,1.1551868964763794,0.9248867606598444,0.43022071915380006,0.19553803042685416,0.18747050750711045,0.00866663878924415,0.0002708577106060803,0.22832781654001355,0.10708937133614962,0.04876596668720113,0.0462810513302282,0.72137941798718,0.041957339062118584,2.2550441871962392,0.0901059759756797,35.901791296953874,35.89525384467206,0.004730589284718427,0.0009908697475464504,13.643618112708333,13.471418989521988,0.22592020847905664,0.0001549460754072464,0.054075962953073944,0.006142140638320555,4.9954158630562855,0.0009908697475464504,0.00017914942236273076,0.054075962953073944,0.0109885485323653
1.18,42.10866255114864,12.685134946990539,4.987363940589252,52.20175365457442,0.0042952943375997605,216.30171721263176,0.4351636662810501,0.19978352181328746,0.06333559927383288,0.0008856310865496064,0.002793439184835407,0.0,53.37868528206457,0.1083004574276326,0.04981777447946653,0.9178693739631417,0.4263911855763692,35.901725180644,0.0672460152366893,0.0010288041193460883,0.0,0.00018741431929928263,13.641876750777186,0.25226914776931514,0.055813825281415805,0.011425903532309054,0.4456727152654929,0.05729323084290028,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.341540668986074,1.160305098398953,0.9290795411565218,0.4351636662810501,0.19978352181328746,0.19156352483756875,0.008856310865496063,0.00027934391848354073,0.22927716464057163,0.1083004574276326,0.04981777447946653,0.04727382304494433,0.7267723647912705,0.04263911855763692,2.290931101302932,0.0923682754648647,35.901725180644,35.895038837921575,0.004876297252861172,0.0010288041193460883,13.641876750777186,13.465795445152915,0.23155012473323658,0.00015977617652268678,0.055813825281415805,0.006333559927383288,4.987363940589252,0.0010288041193460883,0.00018741431929928263,0.055813825281415805,0.011425903532309054
