CD4_T_cells_4_task1,CD8_T_cells_3_task1,Circulating_lymphocytes_5_task1,IL_2_6_task1,NK_cells_2_task1,Tumor_cells_1_task1,time_task1
976685.0882552514,583435.6441581803,60085503608.36446,507335.12564025447,9161.016641420456,107334.48945469761,2.9
1008367.52151253,516590.8524756852,60088399266.29219,522674.77381062845,10070.391087100039,84162.19759744506,3.0
1041058.5655259364,457220.42920139735,60091291451.51444,538181.1467990532,11021.952690635968,65454.326024923066,3.1
1074674.7849769357,404696.77482970554,60094180168.19597,553662.5259176089,12012.036782837738,50472.61065803169,3.2
1109100.0947788435,358384.2253808216,60097065420.49652,568852.8123988741,13036.582646996436,38586.008962002015,3.3
1144171.9066539572,317661.23076700175,60099947212.57087,583383.2105672711,14091.261589653066,29251.321550782664,3.4
1179663.5656086362,281934.4621519921,60102825548.56879,596748.544305768,15171.610397079625,21999.59274982765,3.5
1215263.21047862,250645.99675622483,60105700432.63507,608268.3110148943,16273.149024934393,16427.53061838391,3.6
1250550.8011508395,223277.68713077903,60108571868.90957,617049.0359650753,17391.451919786316,12191.786171166235,3.7
1284977.1186364263,199353.09869335103,60111439861.52715,621969.1755186812,18522.171839271654,9004.412453662464,3.8
1317854.4906215754,178438.15891890705,60114304414.61772,621697.2623675881,19661.07556628893,6628.173731590663,3.9
1348370.5694615615,160141.1153394135,60117165532.30623,614793.9418174471,20804.22580069017,4871.261789256673,4.0
1375641.160332555,144112.81025768787,60120023218.71269,599920.0464755631,21948.381925059348,3581.368440866502,4.1
1398809.7113479371,130047.57897155487,60122877477.95219,576155.6797201055,23091.379164817066,2639.5797936098643,4.2
1417183.3303802824,117683.06341694643,60125728314.13483,543359.9729555573,24232.102153937438,1954.4861815787751,4.3
1430367.8494762122,106795.88574730785,60128575731.36584,502433.6544956124,25370.081099550625,1456.847414770504,4.4
1438349.416119771,97193.83823392105,60131419733.74548,455317.83337242587,26505.090108724613,1094.9636644081804,4.5
1441484.7978706732,88708.99932149531,60134260325.36915,404673.37556568685,27636.94634411513,830.776984011674,4.6
1440405.102692169,81193.96970769195,60137097510.32726,353348.486816804,28765.46160740923,636.6512644134784,4.7
1435876.7105713568,74520.05754847758,60139931292.70539,303853.31807824585,29890.450806621015,492.7583089338292,4.8
1428672.0042932061,68575.82586330852,60142761676.584175,258027.34546016593,31011.746846325295,385.0020830850432,4.9
1419481.987511355,63265.42108014833,60145588666.03936,216950.56676688243,32129.208453900763,303.4141512458144,5.0
1408875.758559772,58506.720985377055,60148412265.141815,181039.90124146323,33242.72131069319,240.95136746845125,5.1
1397295.2321234858,54229.48064641658,60151232477.957535,150229.93852727854,34352.19554421683,192.62062582595829,5.2
1385069.4548024763,50373.60871084865,60154049308.54761,124158.61563156247,35457.561920549,154.8576839363463,5.3
1372436.164574175,46887.63421950661,60156862760.968285,102315.34211953022,36558.76799640251,125.09291792299481,5.4
1359563.498579501,43727.38029545384,60159672839.270935,84143.02639565022,37655.7747392162,101.45224953294775,5.5
1346568.5326283053,40854.83566126235,60162479547.50207,69099.28442003763,38748.55375584144,82.55176161081589,5.6
1333531.8584627777,38237.20157832956,60165282889.703354,56688.22794174492,39837.0850906691,67.35625416751245,5.7
1320508.445825301,35846.092363496304,60168082869.91158,46473.420243242625,40921.35550621152,55.0817305158821,5.8
1307535.4671336212,33656.86759756739,60170879492.158745,38080.09585550331,42001.35714586694,45.12757945006508,5.9
1294637.8572160809,31648.070693504626,60173672760.47197,31191.344912406665,43077.08648730061,37.02862243678766,6.0
1281832.166410782,29800.960878761827,60176462678.87358,25541.99365777045,44148.54352538459,30.421147745569925,6.1
1269129.2273263482,28099.120207556505,60179249251.381035,20911.72544393233,45215.731124737285,25.018350526882088,6.2
1256535.990565559,26528.12242902159,60182032482.00702,17118.200325448135,46278.654503904625,20.592351358790246,6.3
1244056.7622644135,25075.256982943167,60184812374.75938,14011.190263837056,47337.32082264021,16.961017097012807,6.4
1231694.066064375,23729.29233533908,60187588933.64114,11467.009311542954,48391.7388432352,13.977909421741936,6.5
1219449.2172352518,22480.278340913574,60190362162.65058,9384.079004233836,49441.9186573118,11.524782904256595,6.6
1207322.7178774953,21319.37685085302,60193132065.781136,7679.011255382949,50487.87145905709,9.505768227714059,6.7
1195314.5231072123,20238.717891898126,60195898647.02147,6283.411675741103,51529.60935811046,7.8428842449056715,6.8
1183424.2209862373,19231.277332816757,60198661910.35545,5141.223421806322,52567.1452244493,6.4725398856848635,6.9
1171651.156654274,18290.770293565776,60201421859.762184,4206.493305074876,53600.49255686203,5.342729967857028,7.0
1159994.512859787,17411.562210233784,60204178499.216,3441.592359337799,54629.665375966535,4.4108806389538024,7.1
1148453.3672622798,16588.589958406526,60206931832.68646,2815.6976288968494,55654.678131143715,3.642062865502569,7.2
1137026.7298962078,15817.294777223025,60209681864.13837,2303.571933180938,56675.54562400806,3.0075907443116225,7.3
1125713.5688218214,15093.56379929644,60212428597.531746,1884.5524180484595,57692.28294314218,2.48387834560226,7.4
1114512.8273318568,14413.679447239836,60215172036.82193,1541.7264039921592,58704.90540933738,2.0515183827361545,7.5
1103423.435716902,13774.274720830823,60217912185.959435,1261.2424318807334,59713.42852861164,1.6945217877723762,7.6
1092444.3188581802,13172.29532035813,60220649048.8901,1031.7741065524942,60717.86795392083,1.3997194157729038,7.7
1081574.401591292,12604.965509013588,60223382629.55501,844.0433000238654,61718.23945138263,1.156252990023973,7.8
1070812.6122008576,12069.758523771216,60226112931.8905,690.4645046441927,62714.55887245461,0.9551673295239566,7.9
1060157.8847454584,11564.37059319079,60228839959.828224,564.8242999019562,63706.842130288314,0.7890748819702266,8.0
1049609.1606048243,11086.697880663425,60231563717.29511,462.0429695294496,64695.10517966991,0.6518786521057199,8.1
1039165.3894770916,10634.816318531592,60234284208.21335,377.96225211586926,65679.36400024152,0.5385466172375027,8.2
1028825.530026564,10206.963646181077,60237001436.50045,309.18050196241217,66659.63458225233,0.44492465115114793,8.3
1018588.5502831244,9801.523490194451,60239715406.06924,252.91459935371327,67635.9329145658,0.3675827227914557,8.4
1008453.4278781164,9417.011281680261,60242426120.827805,206.88732159673464,68608.27497458637,0.3036884832109375,8.5
998419.1501704928,9052.061619423625,60245133584.67961,169.23586414050905,69576.67671976477,0.2509025617904679,8.6
988484.7142977199,8705.41715840269,60247837801.52338,138.43613409643487,70541.1540805164,0.20729306529193048,8.7
978649.127178869,8375.918567512992,60250538775.2532,113.24145791648931,71501.72295423756,0.17126430124822184,8.8
968911.405484067,8062.495583288443,60253236509.75845,92.63188271122603,72458.39920031079,0.14149817190915867,8.9
959270.5755820281,7764.15900407511,60255931008.923904,75.77303780453386,73411.1986359416,0.11690588895568238,9.0
949725.6734732657,7479.993490329229,60258622276.62962,61.982377090396504,74360.13703268272,0.09658801545098922,9.1
940275.7447139964,7209.151103051843,60261310316.75102,50.701542520282885,75305.23011354968,0.07980152245248602,9.2
930919.8443342224,6950.845493208511,60263995133.1589,41.473837487947094,76246.49355063666,0.06593262130267813,9.3
921657.0367516115,6704.3466216644665,60266676729.71938,33.92548463148723,77183.94296312833,0.05447409879995089,9.4
912486.3956841778,6468.97606865983,60269355110.29397,27.750972901677066,78117.5939157109,0.045007035922624734,9.5
903407.0040611802,6244.102730796312,60272030278.739525,22.70019101879727,79047.46191723306,0.037185293825200035,9.6
894417.953933831,6029.138952164889,60274702238.9083,18.568680208162096,79973.56241964492,0.03072291369514509,9.7
885518.3463859468,5823.537009970066,60277370994.64792,15.189100833633754,80895.91081713837,0.025383636263100768,9.8
876707.291445056,5626.785930691845,60280036549.801384,12.424612320799229,81814.52244546809,0.020972271515107284,9.9
867983.9079939248,5438.408592440362,60282698908.2071,10.16327054888874,82729.41258142088,0.01732755492833255,10.0
859347.3236827615,5257.959090342436,60285358073.69885,8.313501844446186,83640.59644241074,0.014316250004264999,10.1
850796.6748421595,5085.020337128156,60288014050.10585,6.800404304216061,84548.08918617971,0.0118282795621492,10.2
842331.1063967234,4919.201871478861,60290666841.2527,5.562693376442242,85451.90591058615,0.009772690429609945,10.3
833949.7717793848,4760.137856825289,60293316450.95942,4.5502551441810954,86352.06165346959,0.008074334096757533,10.4
825651.832847173,4607.485265141211,60295962883.04145,3.7220805084389514,87248.57139257583,0.00667112865371137,10.5
817436.4597971018,4460.9221991366685,60298606141.30965,3.0446426989749464,88141.45004553483,0.005511781371518727,10.6
809302.8310831331,4320.1463611599,60301246229.57031,2.490499326797751,89030.71246988181,0.004553911885500337,10.7
801250.1333340872,4184.873651735728,60303883151.62516,2.0372132314765614,89916.37346311519,0.003762506628045955,10.8
793277.5612721466,4054.8368789091646,60306516911.27137,1.6664277101220597,90798.44776278494,0.003108636005948051,10.9
785384.3176324468,3929.7845768394727,60309147512.30156,1.3631273985050782,91676.95004660588,0.002568399067676979,11.0
777569.6130831607,3809.4799148331604,60311774958.503784,1.1150299260878966,92551.89493259272,0.0021220480103613538,11.1
769832.6661467906,3693.699698170627,60314399253.66157,0.9120881537618307,93423.29697921166,0.0017532680196424872,11.2
762172.7031212588,3582.233435719161,60317020401.55391,0.7460825960056017,94291.17068554884,0.0014485757105110633,11.3
754588.9580034796,3474.882500499612,60319638405.955246,0.610290673548024,95155.53049148717,0.001196834433029137,11.4
747080.6724122143,3371.459336606352,60322253270.63551,0.49921441070955835,96016.3907778961,0.000988842158193331,11.5
739647.0955122743,3271.7867337157077,60324864999.36011,0.40835413658940944,96873.76586682831,0.0008169957606500433,11.6
732287.4839395134,3175.697156464117,60327473595.889915,0.33403107221275546,97727.67002172317,0.000675013740597377,11.7
725001.1017263638,3083.032121743966,60330079063.98134,0.2732352362043608,98578.11744761586,0.0005577060126253564,11.8
717787.2202284164,2993.6416244920542,60332681407.38623,0.22350465122581686,99425.12229135016,0.00046078470858416985,11.9
710645.1180513176,2907.3836023214576,60335280629.85198,0.18282534913176995,100268.6986417961,0.0003807069148119437,12.0
703574.0809790542,2824.123443346734,60337876735.12147,0.14955014994323945,101108.86053006812,0.0003145458750843586,12.1
696573.4019015329,2743.733519946077,60340469726.93308,0.12233101698989265,101945.62192974989,0.0002598823953942481,12.2
689642.3807450748,2666.0927700819398,60343059609.02072,0.10006598891421273,102778.9967571142,0.00021471865044111213,12.3
682780.3244017095,2591.0862953200644,60345646385.11383,0.08185339679022462,103608.99887134954,0.00017740370416909954,12.4
675986.5466600046,2518.6049924918766,60348230058.937355,0.06695554375085594,104435.64207478524,0.00014657352844881758,12.5
669260.3681364764,2448.545209875166,60350810634.21179,0.054769201354323886,105258.94011311753,0.00012110117487823259,12.6
662601.1162075988,2380.808426407587,60353388114.653175,0.044800843849000745,106078.90667563598,0.00010005552473247668,12.7
656008.1249426522,2315.3009532932583,60355962503.97307,0.0366467952299657,106895.55539544982,8.266730738286309e-05,12.8
649480.7350369851,2251.933654531712,60358533805.87861,0.029976837383154036,107708.89984971471,6.830091338387444e-05,12.9
643018.2937463591,2190.6216876411,60361102024.07245,0.024520896902947738,108518.95355985826,5.6431259946911465e-05,13.0
636620.1548209074,2131.284257410318,60363667162.25284,0.020057918058542516,109325.7299918085,4.662432538597342e-05,13.1
630285.6784415413,2073.844392667571,60366229224.11357,0.01640725371937609,110129.2425562159,3.852170115974398e-05,13.2
624014.2311553088,2018.2287308533387,60368788213.34402,0.013421030324339936,110929.50460868068,3.182719398337092e-05,13.3
617805.185812239,1964.3673196953835,60371344133.62913,0.010978317613640471,111726.52944997654,2.6296092318092407e-05,13.4
611657.9215025991,1912.1934306398302,60373896988.64941,0.008980192560019706,112520.33032627475,2.1726212374918366e-05,13.5
605571.8234948168,1861.6433841396622,60376446782.08099,0.007345738015524301,113310.92042936709,1.795050824238357e-05,13.6
599546.283174037,1812.6563858469071,60378993517.59558,0.006008764978911493,114098.31289688834,1.483096638026558e-05,13.7
593580.6979812173,1765.174372764924,60381537198.86046,0.004915129801363909,114882.52081253806,1.2253556294893432e-05,13.8
587674.471353013,1719.1418692727177,60384077829.53854,0.004020550027258284,115663.55720630097,1.0124073615674078e-05,13.9
581827.0126616117,1674.5058503256485,60386615413.288345,0.0032887806808606485,116441.43505466914,8.364656181406083e-06,14.0
576037.7371563637,1631.2156158309258,60389149953.76396,0.002690203126939564,117216.16728085869,6.911001640728798e-06,14.1
570306.0659048507,1589.2226697073947,60391681454.61516,0.002200567788460101,117987.7667550299,5.709970125046699e-06,14.2
564631.4257352245,1548.480607746033,60394209919.48728,0.001800051191736098,118756.24629450426,4.717661050209418e-06,14.3
559013.2491786545,1508.9450111142173,60396735352.021324,0.001472430076459489,119521.61866398207,3.897799661385157e-06,14.4
553450.9744128304,1470.573346950206,60399257755.85391,0.0012044380044504638,120283.89657575756,3.2204179566566073e-06,14.5
547944.0452056432,1433.32487401051,60401777134.6173,0.0009852222660635488,121043.09268993461,2.6607552456800283e-06,14.6
542491.9108596013,1397.1605540519606,60404293491.93941,0.0008059052252812692,121799.21961464084,2.1983539078413127e-06,14.7
537094.026156804,1362.04296825394,60406806831.44377,0.0006592258099325336,122552.28990624103,1.8163124552284292e-06,14.8
531749.8513042275,1327.93623798985,60409317156.74962,0.0005392421616135572,123302.31606955036,1.5006640009814945e-06,14.9
526458.8518798952,1294.805950614108,60411824471.47181,0.00044109692291442005,124049.31055804568,1.2398706190105551e-06,15.0
521220.4987794629,1262.619089107308,60414328779.22087,0.0003608141997127339,124793.28577407628,1.0243991918535138e-06,15.1
516034.26816325873,1231.3439655501377,60416830083.60302,0.00029514386184141897,125534.25406907414,8.463735323730356e-07,15.2
510899.64140387723,1200.9501582685239,60419328388.22014,0.00024142573001855773,126272.22774376321,6.99286023137892e-07,15.3
505816.1050343645,1171.4084524846323,60421823696.66977,0.00019748462713650117,127007.21904836757,5.777601232070708e-07,15.4
500783.1506968467,1142.690784076762,60424316012.54517,0.00016154109744106327,127739.24018281902,4.773536240994843e-07,15.5
495800.27509172197,1114.7701864148207,60426805339.435265,0.00013213953082110585,128468.30329696364,3.9439634774783323e-07,15.6
490866.9799273059,1087.6207399706373,60429291680.92469,0.00010808931013109431,129194.42049076773,3.258559590199733e-07,15.7
485982.7718700373,1061.2175246354818,60431775040.59377,8.841636546206033e-05,129917.60381452252,2.692270472617707e-07,15.8
481147.1624948965,1035.536574292853,60434255422.01856,7.232404692621847e-05,130637.86526904943,2.2243932683444158e-07,15.9
476359.6682369555,1010.5548343346204,60436732828.770805,5.916056410960334e-05,131355.2168059018,1.8378260650101723e-07,16.0
471619.81034280604,986.2501208124871,60439207264.41796,4.8392997222574896e-05,132069.67032756802,1.5184386457141632e-07,16.1
466927.1148226852,962.6010818854013,60441678732.52323,3.9585144965643196e-05,132781.23768767342,1.2545558711832094e-07,16.2
462281.11240314785,939.5871612897915,60444147236.64551,3.2380384590679824e-05,133489.93069118052,1.0365320796446086e-07,16.3
457681.33848004724,917.1885635247792,60446612780.33945,2.6486935258180787e-05,134195.7610945897,8.563974911115386e-08,16.4
453127.3330722003,895.3862209479482,60449075367.15544,2.1666134236428406e-05,134898.74060613752,7.075677509986438e-08,16.5
448618.64077525993,874.1617623346485,60451535000.6396,1.7722753789944025e-05,135598.8808859958,5.846025125272236e-08,16.6
444154.81071641616,853.4974832380243,60453991684.33382,1.4497113200104982e-05,136296.19354646793,4.830075169624089e-08,16.7
439735.3965086861,833.3763172573553,60456445421.7757,1.1858527354697726e-05,136990.6901521886,3.990678450914613e-08,16.8
435359.9562070513,813.7818096025251,60458896216.49864,9.700220971497204e-06,137682.3822203159,3.297157326010354e-08,16.9
431028.05226384004,794.6980911781762,60461344072.03178,7.934717634419738e-06,138371.28122072882,2.724160637166514e-08,17.0
426739.2514850457,776.1098542215384,60463788991.90003,6.490552965645062e-06,139057.3985762206,2.2507416166208055e-08,17.1
422493.1249870173,758.0023290964748,60466230979.62408,5.309228838697164e-06,139740.7456626927,1.8595959621182742e-08,17.2
418289.2481535666,740.3612621545475,60468670038.72038,4.34291356783592e-06,140421.33380934727,1.5364256979142218e-08,17.3
414127.20059350575,723.1728946556855,60471106172.701195,3.5524805599676256e-06,141099.1742988791,1.269417436216879e-08,17.4
410006.56609860936,706.4239426859765,60473539385.07454,2.905903575774429e-06,141774.2783676669,1.0488111728902255e-08,17.5
405926.9326019967,690.1015780115769,60475969679.34426,2.3770117523938997e-06,142446.6572059633,8.66543117534009e-09,17.6
401887.89213691844,674.1934098054699,60478397059.009964,1.9443793933345844e-06,143116.32195808468,7.159506306042809e-09,17.7
397889.04079596244,658.6874672346879,60480821527.56708,1.5904908821380933e-06,143783.28372259994,5.915290230943966e-09,17.8
393929.97869066126,643.5721828334955,60483243088.50684,1.3010121073711757e-06,144447.5535525185,4.887300237766731e-09,17.9
390010.3099115066,628.8363766476597,60485661745.31631,1.0642199171625673e-06,145109.14245547753,4.037960711739792e-09,18.0
386129.64248835616,614.4692410810673,60488077501.47834,8.705263229518788e-07,145768.06139392816,3.3362255845072273e-09,18.1
382287.58835123014,600.4603264207751,60490490360.47163,7.120857963450333e-07,146424.32128532155,2.7564410339260782e-09,18.2
378483.7632915129,586.7995270328189,60492900325.77069,5.824821233273187e-07,147077.9330022936,2.2774139093124245e-09,18.3
374717.7869235286,573.4770681500844,60495307400.84587,4.764671713616351e-07,147728.9073728492,1.881634354259139e-09,18.4
370989.28264650336,560.4834932517831,60497711589.16336,3.8974759240103887e-07,148377.2551805457,1.5546354797470654e-09,18.5
367297.8776069002,547.8096519863591,60500112894.185196,3.188112968094259e-07,149022.98716467535,1.2844636170303636e-09,18.6
363643.20266114123,535.4466886414482,60502511319.369255,2.6078591850055413e-07,149666.11402044742,1.0612437020487476e-09,18.7
360024.89233868435,523.386031089329,60504906868.169266,2.1332142452485019e-07,150306.64639916935,8.76815833225846e-10,18.8
356442.58480548376,511.61938023108195,60507299544.03482,1.7449574426348111e-07,150944.594908427,7.244387613794713e-10,18.9
352895.92182780243,500.1386998789693,60509689350.41138,1.4273668026791053e-07,151579.9701122646,5.9854279562468e-10,19.0
349384.5487363891,488.9362070736307,60512076290.74025,1.167581063514374e-07,152212.7825313634,4.945260839044069e-10,19.1
345908.11439100216,478.00436280212784,60514460368.45864,9.550765190159534e-08,152843.04264322005,4.085855950589911e-10,19.2
342466.27114531165,467.3358631351224,60516841586.999626,7.812481287271964e-08,153470.760882324,3.3758008267769447e-10,19.3
339058.6748121294,456.92363071023743,60519219949.792145,6.390575859907378e-08,154095.94764033429,2.7891440017127253e-10,19.4
335684.9846289848,446.7608065705668,60521595460.26105,5.227475488106719e-08,154718.61326625553,2.3044420938317806e-10,19.5
332344.8632240414,436.84074233955164,60523968121.82708,4.2760685925078553e-08,155338.7680666132,1.9039735252366264e-10,19.6
329037.9765823751,427.15699274054236,60526337937.90686,3.4978175051779644e-08,155956.4223056281,1.5730986115922479e-10,19.7
325763.994012566,417.70330840128986,60528704911.91293,2.8612063215490438e-08,156571.58620539057,1.2997232877046897e-10,19.8
322522.5881136358,408.47362896181784,60531069047.25374,2.340464576091687e-08,157184.26994603302,1.073857338488274e-10,19.9
319313.4347423002,399.4620764498895,60533430347.33363,1.9145052968287914e-08,157794.48366590298,8.872454019420121e-11,20.0
316136.2129805395,390.6629489170337,60535788815.55289,1.566071506459053e-08,158402.23746173442,7.330634149935954e-11,20.1
312990.6051035214,382.07071435453736,60538144455.30769,1.281049825734788e-08,159007.5413888189,6.056738126373335e-11,20.2
309876.296547836,373.68000484574833,60540497269.99017,1.047900438545098e-08,159610.40546117592,5.00420994320023e-11,20.3
306792.9758800362,365.48561093910257,60542847262.988396,8.571846914661682e-09,160210.83965172237,4.1345904329804386e-11,20.4
303740.3347655093,357.48247625721444,60545194437.68633,7.011859831210571e-09,160808.85389244152,3.4161162215612614e-11,20.5
300718.0679376011,349.66569227641406,60547538797.46391,5.735869046016497e-09,161404.45807455125,2.822521709683877e-11,20.6
297725.8731670968,342.0304933453647,60549880345.69703,4.692117766241481e-09,161997.66204867166,2.3320871784803932e-11,20.7
294763.45123201166,334.572251901026,60552219085.75751,3.8382918302121645e-09,162588.47562499187,1.9268695629653305e-11,20.8
291830.5058876782,327.28647386538427,60554555021.01314,3.1398008061115823e-09,163176.90857343597,1.5920545292150586e-11,20.9
288926.7438371273,320.16879421616784,60556888154.82766,2.568402792018115e-09,163762.97062382867,1.3154149235006336e-11,21.0
286051.87470173754,313.2149727090264,60559218490.56078,2.1009983316891945e-09,164346.67146606004,1.086848122309372e-11,21.1
283205.6109922855,306.42088982361804,60561546031.56821,1.7187226269927549e-09,164928.02075024947,8.980234770484471e-12,21.2
280387.6680799727,299.78254269257235,60563870781.20158,1.4060143030070934e-09,165507.0280869095,7.420163141415031e-12,21.3
277597.76416820707,293.2960414373768,60566192742.80853,1.1502431626101874e-09,166083.70304710825,6.131317495834582e-12,21.4
274835.62026424386,286.9576054110408,60568511919.732704,9.410111222136038e-10,166658.05516263167,5.066409952900061e-12,21.5
272100.9601512499,280.7635596693791,60570828315.31371,7.698120692111087e-10,167230.0939261452,4.186315859049635e-12,21.6
269393.5103609948,274.7103317360681,60573141932.88715,6.297520080990442e-10,167799.82879135374,3.459051983159341e-12,21.7
266713.000146338,268.79444824220565,60575452775.78465,5.151880829025536e-10,168367.26917316217,2.8581631181871755e-12,21.8
264059.1614538823,263.012531664283,60577760847.33381,4.214563493932796e-10,168932.42444783542,2.3616367077470256e-12,21.9
261431.7288976342,257.36129749907406,60580066150.85826,3.4478494124609585e-10,169495.3039531563,1.951406490868876e-12,22.0
258830.439732566,251.83755137438806,60582368689.677635,2.821434831374274e-10,170055.91698858305,1.61276562964682e-12,22.1
256255.0338270658,246.43818569545076,60584668467.10759,2.3091100675338693e-10,170614.27281541016,1.332948898455796e-12,22.2
253705.25363896028,241.16017778295625,60586965486.45981,1.8905750628432298e-10,171170.38065692034,1.1019942458088421e-12,22.3
251180.84418738887,236.00058627485112,60589259751.042,1.5477702881585434e-10,171724.2496985462,9.110145894790841e-13,22.4
248681.55302978575,230.95654961491593,60591551264.1579,1.267463399544076e-10,172275.88908802002,7.532437148637204e-13,22.5
246207.1302344875,226.0252827505335,60593840029.107285,1.0377216580026635e-10,172825.30793553372,6.227074952668e-13,22.6
243757.32835737165,221.20407543467505,60596126049.18599,8.493440519808825e-11,173372.5153138893,5.14766450339965e-13,22.7
241331.90241622514,216.49028959159216,60598409327.68587,6.949050476327361e-11,173917.5202586546,4.2549324388905953e-13,22.8
238930.60986620278,211.88135715073366,60600689867.89485,5.685952326512956e-11,174460.3317683163,3.5166766315065815e-13,22.9
236553.2105766212,207.37477824990788,60602967673.096924,4.652645799513008e-11,175000.9588044299,2.9069033736916995e-13,23.0
234199.46680536782,202.96811869118824,60605242746.57211,3.80690230129358e-11,175539.41029177516,2.4032595136166766e-13,23.1
231869.14318009914,198.65900951022826,60607515091.59653,3.128467812788734e-11,176075.69511849468,1.9914792724908162e-13,23.2
229562.00666373962,194.44514170406256,60609784711.44235,2.5773637246130794e-11,176609.82213627265,1.6529468302202501e-13,23.3
227277.82653702502,190.32426620294592,60612051609.37783,2.116900819531274e-11,177141.80016046966,1.3706760331103637e-13,23.4
225016.37438984803,186.2941963950282,60614315788.6673,1.7550868597621537e-11,177671.63797023444,1.1434507646156574e-13,23.5
222777.42407092845,182.35279821843585,60616577252.57118,1.4641016896290705e-11,178199.34430872402,9.582838422520933e-14,23.6
220560.75167630424,178.4979918483097,60618836004.34598,1.2147478804397812e-11,178724.927883223,8.018246883017691e-14,23.7
218366.13554163222,174.72775428213794,60621092047.2443,1.0052442793760013e-11,179248.39736525246,6.710975727751944e-14,23.8
216193.35620974135,171.0401148842982,60623345384.51485,8.415365451477115e-12,179769.76139074375,5.659894220801716e-14,23.9
214042.19638992334,167.43314861031445,60625596019.40242,7.035571636518139e-12,180289.02856023415,4.762110239144207e-14,24.0
211912.44096170424,163.90498166554488,60627843955.14794,5.84774774179548e-12,180806.20743894533,3.975107838656752e-14,24.1
209803.87696322866,160.45379255980419,60630089194.98843,4.881258452334434e-12,181321.3065569014,3.331503297474982e-14,24.2
207716.29352460252,157.07779901739912,60632331742.157036,4.062256727984636e-12,181834.3344091952,2.7814065334065084e-14,24.3
205649.48187908577,153.7752650817577,60634571599.88303,3.3550273139043767e-12,182345.2994560456,2.3077606184557066e-14,24.4
203603.23536207952,150.54450410540835,60636808771.39181,2.770395400700675e-12,182854.2101228857,1.9101289599390674e-14,24.5
201577.3493370128,147.38386539217305,60639043259.90489,2.2754377118844493e-12,183361.07480065228,1.5768215715603484e-14,24.6
199571.62120877582,144.29174073970478,60641275068.639946,1.8484647445726526e-12,183865.90184583495,1.3011124786918527e-14,24.7
