T,X,Y
784.0,-0.69005966,-2.970691
785.0,-0.66793239,-2.8335145
786.0,-0.64435428,-2.6935732
787.0,-0.61880374,-2.5505667
788.0,-0.59152371,-2.4041703
789.0,-0.56224221,-2.2543182
790.0,-0.53032833,-2.1007249
791.0,-0.49519104,-1.9431092
792.0,-0.4563852,-1.7813952
793.0,-0.41169143,-1.6153412
794.0,-0.35972491,-1.4444677
795.0,-0.29806012,-1.2687935
796.0,-0.21912731,-1.0885267
797.0,-0.1083483,-0.90491289
798.0,0.090864651,-0.72556543
799.0,1.0020225,-0.67136139
800.0,3.1874895,-4.7559772
801.0,2.4204509,-8.4493103
802.0,-1.2121974,-8.8086348
803.0,-1.2724934,-8.7203894
804.0,-1.2664287,-8.6386662
805.0,-1.2604043,-8.5566473
806.0,-1.2542139,-8.4737835
807.0,-1.2480235,-8.3909187
808.0,-1.2418331,-8.3080549
809.0,-1.2356427,-8.2251902
810.0,-1.2293935,-8.1420746
811.0,-1.2228845,-8.0578499
812.0,-1.2163755,-7.9736242
813.0,-1.2098664,-7.8893991
814.0,-1.2033575,-7.8051739
815.0,-1.1967688,-7.7205482
816.0,-1.1899153,-7.6345892
817.0,-1.1830618,-7.5486307
818.0,-1.1762084,-7.4626718
819.0,-1.169355,-7.3767128
820.0,-1.1623702,-7.2901325
821.0,-1.1550442,-7.2019353
822.0,-1.1477181,-7.1137381
823.0,-1.1403921,-7.0255408
824.0,-1.1330661,-6.9373436
825.0,-1.1255617,-6.8488088
826.0,-1.117686,-6.7595701
827.0,-1.1097926,-6.6697464
828.0,-1.1018851,-6.5794578
829.0,-1.0938351,-6.488306
830.0,-1.0857412,-6.3968973
831.0,-1.077394,-6.3043365
832.0,-1.0689739,-6.2114472
833.0,-1.0603427,-6.1176071
834.0,-1.0515702,-6.0231447
835.0,-1.0425577,-5.9276252
836.0,-1.0334207,-5.8315568
837.0,-1.0241588,-5.7349386
838.0,-1.014726,-5.6375504
839.0,-1.005046,-5.5390306
840.0,-0.99518353,-5.4396863
841.0,-0.9851386,-5.3395181
842.0,-0.97487605,-5.2384191
843.0,-0.96426576,-5.135994
844.0,-0.95340127,-5.032527
845.0,-0.94228244,-4.9280176
846.0,-0.93089479,-4.8224211
847.0,-0.91906953,-4.7152143
848.0,-0.90691549,-4.6067348
849.0,-0.89443272,-4.4969821
850.0,-0.8816213,-4.3859568
851.0,-0.86825967,-4.2730103
852.0,-0.85447121,-4.1585035
853.0,-0.84026349,-4.0424581
854.0,-0.82563639,-3.9248748
855.0,-0.81009561,-3.8049781
856.0,-0.79381204,-3.6830363
857.0,-0.77686822,-3.5591784
858.0,-0.75926405,-3.4334044
859.0,-0.74072731,-3.3049817
860.0,-0.72127289,-3.1739504
861.0,-0.7009958,-3.040566
862.0,-0.679896,-2.9048285
863.0,-0.65722805,-2.7664568
864.0,-0.63218188,-2.6251428
865.0,-0.60583466,-2.4804933
866.0,-0.57772893,-2.3324852
867.0,-0.54733515,-2.180871
868.0,-0.51393944,-2.0253499
869.0,-0.47717562,-1.8657998
870.0,-0.43594265,-1.7018565
871.0,-0.38817981,-1.5335854
872.0,-0.33177158,-1.3605202
873.0,-0.2630333,-1.1825683
874.0,-0.17208123,-1.0003561
875.0,-0.031775229,-0.81688911
876.0,0.29826584,-0.65400791
877.0,3.2323394,-1.8765503
878.0,2.879859,-6.8602257
879.0,1.5058483,-9.1159544
880.0,-1.2773874,-8.7890072
881.0,-1.2716399,-8.7073965
882.0,-1.2654767,-8.6257172
883.0,-1.2594718,-8.5438633
884.0,-1.2534162,-8.4618406
885.0,-1.2472339,-8.3791618
886.0,-1.2409765,-8.2961092
887.0,-1.2347192,-8.2130566
888.0,-1.2284617,-8.1300039
889.0,-1.2220623,-8.0463419
890.0,-1.2155405,-7.9621544
891.0,-1.2090187,-7.8779674
892.0,-1.2024969,-7.7937799
893.0,-1.1958399,-7.7089229
894.0,-1.1890386,-7.6233511
895.0,-1.1822373,-7.5377793
896.0,-1.175436,-7.4522071
897.0,-1.1684748,-7.3658977
898.0,-1.1613017,-7.2786102
899.0,-1.1541287,-7.1913228
900.0,-1.1469556,-7.1040354
901.0,-1.1396203,-7.0159645
902.0,-1.1320167,-6.9265966
903.0,-1.1244131,-6.8372293
904.0,-1.1168096,-6.7478614
905.0,-1.109043,-6.6576891
906.0,-1.1009356,-6.565835
907.0,-1.0928283,-6.4739804
908.0,-1.0847208,-6.3821263
909.0,-1.076438,-6.2899365
910.0,-1.067681,-6.1968403
911.0,-1.0589021,-6.102932
912.0,-1.0501062,-6.0085478
913.0,-1.0411191,-5.9129162
914.0,-1.0320069,-5.8167248
915.0,-1.0227125,-5.7197204
916.0,-1.0131441,-5.6215515
917.0,-1.0034516,-5.5228691
918.0,-0.99340791,-5.4227905
919.0,-0.98319292,-5.322031
920.0,-0.97280657,-5.2205906
921.0,-0.96213681,-5.1179237
922.0,-0.95121056,-5.0141616
923.0,-0.94004703,-4.9093976
924.0,-0.92857397,-4.8034272
925.0,-0.91672158,-4.6960526
926.0,-0.90455085,-4.5874462
927.0,-0.89204431,-4.4775615
928.0,-0.87904137,-4.3659687
929.0,-0.86563486,-4.2529159
930.0,-0.85182464,-4.1384034
931.0,-0.83745331,-4.0220284
932.0,-0.82254273,-3.9038472
933.0,-0.80712891,-3.783952
934.0,-0.79107893,-3.6621184
935.0,-0.77418834,-3.5380013
936.0,-0.75655508,-3.4117661
937.0,-0.73814946,-3.2833624
938.0,-0.71894175,-3.1527402
939.0,-0.69867826,-3.0197084
940.0,-0.67678016,-2.8838701
941.0,-0.65325856,-2.7452011
942.0,-0.62810934,-2.6034923
943.0,-0.60146827,-2.4585021
944.0,-0.5731163,-2.3100722
945.0,-0.54252291,-2.1580074
946.0,-0.50877947,-2.0021069
947.0,-0.47126317,-1.8421073
948.0,-0.42916849,-1.6777374
949.0,-0.3806425,-1.5087873
950.0,-0.32306579,-1.3350451
951.0,-0.25186333,-1.1564896
952.0,-0.15568906,-0.97387934
953.0,-0.0029946279,-0.79095531
954.0,0.40610018,-0.64020956
955.0,3.33968,-2.7206573
956.0,2.7699621,-7.3871608
957.0,0.73956853,-9.0540695
958.0,-1.2746576,-8.751338
959.0,-1.2686847,-8.6696262
960.0,-1.262671,-8.5876083
961.0,-1.256511,-8.5048723
962.0,-1.2503511,-8.4221354
963.0,-1.2441911,-8.3393993
964.0,-1.238031,-8.2566624
965.0,-1.2317603,-8.17346
966.0,-1.2252944,-8.0894365
967.0,-1.2188286,-8.0054131
968.0,-1.2123628,-7.9213891
969.0,-1.205897,-7.8373656
970.0,-1.1992649,-7.7525182
971.0,-1.1924677,-7.666851
972.0,-1.1856704,-7.5811839
973.0,-1.1788732,-7.4955168
974.0,-1.1720759,-7.4098496
975.0,-1.1649905,-7.3228254
976.0,-1.1577432,-7.2350392
977.0,-1.150496,-7.1472526
978.0,-1.1432488,-7.0594664
979.0,-1.1360016,-6.9716797
980.0,-1.1283606,-6.8830447
981.0,-1.1206081,-6.7941694
982.0,-1.1127939,-6.7043581
983.0,-1.1049682,-6.6143713
984.0,-1.0969509,-6.5233202
985.0,-1.0889133,-6.4321566
986.0,-1.0806042,-6.3397532
987.0,-1.0722767,-6.2472653
988.0,-1.0636524,-6.15342
989.0,-1.0550022,-6.0594625
990.0,-1.0460304,-5.9641056
991.0,-1.0369316,-5.868197
992.0,-1.0277061,-5.7717357
993.0,-1.0183537,-5.6747227
994.0,-1.0087572,-5.5765853
995.0,-0.9989534,-5.4775028
996.0,-0.98896533,-5.3775883
997.0,-0.97879303,-5.2768416
998.0,-0.96834624,-5.1749859
999.0,-0.95757335,-5.0718632
1000.0,-0.94654268,-4.9676824
