AK1,AK2,AKHSDHI,AKHSDHII,ASA,ASADH,AdoMet,Asp,AspP,CGS,Cys,Cysta,DHDPS1,DHDPS2,Gly,HSK,Hser,Ile,IleTRNA,LKR,Lys,LysTRNA,PHser,Phosphate,Sacc,TD,THA,TS1,Thr,ThrTRNA,Val,Time
0.25,0.25,0.63,0.63,0.09816813126583988,11.6,20.0,1500.0,0.20399002455905196,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.0034266026407455724,1.8154293583784798e-12,0.0,0.0,0.012010842620851888,0.0,7.466412129478041e-05,10000.0,0.0,0.36,0.0,7.4,2.3426213519497737e-08,0.0,100.0,0.1
0.25,0.25,0.63,0.63,0.11291710563371127,11.6,20.0,1500.0,0.21587013739540195,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.004379369222935205,3.139703196847539e-12,0.0,0.0,0.01538522270941305,0.0,0.00010577817659158396,10000.0,0.0,0.36,0.0,7.4,3.669602616169786e-08,0.0,100.0,0.11
0.25,0.25,0.63,0.63,0.12784897181395827,11.6,20.0,1500.0,0.22685620374869025,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.0054624521526885576,5.167520197018994e-12,0.0,0.0,0.019234154807652795,0.0,0.00014502437141029182,10000.0,0.0,0.36,0.0,7.4,5.516361046610995e-08,0.0,100.0,0.12
0.25,0.25,0.63,0.63,0.14286662052718177,11.6,20.0,1500.0,0.2370468970626504,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.006676049210186224,8.158754436529943e-12,0.0,0.0,0.023561809893633955,0.0,0.00019344314039081427,10000.0,0.0,0.36,0.0,7.4,8.011031502206746e-08,0.0,100.0,0.13
0.25,0.25,0.63,0.63,0.15788862357404385,11.6,20.0,1500.0,0.24652810849651485,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.008019529690215027,1.24338589203933e-11,0.0,0.0,0.0283695065397473,0.0,0.0002520724241756639,10000.0,0.0,0.36,0.0,7.4,1.1297139003650574e-07,0.0,100.0,0.14
0.25,0.25,0.63,0.63,0.17284699628969818,11.6,20.0,1500.0,0.2553746837068806,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.009491576529407256,1.838069921209037e-11,0.0,0.0,0.03365617799074558,0.0,0.0003219415489937233,10000.0,0.0,0.36,0.0,7.4,1.553351642292772e-07,0.0,100.0,0.15
0.25,0.25,0.63,0.63,0.1876852793837063,11.6,20.0,1500.0,0.26365191459587894,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.011090307365313086,2.646133937930877e-11,0.0,0.0,0.0394187705991503,0.0,0.00040406619963509114,10000.0,0.0,0.36,0.0,7.4,2.0894136203681659e-07,0.0,100.0,0.16
0.25,0.25,0.63,0.63,0.20235688482839387,11.6,20.0,1500.0,0.27141682835539416,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.0128133782085869,3.721873374148759e-11,0.0,0.0,0.04565258559338015,0.0,0.0004994442887173018,10000.0,0.0,0.36,0.0,7.4,2.7567875184788407e-07,0.0,100.0,0.17
0.25,0.25,0.63,0.63,0.2168236706501605,11.6,20.0,1500.0,0.2787193007007567,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.014658072064167527,5.128329865507193e-11,0.0,0.0,0.05235157177959276,0.0,0.0006090525975136294,10000.0,0.0,0.36,0.0,7.4,3.5758224393917143e-07,0.0,100.0,0.18
0.25,0.25,0.63,0.63,0.2310547163879603,11.6,20.0,1500.0,0.2856030149047725,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.01662137437704678,6.937934573779143e-11,0.0,0.0,0.05950857528106637,0.0,0.0007338440882689554,10000.0,0.0,0.36,0.0,7.4,4.5682953211119414e-07,0.0,100.0,0.19
0.25,0.25,0.63,0.63,0.24502525862081137,11.6,20.0,1500.0,0.2921062976941038,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.01870003800196683,9.233134495906513e-11,0.0,0.0,0.06711555509767597,0.0,0.0008747457436809631,10000.0,0.0,0.36,0.0,7.4,5.757374172960846e-07,0.0,100.0,0.2
0.25,0.25,0.63,0.63,0.2587157936032866,11.6,20.0,1500.0,0.2982628266512282,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.020890637222771166,1.2107003555926198e-10,0.0,0.0,0.07516376294596494,0.0,0.0010326569594101458,10000.0,0.0,0.36,0.0,7.4,7.167577811613339e-07,0.0,100.0,0.21
0.25,0.25,0.63,0.63,0.2721112893760193,11.6,20.0,1500.0,0.3041022531975704,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.023189614657765246,1.5663833128042794e-10,0.0,0.0,0.08364389985898098,0.0,0.001208448284162199,10000.0,0.0,0.36,0.0,7.4,8.824734115225338e-07,0.0,100.0,0.22
0.25,0.25,0.63,0.63,0.28520051778171784,11.6,20.0,1500.0,0.30965073322977965,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.02559332034644457,2.00197050565503e-10,0.0,0.0,0.09254624725867548,0.0,0.0014029605458711163,10000.0,0.0,0.36,0.0,7.4,1.0755936295037699e-06,0.0,100.0,0.23
0.25,0.25,0.63,0.63,0.2979754716023745,11.6,20.0,1500.0,0.3149313919958791,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.028098045336027996,2.5303043313911657e-10,0.0,0.0,0.10186078004098129,0.0,0.0016170042397126087,10000.0,0.0,0.36,0.0,7.4,1.2989498442336042e-06,0.0,100.0,0.24
0.25,0.25,0.63,0.63,0.3104308691929062,11.6,20.0,1500.0,0.3199647214338201,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.030700049601494955,3.165514618961926e-10,0.0,0.0,0.11157726113638108,0.0,0.0018513591874491058,10000.0,0.0,0.36,0.0,7.4,1.555491015963443e-06,0.0,100.0,0.25
0.25,0.25,0.63,0.63,0.32256372100978525,11.6,20.0,1500.0,0.32476892958378845,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.03339558599595277,3.923069809145917e-10,0.0,0.0,0.12168532306837591,0.0,0.0021067743781723785,10000.0,0.0,0.36,0.0,7.4,1.8482791074877168e-06,0.0,100.0,0.26
0.25,0.25,0.63,0.63,0.33437297894304663,11.6,20.0,1500.0,0.32936022604609666,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.03618091884827749,4.819826117348529e-10,0.0,0.0,0.13217453200683849,0.0,0.0023839680635138073,10000.0,0.0,0.36,0.0,7.4,2.180484462032666e-06,0.0,100.0,0.27
0.25,0.25,0.63,0.63,0.34585920465392755,11.6,20.0,1500.0,0.3337530923886834,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.03905234142986482,5.874074584522558e-10,0.0,0.0,0.1430344480593767,0.0,0.002683627883952228,10000.0,0.0,0.36,0.0,7.4,2.5553812977765437e-06,0.0,100.0,0.28
0.25,0.25,0.63,0.63,0.357024313889934,11.6,20.0,1500.0,0.33796049381699134,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.042006188524949035,7.105586033786125e-10,0.0,0.0,0.154254669538953,0.0,0.0030064112241708738,10000.0,0.0,0.36,0.0,7.4,2.9763431554564556e-06,0.0,100.0,0.29
0.25,0.25,0.63,0.63,0.367871333806431,11.6,20.0,1500.0,0.3419940804725128,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.04503884824638495,8.535654263556661e-10,0.0,0.0,0.16582487470656615,0.0,0.0033529455841000266,10000.0,0.0,0.36,0.0,7.4,3.446838452123045e-06,0.0,100.0,0.3
0.25,0.25,0.63,0.63,0.37840420677194475,11.6,20.0,1500.0,0.3458643525447128,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.048146770923082,1.0187136850796127e-09,0.0,0.0,0.1777348538837216,0.0,0.003723829070682513,10000.0,0.0,0.36,0.0,7.4,3.970426097939433e-06,0.0,100.0,0.31
0.25,0.25,0.63,0.63,0.38862765183975123,11.6,20.0,1500.0,0.34958078081790933,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.05132647426505421,1.2084494432059487e-09,0.0,0.0,0.18997452939092765,0.0,0.0041196310659392344,10000.0,0.0,0.36,0.0,7.4,4.550751069395601e-06,0.0,100.0,0.32
0.25,0.25,0.63,0.63,0.39854697254705657,11.6,20.0,1500.0,0.353151967692064,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.054574552263789676,1.4253826944342502e-09,0.0,0.0,0.20253398751171303,0.0,0.004540892653273557,10000.0,0.0,0.36,0.0,7.4,5.191540391392384e-06,0.0,100.0,0.33
0.25,0.25,0.63,0.63,0.40816793693229503,11.6,20.0,1500.0,0.3565857533391086,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.057887679176334396,1.6722912161325688e-09,0.0,0.0,0.21540349455650945,0.0,0.004988127337312219,10000.0,0.0,0.36,0.0,7.4,5.8965987183336795e-06,0.0,100.0,0.34
0.25,0.25,0.63,0.63,0.4174967197431262,11.6,20.0,1500.0,0.35988927177495017,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.06126261004371231,1.9521233632450897e-09,0.0,0.0,0.22857350119748668,0.0,0.0054618217948598675,10000.0,0.0,0.36,0.0,7.4,6.669804613327025e-06,0.0,100.0,0.35
0.25,0.25,0.63,0.63,0.42653975030222696,11.6,20.0,1500.0,0.3630690815709127,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.06469618682885761,2.268001877243144e-09,0.0,0.0,0.24203466552160507,0.0,0.0059624364740858,10000.0,0.0,0.36,0.0,7.4,7.515106260379089e-06,0.0,100.0,0.36
0.25,0.25,0.63,0.63,0.4353037038801996,11.6,20.0,1500.0,0.36613118320229654,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.06818533596189193,2.6232262304220956e-09,0.0,0.0,0.2557778474906864,0.0,0.006490406436754511,10000.0,0.0,0.36,0.0,7.4,8.43651797800424e-06,0.0,100.0,0.37
0.25,0.25,0.63,0.63,0.443795386518693,11.6,20.0,1500.0,0.36908112052244196,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.07172707227636188,3.0212760380694674e-09,0.0,0.0,0.2697941246606447,0.0,0.007046142016960852,10000.0,0.0,0.36,0.0,7.4,9.438116152971378e-06,0.0,100.0,0.38
0.25,0.25,0.63,0.63,0.45202170759037497,11.6,20.0,1500.0,0.3719240120884364,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.07531849792288987,3.465813205620355e-09,0.0,0.0,0.2840747910004537,0.0,0.007630029561580273,10000.0,0.0,0.36,0.0,7.4,1.052403597515716e-05,0.0,100.0,0.39
0.25,0.25,0.63,0.63,0.4599896090033528,11.6,20.0,1500.0,0.3746646175149946,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.07895680366530977,3.960684861348754e-09,0.0,0.0,0.2986113638110732,0.0,0.008242432159014572,10000.0,0.0,0.36,0.0,7.4,1.1698467642318387e-05,0.0,100.0,0.4
0.25,0.25,0.63,0.63,0.467706049969932,11.6,20.0,1500.0,0.3773073590682469,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.08263926709212238,4.509925345101515e-09,0.0,0.0,0.31339558017339175,0.0,0.00888369039014731,10000.0,0.0,0.36,0.0,7.4,1.2965653200153821e-05,0.0,100.0,0.41
0.25,0.25,0.63,0.63,0.47517796150966196,11.6,20.0,1500.0,0.3798563675920112,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.08636325252020309,5.117758688910446e-09,0.0,0.0,0.3284193991327094,0.0,0.009554123064168848,10000.0,0.0,0.36,0.0,7.4,1.4329883052990356e-05,0.0,100.0,0.42
0.25,0.25,0.63,0.63,0.4824122301091994,11.6,20.0,1500.0,0.382315504412666,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.09012620942968348,5.788600372673247e-09,0.0,0.0,0.34367499875773827,0.0,0.0102540279215436,10000.0,0.0,0.36,0.0,7.4,1.5795493008001787e-05,0.0,100.0,0.43
0.25,0.25,0.63,0.63,0.4894156650971835,11.6,20.0,1500.0,0.3846883968520305,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.09392567166599418,6.527059567469355e-09,0.0,0.0,0.3591547759302105,0.0,0.010983682370975942,10000.0,0.0,0.36,0.0,7.4,1.7366860950147125e-05,0.0,100.0,0.44
0.25,0.25,0.63,0.63,0.49619497720915906,11.6,20.0,1500.0,0.3869784641249716,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.09775925618928044,7.337940930518634e-09,0.0,0.0,0.3748513444409048,0.0,0.01174334418091919,10000.0,0.0,0.36,0.0,7.4,1.904840386987766e-05,0.0,100.0,0.45
0.25,0.25,0.63,0.63,0.5027567926227412,11.6,20.0,1500.0,0.38918891406364386,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.10162466002284729,8.226245539524337e-09,0.0,0.0,0.3907575268159693,0.0,0.01253325213546138,10000.0,0.0,0.36,0.0,7.4,2.0844575520900314e-05,0.0,100.0,0.46
0.25,0.25,0.63,0.63,0.5091076015322862,11.6,20.0,1500.0,0.3913227939765468,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.10551966044270467,9.197173543358877e-09,0.0,0.0,0.4068663575100752,0.0,0.013353626780325678,10000.0,0.0,0.36,0.0,7.4,2.2759862804907412e-05,0.0,100.0,0.47
0.25,0.25,0.63,0.63,0.515253782550266,11.6,20.0,1500.0,0.3933829777404928,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.10944211171232295,1.0256124377997668e-08,0.0,0.0,0.42317107366402734,0.0,0.014204670975163591,10000.0,0.0,0.36,0.0,7.4,2.4798784028232614e-05,0.0,100.0,0.48
0.25,0.25,0.63,0.63,0.5212015689146864,11.6,20.0,1500.0,0.3953722024997071,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.113389944279742,1.1408699132362776e-08,0.0,0.0,0.4396651149448067,0.0,0.015086570650916465,10000.0,0.0,0.36,0.0,7.4,2.6965885471163047e-05,0.0,100.0,0.49
0.25,0.25,0.63,0.63,0.5269570608508126,11.6,20.0,1500.0,0.39729306519039936,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.11736116225809148,1.2660700863082834e-08,0.0,0.0,0.45634211675512026,0.0,0.015999495333869285,10000.0,0.0,0.36,0.0,7.4,2.926573960684118e-05,0.0,100.0,0.5
0.25,0.25,0.63,0.63,0.5325262129560884,11.6,20.0,1500.0,0.39914804109984137,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.12135384175127724,1.4018136141048446e-08,0.0,0.0,0.4731959068285506,0.0,0.016943598821034397,10000.0,0.0,0.36,0.0,7.4,3.170294231740034e-05,0.0,100.0,0.51
0.25,0.25,0.63,0.63,0.5379148321654226,11.6,20.0,1500.0,0.4009394927805853,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.12536612891139837,1.5487215951521655e-08,0.0,0.0,0.49022050060483446,0.0,0.017919019764312236,10000.0,0.0,0.36,0.0,7.4,3.4282110651499595e-05,0.0,100.0,0.52
0.25,0.25,0.63,0.63,0.5431285838765317,11.6,20.0,1500.0,0.40266967174439056,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.12939623772620915,1.707435618301466e-08,0.0,0.0,0.5074100955138755,0.0,0.018925882203359425,10000.0,0.0,0.36,0.0,7.4,3.700788091753047e-05,0.0,100.0,0.53
0.25,0.25,0.63,0.63,0.5481729796151817,11.6,20.0,1500.0,0.40434073722338704,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.13344244820817705,1.878617915132889e-08,0.0,0.0,0.5247590672237014,0.0,0.019964296274819743,10000.0,0.0,0.36,0.0,7.4,3.988490578785675e-05,0.0,100.0,0.54
0.25,0.25,0.63,0.63,0.5530533879669826,11.6,20.0,1500.0,0.4059547492641453,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.1375031052541944,2.06295130231793e-08,0.0,0.0,0.5422619662748124,0.0,0.021034358360269647,10000.0,0.0,0.36,0.0,7.4,4.2917853988100094e-05,0.0,100.0,0.55
0.25,0.25,0.63,0.63,0.5577750257673947,11.6,20.0,1500.0,0.40751369071197513,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.1415766149258239,2.261139398956397e-08,0.0,0.0,0.5599135094909277,0.0,0.02213615228420462,10000.0,0.0,0.36,0.0,7.4,4.6111405595121846e-05,0.0,100.0,0.56
0.25,0.25,0.63,0.63,0.5623429690001657,11.6,20.0,1500.0,0.4090194583256781,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.14566144388214972,2.4739065205159418e-08,0.0,0.0,0.5777085780007682,0.0,0.023269749295573124,10000.0,0.0,0.36,0.0,7.4,4.947025239767671e-05,0.0,100.0,0.57
0.25,0.25,0.63,0.63,0.566762144125871,11.6,20.0,1500.0,0.41047387707218236,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.1497561177898893,2.7019978350197447e-08,0.0,0.0,0.5956422138389201,0.0,0.024435208661659425,10000.0,0.0,0.36,0.0,7.4,5.299909543798836e-05,0.0,100.0,0.58
0.25,0.25,0.63,0.63,0.5710373308862332,11.6,20.0,1500.0,0.4118787016047814,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.15385922011523262,2.9461793687183083e-08,0.0,0.0,0.613709616845518,0.0,0.025632577963947904,10000.0,0.0,0.36,0.0,7.4,5.670264398411216e-05,0.0,100.0,0.59
0.25,0.25,0.63,0.63,0.5751731832934909,11.6,20.0,1500.0,0.4132356201699605,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.15796938510100775,3.2072379846093465e-08,0.0,0.0,0.6319061263881196,0.0,0.026861894740732917,10000.0,0.0,0.36,0.0,7.4,6.058560997175593e-05,0.0,100.0,0.6
0.25,0.25,0.63,0.63,0.5791742089571913,11.6,20.0,1500.0,0.41454624932671064,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.16208530508805022,3.485981390796833e-08,0.0,0.0,0.6502272403507037,0.0,0.02812318475478496,10000.0,0.0,0.36,0.0,7.4,6.465271390577582e-05,0.0,100.0,0.61
0.25,0.25,0.63,0.63,0.5830447779205999,11.6,20.0,1500.0,0.41581214348249856,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.16620572533456335,3.783238180123803e-08,0.0,0.0,0.6686686020065898,0.0,0.02941646331118441,10000.0,0.0,0.36,0.0,7.4,6.890868022033107e-05,0.0,100.0,0.62
0.25,0.25,0.63,0.63,0.5867891397631098,11.6,20.0,1500.0,0.41703481857212427,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.17032943251751356,4.099857937879196e-08,0.0,0.0,0.6872259710166378,0.0,0.030741738222182208,10000.0,0.0,0.36,0.0,7.4,7.335822677952806e-05,0.0,100.0,0.63
0.25,0.25,0.63,0.63,0.5904114026955022,11.6,20.0,1500.0,0.41821572067164653,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.1744552694760817,4.436711095645075e-08,0.0,0.0,0.7058952605604709,0.0,0.03209900598940326,10000.0,0.0,0.36,0.0,7.4,7.800607842164803e-05,0.0,100.0,0.64
0.25,0.25,0.63,0.63,0.5939155505279203,11.6,20.0,1500.0,0.41935624579204855,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.17858212485446934,4.794688966858741e-08,0.0,0.0,0.7246725111086104,0.0,0.03348825444246254,10000.0,0.0,0.36,0.0,7.4,8.285695773631089e-05,0.0,100.0,0.65
0.25,0.25,0.63,0.63,0.5973054551609237,11.6,20.0,1500.0,0.42045775271907604,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.18270892596793467,5.174703747679631e-08,0.0,0.0,0.743553872306418,0.0,0.03490946454115761,10000.0,0.0,0.36,0.0,7.4,8.791557881462531e-05,0.0,100.0,0.66
0.25,0.25,0.63,0.63,0.6005848533135041,11.6,20.0,1500.0,0.42152153967387934,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.186834651929008,5.577688523907506e-08,0.0,0.0,0.7625356363250768,0.0,0.0363626070649947,10000.0,0.0,0.36,0.0,7.4,9.318665871167284e-05,0.0,100.0,0.67
0.25,0.25,0.63,0.63,0.6037573740733266,11.6,20.0,1500.0,0.4225488644524789,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.19095832023215673,6.004597165250946e-08,0.0,0.0,0.7816142035341281,0.0,0.037847645925486624,10000.0,0.0,0.36,0.0,7.4,9.86749061836135e-05,0.0,100.0,0.68
0.25,0.25,0.63,0.63,0.606826540153373,11.6,20.0,1500.0,0.4235409452579644,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.19507898616637886,6.456404319379307e-08,0.0,0.0,0.8007860809951699,0.0,0.0393645383102356,10000.0,0.0,0.36,0.0,7.4,0.00010438502120056764,0.0,100.0,0.69
0.25,0.25,0.63,0.63,0.6097957493926447,11.6,20.0,1500.0,0.42449894927565696,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.1991957512289452,6.934105506662414e-08,0.0,0.0,0.8200479040678482,0.0,0.04091323262805522,10000.0,0.0,0.36,0.0,7.4,0.00011032170187173379,0.0,100.0,0.7
0.25,0.25,0.63,0.63,0.6126683061338349,11.6,20.0,1500.0,0.42542401266874763,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.203307748706062,7.438716823377488e-08,0.0,0.0,0.8393963993350176,0.0,0.04249367201518967,10000.0,0.0,0.36,0.0,7.4,0.00011648963285426652,0.0,100.0,0.71
0.25,0.25,0.63,0.63,0.6154474085341941,11.6,20.0,1500.0,0.4263172324102984,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.20741414952369705,7.971275079757149e-08,0.0,0.0,0.8588283996524587,0.0,0.04410579291463986,10000.0,0.0,0.36,0.0,7.4,0.00012289349002020635,0.0,100.0,0.72
0.25,0.25,0.63,0.63,0.6181361394001783,11.6,20.0,1500.0,0.42717966036347743,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.21151416647944812,8.532837898851333e-08,0.0,0.0,0.8783408550330332,0.0,0.045749524048254026,10000.0,0.0,0.36,0.0,7.4,0.00012953794383498078,0.0,100.0,0.73
0.25,0.25,0.63,0.63,0.6207374973197335,11.6,20.0,1500.0,0.42801232092468267,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.21560704058449484,9.124483276097373e-08,0.0,0.0,0.8979307973690066,0.0,0.04742478969192796,10000.0,0.0,0.36,0.0,7.4,0.00013642764881461884,0.0,100.0,0.74
0.25,0.25,0.63,0.63,0.6232543895027438,11.6,20.0,1500.0,0.4288162070960834,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.2196920441667861,9.747309686123145e-08,0.0,0.0,0.917595348455658,0.0,0.049131508933808146,10000.0,0.0,0.36,0.0,7.4,0.00014356724590109472,0.0,100.0,0.75
0.25,0.25,0.63,0.63,0.6256896143177876,11.6,20.0,1500.0,0.4295922709052893,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.2237684884403808,1.0402436343229647e-07,0.0,0.0,0.9373317395625429,0.0,0.050869593864878715,10000.0,0.0,0.36,0.0,7.4,0.00015096136825639973,0.0,100.0,0.76
0.25,0.25,0.63,0.63,0.6280458902463186,11.6,20.0,1500.0,0.4303414367838245,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.22783571168054725,1.1091002667640425e-07,0.0,0.0,0.9571372807065636,0.0,0.052638952362261765,10000.0,0.0,0.36,0.0,7.4,0.00015861463259010582,0.0,100.0,0.77
0.25,0.25,0.63,0.63,0.6303258577425791,11.6,20.0,1500.0,0.4310646023574435,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.23189307848416132,1.181416824840744e-07,0.0,0.0,0.9770093587256576,0.0,0.05443948826203294,10000.0,0.0,0.36,0.0,7.4,0.00016653163862802897,0.0,100.0,0.78
0.25,0.25,0.63,0.63,0.63253205630809,11.6,20.0,1500.0,0.4317626287046054,0.7,15.0,0.0,1.6,1.6,0.0,4.0,0.2359399888861291,1.2573113300637904e-07,0.0,0.0,0.9969454610227559,0.0,0.05627109922907595,10000.0,0.0,0.36,0.0,7.4,0.00017471697566154718,0.0,100.0,0.79
