Time,M,Ma,Bn,Ba,Cy,J,c,b,d,k,e1,e2,Amax,kc,alpha,delta,g,f1,f2,Wmax,W,parameter_1,compartment1
7.59,13229.442213180531,1095348.3853764327,199864.81723694198,4421726.8342892295,43.60450266091546,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32071874.23867765,0.22090000000000004,1.0
7.6000000000000005,13232.322464940442,1096695.6498137459,199815.90840125683,4425648.114696712,43.64925450514078,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32172166.242622893,0.21777777777777763,1.0
7.61,13235.337294695848,1098043.6897985237,199765.04410719176,4429524.779463046,43.693597792002066,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32272054.70509786,0.21467777777777766,1.0
7.62,13238.487511780762,1099392.5045160933,199712.2142599498,4433356.472365379,43.73752871103196,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32371533.926853284,0.21159999999999995,1.0
7.63,13241.77394143968,1100742.0931342528,199657.40843722536,4437142.831641287,43.78104325522474,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32470598.218332954,0.2085444444444445,1.0
7.640000000000001,13245.197424238568,1102092.4548038351,199600.61591059764,4440883.490363057,43.824137230424796,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32569241.900210142,0.20551111111111095,1.0
7.65,13248.758787915896,1103443.5886857053,199541.82649430694,4444578.09034586,43.86680663037985,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32667459.303924438,0.2024999999999999,1.0
7.66,13252.458859945287,1104795.49393871,199481.03017182,4448226.276063661,43.90904747163366,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32765244.77221916,0.19951111111111106,1.0
7.67,13256.298467620974,1106148.1697195938,199418.2170969748,4451827.694692281,43.9508557939655,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32862592.65967902,0.19654444444444447,1.0
7.68,13260.278438143274,1107501.615182916,199353.37759512544,4455381.996152478,43.99222766082949,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,32959497.333268125,0.1936000000000001,1.0
7.69,13264.399598704062,1108855.829480966,199286.50216428656,4458888.833153019,44.03315915979409,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33055953.172868215,0.19067777777777767,1.0
7.7,13268.662776572239,1110210.8117636826,199217.58147627846,4462347.861233742,44.07364640298144,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33151954.571817037,0.18777777777777774,1.0
7.71,13273.06879028041,1111566.561187333,199146.60637740008,4465758.738438195,44.11368552872657,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33247495.937446833,0.18489999999999998,1.0
7.72,13277.618239985013,1112923.077121016,199073.56787846144,4469121.116626116,44.15327273076268,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33342571.6916228,0.1820444444444445,1.0
7.73,13282.312083908764,1114280.3585788526,198998.45718646704,4472434.665509478,44.19240417966241,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33437176.271281555,0.179211111111111,1.0
7.74,13287.151128127436,1115638.404722558,198921.26567872203,4475699.0514525045,44.231076093221155,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33531304.12896934,0.17639999999999995,1.0
7.75,13292.136176738397,1116997.214713524,198841.9849119293,4478913.9437625045,44.26928471632542,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33624949.73338021,0.17361111111111113,1.0
7.76,13297.268031828626,1118356.7877128513,198760.60662332785,4482079.014728051,44.30702632140833,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33718107.56989379,0.1708444444444445,1.0
7.7700000000000005,13302.547493442762,1119717.1228813808,198677.12273183157,4485193.939657165,44.34429720890512,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33810772.141112745,0.1680999999999999,1.0
7.78,13307.97535955112,1121078.2193797266,198591.52533916748,4488258.396915501,44.38109370770866,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33902937.96739981,0.1653777777777777,1.0
7.79,13313.552426017734,1122440.0763683077,198503.8067310145,4491272.067964528,44.417412175624975,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,33994599.587414384,0.16267777777777775,1.0
7.8,13319.279486568383,1123802.693007381,198413.95937814185,4494234.637399713,44.45324899982875,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34085751.55864845,0.16000000000000006,1.0
7.8100000000000005,13325.157479870724,1125166.0683088668,198321.9755715463,4497145.7869631415,44.48860051586453,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34176388.45796198,0.15734444444444431,1.0
7.82,13331.187297185528,1126530.2013301274,198227.8479020573,4500005.203458801,44.52346311458588,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34266504.88211747,0.15471111111111105,1.0
7.83,13337.369634698802,1127895.0913227357,198131.56962877946,4502812.584837786,44.557833324355215,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34356095.44831391,0.15209999999999996,1.0
7.84,13343.705309235518,1129260.737414411,198033.13389468548,4505567.627303849,44.591707636674506,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34445154.79471963,0.14951111111111115,1.0
7.8500000000000005,13350.195138777988,1130627.138729391,197932.53402493423,4508270.030244131,44.625082572778716,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34533677.58100445,0.1469444444444443,1.0
7.86,13356.8399425939,1131994.294388301,197829.76352761118,4510919.496260779,44.6579546840027,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34621658.48887064,0.14439999999999992,1.0
7.87,13363.640541364397,1133362.203508027,197724.81609446878,4513515.731202586,44.69032055214814,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34709092.22258296,0.14187777777777777,1.0
7.88,13370.59775731211,1134730.8652015852,197617.6856016669,4516058.444196611,44.722176789850394,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34795973.5094974,0.1393777777777778,1.0
7.890000000000001,13377.712414329239,1136100.2785779939,197508.36611051307,4518547.347679813,44.75352004094549,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34882297.10058877,0.13689999999999988,1.0
7.9,13384.985338105582,1137470.4427421442,197396.85186820326,4520982.157430677,44.78434698083695,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,34968057.770977,0.13444444444444434,1.0
7.91,13392.417232949498,1138841.356916362,197283.13667989642,4523362.589986457,44.81465425561223,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35053250.32045203,0.13201111111111108,1.0
7.92,13400.008989744676,1140213.0201364846,197167.21547888019,4525688.369201463,44.84443863531783,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35137869.57399725,0.12960000000000002,1.0
7.930000000000001,13407.761433637637,1141585.4315008654,197049.08304027552,4527959.220926383,44.873696888931015,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35221910.38231147,0.12721111111111097,1.0
7.94,13415.675385393544,1142958.5901098165,196928.73429393908,4530174.874338077,44.90242581514051,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35305367.62232919,0.12484444444444437,1.0
7.95,13423.751666805394,1144332.4950602711,196806.16435212866,4532335.062083185,44.93062224533667,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35388236.19773934,0.12249999999999994,1.0
7.96,13431.991100758116,1145707.1454457156,196681.36850991758,4534439.520308387,44.95828304394666,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35470511.03950218,0.12017777777777779,1.0
7.97,13440.394511292661,1147082.5403561243,196554.34224560898,4536487.988690685,44.98540510876956,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35552187.10636439,0.11787777777777785,1.0
7.98,13448.962723670098,1148458.678877894,196425.0812211501,4538480.210467672,45.01198537131154,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35633259.385372356,0.1155999999999999,1.0
7.99,13457.696564435706,1149835.5600937773,196293.58128254654,4540415.932467808,45.03802079712093,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35713722.89238333,0.11334444444444441,1.0
8.0,13466.59696399559,1151213.1829775006,196159.8383682032,4542294.905684646,45.063508394788094,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35793572.67257479,0.1111111111111111,1.0
8.01,13475.664870178513,1152591.546482566,196023.84858703206,4544116.884848107,45.08844520896914,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35872803.80095147,0.10890000000000005,1.0
8.02,13484.901001680586,1153970.6497955539,195885.60844037207,4545881.627146114,45.11282829987592,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,35951411.38285036,0.10671111111111121,1.0
8.03,13494.306206232835,1155350.4919681542,195745.11450076656,4547588.894155068,45.13665477387929,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36029390.55444335,0.10454444444444456,1.0
8.040000000000001,13503.881333832016,1156731.0720474056,195602.36352629485,4549238.451197105,45.159921773123855,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36106736.48323769,0.1023999999999998,1.0
8.05,13513.62723677368,1158112.3890756601,195457.35246101482,4550830.067370203,45.18262647586048,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36183444.36857386,0.10027777777777763,1.0
8.06,13523.544769685259,1159494.4420905502,195310.07843540463,4552363.515578291,45.204766096778826,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36259509.44212117,0.09817777777777768,1.0
8.07,13533.634789559128,1160877.2301249546,195160.53876680514,4553838.572561356,45.226337887339845,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36334926.96837072,0.09609999999999994,1.0
8.08,13543.898155785679,1162260.752206964,195008.73095986206,4555255.018925554,45.24733913610831,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36409692.245125726,0.09404444444444443,1.0
8.09,13554.335730186393,1163645.0073598474,194854.652706968,4556612.639173314,45.26776716908531,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36483800.60398925,0.09201111111111115,1.0
8.1,13564.948377046909,1165029.9946020178,194698.30188870468,4557911.221733449,45.287619350040785,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36557247.410849124,0.09000000000000007,1.0
8.11,13575.736963150104,1166415.7129469987,194539.6765742852,4559150.558991261,45.306893080846045,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36630028.06636005,0.08801111111111122,1.0
8.120000000000001,13586.702357809158,1167802.16140339,194378.77502199603,4560330.447318652,45.325585801806234,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36702138.00642287,0.08604444444444424,1.0
8.13,13597.845432900618,1169189.3389748337,194215.5956796393,4561450.687104231,45.34369499199291,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36773572.70266073,0.08409999999999986,1.0
8.14,13609.167062897488,1170577.2446599803,194050.13718497482,4562511.082783421,45.36121816957652,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36844327.66289247,0.08217777777777766,1.0
8.15,13620.667958057951,1171965.8775998624,193882.39771426137,4563511.427749212,45.37815280853798,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36914398.43160261,0.08027777777777771,1.0
8.16,13632.349078853254,1173355.2367117414,193712.37660183918,4564451.541934533,45.39449654669232,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,36983780.59040843,0.07839999999999998,1.0
8.17,13644.211326781067,1174745.3209622698,193540.0731323761,4565331.243821013,45.410247031042864,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37052469.7585236,0.07654444444444444,1.0
8.18,13656.255578023398,1176136.1293377501,193365.48667269025,4566150.353516158,45.42540193496633,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37120461.593218684,0.07471111111111116,1.0
8.19,13668.482710918419,1177527.6608198585,193188.61677940196,4566908.695269944,45.43995897229736,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37187751.79027817,0.0729000000000001,1.0
8.2,13680.893605979185,1178919.914385624,193009.4631993197,4567606.097503629,45.453915897653815,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37254336.084454075,0.07111111111111122,1.0
8.21,13693.489145912341,1180312.889007406,192828.0258698263,4568242.392838553,45.467270506762155,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37320210.24991606,0.06934444444444428,1.0
8.22,13706.270215636829,1181706.5836528742,192644.304919265,4568817.418124948,45.48002063678268,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37385370.10069796,0.06759999999999988,1.0
8.23,13719.237702302617,1183100.9972849863,192458.3006673255,4569331.014470747,45.49216416663494,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37449811.49114067,0.06587777777777772,1.0
8.24,13732.392495309403,1184496.1288619682,192270.01362542983,4569783.027270386,45.50369901732296,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37513530.31633141,0.06417777777777774,1.0
8.25,13745.73548632533,1185891.977337291,192079.44449711873,4570173.306233616,45.51462315226061,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37576522.51253903,0.0625,1.0
8.26,13759.267569305697,1187288.5416596509,191886.59417843743,4570501.7054143045,45.52493457759694,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37638784.0576457,0.06084444444444447,1.0
8.27,13772.989640511674,1188685.8207729475,191691.46375832192,4570768.083239248,45.53463134254143,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37700310.97157455,0.059211111111111187,1.0
8.28,13786.90259852902,1190083.8136162625,191494.05451898483,4570972.302536973,45.54371153968939,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37761099.31671342,0.0576000000000001,1.0
8.290000000000001,13801.007547428399,1191482.518911398,191294.36732523254,4571114.217571686,45.552173201645466,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37821145.19833456,0.05601111111111096,1.0
8.3,13815.305850535544,1192881.9351066435,191092.40246316165,4571193.670633625,45.560014273909424,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37880444.76501022,0.05444444444444433,1.0
8.31,13829.797990454646,1194282.0615689328,190888.16306975865,4571210.56499277,45.56723319715757,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37938994.20902418,0.052899999999999926,1.0
8.32,13844.484908452798,1195682.8971831487,190681.6511043474,4571164.779249124,45.57382822383539,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,37996789.76677897,0.05137777777777774,1.0
8.33,13859.367550651452,1197084.440826701,190472.8687141305,4571056.196392619,45.57979765015707,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38053827.71919883,0.049877777777777764,1.0
8.34,13874.446868120474,1198486.691369428,190261.81823434864,4570884.703827095,45.585139816392385,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38110104.39212844,0.048400000000000026,1.0
8.35,13889.72381697217,1199889.6476734963,190048.5021884401,4570650.193394293,45.58985310715355,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38165616.15672708,0.0469444444444445,1.0
8.36,13905.199358455342,1201293.3085932995,189832.92328820025,4570352.561397841,45.59393595168209,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38220359.42985855,0.04551111111111119,1.0
8.370000000000001,13920.87445904932,1202697.6729753602,189615.08443394094,4569991.708627246,45.59738682413572,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38274330.67447639,0.044099999999999855,1.0
8.38,13936.750090558005,1204102.7396582274,189394.9887146501,4569567.540381876,45.600204243875154,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38327526.400004625,0.042711111111111005,1.0
8.39,13952.827230203913,1205508.5074723791,189172.63940815107,4569079.966494953,45.602386775751036,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38379943.16271391,0.041344444444444364,1.0
8.4,13969.106860722215,1206914.9752401202,188948.0399812621,4568528.90135754,45.603933030390756,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38431577.56609293,0.03999999999999995,1.0
8.41,13985.589970454777,1208322.1417754835,188721.19408995585,4567914.263942528,45.60484166448535,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38482426.26121509,0.03867777777777776,1.0
8.42,14002.277553444208,1209730.0058841296,188492.10557951886,4567235.977828622,45.60511138107632,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38532485.94710043,0.03737777777777779,1.0
8.43,14019.170609527888,1211138.566363246,188260.778484711,4566493.971224338,45.604740929842535,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38581753.37107261,0.036100000000000035,1.0
8.44,14036.26994754221,1212547.8221751947,188027.21354568203,4565688.109814115,45.60372877225718,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38630225.32911116,0.03484444444444451,1.0
8.45,14053.576630423968,1213957.7720547123,187791.41608316373,4564818.348616698,45.6020738393301,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38677898.66619857,0.033611111111111196,1.0
8.46,14071.091731842262,1215368.4147236543,187553.39169022342,4563884.648940996,45.59977511749317,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38724770.27666251,0.0323999999999999,1.0
8.47,14088.81626367299,1216779.7489549792,187313.14494731836,4562886.953632642,45.59683152527998,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38770837.10451298,0.031211111111111033,1.0
8.48,14106.751243179262,1218191.7735134475,187070.68060964288,4561825.209987512,45.593242027801715,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38816096.14377426,0.030044444444444398,1.0
8.49,14124.897693077864,1219604.487155545,186826.00360679996,4560699.36976632,45.58900563698709,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38860544.43881183,0.028899999999999974,1.0
8.5,14143.256641605738,1221017.8886294093,186579.11904247297,4559509.389209196,45.58412141182228,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38904179.08465394,0.027777777777777776,1.0
8.51,14161.829122586449,1222431.976674751,186330.03219409718,4558255.229050263,45.57858845859088,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38946997.22730801,0.026677777777777804,1.0
8.52,14180.61617549666,1223846.750022781,186078.7485125314,4556936.854532227,45.572405931113806,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,38988996.06407176,0.025600000000000046,1.0
8.53,14199.618845532612,1225262.207396133,185825.27362172952,4555554.235420953,45.565573030989285,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39030172.84383878,0.024544444444444508,1.0
8.540000000000001,14218.838183676588,1226678.3475087883,185569.6133184122,4554107.346020047,45.55808900783275,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39070524.867399015,0.023511111111111014,1.0
8.55,14238.27524676338,1228095.1690659993,185311.77357173848,4552596.165185444,45.54995315951679,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39110049.48773346,0.022499999999999933,1.0
8.56,14257.931097546787,1229512.6707642153,185051.7605229773,4551020.676339983,45.541164832411106,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39148744.11030364,0.02151111111111106,1.0
8.57,14277.806804766064,1230930.8512910055,184789.58048517918,4549380.867487992,45.531723421622445,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39186606.1933354,0.020544444444444414,1.0
8.58,14297.903462506958,1232349.7093024226,184525.23985938236,4547676.727530389,45.521628163121086,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39223633.24809714,0.019599999999999996,1.0
8.59,14318.222257209743,1233769.2433446508,184258.7448447053,4545908.233444079,45.51087741194101,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,39259822.83917245,0.01867777777777779,1.0
