data_generator_T,data_generator_VVS
50.5,-51.671425
51.0,-46.045052
51.5,10.198461
52.0,-52.150635
52.5,-55.795128
53.0,-56.10067
53.5,-56.117668
54.0,-56.061787
54.5,-55.958099
55.0,-55.804596
55.5,-55.587788
56.0,-55.281689
56.5,-54.838787
57.0,-54.16452
57.5,-53.033291
58.0,-50.676617
58.5,-40.856922
59.0,-24.957911
59.5,-54.478207
60.0,-56.251003
60.5,-56.587746
61.0,-56.804432
61.5,-57.020054
62.0,-57.259605
62.5,-57.533009
63.0,-57.845051
63.5,-58.197372
64.0,-58.589134
64.5,-59.017342
65.0,-59.477295
65.5,-59.963097
66.0,-60.468201
66.5,-60.98597
67.0,-61.510086
67.5,-62.034863
68.0,-62.555389
68.5,-63.067608
69.0,-63.568275
69.5,-64.054893
70.0,-64.52562
70.5,-64.979164
71.0,-65.414696
71.5,-65.831749
72.0,-66.230148
72.5,-66.609947
73.0,-66.971375
73.5,-67.314774
74.0,-67.640617
74.5,-67.949425
75.0,-68.241768
75.5,-68.518242
76.0,-68.779472
76.5,-69.026077
77.0,-69.25869
77.5,-69.477921
78.0,-69.684372
78.5,-69.878639
79.0,-70.061295
79.5,-70.232887
80.0,-70.393959
80.5,-70.545013
81.0,-70.686546
81.5,-70.819023
82.0,-70.942902
82.5,-71.058609
83.0,-71.16655
83.5,-71.267113
84.0,-71.36068
84.5,-71.447594
85.0,-71.528198
85.5,-71.602806
86.0,-71.671722
86.5,-71.735245
87.0,-71.793625
87.5,-71.847145
88.0,-71.896034
88.5,-71.940536
89.0,-71.980865
89.5,-72.017235
90.0,-72.04985
90.5,-72.078888
91.0,-72.104538
91.5,-72.126961
92.0,-72.146332
92.5,-72.162788
93.0,-72.176483
93.5,-72.187546
94.0,-72.196121
94.5,-72.202316
95.0,-72.206261
95.5,-72.208054
96.0,-72.207809
96.5,-72.205627
97.0,-72.201607
97.5,-72.195824
98.0,-72.18837
98.5,-72.179329
99.0,-72.16877
99.5,-72.156776
100.0,-72.14341
100.5,-72.128738
101.0,-72.112831
101.5,-72.095726
102.0,-72.077507
102.5,-72.058205
103.0,-72.03788
103.5,-72.016571
104.0,-71.994339
104.5,-71.971222
105.0,-71.94725
105.5,-71.922478
106.0,-71.896935
106.5,-71.870651
107.0,-71.843666
107.5,-71.816017
108.0,-71.787727
108.5,-71.758827
109.0,-71.72934
109.5,-71.699295
110.0,-71.668724
110.5,-71.637642
111.0,-71.606071
111.5,-71.574036
112.0,-71.541557
112.5,-71.508652
113.0,-71.475342
113.5,-71.441643
114.0,-71.40757
114.5,-71.373146
115.0,-71.338371
115.5,-71.303276
116.0,-71.267868
116.5,-71.232162
117.0,-71.196167
117.5,-71.159897
118.0,-71.123367
118.5,-71.086578
119.0,-71.049553
119.5,-71.012291
120.0,-70.974808
120.5,-70.937111
121.0,-70.899208
121.5,-70.861107
122.0,-70.822815
122.5,-70.784348
123.0,-70.745705
123.5,-70.706894
124.0,-70.667923
124.5,-70.628799
125.0,-70.589523
125.5,-70.550102
126.0,-70.510551
126.5,-70.470863
127.0,-70.431053
127.5,-70.391121
128.0,-70.351067
128.5,-70.310905
129.0,-70.27063
129.5,-70.230255
130.0,-70.189774
130.5,-70.1492
131.0,-70.108528
131.5,-70.067772
132.0,-70.026924
132.5,-69.985992
133.0,-69.944984
133.5,-69.903893
134.0,-69.862724
134.5,-69.821487
135.0,-69.780182
135.5,-69.738808
136.0,-69.697365
136.5,-69.655861
137.0,-69.614296
137.5,-69.57267
138.0,-69.530983
138.5,-69.48925
139.0,-69.447456
139.5,-69.405609
140.0,-69.363708
140.5,-69.321762
141.0,-69.27977
141.5,-69.237724
142.0,-69.195641
142.5,-69.153503
143.0,-69.111328
143.5,-69.069115
144.0,-69.026855
144.5,-68.98455
145.0,-68.942215
145.5,-68.899834
146.0,-68.857414
146.5,-68.814957
147.0,-68.772469
147.5,-68.729935
148.0,-68.68737
148.5,-68.644768
149.0,-68.602135
149.5,-68.559464
150.0,-68.516762
150.5,-68.474022
151.0,-68.431244
151.5,-68.388435
152.0,-68.345596
152.5,-68.302719
153.0,-68.259811
153.5,-68.216866
154.0,-68.173889
154.5,-68.130875
155.0,-68.08783
155.5,-68.044746
156.0,-68.001625
156.5,-67.958473
157.0,-67.915283
157.5,-67.872063
158.0,-67.828796
158.5,-67.7855
159.0,-67.742165
159.5,-67.698784
160.0,-67.655373
160.5,-67.611916
161.0,-67.56842
161.5,-67.524879
162.0,-67.4813
162.5,-67.437675
163.0,-67.394012
163.5,-67.350296
164.0,-67.306534
164.5,-67.262726
165.0,-67.218864
165.5,-67.174957
166.0,-67.130997
166.5,-67.086983
167.0,-67.042908
167.5,-66.998787
168.0,-66.954597
168.5,-66.910355
169.0,-66.866051
169.5,-66.821678
170.0,-66.777245
170.5,-66.732742
171.0,-66.688171
171.5,-66.643532
172.0,-66.598816
172.5,-66.554024
173.0,-66.509155
173.5,-66.464203
174.0,-66.419167
174.5,-66.374046
175.0,-66.328835
175.5,-66.283531
176.0,-66.238136
176.5,-66.192642
177.0,-66.147049
177.5,-66.101349
178.0,-66.055542
178.5,-66.009621
179.0,-65.963585
179.5,-65.917435
180.0,-65.871155
180.5,-65.824753
181.0,-65.778221
181.5,-65.731544
182.0,-65.684738
182.5,-65.637779
183.0,-65.590675
183.5,-65.543411
184.0,-65.495987
184.5,-65.448402
185.0,-65.400635
185.5,-65.352699
186.0,-65.304573
186.5,-65.256264
187.0,-65.207748
187.5,-65.159027
188.0,-65.1101
188.5,-65.060951
189.0,-65.011574
189.5,-64.961967
190.0,-64.912109
190.5,-64.862
191.0,-64.811623
191.5,-64.760979
192.0,-64.710045
192.5,-64.658821
193.0,-64.6073
193.5,-64.55545
194.0,-64.503281
194.5,-64.45076
195.0,-64.397896
195.5,-64.34465
196.0,-64.291031
196.5,-64.237007
197.0,-64.182564
197.5,-64.127693
198.0,-64.072365
198.5,-64.016571
199.0,-63.960285
199.5,-63.903488
200.0,-63.846161
200.5,-63.788269
201.0,-63.729801
201.5,-63.670719
202.0,-63.611004
202.5,-63.550621
203.0,-63.489536
203.5,-63.427723
204.0,-63.365143
204.5,-63.301758
205.0,-63.237526
205.5,-63.172401
206.0,-63.106346
206.5,-63.039303
207.0,-62.971222
207.5,-62.902046
208.0,-62.831711
208.5,-62.760155
209.0,-62.687302
209.5,-62.613079
210.0,-62.537395
210.5,-62.460167
211.0,-62.38129
211.5,-62.300655
212.0,-62.218151
212.5,-62.13364
213.0,-62.046986
213.5,-61.958027
214.0,-61.866592
214.5,-61.772484
215.0,-61.675495
215.5,-61.575378
216.0,-61.471874
216.5,-61.36467
217.0,-61.253433
217.5,-61.137768
218.0,-61.017235
218.5,-60.891319
219.0,-60.759438
219.5,-60.620899
220.0,-60.474899
220.5,-60.320488
221.0,-60.156525
221.5,-59.981644
222.0,-59.79417
222.5,-59.592037
223.0,-59.372654
223.5,-59.132702
224.0,-58.867867
224.5,-58.57238
225.0,-58.238316
225.5,-57.854366
226.0,-57.403687
226.5,-56.859604
227.0,-56.176426
227.5,-55.266254
228.0,-53.926273
228.5,-51.501759
229.0,-43.234043
229.5,-14.104432
230.0,-53.524597
230.5,-54.944183
231.0,-54.123074
231.5,-52.380676
232.0,-47.893417
232.5,20.121967
233.0,-49.218494
233.5,-54.650723
234.0,-54.300671
234.5,-53.002522
235.0,-50.088593
235.5,-34.246883
236.0,-37.760098
236.5,-54.340202
237.0,-54.93618
237.5,-54.324772
238.0,-53.108021
238.5,-50.521286
239.0,-38.966888
239.5,-30.620819
240.0,-54.293568
240.5,-55.457607
241.0,-55.267948
241.5,-54.775368
242.0,-53.957584
242.5,-52.50436
243.0,-49.020233
243.5,1.3689004
244.0,-45.729141
244.5,-55.336079
245.0,-55.976223
245.5,-55.996986
246.0,-55.899426
246.5,-55.728142
247.0,-55.475285
247.5,-55.109959
248.0,-54.568378
248.5,-53.710999
249.0,-52.152676
249.5,-48.081364
250.0,20.391909
250.5,-49.055313
251.0,-55.799225
251.5,-56.437622
252.0,-56.668938
252.5,-56.862057
253.0,-57.066833
253.5,-57.298553
254.0,-57.564617
254.5,-57.868893
255.0,-58.212719
255.5,-58.595242
256.0,-59.013653
256.5,-59.46352
257.0,-59.939236
257.5,-60.434547
258.0,-60.943035
258.5,-61.458561
259.0,-61.975533
259.5,-62.48909
260.0,-62.995178
260.5,-63.490517
261.0,-63.972565
261.5,-64.439423
262.0,-64.889725
262.5,-65.322586
263.0,-65.737465
263.5,-66.134132
264.0,-66.512589
264.5,-66.873009
265.0,-67.215714
265.5,-67.541107
266.0,-67.849686
266.5,-68.141991
267.0,-68.418594
267.5,-68.680092
268.0,-68.927094
268.5,-69.160202
269.0,-69.38002
269.5,-69.587128
270.0,-69.78212
270.5,-69.965546
271.0,-70.137955
271.5,-70.299866
272.0,-70.45179
272.5,-70.594215
273.0,-70.727608
273.5,-70.852402
274.0,-70.969025
274.5,-71.077896
275.0,-71.179382
275.5,-71.273872
276.0,-71.361702
276.5,-71.443207
277.0,-71.518715
277.5,-71.588516
278.0,-71.652908
278.5,-71.712151
279.0,-71.76651
279.5,-71.816231
280.0,-71.861549
280.5,-71.902679
281.0,-71.939827
281.5,-71.973206
282.0,-72.002998
282.5,-72.029373
283.0,-72.052513
283.5,-72.072578
284.0,-72.089714
284.5,-72.104073
285.0,-72.115784
285.5,-72.124985
286.0,-72.131798
286.5,-72.136345
287.0,-72.138725
287.5,-72.139046
288.0,-72.137421
288.5,-72.133934
289.0,-72.128677
289.5,-72.121735
290.0,-72.11319
290.5,-72.103119
291.0,-72.091591
291.5,-72.078682
292.0,-72.064461
292.5,-72.048981
293.0,-72.032303
293.5,-72.014488
294.0,-71.995583
294.5,-71.975647
295.0,-71.954727
295.5,-71.932861
296.0,-71.910095
296.5,-71.886475
297.0,-71.862045
297.5,-71.83683
298.0,-71.810867
298.5,-71.784203
299.0,-71.756859
299.5,-71.728867
300.0,-71.700249
300.5,-71.671051
301.0,-71.641281
301.5,-71.610977
302.0,-71.580154
302.5,-71.548843
303.0,-71.517059
303.5,-71.484825
304.0,-71.452156
304.5,-71.419083
305.0,-71.385605
305.5,-71.351753
306.0,-71.317543
306.5,-71.28299
307.0,-71.2481
307.5,-71.212891
308.0,-71.177376
308.5,-71.141579
309.0,-71.105492
309.5,-71.069145
310.0,-71.032539
310.5,-70.995682
311.0,-70.958595
311.5,-70.92128
312.0,-70.883751
312.5,-70.846008
313.0,-70.808067
313.5,-70.769936
314.0,-70.731613
314.5,-70.693123
315.0,-70.654457
315.5,-70.615623
316.0,-70.576637
316.5,-70.537506
317.0,-70.498222
317.5,-70.458801
318.0,-70.419243
318.5,-70.379555
319.0,-70.339745
319.5,-70.299812
320.0,-70.259773
320.5,-70.219612
321.0,-70.179352
321.5,-70.138985
322.0,-70.098518
322.5,-70.057961
323.0,-70.017303
323.5,-69.976562
324.0,-69.935738
324.5,-69.894829
325.0,-69.853836
325.5,-69.812767
326.0,-69.771629
326.5,-69.730415
327.0,-69.689133
327.5,-69.647781
328.0,-69.606361
328.5,-69.56488
329.0,-69.523346
329.5,-69.481743
330.0,-69.440086
330.5,-69.398369
331.0,-69.356606
331.5,-69.314781
332.0,-69.272911
332.5,-69.230995
333.0,-69.189026
333.5,-69.147003
334.0,-69.104942
334.5,-69.062836
335.0,-69.020683
335.5,-68.978485
336.0,-68.936249
336.5,-68.893974
337.0,-68.851654
337.5,-68.809296
338.0,-68.766899
338.5,-68.724464
339.0,-68.681984
339.5,-68.639473
340.0,-68.596924
340.5,-68.554344
341.0,-68.511719
341.5,-68.469063
342.0,-68.426369
342.5,-68.383636
343.0,-68.340874
343.5,-68.298073
344.0,-68.255234
344.5,-68.212364
345.0,-68.169456
345.5,-68.126518
346.0,-68.083534
346.5,-68.04052
347.0,-67.997467
347.5,-67.954384
348.0,-67.911255
348.5,-67.868095
349.0,-67.82489
349.5,-67.781654
350.0,-67.738373
350.5,-67.695053
351.0,-67.651695
351.5,-67.608299
352.0,-67.564857
352.5,-67.52137
353.0,-67.477844
353.5,-67.434273
354.0,-67.390648
354.5,-67.346985
355.0,-67.303276
355.5,-67.259514
356.0,-67.215698
356.5,-67.171837
357.0,-67.127922
357.5,-67.083946
358.0,-67.039925
358.5,-66.995842
359.0,-66.951698
359.5,-66.907494
360.0,-66.863228
360.5,-66.818901
361.0,-66.774506
361.5,-66.730042
362.0,-66.685509
362.5,-66.6409
363.0,-66.596222
363.5,-66.55146
364.0,-66.50663
364.5,-66.461708
365.0,-66.41671
365.5,-66.37162
366.0,-66.326447
366.5,-66.281174
367.0,-66.235809
367.5,-66.190346
368.0,-66.144783
368.5,-66.099106
369.0,-66.053329
369.5,-66.007439
370.0,-65.961433
370.5,-65.915306
371.0,-65.869057
371.5,-65.822678
372.0,-65.776169
372.5,-65.729523
373.0,-65.682739
373.5,-65.635811
374.0,-65.588722
374.5,-65.541489
375.0,-65.494087
375.5,-65.446518
376.0,-65.398781
376.5,-65.350861
377.0,-65.302757
377.5,-65.254463
378.0,-65.205971
378.5,-65.157272
379.0,-65.108368
379.5,-65.059235
380.0,-65.00988
380.5,-64.960281
381.0,-64.910446
381.5,-64.860352
382.0,-64.80999
382.5,-64.759361
383.0,-64.70845
383.5,-64.657242
384.0,-64.605728
384.5,-64.553894
385.0,-64.50174
385.5,-64.449234
386.0,-64.396378
386.5,-64.343147
387.0,-64.289536
387.5,-64.235527
388.0,-64.181099
388.5,-64.126236
389.0,-64.070923
389.5,-64.015137
390.0,-63.958858
390.5,-63.902069
391.0,-63.844749
391.5,-63.786869
392.0,-63.728405
392.5,-63.669331
393.0,-63.609619
393.5,-63.54924
394.0,-63.488163
394.5,-63.426353
395.0,-63.363777
395.5,-63.300392
396.0,-63.23616
396.5,-63.17104
397.0,-63.104984
397.5,-63.037941
398.0,-62.96986
398.5,-62.900681
399.0,-62.830341
399.5,-62.758781
400.0,-62.685921
400.5,-62.611691
401.0,-62.535999
401.5,-62.458759
402.0,-62.379871
402.5,-62.299229
403.0,-62.216705
403.5,-62.132179
404.0,-62.045506
404.5,-61.956528
405.0,-61.865067
405.5,-61.770935
406.0,-61.673912
406.5,-61.573765
407.0,-61.470222
407.5,-61.36298
408.0,-61.251694
408.5,-61.135975
409.0,-61.015385
409.5,-60.889404
410.0,-60.757446
410.5,-60.618824
411.0,-60.472729
411.5,-60.318207
412.0,-60.154118
412.5,-59.979088
413.0,-59.791443
413.5,-59.589108
414.0,-59.36948
414.5,-59.129238
415.0,-58.864044
415.5,-58.568108
416.0,-58.233471
416.5,-57.848766
417.0,-57.397049
417.5,-56.851479
418.0,-56.165993
418.5,-55.251831
419.0,-53.903542
419.5,-51.453575
420.0,-42.966248
420.5,-15.718087
421.0,-53.575462
421.5,-54.912876
422.0,-54.067394
422.5,-52.274456
423.0,-47.526356
423.5,19.765352
424.0,-49.925049
424.5,-54.689987
425.0,-54.291153
425.5,-52.973461
426.0,-50.006355
426.5,-33.083302
427.0,-38.710735
427.5,-54.40715
428.0,-54.962563
428.5,-54.356068
429.0,-53.159172
429.5,-50.642731
430.0,-39.886322
430.5,-28.03084
431.0,-54.157433
431.5,-55.430969
432.0,-55.24612
432.5,-54.747234
433.0,-53.914513
433.5,-52.423519
434.0,-48.77224
434.5,10.055138
435.0,-46.800777
435.5,-55.425907
436.0,-56.013721
436.5,-56.036373
437.0,-55.948692
437.5,-55.7929
438.0,-55.563236
438.5,-55.233833
439.0,-54.75222
439.5,-54.008762
440.0,-52.726723
440.5,-49.850105
441.0,-32.149517
441.5,-39.631241
442.0,-55.2075
442.5,-56.328133
443.0,-56.599026
443.5,-56.79142
444.0,-56.986771
444.5,-57.205276
445.0,-57.455959
445.5,-57.743675
446.0,-58.070637
446.5,-58.436821
447.0,-58.840168
447.5,-59.276878
448.0,-59.741783
448.5,-60.228863
449.0,-60.731731
449.5,-61.244122
450.0,-61.760208
450.5,-62.274826
451.0,-62.7836
451.5,-63.282944
452.0,-63.770023
452.5,-64.242683
453.0,-64.699348
453.5,-65.138954
454.0,-65.560806
454.5,-65.964569
455.0,-66.350136
455.5,-66.717621
456.0,-67.067284
456.5,-67.39949
457.0,-67.714714
457.5,-68.013458
458.0,-68.296288
458.5,-68.563797
459.0,-68.816574
459.5,-69.055229
460.0,-69.280357
460.5,-69.492569
461.0,-69.692429
461.5,-69.880508
462.0,-70.057358
462.5,-70.223511
463.0,-70.379486
463.5,-70.525764
464.0,-70.662819
464.5,-70.791115
465.0,-70.911072
465.5,-71.023109
466.0,-71.127625
466.5,-71.224983
467.0,-71.315552
467.5,-71.399658
468.0,-71.477646
468.5,-71.549805
469.0,-71.616432
469.5,-71.677811
470.0,-71.7342
470.5,-71.785851
471.0,-71.833
471.5,-71.875885
472.0,-71.914696
472.5,-71.949661
473.0,-71.980957
473.5,-72.008766
474.0,-72.033272
474.5,-72.054634
475.0,-72.073013
475.5,-72.088547
476.0,-72.101387
476.5,-72.111656
477.0,-72.119484
477.5,-72.125
478.0,-72.128304
478.5,-72.129509
479.0,-72.128723
479.5,-72.126038
480.0,-72.121544
480.5,-72.115326
481.0,-72.107475
481.5,-72.098068
482.0,-72.087181
482.5,-72.074875
483.0,-72.061226
483.5,-72.046295
484.0,-72.030144
484.5,-72.012825
485.0,-71.994408
485.5,-71.974922
486.0,-71.954437
486.5,-71.932991
487.0,-71.910629
487.5,-71.88739
488.0,-71.863327
488.5,-71.838455
489.0,-71.812836
489.5,-71.786484
490.0,-71.759445
490.5,-71.73175
491.0,-71.703415
491.5,-71.674484
492.0,-71.644974
492.5,-71.614922
493.0,-71.584335
493.5,-71.553246
494.0,-71.521683
494.5,-71.489655
495.0,-71.457191
495.5,-71.424301
496.0,-71.391014
496.5,-71.357346
497.0,-71.323303
497.5,-71.28891
498.0,-71.254173
498.5,-71.219116
499.0,-71.183754
499.5,-71.148094
500.0,-71.112144
