Time,Ras2_GDP,Cdc25,Ras2_GDP_Cdc25,Ras2_Cdc25,GDP,GTP,Ras2_GTP_Cdc25,Ras2_GTP,Ira2,Ras2_GTP_Ira2,CYR1,Ras2_GTP_CYR1,ATP,cAMP,PKA,cAMP_PKA,IIcAMP_PKA,IIIcAMP_PKA,IVcAMP_PKA,C,R_2cAMP,R,R_C,Pde1,Pde1f,cAMP_Pde1f,AMP,PPA2,Pde2,cAMP_Pde2,Cdc25f,Ira2P,Ras2_GTP_Ira2P,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,K14,K15,K16,K17,K18,K19,K20,K21,K22,K23,K24,K25,K26,K27,K28,K29,K30,K31,K32,K33,K34,K35,K36,K37,K38,compartment01,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38
2.2800000000000002,19461.011868753994,0.015335812650433461,154.93386154722404,5.8069467235058555e-05,1500000.0,5000000.0,145.05074457011176,100.03519326839557,81.09256695569174,118.90743304427075,179.93915925403465,20.06084074596552,24000000.0,597.157640442292,2491.509857291323,8.475339432080876,0.014785928560417818,1.7332705099508165e-05,1.3437534505411802e-08,3.785975575161502e-09,3.342514353638983e-09,4.434612215225143e-10,8.895948622756325e-20,1399.9999999999998,1.4219343730366316e-13,5.478010127582685e-13,85.16353947429421,4000.0,6405.658544354191,94.34145564580419,1.2306762703184043e-12,4.0096604799466495e-12,3.823848108448882e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.45043200707323,154.93386154722404,232.40079232083605,87.10420085258784,290.34733617529275,145.05074457011176,145.05074457011176,1.5341209824140172,81.12110608042933,29.726858261067687,18.000248572529966,1011.0663735966622,1.626785071379678,14.87824147518798,0.050611136972089306,8.829530210887399e-05,1.0350357279704377e-07,1.3437534505411803e-09,1.7332705099508166e-06,0.0014785928560417819,0.8475339432080876,1.3437534505411802e-08,3.342514353638983e-09,1.2592000149116426e-18,-4.4479743113781626e-20,5.300365805226102e-12,8.491189750663447e-12,5.478010127582685e-14,4.108507595687014e-12,5.687737492146527e-14,382.51879418255555,94.34145564580419,160.3804745978671,5.806101211979386e-11,4.9227050812736175e-11,3.0701447782139766e-10,5.013839513151386e-10,9.559620271122204e-11,4.0096604799466495e-11
2.29,19459.89084139009,0.015336343076542113,154.91623783033847,5.8068111482717406e-05,1500000.0,5000000.0,145.06836775792686,100.47965460800691,80.58003778974226,119.41996221021662,179.7751218652545,20.224878134745648,24000000.0,604.2702639223643,2491.368739590917,8.61595882010205,0.01528335561073507,1.8216985675444544e-05,1.4352351673951195e-08,4.06378349803261e-09,3.585694118779296e-09,4.780893792533033e-10,1.034841046162267e-19,1399.9999999999998,1.5162332522682706e-13,5.927111997924216e-13,86.77823568314265,4000.0,6404.375505222542,95.62449477745216,1.3220278243482206e-12,3.860803975567058e-12,4.119071166561338e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.4435621756182,154.91623783033847,232.37435674550773,87.10216722407611,290.340557413587,145.06836775792686,145.06836775792686,1.5409904552808495,80.96654365413448,29.854990552554156,18.063742152133123,1019.3338579911806,1.6297214443907364,15.054600458005314,0.05206367710167288,9.235277328518229e-05,1.1007982741970805e-07,1.4352351673951196e-09,1.8216985675444544e-06,0.0015283355610735071,0.861595882010205,1.4352351673951195e-08,3.585694118779296e-09,1.457138797495671e-18,-5.174205230811335e-20,5.689296897245653e-12,9.162146675160125e-12,5.927111997924216e-14,4.4453339984431616e-12,6.064933009073084e-14,386.9973676798751,95.62449477745216,162.56164112166866,6.232357791461852e-11,5.2881112973928823e-11,3.2745982784079875e-10,4.849153124677474e-10,1.0297677916403345e-10,3.860803975567058e-11
2.3000000000000003,19458.7710151517,0.015336871797083805,154.8989614356772,5.80667824477387e-05,1500000.0,5000000.0,145.08564362519655,100.92513691326754,80.07033648161904,119.92966351833589,179.61047871151544,20.389521288484705,24000000.0,611.432022859091,2491.2259937576728,8.758192149677013,0.015794933454607942,1.914169075254944e-05,1.532445486765051e-08,4.36045691637272e-09,3.845226347873133e-09,5.152305684995687e-10,1.202965938769005e-19,1399.9999999999995,1.6162337416807494e-13,6.410328943800369e-13,88.41482982443445,4000.0,6403.082314367163,96.9176856328311,1.4196559718275702e-12,3.744629826880296e-12,4.427415066176885e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.43667638819187,154.8989614356772,232.3484421535158,87.10017367160805,290.3339122386935,145.08564362519655,145.08564362519655,1.5478758859419146,80.81109672098802,29.98241587958397,18.127212155017222,1027.6318729396291,1.632595830268105,15.232153487624032,0.053550391426656276,9.657528113075666e-05,1.1703842697774461e-07,1.5324454867650513e-09,1.914169075254944e-06,0.0015794933454607943,0.8758192149677013,1.532445486765051e-08,3.845226347873133e-09,1.6849805219554446e-18,-6.014829693845026e-20,6.104639682921805e-12,9.882170660889783e-12,6.410328943800369e-14,4.8077467078502765e-12,6.464934966722998e-14,391.5049572006785,96.9176856328311,164.76006557581286,6.687576870311579e-11,5.678623887310281e-11,3.491432525075667e-10,4.724090974592489e-10,1.1068537665442213e-10,3.744629826880296e-11
2.31,19457.652385942485,0.015337398810717004,154.88202401835025,5.8065479488207894e-05,1500000.0,5000000.0,145.1025805168127,101.37164553532384,79.5634646655014,120.43653533444922,179.4452294134483,20.554770586551864,24000000.0,618.6430233009323,2491.0816094599486,8.902049421899612,0.016320991001697798,2.0108453938578405e-05,1.635711458883614e-08,4.6771715219872626e-09,4.12211865561151e-09,5.550528663757263e-10,1.3973339906435565e-19,1399.9999999999995,1.7222502802690753e-13,6.93003847502546e-13,90.07349461301861,4000.0,6401.778955808679,98.22104419131571,1.523956515713582e-12,3.666562661123595e-12,4.7537529838901755e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.42977456349917,154.88202401835025,232.32303602752538,87.09821923231185,290.32739744103947,145.1025805168127,145.1025805168127,1.5547773556739015,80.6547933763347,30.109133833612304,18.190658189104948,1035.9604375622139,1.635408763270607,15.41090258165655,0.05507190767938293,0.00010096867216557639,1.2439954738469685e-07,1.6357114588836141e-09,2.0108453938578408e-06,0.00163209910016978,0.8902049421899613,1.635711458883614e-08,4.12211865561151e-09,1.947058094857461e-18,-6.986669953217782e-20,6.548040130782165e-12,1.0654581202665389e-11,6.930038475025461e-14,5.197528856269095e-12,6.889001121076301e-14,396.0415887725767,98.22104419131571,166.9757751252367,7.173564493884688e-11,6.095826062854329e-11,3.7213197112412297e-10,4.646068630205935e-10,1.188438245972544e-10,3.666562661123595e-11
2.32,19456.53494958438,0.015337924116317198,154.86541743257192,5.806420197752613e-05,1500000.0,5000000.0,145.11918657856287,101.81918563130284,79.05942369051279,120.94057630943335,179.27937360098912,20.720626399011078,24000000.0,625.9033713640134,2490.935576355994,9.047540641971194,0.016861863105640387,2.1118967320790586e-05,1.7453777819882494e-08,5.015173528568757e-09,4.4174382041516954e-09,5.977353244170264e-10,1.62192997050508e-19,1399.9999999999995,1.8346099399692053e-13,7.488783732855303e-13,91.75440303459945,4000.0,6400.465413740085,99.5345862599102,1.635349316350692e-12,3.6177871872574552e-12,5.101194137684327e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.4228566231987,154.86541743257192,232.29812614885788,87.0963029662892,290.3210098876307,145.11918657856287,145.11918657856287,1.5616949427981375,80.49766136648144,30.23514407735834,18.254079820542806,1044.3195705101582,1.6381607816122412,15.590849750917785,0.05662886190362701,0.00010553896965298793,1.3218432845809256e-07,1.7453777819882494e-09,2.1118967320790587e-06,0.0016861863105640388,0.9047540641971195,1.7453777819882494e-08,4.4174382041516954e-09,2.2483097820800464e-18,-8.1096498525254e-20,7.021242939996257e-12,1.148288546564656e-11,7.488783732855303e-14,5.616587799641477e-12,7.338439759876822e-14,400.60728807586844,99.5345862599102,169.20879664184733,7.692235101135035e-11,6.541397265402769e-11,3.964967288765614e-10,4.604501814923948e-10,1.2752985344210817e-10,3.617787187257455e-11
2.33,19455.418701821818,0.015338447712971763,154.84913372401215,5.806294930382189e-05,1500000.0,5000000.0,145.13546976477852,102.26776216680258,78.55821462682725,121.44178537311458,179.11291091400653,20.88708908599365,24000000.0,633.2131732340143,2490.787884093992,9.194675819093325,0.017417890626103168,2.2174982248954257e-05,1.8618069404607046e-08,5.375779999963138e-09,4.732312013024708e-09,6.43467986938386e-10,1.8813109548716796e-19,1399.9999999999993,1.9536554482507954e-13,8.089270651991832e-13,93.45772834222143,4000.0,6399.141672523939,100.85832747605605,1.7542783938226507e-12,3.4942207693407357e-12,5.4809848898232266e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.4159224918669,154.84913372401215,232.2737005860182,87.09442395573284,290.31474651910946,145.13546976477852,145.13546976477852,1.5686287227181333,80.33972809705001,30.360446343278646,18.31747657435732,1052.7092899340798,1.6408524273471503,15.771996999399931,0.05822189852266144,0.0001102923779439778,1.4041490876268264e-07,1.8618069404607047e-09,2.217498224895426e-06,0.0017417890626103168,0.9194675819093325,1.8618069404607046e-08,4.732312013024708e-09,2.5943567510999377e-18,-9.406554774358398e-20,7.52609199994839e-12,1.237080365792807e-11,8.089270651991833e-14,6.066952988993874e-12,7.814621793003182e-14,405.2020804432901,100.85832747605605,171.45915670929529,8.245612044587394e-11,7.017113575290603e-11,4.2231167902370964e-10,4.4668267324655037e-10,1.3702462224558067e-10,3.494220769340736e-11
2.34,19454.30363832625,0.01533896959997456,154.8331651216613,5.806172086932519e-05,1500000.0,5000000.0,145.15143784647069,102.71737991846548,78.05983827208381,121.94016172785423,178.94584100296106,21.054158997039114,24000000.0,640.5725351688855,2490.6385223120974,9.343464966370155,0.01798942048822462,2.327830991539201e-05,1.985379188037719e-08,5.760378416135997e-09,5.067926646821025e-09,6.924517693149177e-10,2.180518860668427e-19,1399.9999999999993,2.0797405772756693e-13,8.734370388369752e-13,95.18364405267243,4000.0,6397.807716689255,102.19228331073892,1.8812117624370244e-12,3.659419364899249e-12,5.861455948189133e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.40897209696084,154.8331651216613,232.24974768249194,87.09258130398779,290.30860434662594,145.15143784647069,145.15143784647069,1.5755787679583795,80.18102064167604,30.485040431963558,18.38084793513047,1061.1296134507713,1.6434842462636114,15.95434632426747,0.05985167040769396,0.00011523528688361135,1.4911445996949664e-07,1.985379188037719e-09,2.327830991539201e-06,0.0017989420488224621,0.9343464966370155,1.985379188037719e-08,5.067926646821025e-09,2.9915881696326258e-18,-1.0902594303342135e-19,8.064529782590391e-12,1.332224694079077e-11,8.734370388369752e-14,6.5507777912773134e-12,8.318962309102678e-14,409.82599086026954,102.19228331073892,173.72688162825614,8.835826940945967e-11,7.524847049748098e-11,4.4965420754957823e-10,4.698574614816823e-10,1.465363987047283e-10,3.659419364899249e-11
2.35,19453.189754694155,0.015339489776827106,154.81750404210175,5.806051609069614e-05,1500000.0,5000000.0,145.16709840705803,103.1680434743763,77.564295149857,122.43570485007719,178.77816352883033,21.221836471169837,24000000.0,647.9815634810002,2490.487480638601,9.493918100521457,0.018576805800528687,2.4430826108155802e-05,2.11649552771406e-08,6.1704408550981704e-09,5.425539869906562e-09,7.449009851915438e-10,2.5256386401606366e-19,1399.9999999999993,2.2132446844169116e-13,9.42714691699661e-13,96.93232394529339,4000.0,6396.463530935394,103.53646906459986,2.016646368573855e-12,3.931732668828992e-12,6.26003870007223e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.4020053688088,154.81750404210175,232.22625606315262,87.09077413604422,290.3025804534807,145.16709840705803,145.16709840705803,1.5825451481704498,80.02156574079802,30.608926212519297,18.444193347211524,1069.5805581469597,1.646056787671817,16.13789971534058,0.061518838943364615,0.00012037427667109493,1.5830724898695235e-07,2.1164955277140603e-09,2.4430826108155803e-06,0.0018576805800528688,0.9493918100521457,2.11649552771406e-08,5.425539869906562e-09,3.4472756040215846e-18,-1.2628193200803183e-19,8.638617197137433e-12,1.4341417509744834e-11,9.427146916996611e-14,7.070360187747457e-12,8.852978737667647e-14,414.47904395247156,103.53646906459986,176.01199740981974,9.465141441529469e-11,8.06658547429542e-11,4.786058956895705e-10,5.070364586342187e-10,1.5650096750180576e-10,3.931732668828992e-11
2.36,19452.07704645457,0.015340008243230084,154.8021430755731,5.80593343979531e-05,1500000.0,5000000.0,145.18245885630182,103.61975723762238,77.0715855197668,122.92841448016344,178.6098781641261,21.39012183587408,24000000.0,655.4403645495555,2490.3347486919,9.646045241884753,0.019180405885413296,2.5634469630439638e-05,2.2555760841446944e-08,6.6075156386254524e-09,5.8064738623243415e-09,8.01041776301036e-10,2.9233012862165787e-19,1399.999999999999,2.3545592826880887e-13,1.0170844003194602e-12,98.70394205732757,4000.0,6395.109100125569,104.89089987442553,2.1611051582408215e-12,4.330111397890264e-12,6.674741073433849e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.39502224055985,154.8021430755731,232.20321461335965,87.08900159692965,290.2966719897655,145.18245885630182,145.18245885630182,1.5895279301866274,79.86138981476888,30.73210362004086,18.507512215608056,1078.0621405280535,1.6485706043518003,16.32265915533045,0.06322407409802448,0.00012571612225743733,1.6801866119609867e-07,2.2555760841446944e-09,2.563446963043964e-06,0.0019180405885413296,0.9646045241884753,2.2555760841446944e-08,5.8064738623243415e-09,3.969672048076055e-18,-1.4616506431082893e-19,9.250521894075627e-12,1.543273194598621e-11,1.0170844003194602e-13,7.628133002395952e-12,9.418237130752356e-14,419.16126399204836,104.89089987442553,178.3145297865234,1.0135934436378613e-10,8.644420632963286e-11,5.092517066155181e-10,5.608563648265636e-10,1.668685268358462e-10,4.3301113978902634e-11
2.37,19450.965509068872,0.015340524999082755,154.78707498689832,5.805817523454389e-05,1500000.0,5000000.0,145.1975264293798,104.0725254272834,76.58170937809759,123.41829062182839,178.44098459301026,21.559015406989918,24000000.0,662.949044808239,2490.1803160806303,9.799856414173883,0.019800586382092474,2.689124603372424e-05,2.403062381781986e-08,7.073238133310024e-09,6.2121240993028815e-09,8.611140340070578e-10,3.381129068848484e-19,1399.999999999999,2.5040966513916705e-13,1.0968908602945183e-12,100.49867268204582,4000.0,6393.744409288904,106.25559071109153,2.3151408347409304e-12,4.774878578420403e-12,7.112488728073309e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.38802264816746,154.78707498689832,232.18061248034746,87.08726285181584,290.29087617271944,145.1975264293798,145.1975264293798,1.5965271780349166,79.70051896516888,30.854572655457098,18.570803906325544,1086.5743765122918,1.6510262523760302,16.508626619459328,0.0649680544903447,0.00013126779828651232,1.7827525871760833e-07,2.403062381781986e-09,2.689124603372424e-06,0.0019800586382092474,0.9799856414173883,2.403062381781986e-08,6.2121240993028815e-09,4.568148466850359e-18,-1.690564534424242e-19,9.902533386634026e-12,1.6600884831476177e-11,1.0968908602945184e-13,8.226681452208886e-12,1.0016386605566682e-13,423.87267488860977,106.25559071109153,180.6345042088556,1.0850718640850786e-10,9.260563338963722e-11,5.416806670872258e-10,6.211670903310602e-10,1.7781221820183272e-10,4.7748785784204023e-11
2.38,19449.8551379317,0.015341040044481129,154.77229271413114,5.8057038057241755e-05,1500000.0,5000000.0,145.21230818823858,104.52635207980296,76.09466645987628,123.90533354004522,178.2714825115411,21.72851748845906,24000000.0,670.50771073665,2490.0241724037824,9.955361644268091,0.02043771933938253,2.820323066612472e-05,2.5594191572028592e-08,7.569339333327931e-09,6.643966407894842e-09,9.253729254329942e-10,3.908124816922866e-19,1399.999999999999,2.66229284807579e-13,1.1825013222390909e-12,102.31669036639963,4000.0,6392.369443621244,107.63055637875168,2.4793388410969536e-12,5.325575576866712e-12,7.571024163837083e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.38100653036724,154.77229271413114,232.1584390711967,87.08555708586263,290.2851902862088,145.21230818823858,145.21230818823858,1.6035429529597907,79.53897897780202,30.976333385011305,18.634067746789782,1095.1172814183365,1.653424290951881,16.695804075173818,0.0667514674565365,0.00013703648406927538,1.8910483629320973e-07,2.559419157202859e-09,2.820323066612472e-06,0.002043771933938253,0.9955361644268091,2.5594191572028592e-08,6.643966407894842e-09,5.253346261857523e-18,-1.954062408461433e-19,1.0597075066659097e-11,1.785087882873854e-11,1.182501322239091e-13,8.86875991679318e-12,1.0649171392303161e-13,428.6133001825393,107.63055637875168,182.97194584387785,1.1612153782284988e-10,9.917355364387815e-11,5.759863518912112e-10,6.958287347189622e-10,1.8927560409592706e-10,5.325575576866712e-11
2.39,19448.745928377455,0.015341553379710588,154.757789356664,5.805592233523058e-05,1500000.0,5000000.0,145.22681103348603,104.9812410522178,75.61045624766537,124.38954375225104,178.10137162858868,21.898628371411498,24000000.0,678.1164688693973,2489.8663072506793,10.112570962198937,0.021092183253565887,2.9572567472331855e-05,2.725132911205534e-08,8.09763821934811e-09,7.1035507896088796e-09,9.940874297391252e-10,4.51407351155291e-19,1399.9999999999989,2.8296025631783e-13,1.274303642287321e-12,104.1581699068743,4000.0,6390.984188479667,109.01581152032753,2.6543146775726574e-12,5.780292119442292e-12,8.068385347118672e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.3739738286317,154.757789356664,232.136684034996,87.08388350284588,290.2796116761529,145.22681103348603,145.22681103348603,1.610575313470864,79.37679533404325,31.09738593806276,18.69730302667149,1103.6908699191395,1.6557652823604925,16.884193482297167,0.06857500912077548,0.00014302956828654337,2.0053645029739677e-07,2.7251329112055343e-09,2.9572567472331856e-06,0.002109218325356589,1.0112570962198937,2.725132911205534e-08,7.1035507896088796e-09,6.037320273321801e-18,-2.257036755776455e-19,1.1336693507087344e-11,1.9188000984462643e-11,1.274303642287321e-13,9.557277317154908e-12,1.13184102527132e-13,433.3831630491983,109.01581152032753,185.3268795845568,1.2423034899171362e-10,1.0617258710290629e-10,6.122661202934431e-10,7.585278004292577e-10,2.017096336779668e-10,5.780292119442292e-11
2.4,19447.637875678873,0.015342065005246444,154.7435581783642,5.805482755034614e-05,1500000.0,5000000.0,145.24104170125491,105.43719602274275,75.12907797078248,124.87092202912821,177.93065166579083,22.069348334209376,24000000.0,685.7754257799834,2489.7067102011524,10.271494400851028,0.0217643631851524,3.100147393727411e-05,2.9007152020341448e-08,8.6600577638952e-09,7.592514524841155e-09,1.0675432390539272e-09,5.210435593622232e-19,1399.9999999999989,3.0065012333003236e-13,1.3727109102205902e-12,106.023286347879,4000.0,6389.588629386016,110.41137061397993,2.840719478023354e-12,6.129264818657198e-12,8.607159105534742e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.36692448715814,154.7435581783642,232.1153372675463,87.0822413255192,290.2741377517307,145.24104170125491,145.24104170125491,1.6176243153518313,79.21399321013317,31.217730507282052,18.760508998140345,1112.2951560441525,1.6580497917651744,17.07379679255477,0.0704393844614033,0.00014925465430128083,2.1260048989141209e-07,2.900715202034145e-09,3.1001473937274108e-06,0.00217643631851524,1.027149440085103,2.9007152020341448e-08,7.592514524841155e-09,6.933739586747094e-18,-2.605217796811116e-19,1.212408086945327e-11,2.0617846633745747e-11,1.3727109102205902e-13,1.0295331826654426e-11,1.2026004933201294e-13,438.1822862876135,110.41137061397993,187.69933004376588,1.3286316916286934e-10,1.1362877912093417e-10,6.506221549751626e-10,8.078156202000748e-10,2.1517897763836854e-10,6.129264818657198e-11
2.41,19446.53097505021,0.015342574921749895,154.72959260200017,5.8053753196647285e-05,1500000.0,5000000.0,145.2550067687766,105.8942204928882,74.65053061006712,125.34946938983731,177.75932235806872,22.240677641931487,24000000.0,693.4846880793142,2489.5453708256,10.43214199583156,0.022454650829504128,3.249224241039898e-05,3.086703128790379e-08,9.258626891015233e-09,8.11258382830653e-09,1.1460430627085747e-09,6.010324828751044e-19,1399.9999999999989,3.193485231560359e-13,1.4781619238459202e-12,107.91221497868727,4000.0,6388.182752025162,111.81724797483304,3.0392406797278036e-12,6.479790723716873e-12,9.180296747392343e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.35985845283784,154.72959260200017,232.09438890300027,87.08062979497093,290.26876598323645,145.2550067687766,145.2550067687766,1.62469001169244,79.05059748333547,31.337367347459328,18.82368487645172,1120.930153153347,1.660278387097642,17.264615949462918,0.07234530737978365,0.00015571956526428584,2.2532872592973e-07,3.0867031287903797e-09,3.249224241039898e-06,0.002245465082950413,1.043214199583156,3.086703128790379e-08,8.11258382830653e-09,7.9580888389913e-18,-3.005162414375522e-19,1.2962077647421313e-11,2.2146331096945323e-11,1.4781619238459203e-13,1.1086214428844401e-11,1.2773940926241438e-13,443.01069231818246,111.81724797483304,190.08932155721615,1.420511767479295e-10,1.2156962718911215e-10,6.911614101349233e-10,8.577154845563075e-10,2.2950741868480857e-10,6.479790723716872e-11
2.42,19445.425221651403,0.015343083130062959,154.71588620174992,5.80526987798398e-05,1500000.0,5000000.0,145.26871266187274,106.35231778991307,74.17481290386638,125.8251870960313,177.58738345427304,22.412616545727154,24000000.0,701.2443624174439,2489.3822786850155,10.594523785382952,0.0231634445764513,3.404724051089436e-05,3.2836590668071244e-08,9.895478631107352e-09,8.665572411596734e-09,1.229906219510478e-09,6.928177176467689e-19,1399.9999999999986,3.3910765564796823e-13,1.5911200198600633e-12,109.82513133010083,4000.0,6386.766542242089,113.23345775790686,3.250601362179518e-12,6.81115853670775e-12,9.792652589970714e-11,1.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,0.01,0.25,0.001,2.1e-06,0.001,1e-05,1e-05,1e-05,1e-05,0.1,0.1,0.1,0.1,1.0,1.0,0.75,1.0,1e-06,0.1,0.1,7.5,0.0001,0.0001,1.0,1.7,1.0,0.01,0.001,1.25,2.5,10.0,1.0,298.3527756752204,154.71588620174992,232.0738293026249,87.0790481697597,290.263493899199,145.26871266187274,145.26871266187274,1.63177245292551,78.88663273959342,31.456296774007825,18.886829840607998,1129.5958739046484,1.6624516389654116,17.456652888297576,0.07429350076997314,0.00016243234923405393,2.3875435464135483e-07,3.2836590668071246e-09,3.404724051089436e-06,0.0023163444576451303,1.0594523785382952,3.2836590668071244e-08,8.665572411596734e-09,9.127883035073973e-18,-3.4640885882338446e-19,1.3853670083550279e-11,2.3779733177573362e-11,1.5911200198600634e-13,1.1933400148950475e-11,1.3564306225918731e-13,447.8684031823616,113.23345775790686,192.49687818844166,1.5182715124884172e-10,1.3002405448718072e-10,7.339952760565956e-10,9.054781215167775e-10,2.4481631474926787e-10,6.81115853670775e-11
