T,GABA,H,HG,N,NG,NMDA,Q,U,V,VGABA
884.0,0.99999988,0.99751806,0.184949,0.00014259112,0.69265598,0.0,0.054153241,86.13665,-70.186653,20.678108
885.0,0.94652754,0.99748623,0.1217091,0.00014411032,0.72732037,0.0,0.054127216,86.013687,-70.11454,-39.884659
886.0,0.85645354,0.99745339,0.59034824,0.00014564607,0.64589977,0.0,0.054100394,85.891121,-70.042397,-79.274239
887.0,0.77495116,0.99741966,0.91216248,0.00014719857,0.55622345,0.0,0.054072782,85.768936,-69.97023,-84.628502
888.0,0.70120484,0.99738491,0.98384374,0.00014876798,0.47689852,0.0,0.054044388,85.647141,-69.898033,-85.364243
889.0,0.63447636,0.99734914,0.99626088,0.00015035458,0.40911162,0.0,0.054015215,85.525726,-69.825813,-84.944077
890.0,0.57409793,0.99731249,0.99827522,0.00015195848,0.35175884,0.0,0.053985275,85.404686,-69.753555,-84.065353
891.0,0.51946527,0.99727482,0.99846745,0.00015357987,0.30342695,0.0,0.053954575,85.284035,-69.681274,-82.957962
892.0,0.47003162,0.99723619,0.99827886,0.0001552193,0.26277396,0.0,0.053923123,85.163757,-69.608963,-81.7323
893.0,0.42530221,0.99719656,0.99796081,0.00015687662,0.22861716,0.0,0.053890925,85.043854,-69.536621,-80.453506
894.0,0.38482934,0.99715596,0.997554,0.00015855217,0.19994546,0.0,0.05385799,84.924332,-69.464241,-79.162819
895.0,0.34820798,0.99711436,0.99706227,0.00016024619,0.17590748,0.0,0.053824324,84.805176,-69.39183,-77.886436
896.0,0.31507161,0.99707174,0.99648124,0.00016195892,0.15579166,0.0,0.053789936,84.686394,-69.319382,-76.640533
897.0,0.28508857,0.99702817,0.9958058,0.00016369055,0.13900504,0.0,0.053754829,84.567978,-69.246902,-75.434677
898.0,0.2579588,0.99698359,0.99502993,0.00016544141,0.12505357,0.0,0.053719014,84.449928,-69.174385,-74.27404
899.0,0.23341078,0.99693793,0.99414903,0.00016721158,0.11352488,0.0,0.053682499,84.332253,-69.10183,-73.161026
900.0,0.21119879,0.99689132,0.99315703,0.00016900168,0.10407372,0.0,0.053645287,84.214935,-69.029228,-72.096252
901.0,0.19110057,0.99684364,0.99205112,0.00017081159,0.096409872,0.0,0.053607389,84.097977,-68.956589,-71.079254
902.0,0.17291495,0.99679488,0.99082804,0.00017264168,0.090288326,0.0,0.05356881,83.981384,-68.883911,-70.108879
903.0,0.15645991,0.99674511,0.98948497,0.00017449229,0.085501269,0.0,0.053529557,83.86515,-68.811188,-69.183586
904.0,0.14157078,0.99669427,0.98802114,0.00017636352,0.081871532,0.0,0.053489637,83.749268,-68.738411,-68.301598
905.0,0.12809853,0.99664229,0.9864347,0.00017825604,0.079247378,0.0,0.053449053,83.633751,-68.665596,-67.460991
906.0,0.11590835,0.9965893,0.98472703,0.00018016974,0.077498205,0.0,0.053407818,83.518578,-68.592735,-66.659798
907.0,0.10487821,0.99653518,0.98289895,0.00018210502,0.076511122,0.0,0.053365935,83.403763,-68.519814,-65.896004
908.0,0.094897725,0.99647993,0.98095214,0.00018406226,0.076188132,0.0,0.05332341,83.289299,-68.446846,-65.167587
909.0,0.08586701,0.9964236,0.97888923,0.00018604164,0.076443888,0.0,0.053280253,83.175179,-68.373825,-64.472557
910.0,0.077695683,0.99636608,0.9767127,0.0001880436,0.07720384,0.0,0.05323647,83.061409,-68.300751,-63.808903
911.0,0.070301957,0.99630743,0.97442609,0.00019006824,0.07840272,0.0,0.05319206,82.94799,-68.227615,-63.17466
912.0,0.063611843,0.99624759,0.97203189,0.00019211635,0.079983339,0.0,0.053147037,82.834908,-68.154427,-62.567863
913.0,0.057558376,0.99618655,0.96953386,0.00019418779,0.081895567,0.0,0.053101406,82.722168,-68.081177,-61.986584
914.0,0.05208097,0.99612427,0.9669345,0.0001962831,0.084095515,0.0,0.053055171,82.609772,-68.007858,-61.428894
915.0,0.047124811,0.99606085,0.96423644,0.0001984025,0.086544834,0.0,0.05300834,82.497711,-67.934479,-60.892899
916.0,0.042640291,0.99599612,0.96144098,0.00020054659,0.089210168,0.0,0.052960917,82.385994,-67.861023,-60.376694
917.0,0.03858253,0.99593014,0.95854908,0.00020271553,0.092062689,0.0,0.052912913,82.274612,-67.787506,-59.878391
918.0,0.034910917,0.9958629,0.95556027,0.00020490969,0.095077701,0.0,0.052864328,82.163559,-67.713921,-59.396088
919.0,0.031588703,0.99579436,0.95247269,0.00020712956,0.098234341,0.0,0.052815169,82.052841,-67.640251,-58.92786
920.0,0.02858264,0.9957245,0.94928294,0.0002093754,0.10151533,0.0,0.052765444,81.942451,-67.566513,-58.471741
921.0,0.025862642,0.99565327,0.94598532,0.0002116478,0.10490679,0.0,0.052715156,81.832397,-67.492691,-58.025692
922.0,0.023401486,0.99558067,0.94257188,0.00021394706,0.10839815,0.0,0.052664313,81.722664,-67.418793,-57.587578
923.0,0.021174541,0.9955067,0.9390316,0.00021627355,0.11198211,0.0,0.052612923,81.613258,-67.344803,-57.155094
924.0,0.019159516,0.99543136,0.93534976,0.0002186277,0.11565474,0.0,0.052560985,81.504181,-67.270729,-56.725735
925.0,0.017336247,0.99535453,0.93150687,0.00022101008,0.11941557,0.0,0.052508511,81.395424,-67.196564,-56.296661
926.0,0.015686484,0.99527627,0.92747742,0.00022342095,0.12326804,0.0,0.0524555,81.286987,-67.122307,-55.864605
927.0,0.014193718,0.99519652,0.92322767,0.00022586109,0.12722,0.0,0.052401964,81.178871,-67.047951,-55.425648
928.0,0.012843007,0.99511528,0.91871297,0.00022833068,0.1312847,0.0,0.052347902,81.071075,-66.973503,-54.974945
929.0,0.011620834,0.99503249,0.91387331,0.00023083028,0.13548224,0.0,0.052293327,80.963593,-66.898949,-54.506256
930.0,0.010514965,0.99494815,0.90862572,0.00023336045,0.1398419,0.0,0.052238237,80.856422,-66.824287,-54.011204
931.0,0.0095143337,0.9948622,0.90285295,0.00023592162,0.14440607,0.0,0.052182641,80.749565,-66.749519,-53.477978
932.0,0.0086089252,0.99477464,0.89638209,0.00023851442,0.14923696,0.0,0.052126545,80.643021,-66.674637,-52.888947
933.0,0.0077896775,0.99468541,0.88894498,0.00024113928,0.15442923,0.0,0.052069951,80.536789,-66.59964,-52.215851
934.0,0.0070483917,0.99459451,0.88009447,0.00024379691,0.16013533,0.0,0.052012865,80.430862,-66.524521,-51.408871
935.0,0.0063776481,0.99450189,0.86900222,0.00024648756,0.16662471,0.0,0.05195529,80.325249,-66.44928,-50.367428
936.0,0.005770735,0.99440753,0.85384285,0.00024921255,0.17445809,0.0,0.051897235,80.219933,-66.373909,-48.83643
937.0,0.0052215774,0.99431145,0.82890081,0.00025197177,0.18525366,0.0,0.051838703,80.114922,-66.298409,-45.76849
938.0,0.93832964,0.99421346,0.59802628,0.00025476608,0.32277772,0.0,0.051779699,80.010216,-66.222771,52.25491
939.0,0.99999964,0.99411368,0.22165942,0.00025759608,0.66495454,0.0,0.051720228,79.905807,-66.146996,29.274937
940.0,0.96449041,0.994012,0.10854734,0.00026046252,0.73351139,0.0,0.051660292,79.801697,-66.071068,-22.458141
941.0,0.87270719,0.99390835,0.48473018,0.00026336603,0.66320091,0.0,0.051599897,79.697884,-65.995003,-76.631775
942.0,0.78965813,0.99380279,0.87989706,0.00026630735,0.57242239,0.0,0.051539052,79.59436,-65.91877,-84.197113
943.0,0.71451223,0.9936952,0.97789359,0.00026928721,0.49091238,0.0,0.051477756,79.491135,-65.842384,-85.351982
944.0,0.6465174,0.99358559,0.99526703,0.00027230632,0.42101789,0.0,0.051416013,79.388206,-65.765839,-85.068428
945.0,0.58499312,0.99347389,0.99812776,0.00027536546,0.36181056,0.0,0.051353835,79.285561,-65.689117,-84.252251
946.0,0.52932364,0.99336004,0.99847537,0.00027846539,0.31188941,0.0,0.051291216,79.183205,-65.612221,-83.177444
947.0,0.47895184,0.99324399,0.99832672,0.00028160706,0.26988831,0.0,0.051228166,79.081139,-65.535149,-81.968124
948.0,0.43337351,0.99312574,0.99802828,0.00028479105,0.23459247,0.0,0.05116469,78.979355,-65.457886,-80.695633
949.0,0.39213258,0.99300528,0.99763691,0.00028801884,0.20495912,0.0,0.051100791,78.877861,-65.380432,-79.404823
950.0,0.35481623,0.99288243,0.99716115,0.00029129078,0.18010826,0.0,0.05103647,78.776642,-65.30278,-78.124275
951.0,0.321051,0.9927572,0.99659735,0.00029460786,0.15930362,0.0,0.050971735,78.675705,-65.224922,-76.871765
952.0,0.29049894,0.99262959,0.99594021,0.00029797113,0.14193153,0.0,0.050906587,78.57505,-65.146851,-75.657883
953.0,0.26285431,0.99249953,0.99518359,0.00030138172,0.12748078,0.0,0.050841033,78.47467,-65.068565,-74.488503
954.0,0.23784041,0.99236691,0.99432296,0.00030484033,0.11552477,0.0,0.050775077,78.374565,-64.990051,-73.366455
955.0,0.21520691,0.99223167,0.99335194,0.00030834868,0.10570668,0.0,0.050708722,78.274734,-64.911308,-72.292625
956.0,0.19472726,0.9920938,0.99226785,0.00031190724,0.097726747,0.0,0.050641969,78.175171,-64.832321,-71.266724
957.0,0.1761965,0.99195325,0.99106681,0.00031551745,0.09133213,0.0,0.05057482,78.075882,-64.75309,-70.287704
958.0,0.15942919,0.9918099,0.98974657,0.0003191804,0.086308546,0.0,0.050507288,77.97686,-64.673599,-69.354073
959.0,0.14425749,0.99166375,0.98830509,0.00032289745,0.082473509,0.0,0.050439369,77.878105,-64.593842,-68.464088
960.0,0.13052957,0.99151468,0.98674214,0.00032666969,0.079670854,0.0,0.050371069,77.779617,-64.513817,-67.61586
961.0,0.11810804,0.99136263,0.98505712,0.00033049882,0.077766284,0.0,0.05030239,77.681389,-64.433502,-66.807411
962.0,0.10686857,0.99120754,0.98325139,0.00033438596,0.076643817,0.0,0.050233334,77.58342,-64.352905,-66.036743
963.0,0.096698686,0.99104935,0.98132682,0.00033833247,0.07620284,0.0,0.05016391,77.485718,-64.271996,-65.301834
964.0,0.087496586,0.99088794,0.97928566,0.00034233992,0.076355778,0.0,0.050094116,77.388268,-64.190781,-64.600685
965.0,0.079170182,0.99072331,0.97713012,0.0003464102,0.077026173,0.0,0.050023958,77.291077,-64.109245,-63.93129
966.0,0.071636148,0.99055529,0.97486377,0.00035054452,0.078147121,0.0,0.049953438,77.194138,-64.027374,-63.291668
967.0,0.06481906,0.9903838,0.97248954,0.00035474478,0.079659991,0.0,0.049882561,77.09745,-63.94516,-62.679867
968.0,0.058650713,0.9902088,0.97001082,0.0003590126,0.081513405,0.0,0.049811326,77.001015,-63.862587,-62.093937
969.0,0.053069357,0.99003017,0.96743065,0.00036334974,0.083662339,0.0,0.049739737,76.904823,-63.779648,-61.531963
970.0,0.048019141,0.98984784,0.96475077,0.00036775871,0.08606746,0.0,0.049667802,76.808884,-63.696327,-60.992035
971.0,0.043449514,0.98966169,0.96197355,0.00037224084,0.088694513,0.0,0.049595516,76.713188,-63.612614,-60.472256
972.0,0.039314747,0.98947167,0.95909977,0.00037679853,0.091513842,0.0,0.049522888,76.617737,-63.528488,-59.970737
973.0,0.035573453,0.98927754,0.95612931,0.00038143381,0.094500013,0.0,0.049449917,76.522522,-63.443943,-59.485573
974.0,0.032188192,0.98907936,0.95306051,0.00038614913,0.097631447,0.0,0.049376607,76.427551,-63.358959,-59.014851
975.0,0.02912508,0.98887688,0.94989032,0.00039094663,0.10089021,0.0,0.049302962,76.332817,-63.273521,-58.556606
976.0,0.026353462,0.98867005,0.94661343,0.00039582924,0.1042618,0.0,0.049228981,76.238312,-63.187614,-58.108826
977.0,0.023845598,0.98845875,0.94322246,0.00040079924,0.10773504,0.0,0.049154669,76.144043,-63.101223,-57.669392
978.0,0.021576388,0.98824281,0.93970704,0.00040585938,0.111302,0.0,0.049080029,76.050003,-63.014324,-57.236034
979.0,0.019523123,0.98802215,0.93605316,0.00041101256,0.11495811,0.0,0.049005061,75.9562,-62.926903,-56.80629
980.0,0.017665252,0.9877966,0.93224227,0.00041626202,0.11870223,0.0,0.04892977,75.862617,-62.838936,-56.377396
981.0,0.015984181,0.98756599,0.92825019,0.00042161043,0.12253702,0.0,0.048854154,75.769257,-62.750408,-55.946175
982.0,0.014463085,0.98733014,0.92404479,0.00042706213,0.12646943,0.0,0.048778217,75.676117,-62.661297,-55.508854
983.0,0.01308674,0.98708904,0.91958398,0.00043261977,0.13051166,0.0,0.048701961,75.583206,-62.571575,-55.060787
984.0,0.011841372,0.98684233,0.91481084,0.00043828724,0.13468231,0.0,0.048625387,75.490501,-62.48122,-54.596035
985.0,0.010714516,0.98659003,0.90964758,0.00044406849,0.13900875,0.0,0.048548501,75.398018,-62.390209,-54.106705
986.0,0.0096948957,0.98633176,0.90398461,0.00044996775,0.14353046,0.0,0.048471298,75.305748,-62.298519,-53.581772
987.0,0.0087723034,0.98606747,0.89766169,0.00045598915,0.14830527,0.0,0.048393782,75.213692,-62.206116,-53.004963
988.0,0.0079375086,0.98579699,0.89043307,0.00046213769,0.15342025,0.0,0.048315957,75.121841,-62.112972,-52.350582
989.0,0.0071821548,0.98551995,0.88189542,0.00046841803,0.15901405,0.0,0.048237823,75.03019,-62.019062,-51.574238
990.0,0.0064986828,0.98523623,0.87131834,0.00047483525,0.16532674,0.0,0.048159383,74.938751,-61.924347,-50.588894
991.0,0.0058802515,0.9849456,0.85715711,0.00048139491,0.17283812,0.0,0.048080631,74.847504,-61.828796,-49.185654
992.0,0.0053206719,0.98464787,0.83500469,0.0004881029,0.18281871,0.0,0.048001576,74.756462,-61.732376,-46.612556
993.0,0.41509652,0.98434263,0.72088873,0.00049496535,0.22344336,0.0,0.047922216,74.665611,-61.63504,26.772778
994.0,0.99999666,0.98402977,0.26641372,0.00050198886,0.62799209,0.0,0.047842551,74.574959,-61.536755,37.077496
995.0,0.98266327,0.98370892,0.11289073,0.00050918048,0.7335996,0.0,0.047762584,74.484489,-61.437477,-10.258359
996.0,0.8892135,0.98337978,0.37381515,0.00051654776,0.68014514,0.0,0.047682311,74.394211,-61.337154,-72.797142
997.0,0.80459362,0.98304206,0.83700401,0.00052409864,0.58893293,0.0,0.047601737,74.304115,-61.235744,-83.597466
998.0,0.72802645,0.9826954,0.96964294,0.00053184177,0.50529295,0.0,0.047520861,74.214195,-61.133194,-85.296707
999.0,0.65874553,0.9823395,0.99389344,0.00053978624,0.43325964,0.0,0.047439683,74.124458,-61.029446,-85.175407
1000.0,0.59605759,0.98197389,0.99791861,0.00054794201,0.37215349,0.0,0.047358204,74.034897,-60.924446,-84.430176
