Time,species_1,species_2,species_3,species_4,species_5,species_6,parameter_1,parameter_2,parameter_13,compartment_1,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14
0.1,0.010966373955937374,7.869805342801167e-08,0.0023019301181579853,1.742849515585431e-17,0.0,0.0,0.084,0.032,2.0,1.0,8.835339273654451e-07,5.702694509158128e-16,1.7201465583150727e-19,0.00019336212992527077,0.000350923966589996,6.61063648795298e-09,1.463993593091762e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.11,0.011062840348595442,8.756046290071318e-08,0.0023319838725152937,2.385351316919158e-17,0.0,0.0,0.084,0.032,2.0,1.0,9.029427846997615e-07,7.15157391530404e-16,2.374988471494968e-19,0.00019588664529128467,0.00035401089115505414,7.355078883659907e-09,2.003695106212093e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.12,0.011159275681936098,9.661039078378644e-08,0.0023620123923189635,3.183174139409725e-17,0.0,0.0,0.084,0.032,2.0,1.0,9.225421607512852e-07,8.818400941286416e-16,3.196972598875453e-19,0.00019840904095479295,0.00035709682182195516,8.115272825838061e-09,2.673866277104169e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.13,0.011255679963993598,1.0584958225765698e-07,0.002392015698757059,4.158469217469698e-17,0.0,0.0,0.084,0.032,2.0,1.0,9.423317110920293e-07,1.072018582894198e-15,4.2125758786762035e-19,0.00020092931869559297,0.00036018175884779515,8.891364909643188e-09,3.493114142674546e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.14,0.011352053202803067,1.1527977758969343e-07,0.002421993812999844,5.3349855662150235e-17,0.0,0.0,0.084,0.032,2.0,1.0,9.623110917711932e-07,1.2874764106274884e-15,5.450673598547345e-19,0.00020344748029198692,0.0003632657024896981,9.683501317534248e-09,4.48138787562062e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.15,0.011448395406400509,1.2490271214348895e-07,0.002451946756199792,6.73813378668757e-17,0.0,0.0,0.084,0.032,2.0,1.0,9.824799593145715e-07,1.5300822044828555e-15,6.942673790210344e-19,0.00020596352752078254,0.0003663486530048163,1.0491827820053072e-08,5.66003238081756e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.16,0.011544706582822768,1.3472011641224623e-07,0.002481874549491648,8.395535373425839e-17,0.0,0.0,0.084,0.032,2.0,1.0,1.0028379707239784e-06,1.8017922549722447e-15,8.723159324271962e-19,0.00020847746215729845,0.00036943061065032855,1.1316489778628683e-08,7.052249713677706e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.17,0.011640986740107476,1.4473371611930735e-07,0.0025117772139925977,1.0338924488395114e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.0233847834767175e-06,2.1046531499876754e-15,1.08319754588742e-18,0.00021098928597537822,0.00037251157568343924,1.2157632154021818e-08,8.684696570251896e-18,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.18,0.011737235886293164,1.5494523204899774e-07,0.002541654770801977,1.2600617599740358e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.0441200555248816e-06,2.440804444514328e-15,1.3310677897301678e-18,0.00021349900074736606,0.00037559154836138125,1.3015399492115812e-08,1.0584518783781901e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.19,0.01183345402941921,1.6535638011511786e-07,0.0025715072410013896,1.521476991877652e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.0650434452948e-06,2.812481378820137e-15,1.62038952361829e-18,0.00021600660824411675,0.00037867052894141476,1.3889935929669902e-08,1.2780406731772278e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.2,0.011929641177525837,1.759688713843013e-07,0.00260133464565475,1.8217722755493868e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.0861546116864623e-06,3.222017638852271e-15,1.955978059902202e-18,0.00021851211023499902,0.0003817485176808268,1.4781385196281309e-08,1.530288711461485e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.21,0.012025797338654092,1.8678441208587784e-07,0.002631137005808294,2.164807902775264e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.107453214072929e-06,3.6718481594302675e-15,2.3430187004302905e-18,0.0002210155084878967,0.00038482551483693094,1.568989061521374e-08,1.8184386383312217e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.22,0.012121922520845856,1.9780470362173573e-07,0.002660914342490599,2.5546778770477773e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.1289389122997489e-06,4.164511970648938e-15,2.787084656216292e-18,0.00022351680476921033,0.0003879015206670674,1.6615595104225804e-08,2.1459294167201332e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.23,0.012218016732143826,2.0903144257618413e-07,0.002690666676712601,2.995717464485355e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.1506113666843734e-06,4.702655087568595e-15,3.2941553495271797e-18,0.00022601600084385848,0.00039097653542860246,1.755864117639947e-08,2.5164026701676986e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.24,0.012314079980591518,2.2046632072581568e-07,0.0027203940294676086,3.4925107447518317e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.172470238015572e-06,5.2890334432652776e-15,3.870635097955438e-18,0.00022851309847527913,0.0003940505593789286,1.8519170940968517e-08,2.933709025591539e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.25,0.012410112274233259,2.3211102504936912e-07,0.0027500964217313214,4.049898161975915e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.1945151875528494e-06,5.926515865308804e-15,4.5233721800398816e-18,0.00023100809942543102,0.0003971235927754643,1.9497326104147006e-08,3.401914456059769e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.26,0.012506113621114194,2.4396723770315494e-07,0.002779773874461791,4.673051533964512e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.2167458770258394e-06,6.618087093863247e-15,5.259754209697394e-18,0.00023350100545479045,0.0004001956358756542,2.0493247967065016e-08,3.92536328853019e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.27,0.012602084029280352,2.560366359005517e-07,0.0028094264085992307,5.367736980259737e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.239161968633639e-06,7.366850837135821e-15,6.08802052250779e-18,0.0002359918183223354,0.00040326668893697127,2.1507077415646343e-08,4.508899063418179e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.28,0.012698023506778509,2.683208921768014e-07,0.002839054045066438,6.139823080429358e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.2617631250443887e-06,8.17603289119953e-15,7.01672560224779e-18,0.00023848053978558082,0.0004063367522169123,2.253895494285132e-08,5.157451387560661e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.29,0.012793932061656233,2.80821674314279e-07,0.002868656804768675,6.995454135613616e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.2845490093946398e-06,9.048984286678932e-15,8.054942845632546e-18,0.00024096717160056871,0.00040940582597299947,2.358902064239944e-08,5.876181473915438e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.3,0.01288980970196187,2.935406453322432e-07,0.0028982347085936533,7.9410971174224975e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.3075192852887588e-06,9.989184481827416e-15,9.212330760153654e-18,0.0002434517155218669,0.00041247391046277983,2.465741420790843e-08,6.670521578634899e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.31,0.012985656435744558,3.0647946349586816e-07,0.0029277877774115503,8.983550845067377e-16,0.0,0.0,0.084,0.032,2.0,1.0,1.3306736167983495e-06,1.1000244600280835e-14,1.0499157436237888e-17,0.0002459341733025702,0.0004155410059438259,2.574427493365293e-08,7.546182709856597e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.32,0.013081472271054218,3.1963978232527624e-07,0.002957316032075024,1.012995516249272e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.354011668461673e-06,1.2085910712535591e-14,1.1926325480865393e-17,0.000248414546694302,0.00041860711267373496,2.6849741715323207e-08,8.509162336493886e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.33,0.013177257215941535,3.330232506045703e-07,0.0029868194934192264,1.1387800115507762e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.377533105283067e-06,1.3250067161179256e-14,1.3505397412119707e-17,0.00025089283744721505,0.0004216722309101291,2.7973953050783904e-08,9.565752097026521e-17,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.34,0.013273011278457973,3.466315123908659e-07,0.003016298182261822,1.2764935128918163e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.4012375927323708e-06,1.4496739929897508e-14,1.5248621514142364e-17,0.0002533690473099931,0.00042473636091065514,2.911704704083274e-08,1.0722545508291257e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.35,0.013368734466655754,3.604662070233237e-07,0.0030457521194030006,1.4269578183657707e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.4251247967443447e-06,1.583010005627668e-14,1.7168958151965343e-17,0.00025584317802985205,0.00042779950293298413,3.027916138995919e-08,1.1986445674272474e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.36,0.01346442678858787,3.7452896911902726e-07,0.0030751813256254756,1.5910435719177882e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.4491943837180886e-06,1.7254467087204893e-14,1.928024072238636e-17,0.00025831523135253995,0.00043086165723481187,3.146043340599829e-08,1.3364766004109422e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.37,0.013560088252308101,3.8882142853221436e-07,0.00310458582169443,1.769713098352649e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.4734460205164328e-06,1.877431257420546e-14,2.1597719215434772e-17,0.00026078520902233213,0.0004339228240738592,3.2660999996706005e-08,1.4865590026162252e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.38,0.013655718865870956,4.03345210460695e-07,0.0031339656283576652,1.9639393513382397e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.4978793744654215e-06,2.0394263626097997e-14,2.413710328634637e-17,0.00026325311278204387,0.0004369830037078706,3.3880997678698384e-08,1.6497090551241215e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.39,0.013751318637331684,4.1810193542256885e-07,0.0031633207663455737,2.1747340306662212e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.5224941133537182e-06,2.211910649438118e-14,2.6914914546425877e-17,0.0002657189443730282,0.0004400421963946139,3.5120562575495784e-08,1.8267765857596259e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.4,0.01384688757474628,4.3309321925757483e-07,0.003192651256371141,2.4031549667008278e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.547289905432028e-06,2.395379020429938e-14,2.9948594983739554e-17,0.00026818270553517586,0.000443100402391881,3.637983041763629e-08,2.0186501720286955e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.41,0.013942425686171473,4.4832067313580605e-07,0.003221957119129962,2.650307305016559e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.572266419412522e-06,2.5903430230357623e-14,3.3256541381139686e-17,0.0002706443980069168,0.00044615762195748717,3.7658936543407713e-08,2.2262581362139097e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.42,0.014037932979664726,4.6378590356642534e-07,0.003251238375300257,2.917344691035885e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.5974233244682666e-06,2.797331221562663e-14,3.68581403262082e-17,0.0002731040235252216,0.00044921385534927124,3.895801589957973e-08,2.4505695404701435e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.43,0.014133409463284227,4.794905124063805e-07,0.0032804950455428833,3.20547045466693e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.6227602902326483e-06,3.0168895734822737e-14,4.077380381244082e-17,0.0002755615838256022,0.00045226910282509527,4.0277203042135964e-08,2.692595181920221e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.44,0.014228855145088884,4.954360968691188e-07,0.003309727150501353,3.515938794941177e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.6482769867988043e-06,3.249581810114325e-14,4.502500543099474e-17,0.0002780170806421137,0.0004553233646428443,4.161663213700598e-08,2.953388587750589e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.45,0.014324270033138325,5.116242495333033e-07,0.003338934710801845,3.850055964651165e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.673973084719049e-06,3.495989821683433e-14,4.9634317152322336e-17,0.00028047051570735497,0.0004583766410604264,4.297643696079747e-08,3.234047010306979e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.46,0.014419654135492892,5.280565583460951e-07,0.003368117747053218,4.209194771185712e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.6998482550043028e-06,3.756714046669118e-14,5.46256195104808e-17,0.0002829218907524703,0.00046142893233577255,4.4356750901071986e-08,3.5357236077959984e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.47,0.01451500746021365,5.44734606611304e-07,0.0033972762798470018,4.594846172323775e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.725902169123514e-06,4.0323738652803983e-14,6.002480382283236e-17,0.00028537120750714816,0.0004644802387268368,4.575770695534954e-08,3.859670784751971e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.48,0.014610330015362353,5.616599730383189e-07,0.0034264103297574535,5.008521881318619e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.7521344990031031e-06,4.323607998156103e-14,6.585854181770569e-17,0.0002878184676996261,0.0004675305604915953,4.7179437735218794e-08,4.2071583803076403e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.49,0.014705621809001458,5.788342317374777e-07,0.003455519917341559,5.4517882626376745e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.7785449170263931e-06,4.631074908708577e-14,7.215474273579248e-17,0.00029026367305669097,0.0004705798978880467,4.8622075465948124e-08,4.579502140615647e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.5,0.01480088284919411,5.962589522256104e-07,0.003484605063139043,5.926275293714204e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.8051330960330371e-06,4.955453209945762e-14,7.894269571890361e-17,0.0002927068253036796,0.00047362825117421156,5.0085751986951275e-08,4.978071246719931e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.51,0.014896113144004148,6.13935699434624e-07,0.003513665787672385,6.4336780705974876e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.8318987093184506e-06,5.2974420756851e-14,8.625311682454664e-17,0.00029514792616448034,0.00047667562060813273,5.157059875250842e-08,5.40428957930189e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.52,0.01499131270149609,6.318660337200858e-07,0.003542702111446835,6.975758313603011e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.8588414306332484e-06,5.657761656112707e-14,9.41181967883554e-17,0.0002975869773615341,0.00047972200644787487,5.3076746832487206e-08,5.859636983426529e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.53,0.015086481529735133,6.500515108698084e-07,0.0035717140549504246,7.554345872962651e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.8859609341826736e-06,6.037153497682451e-14,1.0257164953351367e-16,0.00030002398061583567,0.0004827674089515243,5.4604326913063905e-08,6.345650533288627e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.54,0.015181619636787151,6.684936821124338e-07,0.003600701638653987,8.171340234474867e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.9132568946260366e-06,6.436380967349221e-14,1.116487614263153e-16,0.0003024589376469349,0.00048581182837718884,5.615346929744444e-08,6.863925796958889e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.55,0.015276727030718685,6.871940941260169e-07,0.003629664883011166,8.828712025154889e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.940728987076147e-06,6.856229681130302e-14,1.213864412770033e-16,0.00030489185017293797,0.000488855264982998,5.772430390658543e-08,7.416118101130107e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.56,0.01537180371959695,7.061542890285667e-07,0.003658603808458416,9.528555165822718e-15,0.0,0.0,0.084,0.032,2.0,1.0,1.9683768870987426e-06,7.297507936615517e-14,1.3182397176634054e-16,0.000307322719910507,0.0004918977190271024,5.931696027839961e-08,8.003986339291083e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.57,0.015466849711489806,7.25375804423378e-07,0.0036875184354150554,1.0272985231908588e-14,0.0,0.0,0.084,0.032,2.0,1.0,1.9962002707119443e-06,7.761047150885834e-14,1.4300164680325594e-16,0.00030975154857486466,0.0004949391907676738,6.093156757156375e-08,8.629307594803215e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.58,0.015561865014465803,7.448601733496327e-07,0.0037164087842832187,1.106430370510702e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.0241988143856644e-06,8.247702300801977e-14,1.5496308066413637e-16,0.00031217833787979037,0.0004979796804629057,6.256825456136914e-08,9.294015112289897e-16,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.59,0.01565684963659411,7.646089243538871e-07,0.0037452748754479353,1.1904822923703233e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.0523721950410723e-06,8.75835237010211e-14,1.677528202200302e-16,0.0003146030895376266,0.0005010191883710116,6.422714964572652e-08,1.0000051255910715e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.6,0.015751803585944555,7.846235814724098e-07,0.00377411672927712,1.2796941257272245e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.0807200900500237e-06,9.293900798964736e-14,1.8141741466688048e-16,0.0003170258052592781,0.0005040577147502257,6.590838084368243e-08,1.0749430656108686e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.61,0.015846726870587597,8.049056642397264e-07,0.003802934366121585,1.3743144722954103e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.1092421772344978e-06,9.855275938378338e-14,1.9600547469084983e-16,0.00031944648675421314,0.0005070952598588031,6.761207579613703e-08,1.1544241567281447e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.62,0.015941619498594344,8.254566876971511e-07,0.003831727806315057,1.4746008637916533e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.1379381348660386e-06,1.0443431508785973e-13,2.115677329457857e-16,0.0003218651357304648,0.000510131823955019,6.93383617665607e-08,1.238664725584989e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.63,0.016036481478036522,8.462781624013058e-07,0.0038604970701741877,1.5808199308005064e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.1668076416651917e-06,1.1059347062996053e-13,2.281571058635397e-16,0.0003242817538946318,0.0005131674072971687,7.108736564170969e-08,1.3278887418724255e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.64,0.016131312816986494,8.673715944326272e-07,0.0038892421779985744,1.693247575258059e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.1958503768009505e-06,1.1704028453350198e-13,2.4582875681782466e-16,0.0003266963429518803,0.0005162020101435678,7.285921393234069e-08,1.4223279632167696e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.65,0.016226113523517233,8.887384854038589e-07,0.00391796315007077,1.8121691465544384e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.225066019890193e-06,1.2378508303138601e-13,2.646401606622689e-16,0.0003291089046059447,0.0005192356327525515,7.465403277392416e-08,1.5222220831057284e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.66,0.016320883605702396,9.103803323984157e-07,0.003946660006656232,1.9379043545549782e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.2544542509970955e-06,1.3083846480237673e-13,2.8465480268708066e-16,0.00033151944055912353,0.0005222682753824767,7.647194792146692e-08,1.6278396578261819e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.67,0.01641562307161637,9.32298627765466e-07,0.003975332768003128,2.0708827237119626e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.2840147506324655e-06,1.3821130570345888e-13,3.0595347196180057e-16,0.0003339279525122628,0.0005252999382917238,7.831308473229914e-08,1.7395414879180487e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.68,0.016510331929334033,9.544948596816881e-07,0.004003981454342888,2.2114486050675806e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.313747199753455e-06,1.4591476376676885e-13,3.2860575462895637e-16,0.00033633444216480264,0.0005283306217386891,8.017756821326181e-08,1.857616828256768e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.69,0.01660501018693083,9.769705119312113e-07,0.0040326060858899984,2.3599419696556346e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.3436512797628943e-06,1.539602840226774e-13,3.526817440202768e-16,0.0003387389112147599,0.0005313603259817865,8.206552300222176e-08,1.9823512545107332e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.7,0.016699657852482803,9.997270638709237e-07,0.0040612066828419734,2.5167138132620395e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.373726672508716e-06,1.6235960341260988e-13,3.782543363468402e-16,0.0003411413613587258,0.0005343890512794497,8.39770733651576e-08,2.1140396031401133e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.71,0.01679427493406659,1.022765990438846e-06,0.004089783265379365,2.682126369216676e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.403973060283399e-06,1.711247557557029e-13,4.0539930887281185e-16,0.00034354179429186665,0.0005374167978901309,8.591234319686307e-08,2.252986150142008e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.72,0.01688886143975941,1.0460887621624913e-06,0.004118335853665786,2.856553324956297e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.434390125823417e-06,1.8026807675718178e-13,4.3419539970423847e-16,0.0003459402117079261,0.0005404435660723012,8.787145602164928e-08,2.3995047929632897e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.73,0.01698341737763909,1.0696968451672117e-06,0.004146864467847922,3.040380042358513e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.4649775523086868e-06,1.8980220905833836e-13,4.647243892141677e-16,0.00034833661529922545,0.0005434693560844509,8.98545349940458e-08,2.553919235581151e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.74,0.01707794275578401,1.0935917011845332e-06,0.004175369128055539,3.234003781846785e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.4957350233620106e-06,1.997401073279902e-13,4.970711831253155e-16,0.00035073100675666534,0.0005464941681850884,9.18617028995008e-08,2.7165631767512995e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.75,0.017172437582273145,1.117774787560474e-06,0.004203849854401505,3.4378339302665164e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.5266622230485267e-06,2.1009504339529398e-13,5.313238972715027e-16,0.0003531233877697265,0.0005495180026327406,9.389308215507982e-08,2.887780501423874e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.76,0.017266901865186025,1.1422475572638525e-06,0.004232306666981804,3.652292232532171e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.5577588358751576e-06,2.2088061142378982e-13,5.675739440590275e-16,0.00035551376002647156,0.0005525408596859528,9.594879481016362e-08,3.0679254753270236e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
0.77,0.017361335612602755,1.1670114588945806e-06,0.004260739585875548,3.877813027045448e-14,0.0,0.0,0.084,0.032,2.0,1.0,2.589024546790062e-06,2.3211073312654346e-13,6.059161206491313e-16,0.0003579021252135461,0.0005555627396032882,9.802896254714478e-08,3.257362942718177e-15,0.0,0.0,0.0,0.0,0.0032,0.01,0.01
