E_1_task1,I_2_task1,T_3_task1,_1_task1
17995.936579456324,3723.555893127479,702.6526676974371,95.0
17499.138447253594,3627.719355301539,705.3116918669141,96.0
17017.219300180546,3544.68717493128,711.4346720302178,97.0
16549.911677475462,3473.34254606293,721.0098810311122,98.0
16096.956411994455,3412.67109083644,734.0730837305337,99.0
15658.104599902523,3361.746275263741,750.7060575884369,100.0
15233.119644042255,3319.719984333263,771.0360192981778,101.0
14821.779215533259,3285.811514314993,795.2359842416821,102.0
14423.876940473896,3259.3015269400876,823.5259985526536,103.0
14039.224681003625,3239.5144150294414,856.1752914719941,104.0
13667.654379851943,3225.822866261754,893.5052621176307,105.0
13309.01990915545,3217.63611142904,935.8931599885575,106.0
12963.19932089514,3214.392138812659,983.7765951375211,107.0
12630.097394245318,3215.5598149526145,1037.6589817145396,108.0
12309.648235305658,3220.636340531603,1098.1156890200107,109.0
12001.81811892321,3229.145013540083,1165.8011377730443,110.0
11706.608609961415,3240.6368007802575,1241.4569997218773,111.0
11424.060045757871,3254.6961359314364,1325.9212929034375,112.0
11154.255400423086,3270.9405618100427,1420.1383933928894,113.0
10897.32454640877,3289.031697010072,1525.1700380665322,114.0
10653.448948881884,3308.678974115076,1642.2073263750533,115.0
10422.866838545922,3329.647897015154,1772.583652909745,116.0
10205.878881759105,3351.76886145992,1917.7884265664597,117.0
10002.854334564532,3374.9459289262154,2079.48138588074,118.0
9814.237853185092,3399.165512512236,2259.5074514061253,119.0
9640.556730012566,3424.5041686835357,2459.911392421412,120.0
9482.428736868855,3451.1364022092866,2682.9518677474903,121.0
9340.570336406176,3479.3421564324763,2931.114260854558,122.0
9215.804556797157,3509.5106370450417,3207.1228996332734,123.0
9109.070687616046,3542.14048548622,3513.9471397240013,124.0
9021.432908615177,3577.8435165404057,3854.804932672406,125.0
8954.088775377188,3617.3602452370124,4233.159964953698,126.0
8908.37707879473,3661.5334364910177,4652.708668729272,127.0
8885.785006009033,3711.3215466529227,5117.3542479491625,128.0
8887.953372070107,3767.7930396925535,5631.171948748358,129.0
8916.675010978031,3832.1160237598224,6198.349148650059,130.0
8973.894366135826,3905.552971918806,6823.113529453676,131.0
9061.711647512773,3989.456355038605,7509.636315832478,132.0
9182.370407866658,4085.2543466366747,8261.899387128216,133.0
9338.230393663353,4194.433227379703,9083.535018201894,134.0
9531.748758155822,4318.523341293891,9977.63822478679,135.0
9765.446172008924,4459.078377102807,10946.543922493574,136.0
10041.860951008348,4617.644348560426,11991.576068354902,137.0
10363.488264613969,4795.742531760912,13112.747762927092,138.0
10732.71320341394,4994.809646947227,14308.480035783301,139.0
11151.728174701906,5216.17447822462,15575.29876724499,140.0
11622.436668608363,5461.014316762016,16907.52781360712,141.0
12146.346956038884,5730.279967912581,18297.014794761522,142.0
12724.455722396358,6024.653871595876,19732.909700637043,143.0
13357.126135296305,6344.488767813896,21201.517046102308,144.0
14043.964788129133,6689.741405099185,22686.244358932247,145.0
14783.702684058335,7059.913667278819,24167.67223212107,146.0
15574.086492008619,7454.002026615094,25623.768494546104,147.0
16411.787328086593,7870.4477655172395,27030.261505199844,148.0
17292.334724054144,8307.103149948782,28361.179416578867,149.0
18210.08320923912,8761.213972982272,29589.552836011426,150.0
19158.21837761486,9229.419758682128,30688.2677060555,151.0
20128.807524633627,9707.776245522678,31631.040484742352,152.0
21112.899260447222,10191.802332302532,32393.47953121947,153.0
22100.673830542153,10676.551918726998,32954.18052607243,154.0
23081.642167102713,11156.7100409818,33295.79333407315,155.0
24044.88965034146,11626.711701879984,33405.99328416239,156.0
24979.35668275137,12080.879583871909,33278.28494994267,157.0
25874.14478359803,12513.57531964178,32912.5744580057,158.0
26718.834813253186,12919.358893996297,32315.4505784647,159.0
27503.806299008098,13293.147711638136,31500.069814719056,160.0
28220.520533850657,13630.35759605344,30485.73128400592,161.0
28861.774476401803,13927.045816935706,29297.107734597954,162.0
29421.903248936283,14180.008538382877,27963.134368391784,163.0
29896.911434033733,14386.86250400004,26515.63660055129,164.0
30284.526582893057,14546.084228107953,24987.829744955336,165.0
30584.180348331225,14657.01538104265,23412.79597957272,166.0
30796.9199710498,14719.836796669919,21822.04476979657,167.0
30925.251717279618,14735.513281866859,20244.26320565558,168.0
30972.92966398303,14705.707157936402,18704.37269622412,169.0
30944.711325349293,14632.672612361619,17222.966238843455,170.0
30846.119523226123,14519.16502686113,15816.021699889583,171.0
30683.19115097625,14368.328820985256,14494.95670973708,172.0
30462.240441379166,14183.58839014314,13266.966019515143,173.0
30189.655478708948,13968.56031075682,12135.526300088832,174.0
29871.730150374187,13726.962685455965,11101.013893152533,175.0
29514.52943672757,13462.547095989323,10161.351423694727,176.0
29123.790840943908,13179.035535684348,9312.636216314113,177.0
28704.85806260063,12880.065880467668,8549.711924417743,178.0
28262.640100815566,12569.14268302894,7866.6623746844525,179.0
27801.60233949826,12249.602162353978,7257.18854529079,180.0
27325.768475108132,11924.590553557027,6714.914476896574,181.0
26838.731338787762,11597.023399611719,6233.617460449001,182.0
26343.678042114698,11269.563864110247,5807.377969477495,183.0
25843.420823366563,10944.6202434707,5430.674280741396,184.0
25340.42870515487,10624.330802767838,5098.435680175479,185.0
24836.859729588305,10310.557043977547,4806.064380306804,186.0
24334.593627553128,10004.885478905564,4549.435126649554,187.0
23835.263118797793,9708.644666523582,4324.877371633625,188.0
23340.28283620292,9422.901677173859,4129.14839456447,189.0
22850.875883370038,9148.494981184318,3959.4026569884613,190.0
22368.098321643407,8886.039979979492,3813.1586486892584,191.0
21892.860838115925,8635.954038471162,3688.2650506516,192.0
21425.948868647116,8398.474530725938,3582.8687744424096,193.0
20968.039937761183,8173.690361704317,3495.385166411561,194.0
20519.719613268506,7961.55536793156,3424.4702614560465,195.0
20081.49530654736,7761.9134045463525,3368.996547753847,196.0
19653.80832147629,7574.517041024539,3328.032045758216,197.0
19237.0452374461,7399.046916391332,3300.82088353975,198.0
18831.54798197795,7235.127862136172,3286.7666135708155,199.0
18437.62213519727,7082.3435682291765,3285.419135014629,200.0
18055.545785113067,6940.250712162913,3296.461264769245,201.0
17685.5768057805,6808.3936413195015,3319.6989460982795,202.0
17327.958227292333,6686.307434789165,3355.054878121026,203.0
16982.924109599204,6573.533851451476,3402.561733062782,204.0
16650.705646008548,6469.627734603255,3462.3562312893578,205.0
16331.53645546297,6374.165510883774,3534.6737396220537,206.0
16025.657319163802,6286.7445819326695,3619.8455492512744,207.0
15733.320380153593,6206.995568761811,3718.296017845592,208.0
15454.793933016488,6134.584634537784,3830.5391460849246,209.0
15190.365051155515,6069.218125835306,3957.1791684905024,210.0
14940.344466676554,6010.64451124319,4098.906206856652,211.0
14705.069573217674,5958.657674107624,4256.495572853867,212.0
14484.907886293542,5913.103051937357,4430.803682724247,213.0
14280.260210683959,5873.87559298626,4622.764908693756,214.0
14091.563665908363,5840.922631175745,4833.387696759151,215.0
13919.2930821572,5814.245990948451,5063.745377074118,216.0
13763.965108359986,5793.903786991468,5314.975371044956,217.0
13626.137137137155,5780.006637500451,5588.259757615275,218.0
13506.409572988836,5772.715056054489,5884.817384015158,219.0
13405.425480773694,5772.238349216691,6205.885485444404,220.0
13323.870014180515,5778.8489630834265,6552.699661986412,221.0
13262.468254611736,5792.857345921779,6926.468326139833,222.0
13221.982824573044,5814.620372958068,7328.346044561092,223.0
13203.20833312323,5844.531749312921,7759.394861158704,224.0
13206.965017470431,5883.019207474006,8220.544066877255,225.0
13234.090135828987,5930.537036382172,8712.5431420216,226.0
13285.428904413284,5987.559209185779,9235.913663913563,227.0
13361.81954045614,6054.567963175872,9790.885024516692,228.0
13464.078293961704,6132.045680450498,10377.33413711115,229.0
13592.98155609016,6220.463081987361,10994.7198165967,230.0
13749.24515803862,6320.2661601071495,11642.012957572335,231.0
13933.498738822958,6431.859639652362,12317.624690993034,232.0
14146.259913511823,6555.60656736949,13019.34220487932,233.0
14387.907411948427,6691.79308784558,13744.264383812131,234.0
14658.64558618279,6840.604011930643,14488.751746657475,235.0
14958.474528199886,7002.1366563941665,15248.384621493215,236.0
15287.15745993963,7176.3751284408745,16017.941614883728,237.0
15644.187668340837,7363.147222727684,16791.398227701462,238.0
16028.757740647918,7562.119447903186,17561.952946423957,239.0
16439.731120738237,7772.807096521349,18322.081686898255,240.0
16875.61681240642,7994.557291615874,19063.619585942106,241.0
17334.551836538594,8226.470662122538,19777.887589210808,242.0
17814.28978554741,8467.489477980147,20455.852566683006,243.0
18312.200366073343,8716.346466638499,21088.308401420625,244.0
18825.28953754616,8971.581191405385,21666.0911760158,245.0
19350.209057665546,9231.546786301029,22180.30254787165,246.0
19883.259513052024,9494.41088668633,22622.589625509572,247.0
20420.46239636153,9758.191233911017,22985.3960727286,248.0
20957.621202244234,10020.784973087839,23262.21433854884,249.0
21490.368409447947,10279.992666481072,23447.815093630536,250.0
22014.24277391058,10533.557252659943,23538.46586176508,251.0
22524.76922823334,10779.203263382344,23532.086696649734,252.0
23017.543688127218,11014.682364137261,23428.36412589367,253.0
23488.3252980483,11237.817158610973,23228.811977001915,254.0
23933.12116574024,11446.548554584584,22936.75283656181,255.0
24348.25732930797,11638.971015434374,22557.21391078374,256.0
24730.45202215976,11813.372710164373,22096.780286485693,257.0
25076.8805308159,11968.270933290472,21563.396686381555,258.0
25385.222209291413,12102.43831323285,20966.107707998915,259.0
25653.690939549055,12214.924136039439,20314.75633642638,260.0
25881.05023418539,12305.060955666346,19619.665341152206,261.0
26066.613384104934,12372.482300383639,18891.320527721593,262.0
26210.22926178445,12417.08345425491,18140.067538748477,263.0
26312.251434090405,12439.110335943029,17375.837186808756,264.0
26373.4946830049,12438.939947015966,16607.913204532786,265.0
26395.188688202405,12417.317062675638,15844.743229004074,266.0
26378.922539609557,12375.135847528672,15093.79486431033,267.0
26326.57328397056,12313.484861034547,14361.514346117958,268.0
26240.253408930093,12233.609009442522,13653.282373790937,269.0
26122.263776417814,12136.883126680024,12973.363732481257,270.0
25975.014773184696,12024.768434199876,12325.038864759495,271.0
25800.98293583492,11898.793740941575,11710.667470473967,272.0
25602.67080919636,11760.530970037797,11131.766290518402,273.0
25382.563049494467,11611.559612163837,10589.127325669644,274.0
25143.093964587773,11453.44443256949,10082.934072489754,275.0
24886.62300804894,11287.733670508926,9612.868242341,276.0
24615.41447425827,11115.923544605472,9178.216037651637,277.0
24331.622762213818,10939.440522489534,8777.964286489236,278.0
24037.28348714513,10759.642357624947,8410.883039452672,279.0
23734.308246543602,10577.805337255246,8075.5981146861795,280.0
23424.482656419073,10395.128137101616,7770.648250308666,281.0
23109.46682913878,10212.677495689275,7494.538721284422,282.0
22790.798345887804,10031.461568585186,7245.7823572745965,283.0
22469.897016008723,9852.369169299063,7022.927981465545,284.0
22148.070965225532,9676.195358886212,6824.585271201512,285.0
21826.523567729004,9503.639996265849,6649.441978874662,286.0
21506.35973808639,9335.313153923464,6496.273577827551,287.0
21188.59387705583,9171.731270900938,6363.952492840372,288.0
20874.157546544502,9013.34007733324,6251.452609033705,289.0
20563.90661319064,8860.48582885821,6157.850671546508,290.0
20258.62885218378,8713.491126825369,6082.325714875778,291.0
19959.051590519855,8572.564198562744,6024.157040483931,292.0
19665.847065387,8437.893411600026,5982.721377486576,293.0
19379.639207033157,8309.60833306971,5957.48928919262,294.0
19101.009780829332,8187.795248182749,5948.021009490328,295.0
18830.504249742,8072.512052997914,5953.961522426033,296.0
18568.635997845413,7963.785089516369,5975.036614919288,297.0
18315.891284699184,7861.618507693207,6011.047865681985,298.0
18072.733976777632,7766.00173705783,6061.86730249948,299.0
17839.609601303626,7676.912868114555,6127.43215051207,300.0
17616.949383036597,7594.323918475281,6207.738754644417,301.0
17405.17220142386,7518.204025690404,6302.838715911911,302.0
17204.688222354405,7448.524116698273,6412.832209218181,303.0
17015.902267770758,7385.260994933976,6537.859977136505,304.0
16839.21476314145,7328.398649673334,6678.097626383201,305.0
16675.02466774183,7277.931971340237,6833.7471137165785,306.0
16523.728800071374,7233.8663861409705,7005.030894603709,307.0
16385.722989874903,7196.221007409482,7192.182367411833,308.0
16261.40288869734,7165.0289483563365,7395.434991562617,309.0
16151.163748495264,7140.338146512135,7615.01226145139,310.0
16055.399970826036,7122.210892258973,7851.114098449786,311.0
15974.503302542495,7110.721659757487,8103.904361639074,312.0
15908.860721411285,7105.958070543042,8373.496281257741,313.0
15858.851839798288,7108.017696947939,8659.936979643438,314.0
15824.845511586203,7117.0061929729345,8963.190984098892,315.0
15807.194748150809,7133.037008735286,9283.119956829476,316.0
15806.233984835439,7156.225377305861,9619.467967257711,317.0
15822.27050425842,7186.677192118392,9971.836257610628,318.0
15855.580116015562,7224.507590625775,10339.667389870177,319.0
15906.398020774424,7269.82641327199,10722.221975213022,320.0
15974.910815303721,7322.689325176086,11118.56060389458,321.0
16061.248148686413,7383.1564923378,11527.525524657856,322.0
16165.473295862894,7451.281511824325,11947.724150820497,323.0
16287.573005947617,7527.060063819485,12377.514709790554,324.0
16427.447027619903,7610.4540112735585,12814.995785799425,325.0
16584.89814403039,7701.383655550965,13258.000525536225,326.0
16759.62163136185,7799.716631718901,13704.095734312608,327.0
16951.1944850679,7905.26541907137,14150.588661266094,328.0
17159.06829846412,8017.781189958,14594.5378367948,329.0
17382.560893167687,8136.948567489521,15032.772938312986,330.0
17620.848895216404,8262.38212927432,15461.923591651506,331.0
17872.96270856677,8393.623429929377,15878.456497327252,332.0
18137.78403279585,8530.138006807636,16278.718859078535,333.0
18414.045874748834,8671.31622837579,16658.99295262827,334.0
18700.33441608504,8816.472887086034,17015.562390718784,335.0
18995.096047249583,8964.851497160673,17344.77365356586,336.0
19296.64626009158,9115.627931294533,17643.106643648458,337.0
19603.181814940966,9267.914976201775,17907.250249570014,338.0
19912.794301457598,9420.769978047681,18134.167703097468,339.0
20223.491551155494,9573.206369812377,18321.185034623664,340.0
20533.219735184855,9724.204793375478,18466.059659460403,341.0
20839.887152263917,9872.724414552615,18567.03485559852,342.0
21141.389588541737,10017.714727263055,18622.884361595603,343.0
21435.637642967846,10158.130436775316,18632.94963271792,344.0
21720.58557978302,10292.947542432752,18597.165412112012,345.0
21994.259526583144,10421.17764310777,18516.080519548083,346.0
22254.785992698267,10541.879841501532,18390.843212585143,347.0
22500.41714584566,10654.18229738772,18223.183723893024,348.0
22729.55559418342,10757.288717695541,18015.3631736034,349.0
22940.774906703373,10850.487386082294,17770.121901306527,350.0
23132.83591039524,10933.164190109437,17490.618630767563,351.0
23304.699895349724,11004.818814241144,17180.357363805608,352.0
23455.538067918118,11065.055168668749,16843.1048374092,353.0
23584.736140216974,11113.593322439101,16482.80416589448,354.0
23691.894778455095,11150.271965636857,16103.48948009772,355.0
23776.825473580793,11175.040865595814,15709.205169797537,356.0
23839.544512680917,11187.967006310486,15303.927874072177,357.0
23880.25964266102,11189.227831556847,14891.498277334877,358.0
23899.356831586036,11179.087144227286,14475.56275303294,359.0
23897.384376498747,11157.915205497871,14059.525733519115,360.0
23875.035292682536,11126.160922103298,13646.513468919122,361.0
23833.129131460242,11084.349926457253,13239.344785373602,362.0
23772.592315057675,11033.071622077518,12840.522025611777,363.0
23694.43934072836,10972.957899593302,12452.224445015738,364.0
23599.754486480266,10904.698969858298,12076.3124439259,365.0
23489.673941059427,10829.007747751328,11714.33799472646,366.0
23365.36944152084,10746.612707820108,11367.56416264142,367.0
23228.03401593573,10658.262923241193,11036.986452406942,368.0
23078.868590964994,10564.71232683671,10723.356340650527,369.0
22919.07058900682,10466.703600802635,10427.207723778403,370.0
22749.82330590269,10364.971429784544,10148.883492195142,371.0
22572.28825817341,10260.235556073147,9888.563561121713,372.0
22387.5980652796,10153.165793591817,9646.289748424813,373.0
22196.850913860177,10044.454184704473,9421.990316735855,374.0
22001.107396077623,9934.710593502698,9215.501072748426,375.0
21801.386347285297,9824.534080128215,9026.585157376694,376.0
21598.661798321536,9714.483416142884,8854.951489462175,377.0
21393.86786012911,9605.079619391716,8700.27510644697,378.0
21187.89363934737,9496.804477591664,8562.20508976122,379.0
20981.58602299506,9390.10249334995,8440.377426226494,380.0
20775.748157474114,9285.37871194944,8334.423207680426,381.0
20571.135501848712,9183.000038587514,8243.975450321504,382.0
20368.465541653728,9083.295514905192,8168.67951100328,383.0
20168.420023892206,8986.567772645136,8108.197626022421,384.0
19971.64482811765,8893.07930524171,8062.2109690835005,385.0
19778.751071030507,8803.08062573712,8030.421293934816,386.0
19590.317027311743,8716.76325400586,8012.55242729107,387.0
19406.890898626636,8634.32299615044,8008.351591928752,388.0
19228.99322689746,8555.941595101895,8017.588955402369,389.0
19057.11837149416,8481.724444339241,8040.0562055860355,390.0
18891.736225671197,8411.831217691046,8075.5650782772445,391.0
18733.29418341331,8346.377593348994,8123.945100207105,392.0
18582.21764229969,8285.425177773752,8185.041508572413,393.0
18438.918607621927,8229.097972298548,8258.708592974983,394.0
18303.793487991494,8177.46690053015,8344.806570375278,395.0
18177.188807549945,8130.594654210518,8443.211323883026,396.0
18059.44261445604,8088.538940752025,8553.797279860597,397.0
17950.91207168,8051.3672600230875,8676.419277864079,398.0
17851.918626476134,8019.136065327453,8810.926782916384,399.0
17762.760231077977,7991.894083889824,8957.154003833984,400.0
17683.719110038583,7969.686555409937,9114.912157395423,401.0
17615.05969110635,7952.556120294258,9283.98226790132,402.0
17557.028772842034,7940.542917004725,9464.111409150097,403.0
17509.85247157413,7933.680554572129,9655.00360847703,404.0
17473.73127489462,7932.000597952747,9856.30634273899,405.0
17448.84067318059,7935.52227766124,10067.608282141333,406.0
17435.33056224833,7944.26539228153,10288.435442165439,407.0
17433.32216122039,7958.231659013548,10518.243403034952,408.0
17442.904377416726,7977.426593678505,10756.409268628684,409.0
17464.13044230697,8001.825914950826,11002.225081697747,410.0
17497.014803421916,8031.414926871463,11254.892800492828,411.0
17541.530018002133,8066.136712157915,11513.520476246242,412.0
17597.60279961231,8105.930021941682,11777.118411040194,413.0
17665.11092089656,8150.725938903188,12044.598135738368,414.0
17743.879793664626,8200.409882291611,12314.772322932125,415.0
17833.678658282224,8254.852480781157,12586.356819560411,416.0
17934.218606858507,8313.905945045673,12857.973777791027,417.0
18045.149225169887,8377.389846551114,13128.157823603746,418.0
18166.056055383968,8445.086522406178,13395.364385789573,419.0
18296.45920600449,8516.75706422224,13657.981185472037,420.0
18435.811723869345,8592.135739378873,13914.340995465443,421.0
18583.50000670734,8670.916022945505,14162.738770791448,422.0
18738.843841459202,8752.754677513005,14401.44806730748,423.0
18901.097776469247,8837.281309464592,14628.741645496366,424.0
19069.453710354283,8924.108432975187,14842.914869430351,425.0
19243.044441799335,9012.817773224426,15042.308757640916,426.0
19420.948246155534,9102.941462696233,15225.334540509028,427.0
19602.19436658226,9193.987525942697,15390.498025110455,428.0
19785.76900749537,9285.480827912736,15536.422530282636,429.0
19970.625440749303,9376.901999985806,15661.880742039706,430.0
20155.691329453683,9467.71725073998,15765.811583574483,431.0
20339.877801869916,9557.393451569906,15847.339438975241,432.0
20522.090272898553,9645.392561928153,15905.793359849575,433.0
20701.238185177193,9731.177868563398,15940.72023567509,434.0
20876.2460650007,9814.224113958357,15951.895023691519,435.0
21046.06480721278,9894.012728383663,15939.327510464489,436.0
21209.68264734484,9970.058659451224,15903.263916565818,437.0
21366.135653904,10041.879019520966,15844.18351430005,438.0
21514.515926363452,10109.050102716099,15762.791634425148,439.0
21653.984718526368,10171.170100577428,15660.005490537158,440.0
21783.777865238648,10227.860782293417,15536.938495507236,441.0
21903.21238155006,10278.815691344409,15394.880428593293,442.0
22011.692750371687,10323.764262603818,15235.273886028972,443.0
22108.7152232031,10362.474775983244,15059.690578570853,444.0
22193.870797065032,10394.78223284049,14869.804527531756,445.0
22266.84700628513,10420.561594690305,14667.364024804843,446.0
22327.42804512802,10439.750789917343,14454.164016332492,447.0
22375.49349165314,10452.329107702006,14232.01962651796,448.0
22411.015839867625,10458.336190748189,14002.740823519478,449.0
22434.056971451806,10457.853390752594,13768.108576392118,450.0
22444.763525086903,10451.011343282295,13529.854357209777,451.0
22443.361506753095,10437.984185546544,13289.641790685668,452.0
22430.15022784686,10418.98563623791,13049.051247422918,453.0
22405.49554288563,10394.265788642295,12809.567338645064,454.0
22369.824577479907,10364.107936174005,12572.572189659008,455.0
22323.6158885109,10328.822522521794,12339.333967046516,456.0
22267.393252178754,10288.745213333297,12111.004992053067,457.0
22201.718676168926,10244.228438074135,11888.62155242507,458.0
22127.18601103598,10195.64370493263,11673.10517735056,459.0
22044.41529011133,10143.373809782172,11465.26793375266,460.0
21954.04557403724,10087.800248917363,11265.814437685332,461.0
21856.728942646478,10029.33409143951,11075.346721527005,462.0
21753.125271299938,9968.344757218147,10894.371043648442,463.0
21643.89812417908,9905.238682634297,10723.306243180994,464.0
21529.709905077147,9840.397740007253,10562.489925130625,465.0
21411.218386928103,9774.199031366283,10412.18874432238,466.0
21289.073475605506,9707.009503692576,10272.605264438474,467.0
21163.91478500123,9639.184766737008,10143.886859023265,468.0
21036.37007992369,9571.067914269206,10026.13331445046,469.0
20907.051648736942,9502.986229899507,9919.396071051675,470.0
20776.55451041307,9435.25089144677,9823.685342476678,471.0
20645.455917749037,9368.156736002968,9738.981110490584,472.0
20514.314934957616,9301.982524671967,9665.23822861254,473.0
20383.671694707824,9236.99063590074,9602.393212331199,474.0
20254.046701592488,9173.426263965768,9550.363308303542,475.0
20125.940586308203,9111.518227713384,9509.04986927877,476.0
19999.83401366441,9051.479178494894,9478.341495386136,477.0
19876.187736360105,8993.506151864824,9458.11654503761,478.0
19755.442644904295,8937.780601584363,9448.242651424589,479.0
19638.020105699037,8884.469743090955,9448.581517333829,480.0
19524.32197097437,8833.727019047572,9458.987022106352,481.0
19414.730817151598,8785.693000544356,9479.308005196182,482.0
19309.61032377228,8740.495025871722,9509.38326783266,483.0
19209.305255040632,8698.249621470766,9549.045422422716,484.0
19114.14181118157,8659.063717699004,9598.11583934561,485.0
19024.427480136135,8623.02844058374,9656.405966124834,486.0
18940.451286738225,8590.22748522045,9723.715263863482,487.0
18862.48337292093,8560.748527871428,9799.829429747186,488.0
18790.775193773465,8534.638424244406,9884.51909647942,489.0
18725.55860765435,8511.969964960908,9977.53551975067,490.0
18667.04585142855,8492.784214405374,10078.609722924464,491.0
18615.42852732864,8477.124541503077,10187.449064344384,492.0
18570.878436608677,8465.021994945846,10303.736556726568,493.0
18533.54616925705,8456.500386971951,10427.12745248677,494.0
