Time,MPF,Wee1,Cdc25_active_total,Cdc25_active,Cdc25Ps216_active,Cdc25_inactive,Cdc25Ps216_inactive,Chk1P,protein_14_3_3,Cdc25Ps216_14_3_3_inactive,p53,p21,p21_MPF,preMPF,Chk1,Rad3_ATM,Wee1_phosphorylated,k1,k1_0,k2,k2_0,k2_1,k_ctak1,k_ctak1_0,k3,k_3,k4,k5,k6,k7,k_Plk1,k7_0,k8,k8_0,k8_1,k9,k9_0,k9_1,k10,k11,k12,k13,k14,k14_0,k15,k16,k17,k18,k_Plk1_0,k18_0,k20,k21,k22,k23,k_23,kex,kin,nucleus,R2_Cdc25_Phosphorylation,R2__Cdc25_Dephosphorylation,R7__Cdc25_inactivation,R7_Cdc25_Activation,R18_Cdc25Ps216_activation,R18__Cdc25Ps216_inactivation,R2__Cdc25_Phosphorylation,R3___Cdc25_protein_14_3_3_unbinding,R12_14_3_3_degradation,R13_14_3_3_synthesis,R6_14_3_3_synthesis_mediated_by_p53,R3___protein_14_3_3_Cdc25_binding,R20_p21_synthesis_mediated_by_p53,R21_p21_natural_synthesis,R22_p21_degradation,R23_p21_MPF_complex_formation,R23__p21_MPF_unbinding,R9_MPF_activation,R9__MPF_inactivation,R15_MPF_degradation,R14_preMPF_synthesis,R1_Chk1_Phosphorylation,R1__Chk1_Dephosphorylation,R4_Rad3_ATM_natural_synthesis,R5_Rad3_ATM_degradation,R10_p53_synthesis,R11_p53_degradation,R16_Wee1_synthesis,R8_Wee1_Phosphorylation,R8__Wee1_Dephosphorylation,R17_Wee1P_degradation,Rex_Nuclear_export_of_iCdc25Ps216_14_3_3,Rin_nuclear_import_of_iCdc25
40.0,2.8524023907734406e-07,0.008999997141433172,6.714988325672794e-07,6.714988276210105e-07,4.946268874579487e-15,0.0004013285011453993,5.778659225920195e-20,-5.678452336415518e-70,9.853483657196884,6.655368843674479e-16,0.0,0.09816854935034,2.6898340587365154e-09,0.020000722069919003,1.0000000000000002,0.0,1.4135727665604737e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-3.8130740866048084e-77,4.946268874579487e-17,6.714988276210105e-09,1.1447503761526586e-10,1.6483061391479763e-26,4.946268874579487e-17,-2.2789247649992307e-74,0.0,0.9853483657196884,1.0,0.0,5.693992424311463e-17,0.0,0.01,0.009816854935034001,2.8001620486567036e-09,2.6898340587365154e-09,1.343046152045323e-08,2.567161336317811e-09,8.13619939889004e-16,0.0005,0.0,-5.678452336415518e-69,0.0,0.0,0.0,0.0,0.0002,2.567161336317811e-10,1.4135727665604736e-11,1.4135727665604738e-10,6.655368843674479e-16,1e-05
44.0,3.2854508503162644e-07,0.009799996051610799,6.456769024412929e-07,6.456768978753113e-07,4.565981577375514e-15,0.0004413543230753352,5.780082988028198e-20,1.0389932118006932e-70,9.901793110720252,-6.671411546983418e-16,0.0,0.09877241595470111,3.13374475650755e-09,0.022000678321158585,1.0000000000000002,0.0,1.85245736694875e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,6.708539139089779e-78,4.565981577375514e-17,6.4567689787531136e-09,1.4500479360386192e-10,1.8990178567915817e-26,4.565981577375514e-17,4.585641456741633e-75,-0.0,0.9901793110720253,1.0,0.0,5.723318591024895e-17,0.0,0.01,0.009877241595470113,3.245119179861646e-09,3.13374475650755e-09,1.420532983001298e-08,3.219740536086073e-09,1.0794187289843865e-15,0.0005,0.0,1.0389932118006932e-69,0.0,0.0,0.0,0.0,0.0002,3.2197405360860735e-10,1.85245736694875e-11,1.8524573669487501e-10,-6.671411546983418e-16,1e-05
48.0,3.7203966143431575e-07,0.010599994705234846,6.209942687927022e-07,6.209942645777701e-07,4.214932035662101e-15,0.0004813790057088082,5.272167944264036e-20,3.0012983962338136e-70,9.934183126259274,-2.7787024508141116e-16,0.0,0.099177290099062,3.5788390253008403e-09,0.024000634381483005,1.0000000000000002,0.0,2.3588137344834437e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.8637890903476577e-77,4.214932035662101e-17,6.209942645777701e-09,1.7909208230549256e-10,1.9614555770088446e-26,4.214932035662101e-17,1.4447620378144738e-74,-0.0,0.9934183126259275,1.0,0.0,5.2374681830712833e-17,0.0,0.01,0.009917729009906201,3.6897885430427947e-09,3.5788390253008403e-09,1.4904256398290027e-08,3.943618441341112e-09,1.3841350968016028e-15,0.0005,0.0,3.0012983962338136e-69,0.0,0.0,0.0,0.0,0.0002,3.9436184413411123e-10,2.3588137344834437e-11,2.358813734483444e-10,-2.7787024508141116e-16,1e-05
52.0,4.1516405894118836e-07,0.011399993077584656,5.974197040968326e-07,5.974197002059601e-07,3.8908725685012585e-15,0.0005214025802733419,1.6117328487804329e-19,-1.2606364587088575e-71,9.955885210721243,1.0783284175495736e-16,0.0,0.0994485654551506,4.01953546999773e-09,0.02600059081638286,1.0000000000000002,0.0,2.930701380531104e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-7.531290552305489e-79,3.890872568501259e-17,5.9741970020596005e-09,2.164676115686894e-10,6.69133551428529e-26,3.890872568501259e-17,-6.572991023574465e-76,0.0,0.9955885210721244,1.0,0.0,1.604622723280673e-16,0.0,0.01,0.00994485654551506,4.128747009023878e-09,4.01953546999773e-09,1.553326527186627e-08,4.7328673979914955e-09,1.7236119583652255e-15,0.0005,0.0,-1.2606364587088576e-70,0.0,0.0,0.0,0.0,0.0002,4.732867397991496e-10,2.930701380531104e-11,2.930701380531104e-10,1.0783284175495736e-16,1e-05
56.0,4.574075653295311e-07,0.012199991146456398,5.749220190614452e-07,5.749220154697171e-07,3.5917281132376635e-15,0.0005614250779582277,-1.1367058378580843e-19,3.0231497999813312e-71,9.970424319237948,-1.3549067477075927e-16,0.0,0.09963030385067984,4.450890236443556e-09,0.028000548141514085,1.0000000000000002,0.0,3.564740572541412e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,1.7380753760721392e-78,3.591728113237664e-17,5.7492201546971705e-09,2.5680007802381514e-10,-5.19937849790531e-26,3.591728113237664e-17,1.6972721121339197e-75,-0.0,0.9970424319237948,1.0,0.0,-1.133343952959999e-16,0.0,0.01,0.009963030385067984,4.557165471738087e-09,4.450890236443556e-09,1.6098131672346476e-08,5.580368247342456e-09,2.0922168082068924e-15,0.0005,0.0,3.0231497999813314e-70,0.0,0.0,0.0,0.0,0.0002,5.580368247342456e-10,3.564740572541412e-11,3.5647405725414123e-10,-1.3549067477075927e-16,1e-05
60.0,4.983121190398709e-07,0.012999988892539343,5.53469840508425e-07,5.534698371928421e-07,3.315582932763121e-15,0.0006014465301366426,-1.134230791134104e-18,-5.706146870142143e-72,9.980174693141526,1.596478261451729e-16,0.0,0.09975218322685618,4.8684411866707746e-09,0.030000506819400273,1.0000000000000002,0.0,4.256280278034152e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-3.1581801792160176e-79,3.315582932763121e-17,5.534698371928421e-09,2.9970809492156796e-10,-5.652009490103045e-25,3.315582932763121e-17,-3.431942235497055e-76,0.0,0.9980174693141527,1.0,0.0,-1.1319821437858477e-15,0.0,0.01,0.009975218322685619,4.970772180262817e-09,4.8684411866707746e-09,1.6604375724505384e-08,6.478052012536065e-09,2.4831496798200646e-15,0.0005,0.0,-5.706146870142142e-71,0.0,0.0,0.0,0.0,0.0002,6.478052012536065e-10,4.256280278034152e-11,4.2562802780341524e-10,1.596478261451729e-16,1e-05
64.0,5.374743060399525e-07,0.013799986299683877,5.330314557040008e-07,5.33031452643332e-07,3.060668812121792e-15,0.0006414669685213196,-3.535264572856922e-18,6.449632073969739e-73,9.98670980187134,-3.735893446801242e-17,0.0,0.09983387190115141,5.268337343444012e-09,0.03200046725730637,1.0000000000000002,0.0,4.9995824117522845e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,3.437856753403116e-80,3.060668812121792e-17,5.33031452643332e-09,3.4477201375354834e-10,-1.9001138729639032e-24,3.060668812121792e-17,4.13722593456724e-77,-0.0,0.9986709801871341,1.0,0.0,-3.5305661361958717e-15,0.0,0.01,0.009983387190115142,5.365814101935288e-09,5.268337343444012e-09,1.705725564537023e-08,7.4171380597834445e-09,2.888786296531286e-15,0.0005,0.0,6.449632073969739e-72,0.0,0.0,0.0,0.0,0.0002,7.417138059783445e-10,4.9995824117522844e-11,4.999582411752285e-10,-3.735893446801242e-17,1e-05
68.0,5.745468620626424e-07,0.014599983355107812,5.13574693416318e-07,5.135746905909645e-07,2.825353430638832e-15,0.0006814864252834896,-4.75960495244278e-18,-5.2800273882520637e-73,9.991090164240427,7.097238072347395e-17,0.0,0.09988862632427783,5.647226896729702e-09,0.03400042980584841,1.0000000000000002,0.0,5.78802265306163e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-2.7116884322333724e-80,2.825353430638832e-17,5.1357469059096455e-09,3.9154588718491635e-10,-2.734616090083812e-24,2.825353430638832e-17,-3.5982669902188186e-77,0.0,0.9991090164240428,1.0,0.0,-4.755364222602109e-15,0.0,0.01,0.009988862632427785,5.73906968103617e-09,5.647226896729702e-09,1.7461760313561635e-08,8.388374622844003e-09,3.301040967060291e-15,0.0005,0.0,-5.280027388252064e-72,0.0,0.0,0.0,0.0,0.0002,8.388374622844004e-10,5.7880226530616297e-11,5.78802265306163e-10,7.097238072347395e-17,1e-05
72.0,6.092389989206016e-07,0.01539998004950727,4.950668617080658e-07,4.950668590999359e-07,2.608129833604839e-15,0.0007215049331150891,2.7647839034630245e-17,-6.584578363617793e-74,9.994027435776706,-9.198528634235938e-18,0.0,0.0999253421667968,6.002263477903286e-09,0.03600039475866093,1.0000000000000002,0.0,6.614292812122116e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,-3.2598065289736566e-81,2.608129833604839e-17,4.9506685909993594e-09,4.395689431673125e-10,1.6844141775776062e-23,2.608129833604839e-17,-4.750805771833118e-78,-0.0,0.9994027435776707,1.0,0.0,2.7631326185203285e-14,0.0,0.01,0.00999253421667968,6.087841542849787e-09,6.002263477903286e-09,1.7822602453421765e-08,9.382268428759047e-09,3.7117215780577684e-15,0.0005,0.0,-6.584578363617793e-73,0.0,0.0,0.0,0.0,0.0002,9.382268428759047e-10,6.614292812122116e-11,6.614292812122116e-10,-9.198528634235938e-18,1e-05
76.0,6.413157495610754e-07,0.01619997637708445,4.774747329774292e-07,4.774747305698224e-07,2.407606904625393e-15,0.0007615225252437193,4.443800232461226e-17,8.027690830620313e-74,9.995996108984418,2.283708036191452e-18,0.0,0.09994995056885168,6.331156126800214e-09,0.038000362353001985,1.0000000000000002,0.0,7.470603496487937e-09,1.0,10.0,0.1,0.01,0.1,0.0,0.0,100.0,0.0,0.0,1.0,0.01,1.0,0.0,0.01,0.1,0.0,0.01,1.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0005,1.0,0.01,0.0002,0.1,1.0,0.0,0.01,0.1,0.01,0.1,0.1,1.0,1.0,1e-05,1.0,3.8330195164482675e-81,2.407606904625393e-17,4.774747305698223e-09,4.883763890843189e-10,2.8498790769805525e-23,2.407606904625393e-17,6.113267393209832e-78,0.0,0.9995996108984418,1.0,0.0,4.442020983278647e-14,0.0,0.01,0.00999499505688517,6.409947746765557e-09,6.331156126800214e-09,1.814421286754518e-08,1.0389299993141628e-08,4.1128589063508404e-15,0.0005,0.0,8.027690830620313e-73,0.0,0.0,0.0,0.0,0.0002,1.0389299993141629e-09,7.470603496487937e-11,7.470603496487938e-10,2.283708036191452e-18,1e-05
