data_generator_T,data_generator_VS
175.0,-69.073624
176.0,-69.073624
177.0,-69.073624
178.0,-69.073624
179.0,-69.073624
180.0,-69.073624
181.0,-69.073624
182.0,-69.073624
183.0,-69.073624
184.0,-69.073624
185.0,-69.073624
186.0,-69.073624
187.0,-69.073624
188.0,-69.073624
189.0,-69.073624
190.0,-69.073624
191.0,-69.073624
192.0,-69.073624
193.0,-69.073624
194.0,-69.073624
195.0,-69.073624
196.0,-69.073624
197.0,-69.073624
198.0,-69.073624
199.0,-69.073624
200.0,-69.073624
201.0,-69.073624
202.0,-69.073624
203.0,-69.073624
204.0,-69.073624
205.0,-69.073624
206.0,-69.073624
207.0,-69.073624
208.0,-69.073624
209.0,-69.073624
210.0,-69.073624
211.0,-69.073624
212.0,-69.073624
213.0,-69.073624
214.0,-69.073624
215.0,-69.073624
216.0,-69.073624
217.0,-69.073624
218.0,-69.073624
219.0,-69.073624
220.0,-69.073624
221.0,-69.073624
222.0,-69.073624
223.0,-69.073624
224.0,-69.073624
225.0,-69.073624
226.0,-69.073624
227.0,-69.073624
228.0,-69.073624
229.0,-69.073624
230.0,-69.073624
231.0,-69.073624
232.0,-69.073624
233.0,-69.073624
234.0,-69.073624
235.0,-69.073624
236.0,-69.073624
237.0,-69.073624
238.0,-69.073624
239.0,-69.073624
240.0,-69.073624
241.0,-69.073624
242.0,-69.073624
243.0,-69.073624
244.0,-69.073624
245.0,-69.073624
246.0,-69.073624
247.0,-69.073624
248.0,-69.073624
249.0,-69.073624
250.0,-69.073624
251.0,-69.073624
252.0,-69.073624
253.0,-69.073624
254.0,-69.073624
255.0,-69.073624
256.0,-69.073624
257.0,-69.073624
258.0,-69.073624
259.0,-69.073624
260.0,-69.073624
261.0,-69.073624
262.0,-69.073624
263.0,-69.073624
264.0,-69.073624
265.0,-69.073624
266.0,-69.073624
267.0,-69.073624
268.0,-69.073624
269.0,-69.073624
270.0,-69.073624
271.0,-69.073624
272.0,-69.073624
273.0,-69.073624
274.0,-69.073624
275.0,-69.073624
276.0,-69.073624
277.0,-69.073624
278.0,-69.073624
279.0,-69.073624
280.0,-69.073624
281.0,-69.073624
282.0,-69.073624
283.0,-69.073624
284.0,-69.073624
285.0,-69.073624
286.0,-69.073624
287.0,-69.073624
288.0,-69.073624
289.0,-69.073624
290.0,-69.073624
291.0,-69.073624
292.0,-69.073624
293.0,-69.073624
294.0,-69.073624
295.0,-69.073624
296.0,-69.073624
297.0,-69.073624
298.0,-69.073624
299.0,-69.073624
300.0,-69.073624
301.0,-69.073624
302.0,-69.073624
303.0,-69.073624
304.0,-69.073624
305.0,-69.073624
306.0,-69.073624
307.0,-69.073624
308.0,-69.073624
309.0,-69.073624
310.0,-69.073624
311.0,-69.073624
312.0,-69.073624
313.0,-69.073624
314.0,-69.073624
315.0,-69.073624
316.0,-69.073624
317.0,-69.073624
318.0,-69.073624
319.0,-69.073624
320.0,-69.073624
321.0,-69.073624
322.0,-69.073624
323.0,-69.073624
324.0,-69.073624
325.0,-69.073624
326.0,-69.073624
327.0,-69.073624
328.0,-69.073624
329.0,-69.073624
330.0,-69.073624
331.0,-69.073624
332.0,-69.073624
333.0,-69.073624
334.0,-69.073624
335.0,-69.073624
336.0,-69.073624
337.0,-69.073624
338.0,-69.073624
339.0,-69.073624
340.0,-69.073624
341.0,-69.073624
342.0,-69.073624
343.0,-69.073624
344.0,-69.073624
345.0,-69.073624
346.0,-69.073624
347.0,-69.073624
348.0,-69.073624
349.0,-69.073624
350.0,-69.073624
351.0,-69.073624
352.0,-69.073624
353.0,-69.073624
354.0,-69.073624
355.0,-69.073624
356.0,-69.073624
357.0,-69.073624
358.0,-69.073624
359.0,-69.073624
360.0,-69.073624
361.0,-69.073624
362.0,-69.073624
363.0,-69.073624
364.0,-69.073624
365.0,-69.073624
366.0,-69.073624
367.0,-69.073624
368.0,-69.073624
369.0,-69.073624
370.0,-69.073624
371.0,-69.073624
372.0,-69.073624
373.0,-69.073624
374.0,-69.073624
375.0,-69.073624
376.0,-69.073624
377.0,-69.073624
378.0,-69.073624
379.0,-69.073624
380.0,-69.073624
381.0,-69.073624
382.0,-69.073624
383.0,-69.073624
384.0,-69.073624
385.0,-69.073624
386.0,-69.073624
387.0,-69.073624
388.0,-69.073624
389.0,-69.073624
390.0,-69.073624
391.0,-69.073624
392.0,-69.073624
393.0,-69.073624
394.0,-69.073624
395.0,-69.073624
396.0,-69.073624
397.0,-69.073624
398.0,-69.073624
399.0,-69.073624
400.0,-69.073624
401.0,-69.073624
402.0,-69.073624
403.0,-69.073624
404.0,-69.073624
405.0,-69.073624
406.0,-69.073624
407.0,-69.073624
408.0,-69.073624
409.0,-69.073624
410.0,-69.073624
411.0,-69.073624
412.0,-69.073624
413.0,-69.073624
414.0,-69.073624
415.0,-69.073624
416.0,-69.073624
417.0,-69.073624
418.0,-69.073624
419.0,-69.073624
420.0,-69.073624
421.0,-69.073624
422.0,-69.073624
423.0,-69.073624
424.0,-69.073624
425.0,-69.073624
426.0,-69.073624
427.0,-69.073624
428.0,-69.073624
429.0,-69.073624
430.0,-69.073624
431.0,-69.073624
432.0,-69.073624
433.0,-69.073624
434.0,-69.073624
435.0,-69.073624
436.0,-69.073624
437.0,-69.073624
438.0,-69.073624
439.0,-69.073624
440.0,-69.073624
441.0,-69.073624
442.0,-69.073624
443.0,-69.073624
444.0,-69.073624
445.0,-69.073624
446.0,-69.073624
447.0,-69.073624
448.0,-69.073624
449.0,-69.073624
450.0,-69.073624
451.0,-69.073624
452.0,-69.073624
453.0,-69.073624
454.0,-69.073624
455.0,-69.073624
456.0,-69.073624
457.0,-69.073624
458.0,-69.073624
459.0,-69.073624
460.0,-69.073624
461.0,-69.073624
462.0,-69.073624
463.0,-69.073624
464.0,-69.073624
465.0,-69.073624
466.0,-69.073624
467.0,-69.073624
468.0,-69.073624
469.0,-69.073624
470.0,-69.073624
471.0,-69.073624
472.0,-69.073624
473.0,-69.073624
474.0,-69.073624
475.0,-69.073624
476.0,-69.073624
477.0,-69.073624
478.0,-69.073624
479.0,-69.073624
480.0,-69.073624
481.0,-69.073624
482.0,-69.073624
483.0,-69.073624
484.0,-69.073624
485.0,-69.073624
486.0,-69.073624
487.0,-69.073624
488.0,-69.073624
489.0,-69.073624
490.0,-69.073624
491.0,-69.073624
492.0,-69.073624
493.0,-69.073624
494.0,-69.073624
495.0,-69.073624
496.0,-69.073624
497.0,-69.073624
498.0,-69.073624
499.0,-69.073624
500.0,-69.073624
501.0,-69.073624
502.0,-69.073624
503.0,-69.073624
504.0,-69.073624
505.0,-69.073624
506.0,-69.073624
507.0,-69.073624
508.0,-69.073624
509.0,-69.073624
510.0,-69.073624
511.0,-69.073624
512.0,-69.073624
513.0,-69.073624
514.0,-69.073624
515.0,-69.073624
516.0,-69.073624
517.0,-69.073624
518.0,-69.073624
519.0,-69.073624
520.0,-69.073624
521.0,-69.073624
522.0,-69.073624
523.0,-69.073624
524.0,-69.073624
525.0,-69.073624
526.0,-69.073624
527.0,-69.073624
528.0,-69.073624
529.0,-69.073624
530.0,-69.073624
531.0,-69.073624
532.0,-69.073624
533.0,-69.073624
534.0,-69.073624
535.0,-69.073624
536.0,-69.073624
537.0,-69.073624
538.0,-69.073624
539.0,-69.073624
540.0,-69.073624
541.0,-69.073624
542.0,-69.073624
543.0,-69.073624
544.0,-69.073624
545.0,-69.073624
546.0,-69.073624
547.0,-69.073624
548.0,-69.073624
549.0,-69.073624
550.0,-69.073624
551.0,-69.073624
552.0,-69.073624
553.0,-69.073624
554.0,-69.073624
555.0,-69.073624
556.0,-69.073624
557.0,-69.073624
558.0,-69.073624
559.0,-69.073624
560.0,-69.073624
561.0,-69.073624
562.0,-69.073624
563.0,-69.073624
564.0,-69.073624
565.0,-69.073624
566.0,-69.073624
567.0,-69.073624
568.0,-69.073624
569.0,-69.073624
570.0,-69.073624
571.0,-69.073624
572.0,-69.073624
573.0,-69.073624
574.0,-69.073624
575.0,-69.073624
576.0,-69.073624
577.0,-69.073624
578.0,-69.073624
579.0,-69.073624
580.0,-69.073624
581.0,-69.073624
582.0,-69.073624
583.0,-69.073624
584.0,-69.073624
585.0,-69.073624
586.0,-69.073624
587.0,-69.073624
588.0,-69.073624
589.0,-69.073624
590.0,-69.073624
591.0,-69.073624
592.0,-69.073624
593.0,-69.073624
594.0,-69.073624
595.0,-69.073624
596.0,-69.073624
597.0,-69.073624
598.0,-69.073624
599.0,-69.073624
600.0,-69.073624
601.0,-69.073624
602.0,-69.073624
603.0,-69.073624
604.0,-69.073624
605.0,-69.073624
606.0,-69.073624
607.0,-69.073624
608.0,-69.073624
609.0,-69.073624
610.0,-69.073624
611.0,-69.073624
612.0,-69.073624
613.0,-69.073624
614.0,-69.073624
615.0,-69.073624
616.0,-69.073624
617.0,-69.073624
618.0,-69.073624
619.0,-69.073624
620.0,-69.073624
621.0,-69.073624
622.0,-69.073624
623.0,-69.073624
624.0,-69.073624
625.0,-69.073624
626.0,-69.073624
627.0,-69.073624
628.0,-69.073624
629.0,-69.073624
630.0,-69.073624
631.0,-69.073624
632.0,-69.073624
633.0,-69.073624
634.0,-69.073624
635.0,-69.073624
636.0,-69.073624
637.0,-69.073624
638.0,-69.073624
639.0,-69.073624
640.0,-69.073624
641.0,-69.073624
642.0,-69.073624
643.0,-69.073624
644.0,-69.073624
645.0,-69.073624
646.0,-69.073624
647.0,-69.073624
648.0,-69.073624
649.0,-69.073624
650.0,-69.073624
651.0,-69.073624
652.0,-69.073624
653.0,-69.073624
654.0,-69.073624
655.0,-69.073624
656.0,-69.073624
657.0,-69.073624
658.0,-69.073624
659.0,-69.073624
660.0,-69.073624
661.0,-69.073624
662.0,-69.073624
663.0,-69.073624
664.0,-69.073624
665.0,-69.073624
666.0,-69.073624
667.0,-69.073624
668.0,-69.073624
669.0,-69.073624
670.0,-69.073624
671.0,-69.073624
672.0,-69.073624
673.0,-69.073624
674.0,-69.073624
675.0,-69.073624
676.0,-69.073624
677.0,-69.073624
678.0,-69.073624
679.0,-69.073624
680.0,-69.073624
681.0,-69.073624
682.0,-69.073624
683.0,-69.073624
684.0,-69.073624
685.0,-69.073624
686.0,-69.073624
687.0,-69.073624
688.0,-69.073624
689.0,-69.073624
690.0,-69.073624
691.0,-69.073624
692.0,-69.073624
693.0,-69.073624
694.0,-69.073624
695.0,-69.073624
696.0,-69.073624
697.0,-69.073624
698.0,-69.073624
699.0,-69.073624
700.0,-69.073624
701.0,-69.073624
702.0,-69.073624
703.0,-69.073624
704.0,-69.073624
705.0,-69.073624
706.0,-69.073624
707.0,-69.073624
708.0,-69.073624
709.0,-69.073624
710.0,-69.073624
711.0,-69.073624
712.0,-69.073624
713.0,-69.073624
714.0,-69.073624
715.0,-69.073624
716.0,-69.073624
717.0,-69.073624
718.0,-69.073624
719.0,-69.073624
720.0,-69.073624
721.0,-69.073624
722.0,-69.073624
723.0,-69.073624
724.0,-69.073624
725.0,-69.073624
726.0,-69.073624
727.0,-69.073624
728.0,-69.073624
729.0,-69.073624
730.0,-69.073624
731.0,-69.073624
732.0,-69.073624
733.0,-69.073624
734.0,-69.073624
735.0,-69.073624
736.0,-69.073624
737.0,-69.073624
738.0,-69.073624
739.0,-69.073624
740.0,-69.073624
741.0,-69.073624
742.0,-69.073624
743.0,-69.073624
744.0,-69.073624
745.0,-69.073624
746.0,-69.073624
747.0,-69.073624
748.0,-69.073624
749.0,-69.073624
750.0,-69.073624
751.0,-69.073624
752.0,-69.073624
753.0,-69.073624
754.0,-69.073624
755.0,-69.073624
756.0,-69.073624
757.0,-69.073624
758.0,-69.073624
759.0,-69.073624
760.0,-69.073624
761.0,-69.073624
762.0,-69.073624
763.0,-69.073624
764.0,-69.073624
765.0,-69.073624
766.0,-69.073624
767.0,-69.073624
768.0,-69.073624
769.0,-69.073624
770.0,-69.073624
771.0,-69.073624
772.0,-69.073624
773.0,-69.073624
774.0,-69.073624
775.0,-69.073624
776.0,-69.073624
777.0,-69.073624
778.0,-69.073624
779.0,-69.073624
780.0,-69.073624
781.0,-69.073624
782.0,-69.073624
783.0,-69.073624
784.0,-69.073624
785.0,-69.073624
786.0,-69.073624
787.0,-69.073624
788.0,-69.073624
789.0,-69.073624
790.0,-69.073624
791.0,-69.073624
792.0,-69.073624
793.0,-69.073624
794.0,-69.073624
795.0,-69.073624
796.0,-69.073624
797.0,-69.073624
798.0,-69.073624
799.0,-69.073624
800.0,-69.073624
801.0,-69.073624
802.0,-69.073624
803.0,-69.073624
804.0,-69.073624
805.0,-69.073624
806.0,-69.073624
807.0,-69.073624
808.0,-69.073624
809.0,-69.073624
810.0,-69.073624
811.0,-69.073624
812.0,-69.073624
813.0,-69.073624
814.0,-69.073624
815.0,-69.073624
816.0,-69.073624
817.0,-69.073624
818.0,-69.073624
819.0,-69.073624
820.0,-69.073624
821.0,-69.073624
822.0,-69.073624
823.0,-69.073624
824.0,-69.073624
825.0,-69.073624
826.0,-69.073624
827.0,-69.073624
828.0,-69.073624
829.0,-69.073624
830.0,-69.073624
831.0,-69.073624
832.0,-69.073624
833.0,-69.073624
834.0,-69.073624
835.0,-69.073624
836.0,-69.073624
837.0,-69.073624
838.0,-69.073624
839.0,-69.073624
840.0,-69.073624
841.0,-69.073624
842.0,-69.073624
843.0,-69.073624
844.0,-69.073624
845.0,-69.073624
846.0,-69.073624
847.0,-69.073624
848.0,-69.073624
849.0,-69.073624
850.0,-69.073624
851.0,-69.073624
852.0,-69.073624
853.0,-69.073624
854.0,-69.073624
855.0,-69.073624
856.0,-69.073624
857.0,-69.073624
858.0,-69.073624
859.0,-69.073624
860.0,-69.073624
861.0,-69.073624
862.0,-69.073624
863.0,-69.073624
864.0,-69.073624
865.0,-69.073624
866.0,-69.073624
867.0,-69.073624
868.0,-69.073624
869.0,-69.073624
870.0,-69.073624
871.0,-69.073624
872.0,-69.073624
873.0,-69.073624
874.0,-69.073624
875.0,-69.073624
876.0,-69.073624
877.0,-69.073624
878.0,-69.073624
879.0,-69.073624
880.0,-69.073624
881.0,-69.073624
882.0,-69.073624
883.0,-69.073624
884.0,-69.073624
885.0,-69.073624
886.0,-69.073624
887.0,-69.073624
888.0,-69.073624
889.0,-69.073624
890.0,-69.073624
891.0,-69.073624
892.0,-69.073624
893.0,-69.073624
894.0,-69.073624
895.0,-69.073624
896.0,-69.073624
897.0,-69.073624
898.0,-69.073624
899.0,-69.073624
900.0,-69.073624
901.0,-69.073624
902.0,-69.073624
903.0,-69.073624
904.0,-69.073624
905.0,-69.073624
906.0,-69.073624
907.0,-69.073624
908.0,-69.073624
909.0,-69.073624
910.0,-69.073624
911.0,-69.073624
912.0,-69.073624
913.0,-69.073624
914.0,-69.073624
915.0,-69.073624
916.0,-69.073624
917.0,-69.073624
918.0,-69.073624
919.0,-69.073624
920.0,-69.073624
921.0,-69.073624
922.0,-69.073624
923.0,-69.073624
924.0,-69.073624
925.0,-69.073624
926.0,-69.073624
927.0,-69.073624
928.0,-69.073624
929.0,-69.073624
930.0,-69.073624
931.0,-69.073624
932.0,-69.073624
933.0,-69.073624
934.0,-69.073624
935.0,-69.073624
936.0,-69.073624
937.0,-69.073624
938.0,-69.073624
939.0,-69.073624
940.0,-69.073624
941.0,-69.073624
942.0,-69.073624
943.0,-69.073624
944.0,-69.073624
945.0,-69.073624
946.0,-69.073624
947.0,-69.073624
948.0,-69.073624
949.0,-69.073624
950.0,-69.073624
951.0,-69.073624
952.0,-69.073624
953.0,-69.073624
954.0,-69.073624
955.0,-69.073624
956.0,-69.073624
957.0,-69.073624
958.0,-69.073624
959.0,-69.073624
960.0,-69.073624
961.0,-69.073624
962.0,-69.073624
963.0,-69.073624
964.0,-69.073624
965.0,-69.073624
966.0,-69.073624
967.0,-69.073624
968.0,-69.073624
969.0,-69.073624
970.0,-69.073624
971.0,-69.073624
972.0,-69.073624
973.0,-69.073624
974.0,-69.073624
975.0,-69.073624
976.0,-69.073624
977.0,-69.073624
978.0,-69.073624
979.0,-69.073624
980.0,-69.073624
981.0,-69.073624
982.0,-69.073624
983.0,-69.073624
984.0,-69.073624
985.0,-69.073624
986.0,-69.073624
987.0,-69.073624
988.0,-69.073624
989.0,-69.073624
990.0,-69.073624
991.0,-69.073624
992.0,-69.073624
993.0,-69.073624
994.0,-69.073624
995.0,-69.073624
996.0,-69.073624
997.0,-69.073624
998.0,-69.073624
999.0,-69.073624
1000.0,-69.073624
