T,CAI,H_IHVA,H_INA,H_INAD,INE,INI,INNE,INNI,M_IHVA,M_IKCA,M_IKM,M_IKV,M_INA,M_INAD,M_INAPD,VD,VS
13.0,3.868608e-06,0.048085753,0.84975117,0.86464107,0.0,0.0,0.0,0.0,9.777394e-05,9.7351887e-09,0.016200485,0.00051465968,0.013242169,0.013334793,0.00012955104,-67.200287,-67.263756
14.0,4.1635976e-06,0.051754791,0.85464793,0.86693358,0.0,0.0,0.0,0.0,9.2715476e-05,1.1831887e-08,0.016139472,0.00050348247,0.013001014,0.013089908,0.00012521773,-67.368309,-67.430351
15.0,4.4582184e-06,0.055412643,0.8592394,0.86932528,0.0,0.0,0.0,0.0,8.8338304e-05,1.4167569e-08,0.016055396,0.00049339043,0.01278514,0.01287071,0.00012139553,-67.521355,-67.582085
16.0,4.7524709e-06,0.05905826,0.86351627,0.87175101,0.0,0.0,0.0,0.0,8.453575e-05,1.6746641e-08,0.015953708,0.00048430759,0.012591718,0.012674329,0.00011801677,-67.660675,-67.7202
17.0,5.0463564e-06,0.062690698,0.86747772,0.87416005,0.0,0.0,0.0,0.0,8.1220285e-05,1.95728e-08,0.015838999,0.00047614731,0.012418255,0.012498235,0.00011502383,-67.787422,-67.845856
18.0,5.3398744e-06,0.066309094,0.87112927,0.87651402,0.0,0.0,0.0,0.0,7.8319754e-05,2.2649129e-08,0.015715096,0.00046882182,0.012262565,0.012340207,0.00011236758,-67.902679,-67.960121
19.0,5.6330255e-06,0.069912672,0.8744812,0.87878466,0.0,0.0,0.0,0.0,7.5774355e-05,2.5978165e-08,0.015585181,0.00046224709,0.012122719,0.012198281,0.00011000597,-68.007439,-68.063995
20.0,5.9258109e-06,0.07350073,0.8775472,0.88095212,0.0,0.0,0.0,0.0,7.3534276e-05,2.9561988e-08,0.015451874,0.00045634538,0.011997016,0.012070726,0.0001079029,-68.102631,-68.158371
21.0,6.2182303e-06,0.077072643,0.8803432,0.88300353,0.0,0.0,0.0,0.0,7.1557784e-05,3.3402266e-08,0.015317312,0.00045104587,0.011883954,0.011956013,0.00010602731,-68.189087,-68.244102
22.0,6.510284e-06,0.080627851,0.88288629,0.88493121,0.0,0.0,0.0,0.0,6.980975e-05,3.7500318e-08,0.015183225,0.00044628492,0.011782203,0.01185279,0.00010435229,-68.267586,-68.321945
23.0,6.8019735e-06,0.084165849,0.88519436,0.8867318,0.0,0.0,0.0,0.0,6.8260444e-05,4.185716e-08,0.015050993,0.00044200555,0.011690582,0.011759854,0.00010285458,-68.338844,-68.392601
24.0,7.0932983e-06,0.087686196,0.88728517,0.88840526,0.0,0.0,0.0,0.0,6.6884611e-05,4.6473534e-08,0.014921701,0.00043815703,0.011608044,0.011676141,0.0001015139,-68.403503,-68.456734
25.0,7.3842589e-06,0.091188505,0.88917625,0.88995385,0.0,0.0,0.0,0.0,6.5660664e-05,5.1349968e-08,0.014796185,0.00043469414,0.011533657,0.011600703,0.00010031257,-68.462166,-68.514915
26.0,7.6748565e-06,0.094672419,0.89088446,0.89138168,0.0,0.0,0.0,0.0,6.4570093e-05,5.6486773e-08,0.014675074,0.00043157674,0.011466592,0.011532695,9.9235112e-05,-68.515381,-68.567688
27.0,7.9650908e-06,0.098137647,0.89242589,0.89269406,0.0,0.0,0.0,0.0,6.359697e-05,6.1884101e-08,0.014558822,0.00042876901,0.011406105,0.011471364,9.826797e-05,-68.563637,-68.615547
28.0,8.2549623e-06,0.10158393,0.89381564,0.89389706,0.0,0.0,0.0,0.0,6.2727508e-05,6.754194e-08,0.014447738,0.00042623916,0.011351536,0.011416038,9.7399199e-05,-68.607384,-68.658943
29.0,8.5444726e-06,0.10501103,0.89506769,0.89499736,0.0,0.0,0.0,0.0,6.1949751e-05,7.3460164e-08,0.014342013,0.00042395882,0.011302293,0.011366115,9.6618271e-05,-68.647041,-68.698273
30.0,8.8336201e-06,0.10841876,0.89619505,0.89600164,0.0,0.0,0.0,0.0,6.1253289e-05,7.9638525e-08,0.014241739,0.0004219026,0.011257846,0.011321057,9.5915879e-05,-68.682976,-68.733925
31.0,9.1224074e-06,0.11180697,0.89720988,0.89691687,0.0,0.0,0.0,0.0,6.0629034e-05,8.6076682e-08,0.014146931,0.00042004796,0.011217719,0.01128038,9.5283795e-05,-68.715546,-68.766228
32.0,9.4108327e-06,0.11517552,0.89812297,0.8977496,0.0,0.0,0.0,0.0,6.0069011e-05,9.2774194e-08,0.014057541,0.00041837464,0.011181486,0.011243653,9.4714705e-05,-68.745049,-68.795502
33.0,9.6988988e-06,0.1185243,0.89894444,0.8985064,0.0,0.0,0.0,0.0,5.9566231e-05,9.973057e-08,0.01397347,0.00041686458,0.011148765,0.011210487,9.4202114e-05,-68.771774,-68.822014
34.0,9.9866047e-06,0.12185321,0.89968336,0.89919353,0.0,0.0,0.0,0.0,5.9114529e-05,1.0694524e-07,0.013894578,0.00041550153,0.01111921,0.011180533,9.3740236e-05,-68.795982,-68.846024
35.0,1.0273951e-05,0.1251622,0.90034801,0.89981669,0.0,0.0,0.0,0.0,5.8708469e-05,1.144176e-07,0.013820699,0.00041427097,0.011092514,0.011153475,9.3323921e-05,-68.817894,-68.867767
36.0,1.0560939e-05,0.12845123,0.90094578,0.90038157,0.0,0.0,0.0,0.0,5.8343234e-05,1.2214696e-07,0.013751644,0.00041315981,0.011068396,0.011129034,9.2948554e-05,-68.837746,-68.887459
37.0,1.0847567e-05,0.13172024,0.90148354,0.90089315,0.0,0.0,0.0,0.0,5.8014561e-05,1.3013263e-07,0.013687208,0.00041215637,0.011046607,0.011106952,9.2610026e-05,-68.855705,-68.905281
38.0,1.1133839e-05,0.13496923,0.90196723,0.90135634,0.0,0.0,0.0,0.0,5.7718658e-05,1.3837386e-07,0.013627177,0.00041125005,0.011026921,0.011087001,9.2304654e-05,-68.871971,-68.92141
39.0,1.1419751e-05,0.13819823,0.90240246,0.90177536,0.0,0.0,0.0,0.0,5.7452158e-05,1.4686989e-07,0.01357133,0.00041043144,0.011009133,0.011068976,9.2029135e-05,-68.886688,-68.936012
40.0,1.1705308e-05,0.14140719,0.902794,0.90215445,0.0,0.0,0.0,0.0,5.7212055e-05,1.5561993e-07,0.013519446,0.00040969194,0.010993061,0.011052689,9.1780508e-05,-68.900009,-68.949226
41.0,1.1990507e-05,0.14459617,0.90314645,0.90249717,0.0,0.0,0.0,0.0,5.6995672e-05,1.6462313e-07,0.013471304,0.00040902387,0.010978539,0.011037972,9.155611e-05,-68.912056,-68.961189
42.0,1.227535e-05,0.1477652,0.9034636,0.90280694,0.0,0.0,0.0,0.0,5.6800611e-05,1.7387869e-07,0.013426683,0.00040842031,0.010965415,0.011024674,9.1353562e-05,-68.922966,-68.972
43.0,1.2559837e-05,0.15091433,0.90374911,0.90308696,0.0,0.0,0.0,0.0,5.6624729e-05,1.8338572e-07,0.013385373,0.00040787502,0.010953558,0.011012658,9.1170717e-05,-68.932823,-68.981789
44.0,1.2843969e-05,0.15404357,0.90400618,0.90333992,0.0,0.0,0.0,0.0,5.6466113e-05,1.9314339e-07,0.013347166,0.00040738235,0.010942843,0.011001801,9.1005641e-05,-68.94175,-68.990639
45.0,1.3127746e-05,0.15715303,0.90423769,0.90356845,0.0,0.0,0.0,0.0,5.6323039e-05,2.0315079e-07,0.013311861,0.00040693721,0.010933161,0.010991991,9.08566e-05,-68.949814,-68.998642
46.0,1.3411168e-05,0.16024272,0.90444618,0.90377492,0.0,0.0,0.0,0.0,5.6193967e-05,2.1340706e-07,0.013279268,0.00040653502,0.010924413,0.010983127,9.0722024e-05,-68.957108,-69.005882
47.0,1.3694236e-05,0.16331275,0.90463406,0.90396142,0.0,0.0,0.0,0.0,5.6077512e-05,2.239113e-07,0.013249202,0.00040617163,0.010916509,0.010975119,9.0600508e-05,-68.963707,-69.012428
48.0,1.3976951e-05,0.16636316,0.90480328,0.9041298,0.0,0.0,0.0,0.0,5.5972425e-05,2.3466261e-07,0.01322149,0.00040584334,0.010909367,0.010967882,9.0490779e-05,-68.969673,-69.018349
49.0,1.4259313e-05,0.16939408,0.90495574,0.90428191,0.0,0.0,0.0,0.0,5.5877594e-05,2.4566006e-07,0.013195966,0.00040554671,0.010902915,0.010961344,9.0391695e-05,-68.975067,-69.023697
50.0,1.4541321e-05,0.17240554,0.90509319,0.90441924,0.0,0.0,0.0,0.0,5.5792007e-05,2.5690275e-07,0.013172475,0.00040527873,0.010897086,0.010955439,9.0302223e-05,-68.979942,-69.028534
51.0,1.4822978e-05,0.17539765,0.90521711,0.90454328,0.0,0.0,0.0,0.0,5.5714761e-05,2.6838981e-07,0.013150868,0.00040503661,0.010891819,0.010950102,9.0221431e-05,-68.984344,-69.032906
52.0,1.5104282e-05,0.17837051,0.90532875,0.90465528,0.0,0.0,0.0,0.0,5.564504e-05,2.8012025e-07,0.013131007,0.0004048179,0.010887062,0.010945283,9.0148467e-05,-68.988327,-69.036858
53.0,1.5385236e-05,0.1813242,0.90542948,0.90475637,0.0,0.0,0.0,0.0,5.5582106e-05,2.920932e-07,0.013112761,0.00040462031,0.010882765,0.010940929,9.0082583e-05,-68.991928,-69.040428
54.0,1.5665837e-05,0.18425882,0.90552026,0.90484768,0.0,0.0,0.0,0.0,5.5525303e-05,3.0430775e-07,0.013096009,0.00040444182,0.010878884,0.010936996,9.0023095e-05,-68.995178,-69.043648
55.0,1.5946089e-05,0.18717445,0.90560216,0.90493011,0.0,0.0,0.0,0.0,5.5474025e-05,3.1676294e-07,0.013080637,0.00040428058,0.010875378,0.010933444,8.9969377e-05,-68.998116,-69.04657
56.0,1.6225991e-05,0.19007123,0.90567601,0.9050045,0.0,0.0,0.0,0.0,5.5427743e-05,3.2945789e-07,0.013066539,0.00040413497,0.010872212,0.010930236,8.9920875e-05,-69.000771,-69.049202
57.0,1.6505543e-05,0.19294922,0.90574259,0.90507168,0.0,0.0,0.0,0.0,5.5385961e-05,3.4239164e-07,0.013053614,0.00040400343,0.010869352,0.010927339,8.9877081e-05,-69.003166,-69.051575
58.0,1.6784747e-05,0.19580854,0.90580267,0.90513235,0.0,0.0,0.0,0.0,5.534825e-05,3.5556329e-07,0.013041771,0.00040388465,0.010866771,0.010924723,8.9837537e-05,-69.005333,-69.053726
59.0,1.7063599e-05,0.1986493,0.90585685,0.90518713,0.0,0.0,0.0,0.0,5.5314209e-05,3.6897194e-07,0.013030926,0.00040377738,0.010864438,0.01092236,8.9801841e-05,-69.007286,-69.055664
60.0,1.7342105e-05,0.20147161,0.90590572,0.9052366,0.0,0.0,0.0,0.0,5.5283486e-05,3.8261663e-07,0.013020997,0.00040368049,0.010862334,0.010920228,8.9769615e-05,-69.009056,-69.057419
61.0,1.7620263e-05,0.20427555,0.90594989,0.90528125,0.0,0.0,0.0,0.0,5.5255754e-05,3.9649649e-07,0.013011911,0.00040359303,0.010860433,0.010918302,8.9740519e-05,-69.010651,-69.058998
62.0,1.7898074e-05,0.20706126,0.90598965,0.90532154,0.0,0.0,0.0,0.0,5.5230725e-05,4.1061057e-07,0.0130036,0.00040351404,0.010858716,0.010916563,8.971426e-05,-69.012085,-69.060432
63.0,1.8175537e-05,0.20982881,0.90602559,0.9053579,0.0,0.0,0.0,0.0,5.5208136e-05,4.2495799e-07,0.012996,0.00040344274,0.010857167,0.010914993,8.9690555e-05,-69.01339,-69.061722
64.0,1.8452653e-05,0.21257834,0.90605795,0.90539074,0.0,0.0,0.0,0.0,5.5187749e-05,4.3953779e-07,0.012989054,0.00040337836,0.010855769,0.010913576,8.9669156e-05,-69.014565,-69.062889
65.0,1.8729423e-05,0.21530996,0.90608722,0.90542036,0.0,0.0,0.0,0.0,5.5169348e-05,4.5434911e-07,0.012982708,0.00040332024,0.010854506,0.010912297,8.9649846e-05,-69.015625,-69.063934
66.0,1.9005847e-05,0.21802375,0.90611356,0.90544713,0.0,0.0,0.0,0.0,5.5152748e-05,4.6939101e-07,0.012976911,0.00040326777,0.010853367,0.010911143,8.963242e-05,-69.016579,-69.064888
67.0,1.9281926e-05,0.22071984,0.90613741,0.90547127,0.0,0.0,0.0,0.0,5.5137763e-05,4.8466256e-07,0.012971618,0.00040322042,0.010852339,0.010910101,8.9616689e-05,-69.017441,-69.065742
68.0,1.9557661e-05,0.22339833,0.90615886,0.90549308,0.0,0.0,0.0,0.0,5.5124245e-05,5.0016297e-07,0.012966787,0.00040317766,0.010851411,0.010909162,8.9602501e-05,-69.018219,-69.066513
69.0,1.9833051e-05,0.22605933,0.90617824,0.90551275,0.0,0.0,0.0,0.0,5.511205e-05,5.158912e-07,0.012962379,0.0004031391,0.010850574,0.010908313,8.9589696e-05,-69.018921,-69.067215
70.0,2.0108097e-05,0.22870296,0.9061957,0.90553051,0.0,0.0,0.0,0.0,5.5101045e-05,5.3184641e-07,0.012958357,0.00040310429,0.010849818,0.010907548,8.9578141e-05,-69.019562,-69.067841
71.0,2.0382799e-05,0.23132931,0.9062115,0.90554655,0.0,0.0,0.0,0.0,5.5091117e-05,5.4802774e-07,0.01295469,0.00040307286,0.010849136,0.010906857,8.9567715e-05,-69.020134,-69.068413
72.0,2.0657159e-05,0.2339385,0.90622574,0.90556103,0.0,0.0,0.0,0.0,5.5082161e-05,5.6443423e-07,0.012951345,0.00040304451,0.010848521,0.010906233,8.9558307e-05,-69.020645,-69.068924
73.0,2.0931175e-05,0.23653065,0.90623856,0.90557408,0.0,0.0,0.0,0.0,5.5074081e-05,5.8106497e-07,0.012948298,0.00040301893,0.010847966,0.010905671,8.9549823e-05,-69.021111,-69.069389
74.0,2.1204849e-05,0.23910584,0.90625018,0.90558583,0.0,0.0,0.0,0.0,5.5066794e-05,5.9791921e-07,0.012945521,0.00040299585,0.010847466,0.010905164,8.9542169e-05,-69.021538,-69.069801
75.0,2.1478181e-05,0.24166419,0.90626061,0.90559649,0.0,0.0,0.0,0.0,5.506022e-05,6.1499588e-07,0.01294299,0.00040297504,0.010847014,0.010904707,8.9535271e-05,-69.021912,-69.070183
76.0,2.1751172e-05,0.2442058,0.90627003,0.90560603,0.0,0.0,0.0,0.0,5.505429e-05,6.3229425e-07,0.012940686,0.00040295627,0.010846607,0.010904294,8.9529043e-05,-69.022255,-69.070518
77.0,2.2023822e-05,0.2467308,0.90627855,0.90561473,0.0,0.0,0.0,0.0,5.5048942e-05,6.4981333e-07,0.012938588,0.00040293933,0.01084624,0.010903922,8.9523426e-05,-69.022568,-69.070824
78.0,2.229613e-05,0.24923928,0.90628624,0.90562254,0.0,0.0,0.0,0.0,5.5044122e-05,6.6755229e-07,0.012936679,0.00040292405,0.010845909,0.010903587,8.9518362e-05,-69.022842,-69.071098
79.0,2.25681e-05,0.25173134,0.90629315,0.90562958,0.0,0.0,0.0,0.0,5.5039774e-05,6.8551026e-07,0.01293494,0.00040291029,0.01084561,0.010903284,8.95138e-05,-69.023094,-69.07135
80.0,2.2839728e-05,0.2542071,0.90629941,0.90563589,0.0,0.0,0.0,0.0,5.5035853e-05,7.0368634e-07,0.012933359,0.00040289786,0.010845341,0.010903011,8.9509682e-05,-69.023323,-69.071579
81.0,2.3111017e-05,0.25666666,0.90630502,0.90564167,0.0,0.0,0.0,0.0,5.503232e-05,7.2207962e-07,0.01293192,0.00040288665,0.010845098,0.010902765,8.9505971e-05,-69.023521,-69.071777
82.0,2.3381968e-05,0.25911009,0.90631008,0.9056468,0.0,0.0,0.0,0.0,5.5029133e-05,7.4068936e-07,0.012930611,0.00040287653,0.010844879,0.010902544,8.9502624e-05,-69.023705,-69.07196
83.0,2.3652581e-05,0.26153758,0.90631467,0.90565151,0.0,0.0,0.0,0.0,5.5026259e-05,7.5951453e-07,0.012929421,0.00040286742,0.010844681,0.010902343,8.9499605e-05,-69.023872,-69.072128
84.0,2.3922856e-05,0.26394913,0.90631884,0.90565568,0.0,0.0,0.0,0.0,5.5023669e-05,7.7855441e-07,0.012928339,0.00040285921,0.010844504,0.010902163,8.9496883e-05,-69.024025,-69.072273
85.0,2.4192792e-05,0.26634493,0.90632254,0.9056595,0.0,0.0,0.0,0.0,5.5021334e-05,7.9780801e-07,0.012927355,0.00040285182,0.010844343,0.010902001,8.9494431e-05,-69.024155,-69.072403
86.0,2.4462392e-05,0.26872501,0.90632594,0.90566289,0.0,0.0,0.0,0.0,5.5019231e-05,8.1727455e-07,0.012926462,0.00040284512,0.010844199,0.010901854,8.949222e-05,-69.024277,-69.072525
87.0,2.4731655e-05,0.27108952,0.90632898,0.90566599,0.0,0.0,0.0,0.0,5.5017332e-05,8.3695318e-07,0.01292565,0.0004028391,0.010844069,0.010901722,8.9490233e-05,-69.024391,-69.072639
88.0,2.5000581e-05,0.27343857,0.90633166,0.9056688,0.0,0.0,0.0,0.0,5.5015626e-05,8.5684297e-07,0.012924912,0.00040283368,0.010843951,0.010901603,8.9488436e-05,-69.02449,-69.072731
89.0,2.5269172e-05,0.27577221,0.90633416,0.9056713,0.0,0.0,0.0,0.0,5.5014083e-05,8.7694315e-07,0.012924242,0.00040282879,0.010843845,0.010901496,8.9486814e-05,-69.024574,-69.072823
90.0,2.5537425e-05,0.27809057,0.90633637,0.90567356,0.0,0.0,0.0,0.0,5.5012697e-05,8.9725285e-07,0.012923634,0.0004028244,0.01084375,0.010901399,8.9485358e-05,-69.024658,-69.072899
91.0,2.5805346e-05,0.28039375,0.90633839,0.90567559,0.0,0.0,0.0,0.0,5.5011446e-05,9.1777116e-07,0.012923081,0.00040282041,0.010843664,0.010901312,8.9484049e-05,-69.024727,-69.072975
92.0,2.607293e-05,0.28268185,0.90634018,0.90567744,0.0,0.0,0.0,0.0,5.5010318e-05,9.3849729e-07,0.012922579,0.00040281683,0.010843587,0.010901234,8.9482863e-05,-69.024796,-69.073036
93.0,2.6340182e-05,0.28495497,0.90634179,0.90567905,0.0,0.0,0.0,0.0,5.5009303e-05,9.5943039e-07,0.012922124,0.00040281363,0.010843517,0.010901163,8.9481793e-05,-69.024849,-69.073097
94.0,2.6607098e-05,0.28721321,0.90634328,0.9056806,0.0,0.0,0.0,0.0,5.500839e-05,9.8056967e-07,0.012921711,0.00040281072,0.010843454,0.0109011,8.9480833e-05,-69.024902,-69.073151
95.0,2.6873682e-05,0.28945664,0.90634459,0.90568191,0.0,0.0,0.0,0.0,5.5007564e-05,1.0019143e-06,0.012921336,0.0004028081,0.010843398,0.010901042,8.9479967e-05,-69.024956,-69.073196
96.0,2.7139931e-05,0.29168537,0.90634578,0.90568316,0.0,0.0,0.0,0.0,5.5006822e-05,1.0234633e-06,0.012920996,0.00040280574,0.010843347,0.010900991,8.9479188e-05,-69.024994,-69.073235
97.0,2.7405849e-05,0.29389954,0.90634686,0.90568423,0.0,0.0,0.0,0.0,5.5006152e-05,1.0452159e-06,0.012920688,0.00040280362,0.010843301,0.010900944,8.947849e-05,-69.025032,-69.073273
98.0,2.7671436e-05,0.29609916,0.90634781,0.90568519,0.0,0.0,0.0,0.0,5.5005552e-05,1.0671713e-06,0.012920408,0.0004028017,0.010843259,0.010900903,8.9477857e-05,-69.02507,-69.073311
99.0,2.7936689e-05,0.29828441,0.90634871,0.90568608,0.0,0.0,0.0,0.0,5.500501e-05,1.0893286e-06,0.012920154,0.00040279998,0.010843222,0.010900864,8.9477289e-05,-69.025101,-69.073341
100.0,2.8201612e-05,0.3004553,0.90634948,0.90568691,0.0,0.0,0.0,0.0,5.5004519e-05,1.1116872e-06,0.012919924,0.00040279844,0.010843189,0.010900831,8.9476773e-05,-69.025131,-69.073372
101.0,2.8466204e-05,0.30261201,0.9063502,0.90568763,0.0,0.0,0.0,0.0,5.5004079e-05,1.1342461e-06,0.012919716,0.00040279704,0.010843159,0.0109008,8.9476314e-05,-69.025154,-69.073395
102.0,2.8730465e-05,0.30475459,0.90635085,0.90568829,0.0,0.0,0.0,0.0,5.5003686e-05,1.1570044e-06,0.012919527,0.00040279576,0.010843131,0.010900772,8.94759e-05,-69.025177,-69.073418
103.0,2.8994395e-05,0.30688313,0.90635139,0.90568888,0.0,0.0,0.0,0.0,5.5003329e-05,1.1799615e-06,0.012919355,0.00040279463,0.010843107,0.010900747,8.9475521e-05,-69.0252,-69.073441
104.0,2.9257997e-05,0.30899772,0.90635192,0.90568936,0.0,0.0,0.0,0.0,5.5003005e-05,1.2031163e-06,0.0129192,0.00040279361,0.010843085,0.010900725,8.9475187e-05,-69.025215,-69.073456
105.0,2.9521269e-05,0.31109846,0.9063524,0.90568984,0.0,0.0,0.0,0.0,5.5002718e-05,1.2264683e-06,0.012919059,0.00040279271,0.010843065,0.010900705,8.9474881e-05,-69.02523,-69.073471
106.0,2.9784211e-05,0.31318542,0.90635282,0.90569031,0.0,0.0,0.0,0.0,5.5002456e-05,1.2500165e-06,0.012918931,0.00040279186,0.010843047,0.010900686,8.9474612e-05,-69.025246,-69.073486
107.0,3.0046825e-05,0.31525874,0.90635318,0.90569067,0.0,0.0,0.0,0.0,5.5002223e-05,1.2737602e-06,0.012918816,0.00040279113,0.010843031,0.010900671,8.9474364e-05,-69.025261,-69.073502
108.0,3.0309113e-05,0.31731844,0.90635353,0.90569103,0.0,0.0,0.0,0.0,5.5002012e-05,1.2976984e-06,0.012918712,0.00040279047,0.010843016,0.010900656,8.9474139e-05,-69.025276,-69.073517
109.0,3.0571071e-05,0.31936467,0.90635383,0.90569133,0.0,0.0,0.0,0.0,5.5001823e-05,1.3218305e-06,0.012918617,0.00040278985,0.010843003,0.010900643,8.9473942e-05,-69.025284,-69.073524
110.0,3.0832703e-05,0.32139751,0.90635413,0.90569162,0.0,0.0,0.0,0.0,5.5001652e-05,1.3461556e-06,0.012918531,0.0004027893,0.010842992,0.010900631,8.947376e-05,-69.025291,-69.073532
111.0,3.1094009e-05,0.32341701,0.90635437,0.90569186,0.0,0.0,0.0,0.0,5.5001499e-05,1.370673e-06,0.012918453,0.00040278881,0.010842981,0.01090062,8.94736e-05,-69.025299,-69.07354
112.0,3.1354986e-05,0.3254233,0.90635461,0.9056921,0.0,0.0,0.0,0.0,5.5001361e-05,1.3953818e-06,0.012918383,0.00040278837,0.010842972,0.01090061,8.9473455e-05,-69.025314,-69.073547
113.0,3.1615637e-05,0.32741642,0.90635478,0.90569228,0.0,0.0,0.0,0.0,5.5001234e-05,1.4202811e-06,0.01291832,0.00040278799,0.010842963,0.010900602,8.9473324e-05,-69.025314,-69.073555
114.0,3.1875963e-05,0.32939649,0.90635496,0.90569246,0.0,0.0,0.0,0.0,5.5001125e-05,1.4453705e-06,0.012918262,0.00040278761,0.010842956,0.010900594,8.9473207e-05,-69.025322,-69.073563
115.0,3.2135966e-05,0.33136359,0.90635514,0.90569264,0.0,0.0,0.0,0.0,5.5001023e-05,1.4706487e-06,0.01291821,0.00040278729,0.010842948,0.010900587,8.9473106e-05,-69.02533,-69.07357
116.0,3.2395641e-05,0.33331782,0.90635526,0.90569282,0.0,0.0,0.0,0.0,5.5000932e-05,1.4961154e-06,0.012918162,0.000402787,0.010842943,0.010900581,8.9473004e-05,-69.025337,-69.073578
117.0,3.2654993e-05,0.33525923,0.90635544,0.90569293,0.0,0.0,0.0,0.0,5.5000852e-05,1.5217695e-06,0.012918119,0.00040278677,0.010842937,0.010900575,8.9472924e-05,-69.025337,-69.073578
118.0,3.2914024e-05,0.33718792,0.90635556,0.90569305,0.0,0.0,0.0,0.0,5.5000775e-05,1.5476103e-06,0.012918081,0.00040278654,0.010842931,0.01090057,8.9472844e-05,-69.025345,-69.073586
119.0,3.3172728e-05,0.339104,0.90635562,0.90569317,0.0,0.0,0.0,0.0,5.500071e-05,1.573637e-06,0.012918046,0.0004027863,0.010842927,0.010900565,8.9472778e-05,-69.025345,-69.073586
120.0,3.3431108e-05,0.3410075,0.90635574,0.90569329,0.0,0.0,0.0,0.0,5.5000652e-05,1.5998488e-06,0.012918014,0.00040278613,0.010842923,0.010900562,8.9472713e-05,-69.025352,-69.073593
121.0,3.3689168e-05,0.34289852,0.9063558,0.90569335,0.0,0.0,0.0,0.0,5.5000597e-05,1.6262451e-06,0.012917986,0.00040278595,0.010842919,0.010900558,8.9472655e-05,-69.025352,-69.073593
122.0,3.3946904e-05,0.34477717,0.90635592,0.90569341,0.0,0.0,0.0,0.0,5.500055e-05,1.6528249e-06,0.01291796,0.00040278581,0.010842916,0.010900554,8.9472604e-05,-69.02536,-69.073593
123.0,3.4204317e-05,0.34664351,0.90635598,0.90569353,0.0,0.0,0.0,0.0,5.5000506e-05,1.6795876e-06,0.012917937,0.00040278566,0.010842913,0.010900551,8.947256e-05,-69.02536,-69.073601
124.0,3.4461409e-05,0.34849763,0.90635604,0.90569359,0.0,0.0,0.0,0.0,5.500047e-05,1.7065323e-06,0.012917915,0.00040278555,0.01084291,0.010900549,8.9472524e-05,-69.02536,-69.073601
