T,ACT,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,I1P,PP1,TA
130.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
131.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
132.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
133.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
134.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
135.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
136.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
137.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
138.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
139.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
140.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
141.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
142.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
143.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
144.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
145.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
146.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
147.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
148.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
149.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
150.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
151.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
152.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
153.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
154.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
155.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
156.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
157.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
158.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
159.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
160.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
161.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
162.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
163.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
164.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
165.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
166.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
167.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
168.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
169.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
170.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
171.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
172.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
173.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
174.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
175.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
176.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
177.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
178.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
179.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
180.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
181.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
182.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
183.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
184.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
185.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
186.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
187.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
188.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
189.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
190.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
191.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
192.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
193.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
194.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
195.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
196.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
197.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
198.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
199.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
200.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
201.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
202.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
203.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
204.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
205.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
206.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
207.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
208.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
209.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
210.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
211.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
212.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
213.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
214.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
215.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
216.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
217.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
218.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
219.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
220.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
221.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
222.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
223.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
224.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
225.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
226.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
227.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
228.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
229.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
230.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
231.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
232.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
233.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
234.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
235.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
236.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
237.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
238.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
239.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
240.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
241.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
242.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
243.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
244.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
245.0,132.39644,1.3259107,2.1463268,0.81647211,0.34801549,3.2188895,1.3462847,1.3808585,0.21542247,4.942081,2.4341335,1.2846681,8.5917187,4.7270694,0.0075558838,0.0051573748,132.39644
