Time,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L,kon_FADD,koff_FADD,kDISC,kD216,kD216trans_p55,kD216trans_p43,kD374,kD374trans_p55,kD374trans_p43,kdiss_p18,kBid,kD374probe,KDR,KDL,CD95act,cell,reaction_1,reaction_2,reaction_3,reaction_4,reaction_5,reaction_6,reaction_7,reaction_8,reaction_9,reaction_10,reaction_11,reaction_12,reaction_13,reaction_14,reaction_15,reaction_16,reaction_17,reaction_18,reaction_19
0.1,116.0,92.58686107406143,154.99883275723616,235.99999999992278,972.9999999990606,5178.0,0.4119716831827383,0.001166968551726918,2.4909566108858785e-07,2.510848278641838e-08,8.026278271041642e-12,1.0392985880755316e-14,7.728077366242079e-11,9.39405107301329e-10,9.39405107301329e-10,1.2782288123411892e-12,1.2782288123411892e-12,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.122468696524181,0.0005390855385211898,0.023304943363889715,7.465983991169514e-06,3.040853542188961e-10,1.5526703491248318e-15,1.606380311179305e-10,6.5426972052574914e-15,3.340723850380671e-20,7.52242683564539e-07,7.403301451372102e-10,1.2116765483588912e-13,1.6057021269705224e-10,1.580274178373215e-13,2.5863882140812472e-17,5.194097753115713e-13,3.0902441056388116e-09,3.756420850967277e-08,6.388198231311968e-11
0.11,116.0,92.54565122115297,154.99858811914842,235.9999999998869,972.9999999986248,5177.999999999999,0.45293689800722003,0.0014115159693585493,3.314566691804222e-07,3.341383656322973e-08,1.174844357611797e-11,1.6734346857990795e-14,1.1313277501651988e-10,1.3752127678990183e-09,1.3752127678990183e-09,2.0581500403270566e-12,2.0581500403270566e-12,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.1206338105950895,0.0005926905696332341,0.025622275816822096,9.030539524750729e-06,4.4489555660150824e-10,2.4992619437985234e-15,2.1377368609930246e-10,1.0531703316644365e-14,5.916329105134678e-20,9.098810410213597e-07,1.0831484891330792e-09,1.950379929141713e-13,2.1366115988358822e-10,2.5434837311759864e-13,4.5799441804646465e-17,7.602846838924966e-13,4.112562648684808e-09,4.9991248446150683e-08,9.350708253463677e-11
0.12,116.0,92.50446024867536,154.99832031968566,235.99999999983984,972.9999999980525,5177.999999999998,0.49386007102693236,0.0016792067194743288,4.302047329239944e-07,4.337354563916736e-08,1.6635454451068893e-11,2.5850824703055563e-14,1.602109945372436e-10,1.9474834345149062e-09,1.9474834345149062e-09,3.179381684662266e-12,3.179381684662266e-12,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.118799765325075,0.0006462405869424136,0.02793721851266965,1.0743160530681876e-05,6.296570679338062e-10,3.859479383860445e-15,2.7749350820386313e-10,1.626390560276028e-14,9.968951604225386e-20,1.0824378832211833e-06,1.5329712596238474e-09,3.0118696225082276e-13,2.7731541034075887e-10,3.927399072897282e-13,7.716265969675644e-17,1.0765410027970789e-12,5.338570381009511e-09,6.489428151314667e-08,1.3240330961961201e-10
0.13,116.0,92.46328814767409,154.99802938274127,235.9999999997794,972.9999999973179,5177.999999999997,0.5347412350900604,0.0019700152780553204,5.468200611382418e-07,5.51377691742596e-08,2.290803760034185e-11,3.8564628574006826e-14,2.2064482267324334e-10,2.6821014269880357e-09,2.6821014269880357e-09,4.743046892020729e-12,4.743046892020729e-12,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.1169665603154355,0.0006997356334322204,0.03024977228882694,1.2603683712431542e-05,8.666509660365529e-10,5.755968671307634e-15,3.52758179605301e-10,2.425625905152533e-14,1.6110091911882008e-19,1.2698967570586783e-06,2.1099596760167633e-09,4.491856404705015e-13,3.5248712538897466e-10,5.856646351380795e-13,1.2468112411136464e-16,1.4824627630657008e-12,6.786769498016606e-09,8.249821561509959e-08,1.8232745033189562e-10
0.14,116.0,92.42213490919907,154.9977153322002,235.99999999970328,972.9999999963928,5177.9999999999945,0.5755804230318909,0.0022839161310546073,6.827813041683042e-07,6.88567072925407e-08,3.0806056711952013e-11,5.585077418264327e-14,2.967487211904538e-10,3.607200744248676e-09,3.607200744248676e-09,6.869062420647463e-12,6.869062420647463e-12,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.115134195167662,0.0007531757520692681,0.03255993798549886,1.461194583726689e-05,1.1648623902915356e-09,8.333473125470217e-15,4.4052864455515715e-10,3.511888530134289e-14,2.512419400732528e-19,1.4722412158566031e-06,2.8359890751220567e-09,6.503295408586124e-13,4.401294617367309e-10,8.478246171083256e-13,1.9441731944928467e-16,1.9935724198251514e-12,8.475669589717217e-09,1.0302804854338129e-07,2.451886046749884e-10
0.15,116.0,92.38100052430461,154.997378191939,235.999999999609,972.9999999952469,5177.999999999992,0.6163776676749744,0.0026208837742622993,8.395655658332979e-07,8.46806107362969e-08,4.058851733048439e-11,7.884349879562408e-14,3.9102228196518254e-10,4.753165778991898e-09,4.753165778991898e-09,9.696927618555583e-12,9.696927618555583e-12,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.113302669483445,0.0008065609858035047,0.03486771644570276,1.676778373539002e-05,1.533977990579892e-09,1.176065147761073e-14,5.417661711483692e-10,4.956274458790345e-14,3.7998600302721366e-19,1.6894548192787882e-06,3.7346427003051216e-09,9.177804932563687e-13,5.411945791822941e-10,1.196343555047346e-12,2.9399888186511804e-16,2.626631167638386e-12,1.0423788829152824e-08,1.2670888242245744e-07,3.230482246767717e-10
0.16,116.0,92.33988498404942,154.9970179858259,235.9999999994939,972.9999999938474,5177.999999999988,0.6571330018290346,0.002980892713357311,1.0186484090552168e-06,1.0275979957560297e-07,5.253357408311866e-11,1.0884998094735213e-13,5.061503252346891e-10,6.15263251198616e-09,6.15263251198616e-09,1.3387411805045489e-11,1.3387411805045489e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.111471982864669,0.0008598913775680936,0.037173108515256334,1.9071034300269213e-05,1.984383380499836e-09,1.6231895207387743e-14,6.574324710223834e-10,6.840730548522696e-14,5.595593195183266e-19,1.921521133363512e-06,4.8312055010573764e-09,1.2667084657922811e-12,6.566336442421624e-10,1.6509483133756133e-12,4.3286716010748737e-16,3.3996394081269803e-12,1.264965627523773e-08,1.5376595170264415e-07,4.181201719021897e-10
0.17,116.0,92.29878827949663,154.9966347377205,235.99999999935505,972.9999999921595,5177.999999999983,0.6978464582908643,0.00336391746396624,1.2215038626384872e-06,1.2324468531271158e-07,6.693854243898128e-11,1.4736658927730133e-13,6.450030415897065e-10,7.840490238097618e-09,7.840490238097618e-09,1.8124552708139217e-11,1.8124552708139217e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.109642134913417,0.0009131669702792777,0.03947611504276458,2.152153448901564e-05,2.5271605947879473e-09,2.196914564671665e-14,7.884898407757192e-10,9.258821465616416e-14,8.048890826906133e-19,2.168423730561456e-06,6.152657942801174e-09,1.7144333684617325e-12,7.873968345212524e-10,2.234149774223006e-12,6.225441034879493e-16,4.331837510961743e-12,1.5171814593849676e-08,1.844246562369809e-07,5.327708110471533e-10
0.18,116.0,92.2577104017138,154.996228471474,235.9999999991894,972.9999999901462,5177.999999999977,0.738518069844446,0.003769932551561239,1.4496044311191167e-06,1.4628577995625973e-07,8.411991178959805e-11,1.9608515676398378e-13,8.106361079660896e-10,9.853882976254572e-09,9.853882976254572e-09,2.4116428129886655e-11,2.4116428129886655e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.107813125231969,0.0009663878068365363,0.04177673687961965,2.411912132172997e-05,3.1740855506806278e-09,2.9223708558972015e-14,9.359012200225592e-10,1.2316495695312108e-13,1.1339759906296564e-18,2.43014618966987e-06,7.727669826287506e-09,2.2805666596866613e-12,9.344333450617856e-10,2.97142303455078e-12,8.769174222958523e-16,5.4437066603465675e-12,1.8008821175896568e-08,2.189105748721591e-07,6.695191140472217e-10
0.19,116.0,92.21665134177283,154.99579921092902,235.99999999899376,972.9999999877679,5177.99999999997,0.7791478692607693,0.004198912511576832,1.7044210997015204e-06,1.7203372118904088e-07,1.0441336289241975e-10,2.569117696478205e-13,1.0062908745138239e-09,1.2232211740978709e-08,1.2232211740978709e-08,3.159746678781591e-11,3.159746678781591e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.105984953422797,0.0010195539301223473,0.04407497487998347,2.686363188224971e-05,3.9376255137167514e-09,3.827807116672335e-14,1.1006303524100975e-09,1.6132852682829855e-13,1.568291552775749e-18,2.706672095907875e-06,9.586594117806267e-09,2.9871531439544754e-12,1.098691391525628e-09,3.891386934977462e-12,1.2125441605554585e-15,6.756969983852673e-12,2.117925123601393e-08,2.574495031154856e-07,8.310367989124333e-10
0.2,116.0,92.17561109075011,154.99534697991965,235.99999999876465,972.9999999849829,5177.999999999961,0.8197358892979598,0.004650831889301295,1.9874233443308466e-06,2.0063928113002415e-07,1.2817378721723816e-10,3.31972902743181e-13,1.235394525717075e-09,1.50171365009187e-08,1.50171365009187e-08,4.082920289429208e-11,4.082920289429208e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.104157619088573,0.0010726653830023555,0.04637082990078804,2.9754903317454322e-05,4.830936567350355e-09,4.944771654369641e-14,1.2836418416758324e-09,2.0840908962708994e-13,2.1331999386326836e-18,2.997985040846445e-06,1.1761460788672534e-08,3.858812563765774e-12,1.2811182166870399e-09,5.025982940516769e-12,1.6489725608588717e-15,8.294593804395824e-12,2.470169889299217e-08,3.0026746626827555e-07,1.020148483707441e-09
0.21,116.0,92.13458963972637,154.99487180227138,235.99999999849848,972.9999999817475,5177.99999999995,0.8602821627011437,0.005125665239959793,2.3000791372181866e-06,2.322533886560456e-07,1.557753095913692e-10,4.236321323231407e-13,1.5015602948997597e-09,1.8252578786324302e-08,1.8252578786324302e-08,5.210233166694318e-11,5.210233166694318e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.102331121832163,0.0011257222083251952,0.04866430280172072,3.279277283779707e-05,5.867861087008579e-09,6.308294126299674e-14,1.4859012944563743e-09,2.658836575974634e-13,2.8584049462497096e-18,3.3040686224619986e-06,1.4285970665535264e-08,4.922881445695028e-12,1.4826600939942946e-09,6.4106533580344435e-12,2.2090824074828694e-15,1.0080789105688827e-11,2.8594779918942535e-08,3.47590752844001e-07,1.2398318667868753e-09
0.22,116.0,92.09358697978675,154.9943737018011,235.99999999819147,972.9999999780152,5177.999999999936,0.9007867222024563,0.005623387128692655,2.643854955293494e-06,2.670271452706307e-07,1.8761131533238384e-10,5.345018710499764e-13,1.8085876982474863e-09,2.1984724533756455e-08,2.1984724533756455e-08,6.573815260265684e-11,6.573815260265684e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.100505461256629,0.0011787244489225013,0.05095539444521771,3.5977077717166075e-05,7.062925218128377e-09,7.957067305945341e-14,1.7083754218123537e-09,3.3538376695314403e-13,3.7784220058255574e-18,3.6249064451223935e-06,1.719548929037279e-08,6.209554947553187e-12,1.7042623330185383e-09,8.084518908022888e-12,2.9194437876220775e-15,1.2141013288099624e-11,3.287713369507767e-08,3.9964593834225117e-07,1.4932179427475692e-09
0.23,116.0,92.05260310202078,154.9938527023171,235.99999999783958,972.9999999737379,5177.99999999992,0.9412496005210184,0.006143972130557742,3.0202157872489266e-06,3.051118408376898e-07,2.240944775938887e-10,6.674551238151473e-13,2.1604627680733296e-09,2.6262026921605555e-08,2.6262026921605555e-08,8.209001532322554e-11,8.209001532322554e-11,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.098680636965231,0.001231672147608879,0.05324410569645576,3.930765529289942e-05,8.431336358366512e-09,9.933628988213833e-14,1.9520321398888203e-09,4.187031617914293e-13,4.933075480141253e-18,3.960482119588455e-06,2.0527040790648633e-08,7.752028814037117e-12,1.9468692839940164e-09,1.0090555644462496e-11,3.810694337449426e-15,1.4501971938296605e-11,3.7567425150892786e-08,4.566599088209156e-07,1.7835912200764636e-09
0.24,116.0,92.01163799752243,154.99330882761893,235.9999999974387,972.9999999688647,5177.999999999901,0.9816708303629189,0.006687394830528767,3.4306251407231454e-06,3.466589691247952e-07,2.656567876730864e-10,8.256371535408688e-13,2.5613583054426328e-09,3.113520944093306e-08,3.113520944093306e-08,1.0154475434720751e-10,1.0154475434720751e-10,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.0968566485614195,0.00128456534718188,0.055530437423344105,4.278434296577443e-05,9.988980643933566e-09,1.2284544068867783e-13,2.2178406693573867e-09,5.178054863495692e-13,6.368021465759788e-18,4.310779263012891e-06,2.4319301759507697e-08,9.586641468305446e-12,2.211424342449164e-09,1.2475771228600085e-11,4.91793502099341e-15,1.7191620790561516e-11,4.268434668028286e-08,5.188598841880058e-07,2.1143899623716302e-09
0.25,116.0,91.97069165739,154.99274210149747,235.9999999969844,972.9999999633427,5177.999999999878,1.0220504444211749,0.007253629823507204,3.8765450509004085e-06,3.9182024811248425e-07,3.1274959574250713e-10,1.0124808148875803e-12,3.015634220281466e-09,3.66572700297417e-08,3.66572700297417e-08,1.2452457497593753e-10,1.2452457497593753e-10,16.6,0.00108871858684363,0.00130854998177646,0.000364965874405544,0.00639775937416746,0.000223246421372882,5.29906975294056e-05,0.000644612643975149,0.000543518631342483,0.00413530054938906,0.064713651554491,0.00052134055139547,0.00153710001025539,57.2050013008496,30.0060394758199,40.897086356118784,1.0,4.095033495648846,0.0013374040904219513,0.05781439049651526,4.640697820008388e-05,1.1752420440101835e-08,1.5060587024085453e-13,2.5067716653502662e-09,6.34831995126055e-13,8.135296517852367e-18,4.675781498947972e-06,2.861259514613428e-08,1.1753016415808054e-11,2.4988699547496906e-09,1.5291380564763077e-11,6.281144575671592e-15,2.023916836268853e-11,4.824662064533697e-08,5.864734486371298e-07,2.4892065125303508e-09
