Time,L,mu1,r1,c1,t1,mu3,r3,c3,t3,mu5,r5,c5,t5,mu10,r10,c10,t10,LN
0.28,126.97492452419097,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.29,133.62622773897647,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.3,140.46773431525835,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.31,147.5048851707865,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.32,154.74327495420485,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.33,162.18865716844775,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.34,169.84695038985248,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.35000000000000003,177.724243336148,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.36,185.82679900408655,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.37,194.16105914273052,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.38,202.7336494958623,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.39,211.55138536552766,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.4,220.62127709204663,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.41000000000000003,229.95053550510028,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.42,239.54657757401472,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.43,249.41703233056495,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.44,259.5697469863752,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.45,270.0127931806108,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.46,280.7544733749291,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.47000000000000003,291.8033274402964,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.48,303.16813945159674,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.49,314.85794468025244,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.5,326.88203677869154,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.51,339.2499751649951,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.52,351.97159262054043,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.53,365.0570031083041,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.54,378.5166098152634,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.55,392.3611134233123,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.56,406.6015206158156,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.5700000000000001,421.24915282778136,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.58,436.31565524684765,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.59,451.8130060717361,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.6,467.753526035197,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.61,484.1498881991325,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.62,501.0151280298945,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.63,518.362653761804,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.64,536.2062570570374,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.65,554.5601239703007,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.66,573.4388462270294,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.67,592.8574328241199,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.68,612.8313219624163,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.6900000000000001,633.3763933204264,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.7000000000000001,654.5089806790131,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.71,676.2458849071025,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.72,698.6043873187417,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.73,721.6022634121206,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.74,745.2577970014844,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.75,769.5897947531653,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.76,794.6176011372922,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.77,820.3611138070677,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.78,846.8407994178369,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.79,874.0777098985268,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.8,902.0934991883893,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.81,930.9104404523565,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.8200000000000001,960.5514437886939,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.8300000000000001,991.0400744430287,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.84,1022.4005715432361,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.85,1054.6578673700756,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.86,1087.8376071788987,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.87,1121.9661695881882,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.88,1157.070687551136,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.89,1193.179069926934,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.9,1230.3200236689286,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.91,1268.523076647274,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.92,1307.8186011242362,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.93,1348.2378379008048,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.9400000000000001,1389.8129211538128,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.9500000000000001,1432.5769039833096,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.96,1476.5637846904979,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.97,1521.8085338071276,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.98,1568.347121897831,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
0.99,1616.2165481575094,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.0,1665.4548698265019,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.01,1657.8743873681767,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.02,1650.328375124441,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.03,1642.8167151615119,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.04,1635.3392492841585,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.05,1627.8958185445792,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.06,1620.4862675460934,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.07,1613.1104417680656,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.08,1605.7681877509592,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.09,1598.4593527745863,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.1,1591.1837847747172,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.11,1583.9413323468734,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.12,1576.7318447622215,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.1300000000000001,1569.5551719752962,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.1400000000000001,1562.4111646243261,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.1500000000000001,1555.2996740283409,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.16,1548.2205521403603,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.17,1541.173651599729,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.18,1534.1588257756673,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.19,1527.1759287077589,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.2,1520.224815087612,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.21,1513.305340252065,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.22,1506.417360190219,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.23,1499.5607315467037,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.24,1492.73531162101,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.25,1485.9409583638362,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.26,1479.1775303724514,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.27,1472.4448868871937,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.28,1465.7428877887817,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.29,1459.0713935957076,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.3,1452.4302654614262,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.31,1445.819365171419,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.32,1439.2385551402622,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.33,1432.6876984087503,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.34,1426.166658641054,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.35,1419.6753001218935,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.36,1413.2134877537155,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.37,1406.7810870538797,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.3800000000000001,1400.3779641518586,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.3900000000000001,1394.003985786451,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.4000000000000001,1387.6590193030088,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.41,1381.3429326508028,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.42,1375.055594380149,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.43,1368.7968736394719,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.44,1362.5666401727094,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
1.45,1356.3647643167335,297.78957,2.8195198,0.0,1.0,0.0,4.5867007,5.042901,3.0,0.0,1.8812956,2.497735,5.0,0.0,0.3757764,2.43e-07,10.0,1.0
