Time,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,source,IkBat,sink,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64
0.1,0.00025096739565324053,4.275601002305342e-05,0.00015134996719082236,0.0997931374722455,0.19023719781038265,1.2842057928414124e-06,4.358528525382841e-06,0.02142681694508047,1.3759782981466374e-06,4.539080184525531e-06,0.015305696188885392,0.08191049062234367,0.009091889666032506,0.00649312259017882,1.0,0.005486800438031673,0.0,0.00020366054453973764,0.19325994328559276,0.0013739032884283885,0.02188689469848494,0.00030066151257081167,0.0006369599651204885,0.01563492477207178,0.00021476680435206534,0.0004549999600005601,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,5.365182242004783e-09,3.0875393306927766e-06,7.567498359541118e-08,0.0004271482537520912,1.7401696079382742e-07,5.3445012528816774e-08,1.611468916561071e-10,3.2688963940371307e-08,2.1792642626914204e-09,1.2829495733958329e-05,1.926308689262119e-09,2.2473601374724717e-09,1.7266284498061984e-10,4.992988202978084e-08,2.2695400922627656e-09,1.3746630994972774e-05,3.0271522559226026e-09,2.4079620217566156e-09,0.001512209397452504,1.8918745898852795e-07,4.3550793375593766e-05,7.627424919419972e-09,4.535783526861005e-05,7.94339032291968e-09,2.387166704542104e-05,6.843806871366706e-10,4.095524531117183e-05,1.9679712643631317e-05,6.869516442141943e-07,1.895986538031176e-05,1.8429860390027326e-06,1.5363041226488682e-06,3.8651988657118554e-05,5.707115934311479e-05,2.2386145787169225e-05,2.6887162229227843e-06,4.545944833016253e-06,2.22874844628867e-06,1.5033075628540583e-07,1.5634398653682207e-06,2.045675174857314e-07,1.7834879023373677e-07,2.188689469848494e-06,3.21402254176207e-06,2.598796657691593e-06,1.920615355592148e-06,3.24656129508941e-06,1.592108646458986e-06,1.0738340217603267e-07,1.1167873826307397e-06,1.4609525827902347e-07,1.2739998880015682e-07,1.563492477207178e-06,2.2958544283328088e-06,1.8563998368022854e-06,1.6292843563179013e-08,2.2587065608791646e-05,1.54e-06,1.78e-07,1.27e-07,2.1496803352573238e-05,2.421230314794093e-06,1.7295436693440494e-06,1.197517649666946e-05
0.11,0.00025100028286602447,4.702535302840732e-05,0.00016643396448709014,0.09977251082358331,0.1902329228742667,1.4124645035935752e-06,4.793536428743606e-06,0.02142669877934074,1.5133947648842872e-06,4.991966076346711e-06,0.015305565964919625,0.08189537385804269,0.009091449313119344,0.00649266560797151,1.0,0.005486800481834197,0.0,0.00020366070774031824,0.19325993754321039,0.0013739036174342165,0.021886884167565016,0.0003006666622055476,0.000636959961632591,0.015634917248351813,0.0002147704836281466,0.00045499995600067775,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,5.901688456002449e-09,3.395252875536639e-06,8.321698224354506e-08,0.0004270503680206799,1.913931868256178e-07,5.878169128550915e-08,1.7726449497010311e-10,3.5951523215577045e-08,2.3967682143718033e-09,1.28267732152526e-05,2.118696755390363e-09,2.4718128812887565e-09,1.8993125703695833e-10,5.491162683981382e-08,2.4959830381733555e-09,1.3743672713064104e-05,3.3294684827454322e-09,2.6484408385475027e-09,0.0015116178088107985,2.0804245560886268e-07,4.353968279977243e-05,8.388688750301311e-09,4.534526847516712e-05,8.735940633606744e-09,2.3874258725935782e-05,6.843817839752408e-10,4.094768692902134e-05,1.9679727828949964e-05,6.869518087171083e-07,1.895986992059219e-05,1.8426459118059605e-06,1.536304134913575e-06,3.865198750864208e-05,5.706987686228001e-05,2.2386145965883524e-05,2.6890537272498135e-06,4.545724656559672e-06,2.2287491598983285e-06,1.503333311027738e-07,1.5634666434688475e-06,2.0455760954518527e-07,1.7834878925712546e-07,2.188688416756502e-06,3.2140048169011107e-06,2.5987966434609716e-06,1.9208506933097115e-06,3.246332803985755e-06,1.5921091561303196e-06,1.073852418140733e-07,1.1168065148663622e-06,1.4608497617935898e-07,1.2739998768018977e-07,1.5634917248351815e-06,2.2958348947379434e-06,1.8563998204827653e-06,1.629285661922546e-08,2.25900254579422e-05,1.54e-06,1.78e-07,1.27e-07,2.149632028479214e-05,2.4212169620655033e-06,1.7295289540359175e-06,1.1972701298829997e-05
0.12,0.0002510362547939651,5.129356037088544e-05,0.00018150871315009108,0.09975189498502003,0.1902286488847971,1.5406938418618388e-06,5.228391012676232e-06,0.021426580637621564,1.6507783205818977e-06,5.4446665138422825e-06,0.015305435768512107,0.08188026330255022,0.009091009085000946,0.006492208764370158,1.0,0.0054868005256366115,0.0,0.0002036609017922057,0.19325993178785122,0.001373903946559503,0.021886873636495344,0.00030067181155555965,0.0006369599581447033,0.015634909724456164,0.00021477416270079824,0.0004549999520008065,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,6.438271645277614e-09,3.7027777482618582e-06,9.075435657504553e-08,0.0004269525346507169,2.0876479070950374e-07,6.41169504636068e-08,1.933850059225608e-10,3.921293259507174e-08,2.614195506338116e-09,1.282405212991254e-05,2.311040762792758e-09,2.696214223258218e-09,2.0720260354697556e-10,5.98913316522651e-08,2.7223332569211412e-09,1.3740715993325302e-05,3.631712305280175e-09,2.888862061018321e-09,0.001511026613865829,2.2688589143761384e-07,4.352857841063412e-05,9.149684272183406e-09,4.533270888189951e-05,9.528166399223995e-09,2.3877143785277825e-05,6.843830881604385e-10,4.094013165127511e-05,1.967974599410697e-05,6.869519732797515e-07,1.895987446252114e-05,1.84230592430738e-06,1.536304147178251e-06,3.8651986357570246e-05,5.706859466543913e-05,2.2386146144597375e-05,2.689424278154703e-06,4.545504542500473e-06,2.2287502111103473e-06,1.5033590577777983e-07,1.56349342008891e-06,2.045477044125213e-07,1.783487882805169e-07,2.1886873636495344e-06,3.2139870956432342e-06,2.5987966292303895e-06,1.9211096366584363e-06,3.246104382185079e-06,1.5921099069612343e-06,1.0738708135039912e-07,1.1168256460441509e-06,1.4607469719832856e-07,1.273999865602258e-07,1.5634909724456164e-06,2.2958153652768157e-06,1.8563998041632906e-06,1.6292872143376458e-08,2.259326293145686e-05,1.54e-06,1.78e-07,1.27e-07,2.1495837323982072e-05,2.4212036120512368e-06,1.729514241841868e-06,1.1970227398202404e-05
0.13,0.0002510753032360969,5.556063258719944e-05,0.0001965742191641382,0.09973128994981781,0.19022437583853355,1.6688938221301429e-06,5.663092354010986e-06,0.02142646251957865,1.7881289811951207e-06,5.897181593595013e-06,0.015305305599411533,0.08186515895471248,0.009090568981942125,0.0064917520595345335,1.0,0.005486800569438916,0.0,0.00020366112943064654,0.19325992601948702,0.0013739042758353908,0.021886863105272426,0.0003006769606243944,0.0006369599546568255,0.015634902200382356,0.00021477784157255368,0.0004549999480009465,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,6.974951337410232e-09,4.01011407094842e-06,9.82871095820691e-08,0.0004268547536012079,2.261317746299017e-07,6.94507907339993e-08,2.0950901123008718e-10,4.247319265508239e-08,2.831546177005493e-09,1.2821332476834014e-05,2.503340733195214e-09,2.9205641887277503e-09,2.2447751308940896e-10,6.486899752954515e-08,2.948590796797507e-09,1.3737760834549333e-05,3.933883758629266e-09,3.1292257170914612e-09,0.0015104358123325657,2.4571777395517277e-07,4.351748020545073e-05,9.910411619519225e-09,4.532015648522359e-05,1.0320067788791273e-08,2.388032142327854e-05,6.843846180759483e-10,4.0932579477356243e-05,1.967976740340596e-05,6.869521379176954e-07,1.895987900652839e-05,1.841966076481031e-06,1.5363041594428963e-06,3.8651985203897406e-05,5.706731275156006e-05,2.238614632331078e-05,2.689827787190037e-06,4.545284490971063e-06,2.228751629856865e-06,1.503384803121972e-07,1.5635201952468508e-06,2.0453780209369783e-07,1.783487873039111e-07,2.188686310527243e-06,3.2139693779367975e-06,2.598796614999848e-06,1.921392122246691e-06,3.245876029767267e-06,1.5921109203337856e-06,1.0738892078627685e-07,1.116844776177279e-06,1.46064421339527e-07,1.27399985440265e-07,1.5634902200382357e-06,2.2957958399117297e-06,1.8563997878438618e-06,1.6292890354451724e-08,2.259677729124872e-05,1.54e-06,1.78e-07,1.27e-07,2.149535446975429e-05,2.4211902647123874e-06,1.7294995327335031e-06,1.1967754793978137e-05
0.14,0.00025111742000942543,5.982657021345678e-05,0.0002116304885095634,0.09971069571124352,0.19022010373204432,1.797064458865421e-06,6.097640529549243e-06,0.021426344424868595,1.9254467626610942e-06,6.349511412145337e-06,0.015305175457367244,0.08185006081337057,0.009090129004206835,0.0064912954936238105,1.0,0.005486800613241115,0.0,0.0002036613933803398,0.1932599202380868,0.0013739046052956654,0.021886852573892463,0.00030068210941589787,0.0006369599511689573,0.015634894676127695,0.0002147815202461602,0.0004549999440010977,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,7.511746980008004e-09,4.317261965595093e-06,1.058152442547817e-07,0.0004267570248312086,2.4349414076876906e-07,7.478321276682098e-08,2.2563709525045937e-10,4.573230397161932e-08,3.0488202647746215e-09,1.2818614254914231e-05,2.6955966882981313e-09,3.1448628030144868e-09,2.4175661170247723e-10,6.98446255335987e-08,3.1747557060726685e-09,1.3734807235530638e-05,4.235982877854407e-09,3.369531834656915e-09,0.0015098454039261223,2.6453811063695426e-07,4.350638818149201e-05,1.0670870926711176e-08,4.530761128155431e-05,1.1111644971254339e-08,2.3883790841558122e-05,6.84386392034755e-10,4.0925030406685286e-05,1.9679792320131046e-05,6.869523026478327e-07,1.8959883553080183e-05,1.841626368300838e-06,1.536304171707512e-06,3.8651984047617365e-05,5.706603111961329e-05,2.238614650202375e-05,2.690264166103169e-06,4.545064502103418e-06,2.228753445954508e-06,1.5034105470794894e-07,1.5635469689626689e-06,2.045279025946538e-07,1.7834878632730803e-07,2.1886852573892465e-06,3.213951663730289e-06,2.598796600769346e-06,1.92169808682282e-06,3.2456477468119053e-06,1.5921122175475114e-06,1.073907601230801e-07,1.116863905280033e-06,1.4605414860653576e-07,1.2739998432030735e-07,1.5634894676127696e-06,2.2957763186050864e-06,1.8563997715244788e-06,1.6292911470427187e-08,2.2600567800848288e-05,1.54e-06,1.78e-07,1.27e-07,2.1494871721721006e-05,2.421176920010151e-06,1.7294848266824984e-06,1.1965283485349224e-05
0.15,0.0002511625969488885,6.409137378516213e-05,0.00022667752716271907,0.09969011226256871,0.19021583256190605,1.92520576651764e-06,6.532035616063436e-06,0.021426226353148906,2.0627316808984833e-06,6.80165606599131e-06,0.015305045342129236,0.08183496887736055,0.009089689152058175,0.006490839066796565,1.0,0.005486800657043211,0.0,0.00020366169635546686,0.19325991444361695,0.0013739049349767425,0.02188684204235137,0.0003006872579342143,0.0006369599476810988,0.015634887151689265,0.00021478519872457819,0.0004549999400012601,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,8.048677940951617e-09,4.6242215541194695e-06,1.1333876358135954e-07,0.0004266593482998237,2.6085189130560985e-07,8.011421723145267e-08,2.41769839989773e-10,4.8990267120475766e-08,3.266017808031718e-09,1.2815897463051735e-05,2.8878086497764596e-09,3.36911009140587e-09,2.5904052289160454e-10,7.481821672590441e-08,3.400828032995655e-09,1.373185519506511e-05,4.538009697976664e-09,3.609780441572346e-09,0.0015092553883617598,2.8334690895339886e-07,4.349530233602556e-05,1.1431062328111013e-08,4.5295073267305145e-05,1.1902898115484793e-08,2.3887551243521638e-05,6.843884282793754e-10,4.091748443868028e-05,1.967982100654971e-05,6.869524674883712e-07,1.8959888102679047e-05,1.8412867997406125e-06,1.5363041839720989e-06,3.865198288872339e-05,5.706474976857181e-05,2.2386146680736302e-05,2.690733326835796e-06,4.544844576029087e-06,2.2287556891047155e-06,1.5034362896710716e-07,1.5635737412579142e-06,2.0451800592130895e-07,1.7834878535070766e-07,2.188684204235137e-06,3.2139339529723356e-06,2.5987965865388833e-06,1.9220274672748344e-06,3.2454195333982824e-06,1.5921138198196647e-06,1.073925993622891e-07,1.1168830333678065e-06,1.460438790029227e-07,1.273999832003528e-07,1.5634887151689265e-06,2.295756801319385e-06,1.8563997552051412e-06,1.629293570843735e-08,2.2604633725399965e-05,1.54e-06,1.78e-07,1.27e-07,2.1494389079495382e-05,2.421163577905826e-06,1.7294701236606036e-06,1.1962813471508246e-05
0.16,0.00025121082590721423,6.835504383722209e-05,0.00024171534109598442,0.0996695395970696,0.19021156232470368,2.0533177595199415e-06,6.966277690296912e-06,0.02142610830407796,2.199983751807633e-06,7.253615651588496e-06,0.01530491525344814,0.08181988314551353,0.009089249425758398,0.006490382779210781,1.0,0.005486800700845205,0.0,0.00020366204105979786,0.19325990863604134,0.0013739052649176286,0.021886831510644744,0.0003006924061837818,0.0006369599441932503,0.015634879627063947,0.00021478887701097802,0.0004549999360014337,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,8.585763508636198e-09,4.930992958358082e-06,1.208576705479922e-07,0.00042656172396620686,2.7820502841749393e-07,8.544380479652761e-08,2.579078251094776e-10,5.224708267722684e-08,3.483138845148456e-09,1.2813182100146401e-05,3.0799766392799123e-09,3.5933060791598978e-09,2.7632986763702365e-10,7.978977216747346e-08,3.626807825794248e-09,1.3728904711950095e-05,4.839964253976792e-09,3.849971565663358e-09,0.001508665765354883,3.0214417636998054e-07,4.34842226663169e-05,1.2190985958019597e-08,4.528254243888814e-05,1.2693827390279869e-08,2.3891601834345183e-05,6.84390744982606e-10,4.0909941572756765e-05,1.9679853723923118e-05,6.869526324588143e-07,1.8959892655863275e-05,1.8409473707740544e-06,1.5363041962366572e-06,3.865198172720827e-05,5.70634686974111e-05,2.2386146859448436e-05,2.6912351815224226e-06,4.544624712879199e-06,2.228758388894904e-06,1.503462030918909e-07,1.5636005121556653e-06,2.0450811207956398e-07,1.7834878437411006e-07,2.1886831510644743e-06,3.2139162456116935e-06,2.5987965723084613e-06,1.922380200629314e-06,3.245191389605391e-06,1.5921157482860472e-06,1.0739443850548902e-07,1.1169021604570857e-06,1.460336125322426e-07,1.2739998208040143e-07,1.5634879627063947e-06,2.2957372880172207e-06,1.8563997388858495e-06,1.629296328478383e-08,2.260897433164928e-05,1.54e-06,1.78e-07,1.27e-07,2.1493906542691516e-05,2.4211502383608093e-06,1.7294554236396398e-06,1.1960344751648352e-05
0.17,0.0002512620987545156,7.261758090395889e-05,0.00025674393627778347,0.0996489777080271,0.19020729301703043,2.181400452289038e-06,7.4003668289635185e-06,0.02142599027731502,2.3372029912709974e-06,7.705390265349573e-06,0.015304785191075213,0.08180480361665571,0.009088809825568927,0.006489926631023873,1.0,0.005486800744647101,0.0,0.0002036624301869958,0.19325990281532113,0.0013739055951598102,0.021886820978767926,0.0003006975541693199,0.0006369599407054113,0.015634872102248423,0.00021479255510873098,0.0004549999320016185,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,9.123022892202273e-09,5.237576300066783e-06,1.2837196813889175e-07,0.0004264641517895605,2.9555355427911265e-07,9.077197612994861e-08,2.7405162793309663e-10,5.5502751217226385e-08,3.7001834144817593e-09,1.2810468165099418e-05,3.2721006784335574e-09,3.8174507915058164e-09,2.936252644010413e-10,8.47592929188453e-08,3.852695132674787e-09,1.3725955784984373e-05,5.1418465807961945e-09,4.090105234724246e-09,0.001508076534621047,3.2092992034722933e-07,4.347314916962955e-05,1.2950641950686158e-08,4.5270018792714054e-05,1.3484432964361753e-08,2.3895941820937094e-05,6.843933602496034e-10,4.090240180832786e-05,1.9679890732535466e-05,6.869527975799051e-07,1.8959897213205382e-05,1.8406080813747536e-06,1.5363042085011882e-06,3.865198056306423e-05,5.7062187905109126e-05,2.2386147038160174e-05,2.691769642486009e-06,4.5444049127844636e-06,2.2287615748017987e-06,1.5034877708465997e-07,1.5636272816804634e-06,2.0449822107530088e-07,1.7834878339751517e-07,2.1886820978767927e-06,3.2138985415972526e-06,2.5987965580780782e-06,1.922756224048294e-06,3.2449633155119364e-06,1.5921180240033887e-06,1.0739627755436549e-07,1.116921286565401e-06,1.4602334919803716e-07,1.2739998096045317e-07,1.5634872102248423e-06,2.295717778661282e-06,1.8563997225666036e-06,1.6292994414959665e-08,2.2613588887906404e-05,1.54e-06,1.78e-07,1.27e-07,2.149342411092444e-05,2.4211369013365973e-06,1.729440726591499e-06,1.1957877324963252e-05
0.18,0.0002513164073789806,7.687898551908724e-05,0.0002717633186725535,0.09962842658872681,0.19020302463548786,2.309453859224538e-06,7.83430310874828e-06,0.021425872272520245,2.4743894151524094e-06,8.15698000364498e-06,0.015304655154762365,0.08178973028960826,0.009088370351750322,0.006489470622392647,1.0,0.0054868007884489025,0.0,0.00020366286642010015,0.193259896981415,0.0013739059257474424,0.02188681044671593,0.0003007027018958508,0.0006369599372175823,0.015634864577239154,0.00021479623302142457,0.0004549999280018145,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,9.66047522179884e-09,5.543971700920092e-06,1.3588165933627677e-07,0.0004263666317291362,3.128974710626851e-07,9.609873189885905e-08,2.9020182345391646e-10,5.87572733156121e-08,3.91715155437414e-09,1.2807755656813322e-05,3.464180788836807e-09,4.041544253642942e-09,3.1092732913634023e-10,8.972678004009477e-08,4.07849000182249e-09,1.3723008412968194e-05,5.443656713335301e-09,4.330181476516717e-09,0.0015074876958759505,3.397041483406919e-07,4.346208184322487e-05,1.371003044030949e-08,4.525750232519216e-05,1.4274715006378715e-08,2.3900570412003274e-05,6.843962921144507e-10,4.089486514480413e-05,1.967993229164412e-05,6.869529628737213e-07,1.8959901775314705e-05,1.840268931516186e-06,1.5363042207656927e-06,3.8651979396283e-05,5.706090739064635e-05,2.2386147216871525e-05,2.6923366222453513e-06,4.544185175875161e-06,2.2287652761857797e-06,1.5035135094792542e-07,1.563654049858424e-06,2.0448833291438224e-07,1.7834878242092303e-07,2.188681044671593e-06,3.2138808408780363e-06,2.598796543847736e-06,1.923155474834537e-06,3.2447353111963235e-06,1.5921206679453066e-06,1.0739811651071229e-07,1.1169404117114077e-06,1.4601308900383455e-07,1.2739997984050803e-07,1.5634864577239155e-06,2.2956982732143547e-06,1.8563997062474032e-06,1.6293029313608015e-08,2.2618476664108255e-05,1.54e-06,1.78e-07,1.27e-07,2.1492941783810128e-05,2.4211235667947877e-06,1.729426032488147e-06,1.1955411190647217e-05
0.19,0.00025137374368658567,8.113925821572431e-05,0.0002867734942407581,0.099607886232459,0.1901987571766859,2.4374779947092283e-06,8.268086606307127e-06,0.02142575428935469,2.6115430392973897e-06,8.608384962802647e-06,0.015304525144262148,0.08177466316318735,0.009087931004562299,0.0064890147534733215,1.0,0.005486800832250613,0.0,0.00020366335243174178,0.193259891134279,0.00137390625672727,0.021886799914483498,0.0003007078493686902,0.000636959933729763,0.01563485705203239,0.000214799910752856,0.0004549999240020217,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0198139548819587e-08,5.850179282511466e-06,1.4338674712037907e-07,0.00042626916374423454,3.302367809379979e-07,1.014240727696554e-07,3.0635898434186516e-10,6.201064954730345e-08,4.134043303153564e-09,1.2805044574191975e-05,3.6562169920638426e-09,4.2655864907411495e-09,3.282366752934145e-10,9.469223459082912e-08,4.304192481401324e-09,1.3720062594703249e-05,5.745394686454258e-09,4.570200318770432e-09,0.001506899248835438,3.5846686780094766e-07,4.345102068436216e-05,1.4469151561037473e-08,4.524499303273031e-05,1.5064673684904632e-08,2.3905486818019696e-05,6.843995585416417e-10,4.0887331581593674e-05,1.9679978659500355e-05,6.86953128363635e-07,1.8959906342836325e-05,1.8399299211717156e-06,1.5363042330301715e-06,3.86519782268558e-05,5.705962715300577e-05,2.2386147395582504e-05,2.692936033512005e-06,4.543965502281149e-06,2.2287695222932343e-06,1.503539246843451e-07,1.5636808167171888e-06,2.0447844760265173e-07,1.783487814443336e-07,2.18867999144835e-06,3.2138631434032034e-06,2.5987965296174332e-06,1.9235778904293294e-06,3.244507376736661e-06,1.5921237010039881e-06,1.07399955376428e-07,1.1169595359148512e-06,1.4600283195314975e-07,1.2739997872056607e-07,1.563485705203239e-06,2.295678771639322e-06,1.8563996899282485e-06,1.6293068194539345e-08,2.262363693179271e-05,1.54e-06,1.78e-07,1.27e-07,2.149245956096551e-05,2.4211102346970802e-06,1.7294113413016228e-06,1.1952946347895081e-05
