Time,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,source,IkBat,sink,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64
1.71,0.00029084874950894896,0.0007158440490199543,0.0024647303400175073,0.0966070058295771,0.18955898965462192,2.1564999889925098e-05,7.247168273109405e-05,0.02140788922386196,2.3086561030735804e-05,7.512982119502583e-05,0.015284929838036155,0.07955575032685468,0.009022759485053725,0.006421427826705604,1.0,0.0054868074946979,0.0,0.00020569019651247157,0.193258768986067,0.001374041722924782,0.021885187751107624,0.00030149648205367584,0.0006369594036947669,0.01563370438567917,0.00021536336644261152,0.00045499931616372355,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0410117325043824e-07,5.0280498936357154e-05,1.2323651700087536e-06,0.0004120363444187881,2.913485279511214e-06,8.948050612749429e-07,3.1360766255726683e-09,5.435376204832054e-07,3.623584136554703e-08,1.2408912474291437e-05,3.234749983488765e-08,3.773874980736892e-08,3.35734870312577e-09,8.264280331452841e-07,3.756491059751291e-08,1.3289681753710522e-05,5.079043426761877e-08,4.040148180378766e-08,0.0014218439245865236,3.080912925021884e-06,4.183976535222995e-05,1.268254447794146e-07,4.342484408421298e-05,1.314771870912952e-07,2.756649754961329e-05,6.980895395320963e-10,3.977787516342734e-05,1.9875717085251234e-05,6.87020861462391e-07,1.896177577636199e-05,1.7900043823542303e-06,1.5363060985154118e-06,3.86517537972134e-05,5.686769689638657e-05,2.2386174578367434e-05,3.1132289051931775e-06,4.511379742526862e-06,2.2507842846188315e-06,1.5074824102683792e-07,1.5677817066791144e-06,2.030120884137088e-07,1.7834863303453472e-07,2.1885187751107626e-06,3.2111833835792937e-06,2.5987943670746494e-06,2.222801364862419e-06,3.210713913352802e-06,1.6078498636541187e-06,1.0768168322130577e-07,1.1198895055015799e-06,1.4448212610087608e-07,1.273998085258426e-07,1.5633704385679172e-06,2.2927394757054233e-06,1.8563972099479921e-06,1.6455215720997727e-08,2.6176387455805404e-05,1.54e-06,1.78e-07,1.27e-07,2.1420165830972277e-05,2.4190914822964015e-06,1.7271970716980854e-06,1.1592840699549252e-05
1.72,0.0002912839475661635,0.0007199370839528128,0.0024783997130523733,0.09658803595287935,0.18955482809911173,2.1688705528012663e-05,7.288297505858121e-05,0.021407771053530544,2.321887272299521e-05,7.55540632431355e-05,0.015284801219985517,0.07954161528554782,0.009022342100630647,0.006420994846738577,1.0,0.005486807538618902,0.0,0.00020572408324707575,0.19325875923606456,0.0013740440082047785,0.021885176975488772,0.0003015018062796591,0.0006369594002084415,0.01563369667629412,0.00021536717043131405,0.0004549993121656439,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0485305790652388e-07,5.055935414626842e-05,1.2391998565261866e-06,0.00041194639240827455,2.9301439316879482e-06,8.99921354941016e-07,3.1587858818998005e-09,5.46622312939359e-07,3.644148752929061e-08,1.2406407361136508e-05,3.2533058292019e-08,3.795523467402216e-08,3.3816424523951803e-09,8.310946956744905e-07,3.777703162156775e-08,1.3286960367917176e-05,5.1081519990589464e-08,4.063302726524162e-08,0.0014213121534358592,3.0979996413154665e-06,4.182961455335472e-05,1.2754520635251711e-07,4.3413389677702716e-05,1.3221961067548714e-07,2.7607139304467398e-05,6.98319574059521e-10,3.977080764277391e-05,1.9878990536653356e-05,6.870220041023893e-07,1.8961807313225944e-05,1.789686343924826e-06,1.5363061108132924e-06,3.865175184721291e-05,5.686644842973351e-05,2.238617475756512e-05,3.1178700305325116e-06,4.511171050315324e-06,2.251153984991219e-06,1.5075090313982957e-07,1.5678093926542273e-06,2.0300269726418957e-07,1.7834863205836358e-07,2.1885176975488774e-06,3.2111656580295814e-06,2.5987943528504413e-06,2.2261086185607463e-06,3.2104974233692887e-06,1.6081139582467315e-06,1.0768358521565703e-07,1.119909286242833e-06,1.44472384051618e-07,1.2739980740638029e-07,1.563369667629412e-06,2.292720182997827e-06,1.8563971936358272e-06,1.645792665976606e-08,2.6215555280954713e-05,1.54e-06,1.78e-07,1.27e-07,2.1419695575199624e-05,2.4190781290489513e-06,1.7271825378583633e-06,1.1590564314345521e-05
1.73,0.00029172111748889334,0.0007240290626717891,0.0024920607508117734,0.0965690758600347,0.18955066703320667,2.1812383930004986e-05,7.329412604003405e-05,0.021407652862104887,2.335115386009164e-05,7.59781348227581e-05,0.015284672596474943,0.07952748621252433,0.009021924873857676,0.006420562024313042,1.0,0.005486807582542093,0.0,0.0002057583233084857,0.19325874944070723,0.0013740463260575016,0.02188516619601409,0.0003015071339180293,0.0006369593967221257,0.015633688964088375,0.00021537097685761066,0.0004549993081675755,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0560728362852516e-07,5.0838039316560184e-05,1.2460303754058867e-06,0.00041185648674112304,2.946798285074182e-06,9.050363283397364e-07,3.181566507578917e-09,5.497059453002554e-07,3.6647063020017024e-08,1.2403903519355375e-05,3.271857589500748e-08,3.8171671877508726e-08,3.4060123493605094e-09,8.357594830503391e-07,3.798906741137905e-08,1.328424036718304e-05,5.137253849220161e-08,4.086451925516037e-08,0.0014207807320677983,3.1150759385147167e-06,4.1819469482260604e-05,1.2826472057005959e-07,4.3401941883296095e-05,1.3296173593982667e-07,2.7647966203846092e-05,6.98552045576869e-10,3.9763743106262165e-05,1.9882298124807336e-05,6.870231630287508e-07,1.8961839299593523e-05,1.7893684397817974e-06,1.536306123111786e-06,3.865174988814145e-05,5.686520010996199e-05,2.2386174936771743e-05,3.122532207873772e-06,4.510962436928838e-06,2.2515275509097046e-06,1.5075356695901466e-07,1.5678370963737522e-06,2.0299330966179773e-07,1.783486310821952e-07,2.188516619601409e-06,3.2111479293157325e-06,2.5987943386262733e-06,2.2294308851477678e-06,3.2102810121565212e-06,1.6083808141886004e-06,1.0768548842880533e-07,1.1199290796595754e-06,1.4446264554704347e-07,1.2739980628692114e-07,1.5633688964088376e-06,2.292700889471241e-06,1.8563971773237082e-06,1.6460665864678857e-08,2.62549005740004e-05,1.54e-06,1.78e-07,1.27e-07,2.141922537475235e-05,2.4190647734178522e-06,1.7271680034016686e-06,1.1588289103204165e-05
1.74,0.00029216025353220746,0.0007281199856311949,0.0025057134586613855,0.09655012554502464,0.18954650645460938,2.1936035108074235e-05,7.370513574720934e-05,0.02140753464936245,2.3483404455461895e-05,7.640203602334118e-05,0.015284543967340955,0.07951336310600539,0.00902150780488463,0.006420129359509116,1.0,0.005486807626467498,0.0,0.00020579291806011092,0.1932587395996546,0.0013740486768203783,0.021885155412644818,0.0003015124650073297,0.0006369593932358198,0.015633681249034276,0.0002153747857490348,0.00045499930416951817,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0636385980193857e-07,5.1116554556692264e-05,1.2528567293306928e-06,0.00041176662738330057,2.963448341518963e-06,9.101499820389936e-07,3.2044187893331863e-09,5.527885181040701e-07,3.685256787360467e-08,1.2401400948032457e-05,3.290405266211135e-08,3.8388061439129914e-08,3.4304586997535587e-09,8.404223962567529e-07,3.820101801167059e-08,1.3281521750506962e-05,5.1663489802016175e-08,4.109595779705832e-08,0.0014202496602225107,3.1321418233267318e-06,4.180933013601747e-05,1.2898398755761637e-07,4.339050069731327e-05,1.3370356304084707e-07,2.7688977690961437e-05,6.987869645409762e-10,3.97566815530027e-05,1.9885639981416017e-05,6.870243384101892e-07,1.896187174012122e-05,1.7890506698851213e-06,1.5363061354108994e-06,3.865174791993092e-05,5.686395193638281e-05,2.2386175115987394e-05,3.127215375328625e-06,4.510753902442315e-06,2.251904997283604e-06,1.5075623250366487e-07,1.5678648180381145e-06,2.0298392560990417e-07,1.783486301060295e-07,2.188515541264482e-06,3.2111301974043674e-06,2.5987943244021447e-06,2.232768120311253e-06,3.210064679754558e-06,1.6086504421302016e-06,1.076873928745174e-07,1.1199488858949808e-06,1.4445291058895513e-07,1.2739980516746508e-07,1.5633681249034277e-06,2.292681595101143e-06,1.8563971610116343e-06,1.6463433444808876e-08,2.629442281789867e-05,1.54e-06,1.78e-07,1.27e-07,2.141875522937086e-05,2.419051415377957e-06,1.7271534683095278e-06,1.1586015065402956e-05
1.75,0.0002926013499640247,0.0007322098532849089,0.0025193578419632013,0.09653118500183482,0.1895423463610285,2.20596590743805e-05,7.411600425183053e-05,0.021407416415081315,2.3615624522529618e-05,7.682576693428685e-05,0.015284415332420526,0.07949924596420936,0.009021090893860741,0.0064196968524065125,1.0,0.005486807670395142,0.0,0.00020582786885859922,0.19325872971256494,0.0013740510608321128,0.02188514462534206,0.00030151779958625176,0.0006369593897495237,0.015633673531104047,0.00021537859713322555,0.0004549993001714721,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.071227957640624e-07,5.139489997604931e-05,1.2596789209816006e-06,0.0004116768143008116,2.9800941028695793e-06,9.152623166061362e-07,3.227343012454941e-09,5.55870031888729e-07,3.7058002125915267e-08,1.2398899646253179e-05,3.3089488611570754e-08,3.8604403380165876e-08,3.454981807767846e-09,8.450834362771553e-07,3.841288346714343e-08,1.3278804516888896e-05,5.195437394956516e-08,4.132734291442683e-08,0.0014197189376403308,3.1491973024540016e-06,4.179919651169465e-05,1.2970300744070344e-07,4.337906611607448e-05,1.34445092135002e-07,2.7730173210292843e-05,6.990243413813999e-10,3.974962298210468e-05,1.9889016237528644e-05,6.870255304160565e-07,1.8961904639483156e-05,1.7887330341947107e-06,1.5363061477106396e-06,3.865174594251299e-05,5.6862703908308546e-05,2.2386175295212183e-05,3.1319194711474075e-06,4.510545446930371e-06,2.2522863389481918e-06,1.5075889979312588e-07,1.5678925578485092e-06,2.0297454511186668e-07,1.783486291298666e-07,2.1885144625342064e-06,3.211112462262197e-06,2.598794310178057e-06,2.2361202798385415e-06,3.2098484262032564e-06,1.6089228526691188e-06,1.0768929856661278e-07,1.119968705092773e-06,1.4444317917914655e-07,1.2739980404801218e-07,1.5633673531104048e-06,2.2926622998630785e-06,1.8563971446996062e-06,1.646622950868794e-08,2.633412149676222e-05,1.54e-06,1.78e-07,1.27e-07,2.141828513879622e-05,2.4190380549041884e-06,1.7271389325635193e-06,1.1583742200220178e-05
1.76,0.00029304440106508827,0.0007362986660863781,0.0025329939060755235,0.09651225422445518,0.1895381867501786,2.218325584107179e-05,7.45267316255877e-05,0.0214072981590402,2.374781407470528e-05,7.724932764495176e-05,0.015284286691551087,0.07948513478535171,0.00902067414093465,0.006419264503084542,1.0,0.005486807714325049,0.0,0.00020586317705385495,0.19325871977909528,0.0013740534784326837,0.02188513383406677,0.00030152313769363405,0.0006369593862632372,0.015633665810269808,0.00021538241103792737,0.0004549992961734372,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0788410080415305e-07,5.167307568394068e-05,1.2664969530377617e-06,0.0004115870474596987,2.9967355709715588e-06,9.203733326079727e-07,3.2503394608102518e-09,5.589504871919076e-07,3.7263365812793845e-08,1.2396399613103995e-05,3.327488376160769e-08,3.882069772187563e-08,3.4795819760635408e-09,8.497426040944692e-07,3.862466382247588e-08,1.3276088665329918e-05,5.224519096435161e-08,4.155867463073424e-08,0.0014191885640617557,3.1662423825944046e-06,4.1789068606360985e-05,1.3042178034477846e-07,4.336763813590014e-05,1.351863233786656e-07,2.777155220758447e-05,6.992641865006627e-10,3.974256739267586e-05,1.9892427023542617e-05,6.870267392163419e-07,1.8961938002371034e-05,1.7884155326704136e-06,1.5363061600110137e-06,3.865174395581906e-05,5.686145602505358e-05,2.2386175474446204e-05,3.136644433718851e-06,4.510337070467326e-06,2.2526715906649e-06,1.5076156884681704e-07,1.567920316006897e-06,2.0296516817102966e-07,1.783486281537064e-07,2.1885133834066773e-06,3.2110947238560298e-06,2.598794295954008e-06,2.2394873196163437e-06,3.209632251542271e-06,1.609198056350186e-06,1.0769120551896369e-07,1.1199885373972223e-06,1.444334513194022e-07,1.2739980292856242e-07,1.563366581026981e-06,2.292643003732663e-06,1.856397128387624e-06,1.6469054164308398e-08,2.6373996095857944e-05,1.54e-06,1.78e-07,1.27e-07,2.1417815102770183e-05,2.4190246919715425e-06,1.7271243961452726e-06,1.1581470506934622e-05
1.77,0.00029348940112894036,0.0007403864244886184,0.0025466216563529718,0.09649333320687989,0.1895340276197801,2.2306825420284077e-05,7.49373179401376e-05,0.021407179881018437,2.38799731253862e-05,7.767271824464701e-05,0.015284158044570518,0.0794710295676451,0.009020257546254415,0.006418832311622111,1.0,0.005486807758257244,0.0,0.0002058988439890567,0.1932587097989012,0.0013740559299633354,0.02188512303877975,0.00030152847936846204,0.0006369593827769605,0.015633658086503573,0.00021538622749098932,0.0004549992921754135,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0864778416358102e-07,5.195108178960063e-05,1.273310828176486e-06,0.00041149732682604185,3.0133727476686768e-06,9.25483030610773e-07,3.2734084168434984e-09,5.62029884551032e-07,3.7468658970068804e-08,1.2393900847672364e-05,3.346023813042611e-08,3.903694448549713e-08,3.504259505772393e-09,8.54399900691117e-07,3.8836359122323505e-08,1.3273374194832209e-05,5.2535940875849646e-08,4.178995296942585e-08,0.0014186585392274478,3.183277070441215e-06,4.17789464170848e-05,1.311403063952408e-07,4.335621675311076e-05,1.3592725692813227e-07,2.7813114129842654e-05,6.995065102744935e-10,3.973551478382255e-05,1.989587246920517e-05,6.870279649816677e-07,1.8961971833494027e-05,1.7880981652720148e-06,1.5363061723120283e-06,3.865174195978024e-05,5.686020828593403e-05,2.2386175653689557e-05,3.141390201569801e-06,4.510128773127208e-06,2.253060767121511e-06,1.5076423968423102e-07,1.5679480927160025e-06,2.0295579479072434e-07,1.7834862717754893e-07,2.188512303877975e-06,3.211076982152765e-06,2.598794281729999e-06,2.242869195630539e-06,3.2094161558110556e-06,1.609476063665627e-06,1.0769311374549466e-07,1.1200083829531444e-06,1.444237270114975e-07,1.2739980180911576e-07,1.5633658086503574e-06,2.2926237066855776e-06,1.8563971120756873e-06,1.6471907519124537e-08,2.6414046101604632e-05,1.54e-06,1.78e-07,1.27e-07,2.1417345121035152e-05,2.4190113265550834e-06,1.7271098590364684e-06,1.1579199984825587e-05
1.78,0.0002939363444618972,0.0007444731289442154,0.002560241098146482,0.09647442194310729,0.18952986896755933,2.24303678241413e-05,7.534776326710365e-05,0.021407061580796007,2.401210168795661e-05,7.809593882263827e-05,0.015284029391317152,0.07945693030929933,0.009019841109967508,0.006418400278097727,1.0,0.005486807802191752,0.0,0.00020593487100067538,0.19325869977163707,0.0013740584157665727,0.021885112239441645,0.00030153382464986677,0.0006369593792906937,0.015633650359777245,0.00021539004652036477,0.00045499928817740104,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.0941385503598666e-07,5.222891840218823e-05,1.280120549073241e-06,0.0004114076523659585,3.0300056348029564e-06,9.305914111802693e-07,3.2965501615819267e-09,5.651082245032773e-07,3.767388163355183e-08,1.2391403349046773e-05,3.364555173621195e-08,3.9253143692247275e-08,3.5290146965026587e-09,8.59055327049021e-07,3.904796941131914e-08,1.3270661104399057e-05,5.282662371350454e-08,4.202117795392407e-08,0.0014181288628782316,3.2003013726831024e-06,4.1768829940933954e-05,1.318585857174314e-07,4.3344801964027016e-05,1.3666789293961698e-07,2.785485842533338e-05,6.997513230520694e-10,3.9728465154649665e-05,1.9899352703615165e-05,6.870292078832864e-07,1.8962006137578702e-05,1.787780931959235e-06,1.5363061846136904e-06,3.865173995432742e-05,5.685896069026779e-05,2.238617583294235e-05,3.1461567133649505e-06,4.509920554983754e-06,2.2534538829323587e-06,1.507669123249334e-07,1.5679758881793072e-06,2.0294642497426894e-07,1.783486262013942e-07,2.188511223944165e-06,3.2110592371194006e-06,2.5987942675060303e-06,2.24626586396598e-06,3.2092001390488635e-06,1.6097568850551946e-06,1.0769502326018239e-07,1.1200282419058968e-06,1.4441400625719886e-07,1.2739980068967228e-07,1.5633650359777247e-06,2.2926044086975725e-06,1.8563970957637964e-06,1.6474789680054033e-08,2.645427100157075e-05,1.54e-06,1.78e-07,1.27e-07,2.1416875193334203e-05,2.4189979586299486e-06,1.727095321218838e-06,1.1576930633172876e-05
1.79,0.0002943852253830236,0.0007485587799053252,0.0025738522368033106,0.09645552042713998,0.1895257107912485,2.25538830647554e-05,7.57580676780758e-05,0.021406943258153493,2.4144199775787626e-05,7.851898946814567e-05,0.015283900731629777,0.07944283700852141,0.009019424832220818,0.006417968402589493,1.0,0.005486807846128597,0.0,0.00020597125941849203,0.19325868969695587,0.0013740609361861558,0.021885101436012966,0.000301539173577125,0.0006369593758044366,0.01563364263006263,0.00021539386815411094,0.0004549992841793997,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.1018232256743516e-07,5.250658563078754e-05,1.2869261184016554e-06,0.0004113180240456036,3.0466342342146734e-06,9.356984748816565e-07,3.3197649746401885e-09,5.681855075855686e-07,3.78790338390379e-08,1.2388907116316704e-05,3.38308245971331e-08,3.946929536332195e-08,3.553847846343994e-09,8.637088841496022e-07,3.925949473407283e-08,1.326794939303486e-05,5.311723950673278e-08,4.2252349607628345e-08,0.0014175995347550968,3.2173152960041383e-06,4.175871917497578e-05,1.3257661843663267e-07,4.3333393764969687e-05,1.3740823156925492e-07,2.7896784543579718e-05,6.999986351562557e-10,3.972141850426071e-05,1.9902867855224774e-05,6.870304680930779e-07,1.896204091936895e-05,1.7874638326917317e-06,1.5363061969160069e-06,3.865173793939117e-05,5.6857713237374544e-05,2.2386176012204674e-05,3.150943907906557e-06,4.509712416110409e-06,2.2538509526385194e-06,1.507695867885625e-07,1.5680037026010499e-06,2.0293705872496842e-07,1.7834862522524223e-07,2.1885101436012968e-06,3.2110414887230235e-06,2.5987942532821016e-06,2.2496772808062953e-06,3.208984201294746e-06,1.610040530906313e-06,1.0769693407705547e-07,1.1200481144013768e-06,1.444042890582636e-07,1.273997995702319e-07,1.5633642630062632e-06,2.2925851097444665e-06,1.856397079451951e-06,1.6477700753479363e-08,2.6494670284472123e-05,1.54e-06,1.78e-07,1.27e-07,2.141640531941108e-05,2.4189845881713446e-06,1.7270807826741646e-06,1.1574662451256798e-05
1.8,0.00029483603822410783,0.0007526433778236751,0.002587455077667035,0.09643662865298479,0.18952155308858565,2.2677371154226337e-05,7.616823124461075e-05,0.02140682491287212,2.4276267402237308e-05,7.894187027034387e-05,0.015283772065347622,0.07942874966351555,0.009019008713160656,0.0064175366851751126,1.0,0.005486807890067805,0.0,0.0002060080105656155,0.19325867957450937,0.0013740634915670928,0.021885090628454073,0.00030154452618965765,0.0006369593723181892,0.01563363489733142,0.0002153976924203882,0.00045499928018140963,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.1095319585657135e-07,5.278408358440752e-05,1.2937275388335174e-06,0.00041122844183116966,3.0632585477423575e-06,9.40804222279594e-07,3.3430531342248784e-09,5.712617343345806e-07,3.808411562230537e-08,1.2386412148572672e-05,3.4016056731339506e-08,3.968539951989609e-08,3.578759251872351e-09,8.683605729737825e-07,3.947093513517193e-08,1.3265239059745118e-05,5.340778828492208e-08,4.248346795391529e-08,0.0014170705545991978,3.2343188470837935e-06,4.174861411627721e-05,1.332944046780688e-07,4.332199215225975e-05,1.3814827297310177e-07,2.793889193535926e-05,7.002484568838454e-10,3.971437483175778e-05,1.9906418051841214e-05,6.870317457835465e-07,1.896207618362588e-05,1.7871468674291002e-06,1.5363062092189853e-06,3.865173591490188e-05,5.685646592657569e-05,2.2386176191476646e-05,3.155751724134174e-06,4.509504356580328e-06,2.2542519907080097e-06,1.5077226309482883e-07,1.5680315361862197e-06,2.0292769604611476e-07,1.7834862424909295e-07,2.1885090628454074e-06,3.2110237369308176e-06,2.598794239058212e-06,2.2531034024336914e-06,3.2087683425875565e-06,1.6103270115542133e-06,1.0769884621019411e-07,1.1200680005860187e-06,1.4439457541644005e-07,1.273997984507947e-07,1.5633634897331421e-06,2.292565809802143e-06,1.8563970631401515e-06,1.6480640845249243e-08,2.6535243440169704e-05,1.54e-06,1.78e-07,1.27e-07,2.1415935499010177e-05,2.4189712151545496e-06,1.7270662433842813e-06,1.1572395438358176e-05
