Time,I,N,Q,r,k,c_1,c_2,s_0,d,rho,gamma,mu,delta,a,b,lambda,Immunotherapy_Input,Chemotherapy_Input,Infusion_Duration,Infusion_Dose,Infusion_Rate,compartment,Cancer_Growth,Cancer_Death_Immune,Cancer_Death_Chemotherapy,Immune_Growth_Constant,Immune_Death_Natural,Immune_Growth_Cancer_Stimulation,Immune_Death_Cancer,Immune_Death_Chemotherapy,Chemotherapy_Decay,Immune_Immunotherapy,Chemotherapy
20.0,42256406.782793745,10012789310.8288,-6.110746594165465e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,99125333.61045752,21155224.90743954,-2.4474247271697382e-08,700000.0,42256.40678279375,4.225640636076942e-05,42310.44981487908,-5.164363876592546e-11,-2.5420705831728335e-15,0.0,0.0
22.0,43484144.66284959,10169310119.642857,-7.662988875719564e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,100658952.51333386,22110187.61819651,-3.117092412822624e-08,700000.0,43484.14466284959,4.348414423524788e-05,44220.375236393025,-6.664370336431933e-11,-3.1878033722993387e-15,0.0,0.0
24.0,44705577.05099033,10326980662.180597,-2.5800974494817475e-15,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,102203341.32583545,23083681.484860092,-1.0657846586935795e-07,700000.0,44705.57705099033,4.470557661808957e-05,46167.36296972018,-2.3068949065373974e-10,-1.073320538984407e-14,0.0,0.0
26.0,45920643.069734216,10485785180.503805,-1.518765460818089e-15,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,103758334.89652131,24075699.92899119,-6.37017934468294e-08,700000.0,45920.643069734215,4.592064263180189e-05,48151.399857982375,-1.3948537326573574e-10,-6.318064317003251e-15,0.0,0.0
28.0,47129277.02771186,10645706981.277454,1.1315361246953681e-15,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,105323759.04146235,25086223.673823565,4.818400808894847e-08,700000.0,47129.27702771186,4.712927658500499e-05,50172.44734764713,1.0665695897526303e-10,4.707190278732731e-15,0.0,0.0
30.0,48331420.26518001,10806730167.044237,-2.3833917008110673e-15,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,106899447.50140934,26115230.8697907,-1.0302668397215134e-07,700000.0,48331.42026518001,4.833141981794556e-05,52230.4617395814,-2.303854118968837e-10,-9.914909475374041e-15,0.0,0.0
32.0,49527012.68648194,10968837819.059654,-3.551616324751001e-15,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,108485224.15958822,27162688.491026517,-1.5582841384687373e-07,700000.0,49527.01268648194,4.952701223495723e-05,54325.376982053036,-3.5180189354691837e-10,-1.4774723910964164e-14,0.0,0.0
34.0,50715993.455814615,11132013513.67697,-2.104000336039557e-15,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,110080917.88808283,28228556.225484055,-9.368704069429295e-08,700000.0,50715.99345581461,5.071599300022773e-05,56457.1124509681,-2.1341293454722786e-10,-8.752641397924557e-15,0.0,0.0
36.0,51898302.26716454,11296240262.963322,1.1922019955743432e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,111686352.18884729,29312784.582489237,5.386960073596846e-09,700000.0,51898.302267164545,5.189830180773468e-05,58625.56916497848,1.2374651905966806e-11,4.959560301589268e-16,0.0,0.0
38.0,53073880.02088733,11461500265.294123,7.764220969633561e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,113301342.76962785,30415314.496979427,3.55958482813029e-08,700000.0,53073.88002088733,5.30738795578251e-05,60830.62899395885,8.241546643959783e-11,3.2299159233675614e-15,0.0,0.0
40.0,54242666.20630406,11627776878.101753,1.7284029854014676e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,114925716.82974836,31536080.996012688,8.03899370787729e-09,700000.0,54242.66620630406,5.424266573981191e-05,63072.16199202537,1.8750637241422248e-11,7.190156419270106e-16,0.0,0.0
42.0,55404603.15084813,11795051143.525578,9.292026412974882e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,8640.0,0.125,1080.0,8640.0,1.0,116559279.12047194,32675006.387549605,4.38399707072117e-09,700000.0,55404.60315084813,5.54046026811206e-05,65350.0127750992,1.0296420717561445e-11,3.865482987797551e-16,0.0,8640.0
44.0,56559630.85384783,11963306000.35351,7.437271341670498e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,118201853.09895416,33832008.55858087,3.5589741147225547e-10,700000.0,56559.63085384783,5.6559630381071905e-05,67664.01711716173,8.412986432895699e-13,3.093904878134927e-17,0.0,0.0
46.0,57707691.858345084,12132522806.491507,-6.921916915269702e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,119853246.9684147,35006994.3790678,-3.3592125935659597e-09,700000.0,57707.69185834508,5.770769138270047e-05,70013.9887581356,-7.98895696830901e-12,-2.879517436752196e-16,0.0,0.0
48.0,58848728.11017007,12302683250.68993,-8.750141811692902e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,121513272.35523123,36199863.08226974,-4.306008924315036e-09,700000.0,58848.728110170065,5.884872763182947e-05,72399.72616453949,-1.0298694328034931e-11,-3.6400589936642476e-16,0.0,0.0
50.0,59982682.03921488,12473768963.457237,-1.8561114017672156e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,123181740.51303528,37410505.87828412,-9.2610819184332e-10,700000.0,59982.68203921488,5.9982681558344324e-05,74821.01175656824,-2.2266908008312864e-12,-7.721423431351617e-17,0.0,0.0
52.0,61109499.284417756,12645760595.256462,7.163725873305473e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,124858453.34223922,38638804.902337156,3.623630494554621e-10,700000.0,61109.499284417754,6.110949880117675e-05,77277.6098046743,8.755434022570516e-13,2.980109963295077e-17,0.0,0.0
54.0,62229121.48329845,12818639933.643929,5.469688817501866e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,126543224.03895517,39884635.084069446,2.8045588600254027e-09,700000.0,62229.121483298455,6.222912099784039e-05,79769.27016813889,6.8074785980032534e-12,2.2753905480807765e-16,0.0,0.0
56.0,63341492.56099937,12992387959.981821,7.15170440010837e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,128235858.1507914,41147862.265840314,3.7167087256526795e-09,700000.0,63341.49256099937,6.334149207347165e-05,82295.72453168064,9.059992621158614e-12,2.975109030445082e-16,0.0,0.0
58.0,64446557.669377506,13166985584.323204,4.551687600672374e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,129936160.7494543,42428344.789597385,2.3972802008958328e-09,700000.0,64446.55766937751,6.444655717992183e-05,84856.68957919476,5.866811948994453e-12,1.8935020418797077e-16,0.0,0.0
60.0,65544264.40007129,13342414074.008463,1.521771374522236e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,131643940.60686164,43725935.79010216,8.121641521939473e-09,700000.0,65544.26440007129,6.554426390882388e-05,87451.8715802043,1.9948677065629067e-11,6.330568918012501e-16,0.0,0.0
62.0,66634558.36709264,13518653492.9225,2.1862927604692965e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,133358995.00660795,45040475.26093226,1.1822293705147772e-08,700000.0,66634.55836709264,6.663455787418439e-05,90080.95052186452,2.913653051100869e-11,9.094977883552273e-16,0.0,0.0
64.0,67717386.92575972,13695684015.454771,1.7485104169180535e-16,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,135081122.5480359,46371796.68437467,9.578818467136297e-09,700000.0,67717.38692575973,6.771738643131646e-05,92743.59336874934,2.3680911289232253e-11,7.273803334379103e-16,0.0,0.0
66.0,68792698.39855818,13873486197.372944,3.4660623897159707e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,136810125.78104246,47719727.58562184,1.92345474891832e-09,700000.0,68792.69839855819,6.879269790270086e-05,95439.4551712437,4.7687956921263315e-12,1.441881954121844e-16,0.0,0.0
68.0,69860442.37945999,14052041810.224915,3.2666947802973886e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,138545819.31188604,49084092.85984902,1.8361492653592959e-09,700000.0,69860.44237946,6.986044188230489e-05,98168.18571969803,4.564254849404969e-12,1.3589450286037136e-16,0.0,0.0
70.0,70920568.40518096,14231330198.102427,2.6305762801652252e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,140287994.38895005,50464701.34056204,1.4974639861730926e-09,700000.0,70920.56840518097,7.092056790683986e-05,100929.40268112406,3.731239300450086e-12,1.0943197325487338e-16,0.0,0.0
72.0,71973027.10709807,14411331436.046257,1.422827290226139e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,142036449.62286684,51861357.40479659,8.201934262280187e-10,700000.0,71973.02710709807,7.197302660767838e-05,103722.71480959319,2.048103742563296e-12,5.918961527340738e-17,0.0,0.0
74.0,73017770.20345773,14592026097.136734,-9.623984667675545e-19,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,143790988.71517214,53273860.41817941,-5.617337417166614e-11,700000.0,73017.77020345772,7.301776970306273e-05,106547.72083635881,-1.4054438018118668e-13,-4.0035776217530265e-18,0.0,0.0
76.0,74054750.75282654,14773395772.482368,-9.264581465743666e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,145551425.4983197,54702007.08520216,-5.474773146393439e-10,700000.0,74054.75075282654,7.405475025155554e-05,109404.01417040432,-1.372172542549807e-12,-3.854065889749365e-17,0.0,0.0
78.0,75083921.69863477,14955420085.153488,-1.3070525299252049e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,147317554.95230076,56145579.532192715,-7.819007863357637e-10,700000.0,75083.92169863477,7.50839211965832e-05,112291.15906438543,-1.9627725962581314e-12,-5.437338524488852e-17,0.0,0.0
80.0,76105237.17476791,15138079368.780313,-9.411916748758528e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,149089179.21804821,57604356.03657434,-5.699133710202374e-10,700000.0,76105.23717476791,7.610523667202753e-05,115208.71207314866,-1.4325923128668764e-12,-3.9153573674835474e-17,0.0,0.0
82.0,77118652.73201928,15321354385.604742,-8.202494211655679e-19,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,150866104.85395452,59078110.41238263,-5.02693282650593e-11,700000.0,77118.65273201928,7.711865222867831e-05,118156.22082476526,-1.265130605290145e-13,-3.4122375920487625e-18,0.0,0.0
84.0,78124125.58057353,15505226515.907997,2.218422238559796e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,8640.0,0.125,1080.0,8640.0,1.0,152648144.6659838,60566613.17420175,1.375885572671893e-10,700000.0,78124.12558057353,7.812412507671682e-05,121133.22634840349,3.4662459511196506e-13,9.228636512408751e-18,0.0,8640.0
86.0,79121612.31759706,15689675982.808786,4.267959761385719e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,154435100.5036326,62069623.025025524,2.6785162305523134e-10,700000.0,79121.61231759706,7.912161181330613e-05,124139.24605005105,6.753757152549297e-13,1.775471260736459e-17,0.0,0.0
88.0,80111071.04960461,15874683510.251877,3.4566065882758334e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,156226779.33701214,63586894.92898874,2.1949014243332149e-10,700000.0,80111.07104960461,8.011107054495787e-05,127173.78985797749,5.538249119677934e-13,1.437948340722747e-17,0.0,0.0
90.0,81092461.74746865,16060230325.906363,1.9092013793969425e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,158022993.27785203,65118180.66795489,1.2264885556661213e-10,700000.0,81092.46174746865,8.10924612425415e-05,130236.36133590978,3.0964367965392187e-13,7.94227773829128e-18,0.0,0.0
92.0,82065746.11404455,16246298095.941496,5.135566072449952e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,159823558.94119304,66663228.74173101,3.337357492177016e-10,700000.0,82065.74611404455,8.206574560890951e-05,133326.457483462,8.429081229071573e-13,2.1363954861391802e-17,0.0,0.0
94.0,83030884.7621616,16432867534.55642,8.991963214469452e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,161628283.9914814,68221776.52868102,5.910549615159225e-10,700000.0,83030.8847621616,8.303088425688834e-05,136443.55305736206,1.4932213228924184e-12,3.740656697219292e-17,0.0,0.0
96.0,83987840.18823604,16619919869.1493,1.3420095472274308e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,163436981.32692355,69793558.69557002,8.921636455421293e-10,700000.0,83987.84018823605,8.39878396828916e-05,139587.11739114003,2.2542496676724894e-12,5.582759716466112e-17,0.0,0.0
98.0,84936575.88677007,16807436404.010168,1.8355821058957156e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,165249464.8553532,71378304.87956357,1.2340571803672519e-09,700000.0,84936.57588677006,8.49365753814189e-05,142756.60975912717,3.1181611766761733e-12,7.636021560526177e-17,0.0,0.0
100.0,85877059.08197115,16995400052.00367,2.0209519974760922e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,167065564.29076025,72975748.71938275,1.3738755073200838e-09,700000.0,85877.05908197115,8.587705857667527e-05,145951.49743876548,3.47106828178164e-12,8.407160309500544e-17,0.0,0.0
102.0,86809255.06680058,17183792160.341335,1.9160110413913272e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,168885094.47331524,74585609.83309796,1.3169734204875092e-09,700000.0,86809.25506680059,8.680925456161956e-05,149171.21966619592,3.326549824058918e-12,7.970605932187922e-17,0.0,0.0
104.0,87733130.90423171,17372594585.963512,1.4386055705679192e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,170707875.43315262,76207605.74782419,9.996924538634073e-10,700000.0,87733.13090423172,8.773313039922292e-05,152415.2114956484,2.5242674168438443e-12,5.984599173562544e-17,0.0,0.0
106.0,88648654.93370435,17561789418.79688,4.701287309009357e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,172533729.71206713,77841450.51026525,3.302520708723383e-10,700000.0,88648.65493370435,8.864865442892289e-05,155682.90102053047,8.335255928011479e-13,1.9557355205478926e-17,0.0,0.0
108.0,89555797.42686656,17751359501.918766,-6.0947231147428215e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,174362487.37752405,79486857.780266,-4.327584842978157e-10,700000.0,89555.79742686656,8.95557969223655e-05,158973.715560532,-1.0916355772734987e-12,-2.535404815733014e-17,0.0,0.0
110.0,90454530.55548207,17941288407.74452,-9.41197798458169e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,176193985.78014648,81143541.02415214,-6.754520460348882e-10,700000.0,90454.53055548208,9.045453005131242e-05,162287.0820483043,-1.702712100387738e-12,-3.915382841585983e-17,0.0,0.0
112.0,91344825.70703632,18131558446.21409,-8.181977226918646e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,178028050.34525612,82811202.30331841,-5.934079931818724e-10,700000.0,91344.82570703632,9.134482520324716e-05,165622.40460663682,-1.494762567463648e-12,-3.4037025263981566e-17,0.0,0.0
114.0,92226656.25832379,18322152722.786724,-3.701077461648585e-21,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,179864514.42389604,84489544.05384812,-2.7124682596475676e-13,700000.0,92226.6562583238,9.222665575496233e-05,168979.08810769624,-6.826759976817871e-16,-1.5396482240458112e-20,0.0,0.0
116.0,93099996.75491525,18513054529.607784,1.787032989611949e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,181703213.41591552,86178265.83150269,1.3233375673157613e-09,700000.0,93099.99675491525,9.309999625202688e-05,172356.5316630054,3.327455310675979e-12,7.434057236785708e-17,0.0,0.0
118.0,93964824.45802027,18704248935.45872,2.3275687581465905e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,183544000.07219115,87877073.39197457,1.7414170186708137e-09,700000.0,93964.82445802027,9.396482395564872e-05,175754.14678394914,4.374191795464333e-12,9.682686033889817e-17,0.0,0.0
120.0,94821116.17152034,18895719524.407955,2.0946693541433057e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,185386713.08062863,89585660.80841759,1.5832113844905866e-09,700000.0,94821.11617152033,9.482111566970768e-05,179171.32161683516,3.972377723402917e-12,8.713824513236152e-17,0.0,0.0
122.0,95668850.26434678,19087450474.521603,9.493468981859605e-18,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,187231197.08904287,91303722.0687571,7.248244760906089e-10,700000.0,95668.85026434678,9.566884976313343e-05,182607.44413751422,1.8164585250294944e-12,3.9492830964535955e-17,0.0,0.0
124.0,96508006.44757721,19279426328.751114,-1.4958325361803588e-17,0.01,1000000000000.0,5e-11,1e-13,700000.0,0.001,1e-12,100.0,8.0,10000.0,2000.0,5000000.0,4.16,0.0,0.0,0.125,1080.0,8640.0,1.0,189077300.4918537,93030950.02203512,-1.1535517272575266e-09,700000.0,96508.00644757721,9.65080059470021e-05,186061.90004407024,-2.887196320923797e-12,-6.222663350510293e-17,0.0,0.0
