A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,L,Time
1.4707089920464404e-12,4.1811968005054944e-10,2.8827042966715868e-08,2.9321301837117148e-08,8.877671835227508e-09,6.724089376302391e-10,2.3732036350542245e-12,1.4371075473083634e-09,2.1756225093522163e-07,7.725307313578849e-12,4.678093968526497e-09,7.081944330722585e-07,8.074076735145211e-06,5.54
1.470053260489256e-12,4.1793170927782985e-10,2.8813975500787608e-08,2.9308228791961337e-08,8.873680599800945e-09,6.721041302676806e-10,2.3770544538268845e-12,1.43943406642521e-09,2.1791364779067666e-07,7.72186332642906e-12,4.675991013423034e-09,7.078734374263358e-07,8.074046632914914e-06,5.55
1.4693978269133267e-12,4.177438253039365e-10,2.880091416526668e-08,2.9295161687367727e-08,8.869691207539055e-09,6.717994659006427e-10,2.3809035257048864e-12,1.4417595127876045e-09,2.1826487999154528e-07,7.718420904517102e-12,4.673889029619018e-09,7.075525923924098e-07,8.074016544394482e-06,5.56
1.4687426911842247e-12,4.1755602808833814e-10,2.8787858957194903e-08,2.9282100520656514e-08,8.865703657581023e-09,6.714949444601242e-10,2.384750851473309e-12,1.4440838868949333e-09,2.1861594761708404e-07,7.714980047136702e-12,4.671788016660704e-09,7.072318978977866e-07,8.0739864695777e-06,5.57
1.4680878531675222e-12,4.1736831759050367e-10,2.8774809873614108e-08,2.9269045289147908e-08,8.861717949066034e-09,6.71190565877124e-10,2.3885964319172317e-12,1.4464071892465812e-09,2.1896685074654947e-07,7.711540753581583e-12,4.669687974094347e-09,7.069113538697721e-07,8.073956408458353e-06,5.58
1.4674333127287912e-12,4.1718069376990203e-10,2.876176691156611e-08,2.925599599016212e-08,8.857734081133266e-09,6.708863300826407e-10,2.3924402678217327e-12,1.448729420341935e-09,2.1931758945919813e-07,7.708103023145475e-12,4.667588901466205e-09,7.065909602356729e-07,8.073926361030225e-06,5.59
1.4667790697336042e-12,4.1699315658600195e-10,2.8748730068092725e-08,2.9242952621019345e-08,8.853752052921909e-09,6.705822370076733e-10,2.3962823599718922e-12,1.4510505806803796e-09,2.1966816383428662e-07,7.704666855122103e-12,4.665490798322532e-09,7.062707169227948e-07,8.073896327287102e-06,5.6
1.4661251240475332e-12,4.1680570599827235e-10,2.8735699340235787e-08,2.92299151790398e-08,8.84977186357114e-09,6.702782865832206e-10,2.4001227091527886e-12,1.4533706707613015e-09,2.2001857395107156e-07,7.701232248805191e-12,4.663393664209586e-09,7.059506238584442e-07,8.073866307222766e-06,5.61
1.4654714755361506e-12,4.166183419661821e-10,2.872267472503712e-08,2.9216883661543682e-08,8.845793512220143e-09,6.699744787402812e-10,2.4039613161495004e-12,1.4556896910840854e-09,2.2036881988880942e-07,7.69779920348847e-12,4.661297498673621e-09,7.056306809699271e-07,8.073836300831004e-06,5.62
1.4648181240650288e-12,4.164310644492001e-10,2.8709656219538532e-08,2.9203858065851202e-08,8.841816998008103e-09,6.696708134098541e-10,2.407798181747107e-12,1.4580076421481176e-09,2.207189017267568e-07,7.694367718465664e-12,4.659202301260895e-09,7.053108881845499e-07,8.073806308105599e-06,5.63
1.4641650694997397e-12,4.162438734067951e-10,2.8696643820781852e-08,2.9190838389282563e-08,8.837842320074205e-09,6.69367290522938e-10,2.411633306730688e-12,1.4603245244527836e-09,2.2106881954417027e-07,7.690937793030499e-12,4.657108071517662e-09,7.049912454296185e-07,8.073776329040338e-06,5.64
1.4635123117058555e-12,4.1605676879843594e-10,2.8683637525808905e-08,2.9177824629157973e-08,8.833869477557627e-09,6.690639100105316e-10,2.415466691885321e-12,1.4626403384974697e-09,2.2141857342030642e-07,7.6875094264767e-12,4.655014808990179e-09,7.046717526324392e-07,8.073746363629002e-06,5.65
1.4628598505489488e-12,4.1586975058359154e-10,2.867063733166151e-08,2.9164816782797636e-08,8.829898469597557e-09,6.687606718036339e-10,2.419298337996087e-12,1.464955084781561e-09,2.217681634344218e-07,7.684082618097999e-12,4.652922513224701e-09,7.043524097203182e-07,8.073716411865379e-06,5.66
1.4622076858945914e-12,4.1568281872173077e-10,2.865764323538149e-08,2.915181484752176e-08,8.825929295333172e-09,6.684575758332437e-10,2.423128245848063e-12,1.4672687638044434e-09,2.2211758966577292e-07,7.680657367188115e-12,4.650831183767485e-09,7.040332166205617e-07,8.073686473743251e-06,5.67
1.4615558176083557e-12,4.154959731723225e-10,2.8644655234010668e-08,2.9138818820650546e-08,8.821961953903662e-09,6.681546220303596e-10,2.4269564162263294e-12,1.4695813760655025e-09,2.2246685219361643e-07,7.677233673040779e-12,4.648740820164786e-09,7.037141732604758e-07,8.073656549256404e-06,5.68
1.460904245555814e-12,4.153092138948356e-10,2.8631673324590863e-08,2.9125828699504207e-08,8.817996444448203e-09,6.678518103259805e-10,2.430782849915965e-12,1.4718929220641241e-09,2.2281595109720887e-07,7.673811534949716e-12,4.64665142196286e-09,7.033952795673665e-07,8.073626638398622e-06,5.69
1.4602529696025385e-12,4.151225408487388e-10,2.8618697504163902e-08,2.911284448140294e-08,8.814032766105986e-09,6.675491406511052e-10,2.434607547702048e-12,1.474203402299694e-09,2.231648864558068e-07,7.670390952208654e-12,4.644562988707964e-09,7.030765354685402e-07,8.073596741163689e-06,5.7
1.4596019896141013e-12,4.1493595399350104e-10,2.8605727769771605e-08,2.9099866163666955e-08,8.810070918016188e-09,6.672466129367325e-10,2.438430510369658e-12,1.476512817271598e-09,2.2351365834866677e-07,7.666971924111318e-12,4.642475519946354e-09,7.02757940891303e-07,8.073566857545392e-06,5.71
1.4589513054560747e-12,4.1474945328859117e-10,2.8592764118455792e-08,2.9086893743616465e-08,8.806110899317993e-09,6.669442271138613e-10,2.4422517387038735e-12,1.4788211674792216e-09,2.2386226685504536e-07,7.663554449951433e-12,4.640389015224284e-09,7.024394957629612e-07,8.073536987537514e-06,5.72
1.458300916994031e-12,4.145630386934781e-10,2.8579806547258282e-08,2.907392721857166e-08,8.802152709150585e-09,6.666419831134903e-10,2.4460712334897753e-12,1.4811284534219506e-09,2.2421071205419919e-07,7.660138529022727e-12,4.638303474088011e-09,7.021212000108206e-07,8.073507131133838e-06,5.73
1.4576508240935424e-12,4.1437671016763063e-10,2.8566855053220907e-08,2.906096658585276e-08,8.798196346653149e-09,6.663398808666182e-10,2.4498889955124398e-12,1.4834346755991705e-09,2.2455899402538473e-07,7.656724160618926e-12,4.6362188960837916e-09,7.018030535621878e-07,8.073477288328152e-06,5.74
1.4570010266201808e-12,4.1419046767051766e-10,2.8553909633385482e-08,2.9048011842779965e-08,8.794241810964865e-09,6.660379203042439e-10,2.4537050255569474e-12,1.4857398345102672e-09,2.2490711284785857e-07,7.653311344033757e-12,4.634135280757881e-09,7.014850563443687e-07,8.073447459114238e-06,5.75
1.456351524439519e-12,4.14004311161608e-10,2.8540970284793832e-08,2.903506298667348e-08,8.790289101224918e-09,6.657361013573662e-10,2.457519324408377e-12,1.4880439306546267e-09,2.2525506860087733e-07,7.649900078560947e-12,4.632052627656535e-09,7.011672082846696e-07,8.073417643485881e-06,5.76
1.4557023174171288e-12,4.138182406003705e-10,2.8528037004487773e-08,2.9022120014853515e-08,8.78633821657249e-09,6.654344239569839e-10,2.461331892851808e-12,1.4903469645316344e-09,2.2560286136369756e-07,7.64649036349422e-12,4.629970936326009e-09,7.008495093103967e-07,8.073387841436867e-06,5.77
1.4550534054185824e-12,4.13632255946274e-10,2.851510978950914e-08,2.9009182924640267e-08,8.782389156146762e-09,6.651328880340957e-10,2.4651427316723192e-12,1.492648936640676e-09,2.2595049121557583e-07,7.643082198127303e-12,4.62789020631256e-09,7.005319593488559e-07,8.073358052960979e-06,5.78
1.4544047883094522e-12,4.1344635715878744e-10,2.850218863689974e-08,2.899625171335395e-08,8.77844191908692e-09,6.648314935197005e-10,2.468951841654989e-12,1.4949498474811373e-09,2.2629795823576864e-07,7.639675581753925e-12,4.625810437162445e-09,7.002145583273536e-07,8.073328278052002e-06,5.79
1.4537564659553106e-12,4.132605441973796e-10,2.8489273543701405e-08,2.8983326378314766e-08,8.774496504532148e-09,6.645302403447972e-10,2.4727592235848967e-12,1.4972496975524039e-09,2.2664526250353263e-07,7.63627051366781e-12,4.623731628421917e-09,6.998973061731961e-07,8.073298516703722e-06,5.8
1.4531084382217294e-12,4.130748170215194e-10,2.8476364506955952e-08,2.8970406916842922e-08,8.770552911621626e-09,6.642291284403845e-10,2.476564878247122e-12,1.4995484873538616e-09,2.2699240409812433e-07,7.632866993162684e-12,4.621653779637235e-09,6.995802028136893e-07,8.073268768909921e-06,5.81
1.4524607049742812e-12,4.128891755906756e-10,2.8463461523705208e-08,2.8957493326258626e-08,8.766611139494538e-09,6.639281577374611e-10,2.480368806426743e-12,1.5018462173848963e-09,2.2733938309880037e-07,7.629465019532274e-12,4.6195768903546515e-09,6.992632481761393e-07,8.073239034664386e-06,5.82
1.451813266078538e-12,4.127036198643172e-10,2.8450564590990992e-08,2.894458560388208e-08,8.76267118729007e-09,6.63627328167026e-10,2.4841710089088383e-12,1.5041428881448934e-09,2.276861995848172e-07,7.626064592070308e-12,4.617500960120425e-09,6.989464421878526e-07,8.0732093139609e-06,5.83
1.451166121400072e-12,4.1251814980191296e-10,2.8437673705855125e-08,2.893168374703349e-08,8.7587330541474e-09,6.633266396600777e-10,2.4879714864784885e-12,1.5064385001332387e-09,2.2803285363543148e-07,7.62266571007051e-12,4.615425988480811e-09,6.986297847761352e-07,8.073179606793248e-06,5.84
1.4505192708044555e-12,4.123327653629317e-10,2.8424788865339434e-08,2.8918787753033063e-08,8.754796739205717e-09,6.630260921476153e-10,2.4917702399207713e-12,1.508733053849318e-09,2.2837934532989974e-07,7.619268372826608e-12,4.613351974982065e-09,6.983132758682932e-07,8.073149913155215e-06,5.85
1.4498727369053423e-12,4.1214747388608916e-10,2.841191064063272e-08,2.890589807263033e-08,8.750862398396175e-09,6.627256989542106e-10,2.4955671385039174e-12,1.5110264595662348e-09,2.2872565945318276e-07,7.615872698977857e-12,4.611279001717044e-09,6.979969294884567e-07,8.073120234103957e-06,5.86
1.4492264758665257e-12,4.1196226115444054e-10,2.8399037925771942e-08,2.8893013832053656e-08,8.746929729641863e-09,6.624254342802101e-10,2.4993624356725655e-12,1.5133188911188293e-09,2.2907182546670436e-07,7.61247845854098e-12,4.609206909650134e-09,6.976807184822511e-07,8.073090567590395e-06,5.87
1.4485805087617852e-12,4.11777134007182e-10,2.8386171253080476e-08,2.8880135451358822e-08,8.742998878260306e-09,6.621253105435419e-10,2.5031560095976467e-12,1.5156102648878446e-09,2.294178291907339e-07,7.60908576207644e-12,4.607135775286407e-09,6.973646559195577e-07,8.073060914599703e-06,5.88
1.4479348354567916e-12,4.1159209240381444e-10,2.8373310619602627e-08,2.8867262927867995e-08,8.739069843391361e-09,6.618253276752625e-10,2.5069478610636707e-12,1.5179005813722767e-09,2.297636707044619e-07,7.60569460887848e-12,4.6050655981724776e-09,6.970487417277435e-07,8.07303127512567e-06,5.89
1.4472894558172695e-12,4.114071363038559e-10,2.8360456022384057e-08,2.8854396258904414e-08,8.735142624175263e-09,6.615254856064605e-10,2.510737990854838e-12,1.5201898410709082e-09,2.3010935008704263e-07,7.602304998241622e-12,4.6029963778551545e-09,6.96732975834209e-07,8.073001649162087e-06,5.9
1.446644369708997e-12,4.1122226566684216e-10,2.8347607458471787e-08,2.8841535441792392e-08,8.731217219752617e-09,6.61225784268256e-10,2.514526399755034e-12,1.522478044482306e-09,2.3045486741759394e-07,7.598916929460676e-12,4.6009281138814385e-09,6.964173581663881e-07,8.072972036702748e-06,5.91
1.4459995769978064e-12,4.1103748045232656e-10,2.8334764924914215e-08,2.8828680473857323e-08,8.727293629264395e-09,6.609262235918008e-10,2.5183130885478352e-12,1.524765192104825e-09,2.3080022277519763e-07,7.595530401830733e-12,4.598860805798532e-09,6.961018886517481e-07,8.072942437741452e-06,5.92
1.4453550775495843e-12,4.108527806198797e-10,2.832192841876108e-08,2.8815831352425664e-08,8.723371851851947e-09,6.606268035082788e-10,2.5220980580165046e-12,1.527051284436605e-09,2.311454162388991e-07,7.592145414647166e-12,4.59679445315383e-09,6.957865672177899e-07,8.072912852271997e-06,5.93
1.4447108712302707e-12,4.106681661290899e-10,2.8309097937063494e-08,2.8802988074824964e-08,8.719451886656991e-09,6.603275239489053e-10,2.525881308943994e-12,1.5293363219755728e-09,2.3149044788770752e-07,7.588761967205632e-12,4.594729055494923e-09,6.954713937920477e-07,8.072883280288183e-06,5.94
1.4440669579058597e-12,4.104836369395628e-10,2.829627347687393e-08,2.8790150638383834e-08,8.715533732821622e-09,6.600283848449276e-10,2.529662842112942e-12,1.5316203052194394e-09,2.3183531780059574e-07,7.585380058802073e-12,4.592664612369599e-09,6.95156368302089e-07,8.072853721783818e-06,5.95
1.4434233374423995e-12,4.102991930109217e-10,2.8283455035246224e-08,2.877731904043197e-08,8.711617389488299e-09,6.597293861276248e-10,2.533442658305677e-12,1.5339032346657037e-09,2.3218002605650032e-07,7.58199968873271e-12,4.59060112332584e-09,6.948414906755152e-07,8.072824176752707e-06,5.96
1.442780009705992e-12,4.1011483430280733e-10,2.8270642609235568e-08,2.8764493278300133e-08,8.70770285579986e-09,6.594305277283073e-10,2.537220758304215e-12,1.5361851108116497e-09,2.325245727343217e-07,7.57862085629405e-12,4.5885385879118265e-09,6.945267608399603e-07,8.072794645188657e-06,5.97
1.4421369745627937e-12,4.0993056077487784e-10,2.8257836195898512e-08,2.8751673349320173e-08,8.703790130899508e-09,6.591318095783181e-10,2.5409971428902596e-12,1.5384659341543482e-09,2.3286895791292387e-07,7.575243560782883e-12,4.586477005675929e-09,6.942121787230926e-07,8.072765127085484e-06,5.98
1.4414942318790139e-12,4.0974637238680915e-10,2.8245035792292987e-08,2.8738859250825003e-08,8.699879213930825e-09,6.588332316090313e-10,2.5447718128452022e-12,1.5407457051906545e-09,2.3321318167113465e-07,7.57186780149628e-12,4.584416376166722e-09,6.938977442526136e-07,8.072735622437e-06,5.99
1.4408517815209169e-12,4.095622690982943e-10,2.8232241395478265e-08,2.872605098014862e-08,8.69597010403776e-09,6.585347937518528e-10,2.5485447689501233e-12,1.543024424417211e-09,2.335572440877456e-07,7.568493577731594e-12,4.582356698932968e-09,6.935834573562578e-07,8.072706131237023e-06,6.0
1.4402096233548205e-12,4.093782508690441e-10,2.8219453002514988e-08,2.8713248534626087e-08,8.692062800364639e-09,6.582364959382204e-10,2.5523160119857912e-12,1.5453020923304464e-09,2.3390114524151183e-07,7.565120888786469e-12,4.5802979735236304e-09,6.932693179617934e-07,8.07267665347937e-06,6.01
1.4395677572470966e-12,4.0919431765878674e-10,2.8206670610465165e-08,2.8700451911593547e-08,8.688157302056153e-09,6.579383380996041e-10,2.556085542732662e-12,1.5475787094265748e-09,2.3424488521115247e-07,7.561749733958822e-12,4.578240199487866e-09,6.929553259970223e-07,8.072647189157866e-06,6.02
1.4389261830641707e-12,4.0901046942726805e-10,2.8193894216392152e-08,2.868766110838822e-08,8.684253608257365e-09,6.576403201675046e-10,2.55985336197088e-12,1.549854276201597e-09,2.345884640753502e-07,7.558380112546858e-12,4.576183376375029e-09,6.926414813897795e-07,8.072617738266335e-06,6.03
1.4382849006725229e-12,4.0882670613425123e-10,2.818112381736068e-08,2.8674876122348407e-08,8.68035171811372e-09,6.573424420734556e-10,2.563619470480278e-12,1.552128793151298e-09,2.3493188191275137e-07,7.555012023849065e-12,4.574127503734667e-09,6.923277840679335e-07,8.072588300798603e-06,6.04
1.4376439099386867e-12,4.0864302773951696e-10,2.816835941043684e-08,2.866209695081347e-08,8.67645163077102e-09,6.570447037490217e-10,2.5673838690403755e-12,1.5544022607712517e-09,2.352751388019662e-07,7.551645467164213e-12,4.572072581116524e-09,6.920142339593864e-07,8.0725588767485e-06,6.05
1.4370032107292493e-12,4.0845943420286354e-10,2.8155600992688073e-08,2.8649323591123857e-08,8.672553345375455e-09,6.567471051257993e-10,2.571146558430382e-12,1.5566746795568154e-09,2.356182348215686e-07,7.548280441791357e-12,4.570018608070544e-09,6.917008309920735e-07,8.072529466109858e-06,6.06
1.436362802910853e-12,4.0827592548410663e-10,2.8142848561183204e-08,2.8636556040621087e-08,8.668656861073573e-09,6.564496461354173e-10,2.5749075394291946e-12,1.5589460500031343e-09,2.3596117005009616e-07,7.544916947029832e-12,4.567965584146858e-09,6.913875750939635e-07,8.07250006887651e-06,6.07
1.4357226863501925e-12,4.080925015430796e-10,2.8130102112992392e-08,2.862379429664776e-08,8.6647621770123e-09,6.561523267095356e-10,2.5786668128153967e-12,1.561216372605138e-09,2.3630394456605023e-07,7.541554982179258e-12,4.565913508895804e-09,6.910744661930589e-07,8.072470685042298e-06,6.08
1.435082860914018e-12,4.079091623396331e-10,2.8117361645187175e-08,2.861103835654754e-08,8.660869292338935e-09,6.55855146779846e-10,2.5824243793672623e-12,1.5634856478575435e-09,2.3664655844789583e-07,7.538194546539537e-12,4.563862381867904e-09,6.907615042173952e-07,8.072441314601055e-06,6.09
1.4344433264691325e-12,4.077259078336353e-10,2.8104627154840458e-08,2.8598288217665178e-08,8.656978206201144e-09,6.555581062780724e-10,2.586180239862752e-12,1.5657538762548531e-09,2.3698901177406185e-07,7.534835639410857e-12,4.561812202613887e-09,6.904486890950415e-07,8.072411957546628e-06,6.1
1.4338040828823932e-12,4.075427379849721e-10,2.809189863902649e-08,2.8585543877346495e-08,8.65308891774697e-09,6.552612051359702e-10,2.5899343950795155e-12,1.5680210582913554e-09,2.3733130462294084e-07,7.531478260093682e-12,4.5597629706846675e-09,6.901360207541006e-07,8.07238261387286e-06,6.11
1.433165130020712e-12,4.073596527535466e-10,2.8079176094820894e-08,2.857280533293839e-08,8.649201426124825e-09,6.549644432853266e-10,2.5936868457948895e-12,1.5702871944611247e-09,2.3767343707288897e-07,7.528122407888769e-12,4.5577146856313634e-09,6.898234991227082e-07,8.072353283573597e-06,6.12
1.4325264677510533e-12,4.071766520992796e-10,2.806645951930065e-08,2.8560072581788834e-08,8.645315730483495e-09,6.546678206579605e-10,2.5974375927858987e-12,1.572552285258021e-09,2.3801540920222626e-07,7.524768082097149e-12,4.555667347005284e-09,6.89511124129034e-07,8.072323966642692e-06,6.13
1.4318880959404373e-12,4.069937359821093e-10,2.80537489095441e-08,2.8547345621246874e-08,8.641431829972133e-09,6.543713371857229e-10,2.6011866368292573e-12,1.574816331175692e-09,2.383572210892364e-07,7.521415282020142e-12,4.553620954357937e-09,6.891988957012805e-07,8.072294663073994e-06,6.14
