Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,L,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
0.26,1.619543282680085e-09,5.385135692152276e-09,1.0016580051301425e-09,3.5096409458479214e-12,2.144320410967924e-08,7.013124458503717e-08,7.403918625430397e-09,7.89027528739893e-14,8.240702942299262e-07,4.834000318112093e-11,8.801558855112767e-12,6.888427136422672e-08,8.168165607185309e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,3.074531251465444e-23,3.6005382459913895e-23,3.6730852544384545e-23,-5.41266240911397e-27,3.693606097604344e-24,-3.325013923747748e-27,4.307360020171074e-24,2.7234330375720914e-27,5.43966876023101e-25,3.62220965150823e-27,1.051277529748837e-24,7.101884889582941e-23,-1.2787023215361754e-30,-3.9762881541138274e-28,4.3998325945218957e-29,2.691987766037965e-26,4.11946300091458e-24
0.27,1.5503432492637533e-09,5.431160838331208e-09,9.59376067995386e-10,3.3630349080534786e-12,2.0529882258947724e-08,6.719427168840728e-08,7.817453817626356e-09,8.344917120650352e-14,8.304878768839745e-07,5.1082657763785234e-11,8.883076285962641e-12,6.596622297732184e-08,8.161384704320568e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,2.804322811365226e-23,3.273480692316694e-23,3.3394139378731035e-23,-5.4902729875000855e-27,3.457924200619153e-24,-3.5870295237634485e-27,4.019426735584628e-24,2.481752494564799e-27,4.965933827383412e-25,3.302908237915324e-27,9.593395091012111e-25,6.466292792704174e-23,-1.2394213245101231e-30,-3.8472816009791487e-28,4.4405367529268426e-29,2.714967427272439e-26,4.151501289961757e-24
0.28,1.4874279150947294e-09,5.4728825353256085e-09,9.208729607214116e-10,3.229320406622926e-12,1.9698179452022957e-08,6.451555265052937e-08,8.234038813501667e-09,8.803033968046134e-14,8.362916523001401e-07,5.38458799900511e-11,8.957124977249433e-12,6.331327301694737e-08,8.15520143508055e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,2.5576265199993286e-23,2.975465588261051e-23,3.0354634097872424e-23,-5.5614856305139004e-27,3.243231588746915e-24,-3.826196024173679e-27,3.7571416386316835e-24,2.2617399295692176e-27,4.535707516081667e-25,3.011796459555876e-27,8.756512658853464e-25,5.888692219758339e-23,-1.1974212386374552e-30,-3.710842807362697e-28,4.477506124548551e-29,2.735795117102924e-26,4.180470176843081e-24
0.29,1.4302080281552438e-09,5.510679898369381e-09,8.85804771047029e-10,3.1073601419836375e-12,1.8940667980187036e-08,6.207230478855668e-08,8.653380993698395e-09,9.264247332797305e-14,8.415375466309718e-07,5.6627558913874196e-11,9.02434193999784e-12,6.090055500554199e-08,8.149562838474726e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,2.3330067949319466e-23,2.703961355991657e-23,2.758523407779198e-23,-5.6265200186109816e-27,3.0476656144506347e-24,-4.044494760267285e-27,3.5181764755455575e-24,2.0612921291067816e-27,4.144444124343123e-25,2.746395594148573e-27,7.994641682120804e-25,5.363656873397527e-23,-1.1538286086235232e-30,-3.5704858800616577e-28,4.5110592603189835e-29,2.754660418477724e-26,4.206649327435615e-24
0.3,1.3781526195408227e-09,5.5448993811678375e-09,8.538595635926056e-10,2.9961155451743747e-12,1.8250615450054435e-08,5.984372592057661e-08,9.075214278989853e-09,9.728215874557467e-14,8.462762817036776e-07,5.94257839910804e-11,9.085313574334702e-12,5.870564658712761e-08,8.1444206094425e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,2.128188195762743e-23,2.456613783117957e-23,2.5062597523535707e-23,-5.6859071123343055e-27,2.869514106841431e-24,-4.243589077187346e-27,3.3004804263337462e-24,1.8787010746429392e-27,3.788665960824767e-25,2.5044403471923393e-27,7.300987414081182e-25,4.886291435625732e-23,-1.109037876701476e-30,-3.4272515338093802e-28,4.541489401262404e-29,2.7717365811760263e-26,4.2302923828049094e-24
0.31,1.3307790529698496e-09,5.5758582293512815e-09,8.247528054090383e-10,2.894635677353587e-12,1.7621878267828818e-08,5.781076748659915e-08,9.49929558352135e-09,1.0194630550579199e-13,8.505541157568571e-07,6.223881836600617e-11,9.140578979282594e-12,5.670817683813189e-08,8.139730537416062e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.941947080086868e-23,2.2313625197360924e-23,2.2764780240316706e-23,-5.739791343938496e-27,2.707254363820836e-24,-4.4250872655201456e-27,3.1021487996981405e-24,1.712203679383598e-27,3.4645992081355426e-25,2.2838557461348765e-27,6.669349868298181e-25,4.4521470299958363e-23,-1.0636633351994291e-30,-3.2830981999947772e-28,4.5690661339752283e-29,2.787182248855249e-26,4.251630663314263e-24
0.32,1.2876551697758833e-09,5.603845028158597e-09,7.982278183216887e-10,2.8020559317020624e-12,1.7048910977823805e-08,5.5956108352517957e-08,9.925405057469852e-09,1.066321413558211e-13,8.544127646417422e-07,6.506509840394047e-11,9.190632581367937e-12,5.488991853512813e-08,8.135452464269039e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.7719005362883554e-23,2.0260800773188847e-23,2.0671211868681094e-23,-5.789049992382519e-27,2.559387845497797e-24,-4.590555202257378e-27,2.921420491566711e-24,1.5606232049941813e-27,3.170109423262489e-25,2.0827536000214543e-27,6.094131844689563e-25,4.057240313427515e-23,-1.0178466712124227e-30,-3.138187522057694e-28,4.594036704987699e-29,2.8011417328984516e-26,4.270872774601815e-24
0.33,1.2483918734421327e-09,5.629122235573565e-09,7.740523335153436e-10,2.7175899431207055e-12,1.652669512162958e-08,5.4263994476215065e-08,1.0353343343413296e-08,1.1133717068550554e-13,8.578899690201085e-07,6.790321191043604e-11,9.235926279947931e-12,5.32344635307948e-08,8.131549891561833e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.6155254659692432e-23,1.838769135502458e-23,1.8763173170761864e-23,-5.834669938475887e-27,2.4245245486847145e-24,-4.7414368547479706e-27,2.756697197980377e-24,1.4229659760844297e-27,2.903493479110923e-25,1.899415759247263e-27,5.5702661303815665e-25,3.6979839570960816e-23,-9.720177387048754e-31,-2.99343025543253e-28,4.61662709392574e-29,2.813746279243858e-26,4.288207443899333e-24
0.34,1.2126334630154612e-09,5.651927341677168e-09,7.52014925996021e-10,2.640525297895642e-12,1.6050665239928374e-08,5.2720154562548284e-08,1.0782928698627772e-08,1.160591332416867e-13,8.610200870724896e-07,7.075187569890964e-11,9.276866755761781e-12,5.172680336882803e-08,8.127989735410756e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.4734062067132763e-23,1.66810939250431e-23,1.7024153228421765e-23,-5.876020538915901e-27,2.3016277692352447e-24,-4.878975349685736e-27,2.6065583961591437e-24,1.2973963572841704e-27,2.6604161859969725e-25,1.7322866701995077e-27,5.093142706502745e-25,3.371097968478437e-23,-9.269688908939647e-31,-2.8516727528798675e-28,4.6370406682819896e-29,2.8251146483301974e-26,4.303806483918613e-24
0.35,1.1800556253129386e-09,5.672476830582875e-09,7.319229433356313e-10,2.5702130630658283e-12,1.5616661721079705e-08,5.13115895450071e-08,1.1213995274783902e-08,1.2079599220362576e-13,8.638344321086888e-07,7.360992647914336e-11,9.313824766491816e-12,5.0353251190904754e-08,8.12474186017912e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.34732077956899e-23,1.5131177521995896e-23,1.5439292575482517e-23,-5.911893149881662e-27,2.1898565842842822e-24,-5.004272680710964e-27,2.4697159000731752e-24,1.1819265275223255e-27,2.4360365804191966e-25,1.5799492715717427e-27,4.658560739998081e-25,3.073591338100571e-23,-8.829596972782142e-31,-2.7145498006934027e-28,4.655462831339465e-29,2.8353550961736876e-26,4.317826481110471e-24
0.36,1.1503712932815016e-09,5.690973836804041e-09,7.136014644795143e-10,2.506048094462302e-12,1.522091462155469e-08,5.0026182520163237e-08,1.1646392125125062e-08,1.2554594036662986e-13,8.663614436147038e-07,7.647632049009928e-11,9.347158652380022e-12,4.9101665450707675e-08,8.121778288789014e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.2315194653997069e-23,1.3719339382409295e-23,1.3997298294967552e-23,-5.944655182350226e-27,2.088015317043604e-24,-5.118085930471367e-27,2.345088812824037e-24,1.0769714213768991e-27,2.232613555576735e-25,1.4410774101006068e-27,4.262694593879328e-25,2.8028053968624354e-23,-8.394145808650491e-31,-2.5790965566720284e-28,4.6720727749056116e-29,2.8445692025561394e-26,4.330409651018504e-24
0.37,1.1233215240857116e-09,5.707602947926371e-09,6.968915216323851e-10,2.447476901831466e-12,1.485997945195662e-08,4.885283820979134e-08,1.207998214317629e-08,1.303073614062272e-13,8.686269102413826e-07,7.935011741978222e-11,9.377194969405168e-12,4.7961168863392915e-08,8.119073410416968e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.1209830410273402e-23,1.2424522178713844e-23,1.2682751819630611e-23,-5.97693560229414e-27,1.994801552514816e-24,-5.2217906492508576e-27,2.2314559481625648e-24,9.82851041249133e-28,2.051817827914112e-25,1.3144585780504552e-27,3.9020675750109587e-25,2.5563557997233836e-23,-7.95972666079706e-31,-2.442876947614051e-28,4.6870337963657093e-29,2.8528492725541485e-26,4.3416849533497324e-24
0.38,1.0986594811479325e-09,5.722523240196076e-09,6.816487634465344e-10,2.3940214410905672e-12,1.4530738327668793e-08,4.7781979897201624e-08,1.2514640595876653e-08,1.3507874882015929e-13,8.706542993365696e-07,8.223044937193847e-11,9.40420092913264e-12,4.69213466073986e-08,8.11660496717731e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.0232999120758395e-23,1.1248773469961783e-23,1.1484180925895035e-23,-6.0047420092653426e-27,1.9100191513214096e-24,-5.3162419289245754e-27,2.1278370753438778e-24,8.962231335131698e-28,1.8846887319036729e-25,1.1990510914528098e-27,3.5735375164725366e-25,2.3319694968535066e-23,-7.544397613531731e-31,-2.3136931885098045e-28,4.700479519580478e-29,2.8602748547055745e-26,4.351769739811343e-24
0.39,1.0761717559573671e-09,5.735887800300785e-09,6.677419923132475e-10,2.345224041113985e-12,1.4230360824640114e-08,4.680444130698224e-08,1.2950253905198192e-08,1.3985879897416577e-13,8.724649255794722e-07,8.511654802039373e-11,9.428448093765969e-12,4.5973186756178496e-08,8.114351816841092e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,9.34244095421652e-24,1.0177503644054786e-23,1.0392194939606061e-23,-6.029892591265645e-27,1.832735012944908e-24,-5.402133826062731e-27,2.033384826491655e-24,8.172274689404314e-28,1.7323343993219295e-25,1.093851773926078e-27,3.274233774894597e-25,2.1276714540419738e-23,-7.142214404439142e-31,-2.1888307069390837e-28,4.7125457412952945e-29,2.866922501574148e-26,4.360770597428738e-24
0.4,1.0556610311454928e-09,5.747835075217598e-09,6.550513051350337e-10,2.300671325608761e-12,1.3956256354387703e-08,4.5911940745361923e-08,1.3386718235225383e-08,1.446463269583811e-13,8.740782636079602e-07,8.800771269305947e-11,9.4501798015265e-12,4.510837043541644e-08,8.112294822933051e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,8.530893072094007e-24,9.201342735599336e-24,9.397162957327419e-24,-6.052605116474969e-27,1.762275558637466e-24,-5.480231407917751e-27,1.947275000040914e-24,7.453103042583877e-28,1.593799700426969e-25,9.979552656783475e-28,3.0015353760517996e-25,1.9416401518588104e-23,-6.755970010977227e-31,-2.0690730902094226e-28,4.723354144839749e-29,2.8728614450564827e-26,4.3687849118515744e-24
0.41,1.0369487496003562e-09,5.758490173565696e-09,6.434679037981856e-10,2.259987386759499e-12,1.3706074908789952e-08,4.5096947683085e-08,1.3823939308370662e-08,1.4944027644443923e-13,8.755119786887452e-07,9.090331305988776e-11,9.469615218357241e-12,4.431937022810041e-08,8.110416589751133e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,7.791052048983552e-24,8.311660448756295e-24,8.490332834040054e-24,-6.073093055555876e-27,1.6980196749003554e-24,-5.5512028136688086e-27,1.868768173566529e-24,6.796615394525379e-28,1.467305830953076e-25,9.105390602506044e-28,2.7530649883896753e-25,1.7722270182412458e-23,-6.383063958400977e-31,-1.953721327107487e-28,4.7330143258612876e-29,2.8781542470261294e-26,4.375901020726722e-24
0.42,1.0198733546719673e-09,5.767967438473148e-09,6.32893321178586e-10,2.2228312953437156e-12,1.3477688341915222e-08,4.4352631458576714e-08,1.426183163729155e-08,1.5423969958903733e-13,8.767820744581116e-07,9.38027806808818e-11,9.486956262524864e-12,4.359937318183998e-08,8.1087013428539e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,7.116594485776949e-24,7.500875874666962e-24,7.663941287102988e-24,-6.091576213560494e-27,1.639426991641493e-24,-5.6157002080701086e-27,1.7971784419653162e-24,6.198741766879306e-28,1.3522014178255096e-25,8.308560096428202e-28,2.5266690824516564e-25,1.6179398332572913e-23,-6.0249698244072966e-31,-1.843047757969349e-28,4.741627254867363e-29,2.882858085868404e-26,4.382198952494083e-24
0.43,1.0042875969690447e-09,5.776371081016038e-09,6.232375743988743e-10,2.1888911599912006e-12,1.326915334309845e-08,4.367274409336305e-08,1.4700317111153506e-08,1.5904374727855152e-13,8.779031634028663e-07,9.67056012138046e-11,9.502386647742374e-12,4.294216987436306e-08,8.107134656429548e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,6.501840941713194e-24,6.762038789200313e-24,6.910899701719755e-24,-6.108202811119315e-27,1.5859945360736718e-24,-5.674271748891837e-27,1.7318980749882983e-24,5.654109147533079e-28,1.2474196724495529e-25,7.5822297892701645e-28,2.3203801708497487e-25,1.4774183513093955e-23,-5.682220108066483e-31,-1.737228534440167e-28,4.7492847989038446e-29,2.887025073293453e-26,4.3877517789609934e-24
0.44,9.900574591158184e-10,5.783796249966666e-09,6.1441863758655e-10,2.1578821186879618e-12,1.3078697784451387e-08,4.305157867741782e-08,1.5139324471181057e-08,1.6385165950238105e-13,8.788885672739005e-07,9.961130986142971e-11,9.516074353459273e-12,4.2342110328384236e-08,8.10570335695295e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,5.941546668978615e-24,6.088733454701189e-24,6.224654360558617e-24,-6.123132874046628e-27,1.5372615514483757e-24,-5.727439602436143e-27,1.672364499153337e-24,5.157749687946648e-28,1.1519637017985679e-25,6.920159656215164e-28,2.132404481151019e-25,1.349424670758253e-23,-5.3555044903428025e-31,-1.6364593077767531e-28,4.756070956815608e-29,2.890702789264995e-26,4.392626117432961e-24
0.45,9.770612004813094e-10,5.790329687863673e-09,6.063618838557183e-10,2.129544631288976e-12,1.2904709675017629e-08,4.248393578384241e-08,1.557878884944283e-08,1.6866275853239903e-13,8.797504055114918e-07,1.0251948777365112e-10,9.528172806667113e-12,4.1794061540031626e-08,8.104395445062572e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,5.4307296329953054e-24,5.475133880921564e-24,5.5992936417144846e-24,-6.136513355065684e-27,1.4928090025230036e-24,-5.775669464603688e-27,1.618069598762359e-24,4.705336781912144e-28,1.0649880680069248e-25,6.316662939457814e-28,1.9611097376532172e-25,1.2328340233632415e-23,-5.0434941055821895e-31,-1.5403341037034016e-28,4.7620624502311677e-29,2.893934610078553e-26,4.396882572895526e-24
0.46,9.651882210182235e-10,5.796050404170921e-09,5.989994545154477e-10,2.1036423727153735e-12,1.2745722492464977e-08,4.196508056660348e-08,1.6018651219175106e-08,1.7347643695611638e-13,8.804997003117337e-07,1.0542975663413045e-10,9.538821962230313e-12,4.1293361632909196e-08,8.10319999512252e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,4.965225306544096e-24,4.915922952470272e-24,5.029348751026615e-24,-6.148482771544615e-27,1.4522567519524317e-24,-5.8194119360152566e-27,1.568541864812034e-24,4.293006662098093e-28,9.857385272841595e-26,5.766560603751485e-28,1.8050114688742348e-25,1.1266247540567958e-23,-4.747607519473022e-31,-1.4492368826786192e-28,4.7673292638716835e-29,2.8967600450058513e-26,4.400576263412368e-24
0.47,9.543380013444109e-10,5.801030427138598e-09,5.922695593842737e-10,2.0799599344772247e-12,1.2600402139349385e-08,4.1490698083628966e-08,1.645885782578176e-08,1.7829215576221305e-13,8.811464845206189e-07,1.0834177616864369e-10,9.548149566954416e-12,4.083577126492482e-08,8.102107052872597e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,4.540615679826112e-24,4.406303482746784e-24,4.510015488495221e-24,-6.159157663402176e-27,1.415257868545944e-24,-5.859032719438402e-27,1.5233685402510042e-24,3.917275936749869e-28,9.135544822735619e-26,5.265131328791807e-28,1.6627578105566728e-25,1.0298677283679506e-23,-4.464872708935633e-31,-1.362283747240161e-28,4.771935277608062e-29,2.8992151122552756e-26,4.403757359664001e-24
0.48,9.444189800645184e-10,5.8053354003690755e-09,5.86115946420535e-10,2.058300960890088e-12,1.2467531725086812e-08,4.105685353319831e-08,1.6899359679444253e-08,1.8310942841784681e-13,8.816998983674663e-07,1.1125523770868386e-10,9.55627211975354e-12,4.041743344772955e-08,8.101107540740984e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,4.1541926372790405e-24,3.941860984693983e-24,4.036598852486263e-24,-6.168654645909142e-27,1.3814997017623537e-24,-5.894946968586162e-27,1.4821431069019604e-24,3.574837736166176e-28,8.477713293440107e-26,4.808071201656492e-28,1.5331179398054305e-25,9.417175127694324e-24,-4.199433758417733e-31,-1.2806632416052873e-28,4.7759387467357567e-29,2.9013326373320334e-26,4.406471568675798e-24
