Time,x1,x2,x3,x4,x5,x6,x7,A0,B0,C0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,K_AlB,K_AlB2,n,compartment
0.19,0.007204403944545262,1.6165298258668663e-05,0.0005760407197547446,9.312795916911042e-06,0.4537487425397831,0.16819940516536222,1.1734077939819865,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.2,0.007570556877265478,1.7895075398311296e-05,0.0006069488060784512,1.0286559998873302e-05,0.4533507077566572,0.16782957492733844,1.173375156118523,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.21,0.007935446779496199,1.9711099983156894e-05,0.0006379142488770127,1.130542798070237e-05,0.4529538335436461,0.16746083126455924,1.1733423746511398,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.22,0.008299079138067773,2.161313933948027e-05,0.0006689368164829528,1.236895369190563e-05,0.4525581150917574,0.16709316981520894,1.1733094500441774,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.23,0.00866145940902844,2.3600961346689172e-05,0.0007000162782001671,1.3476694454094303e-05,0.4521635476183173,0.1667265862407167,1.1732763827604529,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.24,0.009022593013309835,2.5674334620109336e-05,0.0007311524044968765,1.4628211462185727e-05,0.4517701263707311,0.1663610762291457,1.173243173260883,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.25,0.009382485336998321,2.783302850050071e-05,0.0007623449669940766,1.582306975945577e-05,0.4513778466262482,0.16599663549498225,1.1732098220045055,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.26,0.009741141748311657,3.007681239807754e-05,0.0007935937377427382,1.7060836676547332e-05,0.45098670367726906,0.16563325976593718,1.1731763294498592,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.27,0.010098567580178954,3.240545646562021e-05,0.0008248984899654831,1.8341083433229583e-05,0.45059669284642234,0.16527094479648896,1.173142696053569,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.28,0.010454768135365422,3.481873140045451e-05,0.0008562589978383934,1.966338466718124e-05,0.450207809482129,0.16490968636389977,1.173108922270761,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.29,0.010809748691028107,3.731640878041709e-05,0.0008876750365849036,2.1027317403484694e-05,0.4498200489549835,0.16454948026538452,1.1730750085546346,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.3,0.011163514489058354,3.989826035165398e-05,0.0009191463822767604,2.2432463239159503e-05,0.44943340666542575,0.16419032232411165,1.1730409553573715,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.31,0.011516070742767932,4.2564058521694206e-05,0.0009506728119718236,2.387840683075922e-05,0.4490478780384295,0.1638322083850489,1.1730067631295062,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.32,0.011867422635653446,4.5313576268329304e-05,0.0009822541036885997,2.5364736173864784e-05,0.44866345852448414,0.16347513431573052,1.172972432320043,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.33,0.012217575330933336,4.81465871111733e-05,0.0010138900361918131,2.6891041315722274e-05,0.4482801435915592,0.16311909599932406,1.172937963376697,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.34,0.012566533966193512,5.1062865119313894e-05,0.0010455803891081226,2.845691508789479e-05,0.4478979287296105,0.16276408933851141,1.1729033567457725,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.35000000000000003,0.012914303633573342,5.406218493962588e-05,0.0010773249433543338,3.0061955817455913e-05,0.4475168094672549,0.16241011026985214,1.1728686128717059,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.36,0.013260889403181956,5.714432176331017e-05,0.0011091234806313351,3.1705764122886055e-05,0.44713678135206386,0.16205715474680896,1.1728337321976052,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.37,0.013606296315947033,6.030905133573888e-05,0.0011409757835784244,3.338794389308158e-05,0.4467578399565815,0.16170521874493105,1.1727987151650856,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.38,0.013950529415355947,6.355614972232477e-05,0.0011728816349741904,3.510809819315639e-05,0.4463799808514767,0.1613542982385354,1.1727635622153034,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.39,0.014293593676927403,6.688539382875582e-05,0.0012048408195121387,3.68658383616908e-05,0.44600319966519875,0.16100438925252045,1.172728273786659,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.4,0.014635494061825717,7.0296561005523e-05,0.0012368531224508966,3.8660777095180535e-05,0.44562749203862817,0.16065548782297842,1.1726928503165435,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.41000000000000003,0.014976235502949756,7.378942915053186e-05,0.0012689183299644383,4.0492530242385025e-05,0.4452528536368434,0.16030759000741496,1.172657292240885,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.42,0.015315822918418084,7.736377659942487e-05,0.0013010362287930821,4.236071509050711e-05,0.44487928013769834,0.15996069187480147,1.1726215999946075,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.43,0.015654261199208507,8.101938222611178e-05,0.0013332066065633874,4.4264951936078156e-05,0.44450676724229204,0.15961478951469324,1.1725857740112104,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.44,0.0159915551927077,8.475602557656363e-05,0.0013654292522138946,4.620486617562295e-05,0.4441353106889028,0.1592698790493645,1.1725498147222095,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.45,0.01632770972676699,8.857348667316235e-05,0.001397703955372553,4.818008524842769e-05,0.44376490623261206,0.15892595661606299,1.1725137225579543,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.46,0.016662729603940878,9.247154606353683e-05,0.0014300305065069485,5.019023936655805e-05,0.4433955496501856,0.15858301837126246,1.1724774979474295,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.47000000000000003,0.016996619638806793,9.644998455299889e-05,0.001462408695978818,5.223495673184353e-05,0.4430272367084826,0.1582410604631765,1.172441141319468,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.48,0.017329384565720283,0.00010050858386589264,0.0014948383163810473,5.431387535826099e-05,0.4426599632425404,0.1579000790996973,1.172404653099753,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.49,0.017661029111291873,0.00010464712612597146,0.001527319160701489,5.6426633783072876e-05,0.4422937250942236,0.15756007049501602,1.1723680337131726,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.5,0.017991557975014866,0.00010886539399528709,0.001559851022813752,5.857287354963047e-05,0.4419285181286217,0.15722103088389058,1.1723312835831907,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.51,0.01832097582911191,0.00011316317067528952,0.0015924336974810884,6.0752239227035605e-05,0.44156433823418,0.15688295652175874,1.1722944031318436,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.52,0.01864928731838162,0.0001175402399079269,0.00162506698036028,6.296437842980227e-05,0.4412011813228283,0.15654584368485086,1.1722573927797317,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.53,0.018976497060045127,0.00012199638597674539,0.001657750668005525,6.520894183751827e-05,0.44083904333011187,0.1562096886703031,1.1722202529460177,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.54,0.019302609643592702,0.00012653139370798902,0.0016904845578723246,6.748558321450689e-05,0.44047792021532045,0.15587448779627028,1.1721829840484197,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.55,0.019627629746857184,0.000131145047649497,0.00172326844532882,6.979394468715932e-05,0.4401178078631269,0.155540237316119,1.1721455865070216,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.56,0.019951561884284555,0.00013583713385148218,0.0017561021301371292,7.213368867374566e-05,0.4397587022969046,0.15520693360451648,1.1721080607360113,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.5700000000000001,0.02027441055930636,0.0001406074387886453,0.001788985412530078,7.450447855755185e-05,0.43940059954960603,0.15487457304478985,1.1720704071486812,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.58,0.020596180270172355,0.00014545574931892834,0.0018219180930609579,7.690597794726051e-05,0.43904349565881945,0.1545431520246142,1.17203262615762,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.59,0.020916875488867937,0.00015038185283267053,0.0018548999731462902,7.933785335129259e-05,0.4386873866846345,0.1542126669515968,1.1719947181740211,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.6,0.021236500661026333,0.00015538553725324313,0.0018879308550680193,8.179977418914182e-05,0.43833226870971653,0.15388311425334214,1.1719566836076787,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.61,0.02155506020584088,0.00016046659103768543,0.0019210105419757099,8.429141280270936e-05,0.4379781378393808,0.153554490377516,1.1719185228669864,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.62,0.021872558515977247,0.00016562480317734002,0.001954138837888744,8.681244446763825e-05,0.4376249902016664,0.15322679179191015,1.1718802363589338,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.63,0.022189000056179617,0.00017085996249318215,0.0019873155452563534,8.936253449106453e-05,0.437272821864073,0.15290001491234506,1.1718418244922504,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.64,0.02250438921892937,0.00017617185866734817,0.0020205404685293437,9.194135709776941e-05,0.4369216289554435,0.15257415620820777,1.1718032876728033,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.65,0.022818730278452125,0.0001815602825718284,0.0020538134152982062,9.454860144797274e-05,0.43657140770480174,0.1522492122360801,1.1717646263021297,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.66,0.02313202754650157,0.00018702502515518174,0.0020871341924382997,9.718395125368399e-05,0.4362221543098065,0.15192517952583587,1.1717258407824065,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.67,0.02344428531102097,0.00019256587788089332,0.0021205026076276867,9.984709280437494e-05,0.43587386498854697,0.1516020546254894,1.1716869315144913,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.68,0.023755507836213986,0.00019818263272687684,0.0021539184693454036,0.00010253771495756586,0.43552653597948304,0.15127983410114398,1.1716478988979278,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.6900000000000001,0.024065699362615465,0.0002038750821849767,0.0021873815868697346,0.00010525550912941158,0.4351801635413854,0.15095851453694073,1.1716087433309452,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.7000000000000001,0.02437486410716228,0.00020964301926047025,0.0022208917702764845,0.00010800016928528767,0.4348347439532759,0.15063809253500668,1.1715694652104631,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.71,0.0246830062927385,0.0002154862372343846,0.002254448829664942,0.00011077138821182068,0.43449027348938474,0.15031856469360347,1.1715300649331006,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.72,0.024990130162724104,0.0002214045295464931,0.0022880525747767974,0.00011356885568091498,0.43414674840681816,0.14999992759636757,1.1714905428956766,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.73,0.025296239823553127,0.00022739769106234857,0.002321702819121659,0.00011639227831248691,0.43380416507901276,0.14968217792875957,1.171450899489816,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.74,0.02560133941326863,0.00023346551671696476,0.002355399375560597,0.00011924135830871144,0.43346251985286205,0.14936531235339698,1.1714111351077225,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.75,0.02590543304851557,0.0002396078019414461,0.0023891420576951992,0.00012211580014104235,0.4331218090936482,0.14904932754926092,1.1713712501403633,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.76,0.026208524824709714,0.0002458243426617001,0.002422930679863271,0.00012501531052841838,0.4327820291848986,0.14873422021157176,1.1713312449774749,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.77,0.02651061881620662,0.00025211493529715006,0.0024567650571345368,0.00012793959841546915,0.4324431765282434,0.14841998705166531,1.1712911200075682,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.78,0.02681171907647053,0.00025847937675944763,0.0024906450053063427,0.0001308883749507215,0.43210524754327245,0.1481066247968686,1.171250875617934,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.79,0.027111829638211318,0.00026491746444826255,0.0025245703408925393,0.0001338613534935784,0.4317682386674026,0.14779413019035326,1.1712105121946592,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.8,0.02741095451276604,0.00027142899617811866,0.002558540880951548,0.000136858250300089,0.43143214635598237,0.14748249999045565,1.1711700301228702,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.81,0.027709097692364265,0.000278013770368476,0.002592556443528388,0.00013987878261728363,0.4310969670814901,0.14717173097203268,1.1711294297861032,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.8200000000000001,0.02800626314848374,0.0002846715858769179,0.0026266168472643247,0.00014292267029083903,0.4307626973339611,0.14686181992505767,1.1710887115668587,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.8300000000000001,0.02830245483254154,0.0002914022420455351,0.0026607219115037588,0.00014598963527399767,0.43042933362068075,0.14655276365486491,1.1710478758464506,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
0.84,0.02859767667606227,0.0002982055386995691,0.0026948714562897618,0.0001490794016064551,0.4300968724660415,0.14624455898202524,1.1710069230050106,0.4615385,0.1754386,1.174,0.484,0.07958,5.095e-06,2.656e-05,0.005489,3.226e-07,0.00301,1.011e-07,0.01685,0.1325,95000.0,3000.0,1.0,1.0
