Time,Minf,V,V1,V2,Ninf,V3,V4,lambdaN,lambdaN_bar,Iapp,gL,VL,gCa,VCa,gK,N,VK,C,musclefiber
0.45,0.0008083817754007128,-43.39750556025134,10.0,15.0,0.002877557293130717,-1.0,14.5,0.151542757388742,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012118841009415467,-70.0,20.0,1.0
0.46,0.0008239772115820054,-43.254075255626894,10.0,15.0,0.0029348835292897224,-1.0,14.5,0.15087151935027815,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012144442301702746,-70.0,20.0,1.0
0.47000000000000003,0.000839857592960791,-43.11078501663299,10.0,15.0,0.0029932907251267182,-1.0,14.5,0.15020462197928056,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012170761578275768,-70.0,20.0,1.0
0.48,0.0008560278221166895,-42.96763464091117,10.0,15.0,0.0030527980113773667,-1.0,14.5,0.1495420372824599,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012197807316522437,-70.0,20.0,1.0
0.49,0.0008724928809564214,-42.824623921691206,10.0,15.0,0.0031134248337202353,-1.0,14.5,0.14888373746181435,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012225588787178805,-70.0,20.0,1.0
0.5,0.0008892578314487198,-42.681752651875094,10.0,15.0,0.0031751909557642954,-1.0,14.5,0.14822969493205887,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012254115328494681,-70.0,20.0,1.0
0.51,0.000906327816388941,-42.5390206275626,10.0,15.0,0.0032381164621390623,-1.0,14.5,0.14757988233491137,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012283395719643762,-70.0,20.0,1.0
0.52,0.000923708061324191,-42.396427641881985,10.0,15.0,0.0033022217658557618,-1.0,14.5,0.14693427250909127,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012313439277176004,-70.0,20.0,1.0
0.53,0.0009414038755420351,-42.253973487091486,10.0,15.0,0.003367527612218535,-1.0,14.5,0.1462928384983987,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012344255481526003,-70.0,20.0,1.0
0.54,0.0009594206532106409,-42.11165795540463,10.0,15.0,0.003434055083286258,-1.0,14.5,0.14565555355379198,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012375853712038275,-70.0,20.0,1.0
0.55,0.0009777638748160178,-41.96948083756776,10.0,15.0,0.0035018256034284323,-1.0,14.5,0.14502239112537518,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001240824370366055,-70.0,20.0,1.0
0.56,0.0009964391083933655,-41.82744192327794,10.0,15.0,0.003570860944114851,-1.0,14.5,0.14439332486273715,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012441435412781242,-70.0,20.0,1.0
0.5700000000000001,0.001015452010768303,-41.685541001607994,10.0,15.0,0.0036411832287381873,-1.0,14.5,0.14376832861527328,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001247543888075727,-70.0,20.0,1.0
0.58,0.0010348083288980736,-41.54377786079188,10.0,15.0,0.0037128149377973485,-1.0,14.5,0.1431473764296645,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012510264302830444,-70.0,20.0,1.0
0.59,0.0010545139011311488,-41.40215228873675,10.0,15.0,0.003785778913775073,-1.0,14.5,0.14253044255055725,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012545921755056195,-70.0,20.0,1.0
0.6,0.0010745746587049743,-41.260664071940155,10.0,15.0,0.003860098366889053,-1.0,14.5,0.14191750141429343,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012582421771713673,-70.0,20.0,1.0
0.61,0.0010949966270170086,-41.11931299620772,10.0,15.0,0.003935796879996456,-1.0,14.5,0.14130852765054436,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012619774962614099,-70.0,20.0,1.0
0.62,0.001115785927022661,-40.97809884655901,10.0,15.0,0.004012898413961685,-1.0,14.5,0.14070349608038518,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012657992063268362,-70.0,20.0,1.0
0.63,0.0011369487766847985,-40.83702140692975,10.0,15.0,0.004091427313205276,-1.0,14.5,0.14010238171353168,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012697083986873152,-70.0,20.0,1.0
0.64,0.0011584914929520518,-40.69608045660024,10.0,15.0,0.004171408313208724,-1.0,14.5,0.13950515973179614,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012737062259149858,-70.0,20.0,1.0
0.65,0.0011804204918041683,-40.555275779437856,10.0,15.0,0.004252866540835232,-1.0,14.5,0.13891180552690546,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012777937893065524,-70.0,20.0,1.0
0.66,0.0012027422908325036,-40.414607156427344,10.0,15.0,0.004335827524045377,-1.0,14.5,0.13832229466719484,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012819722298272119,-70.0,20.0,1.0
0.67,0.0012254635104200773,-40.27407436770179,10.0,15.0,0.004420317196409063,-1.0,14.5,0.13773660290484377,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012862427033835898,-70.0,20.0,1.0
0.68,0.0012485908752419284,-40.13367719255342,10.0,15.0,0.004506361902791689,-1.0,14.5,0.13715470617449085,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001290606380692547,-70.0,20.0,1.0
0.6900000000000001,0.0012721312157850106,-39.993415409444324,10.0,15.0,0.004593988405102001,-1.0,14.5,0.13657658059185926,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012950644471499849,-70.0,20.0,1.0
0.7000000000000001,0.0012960914698881831,-39.85328879601728,10.0,15.0,0.004683223888101273,-1.0,14.5,0.13600220245239297,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0012996181026996515,-70.0,20.0,1.0
0.71,0.0013204786843023508,-39.713297129106515,10.0,15.0,0.004774095965273728,-1.0,14.5,0.1354315482299031,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013042685617019477,-70.0,20.0,1.0
0.72,0.0013453000177654495,-39.573440176407175,10.0,15.0,0.004866632690330552,-1.0,14.5,0.13486459454150448,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013090171651368545,-70.0,20.0,1.0
0.73,0.0013705627405966592,-39.43371770825264,10.0,15.0,0.004960862555728862,-1.0,14.5,0.13430131819451943,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.00131386522201046,-70.0,20.0,1.0
0.74,0.0013962742353473834,-39.29412950256,10.0,15.0,0.00505681449509765,-1.0,14.5,0.13374169620449367,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001318813942766082,-70.0,20.0,1.0
0.75,0.0014224420009524286,-39.15467533084971,10.0,15.0,0.005154517898704636,-1.0,14.5,0.13318570573732635,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013238646275757948,-70.0,20.0,1.0
0.76,0.0014490736534503723,-39.01535496365628,10.0,15.0,0.005254002616116749,-1.0,14.5,0.13263332412994247,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001329018593486948,-70.0,20.0,1.0
0.77,0.001476176927676931,-38.87616817053177,10.0,15.0,0.005355298962467114,-1.0,14.5,0.1320845288889946,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013342771743885481,-70.0,20.0,1.0
0.78,0.001503759678980865,-38.737114720049384,10.0,15.0,0.005458437724784881,-1.0,14.5,0.13153929768957587,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013396417209776404,-70.0,20.0,1.0
0.79,0.0015318298849619771,-38.598194379806955,10.0,15.0,0.005563450168388329,-1.0,14.5,0.13099760837394292,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013451136007256873,-70.0,20.0,1.0
0.8,0.0015603956472614589,-38.45940691628715,10.0,15.0,0.0056703680434522785,-1.0,14.5,0.13045943894969514,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001350694199657706,-70.0,20.0,1.0
0.81,0.001589465197707196,-38.32075207426383,10.0,15.0,0.00577922360786165,-1.0,14.5,0.12992476750932938,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013563851828109592,-70.0,20.0,1.0
0.8200000000000001,0.0016190468892604004,-38.18222962908781,10.0,15.0,0.005890049593134994,-1.0,14.5,0.1293935724311384,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001362187832988435,-70.0,20.0,1.0
0.8300000000000001,0.0016491492070289104,-38.04383934205101,10.0,15.0,0.006002879245438464,-1.0,14.5,0.12886583220484646,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013681036152790062,-70.0,20.0,1.0
0.84,0.00167978076751929,-37.905580973189934,10.0,15.0,0.00611774632255474,-1.0,14.5,0.12834152548018482,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001374134015143019,-70.0,20.0,1.0
0.85,0.001710950320526483,-37.76745428127422,10.0,15.0,0.00623468510069497,-1.0,14.5,0.12782063106564828,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013802805385681287,-70.0,20.0,1.0
0.86,0.001742666751048505,-37.629459023795185,10.0,15.0,0.006353730381376654,-1.0,14.5,0.12730312792726287,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013865447122251354,-70.0,20.0,1.0
0.87,0.0017749390812268895,-37.49159495695437,10.0,15.0,0.006474917498365207,-1.0,14.5,0.12678899518736508,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001392928083623822,-70.0,20.0,1.0
0.88,0.0018077764723125056,-37.35386183565212,10.0,15.0,0.006598282324681071,-1.0,14.5,0.1262782121233922,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0013994322212687884,-70.0,20.0,1.0
0.89,0.0018411882279245062,-37.216259408304175,10.0,15.0,0.006723861284434529,-1.0,14.5,0.12577075814766342,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014060587764012414,-70.0,20.0,1.0
0.9,0.0018751837947759697,-37.07878742247771,10.0,15.0,0.006851691355109879,-1.0,14.5,0.12526661282737567,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014128094159064732,-70.0,20.0,1.0
0.91,0.0019097727628296646,-36.94144563228419,10.0,15.0,0.006981810067657246,-1.0,14.5,0.1247657559102991,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014196857343001105,-70.0,20.0,1.0
0.92,0.0019449648704416567,-36.80423378580272,10.0,15.0,0.00711425552530226,-1.0,14.5,0.12426816727736642,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014266894035082636,-70.0,20.0,1.0
0.93,0.0019807700053810495,-36.66715162957413,10.0,15.0,0.007249066406818494,-1.0,14.5,0.12377382695819637,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014338221193720539,-70.0,20.0,1.0
0.9400000000000001,0.0020171982069645544,-36.53019890858033,10.0,15.0,0.007386281973946474,-1.0,14.5,0.12328271512993218,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014410856019129977,-70.0,20.0,1.0
0.9500000000000001,0.002054259668219094,-36.393375366223665,10.0,15.0,0.007525942078877135,-1.0,14.5,0.1227948121160915,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014484815955983874,-70.0,20.0,1.0
0.96,0.002091964738073382,-36.25668074430627,10.0,15.0,0.007668087171798732,-1.0,14.5,0.12231009838542753,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014560118696066754,-70.0,20.0,1.0
0.97,0.002130323923578259,-36.120114783009406,10.0,15.0,0.007812758308507806,-1.0,14.5,0.12182855455080102,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014636782180928558,-70.0,20.0,1.0
0.98,0.0021693478927633514,-35.983677218771305,10.0,15.0,0.007959997160371324,-1.0,14.5,0.1213501613607156,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001471482485499687,-70.0,20.0,1.0
0.99,0.002209047475474235,-35.84736778936359,10.0,15.0,0.008109846016621403,-1.0,14.5,0.12087489971613954,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014794265060761658,-70.0,20.0,1.0
1.0,0.0022494336668121284,-35.711186229833025,10.0,15.0,0.008262347796413883,-1.0,14.5,0.12040275065515685,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014875121522631577,-70.0,20.0,1.0
1.01,0.002290517629228439,-35.57513227337918,10.0,15.0,0.008417546055760228,-1.0,14.5,0.11993369535507296,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0014957413242527007,-70.0,20.0,1.0
1.02,0.0023323106948661687,-35.439205651443594,10.0,15.0,0.00857548499533417,-1.0,14.5,0.11946771513172985,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015041159489442935,-70.0,20.0,1.0
1.03,0.0023748243679642678,-35.303406093687464,10.0,15.0,0.008736209468458322,-1.0,14.5,0.1190047914384398,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015126379802304693,-70.0,20.0,1.0
1.04,0.002418070327294186,-35.16773332796927,10.0,15.0,0.008899764989150516,-1.0,14.5,0.1185449058649294,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015213093992823702,-70.0,20.0,1.0
1.05,0.00246206042862801,-35.032187080322466,10.0,15.0,0.009066197740228488,-1.0,14.5,0.11808804013629408,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001530132214835321,-70.0,20.0,1.0
1.06,0.0025068067072656075,-34.896767074855426,10.0,15.0,0.009235554581570715,-1.0,14.5,0.11763417611170358,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015391084642546972,-70.0,20.0,1.0
1.07,0.0025523213805547784,-34.76147303377675,10.0,15.0,0.009407883058284161,-1.0,14.5,0.11718329578354231,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001548240213342741,-70.0,20.0,1.0
1.08,0.002598616850388924,-34.626304677577586,10.0,15.0,0.009583231408715864,-1.0,14.5,0.11673538127707377,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015575295545690526,-70.0,20.0,1.0
1.09,0.0026457057058972833,-34.491261724740944,10.0,15.0,0.009761648573121007,-1.0,14.5,0.11629041484853762,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015669786100507095,-70.0,20.0,1.0
1.1,0.0026936007260509043,-34.35634389180988,10.0,15.0,0.009943184201935962,-1.0,14.5,0.11584837888445929,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015765895309292324,-70.0,20.0,1.0
1.11,0.0027423148823327304,-34.22155089336491,10.0,15.0,0.010127888664216489,-1.0,14.5,0.11540925590066442,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015863644976578221,-70.0,20.0,1.0
1.12,0.002791861341443158,-34.086882442001595,10.0,15.0,0.010315813056127388,-1.0,14.5,0.11497302854130362,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0015963057202885975,-70.0,20.0,1.0
1.1300000000000001,0.002842253468040512,-33.95233824830794,10.0,15.0,0.01050700920948261,-1.0,14.5,0.11453967957788641,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0016064154387598329,-70.0,20.0,1.0
1.1400000000000001,0.0028935048275178232,-33.81791802084194,10.0,15.0,0.010701529700334167,-1.0,14.5,0.11410919190832483,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0016166959231831948,-70.0,20.0,1.0
1.1500000000000001,0.0029456291923689593,-33.68362145703598,10.0,15.0,0.010899427871099987,-1.0,14.5,0.1136815485271777,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0016271495929874632,-70.0,20.0,1.0
1.16,0.0029986405365989843,-33.54944826514535,10.0,15.0,0.01110075780721087,-1.0,14.5,0.11325673259489956,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0016377787293876426,-70.0,20.0,1.0
1.17,0.003052553044721018,-33.41539814805938,10.0,15.0,0.01130557436902252,-1.0,14.5,0.1128347273849952,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001648585687449021,-70.0,20.0,1.0
1.18,0.0031073811139294416,-33.28147080537507,10.0,15.0,0.011513933197736026,-1.0,14.5,0.11241551628993936,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001659572868916193,-70.0,20.0,1.0
1.19,0.00316313935661644,-33.147665934538374,10.0,15.0,0.011725890722512788,-1.0,14.5,0.11199908282398373,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0016707427072543616,-70.0,20.0,1.0
1.2,0.0032198426033727134,-33.01398323082539,10.0,15.0,0.011941504169322437,-1.0,14.5,0.11158541062226814,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.0016820976678880838,-70.0,20.0,1.0
1.21,0.0032775059060279887,-32.88042238732354,10.0,15.0,0.012160831569827335,-1.0,14.5,0.11117448343993999,0.066666666667,300.0,2.0,-50.0,4.0,100.0,8.0,0.001693640248440011,-70.0,20.0,1.0
