Time,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta,HOAc_E,S0,kTCA,k1,KM1,k2,KM2,kAck_f,kAck_r,C,H,Keq,k3,alpha0,alpha1,alpha2,alpha3,Kg1,Kg2,Kg3,n,kd,compartment,V_gly,V_TCA,V_out,V_Pta,V_Ack,V_Acs,V_Ace,R_LacI,R_Acs,R_Pta,R_dLacI,R_dAcs,R_dPta
3.42,7.25226162708635e-05,0.9795994126069439,0.7192801996623157,1.0164294123717563e-05,0.001140774849486821,0.02281549698973641,5.33551965340588,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000725226162708635,1.0164294123717563e-07,0.5153049382012129,0.26031921294462823,0.01602453982111284,6.684587290437278e-06,0.0009504939267969826,0.01900987853593965,0.8690486030528202,6.844649096920926e-05,0.0013689298193841845,0.3201311792043528
3.43,7.246701303633095e-05,0.9821493901772572,0.7217229612729782,1.0230225937950354e-05,0.0011496172003586924,0.022992344007173836,5.340969253083488,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007246701303633095,1.0230225937950354e-07,0.5154362492299195,0.26042642890427903,0.01615542306643849,6.705718315832264e-06,0.0009554014557086662,0.019108029114173322,0.8614675321970771,6.897703202152154e-05,0.00137954064043043,0.32045815518500925
3.44,7.241268653572836e-05,0.9846996096346078,0.724165485004987,1.029636239598012e-05,0.00115850337165175,0.02317006743303499,5.346339980764655,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007241268653572835,1.029636239598012e-07,0.5155682268474159,0.2605341246296208,0.016286984519998927,6.726836730250865e-06,0.0009603217218090274,0.019206434436180544,0.8539235426500813,6.951020229910499e-05,0.0013902040459820993,0.3207803988458793
3.45,7.235962506442114e-05,0.9872500728360537,0.726607768886075,1.0362703351173475e-05,0.0011674334644310338,0.02334866928862067,5.351632257620418,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007235962506442114,1.0362703351173475e-07,0.5157008728287121,0.26064230394997867,0.01641922579181729,6.7479425213020754e-06,0.0009652547284555965,0.01930509456911193,0.846417217575913,7.004600786586203e-05,0.0014009201573172403,0.32109793545722504
3.46,7.230781700769895e-05,0.9898007816194253,0.7290498109641843,1.042924865679762e-05,0.0011764075797366276,0.023528151594732552,5.356846509852129,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007230781700769894,1.042924865679762e-07,0.5158341888280898,0.260750970655241,0.016552148491562686,6.769035676801961e-06,0.000970200478993766,0.019404009579875318,0.838949121140996,7.058445478419765e-05,0.001411689095683953,0.32141079059112776
3.47,7.225725086288825e-05,0.9923517378003506,0.7314916093105973,1.0495998166005136e-05,0.001185425818579176,0.02370851637158352,5.361983169389985,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007225725086288825,1.0495998166005136e-07,0.5159681766246685,0.26086012848975326,0.01668575422849573,6.790116184805716e-06,0.0009751589767505182,0.01950317953501036,0.8315197985774797,7.112554911475056e-05,0.001422510982295011,0.3217189901633991
3.48,7.220791521705e-05,0.9949029431759969,0.7339331620160191,1.056295173185337e-05,0.0011944882819441432,0.02388976563888286,5.367042672835418,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007220791521705,1.056295173185337e-07,0.5161028378825007,0.2609697811599778,0.01682004461151781,6.811184033567522e-06,0.0009801302250411709,0.01960260450082342,0.8241297762522343,7.16692969166486e-05,0.0014333859383329716,0.32202256037012505
3.49,7.215979875876814e-05,0.9974543995222667,0.7363744671935449,1.063010920729008e-05,0.001203595070787361,0.024071901415747214,5.372025462089036,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007215979875876814,1.063010920729008e-07,0.5162381743155943,0.26107993232872173,0.016955021249116586,6.8322392115709456e-06,0.0009851142271634296,0.01970228454326859,0.8167795617555642,7.221570424724166e-05,0.0014443140849448328,0.32232152772534217
3.5,7.211289028512428e-05,1.0000061085970517,0.7388155229752184,1.0697470445170434e-05,0.0012127462860388875,0.02425492572077774,5.3769319834334,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007211289028512429,1.0697470445170434e-07,0.516374187670186,0.2611905856218334,0.01709068574941086,6.853281707493662e-06,0.0009901109864032353,0.01980221972806471,0.8094696439952007,7.276477716233325e-05,0.0014552955432466643,0.322615919006004
3.5100000000000002,7.206717867730524e-05,1.0025580721381007,0.7412563275143306,1.0765035298245974e-05,0.001221942028599267,0.024438840571985337,5.381762687973151,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007206717867730524,1.0765035298245975e-07,0.5165108796131899,0.2613017446237701,0.01722703972010432,6.874311510231007e-06,0.0009951205060301238,0.019902410120602475,0.8022004933081398,7.331652171595601e-05,0.0014663304343191202,0.32290576127838905
3.52,7.20226529300048e-05,1.00511029186577,0.743696878982485,1.0832803619179086e-05,0.0012311823993429376,0.024623647986858746,5.386518030862836,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000720226529300048,1.0832803619179086e-07,0.5166482518885183,0.2614134128832849,0.01736408476852537,6.895328608865897e-06,0.0010001427893021372,0.020002855786042745,0.7949725615780004,7.387094396057625e-05,0.0014774188792115246,0.3231910818517702
3.5300000000000002,7.197930212304666e-05,1.0076627694810238,0.7461371755717611,1.0900775260532651e-05,0.0012404674991145215,0.024809349982290424,5.391198471688531,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007197930212304665,1.0900775260532652e-07,0.5167863061708861,0.2615255939092628,0.017501822501580947,6.916332992690978e-06,0.0010051778394614414,0.020103556789228826,0.7877862823688628,7.442804994687129e-05,0.0014885609989374253,0.32347190830131184
3.54,7.19371154458938e-05,1.0102155066680676,0.7485772154919053,1.0968950074783867e-05,0.001249797428732236,0.024995948574644714,5.3958044737487265,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007193711544589379,1.0968950074783868e-07,0.5169250441923608,0.26163829117616233,0.01764025452579679,6.937324651179859e-06,0.0010102256597390505,0.02020451319478101,0.7806420710639116,7.498784572393417e-05,0.0014997569144786828,0.3237482684249236
3.5500000000000003,7.18960821756006e-05,1.012768505092561,0.751016996972264,1.1037327914315065e-05,0.0012591722889843896,0.025183445779687785,5.400336504359608,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000718960821756006,1.1037327914315066e-07,0.5170644676335276,0.261751508120297,0.01777938244727337,6.958303574006886e-06,0.001015286253350862,0.02030572506701724,0.7735403250194404,7.555033733906337e-05,0.001511006746781267,0.32402019026157647
3.56,7.185619169531602e-05,1.0153217664039884,0.7534565182592567,1.11059086314261e-05,0.0012685921806325615,0.02537184361265122,5.404795034222618,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007185619169531602,1.11059086314261e-07,0.5172045782153577,0.26186524814473167,0.017919207871723776,6.979269751021263e-06,0.001020359623501907,0.020407192470038138,0.7664814237232569,7.611553083795368e-05,0.001522310616759073,0.32428770205335705
3.5700000000000003,7.181743347783889e-05,1.0178752922340342,0.7558957776181332,1.1174692078326055e-05,0.0012780572044082316,0.025561144088164626,5.4091805376675515,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007181743347783888,1.1174692078326055e-07,0.5173453776240372,0.26197951461590097,0.01805973240443101,7.000223172265028e-06,0.0010254457733827012,0.020508915467654026,0.7594657289672009,7.668343226449389e-05,0.0015336686452898775,0.3245508322600531
3.58,7.177979709881487e-05,1.0204290841988355,0.7583347733305725,1.1243678107144984e-05,0.0012875674610159451,0.025751349220318895,5.413493492072641,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007177979709881487,1.1243678107144984e-07,0.5174868675697144,0.26209431086826296,0.018200957650285968,7.0211638279484744e-06,0.0010305447061733056,0.02061089412346611,0.7524935850234338,7.72540476609567e-05,0.0015450809532191337,0.32480960952435844
3.59,7.174327222535266e-05,1.022983143897405,0.7607735036963871,1.1312866569925909e-05,0.0012971230511299003,0.025942461022598003,5.417734378072083,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007174327222535266,1.1312866569925909e-07,0.5176290497437775,0.262209640201018,0.018342885213743998,7.042091708467575e-06,0.0010356564250397712,0.02071312850079542,0.7455653188339014,7.782738306779401e-05,0.0015565476613558801,0.325064062684325
3.6,7.170784862432715e-05,1.025537472913828,0.7632119670311848,1.1382257318636226e-05,0.001306724075397194,0.026134481507943882,5.421903679015776,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007170784862432715,1.1382257318636226e-07,0.5177719258460528,0.26232550588264325,0.0184855166988642,7.063006804380036e-06,0.0010407809331381241,0.020815618662762478,0.7386812402027416,7.840344452383163e-05,0.001568068890476633,0.32531422074094657
3.61,7.167351615571672e-05,1.0280920728157115,0.7656501616680363,1.1451850205159868e-05,0.0013163706344343337,0.02632741268868668,5.426001881145542,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007167351615571672,1.1451850205159868e-07,0.517915497572603,0.2624419111476751,0.018628853709264776,7.0839091064223694e-06,0.001045918233610865,0.0209183646722173,0.7318416420010314,7.898223806606003e-05,0.0015796447613212006,0.3255601128687325
3.62,7.164026477631272e-05,1.0306469451563256,0.7680880859552027,1.1521645081308397e-05,0.0013260628288305591,0.02652125657661119,5.4300294730953444,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007164026477631272,1.1521645081308397e-07,0.5180597666134741,0.2625588592011229,0.018772897848163616,7.104798605486608e-06,0.001051068329590881,0.02102136659181762,0.7250468003736446,7.956376972983354e-05,0.0015912753945966714,0.32580176838572067
3.63,7.160808453748982e-05,1.0332020914730902,0.77052573825776,1.1591641798813398e-05,0.0013358007591442991,0.02671601518288599,5.433986946034783,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007160808453748982,1.1591641798813398e-07,0.5182047346689015,0.2626763532153301,0.018917650718332683,7.12567529263693e-06,0.0010562312241980164,0.021124624483960325,0.718296974957609,8.014804554865795e-05,0.0016029609109731594,0.32603921676208697
3.64,7.157696558459943e-05,1.0357575132896506,0.772963116955396,1.1661840209337175e-05,0.0013455845259065496,0.026911690518131,5.437874793211505,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007157696558459943,1.1661840209337175e-07,0.518350403419642,0.2627943963342546,0.019063113922139625,7.146539159087101e-06,0.0010614069205428878,0.021228138410857755,0.7115924091017901,8.073507155439298e-05,0.00161470143108786,0.3262724875926903
3.65,7.154689815890025e-05,1.038313212114406,0.7754002204439873,1.1732240164465428e-05,0.0013554142296172877,0.02710828459234576,5.441693510061427,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007154689815890025,1.1732240164465429e-07,0.5184967745696536,0.2629129916704188,0.019209289061501395,7.1673901962166005e-06,0.0010665954217235442,0.021331908434470886,0.7049333300972288,8.132485377703726e-05,0.0016264970755407455,0.3265016106036856
3.66,7.151787259289941e-05,1.04086918944252,0.7778370471334688,1.1802841515717547e-05,0.0013652899707488973,0.027305799414977946,5.445443593793833,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007151787259289941,1.1802841515717547e-07,0.5186438497908497,0.26303214230905114,0.019356177737926743,7.188228395548811e-06,0.001071796730829178,0.021435934616583562,0.6983199494080586,8.191739824493384e-05,0.0016383479648986767,0.32672661562762995
3.67,7.148987931618529e-05,1.0434254467544928,0.780273595449361,1.187364411453956e-05,0.0013752118497425483,0.027504236994850963,5.449125543468631,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007148987931618529,1.1873644114539561e-07,0.5187916307904957,0.26315185130513175,0.019503781552469165,7.209053748766632e-06,0.001077010850936877,0.021540217018737536,0.6917524629122426,8.25127109845529e-05,0.0016502542196910578,0.3269475326081179
3.68,7.146290884696618e-05,1.0459819855181043,0.782709863830712,1.194464781231404e-05,0.0013851799670116613,0.02770359934023322,5.452739859624042,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007146290884696618,1.1944647812314042e-07,0.5189401192320808,0.26327212168739234,0.019652102105770175,7.229866247691418e-06,0.0010822377851152291,0.02164475570230458,0.6852310511421796,8.311079802069967e-05,0.001662215960413993,0.32716439157744254
3.69,7.143695180156145e-05,1.0485388071870327,0.7851458507315733,1.2015852460353338e-05,0.0013951944229382601,0.027903888458765194,5.456287044321513,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007143695180156144,1.201585246035334e-07,0.5190893168257936,0.26339295645545946,0.019801140998011703,7.250665884298065e-06,0.0010874775364211684,0.021749550728423366,0.6787558795343129,8.37116653762956e-05,0.0016742333075259117,0.32737722265929076
3.7,7.141199888237303e-05,1.051095913202728,0.7875815546190161,1.2087257909909073e-05,0.0014052553178764671,0.028105106357529337,5.459767600815615,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007141199888237303,1.2087257909909074e-07,0.5192392252270883,0.26351435858371186,0.01995089982896002,7.271452650694707e-06,0.0010927301079034734,0.021854602158069465,0.6723270986779343,8.431531907258802e-05,0.0016863063814517602,0.3275860560489369
3.71,7.138804089080593e-05,1.0536533049930803,0.790016973974554,1.2158864012165668e-05,0.0014153627521488383,0.02830725504297676,5.463182033567449,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007138804089080594,1.2158864012165668e-07,0.5193898461487203,0.26363633101852635,0.02010138019791772,7.292226539137256e-06,0.0010979955025997089,0.021959910051994175,0.6659448445721915,8.49217651289303e-05,0.0016984353025786055,0.3277909220140469
3.72,7.13650687118947e-05,1.0562109839742224,0.7924521072922337,1.2230670618249449e-05,0.0014255168260498795,0.028510336520997576,5.466530847956086,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007136506871189469,1.223067061824945e-07,0.5195411812384751,0.2637588766819887,0.020252583703768118,7.3129875420098646e-06,0.00110327372353961,0.022065474470792202,0.6596092388816663,8.553100956299276e-05,0.0017106201912598545,0.32799185087736515
3.73,7.134307332968474e-05,1.0587689515492495,0.7948869530800027,1.2302677579222461e-05,0.0014357176398423703,0.02871435279684739,5.469814550261528,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007134307332968474,1.230267757922246e-07,0.5196932322058763,0.26388199846924687,0.020404511944926974,7.3337356518389036e-06,0.001108564773742132,0.02217129547484264,0.6533203891993699,8.614305839054222e-05,0.0017228611678108434,0.32818887301569166
3.74,7.132204581429643e-05,1.0613272091099435,0.7973215098578788,1.2374884746091152e-05,0.0014459652937608887,0.028919305875217762,5.473033647416903,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007132204581429643,1.2374884746091153e-07,0.5198460007210091,0.26400569925206474,0.020557166519387205,7.354470861274228e-06,0.0011138686562187003,0.022277373124374004,0.6470783893077325,8.675791762565332e-05,0.0017351583525130657,0.32838201884501417
3.75,7.130197732319236e-05,1.0638857580356131,0.7997557761592039,1.2447291969800751e-05,0.0014562598880082747,0.029125197760165488,5.476188646960018,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007130197732319237,1.244729196980075e-07,0.5199994884352142,0.26412998187640924,0.020710549024672183,7.375193163102002e-06,0.001119185373970509,0.022383707479410177,0.6408833194461648,8.737559328049648e-05,0.0017475118656099292,0.32857131881760104
3.7600000000000002,7.128285911354188e-05,1.0664445996945224,0.8021897505291031,1.2519899101242585e-05,0.0014666015227586377,0.02933203045517275,5.479280056832875,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007128285911354188,1.2519899101242584e-07,0.5201536970680518,0.2642548491654193,0.020864661057874035,7.395902550228902e-06,0.0011245149299911835,0.02249029859982367,0.6347352465764696,8.799609136551826e-05,0.0017599218273103648,0.3287568034099725
3.77,7.126468251958897e-05,1.0690037354431001,0.8046234315253669,1.259270599125019e-05,0.0014769902981545903,0.029539805963091807,5.482308385294597,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007126468251958896,1.259270599125019e-07,0.520308628249926,0.26438030391773326,0.02101950421561675,7.416599015691159e-06,0.0011298573272648493,0.022597146545296983,0.628634224653327,8.861941788927542e-05,0.0017723883577855084,0.3289385031176758
3.7800000000000002,7.124743897615403e-05,1.0715631666271435,0.8070568177171396,1.2665712490605534e-05,0.001487426314309875,0.029748526286197504,5.485274140762414,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007124743897615403,1.2665712490605533e-07,0.5204642836937321,0.2645063489100039,0.021175080094089742,7.437282552641118e-06,0.0011352125687683504,0.022704251375367007,0.622580294892815,8.924557885859249e-05,0.0017849115771718502,0.32911644844574484
3.79,7.123111999593746e-05,1.0741228945809849,0.8094899076858464,1.2738918450034948e-05,0.0014979096713063798,0.0299581934261276,5.488177831705725,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007123111999593746,1.273891845003495e-07,0.5206206650346418,0.2646329868951385,0.021331390289007962,7.457953154356716e-06,0.001140580657469232,0.022811613149384638,0.6165734860452221,8.987458027838279e-05,0.001797491605567656,0.3292906699023435
3.8000000000000003,7.121571718927952e-05,1.0766829206287831,0.8119227000237904,1.2812323720215712e-05,0.0015084404691971347,0.0301688093839427,5.491019966513513,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007121571718927953,1.2812323720215712e-07,0.5207777739767181,0.2647602206049927,0.021488436395650467,7.478610814227119e-06,0.0011459615963281644,0.022919231926563283,0.6106138146650678,9.050642815182808e-05,0.0018101285630365619,0.3294611979908108
3.81,7.120122224526478e-05,1.0792432460836705,0.8143551933350992,1.2885928151771963e-05,0.0015190188080031878,0.030380376160063765,5.4938010533710395,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007120122224526478,1.2885928151771963e-07,0.5209356121581757,0.2648880527485713,0.021646220008818592,7.499255525762395e-06,0.001151355388296884,0.02302710776593768,0.6047012853850796,9.114112848019126e-05,0.001822822569603826,0.32962806320226234
3.8200000000000003,7.118762694801908e-05,1.0818038722489756,0.8167873862343954,1.2959731595280885e-05,0.0015296447877165594,0.030592895754331197,5.496521600156824,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007118762694801907,1.2959731595280886e-07,0.5210941812752338,0.26501648601458017,0.021804742722874113,7.519887282579908e-06,0.0011567620363205015,0.023135240726410027,0.5988358911868734,9.177868726299356e-05,0.0018355737452598717,0.32979129600940943
