Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,compartment_1
8.82,0.01684630807082494,0.025901544853433874,0.025,13.588914384905303,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.83,0.01686522216614264,0.025918808472134697,0.025,13.610126319896201,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.84,0.016884196374544313,0.025936119881702094,0.025,13.631337548689475,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.85,0.016903230946620468,0.025953479273274942,0.025,13.652548030561531,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.86,0.016922326134376966,0.02597088683909593,0.025,13.673757724886622,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.870000000000001,0.016941482191241364,0.025988342772516396,0.025,13.694966591136831,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.88,0.016960699372069208,0.026005847268001144,0.025,13.716174588882046,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.89,0.0169799779331504,0.026023400521133326,0.025,13.737381677789946,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.9,0.016999318132215516,0.026041002728619235,0.025,13.758587817625981,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.91,0.017018720228442107,0.026058654088293165,0.025,13.779792968253359,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.92,0.017038184482461062,0.02607635479912224,0.025,13.800997089633,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.93,0.01705771115636291,0.026094105061211254,0.025,13.822200141823538,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.94,0.017077300513704156,0.026111905075807504,0.025,13.843402084981287,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.950000000000001,0.01709695281951363,0.02612975504530563,0.025,13.864602879360218,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.96,0.017116668340298756,0.026147655173252446,0.025,13.885802485311922,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.97,0.017136447344051956,0.026165605664351794,0.025,13.907000863285612,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.98,0.01715629010025691,0.026183606724469354,0.025,13.92819797382807,0.5,7.0,1.25,15.0,1.0,50.0,1.0
8.99,0.017176196879894936,0.026201658560637508,0.025,13.94939377758362,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.0,0.01719616795545128,0.026219761381060153,0.025,13.970588235294118,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.01,0.017216204058239648,0.026237915792860757,0.025,13.991781307798906,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.02,0.017236305585742323,0.026256122112681853,0.025,14.012972956034787,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.03,0.01725647236979237,0.026274380165065572,0.025,14.034163141035993,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.040000000000001,0.017276704698167486,0.026292690170963477,0.025,14.05535182393415,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.05,0.017297002860529015,0.02631105235282554,0.025,14.076538965958246,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.06,0.01731736714843399,0.026329466934609982,0.025,14.097724528434604,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.07,0.01733779785534715,0.026347934141793056,0.025,14.118908472786838,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.08,0.017358295276652978,0.02636645420137885,0.025,14.14009076053582,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.09,0.017378859709667748,0.026385027341909072,0.025,14.16127135329965,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.1,0.017399491453651543,0.02640365379347288,0.025,14.182450212793604,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.11,0.017420190809820303,0.026422333787716662,0.025,14.203627300830117,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.120000000000001,0.01744095808135785,0.026441067557853845,0.025,14.224802579318727,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.13,0.017461793573427926,0.026459855338674673,0.025,14.245976010266029,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.14,0.01748269759318622,0.02647869736655604,0.025,14.267147555775662,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.15,0.017503670449792428,0.026497593879471277,0.025,14.288317178048247,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.16,0.01752471245442225,0.026516545116999947,0.025,14.309484839381353,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.17,0.017545823920279452,0.026535551320337643,0.025,14.330650502169442,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.18,0.017567005162607893,0.026554612732305805,0.025,14.351814128903838,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.19,0.01758825649870355,0.026573729597361498,0.025,14.37297568217269,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.200000000000001,0.017609578247926572,0.026592902161607233,0.025,14.394135124660899,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.21,0.017630970731713286,0.02661213067280075,0.025,14.415292419150093,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.22,0.017652434273588265,0.026631415380364832,0.025,14.436447528518583,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.23,0.017673969199176333,0.0266507565353971,0.025,14.457600415741302,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.24,0.01769557583621462,0.026670154390679806,0.025,14.478751043889766,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.25,0.017717254514564584,0.026689609200689645,0.025,14.499899376132019,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.26,0.017739005566224052,0.026709121221607547,0.025,14.521045375732587,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.27,0.01776082932533925,0.026728690711328485,0.025,14.54218900605243,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.28,0.017782726128216835,0.026748317929471268,0.025,14.563330230548884,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.290000000000001,0.01780469631333595,0.026768003137388346,0.025,14.584469012775612,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.3,0.017826740221360212,0.026787746598175597,0.025,14.60560531638255,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.31,0.017848858317591382,0.026807548612796828,0.025,14.626739105115856,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.32,0.017871051100604263,0.026827409493141465,0.025,14.647870342817862,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.33,0.01789331869530683,0.026847329442002174,0.025,14.66899899342699,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.34,0.01791566145486114,0.026867308730620258,0.025,14.69012502097775,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.35,0.017938079734809508,0.026887347632069437,0.025,14.711248389600621,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.36,0.017960573893088756,0.02690744642126633,0.025,14.732369063522038,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.370000000000001,0.01798314429004448,0.02692760537498089,0.025,14.75348700706433,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.38,0.0180057912884453,0.02694782477184687,0.025,14.774602184645625,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.39,0.018028515253497118,0.026968104892372276,0.025,14.795714560779842,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.4,0.01805131655285738,0.026988446018949824,0.025,14.81682410007659,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.41,0.018074195556649325,0.027008848435867393,0.025,14.837930767241138,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.42,0.01809715263747624,0.027029312429318487,0.025,14.859034527074321,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.43,0.018120188170435727,0.027049838287412673,0.025,14.880135344472516,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.44,0.01814330253313394,0.027070426300186065,0.025,14.901233184427543,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.450000000000001,0.018166496105699873,0.027091076759611754,0.025,14.922328012026634,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.46,0.018189769270799568,0.027111789959610274,0.025,14.943419792452328,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.47,0.01821312241365042,0.027132566196060054,0.025,14.964508490982455,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.48,0.01823655592203541,0.02715340576680789,0.025,14.985594072990029,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.49,0.018260070186317364,0.027174308971679374,0.025,15.006676503943215,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.5,0.018283665599453207,0.027195276112489362,0.025,15.027755749405234,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.51,0.018307342557008218,0.027216307493052445,0.025,15.048831775034309,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.52,0.018331101457170294,0.027237403419193375,0.025,15.069904546583597,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.53,0.018354942700764206,0.027258564198757544,0.025,15.090974029901123,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.540000000000001,0.01837886669126585,0.027279790141621428,0.025,15.1120401909297,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.55,0.018402873834816497,0.02730108155970304,0.025,15.133102995706867,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.56,0.018426964540237057,0.027322438766972403,0.025,15.154162410364812,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.57,0.01845113921904235,0.027343862079461986,0.025,15.175218401130312,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.58,0.01847539828545533,0.02736535181527717,0.025,15.196270934324655,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.59,0.018499742156421372,0.02738690829460671,0.025,15.217319976363552,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.6,0.018524171251622503,0.027408531839733158,0.025,15.238365493757096,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.61,0.018548686109968435,0.02743022287889701,0.025,15.25940745310965,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.620000000000001,0.018573287599539905,0.02745198213348527,0.025,15.280445821119823,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.63,0.01859797568115242,0.027473809515591092,0.025,15.301480564580322,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.64,0.018622750791877876,0.02749570536159471,0.025,15.322511650377946,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.65,0.018647613371829116,0.027517670010230193,0.025,15.343539045493483,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.66,0.018672563864177934,0.027539703802599253,0.025,15.364562717001617,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.67,0.01869760271517311,0.027561807082185082,0.025,15.385582632070879,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.68,0.018722730374158433,0.02758398019486616,0.025,15.406598757963542,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.69,0.018747947293590722,0.027606223488930052,0.025,15.427611062035565,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.700000000000001,0.018773253929057862,0.027628537315087257,0.025,15.448619511736501,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.71,0.0187986507392968,0.027650922026484986,0.025,15.469624074609417,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.72,0.01882413818621161,0.02767337797872101,0.025,15.490624718290814,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.73,0.01884971673489148,0.02769590552985745,0.025,15.511621410510557,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.74,0.01887538685362876,0.02771850504043462,0.025,15.532614119091773,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.75,0.018901149013936972,0.0277411768734848,0.025,15.55360281195079,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.76,0.01892700369056885,0.027763921394546105,0.025,15.574587457097037,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.77,0.018952951361534343,0.027786738971676245,0.025,15.595568022632966,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.78,0.018978992508118655,0.027809629975466387,0.025,15.616544476753976,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.790000000000001,0.019005127614900266,0.027832594779054948,0.025,15.637516787748318,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.8,0.019031357169768955,0.02785563375814139,0.025,15.658484923997012,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.81,0.019057681663943817,0.027878747291000087,0.025,15.67944885397376,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.82,0.019084101591991302,0.027901935758494097,0.025,15.700408546244871,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.83,0.019110617451843236,0.02792519954408899,0.025,15.721363969469163,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.84,0.019137229744814827,0.027948539033866668,0.025,15.742315092397869,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.85,0.019163938975622713,0.027971954616539178,0.025,15.763261883874575,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.86,0.019190745652402974,0.027995446683462516,0.025,15.784204312835094,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.870000000000001,0.019217650286729164,0.028019015628650466,0.025,15.805142348307426,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.88,0.019244653393630313,0.028042661848788387,0.025,15.826075959411607,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.89,0.01927175549160898,0.028066385743247053,0.025,15.84700511535968,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.9,0.019298957102659265,0.028090187714096455,0.025,15.867929785455562,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.91,0.019326258799891367,0.028114068210176403,0.025,15.888849939094966,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.92,0.01935366238011855,0.02813802881224774,0.025,15.909765545765326,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.93,0.019381167248516514,0.028162068887223515,0.025,15.93067657504568,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.94,0.019408773954139112,0.028186188860059226,0.025,15.951582996606584,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.950000000000001,0.01943648305009966,0.028210389158920837,0.025,15.972484780210031,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.96,0.01946429509359662,0.02823467021520568,0.025,15.993381895709339,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.97,0.0194922106459393,0.02825903246356339,0.025,16.01427431304907,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.98,0.01952023027257355,0.028283476341916795,0.025,16.03516200226494,0.5,7.0,1.25,15.0,1.0,50.0,1.0
9.99,0.01954835454310742,0.02830800229148283,0.025,16.056044933483705,0.5,7.0,1.25,15.0,1.0,50.0,1.0
10.0,0.019576584031336896,0.028332610756793445,0.025,16.076923076923077,0.5,7.0,1.25,15.0,1.0,50.0,1.0
