Time,P0,T0,P1,T1,P2,T2,CC,Cn,Mp,Mt,Pt,Tt,V_mT,V_dT,Cell,compartment_0000002,P0_to_P1,T0_to_T1,P1_to_P0,T1_to_T0,P1_to_P2,T1_to_T2,P2_to_P1,T2_to_T1,P0_degradation,T0_degradation,P1_degradation,T1_degradation,P2_degradation,T2_degradation,PT_complex_formation,PT_complex_nucleation,PT_complex_degradation,PTnucl_complex_degradation,Mp_production,Mt_production,P0_production,T0_production,Mp_degradation,Mt_degradation
0.1,0.003597360517124136,0.003597360517124136,0.00045197308463087337,0.00045197308463087337,3.897785234788103e-05,3.897785234788103e-05,2.180677332848297e-11,1.4037180104217567e-13,0.08759071565804424,0.08759071565804424,0.004088311476050036,0.004088311476050036,0.7,2.0,1.0,1.0,0.014363606532983911,0.014363606532983911,0.00022593548393663545,0.00022593548393663545,0.0018074838714930836,0.0018074838714930836,1.9488546363099207e-05,1.9488546363099207e-05,3.597360517124136e-05,3.597360517124136e-05,4.519730846308734e-06,4.519730846308734e-06,0.0003900923531552212,0.0003900923531552212,1.810043504386768e-09,1.3055989636881347e-11,2.1806773328482972e-13,1.4037180104217568e-15,1.0,1.0,0.07883164409223982,0.07883164409223982,0.21407298766850813,0.21407298766850813
0.11,0.004266222608984464,0.004266222608984464,0.0005857060220820449,0.0005857060220820449,5.476428758005025e-05,5.476428758005025e-05,4.767430880642102e-11,3.3971113982529686e-13,0.0953846217572536,0.0953846217572536,0.004906692966660579,0.004906692966660579,0.7,2.0,1.0,1.0,0.017028566608007015,0.017028566608007015,0.00029276727326351293,0.00029276727326351293,0.0023421381861081034,0.0023421381861081034,2.738139402875666e-05,2.738139402875666e-05,4.266222608984464e-05,4.266222608984464e-05,5.857060220820449e-06,5.857060220820449e-06,0.0005480406033666211,0.0005480406033666211,3.5703480476966825e-09,2.8536643055887553e-11,4.767430880642102e-13,3.3971113982529688e-15,1.0,1.0,0.08584615958152823,0.08584615958152823,0.22699552310943288,0.22699552310943288
0.12,0.004977812757707713,0.004977812757707713,0.000740527554141374,0.000740527554141374,7.445625825371166e-05,7.445625825371166e-05,9.678472539341023e-11,7.571423945191023e-13,0.10305364260001362,0.10305364260001362,0.005792796667644666,0.005792796667644666,0.7,2.0,1.0,1.0,0.019861816828231443,0.019861816828231443,0.0003701267325486987,0.0003701267325486987,0.0029610138603895896,0.0029610138603895896,3.7226743244851345e-05,3.7226743244851345e-05,4.9778127577077134e-05,4.9778127577077134e-05,7.40527554141374e-06,7.40527554141374e-06,0.0007450300615530244,0.0007450300615530244,6.594410436536042e-09,5.791940675714232e-11,9.678472539341023e-13,7.571423945191022e-15,1.0,1.0,0.09274827834001226,0.09274827834001226,0.2390661171935295,0.2390661171935295
0.13,0.00572951832256249,0.00572951832256249,0.0009171214775894609,0.0009171214775894609,9.847766887272285e-05,9.847766887272285e-05,1.8465487058687282e-10,1.5750561883546074e-12,0.1106058393443738,0.1106058393443738,0.0067451176552546,0.0067451176552546,0.7,2.0,1.0,1.0,0.02285260607762992,0.02285260607762992,0.00045835055722458256,0.00045835055722458256,0.0036668044577966605,0.0036668044577966605,4.9236410092916617e-05,4.9236410092916617e-05,5.72951832256249e-05,5.72951832256249e-05,9.17121477589461e-06,9.17121477589461e-06,0.0009852768114905694,0.0009852768114905694,1.152662859757465e-08,1.1047791111445276e-10,1.8465487058687282e-12,1.5750561883546074e-14,1.0,1.0,0.09954525540993643,0.09954525540993643,0.2503740299952921,0.2503740299952921
0.14,0.006518902605218181,0.006518902605218181,0.0011160423720610849,0.0011160423720610849,0.00012723343493542658,0.00012723343493542658,3.341738794821901e-10,3.089677269016038e-12,0.11804844503369069,0.11804844503369069,0.007762178749478249,0.007762178749478249,0.7,2.0,1.0,1.0,0.025990894366374268,0.025990894366374268,0.0005577099720504777,0.0005577099720504777,0.004461679776403822,0.004461679776403822,6.361267063841791e-05,6.361267063841791e-05,6.518902605218182e-05,6.518902605218182e-05,1.116042372061085e-05,1.116042372061085e-05,0.0012727977809527241,0.0012727977809527241,1.92255120308716e-08,1.9988639223551086e-10,3.3417387948219014e-12,3.0896772690160383e-14,1.0,1.0,0.10624360053032163,0.10624360053032163,0.2609959710968134,0.2609959710968134
0.15,0.0073436903608444255,0.0073436903608444255,0.0013377280109020217,0.0013377280109020217,0.00016110669122208518,0.00016110669122208518,5.778564017087225e-10,5.761061078125848e-12,0.12538798031852677,0.12538798031852677,0.008842525646585995,0.008842525646585995,0.7,2.0,1.0,1.0,0.02926729646192001,0.02926729646192001,0.0006684169254289571,0.0006684169254289571,0.005347335403431657,0.005347335403431657,8.054685729220925e-05,8.054685729220925e-05,7.343690360844426e-05,7.343690360844426e-05,1.3377280109020218e-05,1.3377280109020218e-05,0.001611381255389605,0.001611381255389605,3.079972530680873e-08,3.4556162880960833e-10,5.778564017087225e-12,5.761061078125848e-14,1.0,1.0,0.1128491822866741,0.1128491822866741,0.27099828196901793,0.27099828196901793
0.16,0.00820175496582725,0.00820175496582725,0.0015825106242468945,0.0015825106242468945,0.00020045679595308256,0.00020045679595308256,9.6045180451243e-10,1.0277894497359737e-11,0.13263034796436732,0.13263034796436732,0.009984723356756927,0.009984723356756927,0.7,2.0,1.0,1.0,0.032673031763053376,0.032673031763053376,0.0007906297221558688,0.0007906297221558688,0.00632503777724695,0.00632503777724695,0.00010021835325154703,0.00010021835325154703,8.201754965827251e-05,8.201754965827251e-05,1.5825106242468946e-05,1.5825106242468946e-05,0.0020045653928570557,0.0020045653928570557,4.764324136982347e-08,5.74215503807986e-10,9.6045180451243e-12,1.0277894497359737e-13,1.0,1.0,0.11936731316793059,0.11936731316793059,0.2804386699345609,0.2804386699345609
0.17,0.009091107068458011,0.009091107068458011,0.001850627069751064,0.001850627069751064,0.00024561804191774555,0.00024561804191774555,1.541921488400604e-09,1.7640288000559957e-11,0.13978090911088067,0.13978090911088067,0.011187353739688597,0.011187353739688597,0.7,2.0,1.0,1.0,0.036199879782348725,0.036199879782348725,0.0009244581212635013,0.0009244581212635013,0.00739566497010801,0.00739566497010801,0.00012279394075522895,0.00012279394075522895,9.091107068458011e-05,9.091107068458011e-05,1.850627069751064e-05,1.850627069751064e-05,0.0024556238883520413,0.0024556238883520413,7.146871412556853e-08,9.216248354402503e-10,1.541921488400604e-11,1.7640288000559957e-13,1.0,1.0,0.1258028181997926,0.1258028181997926,0.28936759713380955,0.28936759713380955
0.18,0.010009884068638024,0.010009884068638024,0.002142228314258604,0.002142228314258604,0.0002968987463992788,0.0002968987463992788,2.4006648578049497e-09,2.925941747220112e-11,0.14684455123776688,0.14684455123776688,0.012449013559220182,0.012449013559220182,0.7,2.0,1.0,1.0,0.039840138689770564,0.039840138689770564,0.001069968099150625,0.001069968099150625,0.008559744793205,0.008559744793205,0.00014842733925416143,0.00014842733925416143,0.00010009884068638024,0.00010009884068638024,2.142228314258604e-05,2.142228314258604e-05,0.0029675555412996507,0.0029675555412996507,1.0433823982147293e-07,1.4345470311885295e-09,2.4006648578049496e-11,2.9259417472201123e-13,1.0,1.0,0.13216009611399018,0.13216009611399018,0.297829410387308,0.297829410387308
0.19,0.010956340615781714,0.010956340615781714,0.0024573880980175247,0.0024573880980175247,0.0003545807959792862,0.0003545807959792862,3.637017556802335e-09,4.707715401552188e-11,0.15382574570541033,0.15382574570541033,0.013768313193873236,0.013768313193873236,0.7,2.0,1.0,1.0,0.04358658771249797,0.04358658771249797,0.0012271862126123,0.0012271862126123,0.0098174897008984,0.0098174897008984,0.00017725897167600739,0.00017725897167600739,0.00010956340615781714,0.00010956340615781714,2.4573880980175248e-05,2.4573880980175248e-05,0.0035430785161273707,0.0035430785161273707,1.4869083851868358e-07,2.1727951032782965e-09,3.6370175568023353e-11,4.707715401552189e-13,1.0,1.0,0.1384431711348693,0.1384431711348693,0.3058632629173357,0.3058632629173357
0.2,0.011928840118291014,0.011928840118291014,0.002796110771740796,0.002796110771740796,0.0004189196251003295,0.0004189196251003295,5.377010446182078e-09,7.370847882299509e-11,0.1607285951012481,0.1607285951012481,0.015143875965851063,0.015143875965851063,0.7,2.0,1.0,1.0,0.04743245339667047,0.04743245339667047,0.001396103555775014,0.001396103555775014,0.011168828446200112,0.011168828446200112,0.00020941594832488359,0.00020941594832488359,0.00011928840118291014,0.00011928840118291014,2.796110771740796e-05,2.796110771740796e-05,0.004184629105656285,0.004184629105656285,2.0736617648533146e-07,3.2114645719446477e-09,5.3770104461820785e-11,7.370847882299509e-13,1.0,1.0,0.1446557355911233,0.1446557355911233,0.3135038699722896,0.3135038699722896
0.21,0.012925847036023114,0.012925847036023114,0.0031583384407124155,0.0031583384407124155,0.0004901445010972987,0.0004901445010972987,7.776328727624765e-09,1.126081984453716e-10,0.16755687350312526,0.16755687350312526,0.016574337866769755,0.016574337866769755,0.7,2.0,1.0,1.0,0.051371378851560026,0.051371378851560026,0.0015766793768139727,0.0015766793768139727,0.012613435014511782,0.012613435014511782,0.00024501220485619333,0.00024501220485619333,0.00012925847036023114,0.00012925847036023114,3.158338440712415e-05,3.158338440712415e-05,0.004894363740696197,0.004894363740696197,2.8362416111052896e-07,4.643275596885784e-09,7.776328727624766e-11,1.126081984453716e-12,1.0,1.0,0.15080118615281274,0.15080118615281274,0.3207821340246894,0.3207821340246894
0.22,0.013945919698070408,0.013945919698070408,0.003543957624374239,0.003543957624374239,0.0005684589942488083,0.0005684589942488083,1.1024380535119277e-08,1.6825747467062502e-10,0.1743140625497362,0.1743140625497362,0.018058347509331465,0.018058347509331465,0.7,2.0,1.0,1.0,0.05539739498133564,0.05539739498133564,0.0017688444572867528,0.0017688444572867528,0.014150755658294023,0.014150755658294023,0.00028414873367272383,0.00028414873367272383,0.00013945919698070408,0.00013945919698070408,3.543957624374239e-05,3.543957624374239e-05,0.005674163044624223,0.005674163044624223,3.8116012544976834e-07,6.58097682613744e-09,1.1024380535119277e-10,1.6825747467062503e-12,1.0,1.0,0.15688265629476258,0.15688265629476258,0.32772566704634803,0.32772566704634803
0.23,0.014987703410210391,0.014987703410210391,0.003952805643456934,0.003952805643456934,0.00065404153818384,0.00065404153818384,1.534840561080151e-08,2.463628501786904e-10,0.18100338537699304,0.18100338537699304,0.019594566186619623,0.019594566186619623,0.7,2.0,1.0,1.0,0.059504892798481555,0.059504892798481555,0.00197250435854836,0.00197250435854836,0.01578003486838688,0.01578003486838688,0.0003269138614695154,0.0003269138614695154,0.00014987703410210393,0.00014987703410210393,3.952805643456934e-05,3.952805643456934e-05,0.006525636997439747,0.006525636997439747,5.041153570373792e-07,9.159770796445167e-09,1.534840561080151e-10,2.463628501786904e-12,1.0,1.0,0.16290304683929374,0.16290304683929374,0.33435923059785233,0.33435923059785233
0.24,0.016049924942416822,0.016049924942416822,0.0043846757383785104,0.0043846757383785104,0.0007470464657075045,0.0007470464657075045,2.1017844853724633e-08,3.541081372903283e-10,0.18762782937966066,0.18762782937966066,0.02118166851845583,0.02118166851845583,0.7,2.0,1.0,1.0,0.06368860113570947,0.06368860113570947,0.002187542037939038,0.002187542037939038,0.017500336303512304,0.017500336303512304,0.0003733837653426264,0.0003733837653426264,0.00016049924942416823,0.00016049924942416823,4.38467573837851e-05,4.38467573837851e-05,0.00745013504039835,0.00745013504039835,6.570833993990536e-07,1.2539885284776714e-08,2.1017844853724634e-10,3.541081372903283e-12,1.0,1.0,0.1688650464416946,0.1688650464416946,0.34070509968144386,0.34070509968144386
0.25,0.01713138702540551,0.01713138702540551,0.004839322142937697,0.004839322142937697,0.0008476049791759179,0.0008476049791759179,2.8348601085289084e-08,5.004163548334677e-10,0.19419016963784858,0.19419016963784858,0.022818342996536563,0.022818342996536563,0.7,2.0,1.0,1.0,0.06794356435321183,0.06794356435321183,0.002413820444106728,0.002413820444106728,0.019310563552853825,0.019310563552853825,0.0004236229571240832,0.0004236229571240832,0.0001713138702540551,0.0001713138702540551,4.839322142937697e-05,4.839322142937697e-05,0.008448755726154328,0.008448755726154328,8.451118802173964e-07,1.6909077380206757e-08,2.8348601085289086e-10,5.004163548334677e-12,1.0,1.0,0.17477115267406373,0.17477115267406373,0.3467833747127625,0.3467833747127625
0.26,0.01823096328523049,0.01823096328523049,0.005316464715166529,0.005316464715166529,0.0009558262030544882,0.0009558262030544882,3.77072598680471e-08,6.962382898152152e-10,0.20069298944701863,0.20069298944701863,0.02450329260694967,0.02450329260694967,0.7,2.0,1.0,1.0,0.07226512175020659,0.07226512175020659,0.0026511848921171033,0.0026511848921171033,0.021209479136936826,0.021209479136936826,0.0004776848096982887,0.0004776848096982887,0.00018230963285230492,0.00018230963285230492,5.316464715166529e-05,5.316464715166529e-05,0.009522357379272161,0.009522357379272161,1.073700120613843e-06,2.2485108262865218e-08,3.77072598680471e-10,6.962382898152152e-12,1.0,1.0,0.18062369050231677,0.18062369050231677,0.35261224696475696,0.35261224696475696
0.27,0.01934759349895537,0.01934759349895537,0.0058157932553922174,0.0058157932553922174,0.001071798308612618,0.001071798308612618,4.951528616951225e-08,9.548582843240421e-10,0.20713869863597714,0.20713869863597714,0.026235235533104657,0.026235235533104657,0.7,2.0,1.0,1.0,0.07664888823001091,0.07664888823001091,0.002899465282379356,0.002899465282379356,0.023195722259034848,0.023195722259034848,0.0005356121202240447,0.0005356121202240447,0.0001934759349895537,0.0001934759349895537,5.815793255392218e-05,5.815793255392218e-05,0.01067156965525928,0.01067156965525928,1.348792765512135e-06,2.951820004484254e-08,4.951528616951225e-10,9.548582843240422e-12,1.0,1.0,0.18642482877237943,0.18642482877237943,0.358208225687674,0.358208225687674
0.28,0.0204802795344265,0.0204802795344265,0.006336971103003575,0.006336971103003575,0.0011955896897102804,0.0011955896897102804,6.425298203823118e-08,1.292250785628841e-09,0.21352954811819455,0.21352954811819455,0.02801290587237318,0.02801290587237318,0.7,2.0,1.0,1.0,0.0810907376503401,0.0810907376503401,0.0031584779597216726,0.0031584779597216726,0.02526782367777338,0.02526782367777338,0.0005974376996781504,0.0005974376996781504,0.000204802795344265,0.000204802795344265,6.336971103003575e-05,6.336971103003575e-05,0.011896805774115124,0.011896805774115124,1.6767698581468907e-06,3.8293339065812934e-08,6.425298203823118e-10,1.292250785628841e-11,1.0,1.0,0.1921765933063751,0.1921765933063751,0.36358633172010785,0.36358633172010785
0.29,0.02162808115104925,0.02162808115104925,0.006879638878726251,0.006879638878726251,0.001327250109889949,0.001327250109889949,8.246342283496705e-08,1.727427749931968e-09,0.2198676453146032,0.2198676453146032,0.029835054330516038,0.029835054330516038,0.7,2.0,1.0,1.0,0.08558678563164764,0.08558678563164764,0.0034280276432372436,0.0034280276432372436,0.02742422114589795,0.02742422114589795,0.0006631849487968905,0.0006631849487968905,0.0002162808115104925,0.0002162808115104925,6.879638878726251e-05,6.879638878726251e-05,0.013198274622426235,0.013198274622426235,2.0644333713424776e-06,4.9132568150993835e-08,8.246342283496706e-10,1.727427749931968e-11,1.0,1.0,0.1978808807831429,0.1978808807831429,0.36876026660592093,0.36876026660592093
0.3,0.022790111873970655,0.022790111873970655,0.0074434181620434935,0.0074434181620434935,0.0014668118695384345,0.0014668118695384345,1.0475636119197045e-07,2.2827881222288403e-09,0.22615496901018292,0.22615496901018292,0.0317004489447019,0.0317004489447019,0.7,2.0,1.0,1.0,0.09013337267249044,0.09013337267249044,0.0037079093212293223,0.0037079093212293223,0.02966327456983458,0.02966327456983458,0.0007328684447024674,0.0007328684447024674,0.00022790111873970654,0.00022790111873970654,7.443418162043493e-05,7.443418162043493e-05,0.01457599319181245,0.01457599319181245,2.5189906560274226e-06,6.23972590907365e-08,1.0475636119197044e-09,2.2827881222288403e-11,1.0,1.0,0.20353947210916462,0.20353947210916462,0.37374255969645304,0.37374255969645304
0.31,0.023965536382161125,0.023965536382161125,0.008027913601640662,0.008027913601640662,0.0016142911113638204,0.0016142911113638204,1.318115786785881e-07,2.984573666720264e-09,0.23239337550591865,0.23239337550591865,0.03360787589131795,0.03360787589131795,0.7,2.0,1.0,1.0,0.09472705320862145,0.09472705320862145,0.003997909365334284,0.003997909365334284,0.03198327492267427,0.03198327492267427,0.0008064945971521374,0.0008064945971521374,0.00023965536382161126,0.00023965536382161126,8.027913601640662e-05,8.027913601640662e-05,0.016029800499227264,0.016029800499227264,3.048036003466733e-06,7.849003247380881e-08,1.318115786785881e-09,2.984573666720264e-11,1.0,1.0,0.2091540379553268,0.2091540379553268,0.3785446902914098,0.3785446902914098
0.32,0.025153565801285624,0.025153565801285624,0.008632717169523874,0.008632717169523874,0.0017696888309189198,0.0017696888309189198,1.6438269035322625e-07,3.8631868171401364e-09,0.23858461812419723,0.23858461812419723,0.03555614004760559,0.03555614004760559,0.7,2.0,1.0,1.0,0.09936457649850645,0.09936457649850645,0.004297807705576317,0.004297807705576317,0.034382461644610535,0.034382461644610535,0.000884062157996038,0.000884062157996038,0.0002515356580128562,0.0002515356580128562,8.632717169523874e-05,8.632717169523874e-05,0.01755936869414621,0.01755936869414621,3.659528655723072e-06,9.785697684850772e-08,1.6438269035322626e-09,3.863186817140137e-11,1.0,1.0,0.21472615631177752,0.21472615631177752,0.3831772049872747,0.3831772049872747
0.33,0.026353457155987463,0.026353457155987463,0.009257408138816129,0.009257408138816129,0.0019329923111532862,0.0019329923111532862,2.0329946372926446e-07,4.95379275872175e-09,0.24473034219139056,0.24473034219139056,0.03754406585921336,0.03754406585921336,0.7,2.0,1.0,1.0,0.1040428837838582,0.1040428837838582,0.004607377880662541,0.004607377880662541,0.03685902304530033,0.03685902304530033,0.0009655629427045519,0.0009655629427045519,0.0002635345715598746,0.0002635345715598746,9.257408138816129e-05,9.257408138816129e-05,0.01916421842330063,0.01916421842330063,4.3617714517357085e-06,1.2098891968581433e-07,2.0329946372926445e-09,4.9537927587217504e-11,1.0,1.0,0.22025730797225151,0.22025730797225151,0.38764980318805137,0.38764980318805137
0.34,0.027564508061846658,0.027564508061846658,0.00990155792478659,0.00990155792478659,0.0021041759802077555,0.0021041759802077555,2.4947164569647634e-07,6.2966009420061665e-09,0.25083210686416846,0.25083210686416846,0.03957049773508764,0.03957049773508764,0.7,2.0,1.0,1.0,0.10875908688378307,0.10875908688378307,0.00492638949691143,0.00492638949691143,0.03941111597529144,0.03941111597529144,0.0010509822642858105,0.0010509822642858105,0.0002756450806184666,0.0002756450806184666,9.90155792478659e-05,9.90155792478659e-05,0.02084372857468332,0.02084372857468332,5.163384879402036e-06,1.4842366722948456e-07,2.4947164569647635e-09,6.296600942006167e-11,1.0,1.0,0.22574889617775162,0.22574889617775162,0.391971431906529,0.391971431906529
0.35000000000000003,0.028786056949176825,0.028786056949176825,0.010564729233285716,0.010564729233285716,0.002283202746224522,0.002283202746224522,3.038904443437247e-07,7.93753198018657e-09,0.2568913768176858,0.2568913768176858,0.041634300756663384,0.041634300756663384,0.7,2.0,1.0,1.0,0.11351046839296351,0.11351046839296351,0.005254607861998304,0.005254607861998304,0.04203686289598643,0.04203686289598643,0.0011402996055168437,0.0011402996055168437,0.0002878605694917683,0.0002878605694917683,0.00010564729233285715,0.00010564729233285715,0.022597150757118965,0.022597150757118965,6.0732834698344045e-06,1.8074676021019753e-07,3.038904443437247e-09,7.93753198018657e-11,1.0,1.0,0.23120223913591723,0.23120223913591723,0.39615034886743355,0.39615034886743355
0.36,0.03001747831931528,0.03001747831931528,0.011246480324300052,0.011246480324300052,0.0024700248268407715,0.0024700248268407715,3.676317662284996e-07,9.928538262872904e-09,0.26290954243048875,0.26290954243048875,0.043734361030760595,0.043734361030760595,0.7,2.0,1.0,1.0,0.11829446254489293,0.11829446254489293,0.005591796149463805,0.005591796149463805,0.04473436919571044,0.04473436919571044,0.0012334890391452235,0.0012334890391452235,0.0003001747831931528,0.0003001747831931528,0.00011246480324300051,0.00011246480324300051,0.024423618843287302,0.024423618843287302,7.10064811451464e-06,2.1859335208452516e-07,3.676317662284996e-09,9.928538262872905e-11,1.0,1.0,0.2366185881874399,0.2366185881874399,0.4001941979604604,0.4001941979604604
