data_generator_T_figure_2c,data_generator_V_figure_2c
4330.0,-49.260315
4340.0,-49.301899
4350.0,-49.339275
4360.0,-49.372486
4370.0,-49.40163
4380.0,-49.426853
4390.0,-49.448326
4400.0,-49.466244
4410.0,-49.480812
4420.0,-49.492252
4430.0,-49.500774
4440.0,-49.506588
4450.0,-49.509892
4460.0,-49.51088
4470.0,-49.509727
4480.0,-49.506603
4490.0,-49.501656
4500.0,-49.495018
4510.0,-49.48682
4520.0,-49.477169
4530.0,-49.466164
4540.0,-49.453892
4550.0,-49.440426
4560.0,-49.425827
4570.0,-49.410156
4580.0,-49.393452
4590.0,-49.375755
4600.0,-49.35709
4610.0,-49.337479
4620.0,-49.316929
4630.0,-49.295448
4640.0,-49.273029
4650.0,-49.249664
4660.0,-49.225334
4670.0,-49.200005
4680.0,-49.173649
4690.0,-49.146217
4700.0,-49.117657
4710.0,-49.087898
4720.0,-49.056866
4730.0,-49.024464
4740.0,-48.990585
4750.0,-48.955101
4760.0,-48.917862
4770.0,-48.878685
4780.0,-48.837364
4790.0,-48.793652
4800.0,-48.747246
4810.0,-48.697792
4820.0,-48.644848
4830.0,-48.587891
4840.0,-48.526253
4850.0,-48.45911
4860.0,-48.385418
4870.0,-48.303814
4880.0,-48.212521
4890.0,-48.109131
4900.0,-47.990337
4910.0,-47.851418
4920.0,-47.685387
4930.0,-47.481396
4940.0,-47.221516
4950.0,-46.873444
4960.0,-46.371231
4970.0,-45.549282
4980.0,-43.760273
4990.0,-33.378483
5000.0,-48.410946
5010.0,-48.413685
5020.0,-48.414932
5030.0,-48.414753
5040.0,-48.413036
5050.0,-48.409679
5060.0,-48.404552
5070.0,-48.397526
5080.0,-48.388454
5090.0,-48.377171
5100.0,-48.363487
5110.0,-48.347187
5120.0,-48.32803
5130.0,-48.30571
5140.0,-48.279884
5150.0,-48.25013
5160.0,-48.215935
5170.0,-48.176662
5180.0,-48.131516
5190.0,-48.079487
5200.0,-48.019268
5210.0,-47.949135
5220.0,-47.866772
5230.0,-47.768963
5240.0,-47.651146
5250.0,-47.506554
5260.0,-47.324677
5270.0,-47.088177
5280.0,-46.765884
5290.0,-46.294437
5300.0,-45.51606
5310.0,-43.828655
5320.0,-26.397123
5330.0,-48.455826
5340.0,-48.513348
5350.0,-48.571621
5360.0,-48.630318
5370.0,-48.688904
5380.0,-48.746838
5390.0,-48.803581
5400.0,-48.858635
5410.0,-48.91153
5420.0,-48.961868
5430.0,-49.009304
5440.0,-49.053562
5450.0,-49.094437
5460.0,-49.131783
5470.0,-49.165524
5480.0,-49.195641
5490.0,-49.222153
5500.0,-49.245129
5510.0,-49.264664
5520.0,-49.28088
5530.0,-49.293911
5540.0,-49.303909
5550.0,-49.311028
5560.0,-49.315418
5570.0,-49.317242
5580.0,-49.316635
5590.0,-49.313744
5600.0,-49.308697
5610.0,-49.301613
5620.0,-49.292599
5630.0,-49.281754
5640.0,-49.269161
5650.0,-49.25489
5660.0,-49.239002
5670.0,-49.22155
5680.0,-49.202564
5690.0,-49.182072
5700.0,-49.160084
5710.0,-49.136597
5720.0,-49.111595
5730.0,-49.085052
5740.0,-49.056923
5750.0,-49.027153
5760.0,-48.995655
5770.0,-48.962341
5780.0,-48.92709
5790.0,-48.889751
5800.0,-48.850147
5810.0,-48.808067
5820.0,-48.763248
5830.0,-48.715374
5840.0,-48.66407
5850.0,-48.60886
5860.0,-48.549168
5870.0,-48.484272
5880.0,-48.413258
5890.0,-48.334953
5900.0,-48.247833
5910.0,-48.149872
5920.0,-48.038311
5930.0,-47.90929
5940.0,-47.757221
5950.0,-47.573666
5960.0,-47.345165
5970.0,-47.048676
5980.0,-46.640495
5990.0,-46.02393
6000.0,-44.915794
6010.0,-41.453724
6020.0,-48.383404
6030.0,-48.379337
6040.0,-48.367268
6050.0,-48.352009
6060.0,-48.333298
6070.0,-48.310818
6080.0,-48.284199
6090.0,-48.252983
6100.0,-48.216618
6110.0,-48.174412
6120.0,-48.1255
6130.0,-48.068771
6140.0,-48.002773
6150.0,-47.925587
6160.0,-47.834587
6170.0,-47.726116
6180.0,-47.594875
6190.0,-47.43288
6200.0,-47.227459
6210.0,-46.95702
6220.0,-46.581043
6230.0,-46.011265
6240.0,-44.997677
6250.0,-42.11771
6260.0,-48.383797
6270.0,-48.432106
6280.0,-48.46286
6290.0,-48.491917
6300.0,-48.519047
6310.0,-48.54401
6320.0,-48.566589
6330.0,-48.58659
6340.0,-48.603828
6350.0,-48.618137
6360.0,-48.629383
6370.0,-48.637424
6380.0,-48.642151
6390.0,-48.643444
6400.0,-48.641201
6410.0,-48.635307
6420.0,-48.625641
6430.0,-48.612072
6440.0,-48.59444
6450.0,-48.572559
6460.0,-48.546196
6470.0,-48.515068
6480.0,-48.478817
6490.0,-48.436993
6500.0,-48.389027
6510.0,-48.33419
6520.0,-48.271545
6530.0,-48.19986
6540.0,-48.117508
6550.0,-48.022293
6560.0,-47.911179
6570.0,-47.779854
6580.0,-47.621967
6590.0,-47.427757
6600.0,-47.181259
6610.0,-46.85424
6620.0,-46.390533
6630.0,-45.655457
6640.0,-44.179077
6650.0,6.2358255
6660.0,-48.37936
6670.0,-48.349106
6680.0,-48.311069
6690.0,-48.264973
6700.0,-48.20985
6710.0,-48.144444
6720.0,-48.067097
6730.0,-47.975552
6740.0,-47.866684
6750.0,-47.73605
6760.0,-47.577053
6770.0,-47.379501
6780.0,-47.126617
6790.0,-46.788414
6800.0,-46.304317
6810.0,-45.525024
6820.0,-43.893467
6830.0,-18.40514
6840.0,-48.371582
6850.0,-48.312485
6860.0,-48.240845
6870.0,-48.155151
6880.0,-48.052967
6890.0,-47.930855
6900.0,-47.783852
6910.0,-47.604504
6920.0,-47.381084
6930.0,-47.093929
6940.0,-46.706825
6950.0,-46.14328
6960.0,-45.19799
6970.0,-42.896389
6980.0,-48.127792
6990.0,-48.27557
7000.0,-48.121532
7010.0,-47.938911
7020.0,-47.718788
7030.0,-47.446846
7040.0,-47.098431
7050.0,-46.626434
7060.0,-45.924454
7070.0,-44.664333
7080.0,-39.902916
7090.0,-48.284958
7100.0,-47.991447
7110.0,-47.637672
7120.0,-47.193489
7130.0,-46.595772
7140.0,-45.691628
7150.0,-43.911762
7160.0,-22.092829
7170.0,-47.96825
7180.0,-47.345058
7190.0,-46.51479
7200.0,-45.207516
7210.0,-41.810917
7220.0,-48.123581
7230.0,-47.065456
7240.0,-45.516232
7250.0,-41.783615
7260.0,-47.822693
7270.0,-45.614807
7280.0,-38.711636
7290.0,-46.389343
7300.0,-20.344656
7310.0,-42.525043
7320.0,-43.841911
7330.0,-44.093788
7340.0,-44.021591
7350.0,-43.915218
7360.0,-43.829075
7370.0,-43.801609
7380.0,-43.863235
7390.0,-44.021446
7400.0,-44.297455
7410.0,-44.635567
7420.0,-45.062309
7430.0,-45.560421
7440.0,-46.025166
7450.0,-46.161724
7460.0,-44.806526
7470.0,-37.670074
7480.0,-20.773903
7490.0,5.5095096
7500.0,-36.430145
7510.0,-41.07608
7520.0,-43.499668
7530.0,-45.535919
7540.0,-46.496979
7550.0,-20.873247
7560.0,-37.910591
7570.0,-43.295948
7580.0,-46.289696
7590.0,-28.969339
7600.0,-41.141502
7610.0,-45.653915
7620.0,-24.245586
7630.0,-43.591469
7640.0,-47.554977
7650.0,-43.618073
7660.0,-46.360249
7670.0,-45.766087
7680.0,-43.334137
7690.0,-32.932575
7700.0,-47.90126
7710.0,-47.841072
7720.0,-48.225029
7730.0,-48.877335
7740.0,-49.636223
7750.0,-50.380653
7760.0,-51.04385
7770.0,-51.603374
7780.0,-52.06274
7790.0,-52.436344
7800.0,-52.740738
7810.0,-52.990734
7820.0,-53.198284
7830.0,-53.372566
7840.0,-53.520496
7850.0,-53.647251
7860.0,-53.756756
7870.0,-53.852001
7880.0,-53.935307
7890.0,-54.008511
7900.0,-54.073074
7910.0,-54.130192
7920.0,-54.18084
7930.0,-54.22583
7940.0,-54.265842
7950.0,-54.30146
7960.0,-54.333172
7970.0,-54.361401
7980.0,-54.386513
7990.0,-54.408821
8000.0,-54.428608
8010.0,-54.44611
8020.0,-54.461548
8030.0,-54.475101
8040.0,-54.48695
8050.0,-54.497231
8060.0,-54.506084
8070.0,-54.513626
8080.0,-54.519966
8090.0,-54.525196
8100.0,-54.529411
8110.0,-54.532681
8120.0,-54.535084
8130.0,-54.536678
8140.0,-54.537529
8150.0,-54.537689
8160.0,-54.537205
8170.0,-54.536121
8180.0,-54.534477
8190.0,-54.532318
8200.0,-54.529675
8210.0,-54.526577
8220.0,-54.523056
8230.0,-54.519142
8240.0,-54.514854
8250.0,-54.51022
8260.0,-54.505257
8270.0,-54.499989
8280.0,-54.494431
8290.0,-54.488605
8300.0,-54.482525
8310.0,-54.4762
8320.0,-54.46965
8330.0,-54.462891
8340.0,-54.455925
8350.0,-54.448769
8360.0,-54.441437
8370.0,-54.433929
8380.0,-54.426262
8390.0,-54.418442
8400.0,-54.41048
8410.0,-54.402378
8420.0,-54.394146
8430.0,-54.385788
8440.0,-54.377316
8450.0,-54.368732
8460.0,-54.360039
8470.0,-54.351246
8480.0,-54.342358
8490.0,-54.333374
8500.0,-54.324306
8510.0,-54.315155
8520.0,-54.305923
8530.0,-54.296616
8540.0,-54.287235
8550.0,-54.277782
8560.0,-54.268265
8570.0,-54.258686
8580.0,-54.249043
8590.0,-54.239346
8600.0,-54.229588
8610.0,-54.21978
8620.0,-54.209919
8630.0,-54.200008
8640.0,-54.190052
8650.0,-54.18005
8660.0,-54.170002
8670.0,-54.159916
8680.0,-54.149788
8690.0,-54.139622
8700.0,-54.129417
8710.0,-54.119175
8720.0,-54.108902
8730.0,-54.098595
8740.0,-54.088253
8750.0,-54.077885
8760.0,-54.067482
8770.0,-54.057053
8780.0,-54.046597
8790.0,-54.036114
8800.0,-54.025604
8810.0,-54.015072
8820.0,-54.004513
8830.0,-53.993931
8840.0,-53.98333
8850.0,-53.972702
8860.0,-53.962059
8870.0,-53.951393
8880.0,-53.940708
8890.0,-53.930004
8900.0,-53.919281
8910.0,-53.908543
8920.0,-53.897785
8930.0,-53.887012
8940.0,-53.876221
8950.0,-53.865417
8960.0,-53.854599
8970.0,-53.843765
8980.0,-53.83292
8990.0,-53.82206
9000.0,-53.811184
9010.0,-53.800297
9020.0,-53.789398
9030.0,-53.778488
9040.0,-53.767567
9050.0,-53.756638
9060.0,-53.745693
9070.0,-53.734741
9080.0,-53.723778
9090.0,-53.712803
9100.0,-53.70182
9110.0,-53.69083
9120.0,-53.679832
9130.0,-53.668823
9140.0,-53.657806
9150.0,-53.646782
9160.0,-53.63575
9170.0,-53.624714
9180.0,-53.613667
9190.0,-53.602615
9200.0,-53.591557
9210.0,-53.58049
9220.0,-53.56942
9230.0,-53.558342
9240.0,-53.547256
9250.0,-53.536171
9260.0,-53.525074
9270.0,-53.513977
9280.0,-53.502872
9290.0,-53.491764
9300.0,-53.480652
9310.0,-53.469536
9320.0,-53.458412
9330.0,-53.447289
9340.0,-53.436157
9350.0,-53.425026
9360.0,-53.413887
9370.0,-53.402748
9380.0,-53.391605
9390.0,-53.380459
9400.0,-53.369308
9410.0,-53.358158
9420.0,-53.347004
9430.0,-53.335846
9440.0,-53.324684
9450.0,-53.313522
9460.0,-53.302357
9470.0,-53.291191
9480.0,-53.280022
9490.0,-53.268852
9500.0,-53.257679
9510.0,-53.246506
9520.0,-53.235329
9530.0,-53.224152
9540.0,-53.212971
9550.0,-53.20179
9560.0,-53.190609
9570.0,-53.179424
9580.0,-53.16824
9590.0,-53.157055
9600.0,-53.14587
9610.0,-53.134682
9620.0,-53.123493
9630.0,-53.112305
9640.0,-53.101112
9650.0,-53.089924
9660.0,-53.078732
9670.0,-53.067539
9680.0,-53.056347
9690.0,-53.045151
9700.0,-53.033958
9710.0,-53.022762
9720.0,-53.011566
9730.0,-53.000374
9740.0,-52.989178
9750.0,-52.977982
9760.0,-52.966785
9770.0,-52.955589
9780.0,-52.944389
9790.0,-52.933193
9800.0,-52.921997
9810.0,-52.910797
9820.0,-52.899601
9830.0,-52.888401
9840.0,-52.877205
9850.0,-52.866005
9860.0,-52.854805
9870.0,-52.843609
9880.0,-52.832409
9890.0,-52.821209
9900.0,-52.810009
9910.0,-52.798813
9920.0,-52.787613
9930.0,-52.776413
9940.0,-52.765213
9950.0,-52.754013
9960.0,-52.742809
9970.0,-52.731609
9980.0,-52.720409
9990.0,-52.709209
10000.0,-52.698006
