Time,P,I,M,T,U,beta,gamma,beta0,mu,a,b,n,alpha,alpha0,Q0,delta_0,theta_0,delta_1,k1,n1,compartment,increase_in_the_amount_of_pathogenic_micro_organism,Decrease_in_the_amount_of_pathogenic_micro_organism,Increase_of_appropriate_immune_response_with_respect_to_pathogen,Reduction_of_immune_response,betterment_of_relative_characteristics_of_the_damaged_part_of_the_organ,removal_of_relative_characteristics_of_the_damaged_part_of_the_organ,Increase_in_the_concentration_of_toxicant_in_the_environment,Decrease_in_the_concentration_of_toxicant_in_the_environment,Increase_in_the_uptake_concentration_of_toxicant_by_the_body,Decrease_in_the_uptake_concentration_of_toxcant_by_the_body
33.0,2.4998967408532913,0.00039025116637930393,57.2563209148229,12.499978715107314,341.530828219134,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499483704266456,1.249945522366729,0.04029267628568375,0.04030192009130019,5.999752178047899,5.72563209148229,5.0,4.999991486042926,14.999974458128776,6.910586246822884
33.5,2.4998981324393554,0.0003857058846141242,57.39001168554404,12.499982573403258,345.55536729973556,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499490662196777,1.2499463457857865,0.040289267626185316,0.04029820742304532,5.999755517854453,5.739001168554404,5.0,4.9999930293613035,14.99997908808391,6.991076989171213
34.0,2.499899463248495,0.0003813089832162624,57.51718371691444,12.499985732065527,349.5398636131779,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499497316242476,1.2499471269761468,0.04028597023674225,0.04029462035355294,5.999758711796388,5.751718371691444,5.0,4.999994292826211,14.999982878478631,7.070766886256293
34.5,2.499900738733813,0.00037705352152098587,57.638155078113,12.499988318274987,353.4847152601552,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499503693669065,1.2499478705232223,0.04028277891309775,0.0402911528069071,5.999761772961151,5.763815507811301,5.0,4.999995327309995,14.999985981929983,7.149663899218716
35.0,2.4999019634979196,0.0003729329848060004,57.75322808255106,12.499990435729261,357.39031638961836,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499509817489598,1.2499485802151993,0.0402796887702909,0.04028779909693202,5.999764712395007,5.7753228082551065,5.0,4.999996174291705,14.999988522875112,7.227775910251532
35.5,2.4999031414710204,0.0003689412511375839,57.862690186891776,12.499992169230481,361.2570572513159,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499515707355102,1.2499492592169723,0.04027669521782113,0.04028455379324843,5.999767539530449,5.786269018689178,5.0,4.999996867692193,14.999990603076576,7.3051107234370685
36.0,2.4999042760564056,0.0003650725643525716,57.96681522457699,12.499993588632345,365.0853243658857,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499521380282028,1.249949910212255,0.04027379393940876,0.040281411955928825,5.999770262535374,5.7966815224577,5.0,4.999997435452938,14.999992306358813,7.381676068661961
36.5,2.4999053701995555,0.00036132150505109947,58.065863306636665,12.499994750731403,368.8755003436916,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499526850997777,1.2499505354690579,0.04027098087125375,0.04027836884009311,5.999772888478933,5.8065863306636665,5.0,4.999997900292562,14.999993700877683,7.457479597450228
37.0,2.4999064264927138,0.00035768296712270387,58.16008211062637,12.49999570225415,372.6279640915725,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499532132463569,1.249951136941322,0.04026825218444711,0.04027541999218875,5.999775423582513,5.816008211062638,5.0,4.999998280901661,14.999994842704979,7.532528887328949
37.5,2.499907447223805,0.00035415213614927647,58.24970705350904,12.499996481317408,376.3430907157062,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499537236119025,1.2499517163151388,0.04026560426878294,0.04027256129732895,5.999777873337131,5.824970705350904,5.0,4.999998592526964,14.999995777580889,7.606831440015317
38.0,2.4999084344348024,0.0003507244674220089,58.33496211661874,12.499997119179987,380.0212516212427,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499542172174012,1.2499522750643666,0.04026303371628128,0.04026978879438064,5.999780242643525,5.833496211661874,5.0,4.999998847671995,14.999996543015984,7.680394683075198
38.5,2.4999093899583817,0.0003473956683059589,58.41606036108567,12.499997641379768,383.66281454532236,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499546949791909,1.2499528144850791,0.040260537307968684,0.04026709878204614,5.999782535900116,5.841606036108567,5.0,4.999999056551907,14.999997169655721,7.753225970824318
39.0,2.49991031545559,0.00034416168076612555,58.493204501354846,12.49999806892929,387.2681435798672,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249955157727795,1.2499533357310502,0.040258112000779535,0.04026448777177986,5.9997847570934155,5.849320450135485,5.0,4.999999227571717,14.999997682715147,7.8253325847183195
39.5,2.499911212436257,0.0003410186643519557,58.56658734313575,12.49999841897449,390.83759920506816,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499556062181285,1.2499538398320367,0.04025575491479905,0.04026195233122608,5.999786909847017,5.856658734313576,5.0,4.999999367589797,14.999998102769387,7.896721733737025
40.0,2.4999120822827625,0.00033796298656550087,58.63639232047346,12.499998705585586,394.371538326125,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499560411413813,1.2499543277163416,0.04025346332604384,0.04025948965075823,5.99978899747863,5.863639232047347,5.0,4.999999482234235,14.999998446702703,7.967400556267977
40.5,2.499912926268045,0.000334991200509557,58.702793845003,12.49999894022302,397.87031429726676,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499564631340225,1.249954800226029,0.04025123464970197,0.04025709647463619,5.999791023043308,5.8702793845003,5.0,4.999999576089208,14.999998728267622,8.037376118485469
41.0,2.499913745567905,0.00033210004223168895,58.765957902305324,12.499999132328,401.33427697078173,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499568727839525,1.2499552581288944,0.040249066438143605,0.04025477024039403,5.999792989362972,5.876595790230533,5.0,4.9999996529312005,14.999998958793599,8.106655417614247
41.5,2.4999145412738164,0.00032928641110676157,58.826042337445195,12.49999928960715,404.763772711359,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499572706369082,1.2499557021288237,0.0402469563662109,0.04025250808696917,5.999794899057159,5.8826042337445195,5.0,4.99999971584286,14.999999147528579,8.175245380264474
42.0,2.4999153144020263,0.00032654736584212315,58.88319721599317,12.499999418359394,408.15914440138334,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499576572010132,1.2499561328743938,0.04024490222822391,0.04025030763107138,5.999796754564863,5.888319721599317,5.0,4.999999767343758,14.999999302031272,8.243152864096855
42.5,2.499916065903652,0.0003238801105522377,58.937565427298345,12.499999523764275,411.52073158010637,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249958032951826,1.2499565509672286,0.040242901927538856,0.04024816646551155,5.999798558168765,5.893756542729835,5.0,4.99999980950571,14.99999942851713,8.310384659625349
43.0,2.4999167966762084,0.00032128198543403676,58.989283861737825,12.499999610108457,414.84887238906,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499583983381042,1.2499569569723599,0.04024095346955681,0.040246082292375064,5.9998003120228995,5.8989283861737825,5.0,4.9999998440433835,14.999999532130147,8.376947529406936
43.5,2.4999175075447613,0.00031875046539503297,59.03848002666921,12.49999968078093,418.1438956582559,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499587537723806,1.2499573513992113,0.04023905496069373,0.04024405302460927,5.9998020181074265,5.903848002666922,5.0,4.999999872312372,14.999999616937114,8.442848049971014
44.0,2.49991819930305,0.0003162831414471473,59.085277652506754,12.499999738635656,421.40613306618013,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249959099651525,1.2499577347403927,0.04023720459443094,0.04024207660044471,5.9998036783273205,5.908527765250676,5.0,4.999999895454263,14.999999686362788,8.508092854678361
44.5,2.49991887269564,0.0003138777208308382,59.12979381980881,12.499999786012005,424.6359106606528,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.24995943634782,1.249958107453869,0.04023540065140711,0.04024015106718273,5.999805294469535,5.912979381980882,5.0,4.999999914404802,14.999999743214405,8.572688464305712
45.0,2.499919528423948,0.00031153201913406423,59.17213959882284,12.49999982479516,427.8335513843735,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249959764211974,1.249958469968001,0.040233641493508776,0.040238274675020454,5.999806868217475,5.917213959882284,5.0,4.999999929918064,14.99999978975419,8.636641337757112
45.5,2.4999201671535443,0.0003092439510079447,59.21242084851786,12.49999985654578,430.9993750024478,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499600835767721,1.2499588226876859,0.0402319255569085,0.04023644546906836,5.999808401168506,5.921242084851786,5.0,4.999999942618313,14.999999827854936,8.699957869813582
46.0,2.4999207895201017,0.0003070115270697434,59.2507390886334,12.499999882556075,434.13370032097936,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499603947600508,1.2499591659999187,0.04023025134974319,0.04023466183054618,5.9998098948482435,5.92507390886334,5.0,4.999999953022431,14.99999985906729,8.762644436592376
46.5,2.499921396112062,0.0003048328532648367,59.28718852446989,12.499999903843598,437.23683621939233,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249960698056031,1.2499595002563821,0.0402286174516344,0.04023292227464668,5.999811350668948,5.928718852446989,5.0,4.99999996153744,14.999999884612317,8.824707215790196
47.0,2.499921987503837,0.00030270611408716834,59.32186110128741,12.499999921273115,440.30909576449295,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499609937519185,1.249959825804545,0.04022702250110751,0.040231225212452884,5.999812770009209,5.932186110128741,5.0,4.999999968509247,14.999999905527737,8.88615246851552
47.5,2.499922564234344,0.00030062957728289706,59.354843183500556,12.499999935539208,443.3507855488132,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249961282117172,1.24996014296679,0.040225465199117724,0.040229569189418966,5.999814154162425,5.935484318350056,5.0,4.999999974215683,14.99999992264705,8.946986326524812
48.0,2.499923126820358,0.00029860158582727315,59.386217534208456,12.499999947223671,446.36221010592186,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.249961563410179,1.2499604520527612,0.04022394430303445,0.04022795281101082,5.9998155043688595,5.938621753420846,5.0,4.999999978889469,14.999999936668404,9.007214880393034
48.5,2.499923675750881,0.0002966205553881101,59.41606234070434,12.499999956789093,449.3436704234124,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499618378754405,1.2499607533534156,0.040222458624738736,0.04022637481239348,5.999816821802114,5.941606234070434,5.0,4.999999982715638,14.999999948146911,9.066844149916923
49.0,2.499924211493679,0.00029468496752077517,59.44445220207942,12.499999964620182,452.2954646610504,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499621057468395,1.249961047146712,0.040221007025520526,0.04022483371847262,5.999818107584829,5.9444452202079425,5.0,4.999999985848073,14.999999957544217,9.12588009780907
49.5,2.4999247344956474,0.00029279337138151003,59.47145818971781,12.499999971033604,455.2178881063073,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499623672478237,1.2499613336981874,0.0402195884173639,0.040223328555606286,5.9998193627895535,5.947145818971781,5.0,4.9999999884134425,14.999999965240324,9.184328630229237
50.0,2.4999252451821024,0.0002909443746248896,59.49714767899668,12.499999976284254,458.1112329210914,0.5,0.05,0.2,0.04,0.8,0.3,0.1,2.4,0.1,5.0,0.4,1.2,0.02,0.6,0.5,1.0,1.2499626225910512,1.2499616132591125,0.04021820175612054,0.04022185804689449,5.9998205884370455,5.9497147678996685,5.0,4.999999990513702,14.999999971541104,9.242195590124348
