p3g,php,pser,ser,serA,serB,serC,Time
2.36,0.3995925760688745,0.04518306397721962,4.9,1.15,0.25,0.1,1.27
2.36,0.39800695695765154,0.045081590863046014,4.9,1.15,0.25,0.1,1.28
2.36,0.3964216112250824,0.044981832896238916,4.9,1.15,0.25,0.1,1.29
2.36,0.3948365462955502,0.044883753213267305,4.9,1.15,0.25,0.1,1.3
2.36,0.3932517695552468,0.044787315519178666,4.9,1.15,0.25,0.1,1.31
2.36,0.3916672883533102,0.04469248408338501,4.9,1.15,0.25,0.1,1.32
2.36,0.39008311000297663,0.04459922373524379,4.9,1.15,0.25,0.1,1.33
2.36,0.38849924178274375,0.044507499859452106,4.9,1.15,0.25,0.1,1.34
2.36,0.3869156909375433,0.04441727839126702,4.9,1.15,0.25,0.1,1.35
2.36,0.38533246467992327,0.044328525811561284,4.9,1.15,0.25,0.1,1.36
2.36,0.3837495701912398,0.04424120914172351,4.9,1.15,0.25,0.1,1.37
2.36,0.38216701462285824,0.04415529593841265,4.9,1.15,0.25,0.1,1.3800000000000001
2.36,0.38058480509736325,0.044070754288176625,4.9,1.15,0.25,0.1,1.3900000000000001
2.36,0.3790029487097769,0.043987552801944996,4.9,1.15,0.25,0.1,1.4000000000000001
2.36,0.37742145252872833,0.04390566060966241,4.9,1.15,0.25,0.1,1.41
2.36,0.3758403235977425,0.04382504735430181,4.9,1.15,0.25,0.1,1.42
2.36,0.37425956893657086,0.04374568318562366,4.9,1.15,0.25,0.1,1.43
2.36,0.3726791955423817,0.04366753875450949,4.9,1.15,0.25,0.1,1.44
2.36,0.3710992103909542,0.043590585207232586,4.9,1.15,0.25,0.1,1.45
2.36,0.36951962043792114,0.04351479417945244,4.9,1.15,0.25,0.1,1.46
2.36,0.3679404326200666,0.043440137789920306,4.9,1.15,0.25,0.1,1.47
2.36,0.3663616538566242,0.043366588634152416,4.9,1.15,0.25,0.1,1.48
2.36,0.3647832910505507,0.04329411977818442,4.9,1.15,0.25,0.1,1.49
2.36,0.36320535108979374,0.04322270475232728,4.9,1.15,0.25,0.1,1.5
2.36,0.36162784084857497,0.04315231754483776,4.9,1.15,0.25,0.1,1.51
2.36,0.3600507671886872,0.04308293259551243,4.9,1.15,0.25,0.1,1.52
2.36,0.35847413696079566,0.04301452478925866,4.9,1.15,0.25,0.1,1.53
2.36,0.35689795700573823,0.042947069449667113,4.9,1.15,0.25,0.1,1.54
2.36,0.3553222341558291,0.042880542332574864,4.9,1.15,0.25,0.1,1.55
2.36,0.3537469752361683,0.04281491961960819,4.9,1.15,0.25,0.1,1.56
2.36,0.3521721870659577,0.04275017791171123,4.9,1.15,0.25,0.1,1.57
2.36,0.3505978764598207,0.04268629422267399,4.9,1.15,0.25,0.1,1.58
2.36,0.3490240502291257,0.0426232459726673,4.9,1.15,0.25,0.1,1.59
2.36,0.3474507151833133,0.04256101098178584,4.9,1.15,0.25,0.1,1.6
2.36,0.3458778781312286,0.04249956746360053,4.9,1.15,0.25,0.1,1.61
2.36,0.3443055458824579,0.04243889401872436,4.9,1.15,0.25,0.1,1.62
2.36,0.3427337252486697,0.04237896962839709,4.9,1.15,0.25,0.1,1.6300000000000001
2.36,0.3411624230449604,0.04231977364809257,4.9,1.15,0.25,0.1,1.6400000000000001
2.36,0.3395916460912043,0.04226128580115152,4.9,1.15,0.25,0.1,1.6500000000000001
2.36,0.33802140121340807,0.04220348617244229,4.9,1.15,0.25,0.1,1.6600000000000001
2.36,0.33645169524507085,0.04214635520205251,4.9,1.15,0.25,0.1,1.67
2.36,0.3348825350285483,0.04208987367901469,4.9,1.15,0.25,0.1,1.68
2.36,0.3333139274164225,0.042034022735068365,4.9,1.15,0.25,0.1,1.69
2.36,0.33174587927287674,0.04197878383846107,4.9,1.15,0.25,0.1,1.7
2.36,0.3301783974750757,0.04192413878779031,4.9,1.15,0.25,0.1,1.71
2.36,0.3286114889145514,0.041870069705888524,4.9,1.15,0.25,0.1,1.72
2.36,0.32704516049859483,0.04181655903375304,4.9,1.15,0.25,0.1,1.73
2.36,0.3254794191516538,0.04176358952452276,4.9,1.15,0.25,0.1,1.74
2.36,0.3239142718167368,0.04171114423750333,4.9,1.15,0.25,0.1,1.75
2.36,0.32234972545682383,0.041659206532242,4.9,1.15,0.25,0.1,1.76
2.36,0.32078578705628347,0.0416077600626538,4.9,1.15,0.25,0.1,1.77
2.36,0.3192224636222976,0.04155678877120014,4.9,1.15,0.25,0.1,1.78
2.36,0.3176597621862931,0.04150627688312097,4.9,1.15,0.25,0.1,1.79
2.36,0.3160976898053815,0.04145620890072144,4.9,1.15,0.25,0.1,1.8
2.36,0.3145362535638063,0.041406569597714174,4.9,1.15,0.25,0.1,1.81
2.36,0.31297546057439934,0.04135734401361754,4.9,1.15,0.25,0.1,1.82
2.36,0.3114153179800449,0.041308517448211055,4.9,1.15,0.25,0.1,1.83
2.36,0.3098558329551536,0.04126007545604808,4.9,1.15,0.25,0.1,1.84
2.36,0.30829701270714577,0.04121200384102661,4.9,1.15,0.25,0.1,1.85
2.36,0.3067388644779441,0.04116428865101841,4.9,1.15,0.25,0.1,1.86
2.36,0.305181395545477,0.04111691617255676,4.9,1.15,0.25,0.1,1.87
2.36,0.3036246132251927,0.04106987292558315,4.9,1.15,0.25,0.1,1.8800000000000001
2.36,0.3020685248715839,0.04102314565825307,4.9,1.15,0.25,0.1,1.8900000000000001
2.36,0.30051313787972495,0.04097672134180076,4.9,1.15,0.25,0.1,1.9000000000000001
2.36,0.2989584596868199,0.0409305871654633,4.9,1.15,0.25,0.1,1.9100000000000001
2.36,0.29740449777376393,0.04088473053146352,4.9,1.15,0.25,0.1,1.92
2.36,0.29585125966671755,0.040839139050051994,4.9,1.15,0.25,0.1,1.93
2.36,0.2942987529386941,0.040793800534607655,4.9,1.15,0.25,0.1,1.94
2.36,0.29274698521116166,0.04074870299679688,4.9,1.15,0.25,0.1,1.95
2.36,0.29119596415565907,0.04070383464179075,4.9,1.15,0.25,0.1,1.96
2.36,0.28964569749542746,0.040659183863540005,4.9,1.15,0.25,0.1,1.97
2.36,0.28809619300705736,0.04061473924010745,4.9,1.15,0.25,0.1,1.98
2.36,0.28654745852215197,0.04057048952905713,4.9,1.15,0.25,0.1,1.99
2.36,0.2849995019290077,0.04052642366289994,4.9,1.15,0.25,0.1,2.0
2.36,0.2834523311743115,0.040482530744595,4.9,1.15,0.25,0.1,2.0100000000000002
2.36,0.28190595426485743,0.04043880004310623,4.9,1.15,0.25,0.1,2.02
2.36,0.28036037926928037,0.04039522098901347,4.9,1.15,0.25,0.1,2.0300000000000002
2.36,0.2788156143198113,0.04035178317017748,4.9,1.15,0.25,0.1,2.04
2.36,0.27727166761405064,0.04030847632745804,4.9,1.15,0.25,0.1,2.05
2.36,0.275728547416764,0.04026529035048452,4.9,1.15,0.25,0.1,2.06
2.36,0.27418626206169866,0.04022221527347796,4.9,1.15,0.25,0.1,2.07
2.36,0.27264481995342243,0.04017924127112401,4.9,1.15,0.25,0.1,2.08
2.36,0.2711042295691863,0.0401363586544958,4.9,1.15,0.25,0.1,2.09
2.36,0.2695644994608096,0.04009355786702582,4.9,1.15,0.25,0.1,2.1
2.36,0.2680256382565914,0.04005082948052602,4.9,1.15,0.25,0.1,2.11
2.36,0.266487654663246,0.0400081641912551,4.9,1.15,0.25,0.1,2.12
2.36,0.2649505574678656,0.03996555281603213,4.9,1.15,0.25,0.1,2.13
2.36,0.2634143555399099,0.039922986288395385,4.9,1.15,0.25,0.1,2.14
2.36,0.2618790578332237,0.03988045565480559,4.9,1.15,0.25,0.1,2.15
2.36,0.2603446733880833,0.03983795207089236,4.9,1.15,0.25,0.1,2.16
2.36,0.25881121133327384,0.03979546679774296,4.9,1.15,0.25,0.1,2.17
2.36,0.2572786808881956,0.039752991198232175,4.9,1.15,0.25,0.1,2.18
2.36,0.2557470913650045,0.03971051673339237,4.9,1.15,0.25,0.1,2.19
2.36,0.2542164521707833,0.03966803495882248,4.9,1.15,0.25,0.1,2.2
2.36,0.2526867728097485,0.039625537521135,4.9,1.15,0.25,0.1,2.21
2.36,0.2511580628854907,0.03958301615443964,4.9,1.15,0.25,0.1,2.22
2.36,0.24963033210325256,0.03954046267686269,4.9,1.15,0.25,0.1,2.23
2.36,0.24810359027224235,0.03949786898710081,4.9,1.15,0.25,0.1,2.24
2.36,0.24657784730798746,0.03945522706100808,4.9,1.15,0.25,0.1,2.25
2.36,0.24505311323472595,0.03941252894821526,4.9,1.15,0.25,0.1,2.2600000000000002
2.36,0.24352939818784014,0.03936976676877984,4.9,1.15,0.25,0.1,2.27
2.36,0.2420067124163312,0.03932693270986579,4.9,1.15,0.25,0.1,2.2800000000000002
2.36,0.24048506628533806,0.03928401902245171,4.9,1.15,0.25,0.1,2.29
2.36,0.23896447027869963,0.03924101801806619,4.9,1.15,0.25,0.1,2.3000000000000003
2.36,0.23744493500156455,0.039197922065549166,4.9,1.15,0.25,0.1,2.31
2.36,0.23592647118304683,0.039154723587837836,4.9,1.15,0.25,0.1,2.32
2.36,0.2344090896789313,0.039111415058775946,4.9,1.15,0.25,0.1,2.33
2.36,0.23289280147442923,0.039067988999945145,4.9,1.15,0.25,0.1,2.34
2.36,0.23137761768698514,0.039024437977517076,4.9,1.15,0.25,0.1,2.35
2.36,0.22986354956913785,0.03898075459912484,4.9,1.15,0.25,0.1,2.36
2.36,0.22835060851143574,0.03893693151075252,4.9,1.15,0.25,0.1,2.37
2.36,0.22683880604540935,0.03889296139364137,4.9,1.15,0.25,0.1,2.38
2.36,0.22532815384660157,0.03884883696121137,4.9,1.15,0.25,0.1,2.39
2.36,0.22381866373765888,0.03880455095599658,4.9,1.15,0.25,0.1,2.4
2.36,0.2223103476914833,0.03876009614659309,4.9,1.15,0.25,0.1,2.41
2.36,0.22080321783444942,0.038715465324617976,4.9,1.15,0.25,0.1,2.42
2.36,0.21929728644968582,0.03867065130167789,4.9,1.15,0.25,0.1,2.43
2.36,0.21779256598042535,0.03862564690634583,4.9,1.15,0.25,0.1,2.44
2.36,0.21628906903342396,0.038580444981144546,4.9,1.15,0.25,0.1,2.45
2.36,0.21478680838245234,0.038535038379535126,4.9,1.15,0.25,0.1,2.46
2.36,0.21328579697186048,0.038489419962909235,4.9,1.15,0.25,0.1,2.47
2.36,0.21178604792021946,0.03844358259758347,4.9,1.15,0.25,0.1,2.48
2.36,0.2102875745240405,0.03839751915179425,4.9,1.15,0.25,0.1,2.49
2.36,0.20879039026157614,0.03835122249269161,4.9,1.15,0.25,0.1,2.5
2.36,0.2072945087967032,0.03830468548333041,4.9,1.15,0.25,0.1,2.5100000000000002
2.36,0.20579994398289292,0.03825790097965721,4.9,1.15,0.25,0.1,2.52
2.36,0.2043067098672682,0.038210861827491185,4.9,1.15,0.25,0.1,2.5300000000000002
2.36,0.20281482069475296,0.038163560859497424,4.9,1.15,0.25,0.1,2.54
2.36,0.20132429091231427,0.038115990892150814,4.9,1.15,0.25,0.1,2.5500000000000003
2.36,0.19983513517330195,0.03806814472268888,4.9,1.15,0.25,0.1,2.56
2.36,0.19834736834188707,0.03802001512605171,4.9,1.15,0.25,0.1,2.57
2.36,0.1968610054976034,0.03797159485180718,4.9,1.15,0.25,0.1,2.58
2.36,0.1953760619399948,0.03792287662105969,4.9,1.15,0.25,0.1,2.59
2.36,0.19389255319337068,0.03787385312334043,4.9,1.15,0.25,0.1,2.6
2.36,0.19241049501167498,0.037824517013477395,4.9,1.15,0.25,0.1,2.61
2.36,0.19092990338346968,0.037774860908443085,4.9,1.15,0.25,0.1,2.62
2.36,0.18945079453703872,0.037724877384177964,4.9,1.15,0.25,0.1,2.63
2.36,0.1879731849456139,0.03767455897238761,4.9,1.15,0.25,0.1,2.64
2.36,0.1864970913327285,0.03762389815731156,4.9,1.15,0.25,0.1,2.65
2.36,0.1850225306777006,0.037572887372461575,4.9,1.15,0.25,0.1,2.66
2.36,0.1835495202212525,0.037521518997327336,4.9,1.15,0.25,0.1,2.67
2.36,0.18207807747126767,0.03746978535404725,4.9,1.15,0.25,0.1,2.68
2.36,0.18060822020869224,0.03741767870404212,4.9,1.15,0.25,0.1,2.69
2.36,0.17913996649358352,0.03736519124460934,4.9,1.15,0.25,0.1,2.7
2.36,0.1776733346713116,0.037312315105475335,4.9,1.15,0.25,0.1,2.71
2.36,0.17620834337891755,0.03725904234530364,4.9,1.15,0.25,0.1,2.72
2.36,0.17474501155163477,0.037205364948156294,4.9,1.15,0.25,0.1,2.73
2.36,0.17328335842957668,0.03715127481990589,4.9,1.15,0.25,0.1,2.74
2.36,0.1718234035645983,0.0370967637845957,4.9,1.15,0.25,0.1,2.75
2.36,0.17036516682733494,0.03704182358074511,4.9,1.15,0.25,0.1,2.7600000000000002
2.36,0.16890866841442587,0.03698644585759779,4.9,1.15,0.25,0.1,2.77
2.36,0.16745392885592694,0.03693062217130944,4.9,1.15,0.25,0.1,2.7800000000000002
2.36,0.16600096902292014,0.03687434398107254,4.9,1.15,0.25,0.1,2.79
2.36,0.1645498101353245,0.03681760264517487,4.9,1.15,0.25,0.1,2.8000000000000003
2.36,0.1631004737699168,0.03676038941698883,4.9,1.15,0.25,0.1,2.81
2.36,0.16165298186856725,0.0367026954408883,4.9,1.15,0.25,0.1,2.82
2.36,0.16020735674669837,0.03664451174808991,4.9,1.15,0.25,0.1,2.83
2.36,0.15876362110197392,0.03658582925241523,4.9,1.15,0.25,0.1,2.84
2.36,0.15732179802322482,0.03652663874597068,4.9,1.15,0.25,0.1,2.85
2.36,0.1558819109996217,0.03646693089474091,4.9,1.15,0.25,0.1,2.86
2.36,0.15444398393010011,0.036406696234092685,4.9,1.15,0.25,0.1,2.87
2.36,0.15300804113304822,0.036345925164185666,4.9,1.15,0.25,0.1,2.88
2.36,0.1515741073562647,0.03628460794528564,4.9,1.15,0.25,0.1,2.89
2.36,0.15014220778719733,0.03622273469297616,4.9,1.15,0.25,0.1,2.9
2.36,0.14871236806347016,0.03616029537326475,4.9,1.15,0.25,0.1,2.91
2.36,0.14728461428371042,0.03609727979757925,4.9,1.15,0.25,0.1,2.92
2.36,0.14585897301868359,0.036033677617650174,4.9,1.15,0.25,0.1,2.93
2.36,0.1444354713227492,0.03596947832027422,4.9,1.15,0.25,0.1,2.94
2.36,0.14301413674564623,0.035904671221954336,4.9,1.15,0.25,0.1,2.95
2.36,0.14159499734462122,0.03583924546341153,4.9,1.15,0.25,0.1,2.96
2.36,0.1401780816969092,0.03577319000396348,4.9,1.15,0.25,0.1,2.97
2.36,0.13876341891258123,0.03570649361576467,4.9,1.15,0.25,0.1,2.98
2.36,0.13735103864776962,0.035639144877902845,4.9,1.15,0.25,0.1,2.99
2.36,0.13594097111828551,0.035571132170346235,4.9,1.15,0.25,0.1,3.0
2.36,0.13453324711364095,0.03550244366773579,4.9,1.15,0.25,0.1,3.0100000000000002
2.36,0.1331278980114912,0.03543306733301675,4.9,1.15,0.25,0.1,3.02
2.36,0.13172495579251037,0.03536299091090329,4.9,1.15,0.25,0.1,3.0300000000000002
2.36,0.13032445305571733,0.03529220192117013,4.9,1.15,0.25,0.1,3.04
2.36,0.12892642303426602,0.03522068765176456,4.9,1.15,0.25,0.1,3.0500000000000003
2.36,0.12753089961171868,0.03514843515173226,4.9,1.15,0.25,0.1,3.06
2.36,0.12613791733881682,0.035075431223949925,4.9,1.15,0.25,0.1,3.0700000000000003
2.36,0.1247475114507702,0.03500166241765773,4.9,1.15,0.25,0.1,3.08
2.36,0.12335971788508007,0.034927115020784064,4.9,1.15,0.25,0.1,3.09
2.36,0.12197457329991751,0.03485177505205514,4.9,1.15,0.25,0.1,3.1
2.36,0.12059211509307646,0.03477562825288148,4.9,1.15,0.25,0.1,3.11
2.36,0.11921238142152127,0.03469866007901326,4.9,1.15,0.25,0.1,3.12
2.36,0.11783541122155217,0.034620855691956075,4.9,1.15,0.25,0.1,3.13
2.36,0.11646124422960911,0.034542199950138554,4.9,1.15,0.25,0.1,3.14
2.36,0.11508992100373919,0.03446267739982288,4.9,1.15,0.25,0.1,3.15
2.36,0.11372148294575009,0.034382272265749,4.9,1.15,0.25,0.1,3.16
2.36,0.11235597232407664,0.034300968441503085,4.9,1.15,0.25,0.1,3.17
2.36,0.11099343229738472,0.03421874947960043,4.9,1.15,0.25,0.1,3.18
2.36,0.1096339069389417,0.0341355985812727,4.9,1.15,0.25,0.1,3.19
2.36,0.10827744126177984,0.0340514985859492,4.9,1.15,0.25,0.1,3.2
2.36,0.10692408124468392,0.033966431960421414,4.9,1.15,0.25,0.1,3.21
2.36,0.10557387385903179,0.03388038078767983,4.9,1.15,0.25,0.1,3.22
2.36,0.10422686709652162,0.03379332675541175,4.9,1.15,0.25,0.1,3.23
2.36,0.10288310999781679,0.03370525114414841,4.9,1.15,0.25,0.1,3.24
2.36,0.10154265268214477,0.033616134815049506,4.9,1.15,0.25,0.1,3.25
2.36,0.10020554637788368,0.03352595819731286,4.9,1.15,0.25,0.1,3.2600000000000002
2.36,0.09887184345417546,0.0334347012751966,4.9,1.15,0.25,0.1,3.27
