Time,p3g,php,pser,ser,serA,serC,serB,cell,PDH,PSA,PSP
0.22,2.36,0.5658458784338574,0.07542092886449986,4.9,1.15,0.1,0.25,1.0,5.361275666526644e-06,0.15621392016697155,0.2141262958604192
0.23,2.36,0.5642833966062789,0.07484549441578428,4.9,1.15,0.1,0.25,1.0,5.3758752404802055e-06,0.1562929969392459,0.21346809774339554
0.24,2.36,0.5627201297271305,0.07427741494640641,4.9,1.15,0.1,0.25,1.0,5.390561940903031e-06,0.15637095897169292,0.21281235754680178
0.25,2.36,0.5611560889692231,0.07371665416476111,4.9,1.15,0.1,0.25,1.0,5.405336438614039e-06,0.15644780145091808,0.21215918301056888
0.26,2.36,0.5595912855519042,0.07316317466162911,4.9,1.15,0.1,0.25,1.0,5.420199410921163e-06,0.15652351981950582,0.21150868084294927
0.27,2.36,0.5580257307386128,0.07261693792278945,4.9,1.15,0.1,0.25,1.0,5.435151541719876e-06,0.15659810977798008,0.21086095662708826
0.28,2.36,0.5564594358346122,0.0720779043419315,4.9,1.15,0.1,0.25,1.0,5.45019352159177e-06,0.15667156728667211,0.21021611472783053
0.29,2.36,0.5548924121844514,0.0715460332356804,4.9,1.15,0.1,0.25,1.0,5.46532604790753e-06,0.15674388856707497,0.20957425820111003
0.3,2.36,0.5533246711692,0.07102128286040899,4.9,1.15,0.1,0.25,1.0,5.480549824933995e-06,0.15681507010274712,0.20893548870580744
0.31,2.36,0.5517562242037171,0.07050361042970217,4.9,1.15,0.1,0.25,1.0,5.495865563942891e-06,0.15688510864001529,0.2082999064169375
0.32,2.36,0.5501870827340444,0.0699929721321306,4.9,1.15,0.1,0.25,1.0,5.511273983320371e-06,0.15695400118855352,0.2076676099399178
0.33,2.36,0.548617258234833,0.06948932314974253,4.9,1.15,0.1,0.25,1.0,5.526775808678269e-06,0.15702174502173988,0.20703869622658386
0.34,2.36,0.5470467622067184,0.06899261767760319,4.9,1.15,0.1,0.25,1.0,5.542371772967932e-06,0.1570883376767082,0.20641326049354874
0.35000000000000003,2.36,0.5454756061736586,0.06850280894429525,4.9,1.15,0.1,0.25,1.0,5.5580626165965764e-06,0.15715377695410856,0.20579139614300285
0.36,2.36,0.5439038016802832,0.06801984923315323,4.9,1.15,0.1,0.25,1.0,5.573849087545715e-06,0.15721806091762341,0.20517319468585793
0.37,2.36,0.5423313602892723,0.06754368990415062,4.9,1.15,0.1,0.25,1.0,5.5897319414915355e-06,0.15728118789325335,0.20455874566730906
0.38,2.36,0.5407582935787498,0.06707428141648979,4.9,1.15,0.1,0.25,1.0,5.605711941927426e-06,0.1573431564683557,0.2039481365950499
0.39,2.36,0.539184613139677,0.066611573351925,4.9,1.15,0.1,0.25,1.0,5.6217898602888155e-06,0.15740396549042437,0.2033414528703516
0.4,2.36,0.537610330573254,0.06615551443877386,4.9,1.15,0.1,0.25,1.0,5.637966476080329e-06,0.15746361406561504,0.20273877772211588
0.41000000000000003,2.36,0.5360354574883383,0.06570605257654866,4.9,1.15,0.1,0.25,1.0,5.6542425770052005e-06,0.15752210155702825,0.2021401921439727
0.42,2.36,0.5344600054988864,0.06526313486116504,4.9,1.15,0.1,0.25,1.0,5.670618959096925e-06,0.15757942758275587,0.20154577483451963
0.43,2.36,0.5328839862214166,0.06482670761070858,4.9,1.15,0.1,0.25,1.0,5.687096426853246e-06,0.15763559201369023,0.2009556021408207
0.44,2.36,0.5313074112724935,0.06439671639173361,4.9,1.15,0.1,0.25,1.0,5.703675793372465e-06,0.1576905949710995,0.20036974800527108
0.45,2.36,0.5297302922662361,0.06397310604605472,4.9,1.15,0.1,0.25,1.0,5.720357880492174e-06,0.15774443682397307,0.19978828391590395
0.46,2.36,0.528152640811855,0.06355582071799136,4.9,1.15,0.1,0.25,1.0,5.737143518930346e-06,0.1577971181861438,0.19921127886021017
0.47000000000000003,2.36,0.5265744685112186,0.0631448038820216,4.9,1.15,0.1,0.25,1.0,5.7540335484288465e-06,0.15784863991319414,0.19863879928252426
0.48,2.36,0.5249957869564532,0.06273999837081003,4.9,1.15,0.1,0.25,1.0,5.7710288178994034e-06,0.15789900309915011,0.1980709090450346
0.49,2.36,0.5234166077275763,0.06234134640357526,4.9,1.15,0.1,0.25,1.0,5.7881301855720245e-06,0.15794820907297044,0.19750766939246672
0.5,2.36,0.5218369423901644,0.06194878961475783,4.9,1.15,0.1,0.25,1.0,5.805338519145949e-06,0.1579962593948353,0.19694913892047247
0.51,2.36,0.5202568024930617,0.06156226908294715,4.9,1.15,0.1,0.25,1.0,5.822654695943109e-06,0.15804315585224382,0.19639537354774755
0.52,2.36,0.5186761995661259,0.06118172536002766,4.9,1.15,0.1,0.25,1.0,5.8400796030641645e-06,0.15808890045592666,0.19584642649188805
0.53,2.36,0.5170951451180184,0.06080709850050552,4.9,1.15,0.1,0.25,1.0,5.85761413754711e-06,0.1581334954355817,0.19530234824899323
0.54,2.36,0.5155136506340358,0.06043832809097753,4.9,1.15,0.1,0.25,1.0,5.875259206528526e-06,0.1581769432354397,0.19476318657700875
0.55,2.36,0.5139317275739883,0.06007535327970308,4.9,1.15,0.1,0.25,1.0,5.89301572740747e-06,0.1582192465096685,0.19422898648279605
0.56,2.36,0.5123493873701235,0.05971811280624013,4.9,1.15,0.1,0.25,1.0,5.91088462801207e-06,0.15826040811762332,0.19369979021290348
0.5700000000000001,2.36,0.5107666414250992,0.059366545031106624,4.9,1.15,0.1,0.25,1.0,5.92886684676883e-06,0.1583004311189524,0.19317563724800463
0.58,2.36,0.5091835011100055,0.05902058796542977,4.9,1.15,0.1,0.25,1.0,5.946963332874703e-06,0.15833931876856544,0.1926565643009634
0.59,2.36,0.5075999777624384,0.058680179300545705,4.9,1.15,0.1,0.25,1.0,5.965175046471959e-06,0.15837707451147418,0.192142605318475
0.6,2.36,0.5060160826846245,0.05834525643751314,4.9,1.15,0.1,0.25,1.0,5.983502958825893e-06,0.15841370197751334,0.19163379148622373
0.61,2.36,0.5044318271416004,0.05801575651650461,4.9,1.15,0.1,0.25,1.0,6.0019480525054105e-06,0.1584492049759507,0.19113015123749214
0.62,2.36,0.5028472223594453,0.0576916164460403,4.9,1.15,0.1,0.25,1.0,6.020511321566526e-06,0.15848358748999564,0.19063171026514641
0.63,2.36,0.5012622795235702,0.057372772932030074,4.9,1.15,0.1,0.25,1.0,6.039193771738827e-06,0.15851685367121413,0.1901384915369187
0.64,2.36,0.499677009777062,0.05705916250659027,4.9,1.15,0.1,0.25,1.0,6.057996420614946e-06,0.15854900783385995,0.1896505153138969
0.65,2.36,0.4980914242190859,0.056750721556602914,4.9,1.15,0.1,0.25,1.0,6.076920297843087e-06,0.15858005444913004,0.18916779917213042
0.66,2.36,0.4965055339033452,0.05644738635198586,4.9,1.15,0.1,0.25,1.0,6.095966445322643e-06,0.15860999813935348,0.18869035802725093
0.67,2.36,0.49491934983659874,0.056149093073643755,4.9,1.15,0.1,0.25,1.0,6.115135917402976e-06,0.15863884367212247,0.18821820416200394
0.68,2.36,0.4933328829772387,0.055855777841070556,4.9,1.15,0.1,0.25,1.0,6.134429781085393e-06,0.15866659595437407,0.18775134725658194
0.6900000000000001,2.36,0.49174614423392654,0.05556737673957586,4.9,1.15,0.1,0.25,1.0,6.153849116228385e-06,0.15869326002643058,0.18728979442164528
0.7000000000000001,2.36,0.4901591444642895,0.05528382584710826,4.9,1.15,0.1,0.25,1.0,6.1733950157561585e-06,0.1587188410560086,0.18683355023391293
0.71,2.36,0.4885718944736766,0.05500506126065046,4.9,1.15,0.1,0.25,1.0,6.193068585870564e-06,0.15874334433220294,0.18638261677420215
0.72,2.36,0.48698440501397533,0.05473101912216194,4.9,1.15,0.1,0.25,1.0,6.212870946266427e-06,0.1587667752594547,0.18593699366779362
0.73,2.36,0.48539668678248854,0.05446163564404659,4.9,1.15,0.1,0.25,1.0,6.232803230350379e-06,0.15878913935151173,0.18549667812699513
0.74,2.36,0.4838087504208716,0.05419684713412377,4.9,1.15,0.1,0.25,1.0,6.252866585463244e-06,0.15881044222538798,0.18506166499577661
0.75,2.36,0.48222060651413023,0.053936590020082865,4.9,1.15,0.1,0.25,1.0,6.273062173106033e-06,0.15883068959533023,0.18463194679634487
0.76,2.36,0.480632265589678,0.05368080087340269,4.9,1.15,0.1,0.25,1.0,6.293391169169638e-06,0.15884988726679955,0.18420751377753025
0.77,2.36,0.47904373811645473,0.05342941643271837,4.9,1.15,0.1,0.25,1.0,6.31385476416827e-06,0.1588680411304734,0.18378835396485071
0.78,2.36,0.4774550345041044,0.05318237362661994,4.9,1.15,0.1,0.25,1.0,6.334454163476736e-06,0.15888515715627707,0.1833744532121245
0.79,2.36,0.4758661651022123,0.05293960959586811,4.9,1.15,0.1,0.25,1.0,6.355190587571614e-06,0.1589012413874489,0.18296579525449833
0.8,2.36,0.47427714019960154,0.05270106171501405,4.9,1.15,0.1,0.25,1.0,6.376065272276409e-06,0.1589162999346479,0.182562361762762
0.81,2.36,0.4726879700236884,0.052466667613411434,4.9,1.15,0.1,0.25,1.0,6.397079469010773e-06,0.15893033897010728,0.1821641323988182
0.8200000000000001,2.36,0.47109866473989576,0.052236365195610396,4.9,1.15,0.1,0.25,1.0,6.4182344450438764e-06,0.15894336472184223,0.1817710848721813
0.8300000000000001,2.36,0.4695092344511241,0.05201009266112416,4.9,1.15,0.1,0.25,1.0,6.439531483751988e-06,0.15895538346791555,0.18138319499737715
0.84,2.36,0.4679196891972795,0.05178778852356076,4.9,1.15,0.1,0.25,1.0,6.460971884880392e-06,0.15896640153076705,0.18100043675211985
0.85,2.36,0.4663300389548583,0.05156939162911312,4.9,1.15,0.1,0.25,1.0,6.482556964809707e-06,0.15897642527161204,0.180622782336144
0.86,2.36,0.4647402936365872,0.051354841174402546,4.9,1.15,0.1,0.25,1.0,6.504288056826693e-06,0.1589854610849127,0.1802502022305726
0.87,2.36,0.463150463091118,0.05114407672367128,4.9,1.15,0.1,0.25,1.0,6.526166511399673e-06,0.1589935153929274,0.17988266525770336
0.88,2.36,0.46156055710277716,0.050937038225321606,4.9,1.15,0.1,0.25,1.0,6.548193696458643e-06,0.15900059464034189,0.17952013864110175
0.89,2.36,0.45997058539136776,0.05073366602779958,4.9,1.15,0.1,0.25,1.0,6.570370997680176e-06,0.15900670528898583,0.17916258806588808
0.9,2.36,0.4583805576120246,0.05053390089482306,4.9,1.15,0.1,0.25,1.0,6.592699818777231e-06,0.15901185381263835,0.17880997773911483
0.91,2.36,0.4567904833551204,0.05033768401995442,4.9,1.15,0.1,0.25,1.0,6.61518158179398e-06,0.15901604669192626,0.17846227045012847
0.92,2.36,0.4552003721462225,0.05014495704051957,4.9,1.15,0.1,0.25,1.0,6.637817727405744e-06,0.15901929040931692,0.1781194276308193
0.93,2.36,0.45361023344609935,0.049955662050875906,4.9,1.15,0.1,0.25,1.0,6.660609715224181e-06,0.1590215914442095,0.17778140941566187
0.9400000000000001,2.36,0.45202007665077565,0.04976974161503264,4.9,1.15,0.1,0.25,1.0,6.68355902410781e-06,0.15902295626812601,0.17744817470145602
0.9500000000000001,2.36,0.4504299110916347,0.04958713877862805,4.9,1.15,0.1,0.25,1.0,6.706667152478034e-06,0.15902339134000523,0.17711968120668184
0.96,2.36,0.44883974603556775,0.049407797080268864,4.9,1.15,0.1,0.25,1.0,6.729935618640736e-06,0.15902290310160028,0.17679588553038472
0.97,2.36,0.44724959068516834,0.04923166056223805,4.9,1.15,0.1,0.25,1.0,6.753365961113633e-06,0.1590214979729823,0.1764767432105127
0.98,2.36,0.44565945417897157,0.04905867378057778,4.9,1.15,0.1,0.25,1.0,6.776959738959457e-06,0.15901918234815146,0.1761622087816322
0.99,2.36,0.4440693455917366,0.0488887818145553,4.9,1.15,0.1,0.25,1.0,6.800718532125165e-06,0.15901596259075568,0.17585223583195117
1.0,2.36,0.4424792739347711,0.048721930275520096,4.9,1.15,0.1,0.25,1.0,6.824643941787254e-06,0.15901184502991914,0.17554677705958519
1.01,2.36,0.4408892481562972,0.04855806531516123,4.9,1.15,0.1,0.25,1.0,6.8487375907033765e-06,0.15900683595617998,0.17524578432800458
1.02,2.36,0.4392992771418575,0.048397133633174425,4.9,1.15,0.1,0.25,1.0,6.873001123570354e-06,0.15900094161753867,0.1749492087206056
1.03,2.36,0.4377093697147598,0.04823908248434919,4.9,1.15,0.1,0.25,1.0,6.897436207388801e-06,0.1589941682156163,0.17465700059435285
1.04,2.36,0.43611953463656006,0.04808385968508639,4.9,1.15,0.1,0.25,1.0,6.922044531834432e-06,0.1589865219019236,0.17436910963244476
1.05,2.36,0.4345297806075816,0.04793141361935885,4.9,1.15,0.1,0.25,1.0,6.946827809636308e-06,0.1589780087742398,0.17408548489595896
1.06,2.36,0.43294011626747064,0.04778169324412139,4.9,1.15,0.1,0.25,1.0,6.9717877769620935e-06,0.15896863487310198,0.17380607487442867
1.07,2.36,0.43135055019578616,0.04763464809418823,4.9,1.15,0.1,0.25,1.0,6.99692619381054e-06,0.15895840617840376,0.17353082753532403
1.08,2.36,0.42976109091262293,0.04749022828658938,4.9,1.15,0.1,0.25,1.0,7.022244844411389e-06,0.1589473286061012,0.17325969037240443
1.09,2.36,0.42817174687926685,0.04734838452441612,4.9,1.15,0.1,0.25,1.0,7.047745537632811e-06,0.15893540800502723,0.17299261045290892
1.1,2.36,0.4265825264988823,0.047209068100167985,4.9,1.15,0.1,0.25,1.0,7.073430107396613e-06,0.15892265015381282,0.17272953446355752
1.11,2.36,0.42499343811722917,0.04707223089861536,4.9,1.15,0.1,0.25,1.0,7.099300413101371e-06,0.15890906075791358,0.17247040875534392
1.12,2.36,0.42340449002340963,0.046937825399191696,4.9,1.15,0.1,0.25,1.0,7.125358340053693e-06,0.15889464544674026,0.17221517938710312
1.1300000000000001,2.36,0.4218156904506423,0.04680580467792832,4.9,1.15,0.1,0.25,1.0,7.151605799907817e-06,0.15887940977089207,0.17196379216783664
1.1400000000000001,2.36,0.4202270475770644,0.046676122408944976,4.9,1.15,0.1,0.25,1.0,7.178044731113715e-06,0.158863359199491,0.17171619269778385
1.1500000000000001,2.36,0.4186385695265595,0.046548732865509604,4.9,1.15,0.1,0.25,1.0,7.204677099373944e-06,0.15884649911761528,0.17147232640822896
1.16,2.36,0.41705026436968007,0.046423590920748777,4.9,1.15,0.1,0.25,1.0,7.231504898108257e-06,0.15882883482381327,0.17123213860016848
1.17,2.36,0.41546214012436133,0.046300652047698336,4.9,1.15,0.1,0.25,1.0,7.2585301489313175e-06,0.15881037152778205,0.1709955744812127
1.18,2.36,0.41387420475689113,0.046179872319259525,4.9,1.15,0.1,0.25,1.0,7.285754902135897e-06,0.15879111434805923,0.17076257920177734
1.19,2.36,0.4122864661828944,0.04606120840774739,4.9,1.15,0.1,0.25,1.0,7.313181237185786e-06,0.15877106830981536,0.17053309788994422
1.2,2.36,0.4106989322682677,0.04594461758397919,4.9,1.15,0.1,0.25,1.0,7.340811263219753e-06,0.1587502383427631,0.1703070756848645
1.21,2.36,0.4091116108301146,0.04583005771599568,4.9,1.15,0.1,0.25,1.0,7.368647119565957e-06,0.15872862927915943,0.17008445776886352
1.22,2.36,0.4075245096377211,0.045717487267480164,4.9,1.15,0.1,0.25,1.0,7.396690976266358e-06,0.1587062458518835,0.16986518939835324
1.23,2.36,0.40593763641356695,0.04560686529587701,4.9,1.15,0.1,0.25,1.0,7.424945034611432e-06,0.15868309269259195,0.16964921593354154
1.24,2.36,0.404350998834354,0.045498151450197866,4.9,1.15,0.1,0.25,1.0,7.453411527685769e-06,0.15865917432995555,0.16943648286690222
1.25,2.36,0.40276460453209384,0.045391305968404926,4.9,1.15,0.1,0.25,1.0,7.482092720924019e-06,0.1586344951880161,0.16922693585017495
1.26,2.36,0.4011784610950578,0.04528628967486019,4.9,1.15,0.1,0.25,1.0,7.510990912681035e-06,0.1586090595845041,0.16902052072084442
1.27,2.36,0.3995925760688745,0.04518306397721962,4.9,1.15,0.1,0.25,1.0,7.540108434811351e-06,0.1585828717293236,0.16881718352687505
1.28,2.36,0.39800695695765154,0.045081590863046014,4.9,1.15,0.1,0.25,1.0,7.569447653260478e-06,0.15855593572311644,0.16861687055022656
1.29,2.36,0.3964216112250824,0.044981832896238916,4.9,1.15,0.1,0.25,1.0,7.599010968668973e-06,0.15852825555587485,0.1684195283293399
1.3,2.36,0.3948365462955502,0.044883753213267305,4.9,1.15,0.1,0.25,1.0,7.628800816989417e-06,0.15849983510560825,0.1682251036805623
1.31,2.36,0.3932517695552468,0.044787315519178666,4.9,1.15,0.1,0.25,1.0,7.658819670116271e-06,0.15847067813707405,0.1680335437184576
1.32,2.36,0.3916672883533102,0.04469248408338501,4.9,1.15,0.1,0.25,1.0,7.689070036528857e-06,0.15844078830057454,0.16784479587500206
1.33,2.36,0.39008311000297663,0.04459922373524379,4.9,1.15,0.1,0.25,1.0,7.719554461947838e-06,0.15841016913081432,0.1676588079177004
1.34,2.36,0.38849924178274375,0.044507499859452106,4.9,1.15,0.1,0.25,1.0,7.75027553000563e-06,0.15837882404581446,0.16747552796666007
1.35,2.36,0.3869156909375433,0.04441727839126702,4.9,1.15,0.1,0.25,1.0,7.781235862931073e-06,0.1583467563458787,0.16729490451065168
1.36,2.36,0.38533246467992327,0.044328525811561284,4.9,1.15,0.1,0.25,1.0,7.812438122248773e-06,0.15831396921261157,0.1671168864221769
1.37,2.36,0.3837495701912398,0.04424120914172351,4.9,1.15,0.1,0.25,1.0,7.843885009493401e-06,0.15828046570798424,0.166941422971567
1.3800000000000001,2.36,0.38216701462285824,0.04415529593841265,4.9,1.15,0.1,0.25,1.0,7.875579266939415e-06,0.15824624877344806,0.16676846384013577
1.3900000000000001,2.36,0.38058480509736325,0.044070754288176625,4.9,1.15,0.1,0.25,1.0,7.907523678346505e-06,0.15821132122909093,0.1665979591324132
1.4000000000000001,2.36,0.3790029487097769,0.043987552801944996,4.9,1.15,0.1,0.25,1.0,7.93972106972127e-06,0.15817568577283608,0.1664298593874857
1.41,2.36,0.37742145252872833,0.04390566060966241,4.9,1.15,0.1,0.25,1.0,7.97217431009661e-06,0.15813934497959137,0.16626411558999032
1.42,2.36,0.3758403235977425,0.04382504735430181,4.9,1.15,0.1,0.25,1.0,8.004886312325917e-06,0.15810230130060923,0.16610067917923352
1.43,2.36,0.37425956893657086,0.04374568318562366,4.9,1.15,0.1,0.25,1.0,8.037860033893912e-06,0.15806455706293757,0.1659395020571728
1.44,2.36,0.3726791955423817,0.04366753875450949,4.9,1.15,0.1,0.25,1.0,8.07109847774845e-06,0.158026114468674,0.16578053659695502
1.45,2.36,0.3710992103909542,0.043590585207232586,4.9,1.15,0.1,0.25,1.0,8.104604693150792e-06,0.15798697559424202,0.16562373565073502
1.46,2.36,0.36951962043792114,0.04351479417945244,4.9,1.15,0.1,0.25,1.0,8.138381776543915e-06,0.15794714238976257,0.16546905255635003
1.47,2.36,0.3679404326200666,0.043440137789920306,4.9,1.15,0.1,0.25,1.0,8.172432872439122e-06,0.1579066166785278,0.16531644114282795
1.48,2.36,0.3663616538566242,0.043366588634152416,4.9,1.15,0.1,0.25,1.0,8.206761174322593e-06,0.15786540015649006,0.16516585573526077
1.49,2.36,0.3647832910505507,0.04329411977818442,4.9,1.15,0.1,0.25,1.0,8.24136992558298e-06,0.15782349439172472,0.16501725115928723
1.5,2.36,0.36320535108979374,0.04322270475232728,4.9,1.15,0.1,0.25,1.0,8.276262420460138e-06,0.15778090082389518,0.16487058274503436
1.51,2.36,0.36162784084857497,0.04315231754483776,4.9,1.15,0.1,0.25,1.0,8.311442005015156e-06,0.15773762076375009,0.16472580633035122
1.52,2.36,0.3600507671886872,0.04308293259551243,4.9,1.15,0.1,0.25,1.0,8.346912078122204e-06,0.15769365539265057,0.1645828782633626
1.53,2.36,0.35847413696079566,0.04301452478925866,4.9,1.15,0.1,0.25,1.0,8.382676092483041e-06,0.15764900576210872,0.16444175540446412
1.54,2.36,0.35689795700573823,0.042947069449667113,4.9,1.15,0.1,0.25,1.0,8.418737555664886e-06,0.15760367279332843,0.16430239512781944
1.55,2.36,0.3553222341558291,0.042880542332574864,4.9,1.15,0.1,0.25,1.0,8.455100031162162e-06,0.15755765727675217,0.16416475532235011
1.56,2.36,0.3537469752361683,0.04281491961960819,4.9,1.15,0.1,0.25,1.0,8.491767139482723e-06,0.15751095987161778,0.16402879439220586
1.57,2.36,0.3521721870659577,0.04275017791171123,4.9,1.15,0.1,0.25,1.0,8.528742559259199e-06,0.15746358110552325,0.16389447125673912
1.58,2.36,0.3505978764598207,0.04268629422267399,4.9,1.15,0.1,0.25,1.0,8.566030028386162e-06,0.1574155213739937,0.163761745350024
1.59,2.36,0.3490240502291257,0.0426232459726673,4.9,1.15,0.1,0.25,1.0,8.6036333451839e-06,0.15736678094004838,0.1636305766199454
1.6,2.36,0.3474507151833133,0.04256101098178584,4.9,1.15,0.1,0.25,1.0,8.641556369589411e-06,0.15731735993376697,0.16350092552687256
1.61,2.36,0.3458778781312286,0.04249956746360053,4.9,1.15,0.1,0.25,1.0,8.679803024375414e-06,0.1572672583518534,0.16337275304193075
1.62,2.36,0.3443055458824579,0.04243889401872436,4.9,1.15,0.1,0.25,1.0,8.718377296398131e-06,0.15721647605719705,0.16324602064489038
1.6300000000000001,2.36,0.3427337252486697,0.04237896962839709,4.9,1.15,0.1,0.25,1.0,8.757283237874626e-06,0.1571650127784274,0.16312069032169588
1.6400000000000001,2.36,0.3411624230449604,0.04231977364809257,4.9,1.15,0.1,0.25,1.0,8.796524967690502e-06,0.15711286810946126,0.16299672456165268
1.6500000000000001,2.36,0.3395916460912043,0.04226128580115152,4.9,1.15,0.1,0.25,1.0,8.836106672738845e-06,0.15706004150904102,0.16287408635428935
1.6600000000000001,2.36,0.33802140121340807,0.04220348617244229,4.9,1.15,0.1,0.25,1.0,8.876032609291221e-06,0.15700653230026151,0.16275273918591002
1.67,2.36,0.33645169524507085,0.04214635520205251,4.9,1.15,0.1,0.25,1.0,8.916307104401656e-06,0.1569523396700858,0.1626326470358541
1.68,2.36,0.3348825350285483,0.04208987367901469,4.9,1.15,0.1,0.25,1.0,8.956934557344501e-06,0.15689746266884566,0.16251377437247924
1.69,2.36,0.3333139274164225,0.042034022735068365,4.9,1.15,0.1,0.25,1.0,8.997919441087147e-06,0.1568419002097279,0.16239608614888384
1.7,2.36,0.33174587927287674,0.04197878383846107,4.9,1.15,0.1,0.25,1.0,9.039266303798535e-06,0.15678565106824227,0.16227954779838255
1.71,2.36,0.3301783974750757,0.04192413878779031,4.9,1.15,0.1,0.25,1.0,9.08097977039453e-06,0.1567287138816719,0.16216412522975013
1.72,2.36,0.3286114889145514,0.041870069705888524,4.9,1.15,0.1,0.25,1.0,9.123064544121145e-06,0.15667108714850286,0.1620497848222465
1.73,2.36,0.32704516049859483,0.04181655903375304,4.9,1.15,0.1,0.25,1.0,9.165525408176713e-06,0.15661276922783285,0.16193649342043676
1.74,2.36,0.3254794191516538,0.04176358952452276,4.9,1.15,0.1,0.25,1.0,9.208367227374122e-06,0.1565537583387562,0.16182421832881874
1.75,2.36,0.3239142718167368,0.04171114423750333,4.9,1.15,0.1,0.25,1.0,9.251594949844263e-06,0.15649405255972473,0.16171292730627093
1.76,2.36,0.32234972545682383,0.041659206532242,4.9,1.15,0.1,0.25,1.0,9.295213608781835e-06,0.15643364982788266,0.16160258856033144
1.77,2.36,0.32078578705628347,0.0416077600626538,4.9,1.15,0.1,0.25,1.0,9.339228324234782e-06,0.15637254793837368,0.1614931707413205
1.78,2.36,0.3192224636222976,0.04155678877120014,4.9,1.15,0.1,0.25,1.0,9.383644304938598e-06,0.15631074454361993,0.16138464293631655
1.79,2.36,0.3176597621862931,0.04150627688312097,4.9,1.15,0.1,0.25,1.0,9.428466850196781e-06,0.15624823715257002,0.16127697466299654
1.8,2.36,0.3160976898053815,0.04145620890072144,4.9,1.15,0.1,0.25,1.0,9.47370135180882e-06,0.15618502312991586,0.16117013586335047
1.81,2.36,0.3145362535638063,0.041406569597714174,4.9,1.15,0.1,0.25,1.0,9.519353296047077e-06,0.15612109969527616,0.16106409689727968
1.82,2.36,0.31297546057439934,0.04135734401361754,4.9,1.15,0.1,0.25,1.0,9.565428265684015e-06,0.15605646392234576,0.1609588285360875
1.83,2.36,0.3114153179800449,0.041308517448211055,4.9,1.15,0.1,0.25,1.0,9.611931942071232e-06,0.1559911127380087,0.16085430195587164
