Time,OCT4_Gene,NANOG_Gene,SOX2_Gene,GATA6_Gene,CDX2_Gene,GCNF_Gene,targetGene,degradation,p53,A,SG,SN,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein,a0,a1,a2,a3,b0,b1,b2,b3,b4,b5,gamma1,c0,c1,c2,d0,d1,d2,d3,gamma2,e0,e1,e2,e3,f0,f1,f2,f3,f4,gamma3,g0,g1,h0,h1,gamma4,i0,i1,i2,j0,j1,gamma5,p0,p1,p2,q0,q1,q2,q3,gammag,gamman,cell,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12
0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.10518386720678508,0.010000295642894019,0.010004715317033829,0.02285257151142738,0.012140021939060365,0.010266817147492224,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9573226382073776,0.010518386720678508,0.0010054111349301136,0.0010000295642894018,0.001080049606739581,0.0010004715317033829,0.0245279027038125,0.0012140021939060367,0.004483570170231411,0.0010266817147492225,0.16346376819041733,0.0022852571511427383
0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.1146468520719593,0.010000351865427144,0.010005536008780333,0.024494941472933508,0.012375177714926699,0.010302293006594354,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9572572973197477,0.01146468520719593,0.0010058979523315794,0.0010000351865427145,0.0010850761343132464,0.0010005536008780333,0.024955661571182723,0.00123751777149267,0.004669794331427767,0.0010302293006594354,0.16972156489744106,0.002449494147293351
0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.12409971310768975,0.010000412894925289,0.010006403782921358,0.026197728684320045,0.012614404596009914,0.01033962585137589,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9571895158311063,0.012409971310768975,0.0010063842533363616,0.0010000412894925288,0.0010896489602991583,0.0010006403782921358,0.025389532079520598,0.0012614404596009916,0.004862341543229964,0.001033962585137589,0.17587965360622382,0.0026197728684320045
0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.13354243634839105,0.010000478721415315,0.01000731416095394,0.027959862263880184,0.01285775942394282,0.010378877623221804,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9571192297281682,0.013354243634839107,0.0010068700381328395,0.0010000478721415315,0.0010937528492832645,0.001000731416095394,0.02582954476159916,0.001285775942394282,0.00506110394616258,0.0010378877623221803,0.18194037596720325,0.0027959862263880184
0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.14297500616580475,0.010000549334952575,0.010008262228038921,0.029780338503972534,0.013105299805246315,0.0104201072421076,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9570463754592132,0.014297500616580475,0.0010073553067618687,0.0010000549334952577,0.0010973740222978707,0.001000826222803892,0.026275728852838298,0.0013105299805246315,0.005265980338109522,0.00104201072421076,0.18790600226774776,0.0029780338503972536
0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.15239740684365738,0.01000062472559196,0.010009243103636411,0.03165815437665961,0.013357083292812932,0.010463373561578585,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9569708888825856,0.01523974068436574,0.0010078400592106545,0.001000062472559196,0.0011005003237501275,0.001000924310363641,0.026728110697015552,0.0013357083292812933,0.005476869508685438,0.0010463373561578587,0.19377873422734154,0.003165815437665961
0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.1618096221324284,0.010000704883396324,0.010010251781838305,0.033592327527196465,0.013613167663849011,0.010508734496758345,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9568927055791726,0.01618096221324284,0.0010083242953839386,0.0010000704883396324,0.0011031212677897048,0.0010010251781838305,0.027186714209833703,0.0013613167663849013,0.00569367225726856,0.0010508734496758345,0.1995607076498061,0.003359232752719647
0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.17121163432853648,0.010000789798447526,0.010011283045120752,0.03558192640553486,0.013873611089347695,0.010556245580935606,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.956811761377708,0.017121163432853647,0.0010088080150516122,0.0010000789798447526,0.0011052280428494059,0.0010011283045120753,0.027651561135606212,0.0013873611089347696,0.005916294397547389,0.0010556245580935605,0.20525399457566532,0.0035581926405534865
0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.1806034263454825,0.010000879460818232,0.01001233179881939,0.03762599665867945,0.0141384715199247,0.010605963401678528,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9567279911264533,0.01806034263454825,0.001009291217967959,0.001000087946081823,0.00110681368329839,0.001001233179881939,0.028122669849841166,0.00141384715199247,0.006144639418694614,0.001060596340167853,0.21086060615108698,0.0037625996658679456
0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.18998497875202872,0.010000973860608404,0.010013392674239218,0.03972366346477226,0.014407807437018026,0.010657940797480173,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9566413304256165,0.01899849787520287,0.0010097739037020885,0.0010000973860608403,0.0011078729191263638,0.0010013392674239217,0.02860005669926982,0.0014407807437018026,0.006378618688983396,0.0010657940797480173,0.21638249404689835,0.003972366346477226
0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.1993562736946586,0.010001072987900058,0.010014460475374088,0.04187399892458422,0.014681676983665999,0.010712233114054642,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9565517133776662,0.01993562736946586,0.0010102560718588146,0.0010001072987900058,0.0011084024422505705,0.001001446047537409,0.029083734337469722,0.0014681676983666,0.006618138262555713,0.0010712233114054642,0.22182155388746674,0.004187399892458422
0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.20871729129901304,0.010001176832793144,0.010015529900724721,0.0440761390196363,0.014960138551968767,0.010768892624345763,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9564590746170678,0.020871729129901304,0.0010107377218812508,0.0010001176832793144,0.0011084006913984238,0.001001552990072472,0.0295737127643515,0.0014960138551968769,0.006863110507468158,0.0010768892624345764,0.2271796258535306,0.00440761390196363
0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.21806801085282318,0.010001285385394595,0.010016595615588745,0.04632924584476348,0.015243250620502129,0.01082797033985002,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9563633486569335,0.02180680108528232,0.001011218853114488,0.0010001285385394596,0.0011078679081445528,0.0010016595615588745,0.030069998972937707,0.001524325062050213,0.007113450356831377,0.001082797033985002,0.2324584972068912,0.0046329245844763485
0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.2274084126443188,0.010001398635803353,0.01001765231705331,0.048632450593110305,0.015531071577106655,0.010889518768870126,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9562644688903027,0.02274084126443188,0.001011699464903573,0.0010001398635803352,0.0011068062410881623,0.001001765231705331,0.03057259657402912,0.0015531071577106655,0.00736906967050397,0.0010889518768870128,0.23765990503332526,0.0048632450593110305
0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.23673847428423378,0.010001516574129255,0.010018694827571143,0.05098496013127926,0.015823659686760114,0.010953586667366184,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9561623695430398,0.023673847428423378,0.0010121795564103963,0.0010001516574129254,0.0011052194758238562,0.0010018694827571143,0.031081505702938165,0.0015823659686760114,0.007629887754777613,0.0010953586667366184,0.2427855357438011,0.005098496013127927
0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.24605817389022466,0.010001639190483655,0.010019717872985019,0.05338596944875335,0.016121073363142148,0.011020223414030084,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9560569840407337,0.02460581738902247,0.0010126591267654228,0.0010001639190483655,0.0011031131762914757,0.001001971787298502,0.031596723462011,0.001612107336314215,0.007895822752182442,0.0011020223414030083,0.24783702915294795,0.005338596944875335
0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.2553674888852797,0.010001766474980021,0.010020716225266266,0.05583469274006136,0.01642337095693782,0.011089477431883082,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9559482456179755,0.02553674888852797,0.0010131381750140048,0.0010001766474980022,0.0011004945552134772,0.0010020716225266266,0.03211824349584016,0.0016423370956937821,0.008166794692590169,0.0011089477431883083,0.25281597909529546,0.005583469274006136
0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.2646663954151244,0.010001898417721696,0.010021685021445095,0.058330370271384366,0.01673061016854257,0.011161395734330112,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9558360875537019,0.02646663954151244,0.0010136167001081504,0.0010001898417721696,0.0010973723821035622,0.0010021685021445095,0.03264605490170107,0.001673061016854257,0.008442726114022265,0.0011161395734330113,0.25772393383395603,0.005833037027138437
0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.27395486944441017,0.010002035008826867,0.010022619124765684,0.0608722567338048,0.017042849228313797,0.01123602473096666,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9557204427710342,0.02739548694444102,0.001014094700923601,0.0010002035008826867,0.001093756926710995,0.0010022619124765684,0.0331801443159827,0.0017042849228313798,0.008723541033810437,0.001123602473096666,0.26256239987984464,0.006087225673380481
0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.2832328861559553,0.010002176238404306,0.010023513686096486,0.06345962078712512,0.017360145811250775,0.011313410049210751,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.955601244017743,0.028323288615595535,0.0010145721762655584,0.0010002176238404308,0.0010896598675466495,0.0010023513686096487,0.03372049393181639,0.0017360145811250777,0.00900916480019776,0.0011313410049210752,0.2673328416087286,0.006345962078712512
0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,25.0,0.0,0.0,0.29250042013038086,0.010002322096552647,0.01002436413515939,0.0660917400640636,0.017682557026505598,0.011393596785823863,0.1,0.0,0.001,1.0,0.005,0.025,1.0,0.001,0.005,0.025,10.0,10.0,0.1,0.001,0.005,0.025,0.001,0.005,0.025,0.05,0.1,0.001,0.1,0.1,1.0,0.001,0.1,0.1,10.0,1.0,0.1,0.001,2.0,2.0,5.0,0.1,0.001,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.00025,1.0,0.00025,15.0,10.0,0.1,0.01,1.0,0.9554784237922399,0.02925004201303809,0.0010150491248807464,0.0010002322096552647,0.0010850942046882806,0.001002436413515939,0.03426708146360105,0.00176825570265056,0.009299523603738882,0.0011393596785823864,0.2720366827400291,0.0066091740064063605
