Time,Exposed_Human,Infected_Human,Recovered,Susceptible_Human,Exposed_Mosquito,Infected_Mosquito,Susceptible_Mosquito,Capital_lambda_h,Psi_h,Psi_v,sigma_v,sigma_h,Beta_hv,Beta_vh,Beta_tilde_vh,v_h,v_v,gamma_h,delta_h,rho_h,u_1h,u_2h,u_1v,u_2v,N_h,N_v,f_h,f_v,lambda_h,lambda_v,Baseline_dummy_variable,Human,Mosquito,Human_Immigration,Human_Birth,Human_Loss_of_Immunity,Human_Infection,Human_Susceptible_natural_death,Human_disease_progression,Human_Exposed_natural_death,Human_Recovery,Human_disease_induced_death,Human_Infectious_natural_death,Human_Recovered_natural_death,Mosquito_birth,Mosquito_infection,Mosquito_Susceptible_death,Mosquito_disease_progression,Mosquito_Exposed_death,Mosquito_Infected_death
100.0,0.8388381901564665,22.08012384706742,6.224504955712862,593.0440562545975,24.853171042529254,15.816541029851871,2384.3308993822707,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,622.1875232475343,2425.000611454652,0.00013323750464950683,0.1300000244581861,0.0001420625917776879,0.0022244973296479923,0.0,1.0,1.0,0.041,0.034220313778614384,0.01680616338042473,0.08424937566988107,0.07901571020258433,0.08388381901564666,0.0001117647072611561,0.07728043346473597,0.00039744222924721357,0.002941900603735332,0.0008293375079776708,315.25007948910473,5.3039377186730565,309.96307523610403,2.062813196529928,3.2309128433922853,2.056150720724647
110.0,0.8413976572318456,22.113438788521865,6.813158316786779,592.3388488730311,24.955139226493642,15.882503865391215,2384.1625891741123,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,622.1068436355716,2425.000232265997,0.00013322136872711432,0.13000000929063987,0.00014266930903824627,0.002233752597831471,0.0,1.0,1.0,0.041,0.03421587639995644,0.018395527455324304,0.08450857428522553,0.07891219219710852,0.08413976572318456,0.00011209214754021383,0.07739703575982652,0.0003980418981933936,0.0029459825826701437,0.000907658276316857,315.2500301945796,5.325629377220279,309.9411587430306,2.0712765557989723,3.244168331293385,2.0647256500594815
120.0,0.8439655495765932,22.148081643155678,7.386541781014855,591.6477322648857,25.056872894905986,15.947770122697813,2383.995446377292,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,622.0263212386329,2425.000089394896,0.00013320526424772657,0.13000000357579583,0.00014326985855253894,0.002242989717705141,0.0,1.0,1.0,0.041,0.03421144766812481,0.01994366280874011,0.08476528691452061,0.07881059251791228,0.08439655495765933,0.00011242065404732788,0.07751828575104487,0.0003986654695768022,0.002950241067856774,0.0009839262498169566,315.25001162133645,5.3472772732801435,309.9194165537289,2.079720450277197,3.25739356593604,2.0732101729766854
130.0,0.8465306071191898,22.184004307687193,7.945127112254041,590.9702934508691,25.158392514775677,16.012739232940913,2383.828905466336,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.9459554779296,2425.0000372140526,0.00013318919109558592,0.1300000014885621,0.00014386782890190778,0.00225220861974407,0.0,1.0,1.0,0.041,0.03420702755128613,0.02145184320308591,0.08502161306429987,0.0787108553462423,0.08465306071191898,0.00011274872679986014,0.07764401507690517,0.00039931207753836947,0.002954669589001851,0.0010582050532327242,315.25000483782685,5.368880008886354,309.89776125910106,2.0881465787263815,3.270591064370668,2.0816561241182754
140.0,0.8490895366334152,22.221162452395887,8.489371102185975,590.3061226940804,25.259706535251393,16.0775601290672,2383.6627465345045,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.8657457852956,2425.000013198823,0.00013317314915705912,0.13000000052795294,0.00014446455814667012,0.0022614094402097374,0.0,1.0,1.0,0.041,0.03420261601819126,0.022921301975902135,0.08527831318627437,0.078612925325864,0.08490895366334153,0.00011307592750978002,0.0777740685833856,0.000399980924143126,0.0029592621817161593,0.0011305562840410403,315.250001715847,5.390437437289399,309.8761583079473,2.096555642425866,3.283761862918617,2.0900828252669315
150.0,0.851655175888635,22.259504649625864,9.01971644842183,589.6548153268636,25.360794460416184,16.142205659636808,2383.497006607145,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.7856916008,2425.000006727198,0.00013315713832015997,0.13000000026908792,0.00014505980182061195,0.002270591470464467,0.0,1.0,1.0,0.041,0.034198213038044,0.024353234410738944,0.08553521065388438,0.07851674780562756,0.08516551758886351,0.00011340396605688314,0.07790826627369053,0.00040067108369326555,0.002964011939568475,0.0012010396307311276,315.2500008745358,5.411947973079773,309.85461150029914,2.1049459402145434,3.296903286678387,2.0984867400964577
160.0,0.8542240650550667,22.298994277920784,9.536591753794628,589.0159822779776,25.461666564174596,16.206703313015478,2383.331636751342,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.7057923747481,2425.0000066285324,0.0001331411584749496,0.1300000002651413,0.00014565380643402192,0.002279755315215959,0.0,1.0,1.0,0.041,0.03419381858061114,0.025748797735245497,0.08579241986926184,0.07842227024075032,0.08542240650550667,0.0001137323816186123,0.07804647997272275,0.00040138189700257413,0.0029689139309886457,0.0012697128740028682,315.2500008617092,5.433412966806223,309.83311340959415,2.1133183248264915,3.3100166600936367,2.1068714349890785
170.0,0.8567923595715083,22.33959613064173,10.040412321632658,588.3892467537373,25.562333868212985,16.271084246437386,2383.1665865288883,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.6260475655832,2425.000004643539,0.00013312520951311665,0.13000000018574157,0.00014624685153478696,0.0022889015871615367,0.0,1.0,1.0,0.041,0.03418943261610708,0.02710911326840818,0.08605007481465896,0.07832944174935617,0.08567923595715084,0.00011406066237719463,0.07818858645724606,0.00040211273035155114,0.0029739634153300902,0.0013366319939154257,315.25000060366006,5.454833782376314,309.8116566914086,2.121673711061678,3.323103407615676,2.1152409550590767
180.0,0.8593630054766087,22.381271284996885,10.531580680332496,587.7742416682781,25.662794711331763,16.335339003235454,2383.0018677736457,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.546456639084,2425.0000014882125,0.00013310929132781679,0.1300000000595285,0.00014683885157972342,0.0022980304076458007,0.0,1.0,1.0,0.041,0.03418505511514962,0.028435267836897742,0.08630809463471278,0.07823821276920942,0.08593630054766088,0.00011438920065233412,0.07833444949748909,0.00040286288312994394,0.0029791551597615506,0.001401851240920785,315.25000019346766,5.476210753620576,309.79024295243045,2.1300119610405366,3.336163314000797,2.1235940713930272
190.0,0.8619389303469611,22.42398233857088,11.010486852524602,587.1706109473579,25.763047455776633,16.39945029211349,2382.8375027383245,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.4670190688004,2425.000000486215,0.00013309340381376005,0.1300000000194486,0.00014742965052389628,0.002307141923968687,0.0,1.0,1.0,0.041,0.03418068604878402,0.029728314501816427,0.08656635796987164,0.07814853523038891,0.08619389303469611,0.00011471838611946849,0.07848393818499809,0.00040363168209427586,0.0029844841365000378,0.0014654231728491527,315.25000006320795,5.497544300572439,309.7688754023251,2.1383329388294605,3.349196169752018,2.1319285382937
200.0,0.8645183118975243,22.46769649053678,11.477508683718895,586.57801084999,25.86309911846233,16.463426994252075,2382.673474515894,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.3877343361432,2425.0000006286086,0.00013307754686722864,0.13000000002514434,0.00014801932763400293,0.0023162366163467633,0.0,1.0,1.0,0.041,0.03417632538848788,0.030989273446041018,0.0868248827709064,0.0780603627301753,0.08645183118975243,0.00011504797616912017,0.07863693771687874,0.0004044185368296621,0.0029899459327180767,0.001527398699776625,315.2500000817191,5.51883554647188,309.74755174697697,2.1466372268323735,3.3622028860504134,2.1402455096667317
210.0,0.8671005034270252,22.512380994497544,11.933012370238027,585.9961080614283,25.962954498802123,16.527275173205343,2382.50977154188,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.3086019295908,2425.0000012138876,0.00013306172038591817,0.1300000000485555,0.00014860793687009,0.0023253148562140964,0.0,1.0,1.0,0.041,0.0341719731061275,0.03221913339964268,0.08708367263291118,0.07797365027810607,0.08671005034270252,0.00011537788473349571,0.07879333348074141,0.0004052228579009558,0.0029955361451110907,0.001587827155370315,315.2500001578054,5.540085366841587,309.7262704161284,2.1549252234005762,3.37518408610492,2.1485457733191846
220.0,0.8696850591359043,22.558003924644986,12.377352741102166,585.4245796197455,26.062617872509858,16.591001115104866,2382.346382368139,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.2296213446285,2425.0000013557537,0.0001330459242689257,0.13000000005423015,0.00014919553421910648,0.002334376984201683,0.0,1.0,1.0,0.041,0.03416762917395457,0.03341885240097585,0.08734273290136377,0.07788835428525633,0.08696850591359044,0.0001157080525156117,0.07895301373625745,0.00040604407064360977,0.0030012504818164457,0.0016467563354424588,315.250000176248,5.561294563396325,309.7050298370531,2.1631972834183184,3.3881403248396613,2.156830145863365
230.0,0.8722719849630657,22.60453408115506,12.810873553131112,584.8631124643434,26.16209255111732,16.654607314627466,2382.18330102779,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.1507920835927,2425.000000893535,0.00013303015841671854,0.13000000003574141,0.00014978214158293445,0.0023434233035331807,0.0,1.0,1.0,0.041,0.0341632935645976,0.034589358593454,0.08760204951777,0.07780443250322668,0.08722719849630657,0.00011603848034210216,0.07911586928404271,0.00040688161346079106,0.0030070847497521706,0.0017042325382295817,315.2500001161595,5.582463860916121,309.6838292187553,2.1714536817427375,3.4010720325803216,2.1650989514968297
240.0,0.8748614447857045,22.6519412211115,13.233907910502856,584.3114030790699,26.26138150899154,16.718093275574194,2382.0205255686355,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,621.0721136554699,2425.0000003532014,0.00013301442273109398,0.13000000001412806,0.00015036775396269056,0.0023524541067866107,0.0,1.0,1.0,0.041,0.034158966251050846,0.03573155135835771,0.08786159329578809,0.07772184397575806,0.08748614447857045,0.00011636919004786133,0.07928179427389025,0.000407734941980007,0.0030130348852648184,0.0017603006211919954,315.2500000459162,5.6035939678239375,309.66266835757597,2.179694665246298,3.4139795965399227,2.1733521260608395
250.0,0.8774533321458178,22.700196213842606,13.64677868262712,583.769157347051,26.360488104583233,16.78146021334998,2381.8580516623747,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.9935855756664,2424.9999999803076,0.00013299871711513328,0.1299999999992123,0.00015095238175898715,0.0023614696954466713,0.0,1.0,1.0,0.041,0.034154647206661656,0.036846302443093226,0.08812134469897427,0.07764054901854016,0.08774533321458178,0.0001167001675037927,0.07945068674844913,0.0004086035318491669,0.0030190969747028724,0.0018150040575435557,315.24999999744,5.62468560785635,309.6415467142325,2.1879205126804084,3.426863453575056,2.1815898277222785
260.0,0.8800473962128305,22.749270836697846,14.049799149462409,583.2360899832527,26.45941584952088,16.84471143200339,2381.6958722658965,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.9152073656257,2424.999999547421,0.00013298304147312513,0.12999999998189685,0.00015153605417418827,0.0023704703662446305,0.0,1.0,1.0,0.041,0.034150336405109415,0.03793445770354851,0.08838129572804392,0.07756050914286623,0.08800473962128305,0.00011703137938888661,0.07962244792844246,0.00040948687506056126,0.0030252672271599457,0.0018683850229820377,315.24999994116473,5.645739486613464,309.6204633514503,2.196131515510233,3.4397240599587158,2.1898124858554984
270.0,0.8826435152074055,22.799137871116674,14.443271669283725,582.711925497986,26.558167939807067,16.90784726782503,2381.5339843308466,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.8369785535939,2424.9999995384787,0.00013296739571071878,0.12999999998153916,0.00015211877371222113,0.0023794564072401334,0.0,1.0,1.0,0.041,0.03414603382044767,0.03899683350706606,0.0886414235342408,0.07748168718304559,0.08826435152074055,0.00011736280955808292,0.07979698254890837,0.0004103844816801001,0.003031541987172005,0.0019204842194070627,315.2499999400022,5.666756298076156,309.5994179190449,2.2043279390039867,3.4525618316846325,2.198020144505121
280.0,0.8852414718229884,22.84977065295658,14.827491237993655,582.1963953098076,26.65674762078699,16.97087207892977,2381.372379679738,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.7588986725807,2424.999999379455,0.00013295177973451613,0.1299999999751782,0.00015270057908235054,0.0023884280890195363,0.0,1.0,1.0,0.041,0.03414173942699194,0.04003422634258287,0.08890172670346469,0.07740404691145882,0.08852414718229884,0.00011769442917366881,0.07997419728534803,0.00041129587175321844,0.003037917674836094,0.0019713413490892004,315.2499999193291,5.687736682042383,309.578409299256,2.2125100525253205,3.4653771900406403,2.2062133698396225
290.0,0.8878411311155249,22.901143724407742,15.202740755166692,581.689241652383,26.755157915337293,17.033786345844415,2381.211055238594,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.680967263073,2424.9999994997756,0.00013293619345261458,0.12999999997999104,0.00015328147410212985,0.0023973856817376834,0.0,1.0,1.0,0.041,0.034137453199469016,0.04104740003895007,0.08916218442982729,0.07732755355760586,0.08878411311155249,0.00011802622036116157,0.0801540030354271,0.0004122205870393394,0.003044390872433998,0.0020209944860387873,315.24999993497084,5.708681289024485,309.55743713337165,2.2206781069729953,3.478170528458505,2.214392224618946
300.0,0.8904423558055358,22.953232033859894,15.56929712921455,581.190212350683,26.85340173296186,17.09659289393606,2381.0500050160167,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.603183869563,2424.9999996429146,0.0001329206367739126,0.1299999999857166,0.00015386148370458584,0.00240632943689356,0.0,1.0,1.0,0.041,0.03413317511282597,0.04203710224887929,0.08942278838685941,0.07725217311241828,0.08904423558055358,0.00011835816494413465,0.08033631211850963,0.00041315817660947813,0.0030509582179600258,0.0020694808885374475,315.24999995357894,5.7295907177856,309.5365006180727,2.2288323438358346,3.4909422249014836,2.22255707596749
310.0,0.8930450222112745,23.006011526124784,15.927426613436477,580.6990648814167,26.95148186678125,17.159293635928407,2380.8892242842935,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.5255480431892,2424.999999787003,0.00013290510960863784,0.12999999999148015,0.00015444062461583227,0.002415259599262146,0.0,1.0,1.0,0.041,0.03412890514237541,0.043004051856278494,0.0896835262941157,0.07717787286769819,0.08930450222112746,0.00011869024656243784,0.08052104034143674,0.0004141082074702461,0.0030576164835372,0.0021168363798423104,315.24999997231043,5.750465553732444,309.51559913667336,2.236972994942844,3.50369264245194,2.230708172524498
320.0,0.8956490099910462,23.059458783696936,16.27738826282575,580.2155632832887,27.049401016005945,17.221890325916455,2380.728708585462,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.4480593398025,2424.999999927384,0.00013288961186796048,0.12999999999709538,0.00015501891214165765,0.0024241764056629504,0.0,1.0,1.0,0.041,0.034124643263689136,0.043948948309629525,0.08994438542783453,0.0771046210044663,0.08956490099910464,0.0001190224493076332,0.08070810574293928,0.00041507025810654484,0.003064362527650718,0.002163095808471009,315.24999999055996,5.7713063636373025,309.49473210919496,2.2451002843284935,3.5164221320022047,2.238845742319116
330.0,0.898254208062778,23.113551080973874,16.61943319439452,579.7394788369422,27.14716176793942,17.28438478272901,2380.5684534605407,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.3707173203734,2425.000000011209,0.00013287414346407466,0.13000000000044837,0.00015559636217841706,0.0024330800830299703,0.0,1.0,1.0,0.041,0.03412038945262054,0.044872469624865206,0.09020535391823961,0.07703238668276774,0.08982542080627781,0.00011935475850934234,0.08089742878340857,0.00041604391945752975,0.0030711933022975406,0.002208292950563582,315.2500000014572,5.7921136904043005,309.47389895093767,2.253214426738972,3.5291310298442964,2.2469700217625213
340.0,0.9008605043831106,23.168266467931204,16.953803967012526,579.2705906120189,27.244766620676103,17.346778639298936,2380.4084547703005,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.2935215513456,2425.0000000302757,0.00013285870431026912,0.13000000000121104,0.00015617298895540975,0.002441970850510951,0.0,1.0,1.0,0.041,0.034116143685324014,0.04577527071093382,0.0904664195498445,0.07696114011375717,0.09008605043831107,0.00011968715937663558,0.08108893263775921,0.0004170287964227617,0.003078105864044395,0.0022524604281875847,315.25000000393584,5.812888058858889,309.45309912302184,2.2613156295161168,3.5418196607208876,2.2550812231298694
350.0,0.9034677681007182,23.22358356334869,17.28073692042022,578.8086833514672,27.34221802798252,17.409073359020724,2380.248708641914,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.2164716033368,2425.0000000289174,0.00013284329432066734,0.1300000000011567,0.0001567488051814337,0.0024508489221293684,0.0,1.0,1.0,0.041,0.03411190593818352,0.0466579896851346,0.09072756954398127,0.0768908522778169,0.09034677681007182,0.00012001963462704013,0.08128254247172041,0.0004180245041402764,0.0030850973464865423,0.002295630020797406,315.2500000037593,5.833629981974856,309.432332126202,2.2694040963225492,3.554488343669354,2.263179536692831
360.0,0.9060758892314882,23.279481742079156,17.60045968546814,578.3535497357356,27.439518305938595,17.47127043518073,2380.0892112638326,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,620.1395670525144,2425.000000004952,0.00013282791341050288,0.1300000000001981,0.00015732382384102837,0.002459714500738352,0.0,1.0,1.0,0.041,0.03410767618788829,0.04752124115076398,0.0909887919764583,0.07682149522495525,0.09060758892314882,0.00012035216975818451,0.08147818609727704,0.0004190306713574248,0.003092164985078273,0.002337832335086409,315.2500000006438,5.854339945996555,309.4115974647697,2.2774800193929035,3.567137379777453,2.271265156576956
