Time,Exposed_Human,Infected_Human,Recovered,Susceptible_Human,Exposed_Mosquito,Infected_Mosquito,Susceptible_Mosquito,Capital_lambda_h,Psi_h,Psi_v,sigma_v,sigma_h,Beta_hv,Beta_vh,Beta_tilde_vh,v_h,v_v,gamma_h,delta_h,rho_h,u_1h,u_2h,u_1v,u_2v,N_h,N_v,f_h,f_v,lambda_h,lambda_v,Baseline_dummy_variable,Human,Mosquito,Human_Immigration,Human_Birth,Human_Loss_of_Immunity,Human_Infection,Human_Susceptible_natural_death,Human_disease_progression,Human_Exposed_natural_death,Human_Recovery,Human_disease_induced_death,Human_Infectious_natural_death,Human_Recovered_natural_death,Mosquito_birth,Mosquito_infection,Mosquito_Susceptible_death,Mosquito_disease_progression,Mosquito_Exposed_death,Mosquito_Infected_death
4740.0,1.5758254184737848,42.808154833207595,52.161037484595454,500.40176046909636,53.299327950596094,34.019318712963596,2337.681353335983,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.9467782053732,2424.999999999543,0.00012818935564107463,0.12999999999998174,0.00031540744910639213,0.00485730711549461,0.0,1.0,1.0,0.041,0.03283207280129553,0.14083480120840774,0.15783044279790553,0.06414617923619283,0.1575825418473785,0.00020200404499698125,0.14982854191622658,0.0007705467869977367,0.0054875497842522365,0.006686489784720232,315.2499999999406,11.354836271317941,303.89857593363513,4.423844219899476,6.928912633576519,4.422511432684646
4750.0,1.5762837917701447,42.82307366827056,52.18405003477628,500.3287957137678,53.320070575142324,34.03261387875181,2337.64731554565,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.9122032085849,2424.9999999995443,0.00012818244064171698,0.1299999999999818,0.0003155446468110936,0.004859263360119213,0.0,1.0,1.0,0.041,0.03283017117647217,0.14089693509389595,0.15787607313292065,0.06413336615792178,0.15762837917701447,0.00020205190357307714,0.14988075783894697,0.0007708153260288701,0.005489166098578965,0.006689078896027099,315.24999999994077,11.359243949312015,303.89415102089197,4.425565857736813,6.931609174767532,4.424239804237116
4760.0,1.5767396299830183,42.83791005019996,52.20693778307813,500.25610458747786,53.34070839392709,34.045841850144214,2337.6134497554767,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.877692050739,2424.999999999548,0.0001281755384101478,0.12999999999998194,0.0003156812078515168,0.0048612097784942925,0.0,1.0,1.0,0.041,0.032828273062790646,0.14095873201431097,0.15792145133126972,0.06412059554846318,0.15767396299830183,0.0002020994510056906,0.14993268517569985,0.0007710823809035993,0.005490772185049861,0.006691652359091128,315.2499999999412,11.3636293602911,303.8897484681697,4.427278796695949,6.934292091209558,4.425959440518133
4770.0,1.5771929479969673,42.852664441931644,52.22970135070025,500.1836858784145,53.361241967660696,34.059002986218786,2337.579755045675,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.8432446190434,2424.9999999995543,0.0001281686489238087,0.12999999999998219,0.0003158171354851687,0.00486314642265757,0.0,1.0,1.0,0.041,0.032826378454047386,0.1410201936468907,0.15796657889053428,0.06410786723276711,0.15771929479969674,0.00020214668923693014,0.14998432554676075,0.0007713479599547696,0.005492368104307717,0.006694210255813277,315.2499999999421,11.367992623427133,303.8853681558961,4.428983083315838,6.93696145579494,4.427670388207836
4780.0,1.5776437606051879,42.86733730406939,52.252341356319654,500.11153837986916,53.38167185434237,34.07209764432582,2337.5462305008946,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.8088608008634,2424.999999999563,0.00012816177216017267,0.12999999999998252,0.00031595243295443303,0.004865073344399421,0.0,1.0,1.0,0.041,0.032824487344047484,0.14108132166206308,0.15801145729970398,0.06409518103651424,0.1577643760605188,0.00020219362019660008,0.15003568056424285,0.000771612071473249,0.005493953916677411,0.006696752667744207,315.2499999999432,11.372333857311245,303.8810099650754,4.430678763910417,6.939617341063575,4.429372693761762
4790.0,1.5780920825090288,42.88192909486315,52.27485841604482,500.039660890305,53.4019986092324,34.08512618006992,2337.512875210272,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.774540483722,2424.9999999995744,0.0001281549080967444,0.129999999999983,0.0003160871034863968,0.004866990595260086,0.0,1.0,1.0,0.041,0.032822599726604715,0.14114211772332103,0.1580560880391366,0.06408253678612427,0.1578092082509029,0.00020224024580214458,0.15008675183202103,0.0007718747237075368,0.005495529682163297,0.00669927967607855,315.2499999999447,11.376653179947755,303.8766737772956,4.432365884566289,6.942259819199304,4.43106640340851
4800.0,1.5785379283175123,42.89644027018742,52.29725314336951,499.96805221342515,53.422222784824235,34.098088947292005,2337.4796882674723,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.7402835552996,2424.9999999995885,0.00012814805671105991,0.12999999999998355,0.0003162211502926768,0.004868898226526909,0.0,1.0,1.0,0.041,0.03282071559554148,0.1412025834870977,0.1581004725805184,0.06406993430876418,0.15785379283175124,0.0002022865679585916,0.15013754094565598,0.0007721359248633736,0.005497095460446572,0.006701791361649172,315.2499999999465,11.380950708748168,303.87235947473295,4.434044491140412,6.944888962026272,4.4327515631473995
4810.0,1.5789813125468528,42.91087128351945,52.319526149126474,499.896711158241,53.44234493081662,34.11098629805132,2337.4466687707377,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.7060899034337,2424.9999999996053,0.00012814121798068674,0.12999999999998424,0.0003163545765692448,0.0048707962892315555,0.0,1.0,1.0,0.041,0.03281883494468886,0.1412627206026415,0.1581446123868234,0.06405737343235655,0.1578981312546853,0.00020233258855849713,0.15018804949231807,0.0007723956831033501,0.005498651310882657,0.006704287804921456,315.24999999994867,11.38522656052517,303.86806694015905,4.435714629257779,6.947504841005318,4.434428218746135
4820.0,1.5794222496199772,42.92522258591759,52.341678041441206,499.8256365391402,53.4623655940857,34.12381858260742,2337.413815822933,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.671959416119,2424.999999999626,0.0001281343918832238,0.12999999999998507,0.00031648738549625455,0.004872684834147231,0.0,1.0,1.0,0.041,0.03281695776788655,0.14132253071189127,0.15818850891227368,0.06404485398558797,0.15794222496199772,0.00020237830948188908,0.15023827905071155,0.0007726540065465166,0.005500197292498574,0.006706769085987558,315.2499999999514,11.389480851486613,303.8637960569464,4.437376344309113,6.950107527230343,4.436096415738455
4830.0,1.5798607538660443,42.93949462599957,52.36370942568568,499.7548271759553,53.482285318657205,34.13658614940217,2337.3811285315905,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.6378919815066,2424.99999999965,0.00012812757839630133,0.12999999999998602,0.0003166195802378675,0.004874563911785923,0.0,1.0,1.0,0.041,0.03281508405898287,0.14138201544935133,0.158232163602299,0.06403237579791723,0.15798607538660445,0.0002024237325962113,0.15028823119099852,0.0007729109032679923,0.00550173346399032,0.006709235284560684,315.24999999995447,11.393713697229545,303.8595467090741,4.439029681448548,6.952697091424689,4.437756199421805
4840.0,1.5802968395199644,42.95368784992079,52.385620904432095,499.6842818940317,53.502104645678465,34.14928934504178,2337.348606008957,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.6038874879046,2424.9999999996776,0.0001281207774975809,0.12999999999998713,0.0003167511639420786,0.0048764335723956,0.0,1.0,1.0,0.041,0.03281321381183475,0.14144117644196666,0.15827557789349625,0.06401993869958372,0.15802968395199646,0.00020246885975626767,0.15033790747472278,0.0007731663812985742,0.005503259883720245,0.006711686479969367,315.2499999999581,11.397925212734135,303.8553187811343,4.440674685591313,6.955273603937512,4.439407614854992
4850.0,1.580730520721919,42.96780270135263,52.407413077406666,499.613999524296,53.52182411339065,34.161928514278756,2337.3162473720395,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.5699458237772,2424.999999999709,0.00012811398916475543,0.12999999999998837,0.0003168821397405431,0.004878293865957455,0.0,1.0,1.0,0.041,0.032811347020307746,0.141500015308998,0.1583187532135896,0.06400754252161578,0.1580730520721919,0.00020251369280416617,0.15038730945473422,0.0007734204486243473,0.005504776609714441,0.00671412275115174,315.2499999999622,11.402115512357717,303.85111215833797,4.442311401411424,6.957837134740163,4.441050706855841
4860.0,1.5811618115168806,42.981839621460715,52.4290865414433,499.5439789033242,53.54144425710081,34.174503999993945,2337.2840517426494,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.5360668777452,2424.9999999997444,0.00012810721337554903,0.1299999999999898,0.0003170125107484017,0.004880144842183121,0.0,1.0,1.0,0.041,0.032809483678275984,0.1415585336618969,0.15836169098138944,0.06399518709583892,0.15811618115168807,0.00020255823356926265,0.1504364386751125,0.0007736731131862929,0.005506283699660095,0.006716544176649802,315.2499999999668,11.406284709828759,303.84692672652056,4.443939873339367,6.960387753422558,4.4426855199988635
4870.0,1.581590725854132,42.995799048883235,52.450641890437375,499.47421887341,53.560965609154024,34.18701614317851,2337.2520182474514,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.5022505385848,2424.999999999784,0.00012810045010771696,0.12999999999999137,0.00031714228006410767,0.004881986550511892,0.0,1.0,1.0,0.041,0.032807623779622166,0.1416167331041809,0.1584043926067524,0.06398287225488417,0.1581590725854132,0.00020260248386810508,0.15048529667109134,0.0007739243828798983,0.005507781210902891,0.0067189508346037026,315.2499999999719,11.410432918240833,303.8427623721485,4.445560145559784,6.962925529189561,4.444312098612912
4880.0,1.5820172783051503,43.00968143424871,52.472079749322845,499.40471823342426,53.580388717651914,34.19946529486111,2337.2201459873145,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.4684966953009,2424.9999999998277,0.00012809369933906018,0.12999999999999312,0.0003172714508800388,0.004883819041923291,0.0,1.0,1.0,0.041,0.03280576731824155,0.1416746153231717,0.15844685953025547,0.06397059782590031,0.15820172783051503,0.0002026464455964182,0.1505338850198705,0.0007741742658164769,0.005509269202307413,0.006721342807104949,315.2499999999776,11.414560254139582,303.8386189783348,4.447172263565109,6.96545053329438,4.44593048833171
4890.0,1.5824415351260575,43.023488273654145,52.49340319247967,499.33547224102074,53.599715478957116,34.21185266517958,2337.1884318557086,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.4348052422806,2424.9999999998454,0.00012808696104845611,0.12999999999999384,0.000317400034357677,0.004885642497978876,0.0,1.0,1.0,0.041,0.032803914288325436,0.1417321886196951,0.15848909604530684,0.06395836318304807,0.15824415351260576,0.00020269012727115043,0.1505822089577895,0.0007744227889257746,0.005510747866676247,0.006723720490016045,315.24999999997993,11.418667128458855,303.8344961412277,4.448776384753441,6.967963012264095,4.447540846473134
4900.0,1.5828634648190023,43.037219084056034,52.51461066596566,499.26648284936863,53.61894523794482,34.22417783846091,2337.1568769234573,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.4011760642093,2424.999999999863,0.00012808023521284186,0.12999999999999454,0.0003175280265806259,0.004887456853177254,0.0,1.0,1.0,0.041,0.03280206468353151,0.1417894487981073,0.15853110103700993,0.06394616855723541,0.15828634648190024,0.00020273352488383166,0.1506302667941961,0.0007746699435130086,0.005512217143192504,0.006726083686207696,315.2499999999822,11.422753395069899,303.8303940000367,4.45037245474942,6.9704628809325335,4.449143118999731
4910.0,1.5832830815446064,43.0508743058873,52.53570277982478,499.1977488832896,53.63807853046231,34.23644115791629,2337.1254803115025,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.3676090505462,2424.9999999998813,0.00012807352181010923,0.12999999999999526,0.0003176554306713794,0.004889262157356826,0.0,1.0,1.0,0.041,0.032800218497780045,0.1418463975055269,0.15857287591170446,0.06393401377916143,0.15832830815446064,0.0002027766402757801,0.15067806007060555,0.0007749157375059714,0.005513677089359328,0.006728432475781305,315.2499999999846,11.426819167881424,303.82631244048423,4.451960518028372,6.972950208959846,4.450737350528955
4920.0,1.5837003993893413,43.06445437742944,52.55668014206514,499.12926917202395,53.657115889880274,34.248642965175314,2337.0942411448436,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.3341040909079,2424.999999999899,0.00012806682081818158,0.12999999999999595,0.0003177822497385809,0.004891058460130532,0.0,1.0,1.0,0.041,0.03279837572499993,0.14190303638357588,0.15861442206785947,0.06392189868016351,0.15837003993893414,0.00020281947527827737,0.15072559032100305,0.0007751601787937299,0.005515127762387012,0.006730766938552338,315.24999999998687,11.430864560273832,303.8222513488202,4.453540618860063,6.9754250656842185,4.452323585472652
4930.0,1.5841154323654645,43.07795973479927,52.57754335863237,499.06104254927095,53.67605784707579,34.26078360027493,2337.063158552566,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.3006610750681,2424.999999999917,0.0001280601322150136,0.12999999999999667,0.0003179084868769151,0.004892845810884136,0.0,1.0,1.0,0.041,0.03279653635912875,0.1419593670683074,0.15865574089605447,0.06390982309222218,0.15841154323654646,0.00020286203171256484,0.15077285907179747,0.000775403275226387,0.005516569219191428,0.006733087154047072,315.2499999999892,11.43488968509557,303.8182106118258,4.4551128013072905,6.977887520119674,4.453901868035627
4940.0,1.5845281944109522,43.09139081193557,52.59829303338302,498.99306785322824,53.694904930415255,34.272863401648316,2337.032231667871,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.2672798929577,2424.999999999935,0.00012805345597859154,0.1299999999999974,0.0003180341451669979,0.004894624258774498,0.0,1.0,1.0,0.041,0.032794700394112676,0.14201539119013418,0.15869683377895924,0.06389778684796571,0.15845281944109524,0.00020290431138984,0.15081986784177448,0.0007756450346148402,0.0055180015163924755,0.006735393201499371,315.24999999999153,11.438894654659464,303.81419011681714,4.456677109224467,6.980337640953843,4.455472242214192
4950.0,1.584938699389434,43.104748040585754,52.61892976805794,498.9253439266319,53.71365766573734,34.28488270611379,2337.0014596281017,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.233960434665,2424.9999999999527,0.000128046792086933,0.12999999999999812,0.0003181592276752671,0.004896393852727856,0.0,1.0,1.0,0.041,0.03279286782390658,0.14207111037375644,0.15873770209131421,0.06388578978067498,0.15849386993894343,0.0002029463161112529,0.15086661814205013,0.0007758854647305436,0.0055194247103125165,0.0067376851598474445,315.24999999999386,11.442879580739064,303.8101897516488,4.458233586256199,6.982775496545752,4.457034751794728
4960.0,1.5853469610901285,43.11803185029261,52.639454162255646,498.8578696167961,53.73231657633589,34.2968418488637,2336.97084157477,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.2007025904345,2424.9999999999695,0.00012804014051808689,0.12999999999999878,0.00031828373745387356,0.0048981546414381206,0.0,1.0,1.0,0.041,0.0327910386424739,0.14212652623809024,0.15877834719991102,0.06387383172428804,0.15853469610901286,0.00020298804766790207,0.15091311147602413,0.000776124573305267,0.0055208388569748116,0.006739963107730606,315.2499999999961,11.446844574565011,303.80620940471726,4.459782275835879,6.9852011549236,4.458589440352239
4970.0,1.585752993227775,43.13124266838095,52.65986681340572,498.79064377565334,53.750882182942945,34.30874116345331,2336.94037665359,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.1675062506679,2424.9999999999864,0.00012803350125013358,0.12999999999999945,0.0003184076775405711,0.004899906673365139,0.0,1.0,1.0,0.041,0.03278921284378673,0.14218164039619546,0.1588187704635721,0.06386191251340505,0.1585752993227775,0.0002030295078408314,0.15095934933933333,0.0007763623680308572,0.005522244012101967,0.006742227123486049,315.24999999999824,11.450789746821368,303.80224896496543,4.461323221184265,6.987614683782553,4.460136351248912
4980.0,1.58615680944257,43.1443809199443,52.68016831674221,498.72366525979373,53.769355003711595,34.32058098178971,2336.910064014501,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.1343713059229,2425.0000000000023,0.00012802687426118458,0.13000000000000012,0.00031853105095860766,0.004901649996732989,0.0,1.0,1.0,0.041,0.03278739042182576,0.14223645445520397,0.15885897323313095,0.06385003198329271,0.15861568094425701,0.00020307069840102562,0.15100533321980505,0.0007765988565589973,0.005523640231114359,0.006744477285145594,315.2500000000003,11.454715207641968,303.79830832188543,4.462856465308063,6.990016150482513,4.461675527632666
4990.0,1.5865584233001004,43.15744702783157,52.70035926527697,498.6569329305054,53.78773555419898,34.33236163412071,2336.879902811698,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.101297646914,2425.0000000000177,0.0001280202595293828,0.13000000000000073,0.0003186538607166157,0.004903384659528253,0.0,1.0,1.0,0.041,0.03278557137058027,0.14229097001624783,0.15889895685141206,0.06383818996988934,0.15865584233001007,0.00020311162110940725,0.1510510645974105,0.0007768340465009683,0.005525027569128589,0.006746713670432471,315.25000000000233,11.458621066606755,303.7943873655224,4.464382050998515,6.992405622045907,4.463207012435717
5000.0,1.5869578482912783,43.17044141263379,52.72044024977308,498.59044565381384,53.80602434734923,34.34408344902371,2336.849892203659,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.068285164512,2425.000000000032,0.00012801365703290238,0.13000000000000128,0.00031877610980850284,0.004905110709498305,0.0,1.0,1.0,0.041,0.032783755684048156,0.1423451886743873,0.15893872265321052,0.06382638630980927,0.15869578482912783,0.00020315227771683242,0.1510965449442183,0.0007770679454274082,0.005526406080955908,0.006748936356758073,315.25000000000415,11.462507432738125,303.79048598647864,4.465900020829986,6.994783165155469,4.464730848373126
5010.0,1.5873550978322748,43.18336449267074,52.74041185871821,498.5242023005222,53.82422189347638,34.355746753394634,2336.820031353174,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.0353337497434,2425.000000000045,0.00012800706674994866,0.1300000000000018,0.00031889780121334237,0.004906828194149587,0.0,1.0,1.0,0.041,0.03278194335623589,0.14239911201853916,0.158978271965272,0.06381462084034785,0.15873550978322748,0.0002031926699640873,0.1511417757243476,0.0007773005608680733,0.005527775821100666,0.006751145421218726,315.25000000000585,11.466374414497276,303.78660407591684,4.46741041715854,6.997148846152026,4.4662470779413646
5020.0,1.5877501852644547,43.19621668397765,52.76027467829802,498.4582017462507,53.842328700247315,34.367351872436814,2336.790319427372,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,596.0024432937909,2425.0000000000564,0.00012800048865875817,0.13000000000000228,0.00031901893789526434,0.004908537160745894,0.0,1.0,1.0,0.041,0.032780134381158496,0.14245274163140464,0.1590176061062723,0.06380289339948596,0.1587750185264455,0.00020323279958188402,0.1511867583939218,0.0007775319003115978,0.005529136843758742,0.006753340940592451,315.25000000000733,11.470222119780525,303.7827415255637,4.4689132821205275,6.9995027310322735,4.467755743416864
5030.0,1.5881431238543107,43.208998400291925,52.78002929236952,498.39244287147693,53.860345272664766,34.378899129649874,2336.7607555977515,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.9696136879926,2425.000000000066,0.0001279939227375985,0.13000000000000264,0.0003191395228033458,0.004910237656306656,0.0,1.0,1.0,0.041,0.03277832875283959,0.14250607908939772,0.1590567263867969,0.0637912038258948,0.1588143123854311,0.00020327266829085698,0.15123149440102174,0.0007777619712052546,0.005530489202815982,0.0067555229913357304,315.2500000000086,11.474050655915674,303.77889822771385,4.470408657631176,7.001844885446562,4.469256886854574
5040.0,1.5885339267933969,43.221710053039764,52.799676282434476,498.3269245615752,53.87827211305018,34.390388846818624,2336.7313390402055,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.9368448238428,2425.000000000074,0.00012798736896476855,0.13000000000000297,0.00031925955887150107,0.004911929727605219,0.0,1.0,1.0,0.041,0.03277652646531135,0.14255912596257309,0.1590956341093203,0.06377955195894071,0.1588533926793397,0.0002033122778015591,0.15127598518563917,0.0007779907809547158,0.005531832951846646,0.00675769164958028,315.25000000000966,11.477860129658335,303.77507407523365,4.471896585383165,7.0041753746966835,4.470750550086524
5050.0,1.5889226071982645,43.23435205132291,52.819216227612785,498.2616457068567,53.89610972102672,34.40182134400198,2336.702068935052,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.9041365929907,2425.000000000081,0.00012798082731859813,0.13000000000000325,0.0003193790490183733,0.00491361342116712,0.0,1.0,1.0,0.041,0.03277472751261449,0.14261188381455453,0.15913433056818554,0.06376793763868975,0.15889226071982646,0.0002033516298144578,0.15132023217963017,0.0007782183369238123,0.005533168144111836,0.0067598469911298075,315.2500000000105,11.481650647188248,303.7712689615644,4.473377106845218,7.006494263733648,4.472236774720369
5060.0,1.589309178110395,43.24692480190528,52.838649704615854,498.1966052026095,53.913858593502155,34.413196939521825,2336.6729444670605,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.871488887241,2425.000000000084,0.0001279742977774482,0.1300000000000034,0.0003194979961472244,0.004915288783268379,0.0,1.0,1.0,0.041,0.032772931888798255,0.14266435420246282,0.1591728170495836,0.06375636070591255,0.15893091781103952,0.00020339072601993115,0.1513642368066685,0.0007784446464342951,0.005534494832557936,0.006761989091456784,315.25000000001097,11.485422314105639,303.7674827807258,4.474850263260679,7.008801617155463,4.473715602137954
5070.0,1.5896936524961347,43.259428709199696,52.85797728772,498.1318019491378,53.93151922465186,34.42451594995195,2336.6439648254823,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.8389015985537,2425.000000000086,0.00012796778031971072,0.13000000000000345,0.0003196164031458257,0.004916955859933772,0.0,1.0,1.0,0.041,0.03277113958792045,0.142716538676844,0.15921109483153223,0.06374482100208892,0.15896936524961347,0.0002034295680982639,0.15140800048219893,0.0007786697167655945,0.005535813069815054,0.006764118025699211,315.2500000000112,11.489175235427538,303.76371542732073,4.476316095646104,7.0110974992049275,4.475187073493872
5080.0,1.5900760432466297,43.27186417525454,52.87719954873979,498.0672348518024,53.94909210590172,34.4357786901069,2336.6151292040763,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.8063746190434,2425.000000000085,0.00012796127492380868,0.1300000000000034,0.000319734272886349,0.004918614696935122,0.0,1.0,1.0,0.041,0.032769350604047384,0.14276843878159745,0.15924916518385548,0.06373331836941268,0.159007604324663,0.00020346815771964387,0.1514515246133909,0.0007788935551545818,0.005537122908195455,0.006766233868657385,315.2500000000111,11.49290951558413,303.75996679653787,4.477774644789843,7.013381973767406,4.4766512297140135
5090.0,1.5904563631777584,43.28423159974047,52.89631705700148,498.0029028210602,53.96657772591109,34.44698547303091,2336.586436801139,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.77390784098,2425.000000000081,0.000127954781568196,0.13000000000000325,0.0003198516082252568,0.004920265339789569,0.0,1.0,1.0,0.041,0.0327675649312539,0.14282005605390402,0.15928702936816239,0.06372185265079629,0.15904563631777585,0.00020350649654415746,0.15149481059909164,0.0007791161687953286,0.005538424399691998,0.006768336694790664,315.2500000000105,11.496625258415055,303.75623678415565,4.47922595125062,7.015655104368617,4.47810811149413
5100.0,1.5908346250300678,43.29653137993706,52.91533037931639,497.9388047725042,53.98397657055572,34.45813660998676,2336.557886819531,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.7415011567878,2425.0000000000737,0.00012794830023135756,0.13000000000000295,0.0003199684120031929,0.0049219078337578576,0.0,1.0,1.0,0.041,0.03276578256362333,0.14287139202415425,0.15932468863782606,0.06371042368987571,0.15908346250300678,0.00020354458622178623,0.15153785982977971,0.000779337564838867,0.00553971759597658,0.006770426578214249,315.2500000000096,11.500322567165757,303.75252528654596,4.480670055356125,7.017916954172402,4.47955775929838
5110.0,1.5912108414687067,43.30876391071953,52.934240079954215,497.87493962690314,54.00128912291073,34.46923241044473,2336.5294784667076,0.041,5.5e-05,0.13,0.33,4.3,0.022,0.24,0.024,0.1,0.083,0.0035,1.8e-05,0.0027,8.8e-06,2e-07,0.033,4e-05,595.7091544590455,2425.000000000063,0.0001279418308918091,0.13000000000000256,0.00032008468704487373,0.004923542223842623,0.0,1.0,1.0,0.041,0.0327640034952475,0.14292244821587638,0.1593621442379627,0.0636990313310149,0.15912108414687068,0.00020358242839240253,0.15158067368751835,0.0007795577503929515,0.005541002548398562,0.006772503592695925,315.25000000000824,11.504001544483817,303.74883220067795,4.482106997201591,7.020167585978532,4.481000213357904
