Time,Glucose,Lysine,Schiff,Amadori,Glyoxal,CML,Fraction_Amadori,Fraction_CML,compartment,v1a,v1b,v2a,v2b,v3,v4,v5,v5b,v6,v7a,v7b,v7c
0.6,0.24999474113051337,0.003395237033618721,4.316998135841384e-06,3.374603810437137e-08,4.770171647760826e-07,1.865259879892558e-08,9.925305324815109e-06,5.48605847027223e-06,1.0,8.784991024116128e-06,1.5541193289028983e-06,1.0684570386207426e-07,3.037143429393423e-11,7.919940023241552e-07,2.902159276975938e-12,3.077214052687162e-11,8.109291801193403e-10,4.125684492014257e-08,4.58409388001584e-08,4.58409388001584e-09,9.168187760031681e-07
0.61,0.24999466101359627,0.003395165295915146,4.3785140369367585e-06,3.482177439527539e-08,4.849745755517524e-07,1.90665643848911e-08,1.0241698351551585e-05,5.607813054379736e-06,1.0,8.784802591407433e-06,1.576265053297233e-06,1.0836822241418478e-07,3.133959695574785e-11,7.919939109511741e-07,2.9946725979936836e-12,3.128480811797527e-11,8.24456778437979e-10,4.146753036126008e-08,4.607503373473341e-08,4.607503373473341e-09,9.215006746946683e-07
0.62,0.24999458111950643,0.0033950937833586536,4.439743320760478e-06,3.5912689970527905e-08,4.929320775988354e-07,1.9482629313631492e-08,1.0562555873684678e-05,5.7301850922445565e-06,1.0,8.784614749203134e-06,1.598307595473772e-06,1.0988364718882183e-07,3.2321420973475114e-11,7.919938198323077e-07,3.0884913374654e-12,3.179746201320356e-11,8.379845319180201e-10,4.167536125763313e-08,4.6305956952925695e-08,4.630595695292569e-09,9.26119139058514e-07
0.63,0.24999450144721155,0.003395022494886003,4.500687737737955e-06,3.701871411759889e-08,5.008896678205985e-07,1.9900765716779068e-08,1.0887857093411439e-05,5.853166387287962e-06,1.0,8.78442749471483e-06,1.6202475855856639e-06,1.113920215090144e-07,3.3316842705839e-11,7.919937289663792e-07,3.1836094141135047e-12,3.231010210443128e-11,8.515124352950174e-10,4.188041149869504e-08,4.653379055410559e-08,4.653379055410559e-09,9.30675811082112e-07
0.64,0.24999442199567404,0.0033949514294263454,4.561349090774266e-06,3.813977575459504e-08,5.088473428965366e-07,2.0320943713309644e-08,1.1217581104292658e-05,5.976748150973425e-06,1.0,8.784240825134255e-06,1.6420856726787356e-06,1.1289338999666309e-07,3.4325798179135536e-11,7.91993638352205e-07,3.2800207148951734e-12,3.28227282684015e-11,8.650404829241122e-10,4.208275218154026e-08,4.675861353504473e-08,4.675861353504473e-09,9.351722707008945e-07
0.65,0.24999434276387106,0.003394880585926766,4.621729101578598e-06,3.927580481547947e-08,5.168050998191158e-07,2.074313623723898e-08,1.1551707298670433e-05,6.100922422717347e-06,1.0,8.78405473770008e-06,1.6638224765682952e-06,1.143877952640703e-07,3.534822433393152e-11,7.919935479886187e-07,3.3777192141312347e-12,3.3335340401593353e-11,8.785686696924969e-10,4.228245132903648e-08,4.698050147670719e-08,4.698050147670719e-09,9.396100295341439e-07
0.66,0.24999426375079198,0.0033948099633490285,4.6818294277076875e-06,4.042673207345827e-08,5.247629358253384e-07,2.1167318422098553e-08,1.1890215315723023e-05,6.225681888852516e-06,1.0,8.783869229689387e-06,1.6854585939747675e-06,1.1587527833576528e-07,3.638405886611245e-11,7.919934578744681e-07,3.4766989583174114e-12,3.3847938415786765e-11,8.920969909030751e-10,4.247957411091544e-08,4.7199526789906035e-08,4.7199526789906035e-09,9.439905357981208e-07
0.67,0.24999418495542866,0.0033947395606571443,4.7416517276071725e-06,4.159248846698611e-08,5.327208481355853e-07,2.159346525196515e-08,1.2233084843231209e-05,6.351019191754456e-06,1.0,8.78368429838518e-06,1.706994621938582e-06,1.1735588025827752e-07,3.74332396202875e-11,7.919933680086034e-07,3.5769540081608055e-12,3.4360522221101263e-11,9.05625441830495e-10,4.2674183206143696e-08,4.741575911793743e-08,4.7415759117937435e-09,9.483151823587487e-07
0.68,0.24999410637677955,0.00339466937682276,4.801197632434065e-06,4.2773005391757344e-08,5.406788340667565e-07,2.202155257909324e-08,1.2580295703458044e-05,6.4769272291450715e-06,1.0,8.783499941090447e-06,1.7284311476762633e-06,1.1882964140274312e-07,3.849570485258161e-11,7.919932783898825e-07,3.678478463691132e-12,3.48730917333504e-11,9.19154017913486e-10,4.2866338845218566e-08,4.762926538357618e-08,4.762926538357618e-09,9.525853076715236e-07
0.6900000000000001,0.2499940280138303,0.0033945994107990453,4.860468904076713e-06,4.396821335874167e-08,5.48636890375848e-07,2.2451551218936223e-08,1.2931827458453434e-05,6.603397417334184e-06,1.0,8.783316155059943e-06,1.7497688054676168e-06,1.2029660537589867e-07,3.9571392022867506e-11,7.919931890171488e-07,3.781266348851784e-12,3.5385646831437007e-11,9.326827136389416e-10,4.3056099441584004e-08,4.784011049064888e-08,4.784011049064888e-09,9.568022098129777e-07
0.7000000000000001,0.2499939498655832,0.003394529661560235,4.919467195846958e-06,4.517804402647538e-08,5.565950142540482e-07,2.2883435892736142e-08,1.3287660007786878e-05,6.730422321392983e-06,1.0,8.783132937603509e-06,1.7710081905049048e-06,1.2175681309721223e-07,4.0660239623827843e-11,7.919930998892644e-07,3.8853117862768826e-12,3.589818742187625e-11,9.462115242318818e-10,4.32435209339842e-08,4.804835659331577e-08,4.804835659331577e-09,9.609671318663155e-07
0.71,0.24999387193106373,0.0033944601281101243,4.9781940010653645e-06,4.64024306376948e-08,5.645532035403176e-07,2.3317187148819844e-08,1.364777371696906e-05,6.857996220241131e-06,1.0,8.782950286108297e-06,1.7921498403835311e-06,1.2321030152636778e-07,4.176218757392532e-11,7.91993011005118e-07,3.990609034841753e-12,3.64107134526745e-11,9.597404460185398e-10,4.3428656746891565e-08,4.825406305210173e-08,4.825406305210173e-09,9.650812610420346e-07
0.72,0.24999379420929357,0.003394390809446346,5.036650869258242e-06,4.764130618331068e-08,5.725114558232961e-07,2.3752783283627243e-08,1.4012148877444319e-05,6.986112730478602e-06,1.0,8.782768197945399e-06,1.813194312932967e-06,1.2465710901414148e-07,4.287717556497961e-11,7.919929223635942e-07,4.0971523317647185e-12,3.6923224855037535e-11,9.732694748996034e-10,4.3611558584408706e-08,4.8457287316009666e-08,4.8457287316009674e-09,9.691457463201934e-07
0.73,0.2499937166993012,0.0033943217045741382,5.094839322840429e-06,4.889460410996896e-08,5.804697687874061e-07,2.419020345515582e-08,1.4380765914696753e-05,7.1147657221046535e-06,1.0,8.78258667050582e-06,1.8341421562225543e-06,1.260972732403006e-07,4.400514369897206e-11,7.91992833963585e-07,4.204935953457331e-12,3.743572156584026e-11,9.867986069385902e-10,4.3792276260018536e-08,4.865808473335392e-08,4.865808473335393e-09,9.731616946670785e-07
0.74,0.24999363940012165,0.003394252812506342,5.1527608571152895e-06,5.016225832005079e-08,5.88428140212853e-07,2.4629427682960646e-08,1.4753605388250232e-05,7.243949318517838e-06,1.0,8.782405701200489e-06,1.8549939085615042e-06,1.2753083121360342e-07,4.514603248804571e-11,7.919927458039898e-07,4.313954215524368e-12,3.79482035276317e-11,1.00032783836185e-09,4.397085778801048e-08,4.885650865334497e-08,4.885650865334497e-09,9.771301730668995e-07
0.75,0.24999356231079659,0.0033941841322634044,5.210416940274719e-06,5.1444203171672564e-08,5.96386567975625e-07,2.5070436848154378e-08,1.5130647991668403e-05,7.373657896515994e-06,1.0,8.782225287460242e-06,1.875750098498899e-06,1.289578192717993e-07,4.6299782854505304e-11,7.919926578837162e-07,4.4242014727638405e-12,3.8460670688640036e-11,1.0138571655585625e-09,4.414734946924831e-08,4.9052610521387005e-08,4.905261052138701e-09,9.8105221042774e-07
0.76,0.2499934854303744,0.0033941156628733756,5.267809013399141e-06,5.274037347868589e-08,6.043450500474933e-07,2.5513212693407243e-08,1.5511874552554674e-05,7.503886086296248e-06,1.0,8.782045426735846e-06,1.8964112448236905e-06,1.3037827308162874e-07,4.74663361308173e-11,7.919925702016786e-07,4.535672119166987e-12,3.897312300277763e-11,1.0273865850807385e-09,4.432179597170026e-08,4.924643996855584e-08,4.924643996855584e-09,9.849287993711167e-07
0.77,0.24999340875788603,0.003394047403337878,5.324938725811966e-06,5.4050702863301436e-08,6.123035834922526e-07,2.5957728792547443e-08,1.5897265548029834e-05,7.63462611545513e-06,1.0,8.78186611640908e-06,1.9169779412923076e-06,1.3179223346384617e-07,4.864563257697129e-11,7.919924827567721e-07,4.648360446243924e-12,3.9485560364520796e-11,1.0409160919368293e-09,4.4494241114084865e-08,4.943804568231651e-08,4.943804568231651e-09,9.887609136463303e-07
0.78,0.2499933322923293,0.0033939793526095697,5.381808090933622e-06,5.537512266518025e-08,6.202621638010218e-07,2.6403944570542062e-08,1.6286800783876546e-05,7.765866050159431e-06,1.0,8.78168735373387e-06,1.9374509127361037e-06,1.3319975025060716e-07,4.9837610398662226e-11,7.919923955478539e-07,4.762260549205502e-12,3.999798256576645e-11,1.0544456784617369e-09,4.4664728378708724e-08,4.962747597634302e-08,4.9627475976343024e-09,9.925495195268604e-07
0.79,0.24999325603281417,0.003393911509798467,5.438418059436358e-06,5.671357192871336e-08,6.282207909775725e-07,2.6851860050631745e-08,1.668046233197452e-05,7.89760589724463e-06,1.0,8.781509136375246e-06,1.9578305013970887e-06,1.3460084697104987e-07,5.104221473584202e-11,7.91992308573909e-07,4.877367185869349e-12,4.0510389690676117e-11,1.067975344661873e-09,4.483329670594178e-08,4.9814774117713076e-08,4.981477411771308e-09,9.962954823542616e-07
0.8,0.24999317997840742,0.003393843873951462,5.494770044006071e-06,5.806598673036945e-08,6.361794630353975e-07,2.7301457350197703e-08,1.7078231391285135e-05,8.029840397116972e-06,1.0,8.78133146183341e-06,1.9781172158421854e-06,1.3599555858915028e-07,5.2259388057332507e-11,7.919922218338732e-07,4.993674858811773e-12,4.102278169377187e-11,1.0815050871601756e-09,4.499998515640795e-08,4.999998350711993e-08,4.999998350711993e-09,9.999996701423988e-07
0.81,0.24999310412818196,0.0033937764441223056,5.550865435387503e-06,5.943230356616255e-08,6.441381780617217e-07,2.775271924979704e-08,1.7480089284165458e-05,8.162564485234423e-06,1.0,8.78115432762652e-06,1.998311556739501e-06,1.373839195258407e-07,5.3489073209546293e-11,7.919921353266893e-07,5.11117810668998e-12,4.1535158533848877e-11,1.095034902704927e-09,4.5164831504380244e-08,5.018314611597804e-08,5.018314611597804e-09,1.003662922319561e-06
0.8200000000000001,0.24999302848121677,0.003393709219371603,5.606705602384238e-06,6.081245935165201e-08,6.520969342175021e-07,2.8205629193162762e-08,1.788601745636824e-05,8.295773292106695e-06,1.0,8.780977731290696e-06,2.0184140168583256e-06,1.3876596365900988e-07,5.473121341648681e-11,7.919920490513071e-07,5.229871504242073e-12,4.204752017398e-11,1.1085647881697535e-09,4.532787229369294e-08,5.03643025485477e-08,5.0364302548547696e-09,1.007286050970954e-06
0.8300000000000001,0.24999295303659702,0.0033936421987668173,5.662291891858704e-06,6.220639142194248e-08,6.600557297374277e-07,2.866017128720376e-08,1.829599747704191e-05,8.429462143295224e-06,1.0,8.780801670380033e-06,2.038425081069133e-06,1.4014172432350292e-07,5.598575227974823e-11,7.919919630066832e-07,5.349749662287054e-12,4.255986658152044e-11,1.122094740553627e-09,4.5489142890531104e-08,5.054349210059011e-08,5.054349210059011e-09,1.0108698420118021e-06
0.84,0.24999287779341392,0.0033935753813822693,5.717625628732173e-06,6.361403753168395e-08,6.680145629299196e-07,2.9116330302004833e-08,1.8710011038730574e-05,8.563626559413186e-06,1.0,8.78062614246658e-06,2.058345226343582e-06,1.415112343111213e-07,5.725263377851555e-11,7.919918771917812e-07,5.47080722772482e-12,4.307219772811242e-11,1.135624756980863e-09,4.564867753330778e-08,5.072075281478641e-08,5.072075281478641e-09,1.0144150562957284e-06
0.85,0.24999280275076488,0.0033935087662991348,5.772708115984764e-06,6.503533585507174e-08,6.75973432177131e-07,2.9574091670826688e-08,1.9128039957374043e-05,8.698262256125498e-06,1.0,8.780451145140354e-06,2.0781749217545148e-06,1.428745258706229e-07,5.853180226956456e-11,7.919917916055721e-07,5.5930388835361694e-12,4.358451358968975e-11,1.1491548347011227e-09,4.5806509379821776e-08,5.08961215331353e-08,5.08961215331353e-09,1.017922430662706e-06
0.86,0.24999272790763372,0.003393442352449844,5.82754151363285e-06,6.64702167719135e-08,6.839323323393864e-07,3.0033409146812816e-08,1.955006375644515e-05,8.833355631415535e-06,1.0,8.780276675602526e-06,2.097914944907826e-06,1.4423165246241305e-07,5.982319509472215e-11,7.919917062468971e-07,5.7164386423845615e-12,4.409681391263524e-11,1.1626849649769569e-09,4.5962673047619336e-08,5.106963671957703e-08,5.1069636719577036e-09,1.0213927343915407e-06
0.87,0.24999265326319373,0.0033933761390121157,5.882126612891591e-06,6.791862366779945e-08,6.918912638602323e-07,3.049428670601984e-08,1.9976065784646898e-05,8.968907854711718e-06,1.0,8.780102731695586e-06,2.1175655806409726e-06,1.4558263366906688e-07,6.11267613010195e-11,7.919916211148131e-07,5.841001635430753e-12,4.4609098805910714e-11,1.1762151485623948e-09,4.611719829961462e-08,5.124133144401623e-08,5.124133144401623e-09,1.0248266288803247e-06
0.88,0.24999257881655373,0.003393310125078719,5.936464701628461e-06,6.938049550167456e-08,6.998502251355793e-07,3.0956709905255094e-08,2.0406028088727813e-05,9.104914678016205e-06,1.0,8.779929311039978e-06,2.1371272925862456e-06,1.4692750136530442e-07,6.24424459515071e-11,7.919915362083041e-07,5.966722613144012e-12,4.512136824483246e-11,1.1897453827304848e-09,4.627011543285018e-08,5.141123936983352e-08,5.141123936983352e-09,1.0282247873966706e-06
0.89,0.24999250456682517,0.003393244309744672,5.990557071805613e-06,7.085577140872757e-08,7.078092145285677e-07,3.142066400647429e-08,2.0839932767272816e-05,9.241371766610086e-06,1.0,8.779756411262053e-06,2.1566005458500204e-06,1.4826628752718893e-07,6.377019426785481e-11,7.919914515263569e-07,6.0935963411505715e-12,4.563362220209425e-11,1.203275664698565e-09,4.6421453898656804e-08,5.157939322072977e-08,5.1579393220729774e-09,1.0315878644145955e-06
0.9,0.24999243051312484,0.003393178692110939,6.044404998583693e-06,7.234439089566316e-08,7.157682304550453e-07,3.188613474568795e-08,2.1277762028136226e-05,9.378274925202338e-06,1.0,8.779584030003755e-06,2.175985799490129e-06,1.495990237149464e-07,6.510995180609684e-11,7.91991367067964e-07,6.221617617027032e-12,4.6145860653330226e-11,1.216805991773577e-09,4.6571242278721874e-08,5.1745824754135405e-08,5.174582475413541e-09,1.0349164950827082e-06
0.91,0.24999235665457498,0.003393113271284431,6.098009740321839e-06,7.3846293840702e-08,7.23727271383568e-07,3.235310833296138e-08,2.1719498188441767e-05,9.515620097929818e-06,1.0,8.779412164922599e-06,2.1952835065158618e-06,1.509257410729655e-07,6.64616644566318e-11,7.919912828321249e-07,6.350781270300372e-12,4.665808357711901e-11,1.2303363613520654e-09,4.671950831903117e-08,5.1910564798923515e-08,5.191056479892352e-09,1.0382112959784703e-06
0.92,0.24999228299030327,0.003393048046378006,6.151372538577681e-06,7.536142049358063e-08,7.316863358353987e-07,3.282157145241468e-08,2.216512367458254e-05,9.653403368357259e-06,1.0,8.779240813691701e-06,2.2144941138879652e-06,1.522464703297976e-07,6.782527844422256e-11,7.919911988178443e-07,6.481082162447934e-12,4.7170290954987846e-11,1.2438667709201777e-09,4.686627896210321e-08,5.207364329122577e-08,5.207364329122578e-09,1.0414728658245155e-06
0.93,0.2499922095194428,0.0033929830165104697,6.204494618107345e-06,7.68897114755516e-08,7.396454223845088e-07,3.329151126222271e-08,2.2614621022221062e-05,9.791620959477268e-06,1.0,8.779069973999751e-06,2.233618062518644e-06,1.535612417981568e-07,6.920074032799644e-11,7.919911150241341e-07,6.612515186897439e-12,4.7682482771416666e-11,1.257397218053665e-09,4.701158037761976e-08,5.223508930846639e-08,5.223508930846639e-09,1.0447017861693279e-06
0.9400000000000001,0.24999213624107153,0.003392918180724383,6.2573777052700565e-06,7.84311036287139e-08,7.476045274855695e-07,3.376289585440709e-08,2.3067971655504087e-05,9.93026348659032e-06,1.0,8.778899643336244e-06,2.2526559738972204e-06,1.548700982054339e-07,7.058799326584251e-11,7.919910314499426e-07,6.745074912069395e-12,4.8194658872655356e-11,1.2709276967254682e-09,4.7155439397954805e-08,5.239493266439421e-08,5.239493266439421e-09,1.0478986532878843e-06
0.9500000000000001,0.24999206315432979,0.003392853538145425,6.310023022875757e-06,7.998553806388768e-08,7.555636496853316e-07,3.4235712142012376e-08,2.352515825408461e-05,1.0069327100591875e-05,1.0,8.778729819407929e-06,2.2716082882352723e-06,1.56173069816175e-07,7.19869842574989e-11,7.919909480942896e-07,6.8787562734943406e-12,4.870681924045e-11,1.2844582044650636e-09,4.729788079592785e-08,5.255320088436427e-08,5.255320088436427e-09,1.0510640176872855e-06
0.96,0.24999199025838395,0.0033927890879334598,6.362431598833545e-06,8.1552957689383e-08,7.635227883294531e-07,3.470995422523043e-08,2.3986164026289117e-05,1.0208810066244245e-05,1.0,8.778560500010923e-06,2.290475375580076e-06,1.5747018207113025e-07,7.33976619204447e-11,7.919908649562243e-07,7.013554361286938e-12,4.9218963908021247e-11,1.2979887401600702e-09,4.743892817567267e-08,5.270992019519185e-08,5.270992019519185e-09,1.054198403903837e-06
0.97,0.24999191755238073,0.0033927248292201302,6.414604659762196e-06,8.313330405950946e-08,7.714819419133527e-07,3.51856085550518e-08,2.4450971782208666e-05,1.0348708398544648e-05,1.0,8.778391682867648e-06,2.3092576775143906e-06,1.5876146532911435e-07,7.481997365355851e-11,7.919907820347737e-07,7.149464149117814e-12,4.973109285286349e-11,1.3115193012526995e-09,4.7578605061273e-08,5.286511673474777e-08,5.286511673474777e-09,1.0573023346949556e-06
0.98,0.2499918450354717,0.0033926607611422755,6.466543420201605e-06,8.472651906228027e-08,7.794411089653697e-07,3.5662661878512054e-08,2.4919564430082435e-05,1.048901819956237e-05,1.0,8.778223365714144e-06,2.327955631272578e-06,1.6004694964998974e-07,7.625386715605225e-11,7.919906993289704e-07,7.286480639356104e-12,5.024320605415258e-11,1.3250498852411284e-09,4.771693434552737e-08,5.301881593947485e-08,5.301881593947485e-09,1.060376318789497e-06
0.99,0.2499917727068133,0.0033925968828419353,6.518249082612785e-06,8.633254491941232e-08,7.874002880467648e-07,3.61411012386918e-08,2.5391924976297743e-05,1.0629735658438766e-05,1.0,8.778055546300086e-06,2.3465696697406025e-06,1.6132666479466643e-07,7.769929042747109e-11,7.919906168378522e-07,7.424598863069459e-12,5.075530349274962e-11,1.3385804896795e-09,4.785393831257946e-08,5.317104256953273e-08,5.3171042569532735e-09,1.0634208513906548e-06
1.0,0.24999170056556688,0.003392533193466346,6.569722837377867e-06,8.795132418632617e-08,7.953594777517189e-07,3.662091397471665e-08,2.586803652539005e-05,1.077085705138725e-05,1.0,8.777888222388776e-06,2.3651002214560322e-06,1.6260064022510221e-07,7.915619176769355e-11,7.91990534560463e-07,7.56381388002405e-12,5.1267385151204516e-11,1.352111112177922e-09,4.798963865950272e-08,5.332182073278079e-08,5.332182073278079e-09,1.0664364146556158e-06
