Time,u_1,u_2,AMPK_A,Drug_D,Glucose_G,miR_451_M,mTOR_R,deltaD,myu_G,l_1,l_2,alpha,l_3,l_4,beta,S_1,epsilon_1,l_5,l_6,gamma,S_2,epsilon_2,myu_D,compartment,Dose_for_Glucose,Dose_for_Drug,Consumption_of_Glucose,Decay_of_Drug,Production_of_miR_451,loss_of_miR_451,signal_source_of_AMPK,Production_of_AMPK,loss_of_AMPK,signal_source_of_mTOR,Production_of_mTOR,loss_of_mTOR
62.16,1.0,1.0,1.312528946494246,0.7155971013627336,1.3266861908882968,1.6262793437398253,3.347382001389068,0.48890010170822606,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6633430954441484,0.9417257853933574,2.391543572117598,1.6262793437398253,10.0,54.87292864293522,65.6264473247123,60.0,108.56325426452823,167.3691000694534
62.28,1.0,1.0,1.223697270016819,0.7220658840276117,1.365897011218124,1.7215168863453125,3.4915457329227837,0.48574772023340584,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.682948505609062,0.9502387033803371,2.5437893800375306,1.7215168863453125,10.0,50.45891894844396,61.18486350084095,60.0,115.78257512605384,174.57728664613919
62.4,1.0,1.0,1.138539487203813,0.7275896960553375,1.402824380515944,1.823669386997758,3.635818506394634,0.4830719381961703,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.701412190257972,0.9575080400088242,2.7040455437353144,1.823669386997758,10.0,46.234542860784366,56.92697436019065,60.0,122.98665415324875,181.7909253197317
62.52,1.0,1.0,1.0577167055217902,0.7323066029845157,1.437601302859552,1.93280754443468,3.777654983543601,0.4807986983687625,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.718800651429776,0.9637154895276226,2.8712810313176016,1.93280754443468,10.0,42.232003589407995,52.88583527608951,60.0,130.04741849361292,188.88274917718005
62.64,1.0,1.0,0.9817868464238593,0.7363344885113174,1.4703530287069873,2.048837186793449,3.91450480269436,0.4788659912248612,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7351765143534936,0.9690161868808937,3.0437632401749566,2.048837186793449,10.0,38.478307470818145,49.089342321192966,60.0,136.83807382509937,195.72524013471798
62.76,1.0,1.0,0.911195240317644,0.7397739307956063,1.501197403250018,2.1714394884147787,4.044009509183867,0.4772217884772387,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.750598701625009,0.9735424929270179,3.219083690207067,2.1714394884147787,10.0,34.99471040698044,45.5597620158822,60.0,143.24326908681175,202.2004754591933
62.88,1.0,1.0,0.846257595741894,0.7427108907042137,1.5302454920064041,2.3000272961292243,4.164209309872749,0.4758222633974863,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7651227460032021,0.9774075321667453,3.394314704295291,2.3000272961292243,10.0,31.795867665722035,42.312879787094694,60.0,149.16901372674624,208.21046549363746
63.0,0.0,0.0,0.7871439614958561,0.7452187774593143,1.557601900327939,2.4337318013330624,4.273697788338032,0.47463045013633454,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.7788009501639696,0.9807079111364577,3.566286462302311,2.4337318013330624,10.0,28.888999228605176,39.357198074792805,60.0,154.55007640004408,213.68488941690157
63.12,0.0,0.0,0.7356899107330348,0.6363559891480148,1.466894290363065,2.564470512078036,4.3063178403224285,0.5292173885240568,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.7334471451815325,0.8374444817187876,3.6105360463646967,2.564470512078036,10.0,26.39738167100833,36.78449553665174,60.0,155.46859644976595,215.3158920161214
63.24,0.0,0.0,0.6936770803134084,0.5433945641545767,1.3814688317315145,2.684667483100148,4.323598288102053,0.5807734297726797,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6907344158657572,0.715107246427423,3.641482721451597,2.684667483100148,10.0,24.368135778075718,34.68385401567042,60.0,156.31580623624353,216.17991440510264
63.36,0.0,0.0,0.6593649359606503,0.4640126805053223,1.301018077674052,2.7940432438452616,4.338916148102505,0.6287555814780504,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.650509038837026,0.6106406875450041,3.6600380461281357,2.7940432438452616,10.0,22.710039811049448,32.96824679803251,60.0,157.0648834399296,216.94580740512524
63.48,0.0,0.0,0.6312781913302535,0.3962278025742529,1.2252525085820734,2.8925121190571663,4.352184491873277,0.6728534007407456,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6126262542910367,0.5214357881877169,3.6678224264433306,2.8925121190571663,10.0,21.3524050535145,31.563909566512677,60.0,157.7112615418175,217.60922459366384
63.6,0.0,0.0,0.6082630537677143,0.33834593704322674,1.153899326090753,2.9801858492524382,4.363405489895798,0.7129486098991323,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5769496630453765,0.44526325314888643,3.6665026888349144,2.9801858492524382,10.0,20.2398263656921,30.413152688385715,60.0,158.2554504627192,218.17027449478988
63.72,0.0,0.0,0.5894092726686038,0.28891957162913623,1.08670142787639,3.0573478196110457,4.37264324020427,0.7490724496567481,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.543350713938195,0.3802181562639433,3.657651180813214,3.0573478196110457,10.0,19.32857238301799,29.47046363343019,60.0,158.7011599990744,218.63216201021348
63.84,0.0,0.0,0.5739945961405923,0.24671365375593296,1.0234168591436426,3.124417666251249,4.3799983817060895,0.781364402262606,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5117084295718213,0.3246751683428078,3.6426720827588697,3.124417666251249,10.0,18.58393093866057,28.699729807029616,60.0,159.05382435993627,218.99991908530447
63.96,0.0,0.0,0.5614440397997408,0.21067316828775318,0.9638176764137296,3.181915248848645,4.385594930605902,0.8100387699804155,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4819088382068648,0.2772458894666832,3.622771505564015,3.181915248848645,10.0,17.978199301545974,28.07220198998704,60.0,159.31939480907386,219.27974653029509
64.08,0.0,0.0,0.5512960687598888,0.17989778337588724,0.907689336661163,3.230426655584357,4.389550725165944,0.8353555942762042,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4538446683305815,0.23674548292266762,3.598965447097657,3.230426655584357,10.0,17.489157893929725,27.56480343799444,60.0,159.50395334565312,219.4775362582972
64.2,0.0,0.0,0.5431789123375076,0.1536181321211981,0.8548296616176222,3.2705764443364473,4.39197983760352,0.8575994481726562,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4274148308088111,0.2021614618714967,3.572092986383014,3.2705764443364473,10.0,17.09888329261768,27.15894561687538,60.0,159.61322552711073,219.598991880176
64.32,0.0,0.0,0.5367915790032063,0.1311774807799319,0.8050483025561374,3.3030041811234643,4.392993530433541,0.8770620989113859,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4025241512780687,0.1726295647063904,3.542838526878883,3.3030041811234643,10.0,16.792841612573106,26.839578950160313,60.0,159.65243877636695,219.64967652167707
64.44,0.0,0.0,0.5318888529918121,0.11201493933316817,0.7581659733595743,3.328346852415414,4.392682949110367,0.8940309011750949,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3790829866797871,0.1474116601624493,3.511755753649485,3.328346852415414,10.0,16.55917996697628,26.594442649590604,60.0,159.62628493998903,219.63414745551833
64.56,0.0,0.0,0.5282694247312744,0.09565159854375854,0.7140138230521305,3.3472256127433817,4.3911364847864425,0.9087805813975561,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.35700691152606523,0.12587750368358624,3.479290751358543,3.3472256127433817,10.0,16.388177850152104,26.41347123656372,60.0,159.5389819877349,219.5568242393221
64.68,0.0,0.0,0.5257679589587391,0.08167874615380036,0.6724329329960791,3.3602359976448453,4.388425674172053,0.921567968401058,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.33621646649803955,0.10748922993840128,3.4457981429177553,3.3602359976448453,10.0,16.2718228048145,26.288397947936954,60.0,159.39419653527324,219.42128370860266
64.8,0.0,0.0,0.5242476819437433,0.06974700664289528,0.6332735056606885,3.3679425228635202,4.3846246787105345,0.9326297391903374,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.31663675283034426,0.09178706074205019,3.411558684675494,3.3679425228635202,10.0,16.203467804245015,26.21238409718716,60.0,159.19512424877055,219.23123393552672
64.92,0.0,0.0,0.5235938140867129,0.05955825236197313,0.5963945321824883,3.370873898953886,4.379784289606117,0.942180647744494,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.29819726609124414,0.07837866010835665,3.3767967558708896,3.370873898953886,10.0,16.17757693594956,26.179690704335645,60.0,158.94469889751426,218.98921448030583
65.04,0.0,0.0,0.5237110961772626,0.050857907724569065,0.5616632355988169,3.369521296415009,4.373956644528011,0.9504137073846359,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.28083161779940846,0.0669290065655329,3.3416856891946,3.369521296415009,10.0,16.189516072081048,26.18555480886313,60.0,158.6454073895162,218.69783222640055
65.16,0.0,0.0,0.5245193760242555,0.04342848211905195,0.5289545062189034,3.364337921759053,4.36719243120021,0.9575010300869861,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2644772531094517,0.05715188246867237,3.306360186240149,3.364337921759053,10.0,16.23538759578991,26.225968801212773,60.0,158.29945421435426,218.35962156001048
65.28,0.0,0.0,0.525950919724134,0.03708442118620351,0.4981506268639136,3.3557387251664466,4.359528826807822,0.963594784100524,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2490753134319568,0.04880309828104382,3.2709239494335103,3.3557387251664466,10.0,16.311906632972416,26.2975459862067,60.0,157.90880734204663,217.97644134039112
65.4,0.0,0.0,0.5279484528900867,0.03166707266091648,0.46914059721891554,3.344102369371326,4.350995366995769,0.9688290780793429,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.23457029860945777,0.041673867621766086,3.2354548642379184,3.344102369371326,10.0,16.41628998534087,26.397422644504335,60.0,157.47519251834072,217.54976834978845
65.52,0.0,0.0,0.5304636635793343,0.027041108559790063,0.44181999025288005,3.3297719052498715,4.3416308021870496,0.9733212288679792,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.22090999512644002,0.035586098864683724,3.200009418150066,3.3297719052498715,10.0,16.54618159023594,26.523183178966715,60.0,157.00010311422201,217.08154010935246
65.64,0.0,0.0,0.533455385449033,0.0230909061277669,0.41609040472068026,3.3130571849711425,4.33145895775093,0.9771736486629545,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.20804520236034013,0.03038763246414124,3.164627871953168,3.3130571849711425,10.0,16.699581666140453,26.672769272451653,60.0,156.48486821674442,216.5729478875465
65.76,0.0,0.0,0.5368886018616692,0.019717633894830135,0.3918590615313267,3.294237038082393,4.320502769977633,0.9804754872680305,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.19592953076566336,0.02594840620559646,3.129336994623622,3.294237038082393,10.0,16.874792392435324,26.84443009308346,60.0,155.93065374111652,216.02513849888166
65.88,0.0,0.0,0.5407339981561388,0.016837355238155806,0.3690390937008193,3.2735596915398864,4.308784470685534,0.9833036008097673,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.18451954685040964,0.02215795949341304,3.0941517774632055,3.2735596915398864,10.0,17.07039130175847,27.036699907806938,60.0,155.33843737185254,215.43922353427672
66.0,0.0,0.0,0.5449668842693884,0.014377732899515988,0.3475479355293819,3.251248520496069,4.296321210106064,0.9857251331186606,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.17377396776469095,0.01892109649576304,3.0590773114005634,3.251248520496069,10.0,17.28516301266022,27.248344213469423,60.0,154.7090222503615,214.8160605053032
66.12,0.0,0.0,0.5495659849380388,0.012277402514956137,0.3273083176580725,3.2275005353715702,4.283123745005247,0.9877976572974345,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.16365415882903625,0.016157061709682275,3.024113699410754,3.2275005353715702,10.0,17.51810541286759,27.478299246901937,60.0,154.04316481180496,214.15618725026232
66.24,0.0,0.0,0.5545147122273674,0.0104839068412143,0.3082473795507958,3.20249016175409,4.269205756618038,0.9895708577606992,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1541236897753979,0.01379682140303802,2.9892511504883763,3.20249016175409,10.0,17.76839095616591,27.725735611368368,60.0,153.34133706787406,213.4602878309019
66.36,0.0,0.0,0.5597991028934282,0.008952405407043604,0.29029645541507715,3.176370969027557,4.254576041470751,0.9910875480588073,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.14514822770753857,0.011781365515669382,2.954476452915466,3.176370969027557,10.0,18.035350586428763,27.989955144671406,60.0,152.6039464928769,212.72880207353757
66.48,0.0,0.0,0.5654078539096696,0.007644619089785992,0.27339090254152393,3.149277317722523,4.23924057639594,0.992384526693967,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.13669545127076196,0.010060318722158366,2.9197727593733576,3.149277317722523,10.0,18.318461206188026,28.27039269548348,60.0,151.83129639470926,211.962028819797
66.6,0.0,0.0,0.5713331541561599,0.0065278902570071245,0.2574698744347487,3.1213260484785477,4.223201123791649,0.9934933701316137,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.12873493721737436,0.008590703578221377,2.88511683015506,3.1213260484785477,10.0,18.61733467507022,28.566657707807995,60.0,151.02344792252634,211.16005618958246
66.72,0.0,0.0,0.5775691849044843,0.005574287873562461,0.2424760000681382,3.092618219412221,4.206458209725363,0.9944412196412555,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1212380000340691,0.007335762841608199,2.8504836008246164,3.092618219412221,10.0,18.931707502932735,28.878459245224214,60.0,150.18038566295132,210.32291048626814
66.84,0.0,0.0,0.5841125838052827,0.0047599886001859475,0.2283553032611182,3.0632402945678834,4.1890051898747895,0.9952513221920205,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1141776516305591,0.006264144997844707,2.8158447633058095,3.0632402945678834,10.0,19.261437324124245,29.205629190264137,60.0,149.30194015983358,209.45025949373948
66.96,0.0,0.0,0.5909626719341051,0.004064639918759337,0.21505692219976352,3.0332656001219074,4.170841670652447,0.9959436095492514,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.10752846109988176,0.005349066133087287,2.7811679495059907,3.0332656001219074,10.0,19.60649720719065,29.548133596705256,60.0,148.3877406575739,208.54208353262234
67.08,0.0,0.0,0.5981207347905788,0.003470874818279738,0.20253299567938757,3.002755373244269,4.151958538229646,0.9965351417048433,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.10126649783969378,0.004567671260856135,2.746419066566369,3.002755373244269,10.0,19.966974959765576,29.90603673952894,60.0,147.43729660610487,207.59792691148232
67.2,0.0,0.0,0.6055901904451287,0.002963845831763155,0.19073840043013696,2.9717599370146717,4.132330950306408,0.9970405420232483,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.09536920021506848,0.003900421114600312,2.7115617149535565,2.9717599370146717,10.0,20.343071408434167,30.279509522256436,60.0,146.4499654771359,206.6165475153204
67.32,0.0,0.0,0.6133773414341371,0.002530881315718317,0.17963065742431972,2.9403195862052254,4.111958408023274,0.9974723186642397,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.08981532871215986,0.0033306398114853054,2.6765550383959695,2.9403195862052254,10.0,20.735102364724433,30.668867071706856,60.0,145.42485033684613,205.59792040116372
67.44,0.0,0.0,0.6214901911304349,0.0021611650388400996,0.16916978022488574,2.908465367271362,4.0908089605790305,0.9978411685968958,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.08458489011244287,0.0028440931911135714,2.6413575255159696,2.908465367271362,10.0,21.143502362395633,31.074509556521743,60.0,144.3609499532896,204.54044802895152
67.56,0.0,0.0,0.6299396126676065,0.001845460384702449,0.1593181079106638,2.876219887789358,4.068864710499006,0.9981562414302749,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0796590539553319,0.002428625866268423,2.6059235962084384,2.876219887789358,10.0,21.568828491056525,31.49698063338032,60.0,143.257007124868,203.4432355249503
67.68,0.0,0.0,0.6387388175759366,0.0015758724423524662,0.15004014441889305,2.8435979427163103,4.04609671190673,0.998425368592635,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.07502007220944652,0.0020738481341358458,2.5702054799213623,2.8435979427163103,10.0,22.01176708169779,31.936940878796833,60.0,142.1115800832762,202.30483559533653
67.8,0.0,0.0,0.6479039013426074,0.001345661753299697,0.1413024612921591,2.8106070430242434,4.022472400498908,0.9986552432434921,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.07065123064607955,0.0017708908673424015,2.534151940873719,2.8106070430242434,10.0,22.47314247308974,32.39519506713037,60.0,140.92297858940285,201.1236200249454
67.92,0.0,0.0,0.657453638736541,0.0011490889735609852,0.1330736712203204,2.777247906492911,3.997948081675032,0.998851570976369,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0665368356101602,0.0015122010892062567,2.497709418981384,2.777247906492911,10.0,22.953927280607143,32.87268193682705,60.0,139.68930042646448,199.8974040837516
68.04,0.0,0.0,0.6674103784499726,0.0009812279607700931,0.12532406374289867,2.743514862492862,3.9724916815743825,0.9990192532859683,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.06266203187144934,0.0012912959963734425,2.4608196634121726,2.743514862492862,10.0,23.455255076383374,33.37051892249863,60.0,138.40832817921944,198.62458407871912
68.16,0.0,0.0,0.6777995382767051,0.0008378885730522491,0.11802575952515736,2.709396164776274,3.946044188072253,0.9991624623575578,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.05901287976257868,0.0011026613621367598,2.4234221461771255,2.709396164776274,10.0,23.978435968945586,33.889976913835255,60.0,137.07761392623996,197.30220940361264
68.28,0.0,0.0,0.6886506740411376,0.0007154880334598287,0.11115247188441606,2.6748742816500046,3.91855852708182,0.9992847678670683,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.05557623594220803,0.0009415822520331345,2.3854515936640035,2.6748742816500046,10.0,24.524974473785445,34.43253370205688,60.0,135.69436467841902,195.927926354091
68.4,0.0,0.0,0.6999973492209707,0.0006109680316694751,0.10467945388958408,2.639926092401688,3.889969870704125,0.9993892185712936,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.05233972694479204,0.0008040339296770293,2.3468393828967353,2.639926092401688,10.0,25.096591216483425,34.99986746104853,60.0,134.25548879266347,194.49849353520625
68.52,0.0,0.0,0.7118780435974211,0.0005217171427258762,0.09858340095828763,2.6045230644988733,3.860212841697631,0.9994784189279982,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.049291700479143816,0.0006865797598272532,2.3075120959942717,2.6045230644988733,10.0,25.695247906319015,35.59390217987106,60.0,132.75751732666694,193.01064208488154
68.64,0.0,0.0,0.7243363512425848,0.0004455038269681494,0.09284235140259545,2.5686313295284022,3.82920767545952,0.9995545953951266,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.04642117570129772,0.0005862830362900846,2.2673923494468387,2.5686313295284022,10.0,26.323177603285004,36.216817562129236,60.0,131.1966246649954,191.460383772976
68.76,0.0,0.0,0.7374221818002871,0.00038042120758560814,0.0874356005821684,2.532211728696934,3.796873813741854,0.999619651143387,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0437178002910842,0.0005006343091826603,2.2263971306424697,2.532211728696934,10.0,26.982920020520883,36.87110909001435,60.0,129.56853439192196,189.8436906870927
68.88,0.0,0.0,0.7511917368445685,0.00032485088054824864,0.0823437793637908,2.495220254466926,3.7631224868053024,0.999675201877786,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0411718896818954,0.00042750375880149525,2.184440028794386,2.495220254466926,10.0,27.67735465454424,37.55958684222843,60.0,127.86859237425777,188.1561243402651
69.0,0.0,0.0,0.765709324777729,0.000277396148767717,0.07754845190524141,2.4576072414157184,3.727843301636661,0.9997226423219867,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.03877422595262071,0.0003650533317783156,2.1414283923878763,2.4576072414157184,10.0,28.409763409114674,38.28546623888645,60.0,126.0916262552849,186.39216508183304
69.12,0.0,0.0,0.7810480665983455,0.00023687359120173798,0.07303238110356597,2.4193182534719173,3.6909343608179053,0.9997631544611324,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.036516190551782984,0.0003117256460214872,2.097264738160974,2.4193182534719173,10.0,29.183869535667785,39.052403329917276,60.0,124.23196707587515,184.54671804089526
69.24,0.0,0.0,0.7972906230193512,0.00020227073801477085,0.06877930755504079,2.380293683890987,3.6522670629437415,0.9997977497173317,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.034389653777520394,0.0002661882912274384,2.051848123715016,2.380293683890987,10.0,30.003909412312808,39.86453115096756,60.0,122.28348965347799,182.61335314718707
69.36,0.0,0.0,0.8145316701312397,0.00017272258961078982,0.06477391071658295,2.340468911074399,3.6117139029009877,0.9998272923260769,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.032386955358291475,0.0002273029279277994,2.005071961611705,2.340468911074399,10.0,30.87470482324655,40.72658350656199,60.0,120.23947446629145,180.58569514504939
69.48,0.0,0.0,0.8328781347955521,0.00014749102450351884,0.061001772705996896,2.2997744574102423,3.5691277126647574,0.9998525198517629,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.030500886352998448,0.00019409818824663082,1.9568283939399502,2.2997744574102423,10.0,31.801747625667172,41.643906739777606,60.0,118.09277691185136,178.45638563323786
69.6,0.0,0.0,0.8524533787118317,0.00012594540131144987,0.05744930896279786,2.258136246080224,3.524362534792525,0.9998740625294776,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.02872465448139893,0.00016574414812586802,1.9070039278336801,2.258136246080224,10.0,32.79129698774404,42.622668935591584,60.0,115.83557796664346,176.21812673962623
69.72,0.0,0.0,0.8733967116718996,0.00010754713028717081,0.05410372303330324,2.215475843278863,3.4772512748667697,0.9998924586526982,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.02705186151665162,0.0001415320234579168,1.8554877128590828,2.215475843278863,10.0,33.850494347313116,43.66983558359498,60.0,113.45974156106404,173.86256374333848
