Time,u_1,u_2,AMPK_A,Drug_D,Glucose_G,miR_451_M,mTOR_R,deltaD,myu_G,l_1,l_2,alpha,l_3,l_4,beta,S_1,epsilon_1,l_5,l_6,gamma,S_2,epsilon_2,myu_D,compartment,Dose_for_Glucose,Dose_for_Drug,Consumption_of_Glucose,Decay_of_Drug,Production_of_miR_451,loss_of_miR_451,signal_source_of_AMPK,Production_of_AMPK,loss_of_AMPK,signal_source_of_mTOR,Production_of_mTOR,loss_of_mTOR
1.2,1.0,1.0,3.3564069326726576,0.6032380685105511,0.9023771191399084,0.5285754619114812,1.74816535258048,0.5470374204830504,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.4511885595699542,0.7938612981598853,1.112629575612712,0.5285754619114812,10.0,156.32425170706892,167.82034663363288,60.0,27.922695479597337,87.408267629024
1.32,1.0,1.0,3.1731104990005785,0.62612078092087,0.9662978654398383,0.5996567608911674,1.814715229745395,0.534661853780955,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.48314893271991916,0.823974947691865,1.2000818980046966,0.5996567608911674,10.0,147.10336222179802,158.65552495002893,60.0,31.331694904828353,90.73576148726976
1.44,1.0,1.0,2.9853834233424497,0.6456606934923559,1.026496151177052,0.6726445442101316,1.8914267523199388,0.5243160154658937,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.513248075588526,0.8496894726359404,1.288618959245588,0.6726445442101316,10.0,137.69830697919534,149.2691711671225,60.0,35.25487736177662,94.57133761599694
1.56,1.0,1.0,2.797340657725763,0.6623461179001767,1.0831887468901769,0.7474917621353686,1.9789360023554032,0.5156401616568038,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.5415943734450884,0.8716474911566326,1.3790427172060906,0.7474917621353686,10.0,128.30843833837017,139.86703288628814,60.0,39.72239261176265,98.94680011777017
1.68,1.0,1.0,2.61227085984023,0.6765940372501745,1.1365797999801313,0.8242497400354201,2.07766538685831,0.5083454528350736,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.5682898999900656,0.8903977530212297,1.472197164076245,0.8242497400354201,10.0,119.09102815636086,130.6135429920115,60.0,44.75345661046678,103.8832693429155
1.8,1.0,1.0,2.432613592507608,0.688760528888412,1.1868615722838962,0.9030620461952339,2.1877934674659514,0.502198143555966,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.5934307861419481,0.9064088560171503,1.5689721403858803,0.9030620461952339,10.0,110.16121183386375,121.63067962538038,60.0,50.35484810851453,109.38967337329757
1.92,1.0,1.0,2.2600393237562804,0.6991496585404245,1.2342151319130903,0.9841593234126,2.309225719611458,0.49700775044993806,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6171075659565451,0.9200809506391987,1.6703039027037008,0.9841593234126,10.0,101.59661241123548,113.00196618781402,60.0,56.51944561010553,115.4612859805729
2.04,1.0,1.0,2.0955824445013316,0.708021081195729,1.2788110085915148,1.0678544741973897,2.441565879131486,0.4926180847124073,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6394055042957574,0.9317557428535794,1.7771698350623106,1.0678544741973897,10.0,93.44426883404311,104.77912222506657,60.0,63.22480396701499,122.0782939565743
2.16,1.0,1.0,1.9397906917855994,0.7155965721645782,1.3208098465398115,1.154537370939787,2.584087791525256,0.4889003604333265,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6604049232699057,0.9417250889685849,1.8905730258589224,1.154537370939787,10.0,85.72812930460333,96.98953458927997,60.0,70.43175149851365,129.2043895762628
2.28,1.0,1.0,1.792868222989244,0.7220654694699574,1.3603629138600468,1.2446672716365816,2.735707920666902,0.4857479216038831,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6801814569300234,0.950238157822464,2.0115103131284324,1.2446672716365816,10.0,78.45609030692839,89.6434111494622,60.0,78.08300942420972,136.78539603334508
2.4,1.0,1.0,1.6548004118055453,0.7275893596790375,1.3976125827060963,1.3387609760799644,2.894959375977912,0.48307210069014883,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.6988062913530482,0.9575075973376134,2.140915924394451,1.3387609760799644,10.0,71.62603029721353,82.74002059027727,60.0,86.10196184290697,144.74796879889558
2.52,1.0,1.0,1.5254524980729145,0.7323062884874119,1.4326929867889562,1.4373750164145442,3.0599782284920947,0.48079884957858443,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7163464933944781,0.963715075649434,2.2795749282878717,1.4373750164145442,10.0,65.23057345712981,76.27262490364572,60.0,94.39209562229007,152.99891142460473
2.64,1.0,1.0,1.4046459715214643,0.7363341447284354,1.4657304584421587,1.541077324263882,3.2285081209970174,0.47886615585082004,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7328652292210793,0.969015734462621,2.4279979096296747,1.541077324263882,10.0,59.26067590792289,70.23229857607322,60.0,102.83741606019856,161.42540604985086
2.76,1.0,1.0,1.2922099564997824,0.7397735942133754,1.4968439725650613,1.6504059016605401,3.397938858528283,0.4772219491016399,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7484219862825306,0.9735420499848021,2.586260410035372,1.6504059016605401,10.0,53.708005532517525,64.61049782498912,60.0,111.30475995127507,169.89694292641414
2.88,1.0,1.0,1.1880092653354908,0.7427105952949971,1.5261455740251433,1.7658126551991715,3.5653959241999105,0.47582240395978914,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,1.0,1.0,0.7630727870125716,0.9774071434082162,2.7538227117157543,1.7658126551991715,10.0,48.56615313170817,59.40046326677454,60.0,119.64874216972588,178.26979620999552
3.0,0.0,0.0,1.0919497427231433,0.7452185450222814,1.5537407764090507,1.8875937528160234,3.72789129957691,0.4746305604580409,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.7768703882045254,0.9807076052493223,2.9293669169291494,1.8875937528160234,10.0,43.83071531735736,54.59748713615716,60.0,127.71981244454213,186.3945649788455
3.12,0.0,0.0,1.0072089475869885,0.6363554650733563,1.4632579666906913,2.0088191465436767,3.794648334153737,0.5292176658735516,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.7316289833453457,0.8374437920365368,2.9881411345636666,2.0088191465436767,10.0,39.71915093979008,50.360447379349424,60.0,130.1341692621575,189.73241670768687
3.24,0.0,0.0,0.9371270345730001,0.5433941952056457,1.378044282484765,2.1226836330515217,3.841381503473455,0.5807736440484552,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6890221412423825,0.7151067608906297,3.041155130647844,2.1226836330515217,10.0,36.325423299458244,46.856351728650004,60.0,132.44686422320606,192.06907517367276
3.36,0.0,0.0,0.8789169478730727,0.4640126459974365,1.2977930024521587,2.229245115233673,3.885257932949727,0.6287556031750765,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6488965012260793,0.6106406421326265,3.086708166906141,2.229245115233673,10.0,33.50345391175841,43.94584739365364,60.0,134.61572214797002,194.26289664748634
3.48,0.0,0.0,0.8302980758902445,0.3962271905420658,1.2222151502252252,2.328447361716747,3.925988946258001,0.67285381254881,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.6111075751126126,0.5214349827533586,3.124231058715929,2.328447361716747,10.0,31.14456049781679,41.51490379451222,60.0,136.6249019898795,196.29944731290004
3.6,0.0,0.0,0.7895309563515235,0.33834504084448125,1.1510387810345426,2.4202071224816177,3.96333606155721,0.7129492488430684,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5755193905172713,0.44526207375133736,3.1536676222419366,2.4202071224816177,10.0,29.16556225798137,39.476547817576176,60.0,138.4635534460847,198.1668030778605
3.72,0.0,0.0,0.7552606612829461,0.28891805682407934,1.0840073141857722,2.504466425695672,3.9971751423424076,0.7490735843563422,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5420036570928861,0.3802161627804884,3.1753248333928212,2.504466425695672,10.0,27.50141878038585,37.76303306414731,60.0,140.12612913193465,199.85875711712038
3.84,0.0,0.0,0.7264151943170836,0.24671279892112394,1.020879738244359,2.5812232896043206,4.027483465861694,0.781365070200381,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.5104398691221795,0.3246740433801991,3.189740214664071,2.5812232896043206,10.0,26.100414108156357,36.32075971585418,60.0,141.6119724665826,201.3741732930847
3.96,0.0,0.0,0.7021275535059072,0.21067267072400503,0.96142835848712,2.6505458823436445,4.054313817144247,0.8100391730264422,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.48071417924356,0.2772452346727906,3.197598115334809,2.6505458823436445,10.0,24.920896481618552,35.106377675295356,60.0,142.92496853720894,202.71569085721234
4.08,0.0,0.0,0.6816973763305747,0.17989741611830914,0.9054391762078501,2.712574832624557,4.077790862100861,0.8353559010669329,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.45271958810392504,0.23674499961169485,3.1996247741861468,2.712574832624557,10.0,23.928991514263743,34.08486881652873,60.0,144.07152819800706,203.88954310504306
4.2,0.0,0.0,0.6645506273081526,0.15361768219405947,0.8527105008975235,2.7675175972023056,4.0980758920857125,0.8575998340300088,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.42635525044876177,0.20216086976738226,3.1965464839587905,2.7675175972023056,10.0,23.09694550586458,33.22753136540763,60.0,145.06001367733273,204.90379460428562
4.32,0.0,0.0,0.6502154611342169,0.13117705482983244,0.80305254348476,2.8156381614735175,4.115354423882247,0.8770624724961538,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.40152627174238,0.1726290041560595,3.189049271698594,2.8156381614735175,10.0,22.40188971788693,32.510773056710846,60.0,145.89971465503348,205.7677211941123
4.44,0.0,0.0,0.6383006573391589,0.11201458333875666,0.7562864367191595,2.8572453592562335,4.129820067843454,0.8940312194451561,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.37814321835957976,0.1474111916738038,3.1777634364070737,2.8572453592562335,10.0,21.824885527025717,31.915032866957944,60.0,146.60036220696188,206.4910033921727
4.56,0.0,0.0,0.6284814056290116,0.09565142989729118,0.7122437913863109,2.8926803357880715,4.141664988412253,0.9087807346602037,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.35612189569315544,0.1258772817448352,3.1632509110034617,2.8926803357880715,10.0,21.350186829087995,31.42407028145058,60.0,147.17155239095422,207.08324942061265
4.68,0.0,0.0,0.6204866216433103,0.08167858263552191,0.6707659752483708,2.922305313875315,4.151074568767105,0.921568119094278,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3353829876241854,0.10748901474834684,3.1460045606195233,2.922305313875315,10.0,20.96464990026092,31.024331082165514,60.0,147.62249316545967,207.55372843835525
4.8,0.0,0.0,0.614089500136904,0.06974688379346175,0.6317036310798592,2.9464932921553,4.158223730912763,0.9326298537633797,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3158518155399296,0.09178689907219567,3.1264499095205984,2.9464932921553,10.0,20.657267311046745,30.7044750068452,60.0,147.96180027897108,207.91118654563815
4.92,0.0,0.0,0.6090995435583264,0.05955819418599739,0.5949161044235984,2.965619558357671,4.163273590519278,0.9421807025567741,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2974580522117992,0.07837858354877257,3.1049505848204353,2.965619558357671,10.0,20.418790693901656,30.45497717791632,60.0,148.1974194771436,208.16367952596391
5.04,0.0,0.0,0.6053562409580723,0.050857851217943735,0.5602708964743345,2.9800548795734882,4.166371226868136,0.9504137610893088,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.28013544823716724,0.06692893220281396,3.0818145151401737,2.9800548795734882,10.0,20.241425380340793,30.267812047903615,60.0,148.33659112410646,208.31856134340677
5.16,0.0,0.0,0.6027245398682357,0.04342849359419195,0.5276432856039437,2.990159833068004,4.167649153565099,0.9575010190995278,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.26382164280197185,0.05715189756995661,3.0572987631960764,2.990159833068004,10.0,20.11858734872989,30.136226993411785,60.0,148.38578808020947,208.38245767825495
5.28,0.0,0.0,0.6010892038929738,0.037084393834656226,0.4969157376311884,2.996281071642799,4.16722438198243,0.9635948104563327,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2484578688155942,0.04880306228640759,3.0316203272626665,2.996281071642799,10.0,20.044699157387686,30.05446019464869,60.0,148.3509233767558,208.36121909912148
5.4,0.0,0.0,0.6003531402346407,0.03166707292300577,0.46797764246146095,2.9987480107727396,4.165207865112643,0.9688290778254232,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.23398882123073048,0.04167386796667559,3.004956923951644,2.9987480107727396,10.0,20.01503202537714,30.017657011732034,60.0,148.23718402682377,208.26039325563215
5.52,0.0,0.0,0.6004336195852336,0.027041106608400724,0.4407247530330668,2.9978712917439077,4.161688606445201,0.9733212307673079,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2203623765165334,0.03558609629665536,2.9774552624657877,2.9978712917439077,10.0,20.02556808088043,30.021680979261678,60.0,148.04919782574524,208.08443032226006
5.64,0.0,0.0,0.6012612435018384,0.02309087868384203,0.4150589283158462,2.9939413123036975,4.156754923876607,0.9771736754804351,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2075294641579231,0.030387596347936113,2.9492320425840823,2.9939413123036975,10.0,20.07289556023998,30.06306217509192,60.0,147.79092955250465,207.83774619383033
5.76,0.0,0.0,0.6027757157275055,0.01971775723405391,0.39088781123731337,2.987227404989759,4.150475712722972,0.9804753663369523,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.19544390561865668,0.025948568520014946,2.920385386663899,2.987227404989759,10.0,20.154123481484756,30.138785786375276,60.0,147.4660345975074,207.5237856361486
5.88,0.0,0.0,0.6049263689313074,0.0168373504852125,0.36812427814437115,2.977978538450004,4.142917028359778,0.9833036054833535,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.18406213907218558,0.02215795323853965,2.890991771549821,2.977978538450004,10.0,20.266799905050902,30.24631844656537,60.0,147.07762984017404,207.14585141798892
6.0,0.0,0.0,0.6076722202080307,0.014377712973674014,0.3466863821937639,2.9664228914680666,4.1341276459470615,0.985725152760064,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.17334319109688195,0.018921070273355003,2.861105248760322,2.9664228914680666,10.0,20.40886139200712,30.383611010401534,60.0,146.62817676609293,206.70638229735306
6.12,0.0,0.0,0.6109761311489961,0.012277410842267253,0.3264969628156575,2.9527683910409763,4.124157643211332,0.9877976490717361,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.16324848140782874,0.016157072668423707,2.8307746878005347,2.9527683910409763,10.0,20.57858508832195,30.548806557449804,60.0,146.12013116513123,206.20788216056658
6.24,0.0,0.0,0.614809189641203,0.01048386797415661,0.30748319887701475,2.9372042220217525,4.11305070330844,0.9895708962224076,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.15374159943850738,0.0137967702539901,2.8000296383864303,2.9372042220217525,10.0,20.774539996144632,30.74045948206015,60.0,145.55529732944265,205.652535165422
6.36,0.0,0.0,0.6191474442592741,0.008952400322194807,0.2895768308809566,2.9199002637689127,4.100831286952774,0.9910875530983376,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1447884154404783,0.011781358824008365,2.768890533862431,2.9199002637689127,10.0,20.995573234812635,30.95737221296371,60.0,144.93520008710004,205.04156434763868
6.48,0.0,0.0,0.6239717013162417,0.007644616360002414,0.27271318460195043,2.9010098631748376,4.087529938564428,0.992384529402962,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.13635659230097522,0.010060315129763178,2.737368343689333,2.9010098631748376,10.0,21.24076161668317,31.198585065812082,60.0,144.26104273879002,204.3764969282214
6.6,0.0,0.0,0.6292670290403356,0.00652786801095666,0.2568315859402242,2.8806692112208836,4.0731578974076434,0.9934933922329175,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1284157929701121,0.008590674302418964,2.705466584662354,2.8806692112208836,10.0,21.50941200825142,31.46335145201678,60.0,143.533747939381,203.65789487038217
6.72,0.0,0.0,0.6350233557541616,0.00557427899842659,0.2418749089102603,2.85899895939691,4.05773430120092,0.9944412284670565,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.12093745445513016,0.007335751161929392,2.673179226343131,2.85899895939691,10.0,21.80103815602428,31.751167787708077,60.0,142.75384395118164,202.88671506004601
6.84,0.0,0.0,0.6412341237656389,0.004759979719416249,0.22778921281691336,2.836105417537842,4.0412639168897195,0.9952513310306184,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.11389460640845668,0.0062641333107517835,2.6404946319324205,2.836105417537842,10.0,22.115346274400853,32.061706188281946,60.0,141.9216120061395,202.06319584448596
6.96,0.0,0.0,0.6478966461438181,0.0040646333177147016,0.21452380210190064,2.812080975534764,4.023748791054632,0.9959436161235197,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.10726190105095032,0.005349057446112548,2.607394813572634,2.812080975534764,10.0,22.452234354190427,32.3948323071909,60.0,141.03702821778015,201.1874395527316
7.08,0.0,0.0,0.6550118413939684,0.0034708649749387835,0.20203091012455432,2.7870052295179337,4.005177559399057,0.9965351515140785,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.10101545506227716,0.004567658307019439,2.573856253334095,2.7870052295179337,10.0,22.811784818349153,32.75059206969842,60.0,140.0997837736853,200.25887796995283
7.2,0.0,0.0,0.6625846122492608,0.002963834578288155,0.19026554493461387,2.7609457914202125,3.985546401700257,0.9970405532434192,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.09513277246730693,0.003900406305027212,2.5398490429939535,2.7609457914202125,10.0,23.19426375874777,33.12923061246304,60.0,139.10923048085237,199.27732008501283
7.32,0.0,0.0,0.6706232504608278,0.0025308713532067673,0.17918533881686333,2.7339589797632544,3.9648325871430736,0.9974723286015693,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.08959266940843166,0.003330626700820106,2.5053389808179136,2.7339589797632544,10.0,23.600124114059973,33.53116252304139,60.0,138.06445612762997,198.24162935715367
7.44,0.0,0.0,0.6791400820996956,0.002161157631152012,0.16875039863997238,2.70609053528511,3.9430149227906255,0.9978411759885919,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.08437519931998619,0.002844083442596048,2.4702860959744135,2.70609053528511,10.0,24.03001064248483,33.957004104984776,60.0,136.96420566491406,197.15074613953126
