Time,Osteocytes__S,Pre_Osteoblasts__P,Osteoblasts__B,Osteoclasts__C,Bone_volume__z,alpha_1,alpha_2,alpha_3,beta_1,delta,beta_2,alpha_4,K_S,k1,k2,g_31,g_21,g_22,g_32,g_41,g_42,g_43,g_44,f_12,f_14,f_23,f_34,epsilon,beta_3,rho,Bone,Differentiation_of_Osteoblast_to_Osteocytes,Differentiation_of_MSC_cells_to_Pre_Osteoblast_cells,Proliferation_of_pre_osteoblasts,Differentiation_of_Pre_Osteoblast_to_mature_osteoblast,Apoptosis_of_pre_osteoblast,Apoptosis_of_osteoblasts,Differentiation_of_pre_osteoclast_to_osteoclasts,Apoptosis_of_osteoclasts,Resorption_of_bone,Formation_of_bone
10.0,199.99767991132245,0.7221855083522258,312.0105804679622,5.731468339485698,91.58176298638162,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,0.0018097305375521509,0.046400696995035726,8.377672105108936e-07,0.4139183376356167,0.07221855083522259,31.20105804679622,5.352902069874559e-07,0.5731468339485698,4.012027837639988,4.819003415327677
11.0,199.99889603006565,0.40189628521540693,282.60004873084097,5.186047301198541,92.35216957340428,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,0.0007799548931169272,0.022079154937896577,2.2184070780385817e-07,0.20842531453030802,0.0401896285215407,28.2600048730841,1.5644530688148317e-07,0.5186047301198541,3.6302331108389785,4.364757752647839
12.0,199.9994365150513,0.23370956089578182,255.8516552468949,4.69252973793762,93.05242235791506,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,0.0003604213920940426,0.011269635471501805,6.584590996877468e-08,0.10966890645437993,0.023370956089578183,25.58516552468949,5.1271403635367225e-08,0.469252973793762,3.2847708165563336,3.951628815288292
13.0,199.99969346129478,0.1416213981778458,231.58170799938148,4.245976522336234,93.68769348202645,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,0.00017747189230647581,0.006130755311203627,2.170622001438759e-08,0.06013211317235648,0.01416213981778458,23.158170799938148,1.8665428964398543e-08,0.4245976522336234,2.9721835656353632,3.576779480050447
14.0,199.99982332068478,0.08916331384015402,209.587097538373,3.841918444981396,94.26341545745119,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.257426218136306e-05,0.003533580061336116,7.876656616122393e-09,0.03425581800581527,0.008916331384015402,20.9587097538373,7.480657409674049e-09,0.3841918444981396,2.689342911486977,3.237072721480171
15.0,199.9998926945028,0.0581521819432363,189.66733461026908,3.476311570738277,94.78486412500158,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,5.0880869106886665e-05,0.002146107641085685,3.1200243983114062e-09,0.02021551029529499,0.005815218194323631,18.96673346102691,3.272739644375895e-09,0.34763115707382775,2.4334180995167936,2.929411983055606
16.0,199.9999316645682,0.03917710526572867,171.6331369505036,3.145496788148596,95.25699281928938,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.932156131264078e-05,0.0013667077020952923,1.3385922025443405e-09,0.012323145878230898,0.003917710526572867,17.16331369505036,1.5507935137177669e-09,0.3145496788148596,2.2018477517040167,2.6508738002005283
17.0,199.99995457377634,0.0271905094209764,155.30938174346687,2.8461631933238802,95.68437644410388,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.7637796783418606e-05,0.0009085240607225038,6.175810813502058e-10,0.007738862712170925,0.00271905094209764,15.530938174346687,7.902032932250871e-10,0.284616319332388,1.992314235326716,2.3987534010278457
18.0,199.99996860682276,0.01939242096676348,140.5356556386369,2.5753149557268844,96.07120439768168,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.102965186344496e-05,0.0006278633476047049,3.0439485421800324e-10,0.00499415917434576,0.001939242096676348,14.053565563863692,4.30131623109252e-10,0.25753149557268845,1.802720469008819,2.170573201338747
19.0,199.99997752863462,0.014179789501032882,127.16578357361304,2.3302413354192173,96.42129504997311,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,7.143971969688905e-06,0.0004494272068212744,1.5931961552036194e-10,0.003304233162285026,0.0014179789501032882,12.716578357361305,2.4861486923802714e-10,0.23302413354192175,1.631168934793452,1.9640755272944534
20.0,199.9999833950173,0.01060732787384845,115.06694398025013,2.108489553546675,96.73811921671387,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.776711535321167e-06,0.0003320995988539639,8.806724791898919e-11,0.0022365440013053925,0.001060732787384845,11.506694398025013,1.517524931511921e-10,0.21084895535466752,1.4759426874826727,1.7772089497749632
21.0,199.99998737159265,0.00810205181177203,104.11864378668788,1.907840243720089,97.0248267292631,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.2871316141037577e-06,0.00025256811494593656,5.1158005292780384e-11,0.001545742050320394,0.0008102051811772031,10.411864378668788,9.733383198202625e-11,0.19078402437200892,1.3354881706040622,1.6081124532853943
22.0,199.99999014240495,0.00630763052130545,94.21167761241722,1.7262852402387856,97.28427329913407,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.3217514175273417e-06,0.0001971518815924352,3.108903370626203e-11,0.0010888769469809276,0.000630763052130545,9.421167761241723,6.530508222006578e-11,0.17262852402387857,1.2083996681671498,1.4550993607237839
23.0,199.99999212175354,0.004997115373874027,85.24712695495434,1.5620074796169958,97.51904636720981,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.678994689373475e-06,0.0001575649166907727,1.9684253240239965e-11,0.0007805531590500312,0.0004997115373874027,8.524712695495435,4.5646163900934996e-11,0.15620074796169958,1.093405235731897,1.3166418758192697
24.0,199.9999935679316,0.004022716818946683,77.13542299601126,1.4133628148781296,97.73148935695964,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.2403507940971875e-06,0.00012864135995013519,1.2937194889218787e-11,0.0005685558366684079,0.00040227168189466833,7.7135422996011265,3.311479986181071e-11,0.14133628148781296,0.9893539704146906,1.191356608173394
25.0,199.99999464631327,0.003286182820536542,69.79548118352267,1.278863560216546,97.92372411705685,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.341578550266623e-07,0.0001070737290350899,8.796596693089654e-12,0.0004202579461393813,0.0003286182820536542,6.979548118352267,2.4850728635674297e-11,0.1278863560216546,0.895204492151582,1.0779912068795077
26.0,199.9999954653989,0.002720926390010011,63.15390837127837,1.157163601960549,98.09767152080333,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,7.159444550746683e-07,9.069201777985878e-05,6.169157893258569e-12,0.0003148556982133498,0.00027209263900100113,6.315390837127837,1.9232367629677083e-11,0.1157163601960549,0.8100145213723842,0.9754121147943945
27.0,199.99999609799872,0.002281002877919724,57.14427971796967,1.0470449259000654,98.25507028240894,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,5.574426311740135e-07,7.804002250777182e-05,4.450238071977034e-12,0.00023883124892892937,0.00022810028779197242,5.714427971796967,1.530756940059746e-11,0.10470449259000654,0.7329314481300457,0.8825934002440415
28.0,199.99999659399754,0.0019341766092969275,51.70648106053947,0.9474054268761856,98.39749409112677,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.402810039475373e-07,6.81200468368461e-05,3.293905142591462e-12,0.00018324494161848888,0.00019341766092969277,5.170648106053947,1.2499051426760163e-11,0.09474054268761856,0.6631837988133299,0.7986065999800321
29.0,199.99999698823586,0.0016574745775166139,46.78611193394398,0.8572478798909908,98.52636718091128,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.522718339089394e-07,6.0235280725477784e-05,2.4959612369738628e-12,0.00014208665675493332,0.0001657474577516614,4.678611193394398,1.0446387447624381e-11,0.08572478798909909,0.6000735159236935,0.7226114988197647
30.0,199.99999730548407,0.0014342837406237305,42.33394397551093,0.7756699573030459,98.64297846689367,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.851737151544932e-07,5.389031697786675e-05,1.932350187527815e-12,0.00011125308078500621,0.00014342837406237306,4.233394397551093,8.918413530908202e-12,0.0775669957303046,0.5429689701121321,0.6538477647017663
31.0,199.99999756364465,0.0012524256093670698,38.30543035015943,0.7018552007200254,98.74849435824734,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.3331409943247367e-07,4.872710560676775e-05,1.5256769104771525e-12,8.790214274492249e-05,0.000125242560936707,3.8305430350159435,7.763186299195468e-12,0.07018552007200254,0.4912986405040177,0.5916273717582125
32.0,199.9999977758563,0.0011028572835754039,34.66026109500915,0.6350648470196844,98.843970377573,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.927235045695888e-07,4.448287328358113e-05,1.2264565471571358e-12,7.003858920783585e-05,0.0001102857283575404,3.466026109500915,6.87856171467969e-12,0.06350648470196844,0.44454539291377904,0.5353277326124163
33.0,199.99999795189927,0.0009787832447628471,31.36196064525675,0.5746304356370826,98.930361682267,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.6058113650025286e-07,4.096201383013369e-05,1.0023233407455635e-12,5.624386423323521e-05,9.787832447628472e-05,3.1361960645256755,6.1944536764534806e-12,0.057463043563708266,0.4022413049459578,0.48438548216599053
34.0,199.99999809915082,0.0008750390768479875,28.377523499127243,0.5199471202345232,99.0085325919385,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.3485348133439354e-07,3.801698306060561e-05,8.316586598560246e-13,4.549740480997867e-05,8.750390768479875e-05,2.8377523499127246,5.661870388608103e-12,0.05199471202345232,0.36396298416416617,0.4382908504440203
35.0,199.9999982232451,0.0007876577507272733,25.67708392582743,0.47046760788381764,99.07926522785152,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.1405471305330298e-07,3.55350977879876e-05,6.997373923216188e-13,3.705674578158086e-05,7.876577507272734e-05,2.567708392582743,5.245981067877202e-12,0.04704676078838177,0.32932732551867233,0.39658256123440466
36.0,199.99999832853393,0.0007135620321242928,23.233618095381562,0.4256966949056441,99.14326730595754,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,9.708551121115216e-08,3.3429320974402935e-05,5.963473651434988e-13,3.0376099868546645e-05,7.135620321242928e-05,2.3233618095381563,4.921653529509723e-12,0.04256966949056441,0.29798768643395085,0.3588432314831682
37.0,199.99999841841608,0.000650341833886567,21.022673112711214,0.3851862974243776,99.20117922726986,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,8.312280376041197e-08,3.163167766538517e-05,5.142850896792341e-13,2.5050276305494637e-05,6.50341833886567e-05,2.1022673112711217,4.670505555617315e-12,0.03851862974243776,0.2696304081970643,0.3246951862258247
38.0,199.9999984955724,0.0005960929180380366,19.02212284157917,0.34853097405870176,99.25358046814613,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,7.154351570193484e-08,3.0088551197548715e-05,4.4838931381778437e-13,2.077568453532908e-05,5.9609291803803666e-05,1.902212284157917,4.478938761815859e-12,0.03485309740587018,0.24397168184109122,0.29379668728819025
39.0,199.9999985621375,0.0005492980190082399,17.211946515033205,0.3153638670049258,99.30099537491061,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,6.187103093138683e-08,2.875724950120071e-05,3.949075102566081e-13,1.732287474125838e-05,5.492980190082399e-05,1.7211946515033205,4.336796257242628e-12,0.03153638670049258,0.22075470690344803,0.2658385139246879
40.0,199.99999861982644,0.0005087383838358869,15.574028243527902,0.2853530266569905,99.34389841202453,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,5.373715474714832e-08,2.7603470683476576e-05,3.510736314397543e-13,1.4517003760415612e-05,5.0873838383588694e-05,1.5574028243527902,4.236430925042433e-12,0.028535302665699053,0.19974711865989336,0.24054086622128845
41.0,199.99999867002836,0.0004734278217135878,14.091976253037947,0.25819809820352907,99.38271889418662,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.685482205855963e-08,2.6599432524761928e-05,3.148227891624438e-13,1.2223816320308782e-05,4.7342782171358784e-05,1.4091976253037948,4.172055160841437e-12,0.02581980982035291,0.18073866874247033,0.2176505732281711
42.0,199.99999871387752,0.00044256235103950695,12.750958051283908,0.233627300397649,99.41784530175966,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,4.099823432477182e-08,2.5722449172895623e-05,2.84594693171509e-13,1.033946473309967e-05,4.4256235103950696e-05,1.275095805128391,4.139270737064296e-12,0.0233627300397649,0.1635391102783543,0.19693854710207995
43.0,199.99999875230668,0.0004154822569371933,11.537553072476394,0.21139472484088181,99.44962913883342,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.598831992976199e-08,2.495386621732865e-05,2.591972196160986e-13,8.783075738150654e-06,4.154822569371933e-05,1.1537553072476394,4.1347337315463795e-12,0.021139472484088182,0.14797630738861725,0.1781975072043979
44.0,199.99999878608836,0.00039164250842081916,10.439617429788543,0.19127785728801316,99.47838847445873,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,3.1681932732489056e-08,2.4278232462807874e-05,2.3770969942953167e-13,7.491253983363695e-06,3.916425084208192e-05,1.0439617429788544,4.155902930245679e-12,0.01912778572880132,0.1338945001016092,0.16123989120308405
45.0,199.99999881586646,0.0003705901320501346,9.446162993661995,0.17307536158631076,99.50441110892785,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.7963796222682238e-08,2.368267065500874e-05,2.1941410373164438e-13,6.41400211048957e-06,3.7059013205013464e-05,0.9446162993661995,4.200855425397663e-12,0.017307536158631075,0.12115275311041752,0.14589598743710952
46.0,199.99999884218073,0.00035194643788570627,8.547247342920572,0.15660506293504498,99.52795745546098,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.4740419041461402e-08,2.3156384985632884e-05,2.037451826090896e-13,5.511659405485593e-06,3.5194643788570626e-05,0.8547247342920573,4.2681450288531435e-12,0.0156605062935045,0.10962354405453148,0.13201223521140826
47.0,199.99999886548662,0.0003353930216154377,7.733874066043658,0.14170212086655834,99.54926315095426,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,2.193545886586216e-08,2.2690267185302387e-05,1.9025393397196086e-13,4.752590248675097e-06,3.353930216154377e-05,0.7733874066043658,4.356690546579302e-12,0.014170212086655835,0.09919148460659083,0.1194496849500443
48.0,199.9999988861701,0.0003206607635971664,6.997902891337768,0.12821738238179775,99.56854140941508,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.948618399486331e-08,2.227659809562776e-05,1.785807758813656e-13,4.111428374097714e-06,3.206607635971664e-05,0.6997902891337768,4.465690001818772e-12,0.012821738238179775,0.08975216766725842,0.10808261015671183
49.0,199.99999890456013,0.000307521010363247,6.3319680150293856,0.11601588533842691,99.58598516076846,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.7340725582028543e-08,2.1908797202906713e-05,1.684353881371422e-13,3.5677322277459657e-06,3.07521010363247e-05,0.6331968015029386,4.5945477904246675e-12,0.011601588533842692,0.08121111973689883,0.09779724599212886
50.0,199.99999892093837,0.00029577860737848525,5.729404720002418,0.10497551378469652,99.60176897259714,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.545595213406609e-08,2.158123256795211e-05,1.5958167458348676e-13,3.1049511276078518e-06,2.9577860737848527e-05,0.5729404720002419,4.742816946294088e-12,0.010497551378469652,0.07348285964928757,0.08849065590043735
51.0,199.99999893554687,0.00028526620422703573,5.184182419032824,0.0949857710324598,99.61605080366442,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.3795797949609821e-08,2.128906228625157e-05,1.5182625136491743e-13,2.709623035800813e-06,2.8526620422703573e-05,0.5184182419032825,4.9101478665825855e-12,0.00949857710324598,0.06649003972272186,0.08006969746196198
52.0,199.99999894859474,0.0002758396534605288,4.690844366295377,0.08594667493282403,99.62897358283085,0.5,0.1,0.1,0.1,0.1,0.1,0.1,200.0,0.7,0.015445,1.0,2.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,20.0,1.0,1.2329946265064961e-08,2.1028105258013337e-05,1.4500963320718697e-13,2.37075010295549e-06,2.758396534605288e-05,0.46908443662953775,5.0962431270727505e-12,0.008594667493282403,0.060162672452976816,0.07245009123743211
