Time,AS_m,ASL_m,ASoOH_m,ASLpOH_m,ASpOH_m,ASLoOH_m,AS_c,ASL_c,ASpOH_c,ASoOH_c,ASLpOH_c,ASLoOH_c,ASpOH_b,ASoOH_b,ASLpOH_b,ASLoOH_b,AS_b,ASL_b,CYP3A4_ASLpOH_Km1,CYP3A4_ASLoOH_Km1,CYP3A4_ASpOH_Km1,CYP3A4_ASoOH_Km1,Import_ASLpOH_k,Import_ASLoOH_k,Import_ASL_k,fu_ASL,fu_AS,Import_ASpOH_k,Export_ASLpOH_k,Export_ASLoOH_k,k_CR_ASL_c,k_CR_ASL_m,k_PON_OH_c,Export_ASoOH_k,Prot_k1,CYP3A4_ASoOH_Vmax,CYP3A4_ASLpOH_Vmax,CYP3A4_ASLoOH_Vmax,UGT1A3_AS_Vmax,UGT1A3_AS_Km1,UGT1A3_AS_KI1,k_PON_ASL_c,Export_AS_k,Export_ASL_k,Import_AS_k,Import_ASoOH_k,Export_ASpOH_k,CYP3A4_ASpOH_Vmax,compartment,medium,cell,Import_AS,Import_ASL,CYP3A4_ASpOH,CYP3A4_ASoOH,CYP3A4_ASLpOH,CYP3A4_ASLoOH,Export_ASoOH,UGT1A3_AS,R_ASASL_c,CR_oOH,CR_pOH,Export_AS,Export_ASL,Import_ASLpOH,Import_ASLoOH,ASpOH_Prot,ASoOH_Prot,ASLpOH_Prot,ASLoOH_Prot,AS_Prot,ASL_Prot,Import_ASpOH,R_ASASL_m,R_pOH_m,R_oOH_m,Export_ASLpOH,Export_ASLoOH,Export_ASpOH,Import_ASoOH
5.76,8339.68716973052,23.05258222835507,0.933502823337673,0.14506606432578195,0.18964548846918136,0.26715286977389674,13129.344443261045,312.50159326626033,217.62841770021967,522.5197154078983,102.46148748650883,78.30524206109605,771.242632820447,1851.766308324148,363.16255009771925,277.54784141385045,46538.21919077128,1107.8189992501534,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.5875385964701,6.348681145688986,3.5731763122411495,9.298004505904727,1.724282738708831,1.3885686434513538,0.8351432611364438,6.503557998171376,1.3777882745516152,0.3146617846983084,0.4117312413157871,28.43816006410342,6.8194097682563335,0.004892933283644299,0.00697856726423373,2.9737350451536937,6.84660178157178,0.9371697144461041,0.6801940686301031,96.06082251778308,1.2029818898728717,0.0007512616380218151,0.11526291114177535,0.0007253303216289098,0.0013357643488694838,0.11597615768597934,0.2088714026737676,0.1730711754602767,0.0003628992225725204
5.77,8338.982138313862,23.05437135327621,0.9376888470427065,0.14561832657187018,0.19051188763739096,0.26815647694908273,13148.417815992128,312.7402716631196,218.21938449761626,523.8801786674442,102.6475470422053,78.44026396322525,773.3376124474094,1856.5892922562357,363.8222944216623,278.02662971928737,46605.84913735827,1108.6654585420422,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.5732017826124,6.349173870692268,3.5758037022942895,9.304841415818512,1.7243635065629312,1.3886336859801018,0.837317689564176,6.506895579575931,1.378840583735528,0.31520435670982433,0.4124789030343978,28.47947298943895,6.824618208232596,0.00491156053694261,0.007004783490863939,2.976003845156588,6.850663396722129,0.9364998168893792,0.6795611280795856,96.00824951338494,1.2009721510158942,0.0007546937916867606,0.11527185676638105,0.0007280916328593509,0.0013407823847454137,0.11618675849707218,0.20923156009550703,0.1735411477155743,0.00036452653928785217
5.78,8338.277385120135,23.056183972905973,0.9418857631106743,0.14617153442488764,0.19138063420278276,0.2691617278008659,13167.48075192973,312.97855184949015,218.81080134532257,525.2414471743314,102.83347344544886,78.57516010260296,775.4341882262763,1861.4151324598656,364.4815667253792,278.50497216355006,46673.442075813684,1109.5105051604098,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.55887062641793,6.349673066138305,3.5784263070618128,9.311665873615933,1.7244428382956014,1.3886975719971357,0.8394934050187338,6.51022278677336,1.3798911372492173,0.31574642335629977,0.4132260296931917,28.520763308679793,6.829817958459574,0.004930219684617035,0.007031042653614219,2.97826822337855,6.854713904383806,0.9358293592008838,0.6789279750001287,95.95571872292028,1.1989695377249245,0.0007581352443309037,0.11528091986452987,0.0007308576721244383,0.0013458086390043295,0.11639720859290356,0.20959138205768313,0.17401147787788124,0.00036615809040927463
5.79,8337.572910008641,23.058020010876977,0.9460935779921257,0.14672568694940621,0.19225172993099762,0.270168620398936,13186.533259456051,313.21643524040985,219.4026673653466,526.6035187229986,103.01926658417328,78.70993043628599,777.5323570429111,1866.2438211118047,365.1403666106169,278.9828685936574,46740.998035865305,1110.3541441258099,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.5445451250257,6.350178710995519,3.581044139926997,9.318477914122528,1.7245207433868868,1.3887603091367566,0.8416704039749687,6.51353965572591,1.3809399413314432,0.3162879844651716,0.41397262084184194,28.562031039981807,6.835009049816224,0.0049489106951165224,0.007057344702061007,2.9805281905208036,6.85875333451404,0.9351583492801318,0.6782946155942385,95.90323006914812,1.1969740193162761,0.0007615860029486541,0.11529010005438489,0.0007336284347470311,0.00135084310199468,0.11660750784662573,0.20995086844574923,0.17448216524896554,0.0003677938784444389
5.8,8336.86871283879,23.059879391074443,0.950312298120281,0.14728078320966512,0.1931251765841879,0.2711771528129447,13205.575346938513,313.45392324513585,219.99498168172966,527.9663911135633,103.20492634772776,78.84457492243503,779.6321157903902,1871.0753504089666,365.79869368414654,279.46031886054647,46808.51704718853,1111.1963804382854,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.53022527557678,6.350690784301901,3.583657214217826,9.325277572019946,1.7245972312584426,1.3888219049862436,0.8438486829168083,6.51684622224492,1.3819870021954797,0.31682903986831296,0.4147186760357093,28.60327620146882,6.8401915130553546,0.004967633536878795,0.007083689585779741,2.9827837572506724,6.862781716949948,0.9344867949786907,0.6776610560271297,95.8507834745795,1.194985565239931,0.0007650460745206021,0.11529939695537221,0.0007364039160483256,0.0013558857640647234,0.11681765613299305,0.21031001914810318,0.17495320913221232,0.0003694339058942592
5.81,8336.16479347009,23.06176203763486,0.95454192991109,0.14783682226958367,0.19400097592102755,0.27218732311252897,13224.607022729839,313.6910172671844,220.58774342053533,529.3300621517898,103.39045262686133,78.97909352030163,781.7334613689637,1875.9097125682974,366.4565475577075,279.93732281902663,46875.99913940658,1112.037219077509,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.5159110752143,6.35120926516464,3.586265543207287,9.332064881846724,1.724672311273989,1.3888823670862214,0.8460282383372056,6.520142521991595,1.3830323260292894,0.31736958940198007,0.41546419483577957,28.64449881123283,6.845365378804498,0.004986388178330788,0.0071100772543454815,2.9850349341996387,6.866799081443414,0.9338147041035721,0.6770273024228504,95.79837886234542,1.193004145081477,0.0007685154660135586,0.11530881018817431,0.0007391841113479183,0.0013609366155626448,0.11702765332834433,0.21066883405605255,0.17542460883261493,0.00037107817525293624
5.82,8335.461151762154,23.06366787494466,0.9587824797632921,0.14839380319277456,0.19487912969672286,0.2731991293673366,13243.62829516812,313.9277187043709,221.18095170983887,530.6945296490572,103.57584531370735,79.11348619021531,783.8363906860181,1880.7468998266625,367.1139278479526,280.4138803277333,46943.444342090836,1112.8766650029258,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.50160252108338,6.351734132759758,3.588869140113659,9.338839877999048,1.7247459927397655,1.3889417029310243,0.8482090667380882,6.523428590477761,1.3840759189957008,0.3179096329067612,0.4162091768086016,28.685698887334148,6.850530677566781,0.0050051745878890936,0.007136507657333566,2.987281731967223,6.870805457630086,0.9331420844143257,0.6763933608710635,95.7460161554528,1.1910297285582327,0.0007719941843805979,0.1153183393747233,0.0007419690159638729,0.001365995646836683,0.11723749931058534,0.2110273130637803,0.17589636365676645,0.0003727266890079798
5.83,8334.757787574694,23.06559682763887,0.9630339540584739,0.14895172504255666,0.19575963966302273,0.2742125696470496,13262.639172576904,314.16402894884885,221.77460567971593,532.059791422328,103.76110430176782,79.24775289357054,785.9409006560368,1885.5869044407336,367.77083417639216,280.8899912490819,47010.852684760976,1113.7147231538918,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.48729961033138,6.3522653663317445,3.5914680181008047,9.345602594731496,1.7248182849049722,1.388999919969054,0.8503911646303068,6.526704463066629,1.3851177872325797,0.31844917022752384,0.4169536215262238,28.726876447801576,6.85568743972178,0.005023992733960394,0.00716298074432023,2.9895241611132315,6.874800875052624,0.9324689436307879,0.675759237423656,95.69369527771457,1.189062285523123,0.0007754822365610984,0.11532798413819435,0.0007447586252127833,0.001371062848235248,0.11744719395917098,0.21138545606831002,0.1763684729128509,0.0003743794496402317
5.84,8334.054700767525,23.067548820599814,0.9672963591611317,0.1495105868819684,0.19664250756822965,0.27522764202140954,13281.639663265254,314.39994938715057,222.3687044622323,533.425845294116,103.94622948589789,79.38189359281378,788.046988200562,1890.4297186868791,368.4272661693395,281.3656554492222,47078.22419688541,1114.5513984498173,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.4730023401076,6.352802945193188,3.5940621902784633,9.352353066157807,1.7248891969622266,1.389057025603145,0.8525745285335856,6.529970174973552,1.3861579368530081,0.3189882012133629,0.41769752856613207,28.76803151063254,6.8608356955264,0.005042842584941912,0.00718949646488326,2.991762232170349,6.878785363141333,0.9317952894229119,0.675124938096676,95.64141615257161,1.1871017859569293,0.000778979629480785,0.11533774410299907,0.000747552934409842,0.0013761382101070477,0.11765673715508781,0.21174326296947146,0.17684093591063485,0.00037603645962388995
5.85,8333.351891200562,23.069523778955723,0.9715697014187283,0.15007038777378068,0.19752773515720984,0.2762443445602417,13300.62977552785,314.63548140022624,222.9632471914327,534.7926890924558,104.13122076229035,79.51590825143055,790.1546502481577,1895.2753348610481,369.08322345785524,281.84087279799184,47145.55890788144,1115.3866957903062,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.45871070756343,6.353346848724406,3.5966516697025273,9.359091326251612,1.7249587380479976,1.3891130271909156,0.8547591549764721,6.533225761266776,1.3871963739454576,0.31952672571754853,0.41844089751118757,28.809164093793324,6.865975475115738,0.005061724109221849,0.007216054768602634,2.993995955628643,6.882758951252899,0.9311211294223904,0.6744904688679116,95.58917870414676,1.1851481999702262,0.0007824863700517711,0.11534761889477863,0.0007503519388689034,0.0013812217228012086,0.11786612878083644,0.21210073366986582,0.1773137519614588,0.00037769772142653063
5.86,8332.649358733821,23.071521628079452,0.975853987161755,0.1506311267805101,0.1984153241714041,0.2772626753334796,13319.609517645034,314.87062636348395,223.55823300333017,536.1603206508693,104.31607802845993,79.64979683393248,792.263883734369,1900.1237452786606,369.7387056776921,282.3156431688708,47212.85684711556,1116.2206200552985,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.44442470985223,6.35389705637308,3.5992364693753385,9.365817408847178,1.7250269172430555,1.38916793204513,0.8569450404962844,6.53647125686818,1.3882331045739644,0.3200647435974743,0.4191837279495634,28.850274215219144,6.8711068085039475,0.005080637275179826,0.007242655605061154,2.9962253419539637,6.886721668614218,0.9304464712144225,0.6738558356831867,95.53698285650083,1.1832014978072583,0.0007860024651726003,0.11535760814039726,0.0007531556339025505,0.001386313376667398,0.11807536872041378,0.2124578680748315,0.17778692037822835,0.00037936323750913223
5.87,8331.947103227418,23.07354229358712,0.980149222703788,0.15119280296443166,0.19930527634883782,0.278282632411189,13338.578897882911,315.1053856468294,224.1536610358949,537.528737808335,104.50080118322776,79.78355930584422,794.3746856016845,1904.9749422744922,370.3937124692393,282.78996643893487,47280.11804390371,1117.0531761052098,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.43014434412953,6.354453547653892,3.6018166022459552,9.372531347640132,1.7250937435729043,1.389221747434046,0.8591321816390618,6.539706696554025,1.3892681347783062,0.3206022547146044,0.41992601947468244,28.891361892814384,6.8762297255851115,0.005099582051187316,0.007269298923845079,2.998450401571481,6.890673544376631,0.9297713223469166,0.6732210444490965,95.48482853437658,1.1812616498381885,0.0007895279217282862,0.1153677114679356,0.0007559640148221583,0.001391413162055945,0.11828445685929549,0.21281466609240887,0.1782604404754058,0.0003810330103260976
5.88,8331.245124541567,23.075585701336784,0.9844554143415513,0.15175541538759224,0.20019759342413232,0.2793042138635933,13357.537924493405,315.3397606147055,224.74953042904392,538.8979384092567,104.68539012670587,79.91719563369072,796.4870527994991,1909.8289182025644,371.0482434774682,283.2638424888101,47347.34252751159,1117.884368781074,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.41586960755276,6.35501630214815,3.6043920812104404,9.379233176188198,1.725159226008222,1.3892744805817707,0.8613205749595149,6.54293211495569,1.3903014705741752,0.3211392589344228,0.4206677716851549,28.932427144452713,6.881344256134104,0.005118558405608099,0.007295984674544783,3.000671144877306,6.894614607586872,0.9290956903188659,0.6725861010426933,95.43271566202078,1.1793286265532879,0.0007930627465903579,0.11537792850668392,0.0007587770769379612,0.0013965210693179665,0.11849339308441836,0.21317112763330662,0.17873431156900146,0.00038270704232527803
5.89,8330.543422536588,23.077651777427103,0.988772568354974,0.15231896311182352,0.20109227712851468,0.2803274177610971,13376.486605714355,315.5737526261321,225.34584032462988,540.2679203034307,104.86984476028158,80.050705784984,798.6009822840738,1914.68566543603,371.7022983518759,283.7372712026264,47414.53032715486,1118.7142029046825,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.40160049728152,6.355585299503423,3.6069629191121377,9.385922927911908,1.7252233734652924,1.389326138668606,0.8635102170209733,6.546147546560405,1.391333117953354,0.3216757561263797,0.4214089841847155,28.973469987977293,6.8864504298074545,0.005137566306798696,0.007322712806755378,3.0028875822384906,6.898544887204498,0.928419582595361,0.6719510113032539,95.38064416473411,1.1774023985745588,0.0007966069466168981,0.11538825888713553,0.0007615948155591176,0.0014016370888054856,0.11870217728416271,0.21352725261086633,0.17920853297656517,0.0003843853359479961
5.9,8329.841997074365,23.079740459615426,0.9931006905538462,0.15288344504250548,0.20198932911292952,0.28135224187003294,13395.424948995618,315.8073626414264,225.94258998083038,541.6386816810622,105.05416517684861,80.1840898873681,800.7164714247485,1919.5451775567985,372.3558774221035,284.21025303322,47481.68146925154,1119.5426818824137,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.3873370105072,6.3561605225780875,3.609529129226681,9.39260063735669,1.7252861929890735,1.3893767273678725,0.8657011049308416,6.549353025581145,1.392363081149785,0.3222117468034,0.4221496573466485,29.014490439524508,6.891548267561207,0.005156605717838668,0.007349483262129,3.005099718443853,6.902464396379382,0.9277429967015994,0.6713157728450869,95.32861400085851,1.1754829521225292,0.0008001605283479591,0.11539870229807714,0.0007644172252125274,0.0014067612093501647,0.11891080956367493,0.21388304136556566,0.17968310410815516,0.0003860678934528077
5.91,8329.14084801548,23.08185167495707,0.9974397871656497,0.15344886023451818,0.20288875109861867,0.28237868424846635,13414.352962514562,316.0405919923674,226.53977854814022,543.0102204167057,105.23835128828583,80.31734791697306,802.8335172084594,1924.4074470259009,373.00898037490407,284.6827878953233,47548.79598280271,1120.3698104393734,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.37307914439478,6.356741951283176,3.6120907243136027,9.399266337724987,1.7253476933159684,1.3894262537150146,0.8678932352920207,6.552548586214542,1.3933913660351487,0.3227472308695646,0.4228897908168478,29.05548851680654,6.896637798457442,0.005175676606850064,0.007376295989938438,3.007307563565018,6.906373163230327,0.9270659396004474,0.6706803911006523,95.2766250971824,1.1735702587064496,0.0008037234986020681,0.11540925837478534,0.0007672443011725909,0.0014118934212423318,0.11911928982321073,0.21423849383373395,0.180158024288194,0.0003877547172606463
5.92,8328.439975219433,23.08398534163236,1.0017898647630248,0.1540152078672381,0.2037905448648204,0.2834067431975034,13433.270655052243,316.2734423192625,227.13740508767742,544.3825341228788,105.42240285590208,80.45047972388451,804.9521163047466,1929.2724653738683,373.6616063622687,285.15487525602134,47615.87389895288,1121.195594395973,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.35882689608715,6.3573295630855515,3.6146477166935314,9.405920061077147,1.7254078845775027,1.3894747258689717,0.8700866042885972,6.5557342626191595,1.3944179798413965,0.3232822077224575,0.42362938363615693,29.096464238843158,6.901719058290946,0.005194778946154074,0.007403150945805184,3.009511132054645,6.910271228295678,0.9263884261198996,0.6700448780022793,95.224677354148,1.1716642776310617,0.0008072958644274996,0.1154199267081618,0.0007700760393361905,0.0014170337159875172,0.11932761779259556,0.21459360961548954,0.18063329277002635,0.00038944580992662586
5.93,8327.739378546972,23.08614138692096,1.0061509295501099,0.15458248699859334,0.20469471212772955,0.2844364167823401,13452.178034775152,316.5059149518486,227.73546875125285,545.7556206774378,105.60631978989404,80.58348528266619,807.0722657052062,1934.14022507342,374.3137550649702,285.6265150244804,47682.915246664605,1122.0200384700895,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.34458026275266,6.357923337958032,3.6172001190116214,9.41256184031798,1.7254667754409259,1.3895221508094986,0.8722812085287489,6.5589100887105145,1.3954429284312053,0.3238166772598658,0.4243684354437102,29.13741762332298,6.90679207607924,0.005213912703975555,0.007430048079188288,3.0117104340337573,6.91415861982984,0.9257104633623021,0.6694092390923652,95.17277069823379,1.1697649803145669,0.0008108776326227879,0.1154307069346048,0.0007729124349929667,0.0014221820839117006,0.11953579337018105,0.2149483886429838,0.18110890887912134,0.0003911411738626052
5.94,8327.039057858941,23.088319738345383,1.0105229877141941,0.15515069668624037,0.20560125460013967,0.28546770306823877,13471.075109835461,316.7380112143319,228.33396869264837,547.1294779637356,105.79010200180431,80.71636456892844,809.1939624084254,1939.0107186167738,374.9654261685585,286.0977071135819,47749.92005484963,1122.843147359973,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.33033924156157,6.358523255940318,3.619747943862044,9.419191708219635,1.7255243745199136,1.3895685354732075,0.8744770446294385,6.562076098263495,1.396466217642868,0.32435063938378206,0.42510694588405046,29.178348687903608,6.911856880719151,0.005233077848530202,0.0074569873395485325,3.013905479597229,6.918035366000049,0.925032058384961,0.6687734798769838,95.1209050563522,1.167872338320458,0.0008144688099729933,0.11544159869172692,0.0007757534834312019,0.0014273385153411938,0.1197438164558423,0.21530283085115973,0.18158487194251555,0.00039284081147389295
5.95,8326.339013016286,23.090520323669804,1.0149060454257668,0.15571983598757475,0.20651017399145258,0.2865006001205487,13489.961888371081,316.9697324254216,228.93290406760715,548.5041038705926,105.97374940450823,80.84911755931728,811.3172034199506,1943.8839385155463,375.616619363314,286.5684514398835,47816.88835236912,1123.6649257443703,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.31610382968617,6.359129297138663,3.6222912037882575,9.425809697422299,1.725580690374966,1.3896138867538876,0.8766741092163682,6.5652323249130715,1.3974878532904416,0.32488409400036056,0.42584491460707585,29.21925745021176,6.916913500987551,0.005252274348024909,0.007483968676348972,3.0160962787944072,6.92190149486505,0.9243532182006265,0.6681376058239493,95.06908035535365,1.1659863233381473,0.0008180694032497403,0.11545260161834903,0.0007785991799378738,0.0014325030006027435,0.11995168695096285,0.2156569361777229,0.18206118128880527,0.0003945447251592668
5.96,8325.639243880054,23.092743070898862,1.0193001088385771,0.15628990395974252,0.20742147200768782,0.2875351060047267,13508.838378505738,317.2010798983652,229.53227403382488,549.8794962922718,106.15726191220091,80.98174423150351,813.4419857522536,1948.7598773006603,376.2673343442017,287.03874792358096,47883.82016803391,1124.4853782826483,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.3018740243009,6.3597414417255465,3.624829911283274,9.43241584043488,1.7256357315138047,1.3896582115028255,0.8788723989239381,6.568378802155,1.3985078411639025,0.32541704101987373,0.42658234126798816,29.260143927843426,6.921961965542126,0.005271502170658156,0.007510992039055471,3.0182828416475194,6.925757034380922,0.9236739497760389,0.6675016223618467,95.0172965225845,1.1641069071810306,0.0008216794192112545,0.11546371535449432,0.0007814495197987126,0.0014376755300236335,0.1201594047584202,0.21601070456311247,0.18253783624813957,0.00039625291731099684
5.97,8324.939750311385,23.094987908276504,1.0237051840896823,0.156860899659651,0.20833515035149242,0.28857121878635766,13527.704588349035,317.43205494098277,230.13207775094006,551.2556531284495,106.34063944038408,81.11424456417194,815.5683064246986,1953.638527522243,376.9175708108241,287.508596488469,47950.71553060475,1125.3045096149162,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,169.287649822582,6.360359669939349,3.627364078789925,9.43901016963572,1.7256895063917712,1.3897015165291262,0.8810719103952007,6.571515563346515,1.399526187029299,0.32594948035666854,0.4273192255272394,29.30100813836401,6.927002302922126,0.005290761284620369,0.0075380573771372346,3.020465178146828,6.929602012414625,0.9229942600353207,0.6668655348853599,94.96555348545313,1.1622340618000453,0.0008252988646024022,0.11547493954138252,0.000784304498298255,0.0014428560939317883,0.12036696978257073,0.21636413595047221,0.1830148361522126,0.00039796539031486394
