Time,AS_m,ASL_m,ASoOH_m,ASLpOH_m,ASpOH_m,ASLoOH_m,AS_c,ASL_c,ASpOH_c,ASoOH_c,ASLpOH_c,ASLoOH_c,ASpOH_b,ASoOH_b,ASLpOH_b,ASLoOH_b,AS_b,ASL_b,CYP3A4_ASLpOH_Km1,CYP3A4_ASLoOH_Km1,CYP3A4_ASpOH_Km1,CYP3A4_ASoOH_Km1,Import_ASLpOH_k,Import_ASLoOH_k,Import_ASL_k,fu_ASL,fu_AS,Import_ASpOH_k,Export_ASLpOH_k,Export_ASLoOH_k,k_CR_ASL_c,k_CR_ASL_m,k_PON_OH_c,Export_ASoOH_k,Prot_k1,CYP3A4_ASoOH_Vmax,CYP3A4_ASLpOH_Vmax,CYP3A4_ASLoOH_Vmax,UGT1A3_AS_Vmax,UGT1A3_AS_Km1,UGT1A3_AS_KI1,k_PON_ASL_c,Export_AS_k,Export_ASL_k,Import_AS_k,Import_ASoOH_k,Export_ASpOH_k,CYP3A4_ASpOH_Vmax,compartment,medium,cell,Import_AS,Import_ASL,CYP3A4_ASpOH,CYP3A4_ASoOH,CYP3A4_ASLpOH,CYP3A4_ASLoOH,Export_ASoOH,UGT1A3_AS,R_ASASL_c,CR_oOH,CR_pOH,Export_AS,Export_ASL,Import_ASLpOH,Import_ASLoOH,ASpOH_Prot,ASoOH_Prot,ASLpOH_Prot,ASLoOH_Prot,AS_Prot,ASL_Prot,Import_ASpOH,R_ASASL_m,R_pOH_m,R_oOH_m,Export_ASLpOH,Export_ASLoOH,Export_ASpOH,Import_ASoOH
0.1,8788.23296905349,30.141673038264134,9.677267492605468e-06,2.4779370383515245e-06,1.8530755896617857e-06,4.699945244498801e-06,279.4320401782112,12.863958147570706,0.13560869852909224,0.35221198926426833,0.12687798351030072,0.10208832672687637,0.46558812175299036,1.209291092638989,0.4357397537693067,0.35060866902529175,974.4857619100046,44.876732173784404,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.7087174257027,8.301016754737942,0.16628136215442174,0.43269201389899,0.15519825392055125,0.12498149176732512,0.0005629404224410801,0.309142778287323,0.05671590507682449,0.00041023173211928,0.0005098464889377924,0.6052497990260054,0.280717294696288,8.357833836655858e-08,1.2277196967679767e-07,0.12955814332331947,0.33620350823682044,0.1201351488675726,0.09662406761419436,138.26115492821617,6.235333995247237,7.3407736408861985e-09,0.15070836519132066,1.2389685191757623e-08,2.3499726222494003e-08,0.00014361318953530939,0.00027231040271127004,0.00010784417359224589,3.7620377377503754e-09
0.11,8787.343398616942,30.100913991376498,1.2771631573267487e-05,3.2661037313557026e-06,2.445933352111593e-06,6.194561827299508e-06,306.8781494665344,14.09833682725076,0.16298128047809382,0.4232311814478691,0.1522135670307073,0.12246391722882602,0.5611850261088717,1.4573316718063212,0.5242619127823152,0.42180212515832005,1071.8092074412216,49.2568233926198,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.6906280108755,8.289791713225087,0.18205061932896258,0.47372626786550837,0.16956605519642662,0.1365519134152042,0.0006764503973081292,0.33874411671058585,0.06215815723766588,0.0004921090049923145,0.0006116549977561942,0.6646980717445136,0.3076539062442661,1.101624127548965e-07,1.6181434405271774e-07,0.14192356639432377,0.3681938808917745,0.13124523518225858,0.10554684063241422,138.13750757716068,6.204170236595901,9.689320381054865e-09,0.1505045699568825,1.6330518656778512e-08,3.097280913649754e-08,0.00017229053652205757,0.0003266602528161705,0.0001296124931130089,4.964971774107736e-09
0.12,8786.454214699852,30.06034630124222,1.6458879930516608e-05,4.203697140456974e-06,3.15250864192051e-06,7.9724190041269e-06,334.2997600015729,15.326561213476507,0.19279930553690094,0.500574616439913,0.17973811014587648,0.1445971978195673,0.6654615818315304,1.7278210529908813,0.6205606856096801,0.4992403253116113,1169.0457397423413,53.6150632651227,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.6725464559215,8.278619371362106,0.19770991591637588,0.5144743859279346,0.18377310416813786,0.147992880882563,0.0008000684094559129,0.36818586054276076,0.06757327573409658,0.0005810493797181493,0.0007222596218101901,0.7240932801634069,0.3344562188004844,1.417865008504733e-07,2.0825552922580288e-07,0.1542085267773107,0.39995858766808073,0.14222107126660113,0.1143594184801474,138.01432042458364,6.173275527879495,1.248834773410391e-08,0.1503017315062111,2.101848570228487e-08,3.986209502063451e-08,0.00020344556687411757,0.00038569856546391383,0.00015332557572127586,6.398389572988331e-09
0.13,8785.565417002881,30.019969031638933,2.078938081192387e-05,5.303000595476811e-06,3.9824952189285105e-06,1.00567682028074e-05,361.6969624956204,16.548684246670188,0.22504692703919837,0.5841978467478015,0.20942521147349505,0.16846649732824776,0.7783614856050985,2.020601317391964,0.724542233742906,0.5828462439426843,1266.195681032899,57.951639930602056,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.65447275475358,8.26749947131336,0.21326065157442492,0.5549400102306951,0.1978218141293948,0.15930633760008,0.0009337234184570111,0.39746921232557947,0.0729614939751442,0.0006769657728638308,0.0008415542697850925,0.7834356207655139,0.36112538763083685,1.7886490708483738e-07,2.627028989937349e-07,0.1664140441522729,0.43150045921678476,0.15306464745707074,0.12306343181107243,137.8915883310412,6.142646107958685,1.5776256560263402e-08,0.15009984515819466,2.651500297738406e-08,5.0283841014037e-08,0.00023704839686684902,0.00044936753497336806,0.0001789708191971929,8.081871790635404e-09
0.14,8784.677005227673,29.979781253385365,2.5813150105067053e-05,6.5761468156161645e-06,4.945524368767925e-06,1.2470570490016732e-05,389.0698467176579,17.7647581336132,0.2597084982127771,0.6740569798948263,0.24124885955288547,0.19405046406035067,0.899829145073446,2.3355165201317383,0.8361141057349507,0.6725439919598026,1363.259350138666,62.26673891661941,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.63640690130472,8.256431757182328,0.22870420027615182,0.5951267160822603,0.21171455027354824,0.17049418826310994,0.0010773452709659007,0.42659536214258453,0.07832304213528724,0.0007797723847801131,0.000969434417227315,0.842725287990447,0.38766255199170724,2.2180685594391763e-07,3.257562423402171e-07,0.1785411190780189,0.46282227388239566,0.16377791479574552,0.13166047922732887,137.7693065770554,6.11227830649296,1.959120023443726e-08,0.14989890626692684,3.2880734078080824e-08,6.235285245008366e-08,0.00027306958412791105,0.0005176102078345794,0.0002065357802886931,1.0034862103344817e-08
0.15,8783.788979076846,29.93978204426042,3.15798553158391e-05,8.035119922614653e-06,6.0511656148685355e-06,1.5236500447895104e-05,416.4185014981209,18.97483436037771,0.2967685687928078,0.7701086691530019,0.2751834258336348,0.2213280600787964,1.0298096667554595,2.672412657192563,0.9551852122019105,0.7682587963324328,1460.237062552877,66.56054318717361,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.61834888952765,8.245415974989319,0.24404191091618654,0.6350380135328634,0.22545363088451947,0.1815582997907419,0.001230864685907243,0.4555654877796709,0.08365814721146929,0.0008893846766206356,0.0011057970783698782,0.9019624742449299,0.4140688354121624,2.7101655986986966e-07,3.980078646999159e-07,0.19059073365022758,0.49392675946113407,0.17436278622155638,0.14015212824607895,137.64747048545337,6.082168524035845,2.397108746674022e-08,0.1496989102213021,4.0175599613073265e-08,7.618250223947552e-08,0.0003114801197010912,0.0005903704674541815,0.0002360081720181683,1.227666875403245e-08
0.16,8782.901338253976,29.89997048890576,3.813882037966006e-05,9.691757860126567e-06,7.308927578288816e-06,1.8376950834750184e-05,443.7430147445724,20.17896370787317,0.3362118810277463,0.8723101026033594,0.311203656467607,0.25027855450658926,1.1682488418343167,3.031137626494816,1.0816657966201317,0.8699169762630843,1557.1291304988863,70.83323319833161,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.6002987133946,8.234451872644645,0.2592751079051078,0.6746773489211266,0.2390413285260024,0.19250050228346613,0.0013942132369909493,0.4843807548946908,0.08896703309164203,0.0010057193434292783,0.001250540773149432,0.9611473699367438,0.44034534603320835,3.26893300864209e-07,4.800427097053443e-07,0.20256385192612578,0.5248165943590979,0.18482113743797382,0.14853991600665606,137.52607536098986,6.05231322767796,2.8953585708633318e-08,0.1494998524445288,4.845878930063284e-08,9.188475417375092e-08,0.00035225141875568436,0.0006675930162908762,0.00026737586050612554,1.4826466422592847e-08
0.17,8782.014082463606,29.86034567874115,4.553902981928862e-05,1.1557754493586438e-05,8.728258722059125e-06,2.1914036628138264e-05,471.04347347154635,21.377196266583365,0.37802336612495263,0.9806189934127578,0.3492846649556806,0.28088151752950136,1.315093133526464,3.4115411933424475,1.2154674091553626,0.9774459218425354,1653.9358629693127,75.0849869475508,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.5822563668974,8.223539199925312,0.2744050917546753,0.7140481063969336,0.2524798711893345,0.20332258994755734,0.0015673233371716108,0.5130423171992272,0.0942499206197394,0.0011286942900405482,0.001403565497657907,1.0202801635393695,0.4664931769293822,3.89831501314177e-07,5.724384648002277e-07,0.21446142017264225,0.5554944082851786,0.19515480776663338,0.15682534996548092,137.4051170583122,6.022708975987142,3.4576124101565025e-08,0.14930172839370576,5.778877246793219e-08,1.0957018314069132e-07,0.00039535531226333483,0.0007492233598581919,0.00030062686214452983,1.770329784224845e-08
0.18,8781.127211411213,29.820906711888327,5.3829132529412326e-05,1.3644661503100393e-05,1.0318548026151635e-05,2.586959867361222e-05,498.3199637796218,22.569581446647422,0.4221881412378533,1.0949935715663253,0.3894019259863411,0.31311681536567726,1.4702896662959266,3.81347496083574,1.3565028846770837,1.090774076100741,1750.6575658069542,79.31598001694664,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.564221844047,8.212677708454045,0.28943313961889316,0.7531536093293674,0.2657714433580709,0.21402632195237825,0.0017501282254344577,0.5415513165843969,0.09950702764012383,0.0012582286108654376,0.0015647726993835132,1.0793610415466608,0.4925134063287401,4.6022078783807316e-07,6.757656565520984e-07,0.22628436775087682,0.5859627845939092,0.20536560134592066,0.16500990886779968,137.2845906604521,5.993352354887856,4.087589615079709e-08,0.14910453355944164,6.822330751550197e-08,1.293479933680611e-07,0.00044076404002393947,0.0008352077933064075,0.0003357493412008152,2.0926075270809042e-08
0.19,8780.24072480321,29.78165269307469,6.305744650351811e-05,1.5963890770134306e-05,1.2089125833803733e-05,3.0265208279842255e-05,525.5725709096797,23.756167995608628,0.4686915054103327,1.2153925727751789,0.4315312670545711,0.346964603430261,1.6337862114859996,4.236792330565704,1.504686312980788,1.2098309107207115,1847.2945417290607,83.5263856284552,1400.0,3900.0,25600.0,29700.0,0.033729,0.026122,0.2754,0.22,0.22,0.0039614,0.0011319,0.0026674,3.55e-05,0.005,0.0039829,0.0015983,8.52,47.4985,17.4446,39.1342,13.5862,12000.0,75000.0,0.0043734,0.002166,0.021822,0.020335,0.00038875,0.00079526,15.7336,1.0,2.0,0.0142,178.5461951388733,8.201867151672769,0.30436050585970326,0.79199712177874,0.2789181871311879,0.2246134233348982,0.0019425619490665684,0.5699088833231524,0.1047385690758389,0.0013942425624241608,0.0017340652435320887,1.1383901885903662,0.5184070980001715,5.384460717858601e-07,7.905877706860394e-07,0.23803360702522422,0.616224260101693,0.21545528766667718,0.17309504318745733,137.16449191098235,5.964240043819437,4.788986307803011e-08,0.14890826346537345,7.981945385067153e-08,1.513260413992113e-07,0.000488450241179069,0.000925493383189878,0.0003727316065926212,2.4513582328242664e-08
