Time,G,I,B,si,Eg0,R0,sigma,alpha,k,d0,r1,r2,cell
0.65,249.88284418544245,2.802447580003183,37.00071669631075,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.66,249.88250359297135,2.80244689379792,37.00073233468488,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.67,249.88217495458585,2.802446276547321,37.000748015230336,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.68,249.88185739100916,2.802445723219473,37.00076373534374,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.69,249.8815500229645,2.802445228782464,37.000779492421785,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.7,249.88125197117503,2.802444788204381,37.00079528386111,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.71,249.8809680795626,2.8024444291812767,37.00081112402186,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.72,249.8806971499058,2.802444144857362,37.00082700935533,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.73,249.88043585476282,2.802443916200954,37.00084293000187,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.74,249.88018357821292,2.8024437396861357,37.000858884138744,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.75,249.87993970433524,2.8024436117869884,37.00087486994317,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.76,249.87970361720906,2.8024435289775944,37.00089088559241,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.77,249.87947470091362,2.8024434877320354,37.00090692926371,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.78,249.87925233952816,2.8024434845243933,37.000922999134296,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.79,249.87903591713186,2.8024435158287506,37.00093909338143,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.8,249.87882523969765,2.8024435805353733,37.000955211432924,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.81,249.87862667971558,2.802443715140968,37.00097137218097,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.82,249.87843451435234,2.8024438868723323,37.00098755866499,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.83,249.87824834409219,2.8024440934428987,37.001003769703665,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.84,249.87806776941946,2.802444332566102,37.00102000411572,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.85,249.87789239081852,2.8024446019553753,37.00103626071987,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.86,249.87772180877363,2.802444899324153,37.00105253833482,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.87,249.87755562376918,2.802445222385869,37.001068835779286,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.88,249.87739343628945,2.8024455688539565,37.00108515187196,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.89,249.8772348468188,2.8024459364418495,37.001101485431576,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.9,249.8770818180214,2.802446336380206,37.00111784227857,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.91,249.87693525156527,2.8024467738282914,37.00113422508848,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.92,249.8767927292051,2.8024472349476572,37.001150626696315,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.93,249.87665400008473,2.80244771830242,37.00116704636142,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.94,249.87651881334793,2.802448222456695,37.00118348334314,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.95,249.8763869181386,2.802448745974598,37.001199936900846,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.96,249.87625806360055,2.8024492874202456,37.00121640629387,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.97,249.87613199887764,2.8024498453577538,37.00123289078158,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.98,249.8760084731137,2.8024504183512366,37.00124938962331,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
0.99,249.87588723545258,2.802451004964812,37.00126590207842,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.0,249.8757724909862,2.8024516292698176,37.00128244061326,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.01,249.87566104922877,2.8024522730030212,37.0012989957744,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.02,249.87555229946432,2.802452932668591,37.0013155657546,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.03,249.8754460670324,2.8024536072668096,37.00133215003906,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.04,249.8753421772725,2.8024542957979603,37.00134874811297,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.05,249.87524045552408,2.8024549972623274,37.001365359461495,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.06,249.87514072712668,2.8024557106601935,37.001381983569836,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.07,249.87504281741982,2.8024564349918415,37.001398619923194,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.08,249.87494655174294,2.8024571692575564,37.00141526800674,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.09,249.87485175543557,2.8024579124576197,37.00143192730567,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.1,249.87475825383723,2.802458663592316,37.001448597305156,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.11,249.8746658722874,2.802459421661928,37.00146527749041,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.12,249.87457443612558,2.802460185666739,37.00148196734661,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.13,249.87448648608708,2.802460970149598,37.00149867440627,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.14,249.87440154375554,2.8024617723721303,37.001515397254366,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.15,249.8743180501622,2.8024625834110224,37.00153213127356,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.16,249.87423589958797,2.8024634026611692,37.00154887615335,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.17,249.8741549863139,2.802464229517466,37.001565631583254,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.18,249.874075204621,2.8024650633748083,37.001582397252754,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.19,249.87399644879022,2.802465903628091,37.00159917285137,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.2,249.87391861310263,2.80246674967221,37.001615958068605,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.21,249.87384159183918,2.80246760090206,37.00163275259395,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.22,249.87376527928095,2.8024684567125377,37.00164955611691,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.23,249.87368956970883,2.8024693164985375,37.001666368326994,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.24,249.8736143574039,2.8024701796549545,37.001683188913695,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.25,249.87353953664717,2.802471045576685,37.00170001756652,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.26,249.87346603909194,2.802471919599038,37.00171685704938,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.27,249.87339510606054,2.8024728088306152,37.00173371104391,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.28,249.8733249579756,2.802473703081119,37.00175057427891,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.29,249.87325553770145,2.8024746020236533,37.00176744658784,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.3,249.87318678810237,2.80247550533132,37.00178432780421,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.31,249.87311865204265,2.8024764126772235,37.00180121776151,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.32,249.87305107238652,2.8024773237344647,37.0018181162932,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.33,249.87298399199838,2.8024782381761484,37.00183502323279,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.34,249.87291735374245,2.8024791556753774,37.00185193841376,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.35,249.87285110048305,2.8024800759052537,37.00186886166959,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.36,249.87278517508446,2.802480998538881,37.00188579283377,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.37,249.87271952041095,2.802481923249363,37.00190273173978,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.38,249.87265407932688,2.8024828497098007,37.00191967822112,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.39,249.87257769728643,2.802483714136484,37.00193660030426,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.4,249.8725167293601,2.802484667244239,37.00195357370818,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.41,249.87245584682285,2.8024856213709324,37.00197055435041,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.42,249.8723950496747,2.802486576516564,37.00198754223095,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.43,249.87233433791565,2.802487532681133,37.0020045373498,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.44,249.87227371154563,2.8024884898646403,37.00202153970696,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.45,249.8722131705647,2.802489448067085,37.00203854930243,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.46,249.87215271497283,2.802490407288468,37.002055566136214,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.47,249.87209234477004,2.802491367528789,37.00207259020831,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.48,249.87203205995633,2.802492328788047,37.00208962151872,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.49,249.8719718605317,2.8024932910662437,37.00210666006743,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.5,249.8719117464961,2.802494254363378,37.00212370585446,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.51,249.8718517178496,2.8024952186794505,37.0021407588798,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.52,249.8717917745922,2.8024961840144598,37.00215781914345,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.53,249.8717326340785,2.8024971544904975,37.00217488897365,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.54,249.871673829929,2.8024981274276346,37.00219196685673,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.55,249.87161518779484,2.802499101824023,37.00220905222682,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.56,249.87155670767612,2.802500077679662,37.0022261450839,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.57,249.87149838957285,2.8025010549945524,37.00224324542802,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.58,249.87144023348498,2.8025020337686932,37.00226035325913,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.59,249.87138223941253,2.8025030140020855,37.00227746857725,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.6,249.87132440735547,2.802503995694728,37.00229459138238,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.61,249.87126673731385,2.8025049788466223,37.00231172167452,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.62,249.87120922928764,2.802505963457767,37.00232885945368,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.63,249.87115188327684,2.8025069495281625,37.00234600471983,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.64,249.87109469928146,2.8025079370578094,37.002363157473,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.65,249.87103767730153,2.802508926046707,37.00238031771318,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.66,249.87098081733697,2.8025099164948557,37.00239748544037,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.67,249.87092411938784,2.802510908402255,37.00241466065456,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.68,249.87086758345416,2.8025119017689057,37.00243184335577,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.69,249.87081120953584,2.802512896594807,37.00244903354398,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.7,249.87075499763296,2.8025138928799596,37.0024662312192,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.71,249.87069894774552,2.8025148906243627,37.00248343638144,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.72,249.8706430598735,2.8025158898280167,37.00250064903068,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.73,249.87058733401685,2.802516890490922,37.00251786916693,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.74,249.87053177017566,2.802517892613078,37.00253509679019,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.75,249.87047628869743,2.8025188957434803,37.00255233173254,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.76,249.87042034402185,2.802519896793081,37.002569572843896,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.77,249.87036450241686,2.8025208989681762,37.002586821318005,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.78,249.87030876388243,2.8025219022687686,37.00260407715486,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.79,249.87025312841854,2.8025229066948563,37.002621340354466,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.8,249.8701975960252,2.8025239122464396,37.00263861091682,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.81,249.87014216670244,2.8025249189235195,37.002655888841915,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.82,249.87008684045023,2.8025259267260947,37.00267317412976,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.83,249.87003161726858,2.8025269356541656,37.00269046678036,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.84,249.8699764971575,2.8025279457077326,37.002707766793705,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.85,249.86992148011694,2.8025289568867957,37.002725074169796,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.86,249.86986656614695,2.802529969191354,37.002742388908636,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.87,249.86981175524755,2.802530982621409,37.00275971101022,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
1.88,249.86975704741866,2.8025319971769593,37.002777040474555,0.72,1.44,864.0,43.2,20000.0,432.0,0.06,0.00084,2.4e-06,1.0
