Time,G,M,C_T,T_beta,I_gamma,r1,G_max,e1,alpha1,alpha2,k1,r2,m1,a1,k4,e2,alpha3,k2,a2,k5,mu1,alpha4,k3,s1,b1,mu2,b2,mu3,M_max,compartment,The_rate_of_change_of_glioma_whose_growth_follows_the_logistic_fashion_without_any_immune_intervention,Elimination_of_glioma_due_to_interaction_with_CTL_and_macrophage,Logistic_growth_term_for_macrophage,The_proliferative_enhancement_effect_of_macrophagesby_IFN_gama_and_negative_effect_of_TGF_beta,The_limited_interaction_between_glioma_and_macrophage,The_rate_of_change_of_CTL_whose_stimulation_is_followed_by_glioma_cell,The_natural_death_of_CTL,Clearance_of_CTL_due_to_their_interaction_with_glioma_cells,Natural_production_of_bioactive_TGF__beta_in_the_central_nervous_system,Glioma_secrete_the_cytokine_TGF_beta_to_suppress_the_immune_activity,The_degradation_of_TGF_beta,Linear_production_of_interferon_gamma_by_CTL,Decay_term_of_IFN_gamma
0.6,100533.25629164655,5.531479953714275,0.9727355317619033,9070.33752976534,8465.715904033505,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,890.8258431453005,0.0003477985403054713,-8.289256926494678,2.7221733899822583e-06,0.08459201572796794,0.0,0.0068091487223333235,0.038084248959563353,63305.0,0.5780662236769677,62857.439081273806,9.921902423971413e-05,863.5030222114174
0.6599999999999999,100586.71820565936,5.074858218566163,0.9700451881049001,9092.336352191343,8414.063944856785,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,891.2386443645897,0.0003191406593584336,-6.8386536769981685,2.7098271718740722e-06,0.07761770825698504,0.0,0.006790316316734301,0.037994444257574755,63305.0,0.5783736296825414,63009.890920686004,9.894460918669982e-05,858.2345223753921
0.72,100640.20489310536,4.694586308533761,0.9673613561334635,9106.85144271787,8362.72713032753,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,891.6515720611026,0.0002953822071146422,-5.73584410692365,2.698572136488188e-06,0.07180969421408126,0.0,0.006771529492934245,0.037904811949926884,63305.0,0.5786811781353558,63110.48049803484,9.867085832561328e-05,852.9981672934081
0.78,100693.71636131527,4.373045501029018,0.9646840227786504,9116.428679158818,8311.703537650297,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,892.0646262013473,0.00027535872642502974,-4.877984216520696,2.688034710039692e-06,0.0668988372157156,0.0,0.006752788159450553,0.037815351807287,63305.0,0.5789888690775628,63176.850746570606,9.839777032342235e-05,847.7937608403303
0.84,100747.25261767657,4.097650765538286,0.9620131749907604,9122.747862592143,8260.99125576121,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,892.4778067521926,0.00025824903155961294,-4.197605203878355,2.677970553955447e-06,0.06269289349160542,0.0,0.0067340922249353235,0.03772606360041016,63305.0,0.5792967025516402,63220.642687763546,9.812534384905757e-05,842.6211080876433
0.8999999999999999,100800.81366961691,3.8591730483020563,0.9593487997393221,9126.917335480417,8210.588385256393,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,892.8911136807403,0.0002434574476690433,-3.648958208082754,2.668219596958534e-06,0.0590508837972429,0.0,0.006715441598175255,0.03763694710013473,63305.0,0.5796046786002972,63249.53713487929,9.785357757341085e-05,837.480015296152
0.96,100854.39952459281,3.650690350054666,0.9566908840130796,9129.668415998825,8160.493038320816,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,893.3045469542362,0.00023054126438554673,-3.200134189813456,2.6586768670995472e-06,0.055867070502042884,0.0,0.006696836188091557,0.037548002077379385,63305.0,0.5799127972664087,63268.60212287186,9.758247016933412e-05,832.3702899087232
1.02,100908.01019008199,3.4669093078279145,0.9540394148199807,9131.483641006134,8110.70333865759,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,893.7181065400122,0.00021916447217909237,-2.8283285630776653,2.649273493620516e-06,0.053060594354524704,0.0,0.006678275903739865,0.037459228303141356,63305.0,0.5802210585929715,63281.181632172505,9.731202031163802e-05,827.2917405430742
1.08,100961.64567357794,3.303712949640978,0.9513943791871637,9132.681365291439,8061.217421417701,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,894.1317924054434,0.00020906733061409752,-2.516893644727678,2.6399642921146465e-06,0.050568566172919084,0.0,0.006659760654310147,0.03737062554849526,63305.0,0.5805294626230731,63289.48186146967,9.70422266770907e-05,822.2441769846055
1.14,101015.30598258603,3.157851131689225,0.9487557641609444,9133.471620740662,8012.033433130216,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,894.5456045179185,0.0002000457933233599,-2.2534468914599137,2.6307196278826543e-06,0.048341338090881425,0.0,0.0066412903491266115,0.03728219358459239,63305.0,0.5808380093998696,63294.958331732785,9.677308794441633e-05,817.227410179282
1.2,101068.99112462063,3.026723368031438,0.946123556806804,9133.99306228916,7963.149531632713,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,894.9595428448168,0.00019193723582643926,-2.028623254608513,2.6215200672837733e-06,0.046339186136775734,0.0,0.006622864897647628,0.03719393218266039,63305.0,0.5811466989665687,63298.57192166388,9.650460279429401e-05,812.2412522265366
1.26,101122.70110720294,2.908224389134679,0.9434977442093762,9134.337173722104,7914.563886002329,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,895.373607353492,0.0001846104066844244,-1.8352344350755183,2.612352890303261e-06,0.04452995105790075,0.0,0.006604484209465633,0.03710584111400311,63305.0,0.5814555313664169,63300.95661389418,9.623676990935637e-05,807.2855163722376
1.3199999999999998,101176.4359378593,2.8006323573072276,0.9408783134724344,9134.56420918542,7866.274676487478,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,895.7877980112589,0.00017795821691789506,-1.6676900868218159,2.603209803774012e-06,0.04288733077416902,0.0,0.006586148194307041,0.03701792015000056,63305.0,0.581764506642691,63302.52996965496,9.596958797418831e-05,802.3600170017228
1.38,101230.19562411994,2.7025242850378914,0.9382652517188795,9134.714023181456,7818.280094439177,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,896.2021147853834,0.00017189232727640835,-1.52158814389828,2.594085396275486e-06,0.04138958829472538,0.0,0.0065678567620321565,0.036930169062109025,63305.0,0.5820736248386896,63303.56818064748,9.57030556753257e-05,797.464569632796
1.44,101283.98017351792,2.6127143579645287,0.9356585460907272,9134.812902701387,7770.578342243523,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,896.6165576430751,0.00016633922705381232,-1.39342493962617,2.584976165463109e-06,0.04001860958897804,0.0,0.006549609822635091,0.03684258762186134,63305.0,0.582382885997728,63304.25341572061,9.543717170125417e-05,792.5989909088394
1.5,101337.78959358842,2.5302068720278172,0.933058183749095,9134.878149038224,7723.167633254895,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,897.0311265514805,0.00016123725812590065,-1.2803843992258217,2.575879868469281e-06,0.03875918468981604,0.0,0.006531407286243665,0.03675517560086707,63305.0,0.5826922901631334,63304.70557283489,9.517193474240769e-05,787.7630985919992
1.56,101391.623891868,2.4541590050497737,0.9304641518741897,9134.921212146204,7676.046191728274,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,897.4458214776782,0.000156534272001873,-1.180181463807562,2.5667950798349815e-06,0.03759843897757722,0.0,0.006513249063119328,0.03666793277081288,63305.0,0.583001837378241,63305.00400017319,9.490734349116736e-05,782.9567115562838
1.6199999999999999,101445.48307589421,2.3838527273136085,0.9278764376652957,9134.949643329288,7629.21225275265,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,897.8606423886761,0.0001521858691445357,-1.0909465931770288,2.5577209164676936e-06,0.03652540410788756,0.0,0.00649513506365707,0.03658085890346285,63305.0,0.5833115276863917,63305.201028271964,9.464339664186017e-05,778.1796497807702
1.68,101499.36715320505,2.318672676186151,0.9252950283407608,9134.968419688159,7582.66406218553,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,898.2755892514057,0.00014815401620890388,-1.011138499237186,2.5486568519078848e-06,0.03553068004110853,0.0,0.006477065198385326,0.03649395377065886,63305.0,0.583621361130929,63305.33114843894,9.43800928907576e-05,773.4317343429241
1.74,101553.27613133861,2.2580884954555325,0.9227199111379843,9134.980819739949,7536.3998765875285,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,898.690662032721,0.00014440594522160925,-0.9394774147020195,2.539602593968567e-06,0.034606165267308864,0.0,0.006459039377965891,0.03640721714432098,63305.0,0.583931337755197,63305.417080797844,9.41174309360744e-05,768.7127874119278
1.7999999999999998,101607.21001783287,2.20164033766194,0.9201510733134044,9134.98901595767,7490.417963155809,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,899.105860699396,0.00014091325179765393,-0.8748932526773504,2.5305580023199835e-06,0.03374483532879446,0.0,0.006441057513193831,0.036320648796447884,63305.0,0.584241457602539,63305.47388058665,9.385540947796724e-05,764.0226322418924
1.8599999999999999,101661.16882022539,2.148927735332589,0.9175885021424851,9134.994438957036,7444.716599660125,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,899.5211852181224,0.00013765120416034884,-0.8164859570686344,2.521523037859807e-06,0.03294057283463382,0.0,0.006423119514997396,0.03623424849911732,63305.0,0.584551720716296,63305.51146197225,9.359402721853348e-05,759.3610931653327
1.92,101715.1525460531,2.0996002258268422,0.9150321849197042,9134.99803566302,7399.294074378045,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,899.9366355555081,0.00013459816170711868,-0.7634939958312696,2.5124977270438797e-06,0.03218802424429645,0.0,0.006405225294437929,0.03614801602448649,63305.0,0.5848621271398053,63305.536387144726,9.333328286180983e-05,754.7279955865605
1.98,101769.16120285216,2.0533499286880934,0.9124821089585391,9135.000423510834,7354.1486860307805,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,900.3522116780756,0.00013173511526737172,-0.7152697075159192,2.5034821405548738e-06,0.031482486491040095,0.0,0.006387374762709774,0.036061951144792506,63305.0,0.5851726769164,63305.55293493007,9.307317511377099e-05,750.1231659751396
2.04,101823.19479815781,2.009905104094573,0.9099382615914556,9135.002014794012,7309.278743719609,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,900.7679135522619,0.00012904528827198711,-0.6712592991087377,2.49447637630196e-06,0.030819808572962223,0.0,0.006369567831140189,0.035976053632352886,63305.0,0.5854833700894074,63305.5639625225,9.281370268232847e-05,745.5464318594001
2.1,101877.2533395042,1.9690251829251835,0.9074006301698946,9135.003079257232,7264.68256686385,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,901.1837411444159,0.00012651382941471733,-0.6309871705542095,2.485480550795597e-06,0.030196315645921123,0.0,0.006351804411189262,0.035890323259565995,63305.0,0.5857942067021491,63305.571339252616,9.255486427732925e-05,740.9976218201127
2.16,101931.33683442428,1.9304961378838315,0.9048692020642581,9135.003797282783,7220.358485134326,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,901.599694420798,0.0001241275263862003,-0.5940427596055344,2.4764947919167575e-06,0.029608738296209657,0.0,0.006334084414449807,0.03580475979891147,63305.0,0.5861051867979395,63305.57631516968,9.229665861055433e-05,736.4765654837012
2.2199999999999998,101985.44529044973,1.8941272173341557,0.9023439646638984,9135.004285912955,7176.304838394619,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,902.0157733475799,0.00012187460411015926,-0.5600704438655975,2.4675192353414247e-06,0.029054162668314724,0.0,0.0063164077526472896,0.03571936302295076,63305.0,0.5864163104200859,63305.57970137678,9.203908439571765e-05,731.9830935162511
2.28,102039.57871511091,1.8597476399746462,0.8998249053771037,9135.00462372422,7132.519976636034,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,902.4319778908439,0.00011974452045329897,-0.5287607422085763,2.458554021185213e-06,0.028529979958295683,0.0,0.006298774337639726,0.03563413270432755,63305.0,0.5867275776118878,63305.582042408845,9.178214034846458e-05,727.5170376168754
2.34,102093.73711593667,1.827204231854776,0.8973120116310855,9135.004861897365,7089.002259919077,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,902.848308016581,0.00011772782032685537,-0.4998434838587019,2.44959929248684e-06,0.02803385033101609,0.0,0.006281184081417599,0.035549068615768224,63305.0,0.5870389884166358,63305.583692948734,9.152582518637072e-05,723.0782305117458
2.4,102147.92050045442,1.7963590690931963,0.894805270871966,9135.005034389458,7045.750058308236,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,903.2647636906922,0.00011581599005996002,-0.47308183867187303,2.4406551938361657e-06,0.027563666900540733,0.0,0.006263636896103763,0.035464170530082384,63305.0,0.5873505428776129,63305.58488831894,9.127013762894054e-05,718.66650594744
2.46,102202.12887618998,1.767087659196331,0.8923046705647647,9135.005163370392,7002.761751812591,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,903.6813448789865,0.00011400134510989701,-0.4482675327041816,2.431721870633954e-06,0.027117527951595617,0.0,0.006246132693953353,0.03537943822016329,63305.0,0.5876622410380924,63305.58578215681,9.1015076397606e-05,714.2816986848842
2.52,102256.36225066753,1.739277423445256,0.8898101981933861,9135.005263764859,6960.035730326582,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,904.0980515471812,0.00011227693637757844,-0.4252168816187498,2.422799468480332e-06,0.026693713762990887,0.0,0.006228671387353703,0.03529487145898836,63305.0,0.5879740829413383,63305.586477890465,9.076064021572538e-05,709.9236444933113
2.58,102310.62063140965,1.7128262423369809,0.8873218412606062,9135.005345411539,6917.570393568249,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,904.5148836609019,0.00011063646038789598,-0.4037673362992804,2.4138881328761332e-06,0.02629066438327107,0.0,0.006211252888824244,0.03521047001961963,63305.0,0.5882860686306055,63305.58704370196,9.050682780858183e-05,705.5921801439613
2.6399999999999997,102364.90402593714,1.687641230535157,0.8848395872880593,9135.005414573327,6875.3641510180405,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,904.9318411856806,0.00010907418365135773,-0.38377460269885727,2.404988009012038e-06,0.025906960914612483,0.0,0.006193877111016415,0.03512623367520425,63305.0,0.5885981981491386,63305.58752299315,9.025363790338205e-05,701.2871434038401
2.6999999999999997,102419.21244176911,1.663637806711187,0.8823634238162258,9135.005475557577,6833.415421862631,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,905.3489240869571,0.00010758488526921963,-0.3651103089801605,2.3960992415492847e-06,0.025541311311490972,0.0,0.00617654396671358,0.03504216219897496,63305.0,0.5889104715401724,63305.587945614,9.000106922925503e-05,697.0083730299883
2.76,102473.54588642286,1.6407387140273362,0.8798933384044183,9135.005531082841,6791.722634933048,0.01,882650.0,10000.0,1.5,0.12,27000.0,0.3307,1000000.0,0.1163,10500.0,10000.0,0.0194,27000.0,0.0,2000.0,0.007,0.1694,334450.0,63305.0,5.75e-06,6.93,0.000102,0.102,1.0,1.0,905.7661323300779,0.00010616379644556088,-0.3476598878842209,2.3872219745601442e-06,0.025192535411919615,0.0,0.006159253368830928,0.034958255364250554,63305.0,0.5892228888469314,63305.58833040408,8.974912051725066e-05,692.7557087631708
